cpd_id	compound_name	name_queried	strategy	result_type	stored_inchikey	pubchem_inchikey	pubchem_cid	stored_smiles	pubchem_smiles	mismatch_detail
cpd06950	3,5-Dimethoxy-1,6-dihydroxyxanthone	C10060	kegg_xref	MISMATCH	VKZMZDFCRUHZNI-UHFFFAOYSA-M	SJDPAVRCQNFVDM-UHFFFAOYSA-N	87593	COc1cc(O)c2c(=O)c3ccc([O-])c(OC)c3oc2c1	CC1=CC(=C(C=C1F)Cl)[N+](=O)[O-]	IGNORE:wrong_mapping (formula: stored=C15H11O6, pubchem=C7H5ClFNO2)
cpd06957	Irisxanthone	C10067	kegg_xref	MISMATCH	MTQVPZUZBBTLNO-HSLVGEKZSA-L	UPZBXVBPICTBDP-TUAOUCFPSA-N	454736	COc1c([O-])ccc2c(=O)c3c(O)c([C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c([O-])cc3oc12	CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1	IGNORE:wrong_mapping (formula: stored=C20H18O11, pubchem=C14H26N2O)
cpd06960	1,3-Dihydroxy--7-methoxyxanthone	C10070	kegg_xref	MISMATCH	FVIYCYAHKMJVJK-UHFFFAOYSA-M	PHMLPPFFMSRWBK-UHFFFAOYSA-N	588648	COc1ccc2oc3cc([O-])cc(O)c3c(=O)c2c1	C1=C(C=C(C=C1F)F)C(C(=O)O)O	IGNORE:wrong_mapping (formula: stored=C14H9O5, pubchem=C8H6F2O3)
cpd06962	5,6,7,3',4'-Pentahydroxyflavone	C10072	kegg_xref	MISMATCH	VYAKIUWQLHRZGK-UHFFFAOYSA-M	UWSONZCNXUSTKW-UHFFFAOYSA-N	62510	O=c1cc(-c2ccc(O)c(O)c2)oc2cc([O-])c(O)c(O)c12	CC1=C(SC=N1)C	IGNORE:wrong_mapping (formula: stored=C15H9O7, pubchem=C5H7NS)
cpd06963	Hyperin	C10073	kegg_xref	MISMATCH	OVSQVDMCBVZWGM-DTGCRPNFSA-L	CAOQEOHEZKVYOJ-UHFFFAOYSA-N	78194	O=c1c(O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc([O-])cc([O-])c12	C1CCCC(CC1)CN	IGNORE:wrong_mapping (formula: stored=C21H18O12, pubchem=C8H17N)
cpd06964	Jacareubin	C10074	kegg_xref	MISMATCH	UCLUVPCGXYTYEK-UHFFFAOYSA-M	PYRZPBDTPRQYKG-UHFFFAOYSA-N	95964	CC1(C)C=Cc2c(cc3oc4c(O)c([O-])ccc4c(=O)c3c2O)O1	C1CC=C(C1)C(=O)O	IGNORE:wrong_mapping (formula: stored=C18H13O6, pubchem=C6H8O2)
cpd06965	4-C-Glucosyl-1,3,7-trihydroxyxanthone	C10075	kegg_xref	MISMATCH	JUZGXATTXYZBGK-HBVDJMOISA-M	AHOUBRCZNHFOSL-YOEHRIQHSA-N	43815	O=c1c2cc(O)ccc2oc2c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c([O-])cc(O)c12	C1CNC[C@H]([C@@H]1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4	IGNORE:wrong_mapping (formula: stored=C19H17O10, pubchem=C19H20FNO3)
cpd06966	3-Hydroxyblancoxanthone	C10076	kegg_xref	MISMATCH	XRVLGJCHUWXTDX-UHFFFAOYSA-M	RHDWCSIBVZKRRU-UHFFFAOYSA-N	3017535	C=CC(C)(C)c1c2c(c(O)c3c(=O)c4ccc([O-])c(O)c4oc13)C=CC(C)(C)O2	CCCCCCCCNC1=CC=NC=C1	IGNORE:wrong_mapping (formula: stored=C23H21O6, pubchem=C13H22N2)
cpd06967	(1S)-1,5-anhydro-1-(1,3,6,7-tetrahydroxy-9-oxo-9H-xanthen-2-yl)-D-glucitol	C10077	kegg_xref	MISMATCH	AEDDIBAIWPIIBD-ZJKJAXBQSA-L	RIVOBMOBWMOLDJ-UHFFFAOYSA-N	428477	O=c1c2cc(O)c([O-])cc2oc2cc([O-])c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c12	C1CC2CC1C3C2C(=O)NC3=O	IGNORE:wrong_mapping (formula: stored=C19H16O11, pubchem=C9H11NO2)
cpd06969	5,7,2',4',5'-Pentahydroxyflavone	C10079	kegg_xref	MISMATCH	DSNIERNBMAVNJI-UHFFFAOYSA-M	PGUYGXWLFYYEFI-UHFFFAOYSA-N	5194226	O=c1cc(-c2cc(O)c(O)cc2O)oc2cc([O-])cc(O)c12	C1=CC(=CC(=C1)OC(F)(F)F)NN	IGNORE:wrong_mapping (formula: stored=C15H9O7, pubchem=C7H7F3N2O)
cpd06970	Mangostin	C10080	kegg_xref	MISMATCH	GNRIZKKCNOBBMO-UHFFFAOYSA-L	PLVWUINOWYHRAA-UHFFFAOYSA-N	258806	COc1c([O-])cc2oc3cc([O-])c(CC=C(C)C)c(O)c3c(=O)c2c1CC=C(C)C	CCOC(=NC#N)C	IGNORE:wrong_mapping (formula: stored=C24H24O6, pubchem=C5H8N2O)
cpd06973	1,8-Dihydroxy-2,6-dimethoxyxanthone	C10083	kegg_xref	MISMATCH	PUECEVJMPDNNHT-UHFFFAOYSA-M	SEHFUALWMUWDKS-UHFFFAOYSA-N	69711	COc1cc([O-])c2c(=O)c3c(O)c(OC)ccc3oc2c1	C1(=C(NC(=O)NC1=O)C(=O)O)F	IGNORE:wrong_mapping (formula: stored=C15H11O6, pubchem=C5H3FN2O4)
cpd06976	1,3,6,7-Tetrahydroxyxanthone	C10086	kegg_xref	MISMATCH	ZHTQCPCDXKMMLU-UHFFFAOYSA-L	RSFDFESMVAIVKO-UHFFFAOYSA-N	95737	O=c1c2cc(O)c([O-])cc2oc2cc([O-])cc(O)c12	C1=CC(=CC(=C1)S)C(=O)O	IGNORE:wrong_mapping (formula: stored=C13H6O6, pubchem=C7H6O2S)
cpd06977	1,3,6-Trihydroxy-8-methyl-9H-xanthen-9-one	C10087	kegg_xref	MISMATCH	AQZHBCDRWFMXIN-UHFFFAOYSA-L	HNWCOANXZNKMLR-UHFFFAOYSA-N	10664	Cc1cc([O-])cc2oc3cc([O-])cc(O)c3c(=O)c12	CC1=NC=C(C(=C1O)CN)CO.Cl.Cl	IGNORE:wrong_mapping (formula: stored=C14H8O5, pubchem=C8H14Cl2N2O2)
cpd06979	Norswertianolin	C10089	kegg_xref	MISMATCH	MYWLBRTZOYHDOU-FJMCMGCSSA-M	VXIMPSPISRVBPZ-NWUMPJBXSA-N	19090	O=c1c2c(O)cc([O-])cc2oc2c(O)ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c12	CC1=C[C@@H]2[C@H](CC[C@]3([C@H]2CC[C@@]3(C(=O)C)O)C)[C@@]4(C1=CC(=O)CC4)C	IGNORE:wrong_mapping (formula: stored=C19H17O11, pubchem=C22H30O3)
cpd06981	3,5-Dimethoxy-1,8-dihydroxyxanthone	C10091	kegg_xref	MISMATCH	GNSHHHWDGOHNPC-UHFFFAOYSA-M	HDFGOPSGAURCEO-UHFFFAOYSA-N	4362	COc1cc([O-])c2c(=O)c3c(O)ccc(OC)c3oc2c1	CCN1C(=O)C=CC1=O	IGNORE:wrong_mapping (formula: stored=C15H11O6, pubchem=C6H7NO2)
cpd06986	8-Hydroxyapigenin	C10097	kegg_xref	MISMATCH	NXHQVROAKYDSNW-UHFFFAOYSA-M	RMUYDDKCUZHVHY-UHFFFAOYSA-N	140672	O=c1cc(-c2ccc(O)cc2)oc2c(O)c([O-])cc(O)c12	CC(=O)NC1=CC=C(C=C1)C(C)(C)C	IGNORE:wrong_mapping (formula: stored=C15H9O6, pubchem=C12H17NO)
cpd06989	Kuwanone H	C10100	kegg_xref	MISMATCH	DKBPTKFKCCNXNH-QXGWMLRCSA-L	YKYOUMDCQGMQQO-UHFFFAOYSA-L	24947	CC(C)=CCc1c(O)ccc(C(=O)[C@@H]2[C@@H](c3c([O-])cc([O-])c4c(=O)c(CC=C(C)C)c(-c5ccc(O)cc5O)oc34)C=C(C)C[C@H]2c2ccc(O)cc2O)c1O	Cl[Cd]Cl	IGNORE:wrong_mapping (formula: stored=C45H42O11, pubchem=CdCl2)
cpd06991	Lucenin-2	C10102	kegg_xref	MISMATCH	ZLPSOQFIIQIIAX-VQVVXJKKSA-L	JESWDXIHOJGWBP-UHFFFAOYSA-N	79113	O=c1cc(-c2ccc(O)c(O)c2)oc2c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c([O-])c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c([O-])c12	C1CC2CC1CC2C(=O)O	IGNORE:wrong_mapping (formula: stored=C27H28O16, pubchem=C8H12O2)
cpd06995	Morusin	C10106	kegg_xref	MISMATCH	XFFOMNJIDRDDLQ-UHFFFAOYSA-M	UHZZMRAGKVHANO-UHFFFAOYSA-M	13836	CC(C)=CCc1c(-c2ccc(O)cc2O)oc2c3c(cc([O-])c2c1=O)OC(C)(C)C=C3	C[N+](C)(C)CCCl.[Cl-]	IGNORE:wrong_mapping (formula: stored=C25H23O6, pubchem=C5H13Cl2N)
cpd07004	Oxyanin A	C10115	kegg_xref	MISMATCH	KGJTXYKKHKRNIM-UHFFFAOYSA-M	BHSYONGONOKNAI-UHFFFAOYSA-N	2758465	COc1cc([O-])c2c(=O)c(OC)c(-c3cc(O)c(OC)cc3O)oc2c1	CCOC(=O)CC(=O)C1=CC(=C(C=C1)OC)OC	IGNORE:wrong_mapping (formula: stored=C18H15O8, pubchem=C13H16O5)
cpd07009	6-C-Methylquercetin	C10120	kegg_xref	MISMATCH	DTFXGVGIKNSCQQ-UHFFFAOYSA-L	VTVISWLINKWMQZ-UHFFFAOYSA-N	2777504	Cc1c([O-])cc2oc(-c3ccc(O)c(O)c3)c(O)c(=O)c2c1[O-]	[B-](F)(F)(F)F.C1=CC=C2C(=C1)C3=CC=CC=C3[S+]2C(F)(F)F	IGNORE:wrong_mapping (formula: stored=C16H10O7, pubchem=C13H8BF7S)
cpd07034	Funebrine	C10145	kegg_xref	MISMATCH	RYQKWJPWKLPCHJ-NWZRZUMISA-N	FHJVHVKVTUTGTA-UHFFFAOYSA-N	223091	C[C@H]1[C@H](/N=C/c2ccc(CO)n2C2C(=O)O[C@H](C)[C@H]2C)C(=O)O[C@@H]1C	C1=C(C(=CC(=C1Cl)Cl)F)N	IGNORE:wrong_mapping (formula: stored=C18H24N2O5, pubchem=C6H4Cl2FN)
cpd07039	Harzianopyridone	C10150	kegg_xref	MISMATCH	BEVBGNQMQGCTRF-HQZHTGGTSA-L	YZTJXHWQWCLEJX-UHFFFAOYSA-N	252204	C/C=C/C[C@@H](C)C(=O)c1c([O-])[n-]c(OC)c(OC)c1=O	COC1=C(C(=NC=N1)Cl)[N+](=O)[O-]	IGNORE:wrong_mapping (formula: stored=C14H17NO5, pubchem=C5H4ClN3O3)
cpd07042	Isolobinine	C10153	kegg_xref	MISMATCH	SEUNPTJHBYYPOX-GARXDOFDSA-O	JGCSKOVQDXEQHI-UHFFFAOYSA-N	95069	CCC(O)C[C@H]1C=CC[C@@H](CC(=O)c2ccccc2)[NH+]1C	C1=CC=C2C(=C1)N=C3C=CC=C(C3=N2)C(=O)O	IGNORE:wrong_mapping (formula: stored=C18H26NO2, pubchem=C13H8N2O2)
cpd07047	Mearsine	C10158	kegg_xref	MISMATCH	HGGXRBIZHMVTFM-UHFFFAOYSA-N	WHTDCOSHHMXZNE-UHFFFAOYSA-N	136745	CC1=C2C(=O)CC(CC2C)N1	CCC1=NC(=CC=C1)CC	IGNORE:wrong_mapping (formula: stored=C9H13NO, pubchem=C9H13N)
cpd07056	(+)-Prosopinine	C10167	kegg_xref	MISMATCH	KYBOBXNXZQTAKA-NXHRZFHOSA-O	FJTKCFSPYUMXJB-UHFFFAOYSA-N	39324	CCC(=O)CCCCCCCCC[C@@H]1CC[C@H](O)[C@@H](CO)[NH2+]1	CC1=CC(=CC=C1)OCC(CNCCC2=CC(=C(C=C2)OC)OC)O.Cl	IGNORE:wrong_mapping (formula: stored=C18H36NO3, pubchem=C20H28ClNO4)
cpd07058	Ruspolinone	C10169	kegg_xref	MISMATCH	TYXKSMFICLVQCO-UHFFFAOYSA-O	KPZYYKDXZKFBQU-UHFFFAOYSA-N	120282	COc1ccc(C(=O)CC2CCC[NH2+]2)cc1OC	C1=CC=C2C(=C1)N=C3C=CC=C(C3=N2)C(=O)N	IGNORE:wrong_mapping (formula: stored=C14H20NO3, pubchem=C13H9N3O)
cpd07059	(-)-Santiaguine	C10170	kegg_xref	MISMATCH	OHNNTQXKHRISJP-HLPCWDLKSA-P	QAYNSPOKTRVZRC-UHFFFAOYSA-N	7448	O=C([C@H]1[C@H](c2ccccc2)[C@H](C(=O)N2C=C([C@H]3CCCC[NH2+]3)CCC2)[C@H]1c1ccccc1)N1C=C([C@H]2CCCC[NH2+]2)CCC1	C1=CC(=C(C=C1[N+](=O)[O-])Cl)C(=O)O	IGNORE:wrong_mapping (formula: stored=C38H50N4O2, pubchem=C7H4ClNO4)
cpd07068	3',6''-Biapigenin	C10179	kegg_xref	MISMATCH	BORWSEZUWHQTOK-UHFFFAOYSA-K	MUPSJLRUCGYRTR-UHFFFAOYSA-N	202939	O=c1cc(-c2ccc(O)c(-c3c([O-])cc4oc(-c5ccc(O)cc5)cc(=O)c4c3[O-])c2)oc2cc([O-])cc(O)c12	C1=CC=C(C=C1)CCON.Cl	IGNORE:wrong_mapping (formula: stored=C30H15O10, pubchem=C8H12ClNO)
cpd07069	Santin	C10180	kegg_xref	MISMATCH	DWZAJFZEYZIHPO-UHFFFAOYSA-M	PANKHBYNKQNAHN-MQQNZMFNSA-N	5281232	COc1ccc(-c2oc3cc([O-])c(OC)c(O)c3c(=O)c2OC)cc1	C/C(=C\C=C\C=C(\C=C\C=C(\C(=O)O)/C)/C)/C=C/C=C(/C(=O)O)\C	IGNORE:wrong_mapping (formula: stored=C18H15O7, pubchem=C20H24O4)
cpd07071	Sciadopitysin	C10182	kegg_xref	MISMATCH	YCXRBCHEOFVYEN-UHFFFAOYSA-L	MQFYUZCANYLWEI-UHFFFAOYSA-N	431187	COc1ccc(-c2cc(=O)c3c(O)cc([O-])c(-c4cc(-c5cc(=O)c6c([O-])cc(OC)cc6o5)ccc4OC)c3o2)cc1	CC1=CC=C(C2=CC=CC=C12)N	IGNORE:wrong_mapping (formula: stored=C33H22O10, pubchem=C11H11N)
cpd07074	3,5,7-Trihydroxy-2-(4-hydroxyphenyl)-8-methoxy-4H-1-benzopyran-4-one	C10185	kegg_xref	MISMATCH	AZFYHRHUTXBGJS-UHFFFAOYSA-L	ZFTILCZVZSZDLI-UHFFFAOYSA-N	818876	COc1c([O-])cc(O)c2c(=O)c([O-])c(-c3ccc(O)cc3)oc12	C1=C(SC(=C1)Br)CC#N	IGNORE:wrong_mapping (formula: stored=C16H10O7, pubchem=C6H4BrNS)
cpd07088	7-hydroxy-6-methoxy-3-(4-methoxyphenyl)-chromen-4-one	C10199	kegg_xref	MISMATCH	KJGPBYUQZLUKLL-UHFFFAOYSA-M	AJRUXHIEYSYRQJ-UHFFFAOYSA-N	2762887	COc1ccc(-c2coc3cc([O-])c(OC)cc3c2=O)cc1	C1=CC(=O)NC(=C1)F	IGNORE:wrong_mapping (formula: stored=C17H13O5, pubchem=C5H4FNO)
cpd07091	Bowdichione	C10202	kegg_xref	MISMATCH	GCAIEHBYLQNGAF-UHFFFAOYSA-M	PZKDJJMHRYNBOR-UHFFFAOYSA-N	2724604	COC1=CC(=O)C(c2coc3cc([O-])ccc3c2=O)=CC1=O	C1=C(C=C(C(=C1Br)Cl)Br)F	IGNORE:wrong_mapping (formula: stored=C16H9O6, pubchem=C6H2Br2ClF)
cpd07099	Agrimoniin	C10210	kegg_xref	MISMATCH	BZAFROBDXRJYTQ-JVEQELPQSA-M	KTNJFIQOVKEQFB-UHFFFAOYSA-N	2773928	O=C(O[C@H]1O[C@@H]2COC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C@H]2[C@@H]2OC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C@@H]12)c1cc(O)c(O)c(Oc2c(C(=O)O[C@H]3O[C@@H]4COC(=O)c5cc(O)c(O)c(O)c5-c5c(cc(O)c(O)c5O)C(=O)O[C@H]4[C@@H]4OC(=O)c5cc(O)c(O)c(O)c5-c5c(cc(O)c([O-])c5O)C(=O)O[C@@H]34)cc(O)c(O)c2O)c1	C1=CC(=C(C=C1F)CC#N)Br	IGNORE:wrong_mapping (formula: stored=C82H53O52, pubchem=C8H5BrFN)
cpd07100	Alnusiin	C10211	kegg_xref	MISMATCH	OAZHOQDMOPZBMN-RBKPYHMISA-K	FWLPYISRFBKEKV-UHFFFAOYSA-N	565656	O=C1OC[C@H]2OC(O)[C@@H]3OC(=O)c4cc(O)c(O)c(O)c4-c4c(cc(O)c(O)c4O)C(=O)O[C@H]3[C@@H]2OC(=O)c2cc([O-])c(O)c3oc(=O)c4cc([O-])c(c([O-])c4c23)Oc2c1cc(O)c(O)c2O	COC1=C(C=C(C=C1)F)[N+](=O)[O-]	IGNORE:wrong_mapping (formula: stored=C41H23O26, pubchem=C7H6FNO3)
cpd07103	Chebulagic acid	C10214	kegg_xref	MISMATCH	HGJXAVROWQLCTP-YABCKIEDSA-L	GQGXIDBMRPMPCD-UHFFFAOYSA-N	201598	O=C([O-])C[C@@H]1C(=O)O[C@H]2[C@@H]3OC(=O)c4cc(O)c(O)c([O-])c4-c4c(cc(O)c(O)c4O)C(=O)OC[C@H]2O[C@@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@@H]3OC(=O)c2cc(O)c(O)c3c2[C@H]1[C@H](O)C(=O)O3	C1=CC=C(C=C1)CC2=CC=C(C=C2)N.Cl	IGNORE:wrong_mapping (formula: stored=C41H28O27, pubchem=C13H14ClN)
cpd07107	Coriariin A	C10218	kegg_xref	MISMATCH	BGZMXYWCTRIUII-YLVKXZTISA-L	YYEZYENJAMOWHW-UHFFFAOYSA-N	4219754	O=C(O[C@@H]1O[C@@H]2COC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C@H]2[C@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@H]1OC(=O)c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(Oc2c(C(=O)O[C@@H]3O[C@@H]4COC(=O)c5cc(O)c(O)c([O-])c5-c5c(cc(O)c(O)c5O)C(=O)O[C@H]4[C@H](OC(=O)c4cc(O)c(O)c(O)c4)[C@H]3OC(=O)c3cc(O)c([O-])c(O)c3)cc(O)c(O)c2O)c1	CC1(OCC(O1)CCO)C	IGNORE:wrong_mapping (formula: stored=C82H56O52, pubchem=C7H14O3)
cpd07109	3,5-Di-O-galloyl-4-O-digalloylquinic acid	C10220	kegg_xref	MISMATCH	IECIGJUPCKCYMX-ZVLUUUFJSA-M	YTLRWVNYANKXOW-UHFFFAOYSA-N	72878	O=C(Oc1cc(C(=O)O[C@H]2[C@H](OC(=O)c3cc(O)c(O)c(O)c3)C[C@](O)(C(=O)[O-])C[C@H]2OC(=O)c2cc(O)c(O)c(O)c2)cc(O)c1O)c1cc(O)c(O)c(O)c1	COC1=CC(=CC(=C1)C(=O)N)OC	IGNORE:wrong_mapping (formula: stored=C35H27O22, pubchem=C9H11NO3)
cpd07118	Gemin A	C10229	kegg_xref	MISMATCH	ODXMIHPUPFEYDB-HISCDKSNSA-L	IWFIVTBTZUCTQH-LURJTMIESA-N	11021202	O=C(O[C@H]1O[C@@H]2COC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C@H]2[C@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@H]1OC(=O)c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(Oc2c(C(=O)O[C@H]3O[C@@H]4COC(=O)c5cc(O)c(O)c(O)c5-c5c(cc(O)c(O)c5O)C(=O)O[C@H]4[C@@H]4OC(=O)c5cc(O)c([O-])c(O)c5-c5c(cc(O)c([O-])c5O)C(=O)O[C@@H]34)cc(O)c(O)c2O)c1	CC(C)(C)OC(=O)N[C@@H](CC(=O)O)C(=O)OC	IGNORE:wrong_mapping (formula: stored=C82H54O52, pubchem=C10H17NO6)
cpd07124	Mallotusinic acid	C10235	kegg_xref	MISMATCH	MWPRJJBXNINUTQ-UHFFFAOYSA-L	AMPVNPYPOOQUJF-SSDOTTSWSA-N	7019681	O=C1OC2C3COC(=O)c4cc(O)c(O)c(O)c4-c4c(cc(Oc5c(C(=O)[O-])cc(O)c(O)c5O)c(O)c4[O-])C(=O)OC2C(OC(=O)c2cc(O)c(O)c4c2C2C1=CC(=O)C(O)(O4)C2(O)O)C(OC(=O)c1cc(O)c(O)c(O)c1)O3	CC(C)(C)OC(=O)N[C@H](CCCN)C(=O)O	IGNORE:wrong_mapping (formula: stored=C48H30O32, pubchem=C10H20N2O4)
cpd07129	Rugosin D	C10240	kegg_xref	MISMATCH	LELFYNPFJFAEND-YLVKXZTISA-L	BPDBLWKFVXHGFT-UHFFFAOYSA-N	96590	O=C(O[C@@H]1O[C@@H]2COC(=O)c3cc(Oc4c(C(=O)O[C@@H]5O[C@@H]6COC(=O)c7cc(O)c(O)c(O)c7-c7c(cc(O)c(O)c7[O-])C(=O)O[C@H]6[C@H](OC(=O)c6cc(O)c(O)c(O)c6)[C@H]5OC(=O)c5cc(O)c(O)c(O)c5)cc(O)c(O)c4O)c(O)c([O-])c3-c3c(cc(O)c(O)c3O)C(=O)O[C@H]2[C@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@H]1OC(=O)c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1	CC1=C(C(=NO1)C2=CC=CC=C2Cl)C(=O)Cl	IGNORE:wrong_mapping (formula: stored=C82H56O52, pubchem=C11H7Cl2NO2)
cpd07168	Angularine	C10279	kegg_xref	MISMATCH	MCWACAVORNFEFS-HMNNQIDUSA-O	PBGVVLQMNSPMKN-LURJTMIESA-N	192414	C=C1C/C(=C/C)C(=O)O[C@@H]2CC[NH+]3C[C@@H](O)[C@H](COC(=O)[C@]1(C)O)[C@H]23	C[C@@H](C(=O)NCC(=O)O)NC(=O)OC(C)(C)C	IGNORE:wrong_mapping (formula: stored=C18H26NO6, pubchem=C10H18N2O5)
