ID	DATABASE	MNX
G05906	KEGG	MNXM516410
G05908	KEGG	MNXM516411
G05909	KEGG	MNXM516412
G05910	KEGG	MNXM516413
G05912	KEGG	MNXM516414
G05915	KEGG	MNXM516415
G05916	KEGG	MNXM516416
G05917	KEGG	MNXM516417
G05918	KEGG	MNXM516418
G05919	KEGG	MNXM516419
G05920	KEGG	MNXM516420
G05921	KEGG	MNXM516421
G05922	KEGG	MNXM516422
G05923	KEGG	MNXM516423
G05924	KEGG	MNXM516424
G05925	KEGG	MNXM516425
G05926	KEGG	MNXM516426
G05927	KEGG	MNXM516427
G05928	KEGG	MNXM516428
G05929	KEGG	MNXM516429
G05931	KEGG	MNXM516430
G05932	KEGG	MNXM516431
G05934	KEGG	MNXM516432
G05935	KEGG	MNXM516433
G05936	KEGG	MNXM516434
G05937	KEGG	MNXM516435
G05939	KEGG	MNXM516436
G05940	KEGG	MNXM516437
G05941	KEGG	MNXM516438
G05942	KEGG	MNXM516439
G05943	KEGG	MNXM516440
G05944	KEGG	MNXM516441
G05945	KEGG	MNXM516442
G05946	KEGG	MNXM516443
G05947	KEGG	MNXM516444
G05948	KEGG	MNXM516445
G05949	KEGG	MNXM516446
G05950	KEGG	MNXM516447
G05951	KEGG	MNXM516448
G05952	KEGG	MNXM516449
G05954	KEGG	MNXM516450
G05955	KEGG	MNXM516451
G05956	KEGG	MNXM516452
G05957	KEGG	MNXM516453
G05958	KEGG	MNXM516454
G05959	KEGG	MNXM516455
G05960	KEGG	MNXM516456
G05961	KEGG	MNXM516457
G05965	KEGG	MNXM516458
G05966	KEGG	MNXM516459
G05968	KEGG	MNXM516460
G05969	KEGG	MNXM516461
G05970	KEGG	MNXM516462
G05971	KEGG	MNXM516463
G05972	KEGG	MNXM516464
G05973	KEGG	MNXM516465
G05974	KEGG	MNXM516466
G05975	KEGG	MNXM516467
G05978	KEGG	MNXM516468
G05979	KEGG	MNXM516469
G05980	KEGG	MNXM516470
G05981	KEGG	MNXM516471
G05983	KEGG	MNXM516472
G05984	KEGG	MNXM516473
G05986	KEGG	MNXM516474
G05987	KEGG	MNXM516475
G05989	KEGG	MNXM516476
G05990	KEGG	MNXM516477
G05991	KEGG	MNXM516478
G05992	KEGG	MNXM516479
G05993	KEGG	MNXM516480
G05994	KEGG	MNXM516481
G05995	KEGG	MNXM516482
G05996	KEGG	MNXM516483
G05997	KEGG	MNXM516484
G05998	KEGG	MNXM516485
G05999	KEGG	MNXM516486
G06000	KEGG	MNXM516487
G06002	KEGG	MNXM516488
G06004	KEGG	MNXM516489
G06007	KEGG	MNXM516490
G06008	KEGG	MNXM516491
G06009	KEGG	MNXM516492
G06010	KEGG	MNXM516493
G06011	KEGG	MNXM516494
G06012	KEGG	MNXM516495
G06013	KEGG	MNXM516496
G06015	KEGG	MNXM516497
G06016	KEGG	MNXM516498
G06017	KEGG	MNXM516499
G06018	KEGG	MNXM516500
G06019	KEGG	MNXM516501
G06020	KEGG	MNXM516502
G06021	KEGG	MNXM516503
G06022	KEGG	MNXM516504
G06023	KEGG	MNXM516505
G06024	KEGG	MNXM516506
G06025	KEGG	MNXM516507
G06026	KEGG	MNXM516508
G06027	KEGG	MNXM516509
G06028	KEGG	MNXM516510
G06029	KEGG	MNXM516511
G06030	KEGG	MNXM516512
G06031	KEGG	MNXM516513
G06032	KEGG	MNXM516514
G06033	KEGG	MNXM516515
G06034	KEGG	MNXM516516
G06036	KEGG	MNXM516517
G06037	KEGG	MNXM516518
G06038	KEGG	MNXM516519
G06039	KEGG	MNXM516520
G06040	KEGG	MNXM516521
G06041	KEGG	MNXM516522
G06042	KEGG	MNXM516523
G06043	KEGG	MNXM516524
G06044	KEGG	MNXM516525
G06045	KEGG	MNXM516526
G06046	KEGG	MNXM516527
G06048	KEGG	MNXM516528
G06049	KEGG	MNXM516529
G06050	KEGG	MNXM516530
G06051	KEGG	MNXM516531
G06052	KEGG	MNXM516532
G06053	KEGG	MNXM516533
G06054	KEGG	MNXM516534
G06055	KEGG	MNXM516535
G06056	KEGG	MNXM516536
G06057	KEGG	MNXM516537
G06058	KEGG	MNXM516538
G06059	KEGG	MNXM516539
G06061	KEGG	MNXM516540
G06062	KEGG	MNXM516541
G06063	KEGG	MNXM516542
G06064	KEGG	MNXM516543
G06065	KEGG	MNXM516544
G06066	KEGG	MNXM516545
G06067	KEGG	MNXM516546
G06071	KEGG	MNXM516547
G06072	KEGG	MNXM516548
G06073	KEGG	MNXM516549
G06074	KEGG	MNXM516550
G06075	KEGG	MNXM516551
G06076	KEGG	MNXM516552
G06077	KEGG	MNXM516553
G06078	KEGG	MNXM516554
G06080	KEGG	MNXM516555
G06081	KEGG	MNXM516556
G06082	KEGG	MNXM516557
G06084	KEGG	MNXM516558
G06085	KEGG	MNXM516559
G06086	KEGG	MNXM516560
G06087	KEGG	MNXM516561
G06088	KEGG	MNXM516562
G06089	KEGG	MNXM516563
G06090	KEGG	MNXM516564
G06091	KEGG	MNXM516565
G06092	KEGG	MNXM516566
G06093	KEGG	MNXM516567
G06094	KEGG	MNXM516568
G06095	KEGG	MNXM516569
G06096	KEGG	MNXM516570
G06097	KEGG	MNXM516571
G06098	KEGG	MNXM516572
G06099	KEGG	MNXM516573
G06100	KEGG	MNXM516574
G06103	KEGG	MNXM516575
G06104	KEGG	MNXM516576
G06105	KEGG	MNXM516577
G06106	KEGG	MNXM516578
G06108	KEGG	MNXM516579
G06110	KEGG	MNXM516580
G06111	KEGG	MNXM516581
G06112	KEGG	MNXM516582
G06113	KEGG	MNXM516583
G06114	KEGG	MNXM516584
G06116	KEGG	MNXM516585
G06117	KEGG	MNXM516586
G06118	KEGG	MNXM516587
G06119	KEGG	MNXM516588
G06120	KEGG	MNXM516589
G06121	KEGG	MNXM516590
G06122	KEGG	MNXM516591
G06123	KEGG	MNXM516592
G06124	KEGG	MNXM516593
G06125	KEGG	MNXM516594
G06127	KEGG	MNXM516595
G06128	KEGG	MNXM516596
G06129	KEGG	MNXM516597
G06130	KEGG	MNXM516598
G06131	KEGG	MNXM516599
G06132	KEGG	MNXM516600
G06133	KEGG	MNXM516601
G06134	KEGG	MNXM516602
G06135	KEGG	MNXM516603
G06136	KEGG	MNXM516604
G06137	KEGG	MNXM516605
G06138	KEGG	MNXM516606
G06139	KEGG	MNXM516607
G06140	KEGG	MNXM516608
G06142	KEGG	MNXM516609
G06143	KEGG	MNXM516610
G06144	KEGG	MNXM516611
G06145	KEGG	MNXM516612
G06146	KEGG	MNXM516613
G06147	KEGG	MNXM516614
G06148	KEGG	MNXM516615
G06149	KEGG	MNXM516616
G06150	KEGG	MNXM516617
G06151	KEGG	MNXM516618
G06152	KEGG	MNXM516619
G06153	KEGG	MNXM516620
G06154	KEGG	MNXM516621
G06155	KEGG	MNXM516622
G06156	KEGG	MNXM516623
G06158	KEGG	MNXM516624
G06159	KEGG	MNXM516625
G06160	KEGG	MNXM516626
G06162	KEGG	MNXM516627
G06163	KEGG	MNXM516628
G06164	KEGG	MNXM516629
G06165	KEGG	MNXM516630
G06167	KEGG	MNXM516631
G06168	KEGG	MNXM516632
G06169	KEGG	MNXM516633
G06170	KEGG	MNXM516634
G06172	KEGG	MNXM516635
G06174	KEGG	MNXM516636
G06175	KEGG	MNXM516637
G06178	KEGG	MNXM516638
G06179	KEGG	MNXM516639
G06180	KEGG	MNXM516640
G06181	KEGG	MNXM516641
G06182	KEGG	MNXM516642
G06183	KEGG	MNXM516643
G06184	KEGG	MNXM516644
G06185	KEGG	MNXM516645
G06186	KEGG	MNXM516646
G06187	KEGG	MNXM516647
G06188	KEGG	MNXM516648
G06189	KEGG	MNXM516649
G06190	KEGG	MNXM516650
G06191	KEGG	MNXM516651
G06192	KEGG	MNXM516652
G06194	KEGG	MNXM516653
G06195	KEGG	MNXM516654
G06196	KEGG	MNXM516655
G06197	KEGG	MNXM516656
G06198	KEGG	MNXM516657
G06199	KEGG	MNXM516658
G06201	KEGG	MNXM516659
G06203	KEGG	MNXM516660
G06204	KEGG	MNXM516661
G06205	KEGG	MNXM516662
G06207	KEGG	MNXM516663
G06208	KEGG	MNXM516664
G06209	KEGG	MNXM516665
G06210	KEGG	MNXM516666
G06211	KEGG	MNXM516667
G06212	KEGG	MNXM516668
G06214	KEGG	MNXM516669
G06215	KEGG	MNXM516670
G06216	KEGG	MNXM516671
G06218	KEGG	MNXM516672
G06220	KEGG	MNXM516673
G06221	KEGG	MNXM516674
G06223	KEGG	MNXM516675
G06224	KEGG	MNXM516676
G06225	KEGG	MNXM516677
G06226	KEGG	MNXM516678
G06227	KEGG	MNXM516679
G06228	KEGG	MNXM516680
G06231	KEGG	MNXM516681
G06232	KEGG	MNXM516682
G06233	KEGG	MNXM516683
G06234	KEGG	MNXM516684
G06235	KEGG	MNXM516685
G06237	KEGG	MNXM516686
G06238	KEGG	MNXM516687
G06239	KEGG	MNXM516688
G06240	KEGG	MNXM516689
G06242	KEGG	MNXM516690
G06243	KEGG	MNXM516691
G06244	KEGG	MNXM516692
G06245	KEGG	MNXM516693
G06247	KEGG	MNXM516694
G06248	KEGG	MNXM516695
G06249	KEGG	MNXM516696
G06250	KEGG	MNXM516697
G06251	KEGG	MNXM516698
G06252	KEGG	MNXM516699
G06253	KEGG	MNXM516700
G06254	KEGG	MNXM516701
G06255	KEGG	MNXM516702
G06256	KEGG	MNXM516703
G06257	KEGG	MNXM516704
G06259	KEGG	MNXM516705
G06260	KEGG	MNXM516706
G06261	KEGG	MNXM516707
G06262	KEGG	MNXM516708
G06263	KEGG	MNXM516709
G06264	KEGG	MNXM516710
G06267	KEGG	MNXM516711
G06268	KEGG	MNXM516712
G06269	KEGG	MNXM516713
G06270	KEGG	MNXM516714
G06272	KEGG	MNXM516715
G06273	KEGG	MNXM516716
G06274	KEGG	MNXM516717
G06275	KEGG	MNXM516718
G06276	KEGG	MNXM516719
G06277	KEGG	MNXM516720
G06278	KEGG	MNXM516721
G06279	KEGG	MNXM516722
G06281	KEGG	MNXM516723
G06282	KEGG	MNXM516724
G06283	KEGG	MNXM516725
G06284	KEGG	MNXM516726
G06285	KEGG	MNXM516727
G06286	KEGG	MNXM516728
G06287	KEGG	MNXM516729
G06288	KEGG	MNXM516730
G06289	KEGG	MNXM516731
G06290	KEGG	MNXM516732
G06291	KEGG	MNXM516733
G06292	KEGG	MNXM516734
G06293	KEGG	MNXM516735
G06294	KEGG	MNXM516736
G06295	KEGG	MNXM516737
G06297	KEGG	MNXM516738
G06298	KEGG	MNXM516739
G06300	KEGG	MNXM516740
G06301	KEGG	MNXM516741
G06303	KEGG	MNXM516742
G06304	KEGG	MNXM516743
G06305	KEGG	MNXM516744
G06308	KEGG	MNXM516745
G06310	KEGG	MNXM516746
G06311	KEGG	MNXM516747
G06312	KEGG	MNXM516748
G06313	KEGG	MNXM516749
G06314	KEGG	MNXM516750
G06316	KEGG	MNXM516751
G06317	KEGG	MNXM516752
G06318	KEGG	MNXM516753
G06321	KEGG	MNXM516754
G06322	KEGG	MNXM516755
G06323	KEGG	MNXM516756
G06324	KEGG	MNXM516757
G06325	KEGG	MNXM516758
G06326	KEGG	MNXM516759
G06327	KEGG	MNXM516760
G06328	KEGG	MNXM516761
G06329	KEGG	MNXM516762
G06330	KEGG	MNXM516763
G06331	KEGG	MNXM516764
G06332	KEGG	MNXM516765
G06333	KEGG	MNXM516766
G06334	KEGG	MNXM516767
G06335	KEGG	MNXM516768
G06336	KEGG	MNXM516769
G06337	KEGG	MNXM516770
G06338	KEGG	MNXM516771
G06339	KEGG	MNXM516772
G06340	KEGG	MNXM516773
G06341	KEGG	MNXM516774
G06342	KEGG	MNXM516775
G06343	KEGG	MNXM516776
G06344	KEGG	MNXM516777
G06345	KEGG	MNXM516778
G06346	KEGG	MNXM516779
G06347	KEGG	MNXM516780
G06348	KEGG	MNXM516781
G06349	KEGG	MNXM516782
G06350	KEGG	MNXM516783
G06352	KEGG	MNXM516784
G06353	KEGG	MNXM516785
G06355	KEGG	MNXM516786
G06357	KEGG	MNXM516787
G06358	KEGG	MNXM516788
G06359	KEGG	MNXM516789
G06360	KEGG	MNXM516790
G06361	KEGG	MNXM516791
G06362	KEGG	MNXM516792
G06363	KEGG	MNXM516793
G06364	KEGG	MNXM516794
G06365	KEGG	MNXM516795
G06366	KEGG	MNXM516796
G06367	KEGG	MNXM516797
G06368	KEGG	MNXM516798
G06369	KEGG	MNXM516799
G06370	KEGG	MNXM516800
G06371	KEGG	MNXM516801
G06372	KEGG	MNXM516802
G06373	KEGG	MNXM516803
G06374	KEGG	MNXM516804
G06375	KEGG	MNXM516805
G06376	KEGG	MNXM516806
G06377	KEGG	MNXM516807
G06378	KEGG	MNXM516808
G06380	KEGG	MNXM516809
G06381	KEGG	MNXM516810
G06382	KEGG	MNXM516811
G06383	KEGG	MNXM516812
G06384	KEGG	MNXM516813
G06385	KEGG	MNXM516814
G06386	KEGG	MNXM516815
G06387	KEGG	MNXM516816
G06388	KEGG	MNXM516817
G06389	KEGG	MNXM516818
G06392	KEGG	MNXM516819
G06394	KEGG	MNXM516820
G06395	KEGG	MNXM516821
G06396	KEGG	MNXM516822
G06397	KEGG	MNXM516823
G06398	KEGG	MNXM516824
G06399	KEGG	MNXM516825
G06400	KEGG	MNXM516826
G06401	KEGG	MNXM516827
G06402	KEGG	MNXM516828
G06404	KEGG	MNXM516829
G06405	KEGG	MNXM516830
G06406	KEGG	MNXM516831
G06407	KEGG	MNXM516832
G06408	KEGG	MNXM516833
G06409	KEGG	MNXM516834
G06410	KEGG	MNXM516835
G06412	KEGG	MNXM516836
G06413	KEGG	MNXM516837
G06414	KEGG	MNXM516838
G06416	KEGG	MNXM516839
G06417	KEGG	MNXM516840
G06419	KEGG	MNXM516841
G06420	KEGG	MNXM516842
G06421	KEGG	MNXM516843
G06422	KEGG	MNXM516844
G06423	KEGG	MNXM516845
G06424	KEGG	MNXM516846
G06425	KEGG	MNXM516847
G06426	KEGG	MNXM516848
G06427	KEGG	MNXM516849
G06429	KEGG	MNXM516850
G06430	KEGG	MNXM516851
G06431	KEGG	MNXM516852
G06432	KEGG	MNXM516853
G06433	KEGG	MNXM516854
G06434	KEGG	MNXM516855
G06435	KEGG	MNXM516856
G06436	KEGG	MNXM516857
G06437	KEGG	MNXM516858
G06438	KEGG	MNXM516859
G06439	KEGG	MNXM516860
G06440	KEGG	MNXM516861
G06441	KEGG	MNXM516862
G06442	KEGG	MNXM516863
G06443	KEGG	MNXM516864
G06444	KEGG	MNXM516865
G06448	KEGG	MNXM516866
G06451	KEGG	MNXM516867
G06453	KEGG	MNXM516868
G06454	KEGG	MNXM516869
G06455	KEGG	MNXM516870
G06456	KEGG	MNXM516871
G06458	KEGG	MNXM516872
G06459	KEGG	MNXM516873
G06461	KEGG	MNXM516874
G06462	KEGG	MNXM516875
G06463	KEGG	MNXM516876
G06464	KEGG	MNXM516877
G06465	KEGG	MNXM516878
G06466	KEGG	MNXM516879
G06467	KEGG	MNXM516880
G06468	KEGG	MNXM516881
G06469	KEGG	MNXM516882
G06470	KEGG	MNXM516883
G06471	KEGG	MNXM516884
G06472	KEGG	MNXM516885
G06473	KEGG	MNXM516886
G06476	KEGG	MNXM516887
G06480	KEGG	MNXM516888
G06481	KEGG	MNXM516889
G06482	KEGG	MNXM516890
G06483	KEGG	MNXM516891
G06484	KEGG	MNXM516892
G06485	KEGG	MNXM516893
G06486	KEGG	MNXM516894
G06488	KEGG	MNXM516895
G06489	KEGG	MNXM516896
G06490	KEGG	MNXM516897
G06491	KEGG	MNXM516898
G06492	KEGG	MNXM516899
G06493	KEGG	MNXM516900
G06494	KEGG	MNXM516901
G06495	KEGG	MNXM516902
G06496	KEGG	MNXM516903
G06497	KEGG	MNXM516904
G06498	KEGG	MNXM516905
G06499	KEGG	MNXM516906
G06501	KEGG	MNXM516907
G06508	KEGG	MNXM516908
G06509	KEGG	MNXM516909
G06510	KEGG	MNXM516910
G06511	KEGG	MNXM516911
G06512	KEGG	MNXM516912
G06514	KEGG	MNXM516913
G06515	KEGG	MNXM516914
G06516	KEGG	MNXM516915
G06517	KEGG	MNXM516916
G06518	KEGG	MNXM516917
G06519	KEGG	MNXM516918
G06520	KEGG	MNXM516919
G06521	KEGG	MNXM516920
G06522	KEGG	MNXM516921
G06523	KEGG	MNXM516922
G06525	KEGG	MNXM516923
G06526	KEGG	MNXM516924
G06529	KEGG	MNXM516925
G06530	KEGG	MNXM516926
G06533	KEGG	MNXM516927
G06535	KEGG	MNXM516928
G06536	KEGG	MNXM516929
G06538	KEGG	MNXM516930
G06539	KEGG	MNXM516931
G06540	KEGG	MNXM516932
G06541	KEGG	MNXM516933
G06542	KEGG	MNXM516934
G06543	KEGG	MNXM516935
G06544	KEGG	MNXM516936
G06545	KEGG	MNXM516937
G06546	KEGG	MNXM516938
G06547	KEGG	MNXM516939
G06548	KEGG	MNXM516940
G06549	KEGG	MNXM516941
G06550	KEGG	MNXM516942
G06551	KEGG	MNXM516943
G06552	KEGG	MNXM516944
G06553	KEGG	MNXM516945
G06555	KEGG	MNXM516946
G06558	KEGG	MNXM516947
G06559	KEGG	MNXM516948
G06560	KEGG	MNXM516949
G06562	KEGG	MNXM516950
G06563	KEGG	MNXM516951
G06564	KEGG	MNXM516952
G06565	KEGG	MNXM516953
G06566	KEGG	MNXM516954
G06567	KEGG	MNXM516955
G06568	KEGG	MNXM516956
G06569	KEGG	MNXM516957
G06570	KEGG	MNXM516958
G06571	KEGG	MNXM516959
G06572	KEGG	MNXM516960
G06573	KEGG	MNXM516961
G06574	KEGG	MNXM516962
G06576	KEGG	MNXM516963
G06577	KEGG	MNXM516964
G06580	KEGG	MNXM516965
G06581	KEGG	MNXM516966
G06582	KEGG	MNXM516967
G06583	KEGG	MNXM516968
G06584	KEGG	MNXM516969
G06588	KEGG	MNXM516970
G06589	KEGG	MNXM516971
G06590	KEGG	MNXM516972
G06591	KEGG	MNXM516973
G06592	KEGG	MNXM516974
G06593	KEGG	MNXM516975
G06597	KEGG	MNXM516976
G06598	KEGG	MNXM516977
G06599	KEGG	MNXM516978
G06600	KEGG	MNXM516979
G06602	KEGG	MNXM516980
G06603	KEGG	MNXM516981
G06604	KEGG	MNXM516982
G06605	KEGG	MNXM516983
G06606	KEGG	MNXM516984
G06607	KEGG	MNXM516985
G06609	KEGG	MNXM516986
G06610	KEGG	MNXM516987
G06611	KEGG	MNXM516988
G06612	KEGG	MNXM516989
G06613	KEGG	MNXM516990
G06617	KEGG	MNXM516991
G06618	KEGG	MNXM516992
G06619	KEGG	MNXM516993
G06620	KEGG	MNXM516994
G06621	KEGG	MNXM516995
G06622	KEGG	MNXM516996
G06623	KEGG	MNXM516997
G06624	KEGG	MNXM516998
G06625	KEGG	MNXM516999
G06626	KEGG	MNXM517000
G06627	KEGG	MNXM517001
G06628	KEGG	MNXM517002
G06629	KEGG	MNXM517003
G06630	KEGG	MNXM517004
G06632	KEGG	MNXM517005
G06634	KEGG	MNXM517006
G06636	KEGG	MNXM517007
G06637	KEGG	MNXM517008
G06640	KEGG	MNXM517009
G06641	KEGG	MNXM517010
G06642	KEGG	MNXM517011
G06644	KEGG	MNXM517012
G06645	KEGG	MNXM517013
G06646	KEGG	MNXM517014
G06647	KEGG	MNXM517015
G06648	KEGG	MNXM517016
G06650	KEGG	MNXM517017
G06651	KEGG	MNXM517018
G06653	KEGG	MNXM517019
G06654	KEGG	MNXM517020
G06656	KEGG	MNXM517021
G06660	KEGG	MNXM517022
G06661	KEGG	MNXM517023
G06662	KEGG	MNXM517024
G06663	KEGG	MNXM517025
G06664	KEGG	MNXM517026
G06665	KEGG	MNXM517027
G06666	KEGG	MNXM517028
G06667	KEGG	MNXM517029
G06669	KEGG	MNXM517030
G06670	KEGG	MNXM517031
G06671	KEGG	MNXM517032
G06672	KEGG	MNXM517033
G06674	KEGG	MNXM517034
G06675	KEGG	MNXM517035
G06676	KEGG	MNXM517036
G06678	KEGG	MNXM517037
G06679	KEGG	MNXM517038
G06681	KEGG	MNXM517039
G06682	KEGG	MNXM517040
G06684	KEGG	MNXM517041
G06686	KEGG	MNXM517042
G06687	KEGG	MNXM517043
G06688	KEGG	MNXM517044
G06689	KEGG	MNXM517045
G06690	KEGG	MNXM517046
G06692	KEGG	MNXM517047
G06694	KEGG	MNXM517048
G06697	KEGG	MNXM517049
G06698	KEGG	MNXM517050
G06699	KEGG	MNXM517051
G06700	KEGG	MNXM517052
G06702	KEGG	MNXM517053
G06703	KEGG	MNXM517054
G06706	KEGG	MNXM517055
G06707	KEGG	MNXM517056
G06708	KEGG	MNXM517057
G06710	KEGG	MNXM517058
G06711	KEGG	MNXM517059
G06712	KEGG	MNXM517060
G06713	KEGG	MNXM517061
G06714	KEGG	MNXM517062
G06715	KEGG	MNXM517063
G06716	KEGG	MNXM517064
G06717	KEGG	MNXM517065
G06719	KEGG	MNXM517066
G06720	KEGG	MNXM517067
G06721	KEGG	MNXM517068
G06722	KEGG	MNXM517069
G06723	KEGG	MNXM517070
G06724	KEGG	MNXM517071
G06725	KEGG	MNXM517072
G06726	KEGG	MNXM517073
G06728	KEGG	MNXM517074
G06730	KEGG	MNXM517075
G06731	KEGG	MNXM517076
G06733	KEGG	MNXM517077
G06734	KEGG	MNXM517078
G06735	KEGG	MNXM517079
G06736	KEGG	MNXM517080
G06738	KEGG	MNXM517081
G06739	KEGG	MNXM517082
G06740	KEGG	MNXM517083
G06741	KEGG	MNXM517084
G06742	KEGG	MNXM517085
G06743	KEGG	MNXM517086
G06744	KEGG	MNXM517087
G06745	KEGG	MNXM517088
G06746	KEGG	MNXM517089
G06747	KEGG	MNXM517090
G06748	KEGG	MNXM517091
G06749	KEGG	MNXM517092
G06750	KEGG	MNXM517093
G06752	KEGG	MNXM517094
G06753	KEGG	MNXM517095
G06754	KEGG	MNXM517096
G06755	KEGG	MNXM517097
G06756	KEGG	MNXM517098
G06758	KEGG	MNXM517099
G06761	KEGG	MNXM517100
G06762	KEGG	MNXM517101
G06763	KEGG	MNXM517102
G06764	KEGG	MNXM517103
G06765	KEGG	MNXM517104
G06766	KEGG	MNXM517105
G06767	KEGG	MNXM517106
G06768	KEGG	MNXM517107
G06769	KEGG	MNXM517108
G06771	KEGG	MNXM517109
G06772	KEGG	MNXM517110
G06773	KEGG	MNXM517111
G06774	KEGG	MNXM517112
G06775	KEGG	MNXM517113
G06777	KEGG	MNXM517114
G06778	KEGG	MNXM517115
G06779	KEGG	MNXM517116
G06781	KEGG	MNXM517117
G06782	KEGG	MNXM517118
G06783	KEGG	MNXM517119
G06784	KEGG	MNXM517120
G06785	KEGG	MNXM517121
G06786	KEGG	MNXM517122
G06787	KEGG	MNXM517123
G06788	KEGG	MNXM517124
G06789	KEGG	MNXM517125
G06790	KEGG	MNXM517126
G06791	KEGG	MNXM517127
G06792	KEGG	MNXM517128
G06793	KEGG	MNXM517129
G06794	KEGG	MNXM517130
G06795	KEGG	MNXM517131
G06796	KEGG	MNXM517132
G06797	KEGG	MNXM517133
G06798	KEGG	MNXM517134
G06799	KEGG	MNXM517135
G06800	KEGG	MNXM517136
G06801	KEGG	MNXM517137
G06802	KEGG	MNXM517138
G06803	KEGG	MNXM517139
G06804	KEGG	MNXM517140
G06805	KEGG	MNXM517141
G06806	KEGG	MNXM517142
G06807	KEGG	MNXM517143
G06808	KEGG	MNXM517144
G06809	KEGG	MNXM517145
G06810	KEGG	MNXM517146
G06811	KEGG	MNXM517147
G06812	KEGG	MNXM517148
G06814	KEGG	MNXM517149
G06815	KEGG	MNXM517150
G06816	KEGG	MNXM517151
G06817	KEGG	MNXM517152
G06819	KEGG	MNXM517153
G06820	KEGG	MNXM517154
G06821	KEGG	MNXM517155
G06822	KEGG	MNXM517156
G06824	KEGG	MNXM517157
G06825	KEGG	MNXM517158
G06827	KEGG	MNXM517159
G06828	KEGG	MNXM517160
G06830	KEGG	MNXM517161
G06831	KEGG	MNXM517162
G06832	KEGG	MNXM517163
G06833	KEGG	MNXM517164
G06834	KEGG	MNXM517165
G06836	KEGG	MNXM517166
G06837	KEGG	MNXM517167
G06838	KEGG	MNXM517168
G06839	KEGG	MNXM517169
G06840	KEGG	MNXM517170
G06841	KEGG	MNXM517171
G06842	KEGG	MNXM517172
G06843	KEGG	MNXM517173
G06844	KEGG	MNXM517174
G06845	KEGG	MNXM517175
G06846	KEGG	MNXM517176
G06847	KEGG	MNXM517177
G06848	KEGG	MNXM517178
G06849	KEGG	MNXM517179
G06850	KEGG	MNXM517180
G06851	KEGG	MNXM517181
G06852	KEGG	MNXM517182
G06853	KEGG	MNXM517183
G06854	KEGG	MNXM517184
G06855	KEGG	MNXM517185
G06856	KEGG	MNXM517186
G06857	KEGG	MNXM517187
G06859	KEGG	MNXM517188
G06860	KEGG	MNXM517189
G06861	KEGG	MNXM517190
G06862	KEGG	MNXM517191
G06863	KEGG	MNXM517192
G06865	KEGG	MNXM517193
G06866	KEGG	MNXM517194
G06867	KEGG	MNXM517195
G06868	KEGG	MNXM517196
G06869	KEGG	MNXM517197
G06870	KEGG	MNXM517198
G06871	KEGG	MNXM517199
G06873	KEGG	MNXM517200
G06874	KEGG	MNXM517201
G06875	KEGG	MNXM517202
G06876	KEGG	MNXM517203
G06877	KEGG	MNXM517204
G06878	KEGG	MNXM517205
G06879	KEGG	MNXM517206
G06881	KEGG	MNXM517207
G06883	KEGG	MNXM517208
G06884	KEGG	MNXM517209
G06886	KEGG	MNXM517210
G06887	KEGG	MNXM517211
G06888	KEGG	MNXM517212
G06889	KEGG	MNXM517213
G06890	KEGG	MNXM517214
G06892	KEGG	MNXM517215
G06893	KEGG	MNXM517216
G06894	KEGG	MNXM517217
G06895	KEGG	MNXM517218
G06896	KEGG	MNXM517219
G06897	KEGG	MNXM517220
G06898	KEGG	MNXM517221
G06899	KEGG	MNXM517222
G06900	KEGG	MNXM517223
G06901	KEGG	MNXM517224
G06902	KEGG	MNXM517225
G06903	KEGG	MNXM517226
G06904	KEGG	MNXM517227
G06907	KEGG	MNXM517228
G06908	KEGG	MNXM517229
G06909	KEGG	MNXM517230
G06910	KEGG	MNXM517231
G06911	KEGG	MNXM517232
G06912	KEGG	MNXM517233
G06914	KEGG	MNXM517234
G06915	KEGG	MNXM517235
G06916	KEGG	MNXM517236
G06917	KEGG	MNXM517237
G06918	KEGG	MNXM517238
G06920	KEGG	MNXM517239
G06922	KEGG	MNXM517240
G06923	KEGG	MNXM517241
G06925	KEGG	MNXM517242
G06927	KEGG	MNXM517243
G06928	KEGG	MNXM517244
G06929	KEGG	MNXM517245
G06930	KEGG	MNXM517246
G06931	KEGG	MNXM517247
G06933	KEGG	MNXM517248
G06934	KEGG	MNXM517249
G06935	KEGG	MNXM517250
G06937	KEGG	MNXM517251
G06938	KEGG	MNXM517252
G06940	KEGG	MNXM517253
G06941	KEGG	MNXM517254
G06942	KEGG	MNXM517255
G06943	KEGG	MNXM517256
G06944	KEGG	MNXM517257
G06945	KEGG	MNXM517258
G06946	KEGG	MNXM517259
G06948	KEGG	MNXM517260
G06949	KEGG	MNXM517261
G06950	KEGG	MNXM517262
G06952	KEGG	MNXM517263
G06953	KEGG	MNXM517264
G06954	KEGG	MNXM517265
G06955	KEGG	MNXM517266
G06956	KEGG	MNXM517267
G06957	KEGG	MNXM517268
G06959	KEGG	MNXM517269
G06960	KEGG	MNXM517270
G06961	KEGG	MNXM517271
G06962	KEGG	MNXM517272
G06963	KEGG	MNXM517273
G06964	KEGG	MNXM517274
G06965	KEGG	MNXM517275
G06966	KEGG	MNXM517276
G06967	KEGG	MNXM517277
G06968	KEGG	MNXM517278
G06970	KEGG	MNXM517279
G06971	KEGG	MNXM517280
G06972	KEGG	MNXM517281
G06974	KEGG	MNXM517282
G06975	KEGG	MNXM517283
