# source=MFAToolkit WebGCM  sha=713236f  cues=etc/MFAToolkit/cues/  input=ModelSEED structures (Unique_ModelSEED_Structures.txt, SMILES preferred)  convention=A (H+ = -9.5 kcal/mol, H in compound dGf)  units=kcal/mol
compound_id	status	dg_kcal_per_mol	dgerr_kcal_per_mol	charge	formula	groups	note
cpd39011	unknown_group			0	C24H41NO26P2R2	RW:2|>CH-:4|-OH:15|>C=O:1|-CH2-:2|-OPO3-:2|ring -CH<:17|-O-:1|ring -O-:1|amide:1|-NH-:1|Origin:1|-2	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: RW:2|
cpd39012	unknown_group			0	C18H31NO18PR2	RW:2|>CH-:4|-OH:11|>C=O:1|-CH2-:2|-OPO3-:1|ring -CH<:11|-O-:1|ring -O-:1|amide:1|-NH-:1|Origin:1|-1	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: RW:2|
cpd39013	unknown_group			0	C6H11NO5R2	RW:2|>CH-:4|-OH:4|>C=O:1|-CH2-:1|amide:1|-NH-:1|Origin:1|0	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: RW:2|
cpd39014	unknown_group			0	C6H11NO4R2	RW:2|-CH2-:2|>C=O:1|>CH-:3|-OH:3|amide:1|-NH-:1|Origin:1|0	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: RW:2|
cpd39015	ok	-21.11	5.8	0	C27H31NO4	-CH3:3|=CH-:2|ring -CH<:3|two fused rings >CH-:2|ring -CH2-:3|ring =C<:4|ring =CH-:2|>C=O:1|-OH:2|aromatic ring =C<:2|aromatic ring =CH-:4|ring >C=O:1|amide:1|ring -NH-:1|Origin:1|OCCC:2|CCCC:2|0	No special notes for this compound.
cpd39016	ok	7.92	6.0389	0	C27H31NO4	-CH3:3|=CH-:7|-CH2-:3|>CH-:1|=C<:1|>C=O:1|ring =C<:3|-OH:2|aromatic ring =C<:2|aromatic ring =CH-:4|ring =CH-:1|ring >C=O:1|amide:1|ring -NH-:1|Origin:1|OCCC:3|CCCC:4|0	No special notes for this compound.
cpd39017	ok	12.56	5.3645	0	C27H32NO4	-CH3:3|=CH-:7|-CH2-:4|>CH-:1|=C<:1|>C=O:1|ring =C<:2|-Oneg:1|ring -CH<:1|aromatic ring =C<:2|aromatic ring =CH-:4|-OH:1|ring >C=O:1|amide:1|ring -NH-:1|Origin:1|OCCC:3|CCCC:2|-1	No special notes for this compound.
cpd39018	unknown_group			0	C41H59N4O12PR2S	RW:2|-NH2-:1|>CH-:4|-CH2-:11|-OPO3-:1|>C<:1|-CH3:5|-OH:2|>C=O:6|aromatic ring =C<:2|aromatic ring =CH-:4|=CH-:7|=C<:1|amide:3|-NH-:3|-S-:1|thioester:1|Origin:1|OCCC:1|CCCC:2|0	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: RW:2|
cpd39019	ok	71.65	8.2953	0	C15H24	-CH3:4|ring =C<:1|ring =CH-:1|ring -CH2-:5|two fused rings >CH-:1|ring >C=:1|=C<:1|two fused rings >C<:1|Origin:1|Hydrocarbon:1|0	No special notes for this compound.
cpd39020	ok	-13.03	8.1096	0	C15H21O2	-CH3:3|ring =C<:1|ring =CH-:1|ring -CH2-:5|two fused rings >CH-:1|ring >C=:1|=C<:1|-COO:1|two fused rings >C<:1|Origin:1|OCCC:1|-1	No special notes for this compound.
cpd39021	ok	-52.87	7.9887	0	C15H21O3	-CH3:3|ring =C<:1|ring =CH-:1|ring -CH2-:4|two fused rings >CH-:1|ring >C=:1|=C<:1|-COO:1|two fused rings >C<:1|ring -CH<:1|-OH:1|Origin:1|OCCC:1|-1	No special notes for this compound.
cpd39022	ok	-32.25	6.6991	0	C14H20O2	-CH3:3|-CH2-:1|ring =C<:2|ring =CH-:2|ring >C=O:1|two fused rings >C<:1|two fused rings >CH-:1|ring -CH2-:2|ring -CH<:1|-OH:1|Origin:1|OCCC:1|0	No special notes for this compound.
cpd39023	ok	-92.71	7.9286	0	C15H21O4	-CH3:3|ring =C<:1|ring =CH-:1|ring -CH2-:3|two fused rings >CH-:1|ring >C=:1|=C<:1|-COO:1|ring -CH<:2|-OH:2|two fused rings >C<:1|Origin:1|OCCC:1|-1	No special notes for this compound.
cpd39024	ok	-22.51	7.0299	0	C14H18O2	-CH3:3|-CH2-:1|ring =C<:2|ring =CH-:3|ring >C=O:1|two fused rings >C<:1|two fused rings >C=:1|ring -CH2-:1|ring -CH<:1|-OH:1|Origin:1|OCCC:1|CCCC:2|0	No special notes for this compound.
cpd39025	ok	-45.49	7.2348	0	C19H27NO3	-CH3:3|-CH2-:1|ring =C<:2|ring =CH-:2|ring >C=O:1|two fused rings >C<:1|ring -CH<:2|-O-CO-:1|ring -CH2-:5|ring -NH-:1|two fused rings >CH-:1|Origin:1|OCCC:1|0	No special notes for this compound.
cpd39026	ok	-35.75	7.4445	0	C19H25NO3	-CH3:3|-CH2-:1|ring =C<:2|ring =CH-:3|ring >C=O:1|two fused rings >C<:1|two fused rings >C=:1|ring -CH2-:4|ring -CH<:2|-O-CO-:1|ring -NH-:1|Origin:1|OCCC:1|CCCC:2|0	No special notes for this compound.
cpd39027	unknown_group			0	C12H21NO13PR2	RW:2|>CH-:4|-OH:8|-CH2-:1|-OPO3-:1|ring -CH<:6|>C=O:1|amide:1|-NH-:1|Origin:1|-1	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: RW:2|
cpd39028	unknown_group			0	C6H11NO5R2	RW:2|>CH-:4|-OH:4|-CH2-:1|>C=O:1|amide:1|-NH-:1|Origin:1|0	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: RW:2|
cpd39029	unknown_group			0	C18H31NO18PR2	RW:2|>CH-:4|-OH:11|>C=O:1|-CH2-:2|-OPO3-:1|ring -CH<:11|-O-:1|ring -O-:1|amide:1|-NH-:1|Origin:1|-1	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: RW:2|
cpd39030	unknown_group			0	C24H41NO26P2R2	RW:2|>CH-:4|-OH:15|>C=O:1|-CH2-:2|-OPO3-:2|ring -CH<:17|-O-:1|ring -O-:1|amide:1|-NH-:1|Origin:1|-2	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: RW:2|
cpd39031	ok	-197.95	0.8978	0	C7H10O5	-CH3:1|-CH2-:2|>CH-:2|-COO:2|-OH:1|Origin:1|-2	No special notes for this compound.
cpd39032	ok	-280.63	1.017	0	C7H7O7	-CH3:1|>CH-:1|-COO:3|>C<:1|-OH:1|-CH2-:1|Origin:1|-3	No special notes for this compound.
cpd39033	ok	13.75	6.0717	0	C22H31O4	-CH3:1|-CH2-:7|=CH-:12|>CH-:1|-COO:1|-O-:1|-OH:1|Origin:1|CCCC:1|-1	No special notes for this compound.
cpd39034	unknown_group			0	C12H16N3O10PR2	RW:2|-NH2-:1|>CH-:1|-CH2-:2|-OPO3-:1|ring -CH<:4|ring -O-:1|ring =CH-:2|ring >C=O:2|-OH:2|>C=O:1|amide:2|ring -N<:1|ring -NH-:1|Origin:1|OCCC:1|0	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: RW:2|
cpd39035	unknown_group			0	C13H18N3O10PR2	RW:2|-NH2-:1|>CH-:2|>C=O:1|-CH3:1|-OPO3-:1|-CH2-:1|ring -CH<:4|ring -O-:1|ring =CH-:2|ring >C=O:2|-OH:2|amide:2|ring -N<:1|ring -NH-:1|Origin:1|OCCC:1|0	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: RW:2|
cpd39036	ok	-114.09	3.4828	0	C13H16O5	-CH3:3|-O-:2|aromatic ring =C<:4|aromatic ring =CH-:2|=CH-:2|-CH2-:1|-O-CO-:1|-OH:1|Origin:1|CCCC:1|0	No special notes for this compound.
cpd39037	ok	-643.36	8.6342	0	C23H38NO19	-CH3:1|>C=O:1|ring -CH<:13|>CH-:2|-OH:11|-CH2-:3|ring -O-:3|ring >C<:1|-O-:2|-COO:1|ring -CH2-:1|amide:1|-NH-:1|Origin:1|-1	No special notes for this compound.
cpd39038	ok	-65.73	1.9656	0	C8H16O2S	-CH3:2|-CH2-:5|-O-CO-:1|-S-:1|Origin:1|0	No special notes for this compound.
cpd39039	ok	-47.28	1.8519	0	C9H10O2	-CH3:1|-CH2-:1|-O-CO-:1|aromatic ring =C<:1|aromatic ring =CH-:5|Origin:1|OCCC:1|0	No special notes for this compound.
cpd39040	ok	-775.44	7.5459	0	C24H37N7O17P3S2	-CH3:3|-S-:2|-CH2-:7|>C=O:3|>CH-:1|-OH:2|>C<:1|-OPO3-:1|-OPO2-:1|ring -CH<:4|ring -O-:1|ring -N<:1|ring =CH-:2|ring =N-:3|two fused rings >C=:2|ring =C<:1|-NH2:1|-OPO3:1|thioester:1|amide:2|-NH-:2|Origin:1|heteroaromatic:2|-3	No special notes for this compound.
cpd39041	ok	-67.35	1.8937	0	C7H14O2S	-CH3:2|-CH2-:4|-O-CO-:1|-S-:1|Origin:1|0	No special notes for this compound.
cpd39042	ok	-52.31	6.4063	0	C22H31O6	-CH3:1|-CH2-:6|=CH-:12|>CH-:2|-COO:1|-O-:2|-OH:2|Origin:1|CCCC:2|-1	No special notes for this compound.
cpd39043	unknown_group			0	C10H18NO7R2	RW:2|-NH2-:1|>CH-:2|>C=O:1|-CH3:1|-O-:1|ring -CH<:5|ring -O-:1|-CH2-:1|-OH:4|Origin:1|1	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: RW:2|
cpd39044	unknown_group			0	C12H21N2O7R2	RW:2|-NH2-:1|>CH-:2|>C=O:2|-CH3:2|-O-:1|ring -CH<:5|ring -O-:1|-CH2-:1|-OH:3|amide:1|-NH-:1|Origin:1|1	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: RW:2|
cpd39045	ok	26.78	3.1289	0	C13H12O	-OH:1|>CH-:1|aromatic ring =C<:2|aromatic ring =CH-:10|Origin:1|0	No special notes for this compound.
cpd39046	ok	-60.75	1.1926	0	C9H18O2	-CH3:1|-CH2-:6|>CH-:1|-OH:1|-CH=O:1|Origin:1|0	No special notes for this compound.
cpd39047	ok	13.75	6.0717	0	C22H31O4	-CH3:1|-CH2-:7|=CH-:12|>CH-:1|-COO:1|-O-:1|-OH:1|Origin:1|CCCC:1|-1	No special notes for this compound.
cpd39048	ok	-58.55	2.2041	0	C5H6NO2S	-COO:1|ring -CH<:1|ring -CH2-:2|ring -S-:1|ring =CH-:1|ring =N-:1|Origin:1|-1	No special notes for this compound.
cpd39049	ok	-106.49	2.1182	0	C7H14N2O3S	-CH3:1|>C=O:1|-CH2-:3|-S-:1|>CH-:1|-NH3:1|-COO:1|amide:1|-NH-:1|Origin:1|0	No special notes for this compound.
cpd39050	ok	-75.27	1.8551	0	C6H15N2O2S	-NH3:2|-CH2-:4|-S-:1|>CH-:1|-COO:1|Origin:1|1	No special notes for this compound.
cpd39051	ok	-104.87	2.1686	0	C8H16N2O3S	-CH3:1|>C=O:1|-CH2-:4|-S-:1|>CH-:1|-NH3:1|-COO:1|amide:1|-NH-:1|Origin:1|0	No special notes for this compound.
cpd39052	ok	-108.86	1.3042	0	C5H13N2O3	-NH3:2|-CH2-:3|-O-:1|>CH-:1|-COO:1|Origin:1|1	No special notes for this compound.
cpd39053	ok	-138.46	1.7212	0	C7H14N2O4	-CH3:1|>C=O:1|-CH2-:3|-O-:1|>CH-:1|-NH3:1|-COO:1|amide:1|-NH-:1|Origin:1|0	No special notes for this compound.
cpd39054	ok	-51.51	3.3312	0	C14H12O3	-O-CO-:1|-CH2-:1|aromatic ring =C<:3|aromatic ring =CH-:9|-OH:1|Origin:1|OCCC:1|0	No special notes for this compound.
cpd39055	ok	-85.21	1.9267	0	C9H10O3	-CH3:1|-O-CO-:1|-CH2-:1|aromatic ring =C<:2|aromatic ring =CH-:4|-OH:1|Origin:1|0	No special notes for this compound.
cpd39056	ok	5.66	2.7344	0	C17H22O2	-CH3:3|=C<:2|=CH-:2|-CH2-:3|-O-CO-:1|aromatic ring =C<:1|aromatic ring =CH-:5|Origin:1|OCCC:1|0	No special notes for this compound.
cpd39057	ok	-18.44	2.1478	0	C13H16O2	-CH3:1|-CH2-:3|=CH-:2|-O-CO-:1|aromatic ring =C<:1|aromatic ring =CH-:5|Origin:1|OCCC:1|0	No special notes for this compound.
cpd39058	ok	-37.56	2.2157	0	C15H22O2	-CH3:1|-CH2-:7|-O-CO-:1|aromatic ring =C<:1|aromatic ring =CH-:5|Origin:1|OCCC:1|0	No special notes for this compound.
cpd39059	ok	-835.14	7.7368	0	C31H41N7O20P3S	-CH3:3|-O-:1|aromatic ring =C<:4|aromatic ring =CH-:2|=CH-:2|>C=O:3|-CH2-:6|>CH-:1|-OH:4|>C<:1|-OPO3-:1|-OPO2-:1|ring -CH<:4|ring -O-:1|ring -N<:1|ring =CH-:2|ring =N-:3|two fused rings >C=:2|ring =C<:1|-NH2:1|-OPO3:1|-S-:1|thioester:1|amide:2|-NH-:2|Origin:1|OCCC:1|CCCC:1|heteroaromatic:2|-3	No special notes for this compound.
cpd39060	ok	-281.08	6.2452	0	C18H27N5O8P	-CH3:1|-CH2-:7|-O-CO-:1|-OPO2-:1|ring -CH<:4|ring -O-:1|ring -N<:1|ring =CH-:2|ring =N-:3|two fused rings >C=:2|ring =C<:1|-NH2:1|-OH:2|Origin:1|heteroaromatic:2|-1	No special notes for this compound.
cpd39061	ok	-277.84	6.3237	0	C20H31N5O8P	-CH3:1|-CH2-:9|-O-CO-:1|-OPO2-:1|ring -CH<:4|ring -O-:1|ring -N<:1|ring =CH-:2|ring =N-:3|two fused rings >C=:2|ring =C<:1|-NH2:1|-OH:2|Origin:1|heteroaromatic:2|-1	No special notes for this compound.
cpd39062	ok	7.68	20.298	0	C8N2OCl3	?N:2|?C-:2|aromatic ring =C<:6|-Oneg:1|tertiary -Cl:3|Origin:1|BinaryVicinalCl:1|DistinctVicinalCl:1|-1	No special notes for this compound.
cpd39063	ok	-152.87	14.162	0	C24H35O5	-CH3:3|>CH-:1|-CH2-:2|-COO:1|ring -CH<:2|ring -CH2-:7|two fused rings >CH-:4|-OH:1|ring >C=O:2|two fused rings >C<:2|Origin:1|-1	No special notes for this compound.
cpd39064	ok	54.76	9.5751	0	C11H10O2	=CH2:1|=C<:1|-CH3:1|?C-:2|aromatic ring =C<:3|aromatic ring =CH-:3|-OH:2|Origin:1|0	No special notes for this compound.
cpd39065	ok	79.60	9.825	0	C16H18O2	=CH2:1|=C<:2|-CH3:3|?C-:2|aromatic ring =C<:4|aromatic ring =CH-:2|-OH:2|-CH2-:1|=CH-:1|Origin:1|0	No special notes for this compound.
cpd39066	ok	-85.21	1.9267	0	C9H10O3	-CH3:1|-O-CO-:1|aromatic ring =C<:2|aromatic ring =CH-:4|-CH2-:1|-OH:1|Origin:1|0	No special notes for this compound.
cpd39067	ok	3.24	9.9912	0	C8H7NO	?N:1|?C-:1|aromatic ring =C<:2|aromatic ring =CH-:4|-CH2-:1|-OH:1|Origin:1|0	No special notes for this compound.
cpd39068	ok	11.17	10.003	0	C8H5NO	?N:1|?C-:1|aromatic ring =C<:2|aromatic ring =CH-:4|-CH=O:1|Origin:1|OCCC:1|0	No special notes for this compound.
cpd39069	unknown_group			0	C8H5OF3	-CH=O:1|aromatic ring =C<:2|aromatic ring =CH-:4|>C<:1|WF:3|Origin:1|OCCC:1|0	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: WF:3|
cpd39070	unknown_group			0	C8H7OF3	-OH:1|-CH2-:1|aromatic ring =C<:2|aromatic ring =CH-:4|>C<:1|WF:3|Origin:1|0	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: WF:3|
cpd39071	unknown_group			0	C45H78O15P2R2	RW:2|-O-:2|-CH2-:30|>CH-:3|-OPO3-:2|-OH:1|-O-CO-:2|=CH-:8|-CH3:2|Origin:1|-2	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: RW:2|
cpd39072	unknown_group			0	C20H37O5R	RW:1|-O-CO-:2|>CH-:1|-CH2-:16|-OH:1|-CH3:1|Origin:1|0	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: RW:1|
cpd39073	unknown_group			0	C4H5O4R3	RW:3|-O-CO-:1|-CH2-:2|>CH-:1|-O-:2|Origin:1|0	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: RW:3|
cpd39074	ok	-104.35	5.312	0	C30H48N3O6S	-CH3:5|=C<:4|=CH-:4|-CH2-:11|-S-:1|>CH-:2|>C=O:2|-NH3:1|-COO:2|amide:2|-NH-:2|Origin:1|-1	No special notes for this compound.
cpd39075	ok	2.63	4.6401	0	C25H42N2O3S	-CH3:5|=C<:4|=CH-:4|-CH2-:9|-S-:1|>CH-:1|-NH3:1|>C=O:1|-COO:1|amide:1|-NH-:1|Origin:1|0	No special notes for this compound.
cpd39076	ok	-30.65	2.3785	0	C12H19O2	-CH3:1|-CH2-:6|=CH-:4|-COO:1|Origin:1|CCCC:1|-1	No special notes for this compound.
cpd39077	unknown_group			0	C26H34O7	=CH2:1|TRWCRWdblW:1|two fused rings >C<:4|-CH3:7|ring -CH2-:3|two fused rings >CH-:2|ring =CH-:2|ring -O-CO-:1|ring >C<:2|-O-CO-:1|ring >C=O:2|-OH:1|Origin:1|OCCC:1|0	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: TRWCRWdblW:1|
cpd39078	ok	-291.65	6.1184	0	C40H76NO8P	-CH3:2|-CH2-:31|=CH-:4|-O-CO-:2|>CH-:1|-OPO3-:1|-NH3:1|Origin:1|0	No special notes for this compound.
cpd39079	ok	-317.25	5.8842	0	C38H74NO8P	-CH3:2|-CH2-:31|=CH-:2|-O-CO-:2|>CH-:1|-OPO3-:1|-NH3:1|Origin:1|0	No special notes for this compound.
cpd39080	unknown_group			0	C26H32O7	=CH2:1|TRWCRWdblW:1|two fused rings >C<:4|-CH3:7|ring -CH2-:3|two fused rings >C=:1|ring =C<:1|ring =CH-:2|ring -O-CO-:1|ring >C<:2|-O-CO-:1|ring >C=O:2|-OH:1|Origin:1|OCCC:1|0	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: TRWCRWdblW:1|
cpd39081	ok	-42.61	1.9779	0	C13H18O2	-CH3:2|-CH2-:3|>CH-:1|-O-CO-:1|aromatic ring =C<:1|aromatic ring =CH-:5|Origin:1|OCCC:1|0	No special notes for this compound.
cpd39082	ok	-42.61	1.9779	0	C13H18O2	-CH3:2|-CH2-:3|>CH-:1|-O-CO-:1|aromatic ring =C<:1|aromatic ring =CH-:5|Origin:1|OCCC:1|0	No special notes for this compound.
cpd39083	unknown_group			0	C26H38O5	=CH2:1|TRWCRWdblW:1|two fused rings >C<:4|-CH3:7|ring -CH2-:5|two fused rings >CH-:2|ring -CH<:2|-OH:1|ring >C<:1|-O-CO-:1|ring >C=O:2|Origin:1|0	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: TRWCRWdblW:1|
cpd39084	ok	-102.66	1.6486	0	C5H9NO3S	-NH3:1|>CH-:1|-CH2-:2|-S-:1|-CH=O:1|-COO:1|Origin:1|0	No special notes for this compound.
cpd39085	unknown_group			0	C26H36O5	=CH2:1|TRWCRWdblW:1|two fused rings >C<:4|-CH3:7|ring -CH2-:5|two fused rings >CH-:2|ring >C=O:3|ring >C<:1|-O-CO-:1|ring -CH<:1|Origin:1|0	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: TRWCRWdblW:1|
cpd39086	ok	-807.67	7.5096	0	C33H55N7O18P3S	-CH3:3|-CH2-:15|>CH-:2|-OH:3|>C=O:3|>C<:1|-OPO3-:1|-OPO2-:1|ring -CH<:4|ring -O-:1|ring -N<:1|ring =CH-:2|ring =N-:3|two fused rings >C=:2|ring =C<:1|-NH2:1|-OPO3:1|-S-:1|thioester:1|amide:2|-NH-:2|Origin:1|heteroaromatic:2|-3	No special notes for this compound.
cpd39087	ok	2.96	2.9003	0	C9H10O	-OH:1|ring -CH<:1|ring -CH2-:2|two fused rings >C=:2|aromatic ring =CH-:4|Origin:1|0	No special notes for this compound.
cpd39088	unknown_group			0	C28H45N3O20R2	RW:2|-NH2-:1|>CH-:3|-CH2-:4|-O-:3|ring -CH<:13|ring -O-:3|-OH:9|ring >C<:1|-COO:1|ring -CH2-:1|>C=O:3|-CH3:2|amide:2|-NH-:2|Origin:1|0	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: RW:2|
cpd39089	unknown_group			0	C29H47N3O20R2	RW:2|-NH2-:1|>CH-:4|>C=O:3|-CH3:3|-O-:3|ring -CH<:13|ring -O-:3|-CH2-:3|-OH:9|ring >C<:1|-COO:1|ring -CH2-:1|amide:2|-NH-:2|Origin:1|0	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: RW:2|
cpd39090	unknown_group			0	C39H61N4O28R2	RW:2|-NH2-:1|>CH-:5|-CH2-:5|-O-:4|ring -CH<:16|ring -O-:4|ring >C<:2|-COO:2|ring -CH2-:2|-OH:12|>C=O:4|-CH3:3|amide:3|-NH-:3|Origin:1|-1	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: RW:2|
cpd39091	unknown_group			0	C40H63N4O28R2	RW:2|-NH2-:1|>CH-:6|>C=O:4|-CH3:4|-O-:4|ring -CH<:16|ring -O-:4|-CH2-:4|ring >C<:2|-COO:2|ring -CH2-:2|-OH:12|amide:3|-NH-:3|Origin:1|-1	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: RW:2|
cpd39092	ok	-637.71	8.8535	0	C25H41N2O19	-CH3:2|>C=O:2|ring -CH<:13|>CH-:2|-OH:10|-CH2-:3|ring -O-:3|ring >C<:1|-O-:2|-COO:1|ring -CH2-:1|amide:2|-NH-:2|Origin:1|-1	No special notes for this compound.
cpd39093	ok	-904.31	11.75	0	C36H57N3O27	-CH3:3|>C=O:3|ring -CH<:16|>CH-:4|-OH:13|-CH2-:4|ring -O-:4|ring >C<:2|-O-:3|-COO:2|ring -CH2-:2|amide:3|-NH-:3|Origin:1|-2	No special notes for this compound.
cpd39094	ok	-32.86	4.7488	0	C25H34O4	-CH3:5|=C<:3|=CH-:3|-CH2-:5|aromatic ring =C<:3|-OH:2|aromatic ring =CH-:1|two fused rings >C=:2|ring -CH2-:1|ring -CH<:1|ring -O-CO-:1|Origin:1|OCCC:1|0	No special notes for this compound.
cpd39095	ok	-71.55	5.7035	0	C25H34O5	-CH3:5|=C<:2|=CH-:2|-CH2-:5|aromatic ring =C<:3|-OH:2|aromatic ring =CH-:1|two fused rings >C=:2|ring -CH2-:1|ring -CH<:2|ring -O-CO-:1|ring -O-:1|ring >C<:1|Origin:1|OCCC:1|threemember:1|0	No special notes for this compound.
cpd39096	ok	-138.09	14.082	0	C25H34O5	-CH3:5|ring -CH<:2|ring -CH2-:6|two fused rings >C=:4|aromatic ring =CH-:1|aromatic ring =C<:1|-OH:2|ring -O-CO-:1|ring -O-:1|two fused rings >C<:2|two fused rings >CH-:2|ring >C<:1|Origin:1|OCCC:1|0	No special notes for this compound.
cpd39097	ok	-131.53	14.067	0	C25H32O5	-CH3:5|ring -CH<:1|ring -CH2-:6|two fused rings >C=:4|aromatic ring =CH-:1|aromatic ring =C<:1|-OH:1|ring -O-CO-:1|ring -O-:1|two fused rings >C<:2|two fused rings >CH-:2|ring >C<:1|ring >C=O:1|Origin:1|OCCC:1|0	No special notes for this compound.
cpd39098	ok	-122.52	13.967	0	C25H30O5	-CH3:5|ring -CH<:1|ring -CH2-:4|two fused rings >C=:4|aromatic ring =CH-:1|aromatic ring =C<:1|-OH:1|ring -O-CO-:1|ring -O-:1|two fused rings >C<:2|two fused rings >CH-:2|ring >C<:1|ring >C=O:1|ring =CH-:2|Origin:1|OCCC:2|0	No special notes for this compound.
cpd39099	ok	-162.36	13.932	0	C25H30O6	-CH3:5|ring -CH<:2|ring -O-CO-:1|two fused rings >C=:4|aromatic ring =C<:1|-OH:2|aromatic ring =CH-:1|ring -CH2-:3|two fused rings >CH-:2|two fused rings >C<:2|ring =CH-:2|ring >C=O:1|ring >C<:1|ring -O-:1|Origin:1|OCCC:2|0	No special notes for this compound.
cpd39100	ok	-177.93	14.031	0	C25H34O6	-CH3:5|ring -CH<:3|ring -CH2-:5|two fused rings >C=:4|aromatic ring =CH-:1|aromatic ring =C<:1|-OH:3|ring -O-CO-:1|ring -O-:1|two fused rings >C<:2|two fused rings >CH-:2|ring >C<:1|Origin:1|OCCC:1|0	No special notes for this compound.
cpd39101	ok	-171.37	13.998	0	C25H32O6	-CH3:5|ring -CH<:2|ring -CH2-:5|two fused rings >C=:4|aromatic ring =CH-:1|aromatic ring =C<:1|-OH:2|ring -O-CO-:1|ring -O-:1|two fused rings >C<:2|two fused rings >CH-:2|ring >C<:1|ring >C=O:1|Origin:1|OCCC:1|0	No special notes for this compound.
cpd39102	ok	-162.36	13.932	0	C25H30O6	-CH3:5|ring -CH<:2|ring -CH2-:3|two fused rings >C=:4|aromatic ring =CH-:1|aromatic ring =C<:1|-OH:2|ring -O-CO-:1|ring -O-:1|two fused rings >C<:2|two fused rings >CH-:2|ring >C<:1|ring >C=O:1|ring =CH-:2|Origin:1|OCCC:2|0	No special notes for this compound.
cpd39103	ok	-202.20	13.934	0	C25H30O7	-CH3:5|ring -CH<:3|ring -O-CO-:1|two fused rings >C=:4|aromatic ring =C<:1|-OH:3|aromatic ring =CH-:1|ring -CH2-:2|two fused rings >CH-:2|two fused rings >C<:2|ring =CH-:2|ring >C=O:1|ring >C<:1|ring -O-:1|Origin:1|OCCC:2|0	No special notes for this compound.
cpd39104	ok	-239.65	13.966	0	C27H32O8	-CH3:6|-O-CO-:1|ring -CH<:3|two fused rings >C=:4|aromatic ring =CH-:1|aromatic ring =C<:1|-OH:2|ring -O-CO-:1|ring -O-:1|two fused rings >C<:2|ring -CH2-:2|two fused rings >CH-:2|ring >C<:1|ring >C=O:1|ring =CH-:2|Origin:1|OCCC:2|0	No special notes for this compound.
cpd39105	ok	-782.78	7.1402	0	C26H41N7O17P3S	-CH3:4|-CH2-:7|>CH-:2|>C=O:3|-OH:2|>C<:1|-OPO3-:1|-OPO2-:1|ring -CH<:4|ring -O-:1|ring -N<:1|ring =CH-:2|ring =N-:3|two fused rings >C=:2|ring =C<:1|-NH2:1|-OPO3:1|-S-:1|thioester:1|amide:2|-NH-:2|Origin:1|heteroaromatic:2|-3	No special notes for this compound.
cpd39106	ok	-763.19	7.184	0	C26H39N7O17P3S	=CH2:1|=C<:1|-CH2-:7|-CH3:3|>C=O:3|>CH-:1|-OH:2|>C<:1|-OPO3-:1|-OPO2-:1|ring -CH<:4|ring -O-:1|ring -N<:1|ring =CH-:2|ring =N-:3|two fused rings >C=:2|ring =C<:1|-NH2:1|-OPO3:1|-S-:1|thioester:1|amide:2|-NH-:2|Origin:1|OCCC:1|heteroaromatic:2|-3	No special notes for this compound.
cpd39107	ok	-777.92	7.2495	0	C29H47N7O17P3S	-CH3:4|-CH2-:10|>CH-:2|>C=O:3|-OH:2|>C<:1|-OPO3-:1|-OPO2-:1|ring -CH<:4|ring -O-:1|ring -N<:1|ring =CH-:2|ring =N-:3|two fused rings >C=:2|ring =C<:1|-NH2:1|-OPO3:1|-S-:1|thioester:1|amide:2|-NH-:2|Origin:1|heteroaromatic:2|-3	No special notes for this compound.
