reaction	atom_mapping_confidence
rxn23086	clean
rxn23087	clean
rxn23088	clean
rxn23089	clean
rxn23092	salvaged
rxn23093	salvaged
rxn23094	clean
rxn23095	clean
rxn23098	clean
rxn23099	clean
rxn23100	clean
rxn23101	clean
rxn23102	salvaged
rxn23103	salvaged
rxn23104	clean
rxn23105	clean
rxn23106	clean
rxn23108	clean
rxn23109	clean
rxn23110	clean
rxn23111	clean
rxn23113	clean
rxn23114	clean
rxn23116	salvaged
rxn23117	clean
rxn23120	clean
rxn23121	clean
rxn23122	clean
rxn23124	clean
rxn23125	clean
rxn23126	clean
rxn23128	salvaged
rxn23129	clean
rxn23131	clean
rxn23132	clean
rxn23134	clean
rxn23135	clean
rxn23136	salvaged
rxn23137	salvaged
rxn23139	salvaged
rxn23140	clean
rxn23142	clean
rxn23143	clean
rxn23147	clean
rxn23148	clean
rxn23149	salvaged
rxn23150	clean
rxn23152	clean
rxn23153	clean
rxn23154	clean
rxn23155	clean
rxn23156	clean
rxn23157	clean
rxn23159	clean
rxn23160	clean
rxn23161	salvaged
rxn23162	salvaged
rxn23163	clean
rxn23164	clean
rxn23167	salvaged
rxn23168	salvaged
rxn23170	salvaged
rxn23174	clean
rxn23176	salvaged
rxn23177	clean
rxn23178	clean
rxn23180	salvaged
rxn23181	clean
rxn23182	clean
rxn23183	clean
rxn23184	clean
rxn23185	clean
rxn23188	salvaged
rxn23191	salvaged
rxn23192	clean
rxn23196	clean
rxn23197	clean
rxn23198	clean
rxn23199	clean
rxn23200	clean
rxn23201	clean
rxn23202	salvaged
rxn23203	clean
rxn23204	clean
rxn23205	clean
rxn23206	clean
rxn23207	clean
rxn23208	salvaged
rxn23209	salvaged
rxn23210	clean
rxn23211	clean
rxn23212	salvaged
rxn23213	salvaged
rxn23215	clean
rxn23216	clean
rxn23217	clean
rxn23218	clean
rxn23219	clean
rxn23220	clean
rxn23221	clean
rxn23222	clean
rxn23223	clean
rxn23224	salvaged
rxn23226	clean
rxn23227	clean
rxn23228	clean
rxn23229	salvaged
rxn23230	salvaged
rxn23232	clean
rxn23233	salvaged
rxn23236	clean
rxn23237	clean
rxn23238	salvaged
rxn23241	salvaged
rxn23242	salvaged
rxn23243	clean
rxn23248	clean
rxn23249	clean
rxn23252	clean
rxn23254	salvaged
rxn23255	clean
rxn23256	clean
rxn23257	clean
rxn23258	salvaged
rxn23259	salvaged
rxn23260	clean
rxn23264	salvaged
rxn23266	clean
rxn23267	clean
rxn23268	clean
rxn23269	clean
rxn23270	clean
rxn23273	clean
rxn23275	clean
rxn23276	salvaged
rxn23277	clean
rxn23278	clean
rxn23279	salvaged
rxn23282	clean
rxn23285	clean
rxn23286	salvaged
rxn23287	clean
rxn23288	clean
rxn23289	clean
rxn23290	clean
rxn23291	clean
rxn23292	clean
rxn23294	clean
rxn23298	clean
rxn23299	clean
rxn23302	clean
rxn23303	clean
rxn23305	clean
rxn23306	clean
rxn23307	clean
rxn23310	clean
rxn23314	clean
rxn23318	clean
rxn23319	clean
rxn23320	clean
rxn23321	clean
rxn23322	clean
rxn23323	clean
rxn23324	clean
rxn23325	clean
rxn23326	clean
rxn23328	salvaged
rxn23329	clean
rxn23334	clean
rxn23338	clean
rxn23341	clean
rxn23342	clean
rxn23343	clean
rxn23344	clean
rxn23345	clean
rxn23346	clean
rxn23347	clean
rxn23348	clean
rxn23349	salvaged
rxn23350	clean
rxn23351	clean
rxn23352	salvaged
rxn23353	salvaged
rxn23354	clean
rxn23356	salvaged
rxn23357	salvaged
rxn23360	clean
rxn23361	clean
rxn23363	clean
rxn23365	clean
rxn23366	clean
rxn23367	clean
rxn23369	clean
rxn23371	clean
rxn23372	salvaged
rxn23374	clean
rxn23375	clean
rxn23376	clean
rxn23377	clean
rxn23378	salvaged
rxn23380	clean
rxn23381	clean
rxn23382	clean
rxn23383	clean
rxn23384	clean
rxn23385	clean
rxn23386	clean
rxn23388	clean
rxn23390	clean
rxn23391	clean
rxn23394	salvaged
rxn23395	salvaged
rxn23396	salvaged
rxn23397	salvaged
rxn23398	clean
rxn23399	clean
rxn23401	clean
rxn23402	salvaged
rxn23403	clean
rxn23405	clean
rxn23406	clean
rxn23407	clean
rxn23408	clean
rxn23409	clean
rxn23411	salvaged
rxn23413	clean
rxn23414	clean
rxn23415	clean
rxn23416	clean
rxn23417	clean
rxn23418	clean
rxn23419	clean
rxn23420	clean
rxn23421	salvaged
rxn23422	salvaged
rxn23423	clean
rxn23425	clean
rxn23426	clean
rxn23428	clean
rxn23430	clean
rxn23431	clean
rxn23433	clean
rxn23435	clean
rxn23436	clean
rxn23437	clean
rxn23438	clean
rxn23439	clean
rxn23440	clean
rxn23441	salvaged
rxn23442	salvaged
rxn23443	clean
rxn23444	salvaged
rxn23445	clean
rxn23446	clean
rxn23447	clean
rxn23448	clean
rxn23449	clean
rxn23451	clean
rxn23454	clean
rxn23455	clean
rxn23456	salvaged
rxn23457	salvaged
rxn23458	clean
rxn23461	clean
rxn23462	salvaged
rxn23463	salvaged
rxn23464	clean
rxn23465	clean
rxn23466	clean
rxn23467	clean
rxn23468	clean
rxn23469	clean
rxn23470	clean
rxn23471	clean
rxn23472	clean
rxn23473	salvaged
rxn23476	salvaged
rxn23477	salvaged
rxn23478	clean
rxn23479	clean
rxn23480	salvaged
rxn23481	salvaged
rxn23482	salvaged
rxn23483	salvaged
rxn23484	salvaged
rxn23485	clean
rxn23486	clean
rxn23488	clean
rxn23489	clean
rxn23490	clean
rxn23494	clean
rxn23495	clean
rxn23497	salvaged
rxn23500	clean
rxn23502	salvaged
rxn23503	salvaged
rxn23504	clean
rxn23507	clean
rxn23508	salvaged
rxn23509	clean
rxn23510	clean
rxn23511	clean
rxn23517	clean
rxn23518	clean
rxn23519	clean
rxn23520	salvaged
rxn23524	clean
rxn23525	salvaged
rxn23527	salvaged
rxn23528	salvaged
rxn23529	clean
rxn23530	clean
rxn23531	clean
rxn23534	clean
rxn23535	clean
rxn23536	clean
rxn23540	clean
rxn23541	clean
rxn23542	clean
rxn23543	clean
rxn23544	clean
rxn23545	clean
rxn23546	clean
rxn23548	clean
rxn23549	clean
rxn23550	clean
rxn23551	clean
rxn23552	clean
rxn23554	clean
rxn23555	clean
rxn23556	clean
rxn23557	clean
rxn23558	clean
rxn23560	clean
rxn23561	clean
rxn23562	clean
rxn23563	clean
rxn23564	clean
rxn23565	clean
rxn23566	clean
rxn23567	clean
rxn23568	clean
rxn23569	clean
rxn23570	clean
rxn23571	clean
rxn23572	clean
rxn23573	clean
rxn23574	clean
rxn23575	clean
rxn23576	salvaged
rxn23577	salvaged
rxn23578	clean
rxn23579	salvaged
rxn23580	salvaged
rxn23581	clean
rxn23582	clean
rxn23583	clean
rxn23584	clean
rxn23585	salvaged
rxn23586	salvaged
rxn23587	clean
rxn23589	clean
rxn23590	clean
rxn23591	salvaged
rxn23593	salvaged
rxn23595	clean
rxn23596	salvaged
rxn23597	salvaged
rxn23598	clean
rxn23599	clean
rxn23600	salvaged
rxn23601	clean
rxn23602	clean
rxn23603	clean
rxn23604	clean
rxn23606	clean
rxn23607	clean
rxn23608	clean
rxn23613	salvaged
rxn23621	clean
rxn23628	clean
rxn23629	clean
rxn23630	clean
rxn23635	salvaged
rxn23636	clean
rxn23638	clean
rxn23639	clean
rxn23640	salvaged
rxn23641	clean
rxn23642	clean
rxn23643	clean
rxn23644	clean
rxn23645	salvaged
rxn23646	clean
rxn23647	clean
rxn23648	clean
rxn23649	clean
rxn23650	clean
rxn23651	clean
rxn23652	clean
rxn23653	clean
rxn23654	salvaged
rxn23656	clean
rxn23657	salvaged
rxn23659	clean
rxn23660	clean
rxn23662	clean
rxn23664	clean
rxn23665	clean
rxn23667	clean
rxn23668	clean
rxn23669	salvaged
rxn23672	salvaged
rxn23677	clean
rxn23678	clean
rxn23679	clean
rxn23680	clean
rxn23681	clean
rxn23682	clean
rxn23683	clean
rxn23684	clean
rxn23685	clean
rxn23686	clean
rxn23687	clean
rxn23688	clean
rxn23689	clean
rxn23690	clean
rxn23691	clean
rxn23692	clean
rxn23694	clean
rxn23695	clean
rxn23696	clean
rxn23697	clean
rxn23698	clean
rxn23699	salvaged
rxn23700	clean
rxn23701	clean
rxn23702	clean
rxn23703	clean
rxn23704	clean
rxn23705	clean
rxn23706	clean
rxn23707	salvaged
rxn23708	salvaged
rxn23709	salvaged
rxn23710	clean
rxn23720	clean
rxn23722	clean
rxn23723	clean
rxn23724	clean
rxn23725	clean
rxn23726	clean
rxn23727	clean
rxn23728	clean
rxn23729	clean
rxn23730	clean
rxn23731	clean
rxn23732	clean
rxn23733	clean
rxn23734	clean
rxn23735	clean
rxn23736	clean
rxn23737	clean
rxn23738	clean
rxn23739	clean
rxn23740	clean
rxn23741	clean
rxn23745	salvaged
rxn23746	salvaged
rxn23749	clean
rxn23750	clean
rxn23751	clean
rxn23752	clean
rxn23754	clean
rxn23755	clean
rxn23757	clean
rxn23758	clean
rxn23759	clean
rxn23760	clean
rxn23761	clean
rxn23762	clean
rxn23763	clean
rxn23766	clean
rxn23767	salvaged
rxn23768	salvaged
rxn23769	salvaged
rxn23772	clean
rxn23773	clean
rxn23774	salvaged
rxn23775	salvaged
rxn23776	salvaged
rxn23777	clean
rxn23779	clean
rxn23781	clean
rxn23782	salvaged
rxn23783	clean
rxn23784	salvaged
rxn23785	clean
rxn23786	salvaged
rxn23787	clean
rxn23788	clean
rxn23789	clean
rxn23790	clean
rxn23791	clean
rxn23792	clean
rxn23793	clean
rxn23794	clean
rxn23795	clean
rxn23796	clean
rxn23797	clean
rxn23798	clean
rxn23799	clean
rxn23800	clean
rxn23801	clean
rxn23802	clean
rxn23803	clean
rxn23804	salvaged
rxn23805	clean
rxn23806	clean
rxn23807	salvaged
rxn23808	clean
rxn23809	clean
rxn23810	clean
rxn23811	clean
rxn23812	clean
rxn23813	clean
rxn23815	clean
rxn23816	clean
rxn23817	salvaged
rxn23818	salvaged
rxn23820	salvaged
rxn23824	salvaged
rxn23825	clean
rxn23827	clean
rxn23828	clean
rxn23829	clean
rxn23830	clean
rxn23831	clean
rxn23832	clean
rxn23833	clean
rxn23834	clean
rxn23835	clean
rxn23836	clean
rxn23837	clean
rxn23838	clean
rxn23839	clean
rxn23840	clean
rxn23841	salvaged
rxn23843	salvaged
rxn23844	clean
rxn23845	salvaged
rxn23846	salvaged
rxn23847	salvaged
rxn23848	clean
rxn23849	clean
rxn23850	clean
rxn23851	clean
rxn23853	clean
rxn23854	clean
rxn23855	clean
rxn23861	salvaged
rxn23862	salvaged
rxn23863	clean
rxn23864	salvaged
rxn23865	clean
rxn23866	salvaged
rxn23867	clean
rxn23868	salvaged
rxn23869	clean
rxn23870	clean
rxn23871	clean
rxn23872	salvaged
rxn23873	clean
rxn23874	clean
rxn23875	clean
rxn23876	clean
rxn23877	clean
rxn23878	clean
rxn23879	clean
rxn23880	clean
rxn23881	clean
rxn23882	clean
rxn23883	salvaged
rxn23885	clean
rxn23886	clean
rxn23887	salvaged
rxn23889	salvaged
rxn23892	salvaged
rxn23893	salvaged
rxn23897	clean
rxn23898	clean
rxn23899	salvaged
rxn23902	clean
rxn23903	clean
rxn23904	clean
rxn23905	clean
rxn23906	clean
rxn23907	clean
rxn23908	clean
rxn23909	clean
rxn23910	clean
rxn23911	clean
rxn23914	clean
rxn23918	clean
rxn23919	clean
rxn23921	clean
rxn23922	clean
rxn23923	clean
rxn23924	clean
rxn23925	clean
rxn23926	clean
rxn23927	clean
rxn23928	clean
rxn23929	salvaged
rxn23930	salvaged
rxn23931	clean
rxn23932	clean
rxn23934	clean
rxn23935	clean
rxn23936	clean
rxn23937	salvaged
rxn23938	clean
rxn23942	clean
rxn23946	clean
rxn23951	clean
rxn23952	clean
rxn23953	clean
rxn23954	clean
rxn23955	clean
rxn23957	clean
rxn23961	clean
rxn23962	clean
rxn23963	clean
rxn23964	clean
rxn23965	clean
rxn23966	clean
rxn23967	clean
rxn23968	clean
rxn23969	clean
rxn23970	clean
rxn23971	clean
rxn23972	clean
rxn23973	salvaged
rxn23974	clean
rxn23975	clean
rxn23976	clean
rxn23977	clean
rxn23978	clean
rxn23979	clean
rxn23980	clean
rxn23981	clean
rxn23983	clean
rxn23984	salvaged
rxn23985	clean
rxn23986	clean
rxn23987	salvaged
rxn23988	clean
rxn23989	salvaged
rxn23990	clean
rxn23991	clean
rxn23992	clean
rxn23993	clean
rxn23995	clean
rxn23996	clean
rxn23997	clean
rxn23998	clean
rxn23999	clean
rxn24000	clean
rxn24001	salvaged
rxn24002	clean
rxn24003	clean
rxn24004	clean
rxn24005	clean
rxn24006	salvaged
rxn24007	clean
rxn24008	salvaged
rxn24009	salvaged
rxn24010	clean
rxn24011	salvaged
rxn24012	clean
rxn24013	clean
rxn24014	clean
rxn24016	clean
rxn24017	clean
rxn24020	clean
rxn24021	clean
rxn24022	clean
rxn24023	clean
rxn24025	clean
rxn24027	clean
rxn24029	salvaged
rxn24030	salvaged
rxn24034	clean
rxn24036	clean
rxn24037	clean
rxn24039	clean
rxn24040	clean
rxn24041	clean
rxn24042	clean
rxn24043	clean
rxn24044	clean
rxn24045	clean
rxn24046	salvaged
rxn24047	clean
rxn24051	clean
rxn24053	clean
rxn24054	clean
rxn24055	clean
rxn24056	clean
rxn24057	clean
rxn24058	clean
rxn24059	clean
rxn24060	clean
rxn24062	salvaged
rxn24063	clean
rxn24065	clean
rxn24066	clean
rxn24067	clean
rxn24068	clean
rxn24071	clean
rxn24072	clean
rxn24073	clean
rxn24074	clean
rxn24075	clean
rxn24076	clean
rxn24078	clean
rxn24079	clean
rxn24081	clean
rxn24082	clean
rxn24083	clean
rxn24084	clean
rxn24102	clean
rxn24104	clean
rxn24105	clean
rxn24106	clean
rxn24107	clean
rxn24108	salvaged
rxn24109	salvaged
rxn24111	clean
rxn24112	clean
rxn24113	clean
rxn24114	salvaged
rxn24115	salvaged
rxn24116	clean
rxn24117	salvaged
rxn24118	clean
rxn24119	salvaged
rxn24120	salvaged
rxn24122	salvaged
rxn24123	clean
rxn24124	clean
rxn24125	salvaged
rxn24126	clean
rxn24130	clean
rxn24131	clean
rxn24132	clean
rxn24133	clean
rxn24134	salvaged
rxn24135	clean
rxn24136	clean
rxn24137	salvaged
rxn24138	clean
rxn24139	salvaged
rxn24140	clean
rxn24141	clean
rxn24142	salvaged
rxn24144	clean
rxn24145	clean
rxn24146	clean
rxn24148	salvaged
rxn24149	clean
rxn24150	clean
rxn24151	clean
rxn24152	clean
rxn24153	clean
rxn24155	clean
rxn24158	clean
rxn24159	clean
rxn24160	clean
rxn24161	clean
rxn24162	clean
rxn24163	clean
rxn24164	clean
rxn24165	salvaged
rxn24167	salvaged
rxn24170	salvaged
rxn24171	clean
rxn24173	clean
rxn24174	clean
rxn24175	clean
rxn24177	clean
rxn24178	clean
rxn24179	salvaged
rxn24180	salvaged
rxn24181	salvaged
rxn24182	salvaged
rxn24183	salvaged
rxn24184	salvaged
rxn24185	salvaged
rxn24186	clean
rxn24188	clean
rxn24190	clean
rxn24192	clean
rxn24194	salvaged
rxn24195	salvaged
rxn24196	clean
rxn24197	clean
rxn24198	clean
rxn24199	clean
rxn24200	clean
rxn24201	clean
rxn24202	clean
rxn24204	clean
rxn24207	clean
rxn24212	clean
rxn24214	clean
rxn24215	clean
rxn24216	clean
rxn24218	salvaged
rxn24223	clean
rxn24224	clean
rxn24225	salvaged
rxn24227	salvaged
rxn24228	salvaged
rxn24229	salvaged
rxn24230	clean
rxn24231	clean
rxn24232	clean
rxn24234	clean
rxn24236	clean
rxn24238	clean
rxn24240	clean
rxn24241	clean
rxn24242	clean
rxn24243	clean
rxn24244	salvaged
rxn24245	clean
rxn24248	clean
rxn24249	clean
rxn24251	clean
rxn24252	clean
rxn24253	clean
rxn24254	clean
rxn24255	clean
rxn24258	clean
rxn24259	clean
rxn24260	clean
rxn24261	clean
rxn24262	clean
rxn24263	clean
rxn24264	clean
rxn24265	clean
rxn24266	clean
rxn24267	clean
rxn24268	clean
rxn24269	clean
rxn24270	clean
rxn24271	clean
rxn24272	clean
rxn24273	clean
rxn24274	clean
rxn24275	clean
rxn24276	clean
rxn24277	clean
rxn24278	clean
rxn24279	clean
rxn24280	clean
rxn24281	clean
rxn24282	clean
rxn24283	clean
rxn24284	salvaged
rxn24285	clean
rxn24286	clean
rxn24287	salvaged
rxn24288	clean
rxn24289	clean
rxn24290	clean
rxn24291	clean
rxn24293	clean
rxn24294	clean
rxn24295	salvaged
rxn24296	clean
rxn24298	clean
rxn24300	clean
rxn24301	clean
rxn24302	clean
rxn24304	salvaged
rxn24305	clean
rxn24306	clean
rxn24308	clean
rxn24310	clean
rxn24311	clean
rxn24312	clean
rxn24313	clean
rxn24315	salvaged
rxn24316	salvaged
rxn24317	clean
rxn24318	clean
rxn24321	clean
rxn24322	clean
rxn24324	clean
rxn24325	clean
rxn24326	salvaged
rxn24327	clean
rxn24328	clean
rxn24329	clean
rxn24330	clean
rxn24332	clean
rxn24333	clean
rxn24336	clean
rxn24337	clean
rxn24338	clean
rxn24339	clean
rxn24340	clean
rxn24341	clean
rxn24342	clean
rxn24344	salvaged
rxn24345	salvaged
rxn24346	clean
rxn24348	clean
rxn24349	clean
rxn24350	clean
rxn24351	clean
rxn24352	clean
rxn24353	clean
rxn24354	clean
rxn24355	clean
rxn24356	clean
rxn24357	salvaged
rxn24358	salvaged
rxn24359	salvaged
rxn24360	salvaged
rxn24361	salvaged
rxn24362	salvaged
rxn24363	salvaged
rxn24367	salvaged
rxn24368	salvaged
rxn24369	salvaged
rxn24370	salvaged
rxn24373	salvaged
rxn24374	salvaged
rxn24375	clean
rxn24376	clean
rxn24377	clean
rxn24379	clean
rxn24380	clean
rxn24381	clean
rxn24382	clean
rxn24383	clean
rxn24384	clean
rxn24385	salvaged
rxn24388	clean
rxn24389	clean
rxn24391	clean
rxn24403	clean
rxn24404	clean
rxn24405	clean
rxn24406	clean
rxn24409	clean
rxn24410	clean
rxn24411	clean
rxn24412	clean
rxn24413	clean
rxn24414	clean
rxn24415	salvaged
rxn24416	salvaged
rxn24417	clean
rxn24419	salvaged
rxn24420	clean
rxn24421	clean
rxn24423	clean
rxn24424	clean
rxn24425	clean
rxn24427	clean
rxn24429	salvaged
rxn24430	salvaged
rxn24431	salvaged
rxn24433	clean
rxn24434	salvaged
rxn24435	clean
rxn24436	clean
rxn24437	clean
rxn24438	clean
rxn24439	salvaged
rxn24440	clean
rxn24441	salvaged
rxn24442	salvaged
rxn24443	salvaged
rxn24444	salvaged
rxn24451	salvaged
rxn24454	clean
rxn24455	clean
rxn24456	clean
rxn24457	clean
rxn24458	clean
rxn24459	clean
rxn24461	clean
rxn24462	clean
rxn24463	salvaged
rxn24464	clean
rxn24466	salvaged
rxn24467	salvaged
rxn24469	clean
rxn24470	clean
rxn24475	salvaged
rxn24476	salvaged
rxn24477	clean
rxn24478	clean
rxn24479	clean
rxn24480	clean
rxn24481	clean
rxn24482	salvaged
rxn24483	salvaged
rxn24484	clean
rxn24485	clean
rxn24487	salvaged
rxn24488	clean
rxn24489	clean
rxn24490	salvaged
rxn24493	clean
rxn24494	clean
rxn24495	salvaged
rxn24496	clean
rxn24497	clean
rxn24498	clean
rxn24499	clean
rxn24500	clean
rxn24501	clean
rxn24502	clean
rxn24503	clean
rxn24504	clean
rxn24505	clean
rxn24510	salvaged
rxn24511	salvaged
rxn24512	salvaged
rxn24513	salvaged
rxn24514	salvaged
rxn24516	clean
rxn24517	salvaged
rxn24520	salvaged
rxn24521	salvaged
rxn24522	clean
rxn24523	clean
rxn24528	salvaged
rxn24529	salvaged
rxn24530	salvaged
rxn24531	salvaged
rxn24537	clean
rxn24538	clean
rxn24539	salvaged
rxn24540	clean
rxn24541	clean
rxn24542	clean
rxn24543	clean
rxn24545	clean
rxn24546	clean
rxn24549	clean
rxn24551	salvaged
rxn24552	salvaged
rxn24556	salvaged
rxn24558	salvaged
rxn24559	clean
rxn24560	clean
rxn24561	clean
rxn24562	clean
rxn24563	salvaged
rxn24564	salvaged
rxn24568	clean
rxn24574	salvaged
rxn24576	clean
rxn24578	clean
rxn24579	clean
rxn24580	clean
rxn24581	clean
rxn24582	salvaged
rxn24583	clean
rxn24584	clean
rxn24585	clean
rxn24586	clean
rxn24591	salvaged
rxn24592	salvaged
rxn24593	clean
rxn24594	clean
rxn24595	salvaged
rxn24596	salvaged
rxn24598	salvaged
rxn24600	clean
rxn24602	clean
rxn24604	salvaged
rxn24605	clean
rxn24606	salvaged
rxn24607	salvaged
rxn24608	salvaged
rxn24609	salvaged
rxn24610	salvaged
rxn24611	salvaged
rxn24612	salvaged
rxn24613	salvaged
rxn24614	salvaged
rxn24616	salvaged
rxn24618	clean
rxn24619	clean
rxn24620	clean
rxn24621	clean
rxn24622	clean
rxn24623	clean
rxn24624	clean
rxn24625	clean
rxn24626	clean
rxn24627	clean
rxn24630	salvaged
rxn24631	clean
rxn24632	clean
rxn24633	clean
rxn24634	salvaged
rxn24636	clean
rxn24637	salvaged
rxn24638	salvaged
rxn24639	salvaged
rxn24640	salvaged
rxn24641	salvaged
rxn24642	salvaged
rxn24643	salvaged
rxn24647	salvaged
rxn24648	salvaged
rxn24649	salvaged
rxn24652	clean
rxn24653	clean
rxn24655	clean
rxn24656	clean
rxn24657	clean
rxn24658	salvaged
rxn24659	salvaged
rxn24660	salvaged
rxn24661	salvaged
rxn24662	salvaged
rxn24663	clean
rxn24664	clean
rxn24666	clean
rxn24667	salvaged
rxn24668	clean
rxn24675	clean
rxn24676	clean
rxn24677	clean
rxn24678	clean
rxn24679	clean
rxn24680	clean
rxn24681	clean
rxn24684	clean
rxn24685	clean
rxn24686	clean
rxn24687	clean
rxn24688	clean
rxn24689	salvaged
rxn24690	salvaged
rxn24701	salvaged
rxn24702	salvaged
rxn24703	salvaged
rxn24704	salvaged
rxn24705	clean
rxn24706	clean
rxn24707	clean
rxn24708	clean
rxn24709	salvaged
rxn24710	clean
rxn24713	salvaged
rxn24714	clean
rxn24715	salvaged
rxn24716	clean
rxn24717	clean
rxn24718	clean
rxn24719	salvaged
rxn24720	clean
rxn24723	clean
rxn24726	clean
rxn24727	clean
rxn24728	clean
rxn24729	clean
rxn24730	clean
rxn24731	clean
rxn24732	clean
rxn24733	clean
rxn24734	clean
rxn24735	clean
rxn24737	clean
rxn24738	clean
rxn24739	clean
rxn24740	clean
rxn24742	salvaged
rxn24744	clean
rxn24746	clean
rxn24747	clean
rxn24748	clean
rxn24749	clean
rxn24750	clean
rxn24752	clean
rxn24754	clean
rxn24755	clean
rxn24759	clean
rxn24760	clean
rxn24761	clean
rxn24762	clean
rxn24763	clean
rxn24764	clean
rxn24765	clean
rxn24766	clean
rxn24767	clean
rxn24768	clean
rxn24769	clean
rxn24770	clean
rxn24771	clean
rxn24772	clean
rxn24773	clean
rxn24774	clean
rxn24775	clean
rxn24776	clean
rxn24777	clean
rxn24778	clean
rxn24779	clean
rxn24780	clean
rxn24781	clean
rxn24782	clean
rxn24783	clean
rxn24784	clean
rxn24785	clean
rxn24786	clean
rxn24787	clean
rxn24788	clean
rxn24789	clean
rxn24790	clean
rxn24791	clean
rxn24792	clean
rxn24793	clean
rxn24794	clean
rxn24795	clean
rxn24796	clean
rxn24797	clean
rxn24798	clean
rxn24799	clean
rxn24800	clean
rxn24801	clean
rxn24802	clean
rxn24803	clean
rxn24804	clean
rxn24805	clean
rxn24806	clean
rxn24807	clean
rxn24808	clean
rxn24809	clean
rxn24810	clean
rxn24811	clean
rxn24812	clean
rxn24813	clean
rxn24814	clean
rxn24815	clean
rxn24816	clean
rxn24817	clean
rxn24818	clean
rxn24819	clean
rxn24820	clean
rxn24821	clean
rxn24822	clean
rxn24823	clean
rxn24824	salvaged
rxn24825	clean
rxn24826	clean
rxn24829	clean
rxn24840	salvaged
rxn24841	salvaged
rxn24844	salvaged
rxn24845	clean
rxn24846	clean
rxn24849	clean
rxn24851	clean
rxn24852	salvaged
rxn24853	salvaged
rxn24856	clean
rxn24857	clean
rxn24858	clean
rxn24859	clean
rxn24860	clean
rxn24861	clean
rxn24862	clean
rxn24863	clean
rxn24864	clean
rxn24865	clean
rxn24866	clean
rxn24867	clean
rxn24868	clean
rxn24869	clean
rxn24870	clean
rxn24871	clean
rxn24872	clean
rxn24873	clean
rxn24875	clean
rxn24876	clean
rxn24877	clean
rxn24879	clean
rxn24881	clean
rxn24889	clean
rxn24890	salvaged
rxn24891	salvaged
rxn24892	salvaged
rxn24893	salvaged
rxn24894	clean
rxn24895	clean
rxn24896	clean
rxn24899	clean
rxn24900	salvaged
rxn24902	clean
rxn24905	clean
rxn24906	clean
rxn24907	clean
rxn24908	clean
rxn24909	clean
rxn24910	clean
rxn24911	clean
rxn24912	clean
rxn24913	clean
rxn24914	clean
rxn24915	clean
rxn24916	clean
rxn24917	clean
rxn24918	clean
rxn24919	clean
rxn24920	clean
rxn24921	clean
rxn24922	salvaged
rxn24924	clean
rxn24925	salvaged
rxn24928	clean
rxn24930	salvaged
rxn24931	clean
rxn24932	salvaged
rxn24934	salvaged
rxn24935	salvaged
rxn24936	salvaged
rxn24938	salvaged
rxn24939	salvaged
rxn24940	clean
rxn24941	clean
rxn24942	clean
rxn24943	clean
rxn24945	clean
rxn24946	clean
rxn24948	clean
rxn24949	clean
rxn24951	clean
rxn24952	clean
rxn24954	clean
rxn24956	clean
rxn24957	clean
rxn24958	clean
rxn24959	clean
rxn24960	salvaged
rxn24961	clean
rxn24962	clean
rxn24963	clean
rxn24964	clean
rxn24965	clean
rxn24966	clean
rxn24967	clean
rxn24968	clean
rxn24969	clean
rxn24971	clean
rxn24972	clean
rxn24973	clean
rxn24974	clean
rxn24975	clean
rxn24976	clean
rxn24978	clean
rxn24979	clean
rxn24982	clean
rxn24983	clean
rxn24985	clean
rxn24987	clean
rxn24988	clean
rxn24989	clean
rxn24993	clean
rxn24994	clean
rxn24995	clean
rxn24996	clean
rxn24998	clean
rxn24999	clean
rxn25000	clean
rxn25001	clean
rxn25002	clean
rxn25003	clean
rxn25004	clean
rxn25005	clean
rxn25006	clean
rxn25007	clean
rxn25008	clean
rxn25009	clean
rxn25010	clean
rxn25011	clean
rxn25012	salvaged
rxn25013	clean
rxn25014	clean
rxn25015	clean
rxn25016	clean
rxn25017	clean
rxn25018	clean
rxn25019	clean
rxn25020	clean
rxn25021	clean
rxn25022	clean
rxn25023	clean
rxn25024	clean
rxn25025	clean
rxn25026	clean
rxn25027	clean
rxn25028	clean
rxn25029	clean
rxn25030	clean
rxn25031	clean
rxn25032	clean
rxn25033	clean
rxn25034	clean
rxn25036	clean
rxn25038	clean
rxn25039	clean
rxn25041	clean
rxn25042	clean
rxn25043	clean
rxn25045	clean
rxn25046	clean
rxn25047	clean
rxn25048	clean
rxn25049	clean
rxn25050	salvaged
rxn25051	salvaged
rxn25052	salvaged
rxn25055	clean
rxn25058	clean
rxn25061	salvaged
rxn25062	clean
rxn25063	clean
rxn25064	clean
rxn25065	clean
rxn25066	clean
rxn25067	clean
rxn25068	clean
rxn25069	clean
rxn25070	salvaged
rxn25071	clean
rxn25072	clean
rxn25073	clean
rxn25074	clean
rxn25075	clean
rxn25076	clean
rxn25077	clean
rxn25078	salvaged
rxn25079	clean
rxn25080	clean
rxn25081	clean
rxn25082	clean
rxn25083	salvaged
rxn25084	salvaged
rxn25085	salvaged
rxn25087	clean
rxn25090	clean
rxn25094	clean
rxn25095	clean
rxn25097	clean
rxn25098	clean
rxn25099	clean
rxn25100	clean
rxn25102	salvaged
rxn25103	clean
rxn25104	salvaged
rxn25106	clean
rxn25107	clean
rxn25108	clean
rxn25109	salvaged
rxn25110	salvaged
rxn25111	clean
rxn25112	clean
rxn25113	clean
rxn25114	clean
