reaction	atom_mapping_confidence
rxn25115	clean
rxn25116	clean
rxn25117	clean
rxn25119	salvaged
rxn25120	clean
rxn25121	clean
rxn25122	clean
rxn25123	clean
rxn25124	clean
rxn25125	clean
rxn25126	clean
rxn25127	clean
rxn25128	clean
rxn25129	salvaged
rxn25131	salvaged
rxn25133	salvaged
rxn25135	clean
rxn25136	clean
rxn25137	clean
rxn25138	clean
rxn25140	clean
rxn25141	clean
rxn25142	clean
rxn25147	clean
rxn25155	salvaged
rxn25157	clean
rxn25158	clean
rxn25159	clean
rxn25160	salvaged
rxn25161	clean
rxn25162	clean
rxn25163	clean
rxn25164	salvaged
rxn25165	salvaged
rxn25166	clean
rxn25167	clean
rxn25169	salvaged
rxn25170	salvaged
rxn25171	clean
rxn25172	salvaged
rxn25173	clean
rxn25174	clean
rxn25175	salvaged
rxn25176	clean
rxn25177	clean
rxn25178	clean
rxn25179	clean
rxn25180	salvaged
rxn25181	clean
rxn25182	clean
rxn25183	clean
rxn25184	clean
rxn25185	clean
rxn25186	clean
rxn25187	clean
rxn25188	salvaged
rxn25189	clean
rxn25190	clean
rxn25191	clean
rxn25192	clean
rxn25193	clean
rxn25196	salvaged
rxn25197	salvaged
rxn25199	salvaged
rxn25201	clean
rxn25202	clean
rxn25203	clean
rxn25204	salvaged
rxn25205	clean
rxn25207	clean
rxn25208	salvaged
rxn25210	clean
rxn25213	salvaged
rxn25216	clean
rxn25218	salvaged
rxn25219	clean
rxn25220	clean
rxn25221	clean
rxn25223	clean
rxn25224	clean
rxn25225	salvaged
rxn25226	salvaged
rxn25227	clean
rxn25228	clean
rxn25229	clean
rxn25230	clean
rxn25231	clean
rxn25232	clean
rxn25233	clean
rxn25234	salvaged
rxn25235	clean
rxn25236	clean
rxn25237	salvaged
rxn25239	clean
rxn25240	clean
rxn25241	clean
rxn25242	clean
rxn25243	clean
rxn25244	clean
rxn25245	clean
rxn25249	clean
rxn25250	clean
rxn25253	clean
rxn25254	clean
rxn25257	clean
rxn25258	clean
rxn25259	clean
rxn25260	clean
rxn25261	clean
rxn25262	clean
rxn25263	clean
rxn25264	clean
rxn25265	clean
rxn25268	salvaged
rxn25269	clean
rxn25272	clean
rxn25273	salvaged
rxn25276	salvaged
rxn25277	salvaged
rxn25278	clean
rxn25279	clean
rxn25280	clean
rxn25281	clean
rxn25283	salvaged
rxn25284	salvaged
rxn25285	clean
rxn25286	salvaged
rxn25287	salvaged
rxn25288	clean
rxn25289	clean
rxn25292	salvaged
rxn25293	clean
rxn25295	clean
rxn25297	clean
rxn25299	clean
rxn25301	salvaged
rxn25302	clean
rxn25304	clean
rxn25306	clean
rxn25308	clean
rxn25309	clean
rxn25310	clean
rxn25311	clean
rxn25312	clean
rxn25314	salvaged
rxn25315	salvaged
rxn25316	salvaged
rxn25317	clean
rxn25318	salvaged
rxn25319	salvaged
rxn25321	salvaged
rxn25324	salvaged
rxn25325	clean
rxn25326	clean
rxn25327	clean
rxn25329	clean
rxn25330	clean
rxn25331	clean
rxn25332	salvaged
rxn25333	salvaged
rxn25334	clean
rxn25335	salvaged
rxn25336	salvaged
rxn25337	salvaged
rxn25338	clean
rxn25339	salvaged
rxn25340	clean
rxn25341	clean
rxn25342	clean
rxn25345	salvaged
rxn25346	clean
rxn25348	clean
rxn25349	salvaged
rxn25350	salvaged
rxn25351	clean
rxn25352	salvaged
rxn25353	salvaged
rxn25354	salvaged
rxn25355	clean
rxn25356	clean
rxn25357	salvaged
rxn25358	salvaged
rxn25359	salvaged
rxn25360	salvaged
rxn25362	salvaged
rxn25363	clean
rxn25364	salvaged
rxn25365	salvaged
rxn25366	salvaged
rxn25367	salvaged
rxn25368	clean
rxn25369	salvaged
rxn25370	clean
rxn25371	clean
rxn25372	salvaged
rxn25373	salvaged
rxn25374	salvaged
rxn25375	salvaged
rxn25377	salvaged
rxn25378	salvaged
rxn25379	clean
rxn25380	salvaged
rxn25381	salvaged
rxn25382	clean
rxn25383	clean
rxn25384	clean
rxn25385	clean
rxn25386	clean
rxn25387	clean
rxn25388	clean
rxn25389	clean
rxn25390	clean
rxn25391	clean
rxn25392	salvaged
rxn25393	clean
rxn25395	clean
rxn25397	salvaged
rxn25398	clean
rxn25399	clean
rxn25401	salvaged
rxn25402	clean
rxn25403	clean
rxn25405	clean
rxn25406	clean
rxn25407	clean
rxn25411	salvaged
rxn25412	clean
rxn25413	clean
rxn25414	salvaged
rxn25415	clean
rxn25416	clean
rxn25417	clean
rxn25418	salvaged
rxn25421	clean
rxn25422	clean
rxn25423	clean
rxn25424	clean
rxn25428	clean
rxn25431	salvaged
rxn25432	salvaged
rxn25433	clean
rxn25434	clean
rxn25435	clean
rxn25436	clean
rxn25437	salvaged
rxn25438	salvaged
rxn25439	clean
rxn25440	clean
rxn25441	clean
rxn25442	clean
rxn25443	clean
rxn25444	salvaged
rxn25446	clean
rxn25447	clean
rxn25448	clean
rxn25449	salvaged
rxn25450	salvaged
rxn25451	salvaged
rxn25452	salvaged
rxn25453	clean
rxn25454	clean
rxn25455	clean
rxn25456	clean
rxn25457	salvaged
rxn25458	clean
rxn25459	clean
rxn25460	clean
rxn25461	salvaged
rxn25462	clean
rxn25463	clean
rxn25465	clean
rxn25466	clean
rxn25468	clean
rxn25469	clean
rxn25470	clean
rxn25471	salvaged
rxn25475	clean
rxn25476	clean
rxn25477	clean
rxn25478	clean
rxn25479	salvaged
rxn25480	salvaged
rxn25481	salvaged
rxn25482	clean
rxn25483	salvaged
rxn25484	clean
rxn25485	clean
rxn25486	salvaged
rxn25487	salvaged
rxn25488	salvaged
rxn25490	clean
rxn25491	salvaged
rxn25492	clean
rxn25493	clean
rxn25494	clean
rxn25495	clean
rxn25497	clean
rxn25498	salvaged
rxn25499	salvaged
rxn25501	salvaged
rxn25502	salvaged
rxn25504	clean
rxn25505	clean
rxn25507	salvaged
rxn25515	clean
rxn25516	clean
rxn25517	clean
rxn25518	clean
rxn25519	clean
rxn25520	clean
rxn25522	clean
rxn25523	salvaged
rxn25524	clean
rxn25526	clean
rxn25527	salvaged
rxn25528	clean
rxn25529	clean
rxn25530	salvaged
rxn25531	clean
rxn25532	salvaged
rxn25533	salvaged
rxn25534	clean
rxn25535	clean
rxn25536	salvaged
rxn25538	clean
rxn25539	clean
rxn25540	clean
rxn25542	clean
rxn25543	clean
rxn25544	clean
rxn25546	clean
rxn25547	clean
rxn25548	clean
rxn25549	salvaged
rxn25550	salvaged
rxn25552	clean
rxn25553	clean
rxn25555	salvaged
rxn25556	salvaged
rxn25557	salvaged
rxn25560	clean
rxn25561	clean
rxn25562	clean
rxn25563	clean
rxn25566	clean
rxn25568	clean
rxn25569	clean
rxn25571	salvaged
rxn25572	clean
rxn25573	clean
rxn25574	salvaged
rxn25575	clean
rxn25576	clean
rxn25577	clean
rxn25578	clean
rxn25580	clean
rxn25581	clean
rxn25582	clean
rxn25583	clean
rxn25584	clean
rxn25587	salvaged
rxn25589	salvaged
rxn25590	salvaged
rxn25591	clean
rxn25592	salvaged
rxn25594	clean
rxn25595	clean
rxn25596	clean
rxn25597	salvaged
rxn25599	clean
rxn25600	clean
rxn25601	salvaged
rxn25602	clean
rxn25605	clean
rxn25606	clean
rxn25607	clean
rxn25608	clean
rxn25609	clean
rxn25610	clean
rxn25611	clean
rxn25612	clean
rxn25613	clean
rxn25614	clean
rxn25615	clean
rxn25616	clean
rxn25617	clean
rxn25618	clean
rxn25619	clean
rxn25620	clean
rxn25621	clean
rxn25622	clean
rxn25623	clean
rxn25625	clean
rxn25627	salvaged
rxn25630	clean
rxn25631	clean
rxn25632	salvaged
rxn25633	salvaged
rxn25634	salvaged
rxn25636	clean
rxn25650	clean
rxn25651	clean
rxn25652	clean
rxn25657	clean
rxn25659	clean
rxn25661	clean
rxn25663	clean
rxn25664	clean
rxn25665	clean
rxn25666	clean
rxn25667	clean
rxn25668	clean
rxn25669	clean
rxn25670	clean
rxn25671	salvaged
rxn25672	clean
rxn25673	clean
rxn25674	clean
rxn25675	clean
rxn25676	salvaged
rxn25677	clean
rxn25678	clean
rxn25679	clean
rxn25680	clean
rxn25681	salvaged
rxn25682	salvaged
rxn25684	salvaged
rxn25685	salvaged
rxn25686	salvaged
rxn25687	salvaged
rxn25690	salvaged
rxn25692	salvaged
rxn25696	salvaged
rxn25697	clean
rxn25699	clean
rxn25700	salvaged
rxn25701	salvaged
rxn25702	clean
rxn25703	clean
rxn25704	clean
rxn25705	salvaged
rxn25706	clean
rxn25707	salvaged
rxn25709	clean
rxn25710	clean
rxn25711	clean
rxn25712	clean
rxn25713	clean
rxn25721	clean
rxn25722	clean
rxn25725	clean
rxn25726	clean
rxn25727	salvaged
rxn25728	salvaged
rxn25731	clean
rxn25733	clean
rxn25734	salvaged
rxn25735	clean
rxn25736	clean
rxn25753	salvaged
rxn25754	salvaged
rxn25762	salvaged
rxn25763	clean
rxn25765	salvaged
rxn25767	salvaged
rxn25768	clean
rxn25769	clean
rxn25770	salvaged
rxn25771	salvaged
rxn25772	salvaged
rxn25774	clean
rxn25779	clean
rxn25780	clean
rxn25781	clean
rxn25782	clean
rxn25785	clean
rxn25787	clean
rxn25792	salvaged
rxn25794	clean
rxn25795	salvaged
rxn25796	clean
rxn25797	clean
rxn25798	clean
rxn25800	salvaged
rxn25801	clean
rxn25802	clean
rxn25803	clean
rxn25804	clean
rxn25805	salvaged
rxn25806	clean
rxn25807	clean
rxn25808	clean
rxn25809	clean
rxn25810	clean
rxn25812	clean
rxn25814	salvaged
rxn25816	clean
rxn25817	salvaged
rxn25818	clean
rxn25819	clean
rxn25820	clean
rxn25821	salvaged
rxn25822	clean
rxn25823	salvaged
rxn25824	clean
rxn25825	clean
rxn25827	clean
rxn25829	clean
rxn25832	salvaged
rxn25833	salvaged
rxn25834	salvaged
rxn25835	salvaged
rxn25839	salvaged
rxn25841	clean
rxn25844	salvaged
rxn25845	salvaged
rxn25846	clean
rxn25847	clean
rxn25848	clean
rxn25849	salvaged
rxn25851	clean
rxn25852	clean
rxn25853	clean
rxn25854	clean
rxn25855	clean
rxn25856	clean
rxn25857	clean
rxn25859	clean
rxn25863	clean
rxn25865	clean
rxn25866	clean
rxn25867	salvaged
rxn25871	clean
rxn25872	clean
rxn25873	salvaged
rxn25874	clean
rxn25875	clean
rxn25876	clean
rxn25877	clean
rxn25878	salvaged
rxn25879	clean
rxn25881	clean
rxn25882	clean
rxn25885	salvaged
rxn25886	salvaged
rxn25887	clean
rxn25888	clean
rxn25889	clean
rxn25890	clean
rxn25891	clean
rxn25892	clean
rxn25893	clean
rxn25894	clean
rxn25895	clean
rxn25897	clean
rxn25898	clean
rxn25899	clean
rxn25901	clean
rxn25902	clean
rxn25903	clean
rxn25904	clean
rxn25905	clean
rxn25906	clean
rxn25907	clean
rxn25908	clean
rxn25909	clean
rxn25910	salvaged
rxn25911	clean
rxn25912	clean
rxn25913	clean
rxn25914	clean
rxn25915	clean
rxn25916	salvaged
rxn25917	clean
rxn25918	clean
rxn25919	clean
rxn25920	clean
rxn25921	salvaged
rxn25922	clean
rxn25923	clean
rxn25924	clean
rxn25925	clean
rxn25926	clean
rxn25927	clean
rxn25928	clean
rxn25929	clean
rxn25930	clean
rxn25931	clean
rxn25933	clean
rxn25934	clean
rxn25935	salvaged
rxn25936	salvaged
rxn25937	salvaged
rxn25938	salvaged
rxn25940	clean
rxn25941	clean
rxn25942	salvaged
rxn25943	clean
rxn25946	clean
rxn25947	clean
rxn25948	clean
rxn25949	clean
rxn25951	salvaged
rxn25953	clean
rxn25956	salvaged
rxn25957	salvaged
rxn25958	clean
rxn25960	salvaged
rxn25961	clean
rxn25962	clean
rxn25963	clean
rxn25964	clean
rxn25965	clean
rxn25967	clean
rxn25968	clean
rxn25969	clean
rxn25970	clean
rxn25971	clean
rxn25973	salvaged
rxn25975	clean
rxn25977	clean
rxn25978	salvaged
rxn25979	salvaged
rxn25982	salvaged
rxn25983	salvaged
rxn25984	salvaged
rxn25985	clean
rxn25987	salvaged
rxn25988	salvaged
rxn25989	salvaged
rxn25990	salvaged
rxn25991	salvaged
rxn25994	clean
rxn26002	salvaged
rxn26003	clean
rxn26006	clean
rxn26008	clean
rxn26011	clean
rxn26012	clean
rxn26013	clean
rxn26021	salvaged
rxn26026	clean
rxn26027	clean
rxn26028	clean
rxn26029	clean
rxn26033	salvaged
rxn26034	salvaged
rxn26035	salvaged
rxn26037	salvaged
rxn26038	clean
rxn26048	salvaged
rxn26051	salvaged
rxn26064	clean
rxn26065	clean
rxn26066	clean
rxn26067	clean
rxn26068	salvaged
rxn26069	clean
rxn26070	salvaged
rxn26073	clean
rxn26077	clean
rxn26078	clean
rxn26080	salvaged
rxn26081	clean
rxn26082	salvaged
rxn26083	salvaged
rxn26084	salvaged
rxn26085	salvaged
rxn26090	clean
rxn26092	clean
rxn26093	clean
rxn26095	salvaged
rxn26096	clean
rxn26099	clean
rxn26100	clean
rxn26102	clean
rxn26104	clean
rxn26106	clean
rxn26107	clean
rxn26108	clean
rxn26109	clean
rxn26110	clean
rxn26111	clean
rxn26112	clean
rxn26121	salvaged
rxn26123	clean
rxn26126	salvaged
rxn26127	clean
rxn26128	clean
rxn26129	clean
rxn26130	clean
rxn26135	clean
rxn26137	clean
rxn26138	clean
rxn26139	salvaged
rxn26140	clean
rxn26141	clean
rxn26142	clean
rxn26143	clean
rxn26144	clean
rxn26145	salvaged
rxn26146	clean
rxn26147	clean
rxn26148	clean
rxn26149	clean
rxn26150	salvaged
rxn26152	clean
rxn26180	clean
rxn26187	clean
rxn26196	clean
rxn26215	clean
rxn26238	clean
rxn26244	clean
rxn26269	clean
rxn26279	clean
rxn26291	clean
rxn26300	clean
rxn26301	clean
rxn26302	clean
rxn26305	clean
rxn26306	clean
rxn26307	clean
rxn26310	salvaged
rxn26312	clean
rxn26313	clean
rxn26314	salvaged
rxn26315	clean
rxn26316	clean
rxn26317	clean
rxn26318	clean
rxn26329	clean
rxn26330	clean
rxn26331	clean
rxn26332	clean
rxn26338	clean
rxn26339	salvaged
rxn26340	salvaged
rxn26341	salvaged
rxn26342	salvaged
rxn26343	salvaged
rxn26348	clean
rxn26350	clean
rxn26352	clean
rxn26353	salvaged
rxn26359	salvaged
rxn26360	salvaged
rxn26361	salvaged
rxn26362	salvaged
rxn26364	salvaged
rxn26376	clean
rxn26377	salvaged
rxn26379	clean
rxn26380	clean
rxn26381	salvaged
rxn26382	salvaged
rxn26394	clean
rxn26395	clean
rxn26396	clean
rxn26410	clean
rxn26412	clean
rxn26413	clean
rxn26414	clean
rxn26415	salvaged
rxn26429	clean
rxn26430	clean
rxn26431	clean
rxn26434	clean
rxn26435	clean
rxn26436	salvaged
rxn26438	salvaged
rxn26439	clean
rxn26440	clean
rxn26441	clean
rxn26446	clean
rxn26447	clean
rxn26448	clean
rxn26449	clean
rxn26453	salvaged
rxn26454	clean
rxn26455	salvaged
rxn26456	clean
rxn26457	clean
rxn26458	clean
rxn26459	salvaged
rxn26460	salvaged
rxn26461	salvaged
rxn26462	clean
rxn26463	clean
rxn26464	clean
rxn26465	salvaged
rxn26469	clean
rxn26470	clean
rxn26475	clean
rxn26476	clean
rxn26477	clean
rxn26478	clean
rxn26479	clean
rxn26480	clean
rxn26481	clean
rxn26483	salvaged
rxn26484	salvaged
rxn26485	salvaged
rxn26486	clean
rxn26489	salvaged
rxn26491	clean
rxn26494	clean
rxn26496	clean
rxn26497	clean
rxn26500	clean
rxn26501	clean
rxn26502	clean
rxn26503	clean
rxn26504	clean
rxn26505	clean
rxn26506	clean
rxn26507	clean
rxn26508	clean
rxn26509	salvaged
rxn26511	clean
rxn26512	clean
rxn26513	clean
rxn26514	salvaged
rxn26515	salvaged
rxn26517	clean
rxn26518	salvaged
rxn26519	clean
rxn26520	clean
rxn26521	clean
rxn26522	clean
rxn26523	clean
rxn26527	clean
rxn26529	clean
rxn26531	clean
rxn26535	clean
rxn26536	clean
rxn26537	clean
rxn26540	clean
rxn26541	clean
rxn26552	clean
rxn26555	clean
rxn26557	clean
rxn26558	clean
rxn26560	clean
rxn26561	clean
rxn26562	clean
rxn26563	clean
rxn26564	clean
rxn26570	clean
rxn26571	clean
rxn26577	clean
rxn26579	salvaged
rxn26580	clean
rxn26581	clean
rxn26582	clean
rxn26584	clean
rxn26585	clean
rxn26588	clean
rxn26589	clean
rxn26594	clean
rxn26595	clean
rxn26596	clean
rxn26600	clean
rxn26601	clean
rxn26604	clean
rxn26606	clean
rxn26607	clean
rxn26609	salvaged
rxn26611	salvaged
rxn26615	salvaged
rxn26617	clean
rxn26628	clean
rxn26629	clean
rxn26630	clean
rxn26632	clean
rxn26635	clean
rxn26640	clean
rxn26643	clean
rxn26644	clean
rxn26645	clean
rxn26647	clean
rxn26648	clean
rxn26656	salvaged
rxn26658	salvaged
rxn26662	clean
rxn26663	clean
rxn26664	clean
rxn26665	clean
rxn26666	clean
rxn26667	clean
rxn26668	clean
rxn26669	clean
rxn26670	salvaged
rxn26671	clean
rxn26672	clean
rxn26674	clean
rxn26683	clean
rxn26684	clean
rxn26685	clean
rxn26686	clean
rxn26687	clean
rxn26692	clean
rxn26693	clean
rxn26695	clean
rxn26696	clean
rxn26699	clean
rxn26700	clean
rxn26701	clean
rxn26702	salvaged
rxn26703	clean
rxn26705	clean
rxn26707	clean
rxn26711	clean
rxn26721	clean
rxn26723	clean
rxn26724	clean
rxn26725	salvaged
rxn26727	salvaged
rxn26730	salvaged
rxn26731	clean
rxn26732	clean
rxn26734	clean
rxn26735	clean
rxn26736	clean
rxn26737	clean
rxn26738	clean
rxn26739	salvaged
rxn26743	clean
rxn26744	clean
rxn26745	clean
rxn26746	clean
rxn26747	clean
rxn26748	salvaged
rxn26749	salvaged
rxn26750	salvaged
rxn26752	clean
rxn26753	salvaged
rxn26756	salvaged
rxn26757	clean
rxn26758	clean
rxn26759	salvaged
rxn26760	salvaged
rxn26761	clean
rxn26762	salvaged
rxn26763	salvaged
rxn26765	clean
rxn26766	clean
rxn26769	clean
rxn26772	clean
rxn26773	salvaged
rxn26774	clean
rxn26775	clean
rxn26776	clean
rxn26777	clean
rxn26778	clean
rxn26779	clean
rxn26780	salvaged
rxn26781	salvaged
rxn26783	clean
rxn26784	clean
rxn26786	clean
rxn26787	clean
rxn26788	clean
rxn26789	clean
rxn26790	clean
rxn26791	clean
rxn26792	clean
rxn26796	clean
rxn26797	clean
rxn26800	clean
rxn26809	clean
rxn26812	clean
rxn26816	clean
rxn26819	clean
rxn26820	clean
rxn26821	salvaged
rxn26822	salvaged
rxn26823	salvaged
rxn26824	clean
rxn26825	clean
rxn26827	clean
rxn26830	clean
rxn26833	clean
rxn26836	salvaged
rxn26837	salvaged
rxn26840	clean
rxn26841	clean
rxn26842	clean
rxn26843	clean
rxn26844	salvaged
rxn26845	clean
rxn26846	clean
rxn26847	clean
rxn26848	clean
rxn26849	clean
rxn26853	clean
rxn26859	clean
rxn26862	clean
rxn26865	clean
rxn26868	clean
rxn26874	clean
rxn26877	salvaged
rxn26880	clean
rxn26881	clean
rxn26882	clean
rxn26885	clean
rxn26888	clean
rxn26889	clean
rxn26890	clean
rxn26891	clean
rxn26892	clean
rxn26893	clean
rxn26894	clean
rxn26896	clean
rxn26898	clean
rxn26899	clean
rxn26900	clean
rxn26902	clean
rxn26905	clean
rxn26908	clean
rxn26909	clean
rxn26911	clean
rxn26914	clean
rxn26917	clean
rxn26918	clean
rxn26923	clean
rxn26926	salvaged
rxn26927	salvaged
rxn26928	salvaged
rxn26931	clean
rxn26932	clean
rxn26933	clean
rxn26938	clean
rxn26942	clean
rxn26944	clean
rxn26947	clean
rxn26953	clean
rxn26956	clean
rxn26959	salvaged
rxn26960	salvaged
rxn26961	salvaged
rxn26962	salvaged
rxn26965	clean
rxn26966	clean
rxn26967	clean
rxn26968	clean
rxn26970	salvaged
rxn26971	clean
rxn26972	clean
rxn26973	clean
rxn26975	clean
rxn26976	clean
rxn26977	clean
rxn26980	clean
rxn26981	clean
rxn26982	clean
rxn26983	clean
rxn26985	clean
rxn26986	clean
rxn26987	clean
rxn26988	clean
rxn26989	clean
rxn26990	clean
rxn26993	clean
rxn26994	clean
rxn26995	salvaged
rxn26996	clean
rxn26997	clean
rxn26998	salvaged
rxn26999	clean
rxn27000	clean
rxn27001	clean
rxn27002	clean
rxn27003	clean
rxn27004	clean
rxn27005	clean
rxn27006	clean
rxn27007	clean
rxn27008	clean
rxn27009	salvaged
rxn27010	salvaged
rxn27011	clean
rxn27012	clean
rxn27013	clean
rxn27014	salvaged
rxn27015	salvaged
rxn27016	salvaged
rxn27017	salvaged
rxn27018	salvaged
rxn27019	salvaged
rxn27023	salvaged
rxn27029	clean
rxn27030	clean
rxn27031	clean
rxn27032	clean
rxn27033	clean
rxn27034	clean
rxn27035	clean
rxn27036	clean
rxn27038	clean
rxn27039	clean
rxn27040	clean
rxn27041	clean
rxn27043	clean
rxn27044	clean
rxn27045	salvaged
rxn27046	salvaged
rxn27048	salvaged
rxn27050	salvaged
rxn27052	clean
rxn27054	clean
rxn27056	clean
rxn27057	clean
rxn27058	clean
rxn27059	clean
rxn27060	clean
rxn27061	salvaged
rxn27062	salvaged
rxn27063	salvaged
rxn27064	salvaged
rxn27065	salvaged
rxn27066	clean
rxn27068	salvaged
rxn27069	salvaged
rxn27070	salvaged
rxn27071	salvaged
rxn27072	salvaged
rxn27073	salvaged
rxn27074	clean
rxn27075	salvaged
rxn27076	clean
rxn27078	salvaged
rxn27079	clean
rxn27080	clean
rxn27081	clean
rxn27082	clean
rxn27084	salvaged
rxn27086	clean
rxn27087	clean
rxn27089	clean
rxn27090	clean
rxn27092	clean
rxn27094	clean
rxn27095	salvaged
rxn27096	clean
rxn27097	salvaged
rxn27098	clean
rxn27100	salvaged
rxn27101	clean
rxn27102	clean
rxn27104	clean
rxn27105	salvaged
rxn27106	salvaged
rxn27107	salvaged
rxn27108	clean
rxn27109	clean
rxn27110	clean
rxn27111	clean
rxn27157	clean
rxn27203	clean
rxn27204	clean
rxn27205	clean
rxn27210	salvaged
rxn27211	salvaged
rxn27212	salvaged
rxn27213	clean
rxn27214	salvaged
rxn27221	salvaged
rxn27222	salvaged
rxn27223	salvaged
rxn27224	clean
rxn27228	clean
rxn27229	clean
rxn27236	clean
rxn27238	clean
rxn27243	clean
rxn27251	clean
rxn27252	clean
rxn27253	salvaged
rxn27255	clean
rxn27256	clean
rxn27259	clean
rxn27260	clean
rxn27261	salvaged
rxn27262	salvaged
rxn27263	clean
rxn27264	clean
rxn27266	clean
rxn27268	clean
rxn27269	salvaged
rxn27270	salvaged
rxn27271	salvaged
rxn27272	salvaged
rxn27277	clean
rxn27282	clean
rxn27283	clean
rxn27284	salvaged
rxn27286	clean
rxn27287	clean
rxn27288	clean
rxn27289	salvaged
rxn27310	clean
rxn27313	clean
rxn27314	clean
rxn27315	salvaged
rxn27316	salvaged
rxn27317	salvaged
rxn27318	clean
rxn27320	salvaged
rxn27321	salvaged
rxn27322	clean
rxn27323	clean
rxn27324	salvaged
rxn27332	clean
rxn27333	clean
rxn27334	clean
rxn27336	clean
rxn27338	clean
rxn27339	clean
rxn27340	clean
rxn27341	clean
rxn27342	clean
rxn27343	clean
rxn27345	salvaged
rxn27347	salvaged
rxn27348	salvaged
rxn27349	salvaged
rxn27350	clean
rxn27351	clean
rxn27353	clean
rxn27354	clean
rxn27355	clean
rxn27356	clean
rxn27357	clean
rxn27358	clean
rxn27359	clean
rxn27360	clean
rxn27361	clean
rxn27362	salvaged
rxn27363	clean
rxn27373	clean
rxn27374	clean
rxn27375	clean
rxn27376	clean
rxn27378	clean
rxn27379	clean
rxn27380	clean
rxn27381	clean
rxn27382	clean
rxn27383	clean
rxn27386	clean
rxn27387	salvaged
rxn27389	salvaged
rxn27392	salvaged
rxn27394	salvaged
rxn27396	clean
rxn27397	clean
rxn27398	salvaged
rxn27399	salvaged
rxn27400	salvaged
rxn27401	clean
rxn27405	clean
rxn27406	clean
rxn27407	salvaged
rxn27408	clean
rxn27409	salvaged
rxn27410	salvaged
rxn27411	salvaged
rxn27412	clean
rxn27413	clean
rxn27414	clean
rxn27415	clean
rxn27417	salvaged
rxn27418	clean
rxn27419	clean
rxn27420	clean
rxn27421	salvaged
rxn27422	salvaged
rxn27423	clean
rxn27425	clean
rxn27426	clean
rxn27427	clean
rxn27428	clean
rxn27429	clean
rxn27430	clean
rxn27433	clean
rxn27436	clean
rxn27437	clean
rxn27438	salvaged
rxn27441	clean
rxn27442	clean
rxn27443	clean
rxn27445	clean
rxn27446	clean
rxn27447	clean
rxn27448	clean
rxn27452	salvaged
rxn27453	salvaged
rxn27454	clean
rxn27455	clean
rxn27458	clean
rxn27459	salvaged
rxn27460	clean
rxn27462	salvaged
rxn27468	clean
rxn27469	salvaged
rxn27481	salvaged
rxn27482	clean
rxn27484	clean
rxn27488	clean
rxn27491	salvaged
rxn27493	clean
rxn27495	clean
rxn27497	clean
rxn27501	salvaged
rxn27502	clean
rxn27503	salvaged
rxn27509	salvaged
rxn27510	salvaged
rxn27512	salvaged
rxn27515	salvaged
rxn27518	salvaged
rxn27520	clean
rxn27521	clean
rxn27522	clean
rxn27523	salvaged
rxn27524	clean
rxn27525	clean
rxn27529	clean
rxn27530	salvaged
rxn27531	clean
rxn27533	salvaged
rxn27534	salvaged
rxn27535	salvaged
rxn27539	clean
rxn27540	clean
rxn27541	clean
rxn27542	clean
rxn27543	clean
rxn27548	clean
rxn27549	salvaged
rxn27555	salvaged
rxn27559	clean
rxn27586	clean
rxn27587	clean
rxn27588	clean
rxn27589	clean
rxn27591	clean
rxn27592	clean
rxn27593	clean
rxn27594	clean
rxn27595	clean
rxn27596	clean
rxn27597	clean
rxn27598	clean
rxn27599	clean
rxn27600	clean
rxn27601	clean
rxn27608	clean
rxn27609	clean
rxn27610	clean
rxn27611	clean
rxn27612	clean
rxn27613	clean
rxn27614	clean
rxn27615	clean
rxn27616	clean
rxn27617	clean
rxn27618	clean
rxn27619	clean
rxn27623	salvaged
rxn27624	salvaged
rxn27625	salvaged
rxn27626	salvaged
rxn27628	clean
rxn27629	clean
rxn27630	clean
