ID	NAMES	FORMULA	CHARGE	MASS
G05845	(GlcNAc)3(LFuc)1(Man)3(Xyl)1	null	10000000	10000000
G05846	(Gal)2(GalNAc)1(Neu5Gc)2	null	10000000	10000000
G05848	XSGGGol	null	10000000	10000000
G05849	(Gal)3(GalNAc)1(GlcNAc)2(S)1	null	10000000	10000000
G05850	(Gal)3(GalNAc)1(GlcNAc)2(S)1	null	10000000	10000000
G05851	(GlcNAc)2(Man)5	null	10000000	10000000
G05852	(Gal)2(Glc)1(GlcNAc)2(LFuc)1(Cer)1	null	10000000	10000000
G05853	(Glc)2(Glc4Ac)1	null	10000000	10000000
G05854	(2,5-Anhydro-Man)1(GlcA)1(GlcN)2(GlcNAc)1(LIdoA)3(S)2	null	10000000	10000000
G05855	(Gal)2(GalNAc)1(GlcNAc)1(LFuc)3	null	10000000	10000000
G05856	(Gal)3(GlcNAc)3(LFuc)1	null	10000000	10000000
G05857	(Gal)3(Glc)1(GlcNAc)2(LFuc)1	null	10000000	10000000
G05858	(Gal)1(GlcNAc)3(Man)3	null	10000000	10000000
G05859	(Gal)1(GlcNAc)2(Man)3	null	10000000	10000000
G05860	(Gal)1(GalNAc)2(GlcNAc)1(Kdn)1(LFuc)2	null	10000000	10000000
G05861	(Gal)1(Gal3,4Py)1(GalNAc)1(Glc)1(Cer)1	null	10000000	10000000
G05862	(GlcNAc)4(Man)3	null	10000000	10000000
G05863	(Gal)3(GalNAc)1(GlcNAc)2(S)1	null	10000000	10000000
G05864	Sapindoside D	null	10000000	10000000
G05865	(Gal)2(GalNAc)1(GlcA)1(L4-en-thrHexA)1(Xyl)1(P)1(S)1	null	10000000	10000000
G05866	(Gal)2(GalNAc)1(GlcA)1(L4-en-thrHexA)1(Xyl)1(P)1(S)1	null	10000000	10000000
G05867	(Gal)2(GalNAc)1(GlcA)1(L4-en-thrHexA)1(Xyl)1(P)1(S)1	null	10000000	10000000
G05868	(Gal)2(GalNAc)1(GlcA)1(L4-en-thrHexA)1(Xyl)1(S)1	null	10000000	10000000
G05869	(Gal)2(GalNAc)1(GlcA)1(L4-en-thrHexA)1(Xyl)1(S)1	null	10000000	10000000
G05871	(2,5-Anhydro-Man-ol)1(Gal)3(Man)3	null	10000000	10000000
G05872	(GalNAc)1(GlcNAc)1(Man)1(Neu5Ac)1	null	10000000	10000000
G05873	(Gal)1(GlcNAc)1(Man)1(Neu5Ac)1(Asn)1	null	10000000	10000000
G05874	(Glc)3(Glc6Me)1(LFuc2Me)1(LRha2Me)2(LRha4Me)1	null	10000000	10000000
G05875	(Gal)2(GalNAc)1(Glc)1(Neu5Ac)1	null	10000000	10000000
G05876	(GlcNAc)2(LFuc)1(Man)4	null	10000000	10000000
G05877	Agaveside A	null	10000000	10000000
G05878	(Glc)2(Neu5Ac)2	null	10000000	10000000
G05879	(Gal)3(GlcNAc)3(LFuc)1	null	10000000	10000000
G05881	(Glc)4(GlcNAc)1(Lgro-manHep)3	null	10000000	10000000
G05882	(GlcNAc)2(Man)5	null	10000000	10000000
G05883	(Gal)3(L3,6-Anhydro-Gal)1(LGal)2(S)2	null	10000000	10000000
G05884	Org 33232; heparin/heparan sulfate	null	10000000	10000000
G05886	(Man)7	null	10000000	10000000
G05887	(GlcNAc)3(LFuc)1(Man)3	null	10000000	10000000
G05888	(GlcNAc)3(LFuc)1(Man)3	null	10000000	10000000
G05889	(GlcNAc)4(Man)3	null	10000000	10000000
G05890	(GlcNAc)4(Man)3	null	10000000	10000000
G05891	(GlcNAc)4(Man)3	null	10000000	10000000
G05892	(Gal)2(GalNAc)2(GlcNAc)1(Ser/Thr)1	null	10000000	10000000
G05893	(Glc)1(GlcNAc)2(Man)4	null	10000000	10000000
G05894	(Glc)8	null	10000000	10000000
G05895	(Gal)2(GlcA)1(GlcNAc)1(L4-en-thrHexA)1(Xyl)1(S)1(Ser)1	null	10000000	10000000
G05896	(Gal)4(GlcNAc)7(LFuc)5(Man)3	null	10000000	10000000
G05897	(GlcNAc)2(LFuc)1(Man)4	null	10000000	10000000
G05898	(GlcNAc)2(LFuc)1(Man)4	null	10000000	10000000
G05899	(Gal)3(GalNAc)1(GlcNAc)1(LFuc)2	null	10000000	10000000
G05900	(Gal)2(GalNAc)1(GlcNAc)1(Neu5Ac)1	null	10000000	10000000
G05902	(2,5-Anhydro-Man-ol)1(Gal)3(Man)3	null	10000000	10000000
G05903	(Gal)2(Glc)3(Lgro-manHep)1	null	10000000	10000000
G05904	(GlcNAc)3(LFuc)1(Man)3(Xyl)1	null	10000000	10000000
G05905	(GlcNAc)1(Man)6	null	10000000	10000000
G05906	(GlcNAc)1(Man)6	null	10000000	10000000
G05908	(GlcNAc)2(LRha)6	null	10000000	10000000
G05909	(GlcN)1(HexNAc)1(Man)4(P)2	null	10000000	10000000
G05910	(Gal)2(GalNAc)1(GlcNAc)1(Neu5Ac)1(S)1	null	10000000	10000000
G05911	Org 32544; heparin/heparan sulfate	null	10000000	10000000
G05912	(Gal)3(GalNAc)1(GlcNAc)2(S)1	null	10000000	10000000
G05913	Frondoside B	null	10000000	10000000
G05914	(Gal)1(GlcNAc)1(LFuc)1(Neu5Ac)1(Ser/Thr)1	null	10000000	10000000
G05915	(Gal)1(Glc)1(GlcNAc)1(Neu5Ac)1(Cer)1	null	10000000	10000000
G05916	(Gal)1(Glc)1(GlcNAc)1(Neu5Ac)1(Cer)1	null	10000000	10000000
G05917	(Gal)1(GalNAc)2(GlcNAc)1(Kdn)1(LFuc)2	null	10000000	10000000
G05918	(Gal)2(Gal3Me)1(GalNAc)1(Glc)1(Cer)1	null	10000000	10000000
G05919	(Man)6	null	10000000	10000000
G05920	(Gal)2(GalNAc)1(GlcNAc)2(LFuc)1(S)1	null	10000000	10000000
G05921	(Gal)3(GlcNAc)5(LFuc)1(Man)3(Neu5Ac)2(Asn)1	null	10000000	10000000
G05922	(Gal)2(GalNAc)1(Glc)3(GlcNAc)1	null	10000000	10000000
G05923	(Gal)2(GlcNAc)2(LFuc)2	null	10000000	10000000
G05924	(GlcN)2(Kdo)3(P)2	null	10000000	10000000
G05925	(Gal)1(GalNAc)1(GlcNAc)2(LFuc)1(Neu5Ac)1(S)1	null	10000000	10000000
G05926	(Fruf)6(Glc)1	null	10000000	10000000
G05927	(GalNAc)2(GlcA)2(S)2	null	10000000	10000000
G05928	(Gal)1(Glc)1(GlcNAc)1(LFuc)1(Neu5Ac)1	null	10000000	10000000
G05929	(GlcNAc)1(Man)6	null	10000000	10000000
G05931	(Gal)3(GalNAc)1(Glc)1(Cer)1	null	10000000	10000000
G05932	(Glc)2(Glc6Me)1(LRha)2(Xyl)1	null	10000000	10000000
G05933	Org 31213; heparin/heparan sulfate	null	10000000	10000000
G05934	(GalAN)1(Glc)1(GlcA)1(GlcN)2(Kdo)1(Lgro-manHep)1	null	10000000	10000000
G05935	(3dgalOct-2-ulop5NAc-onic)1(Gal)2(GalNAc)1(Glc)1(Cer)1	null	10000000	10000000
G05936	(Glc)4(GlcA)1(LRha)1(Man)1	null	10000000	10000000
G05937	(Galf)1(Glc)2(GlcNAc)2(LRha)1(Man)2	null	10000000	10000000
G05939	(Glc)7	null	10000000	10000000
G05940	(Glc)7	null	10000000	10000000
G05941	(Gal)1(GalNAc)1(Glc)1(GlcNAc)1(LFuc)1(Man)2(Neu5Ac)1	null	10000000	10000000
G05942	(2,5-Anhydro-Man)1(D/LHexA)2(GlcA)1(GlcN)3(LIdoA)1(S)4	null	10000000	10000000
G05943	(Gal)6(Glc)1(GlcNAc)6(Man)3	null	10000000	10000000
G05944	(Gal)1(GlcN)1(Man)3(P)1	null	10000000	10000000
G05945	(GlcNAc)1(Man)6	null	10000000	10000000
G05946	(GlcA)3(GlcNAc)4	null	10000000	10000000
G05947	(GlcN)7	null	10000000	10000000
G05948	(Gal)1(Gal4,6Py)1(Glc)2(GlcA)1(Man)2	null	10000000	10000000
G05949	(Gal)2(GalNAc)1(Glc)1(GlcNAc)1	null	10000000	10000000
G05950	(Glc)3(S)11	null	10000000	10000000
G05951	(Gal)4(Glc)1(GlcNAc)1	null	10000000	10000000
G05952	(GlcNAc)1(GlcNAc1N)1(Man)3	null	10000000	10000000
G05954	(Gal)3(GalNAc)1(Glc)1(Cer)1	null	10000000	10000000
G05955	(Glc)7	null	10000000	10000000
G05956	(Glc)7	null	10000000	10000000
G05957	(Gal)3(Glc)3	null	10000000	10000000
G05958	(Gal)3(Glc)3	null	10000000	10000000
G05959	(GlcA)1(GlcN)3(LIdoA)1(S)6	null	10000000	10000000
G05960	(Man)6	null	10000000	10000000
G05961	(Man)6	null	10000000	10000000
G05964	GXTGol	null	10000000	10000000
G05965	(Gal)3(GalNAc)1(GlcNAc)1(LFuc)2	null	10000000	10000000
G05966	(GlcNAc)2(LFuc)1(Man)4	null	10000000	10000000
G05967	ManLAM, non-reducing termini	null	10000000	10000000
G05968	(Gal)1(GalNAc)1(GlcNAc)1(Neu5Ac)1(S)1	null	10000000	10000000
G05969	(Gal)2(GlcNAc)1(Neu5Ac)1(S)1	null	10000000	10000000
G05970	(Gal)2(GlcNAc)1(Neu5Ac)1(S)1	null	10000000	10000000
G05971	(Gal)2(GlcNAc)1(Neu5Ac)1(S)1	null	10000000	10000000
G05972	(Gal)1(GlcNAc)1(Neu5Ac)1(S)1	null	10000000	10000000
G05973	(Gal)3(GalNAc)1(GlcNAc)2(LFuc)1	null	10000000	10000000
G05974	(Gal)3(GalNAc)1(GlcNAc)2(LFuc)1	null	10000000	10000000
G05975	(Gal)1(Glc)2(GlcNAc)1(Lgro-manHep)3	null	10000000	10000000
G05978	(Gal)3(L3,6-Anhydro-Gal2Me)3(S)1	null	10000000	10000000
G05979	(Gal)3(L3,6-Anhydro-Gal)3(S)1	null	10000000	10000000
G05980	(Man)6	null	10000000	10000000
G05981	(GlcNAc)4(Man)3	null	10000000	10000000
G05982	Ap5-Cer	null	10000000	10000000
G05983	(GlcNAc)3(Man)3(Xyl)1	null	10000000	10000000
G05984	(GlcNAc)3(Man)3(Xyl)1	null	10000000	10000000
G05985	SSGGol	null	10000000	10000000
G05986	(Glc)7	null	10000000	10000000
G05987	(Gal)1(GlcNAc)1(Neu5Ac)1(S)1	null	10000000	10000000
G05988	XXFGXLFGol	null	10000000	10000000
G05989	(Gal)1(Glc-ol)1(GlcNAc)1(LRha)5	null	10000000	10000000
G05990	(Man)7	null	10000000	10000000
G05991	(Gal)1(Glc)1(GlcNAc)1(Kdo)1(Lgro-manHep)2	null	10000000	10000000
G05992	(Gal)1(Glc)1(GlcNAc)1(Kdo)1(Lgro-manHep)2	null	10000000	10000000
G05993	(Gal)3(L3,6-Anhydro-Gal2Me)3(S)1	null	10000000	10000000
G05994	(Gal)2(Glc)2(GlcNAc)1(Hep)2(Kdo)1	null	10000000	10000000
G05995	(Gal)3(L3,6-Anhydro-Gal)3(S)1	null	10000000	10000000
G05996	(Gal)2(GlcNAc)2(Man)2	null	10000000	10000000
G05997	(GlcN)2(Kdo)3(P)1	null	10000000	10000000
G05998	(Gal)2(GalNAc)2(Glc)1(Cer)1	null	10000000	10000000
G05999	(Gal)4(GalNAc)1(Glc)1	null	10000000	10000000
G06000	(GlcA)2(Man)4(Xyl)1	null	10000000	10000000
G06001	RG-II|Rhamnogalacturonan II	null	10000000	10000000
G06002	(Gal)5	null	10000000	10000000
G06003	ManLAM, non-reducing termini	null	10000000	10000000
G06004	(GlcN)2(LIdoA)3(S)7	null	10000000	10000000
G06006	LXGGol	null	10000000	10000000
G06007	(Gal)3(GalNAc)1(Glc)1(Cer)1	null	10000000	10000000
G06008	(Gal)1(Glc)3(Lgro-manHep)3	null	10000000	10000000
G06009	(Gal)3(GlcNAc)5(LFuc)1(Man)3(Neu5Ac)2	null	10000000	10000000
G06010	(Gal)2(GalNAc)1(GlcNAc)1(LFuc)1(Neu5Ac)1	null	10000000	10000000
G06011	(Gal)3(Glc)1(GlcNAc)1(LFuc)2	null	10000000	10000000
G06012	(Gal)1(GalA)3(LRha)3	null	10000000	10000000
G06013	(Gal)2(GalNAc)1(Glc)1(S)2(Cer)1	null	10000000	10000000
G06014	Holotoxin B	null	10000000	10000000
G06015	(Gal)1(GalNAc)1(GlcNAc)1(Neu5Ac)1(S)1	null	10000000	10000000
G06016	(GlcA)2(GlcNAc)3(S)3	null	10000000	10000000
G06017	(Glc)7	null	10000000	10000000
G06018	(GlcNAc)1(LRha)6	null	10000000	10000000
G06019	(GlcNAc)3(Man)4	null	10000000	10000000
G06020	(Gal)2(GalNAc)1(Glc)1(GlcNAc)1(Cer)1	null	10000000	10000000
G06021	(Gal)3(Glc)1(GlcN)1	null	10000000	10000000
G06022	(Gal)3(Glc)1(GlcNAc)1(Cer)1	null	10000000	10000000
G06023	(Glc)1(GlcN)1(Lgro-manHep)4	null	10000000	10000000
G06024	(GlcN)3(LIdoA)3(S)9	null	10000000	10000000
G06025	(Gal)1(GalNAc)2(Galf)1(Glc)1(Rha)1	null	10000000	10000000
G06026	(4dlyxHex)1(GlcNAc)3(Man)1(Rha)1	null	10000000	10000000
G06027	(Gal)2(GalNAc)1(Glc)1(LFuc)1(Cer)1	null	10000000	10000000
G06028	(GlcNAc)3(Man)3	null	10000000	10000000
G06029	(GlcNAc)1(Man)6	null	10000000	10000000
G06030	(Gal)1(GalNAc)1(GlcNAc)1(Neu5Ac)1(Ser/Thr)1	null	10000000	10000000
G06031	(Gal)1(Galf)3(Glc)3	null	10000000	10000000
G06032	(Gal)1(Glc)1(GlcNAc)1(Kdo)1(Lgro-manHep)2	null	10000000	10000000
G06033	(D/LHep)2(Gal)2(Glc)1(GlcNAc)2(Kdo)1(P)1	null	10000000	10000000
G06034	(Gal)2(GlcNAc)4(Man)3(Neu5Ac)4	null	10000000	10000000
G06036	(D/LHep)2(Gal)2(Glc)1(GlcNAc)2(Kdo)1	null	10000000	10000000
G06037	(D/LHep)2(Gal)2(Glc)1(GlcNAc)2(Kdo)1	null	10000000	10000000
G06038	(Gal)2(Glc)1(GlcNAc)2(Hep)2(Kdo)1	null	10000000	10000000
G06039	(GlcNAc)3(Man)3(Asn)1	null	10000000	10000000
G06040	(Glc)3(GlcA)1(Man)1(P)1	null	10000000	10000000
G06041	(Gal)1(Galf)1(Glc)3(GlcA)1(LRha)1	null	10000000	10000000
G06042	(Glc)2(GlcNAc)2(Man)3	null	10000000	10000000
G06043	(Glc)1(GlcNAc)1(Man)5	null	10000000	10000000
G06044	(GlcNAc)3(Man)3(S)1	null	10000000	10000000
G06045	(Gal)4(Glc)1(GlcA)1	null	10000000	10000000
G06046	(3,6-Anhydro-Gal)2(Gal)2(S)4	null	10000000	10000000
G06048	(Gal)2(Man)4	null	10000000	10000000
G06049	(Glc)7	null	10000000	10000000
G06050	(GalNAc)2(GlcA)2(S)4	null	10000000	10000000
G06051	(Fruf)1(Glc)6(Glc4Me6Me)1	null	10000000	10000000
G06052	(Gal)1(GalNAc)1(Glc)1(Neu5Ac)1(Cer)1	null	10000000	10000000
G06053	(Gal)1(GalNAc)1(Glc)1(Neu5Ac)1(Cer)1	null	10000000	10000000
G06054	(Fuc)2(Gal)2(Glc)1(GlcNAc)1	null	10000000	10000000
G06055	(Glc)5(GlcNAc)1(Kdo)2	null	10000000	10000000
G06056	(Gal)3(GlcNAc)3	null	10000000	10000000
G06057	(Gal)3(Glc)1(GlcNAc)2	null	10000000	10000000
G06058	(Gal)3(GlcNAc)2	null	10000000	10000000
G06059	(Gal)2(GalNAc)1(Glc)1(GlcNAc4Me)1	null	10000000	10000000
G06060	GGFG	null	10000000	10000000
G06061	(Gal)2(GlcNAc)1(Man)2	null	10000000	10000000
G06062	(Glc)3(Kdo)1(Lgro-manHep)2	null	10000000	10000000
G06063	(Gal)2(Glc)1(GlcNAc)1(LFuc)3	null	10000000	10000000
G06064	(GlcA)1(GlcN)3(LIdoA)1(S)7	null	10000000	10000000
G06065	(Gal)1(Glc)1(Lgro-manHep)3	null	10000000	10000000
G06066	(GlcNAc)3(Man)3(Asn)1	null	10000000	10000000
G06067	(Gal)3(GalNAc)1(GlcNAc)2	null	10000000	10000000
G06069	para-Lacto-N-neohexaose	null	10000000	10000000
G06071	(Gal)3(GlcNAc)2	null	10000000	10000000
G06072	(Fuc)1(Gal)3(Glc)1(Cer)1	null	10000000	10000000
G06073	(Gal)1(GalNAc)2(LFuc)1(Neu)1	null	10000000	10000000
G06074	(Rha)6	null	10000000	10000000
G06075	(Glc)7	null	10000000	10000000
G06076	(Glc)7	null	10000000	10000000
G06077	(GlcA4Me)1(Xyl)6	null	10000000	10000000
G06078	(Gal)3(GlcNAc)3	null	10000000	10000000
G06079	Globo-H	null	10000000	10000000
G06080	(Gal)2(Glc)1(GlcA3OX)1(GlcNAc)1(Cer)1	null	10000000	10000000
G06081	(Gal)2(Glc)1(Glc6Me)1(GlcNAc)1(Cer)1	null	10000000	10000000
G06082	(Gal)2(Glc)2(GlcNAc)1(Cer)1	null	10000000	10000000
G06083	dongnoside A	null	10000000	10000000
G06084	(Ara)1(Gal)3(Man)1(P)1	null	10000000	10000000
G06085	(Gal)1(Glc3Ac4Ac6Ac)3	null	10000000	10000000
G06086	(Gal)1(Glc3Ac4Ac6Ac)3	null	10000000	10000000
G06087	(Fuc)1(Gal)1(Glc)2(LAraf)3	null	10000000	10000000
G06088	(Fuc)2(Gal)2(GalNAc)1(GlcNAc)1	null	10000000	10000000
G06089	(Gal)3(GalNAc)1(GlcNAc)5(Man)3(Neu5Ac)2	null	10000000	10000000
G06090	(Gal)2(Glc)1(GlcNAc)1(Neu)1	null	10000000	10000000
G06091	(GlcA)1(GlcNAc)3(LIdoA)1(S)5	null	10000000	10000000
G06092	(GlcA)1(GlcN)3(LIdoA)1(S)5	null	10000000	10000000
G06093	(Gal)3(GalNAc)1(GlcNAc)2	null	10000000	10000000
G06094	(GalA)6	null	10000000	10000000
G06095	(Gal)3(GlcA)1(LApi)1(LFuc)1(LRha)1	null	10000000	10000000
G06096	(Gal)6(Glc)1(GlcNAc)6(Man)3	null	10000000	10000000
G06097	(Gal)6(Glc)1(GlcNAc)6(Man)3	null	10000000	10000000
G06098	(2,5-Anhydro-Man)1(GlcN)2(LIdoA)2(S)8	null	10000000	10000000
G06099	(Gal)3(Glc)3	null	10000000	10000000
G06100	(GlcNAc)2(LRha)6	null	10000000	10000000
G06102	GLXGol	null	10000000	10000000
G06103	(Gal)5(Glc)1	null	10000000	10000000
G06104	(Gal)1(Glc)1(Kdo)1(Lgro-Hep)1(Lgro-manHep)2	null	10000000	10000000
G06105	(Glc)7	null	10000000	10000000
G06106	(Gal)2(GalNAc)1(GlcNAc)1(LFuc)2(S)1	null	10000000	10000000
G06107	GXLGol	null	10000000	10000000
G06108	(Glc)6	null	10000000	10000000
G06109	Chondroitin 4-sulfate	null	10000000	10000000
G06110	(Glc)4(Glc6Me)4	null	10000000	10000000
G06111	(Glc)8	null	10000000	10000000
G06112	(Glc)8	null	10000000	10000000
G06113	(Glc)8	null	10000000	10000000
G06114	(Glc)8	null	10000000	10000000
G06116	(Gal)2(GalNAc)1(GlcNAc)1(Neu5Ac)1(S)1	null	10000000	10000000
G06117	(GlcA)3(GlcNAc)3(L4-en-thrHexA)1	null	10000000	10000000
G06118	(Gal)2(GalNAc)1(GlcNAc)2	null	10000000	10000000
G06119	(Man)6	null	10000000	10000000
G06120	(Gal)2(Glc)1(GlcNAc)3	null	10000000	10000000
G06121	(Gal)1(GalNAc)2(GlcNAc)1(LFuc)1(Neu5Gc)1	null	10000000	10000000
G06122	(Gal)1(GalNAc)2(GlcNAc)1(LFuc)1(Neu5Ac)1	null	10000000	10000000
G06123	(Gal)3(GalNAc)1(Glc)1(LFuc)1	null	10000000	10000000
G06124	(Gal)3(GalNAc)1(Glc)1(LFuc)1	null	10000000	10000000
G06125	(Glc)2(Lgro-manHep)3	null	10000000	10000000
G06126	GXXGGol	null	10000000	10000000
G06127	(GalA6N)1(Glc)1(GlcNAc)2(P)1	null	10000000	10000000
G06128	(Glc)6(GlcN)1	null	10000000	10000000
G06129	(Glc)4(Lgro-manHep)3	null	10000000	10000000
G06130	(Gal)2(Glc)2(Man)2	null	10000000	10000000
G06131	(Glc)2(Neu5Ac)2	null	10000000	10000000
G06132	(GalNAc)1(GlcNAc)3(Man)3	null	10000000	10000000
G06133	(Gal)2(GalNAc)1(GlcNAc)1(LFuc)1(Ser/Thr)1	null	10000000	10000000
G06134	(Gal)1(Glc)3(LRha)2	null	10000000	10000000
G06135	(Glc)1(GlcNAc)1(Man)4	null	10000000	10000000
G06136	(Glc)8	null	10000000	10000000
G06137	(Gal)4(Glc)1(Man)1	null	10000000	10000000
G06138	(GlcNAc)3(LFuc)1(Man)3	null	10000000	10000000
G06139	(2,5-Anhydro-Man)1(Gal)2(GlcNAc)1(LFuc)1(S)2	null	10000000	10000000
G06140	(Gal)4(GlcNAc)2	null	10000000	10000000
G06142	(Gal)1(Glc)1(Neu5Ac)2	null	10000000	10000000
G06143	(Gal)3(Glc)3	null	10000000	10000000
G06144	(Glc)4(Xyl)3	null	10000000	10000000
G06145	(Gal)1(Glc)3(LAco)1(LXyl)6	null	10000000	10000000
G06146	(Gal)2(GalNAc)1(GlcA)1(L4-en-thrHexA)1(Xyl)1(P)1	null	10000000	10000000
G06147	(Gal)2(GalNAc)1(GlcA)1(L4-en-thrHexA)1(Xyl)1(P)1	null	10000000	10000000
G06148	(Gal)2(GalNAc)1(GlcA)1(L4-en-thrHexA)1(Xyl)1	null	10000000	10000000
G06149	(Gal)3(GlcNAc)2(LFuc)2	null	10000000	10000000
G06150	(Gal)1(GalNAc)1(Glc)1(GlcNAc)1(LFuc)1(Man)2	null	10000000	10000000
G06151	(Glc)6(GlcN)1	null	10000000	10000000
G06152	(Gal)3(GlcNAc)3	null	10000000	10000000
G06153	(Glc)7	null	10000000	10000000
G06154	(Glc)4(GlcA)1(LRha)1(Man)1	null	10000000	10000000
G06155	(Gal)4(Glc)1(Man)1	null	10000000	10000000
G06156	(Gal)2(GalNAc)2(Glc)2	null	10000000	10000000
G06157	Dipsacus saponin C	null	10000000	10000000
G06158	(GalNAc)2(GlcA)2(S)3	null	10000000	10000000
G06159	(Gal)5(GlcNAc)5(S)9	null	10000000	10000000
G06160	(Gal)3(LRha)1	null	10000000	10000000
G06161	Triploside F	null	10000000	10000000
G06162	(GlcNAc)4(GlcNFormyl)2	null	10000000	10000000
G06163	(GlcNAc)5(GlcNFormyl)1	null	10000000	10000000
G06164	(Fuc)1(Gal)2(GalNAc)1(GlcNAc)2	null	10000000	10000000
G06165	(Fruf)1(Gal)2(Glc)3	null	10000000	10000000
G06166	Hepta-b-glucoside	null	10000000	10000000
G06167	(Glc)1(GlcA)1(GlcN)1(Kdo)1(Lgro-manHep)2	null	10000000	10000000
G06168	(Gal)2(Glc)1(GlcNAc)1(LFuc)1(Cer)1	null	10000000	10000000
G06169	(Gal)2(Glc)1(GlcNAc)1(LFuc)1(Cer)1	null	10000000	10000000
G06170	(Gal)1(Glc)4(GlcA)1(Man)1	null	10000000	10000000
G06172	(Gal)3(GlcNAc)3	null	10000000	10000000
G06174	(Gal)2(GalNAc)1(Glc)1(GlcNAc)1(Cer)1	null	10000000	10000000
G06175	(Gal)2(GalNAc)1(GlcNAc)1(LFuc)1(Neu5Ac)1	null	10000000	10000000
G06177	XXGGGol	null	10000000	10000000
G06178	(GlcN6Ac)1(GlcNAc)4(LFuc2Me)1	null	10000000	10000000
G06179	(4-C-methyl-GlcA3Formyl)1(GalA)1(GlcNAc)2(P)1	null	10000000	10000000
G06180	(Gal)1(GlcA)1(GlcNAc)1(LFuc)2(LRha)2	null	10000000	10000000
G06181	(Gal)1(Glc)1(GlcNAc)1(Man)2	null	10000000	10000000
G06182	(2,5-Anhydro-Man)1(Gal)2(GlcNAc)1(S)4	null	10000000	10000000
G06183	(D/LHep)2(Gal)2(Glc)1(GlcNAc)2(Kdo)1(P)1	null	10000000	10000000
G06184	(Glc)8	null	10000000	10000000
G06185	(Man)5(P)1	null	10000000	10000000
G06186	(Gal)3(Glc)2(GlcNAc)1	null	10000000	10000000
G06187	(GlcN)2(LIdoA)2(S)6	null	10000000	10000000
G06188	(Gal3Me)2(GalA)3(LRha)1	null	10000000	10000000
G06189	(Gal)3(L3,6-Anhydro-Gal)2(LGal)1(S)1	null	10000000	10000000
G06190	(Gal)1(Glc)4(GlcA)1(Man)1	null	10000000	10000000
G06191	(Glc)7	null	10000000	10000000
G06192	(2,5-Anhydro-Man)1(Gal)2(GlcNAc)1(LFuc)1(S)3	null	10000000	10000000
G06193	Triploside 5	null	10000000	10000000
G06194	(Gal)2(GlcNAc)3(Man)1	null	10000000	10000000
G06195	(Gal)1(Glc)5	null	10000000	10000000
G06196	(Gal)1(Glc)5	null	10000000	10000000
G06197	(Gal)2(GalNAc)2(GlcNAc)1(LFuc)1	null	10000000	10000000
G06198	(Gal)1(Gal6Me)2(L3,6-Anhydro-Gal)3	null	10000000	10000000
G06199	(Gal)2(Gal6Me)1(L3,6-Anhydro-Gal)3	null	10000000	10000000
G06201	(Gal)3(GlcNAc)3	null	10000000	10000000
G06203	(Gal)4(LRha)2	null	10000000	10000000
G06204	(GalA)3(LRha)1	null	10000000	10000000
G06205	(GlcNAc)3(LFuc)1(Man)3	null	10000000	10000000
G06206	iGB4-Cer IV3-sulfate	null	10000000	10000000
G06207	(2,3-Anhydro-Man)2(Glc)5	null	10000000	10000000
G06208	(2,5-Anhydro-Man)1(GlcA)1(GlcN)2(LIdoA)1(S)6	null	10000000	10000000
G06209	(Gal)2(Glc)2(Man)2	null	10000000	10000000
G06210	(GlcNAc)2(LFuc)1(Man)3(Xyl)1	null	10000000	10000000
G06211	(Fuc)1(Glc)1(LRha)3	null	10000000	10000000
G06212	(Gal)1(Galf)1(Galf5,6Py)1(Glc)1(GlcA)1(LRha)1	null	10000000	10000000
G06214	(GlcNAc)1(Hex)1(LFuc)1(Man)3(Xyl)1	null	10000000	10000000
G06215	(4-C-methyl-GlcA6N)1(GalA6N)1(GlcNAc)1(QuiNAc)1(P)1	null	10000000	10000000
G06216	(Gal)1(Glc)2(Xyl)2	null	10000000	10000000
G06218	(Gal)2(GalNAc)1(GlcNAc)3	null	10000000	10000000
G06219	Pharbitic acid B	null	10000000	10000000
G06220	(Gal)2(GlcN)1(GlcNAc)1(LFuc)2	null	10000000	10000000
G06221	(Gal)2(Glc1N)1(GlcNAc)1(LFuc)2	null	10000000	10000000
G06222	GXSGol	null	10000000	10000000
G06223	(Glc)5(S)5	null	10000000	10000000
G06224	(Api)1(Gal)1(LAceAf3Ac)1(LAra)1(LAraf)1(LFuc2Me)1(LRha)2	null	10000000	10000000
G06225	(Gal)3(GalNAc)1(GlcNAc)1(LFuc)1	null	10000000	10000000
G06226	(Gal)1(Glc)2(Man)3	null	10000000	10000000
G06227	(Gal)3(Glc)2(GlcA)1	null	10000000	10000000
G06228	(Glc)8	null	10000000	10000000
G06229	Marthasteroside B	null	10000000	10000000
G06231	(Gal)3(GlcNAc)3	null	10000000	10000000
G06232	(Gal)2(GalNAc)1(GlcNAc)2(LFuc)1	null	10000000	10000000
G06233	(Gal)2(GalNAc)1(GlcNAc)2(LFuc)1	null	10000000	10000000
G06234	(Gal)4(GlcNAc)6(Man)3(Neu5Ac)2	null	10000000	10000000
G06235	(Fuc2Me)1(GlcN)1(GlcNAc)4	null	10000000	10000000
G06237	(Gal)1(Galf)1(GlcN)1(Man)2	null	10000000	10000000
G06238	(Gal)2(GalNAc)2(GlcNAc)1(LFuc)1	null	10000000	10000000
G06239	(Gal)3(GlcNAc)3	null	10000000	10000000
G06240	(Gal)3(Glc)1(GlcNAc)2	null	10000000	10000000
G06241	Mannohexaose	null	10000000	10000000
