ModelSEED ID	External ID	External Name
R00705	rn01200	Carbon metabolism
R00706	rn00410	beta-Alanine metabolism
R00706	rn00562	Inositol phosphate metabolism
R00706	rn00640	Propanoate metabolism
R00706	rn01200	Carbon metabolism
R00707	rn00250	Alanine, aspartate and glutamate metabolism
R00707	rn00330	Arginine and proline metabolism
R00708	rn00250	Alanine, aspartate and glutamate metabolism
R00708	rn00330	Arginine and proline metabolism
R00709	rn00020	Citrate cycle (TCA cycle)
R00709	rn01110	Biosynthesis of secondary metabolites
R00709	rn01200	Carbon metabolism
R00709	rn01210	2-Oxocarboxylic acid metabolism
R00709	rn01230	Biosynthesis of amino acids
R00710	rn00010	Glycolysis / Gluconeogenesis
R00710	rn00620	Pyruvate metabolism
R00710	rn01110	Biosynthesis of secondary metabolites
R00711	rn00010	Glycolysis / Gluconeogenesis
R00711	rn00620	Pyruvate metabolism
R00713	rn00250	Alanine, aspartate and glutamate metabolism
R00713	rn00350	Tyrosine metabolism
R00713	rn00650	Butanoate metabolism
R00714	rn00250	Alanine, aspartate and glutamate metabolism
R00714	rn00350	Tyrosine metabolism
R00714	rn00650	Butanoate metabolism
R00715	rn00300	Lysine biosynthesis
R00715	rn00310	Lysine degradation
R00715	rn01110	Biosynthesis of secondary metabolites
R00715	rn01230	Biosynthesis of amino acids
R00716	rn00310	Lysine degradation
R00716	rn01110	Biosynthesis of secondary metabolites
R00717	rn00630	Glyoxylate and dicarboxylate metabolism
R00719	rn00230	Purine metabolism
R00720	rn00230	Purine metabolism
R00722	rn00230	Purine metabolism
R00723	rn00230	Purine metabolism
R00726	rn00010	Glycolysis / Gluconeogenesis
R00726	rn00020	Citrate cycle (TCA cycle)
R00726	rn00620	Pyruvate metabolism
R00726	rn01110	Biosynthesis of secondary metabolites
R00727	rn00020	Citrate cycle (TCA cycle)
R00727	rn01110	Biosynthesis of secondary metabolites
R00727	rn01200	Carbon metabolism
R00728	rn00350	Tyrosine metabolism
R00729	rn00350	Tyrosine metabolism
R00729	rn00400	Phenylalanine, tyrosine and tryptophan biosynthesis
R00729	rn00950	Isoquinoline alkaloid biosynthesis
R00730	rn00460	Cyanoamino acid metabolism
R00730	rn01110	Biosynthesis of secondary metabolites
R00731	rn00350	Tyrosine metabolism
R00731	rn00950	Isoquinoline alkaloid biosynthesis
R00731	rn00965	Betalain biosynthesis
R00731	rn01110	Biosynthesis of secondary metabolites
R00732	rn00400	Phenylalanine, tyrosine and tryptophan biosynthesis
R00732	rn01230	Biosynthesis of amino acids
R00733	rn00400	Phenylalanine, tyrosine and tryptophan biosynthesis
R00733	rn01230	Biosynthesis of amino acids
R00734	rn00130	Ubiquinone and other terpenoid-quinone biosynthesis
R00734	rn00350	Tyrosine metabolism
R00734	rn00400	Phenylalanine, tyrosine and tryptophan biosynthesis
R00734	rn00401	Novobiocin biosynthesis
R00734	rn00950	Isoquinoline alkaloid biosynthesis
R00734	rn01110	Biosynthesis of secondary metabolites
R00734	rn01210	2-Oxocarboxylic acid metabolism
R00734	rn01230	Biosynthesis of amino acids
R00736	rn00350	Tyrosine metabolism
R00736	rn00950	Isoquinoline alkaloid biosynthesis
R00736	rn01110	Biosynthesis of secondary metabolites
R00737	rn00350	Tyrosine metabolism
R00737	rn00940	Phenylpropanoid biosynthesis
R00737	rn01110	Biosynthesis of secondary metabolites
R00739	rn00350	Tyrosine metabolism
R00740	rn00640	Propanoate metabolism
R00740	rn00720	Carbon fixation pathways in prokaryotes
R00740	rn01200	Carbon metabolism
R00742	rn00061	Fatty acid biosynthesis
R00742	rn00253	Tetracycline biosynthesis
R00742	rn00254	Aflatoxin biosynthesis
R00742	rn00620	Pyruvate metabolism
R00742	rn00640	Propanoate metabolism
R00742	rn00720	Carbon fixation pathways in prokaryotes
R00742	rn01110	Biosynthesis of secondary metabolites
R00742	rn01200	Carbon metabolism
R00742	rn01212	Fatty acid metabolism
R00743	rn00410	beta-Alanine metabolism
R00743	rn00640	Propanoate metabolism
R00744	rn00640	Propanoate metabolism
R00746	rn00010	Glycolysis / Gluconeogenesis
R00746	rn01110	Biosynthesis of secondary metabolites
R00747	rn00440	Phosphonate and phosphinate metabolism
R00748	rn00564	Glycerophospholipid metabolism
R00749	rn00564	Glycerophospholipid metabolism
R00750	rn00360	Phenylalanine metabolism
R00750	rn00362	Benzoate degradation
R00750	rn00621	Dioxin degradation
R00750	rn00622	Xylene degradation
R00750	rn01220	Degradation of aromatic compounds
R00751	rn00260	Glycine, serine and threonine metabolism
R00751	rn01110	Biosynthesis of secondary metabolites
R00751	rn01230	Biosynthesis of amino acids
R00753	rn00620	Pyruvate metabolism
R00754	rn00010	Glycolysis / Gluconeogenesis
R00754	rn01110	Biosynthesis of secondary metabolites
R00755	rn00010	Glycolysis / Gluconeogenesis
R00756	rn00680	Methane metabolism
R00756	rn01200	Carbon metabolism
R00761	rn00710	Carbon fixation in photosynthetic organisms
R00762	rn00680	Methane metabolism
R00762	rn00710	Carbon fixation in photosynthetic organisms
R00762	rn01200	Carbon metabolism
R00765	rn00520	Amino sugar and nucleotide sugar metabolism
R00766	rn00500	Starch and sucrose metabolism
R00768	rn00250	Alanine, aspartate and glutamate metabolism
R00768	rn00520	Amino sugar and nucleotide sugar metabolism
R00768	rn01110	Biosynthesis of secondary metabolites
R00774	rn00330	Arginine and proline metabolism
R00776	rn00230	Purine metabolism
R00778	rn00791	Atrazine degradation
R00781	rn00920	Sulfur metabolism
R00782	rn00270	Cysteine and methionine metabolism
R00783	rn00910	Nitrogen metabolism
R00785	rn00910	Nitrogen metabolism
R00787	rn00910	Nitrogen metabolism
R00789	rn00910	Nitrogen metabolism
R00790	rn00910	Nitrogen metabolism
R00791	rn00910	Nitrogen metabolism
R00792	rn00910	Nitrogen metabolism
R00794	rn00910	Nitrogen metabolism
R00796	rn00910	Nitrogen metabolism
R00798	rn00910	Nitrogen metabolism
R00801	rn00052	Galactose metabolism
R00802	rn00500	Starch and sucrose metabolism
R00803	rn00500	Starch and sucrose metabolism
R00805	rn00500	Starch and sucrose metabolism
R00806	rn00500	Starch and sucrose metabolism
R00807	rn00500	Starch and sucrose metabolism
R00811	rn00500	Starch and sucrose metabolism
R00812	rn00361	Chlorocyclohexane and chlorobenzene degradation
R00812	rn00362	Benzoate degradation
R00812	rn01220	Degradation of aromatic compounds
R00813	rn00362	Benzoate degradation
R00813	rn01220	Degradation of aromatic compounds
R00815	rn00627	Aminobenzoate degradation
R00816	rn00362	Benzoate degradation
R00816	rn01220	Degradation of aromatic compounds
R00817	rn00362	Benzoate degradation
R00817	rn01220	Degradation of aromatic compounds
R00818	rn00621	Dioxin degradation
R00818	rn00624	Polycyclic aromatic hydrocarbon degradation
R00818	rn00626	Naphthalene degradation
R00818	rn01220	Degradation of aromatic compounds
R00821	rn00362	Benzoate degradation
R00821	rn00627	Aminobenzoate degradation
R00822	rn00362	Benzoate degradation
R00823	rn00627	Aminobenzoate degradation
R00825	rn00627	Aminobenzoate degradation
R00829	rn00360	Phenylalanine metabolism
R00829	rn00362	Benzoate degradation
R00830	rn00260	Glycine, serine and threonine metabolism
R00830	rn00860	Porphyrin and chlorophyll metabolism
R00832	rn00330	Arginine and proline metabolism
R00833	rn00280	Valine, leucine and isoleucine degradation
R00833	rn00630	Glyoxylate and dicarboxylate metabolism
R00833	rn00640	Propanoate metabolism
R00833	rn00720	Carbon fixation pathways in prokaryotes
R00833	rn01200	Carbon metabolism
R00837	rn00500	Starch and sucrose metabolism
R00838	rn00500	Starch and sucrose metabolism
R00841	rn00561	Glycerolipid metabolism
R00842	rn00564	Glycerophospholipid metabolism
R00844	rn00564	Glycerophospholipid metabolism
R00846	rn00564	Glycerophospholipid metabolism
R00847	rn00561	Glycerolipid metabolism
R00848	rn00564	Glycerophospholipid metabolism
R00851	rn00561	Glycerolipid metabolism
R00851	rn00564	Glycerophospholipid metabolism
R00855	rn00564	Glycerophospholipid metabolism
R00856	rn00564	Glycerophospholipid metabolism
R00858	rn00920	Sulfur metabolism
R00859	rn00920	Sulfur metabolism
R00861	rn00920	Sulfur metabolism
R00863	rn00270	Cysteine and methionine metabolism
R00865	rn00051	Fructose and mannose metabolism
R00866	rn00051	Fructose and mannose metabolism
R00867	rn00051	Fructose and mannose metabolism
R00868	rn00051	Fructose and mannose metabolism
R00870	rn00051	Fructose and mannose metabolism
R00872	rn00051	Fructose and mannose metabolism
R00875	rn00051	Fructose and mannose metabolism
R00877	rn00051	Fructose and mannose metabolism
R00878	rn00051	Fructose and mannose metabolism
R00879	rn00051	Fructose and mannose metabolism
R00880	rn00051	Fructose and mannose metabolism
R00880	rn00520	Amino sugar and nucleotide sugar metabolism
R00881	rn00051	Fructose and mannose metabolism
R00883	rn00051	Fructose and mannose metabolism
R00883	rn00520	Amino sugar and nucleotide sugar metabolism
R00883	rn01110	Biosynthesis of secondary metabolites
R00885	rn00051	Fructose and mannose metabolism
R00885	rn00520	Amino sugar and nucleotide sugar metabolism
R00885	rn01110	Biosynthesis of secondary metabolites
R00887	rn00051	Fructose and mannose metabolism
R00888	rn00051	Fructose and mannose metabolism
R00888	rn00520	Amino sugar and nucleotide sugar metabolism
R00889	rn00053	Ascorbate and aldarate metabolism
R00889	rn00520	Amino sugar and nucleotide sugar metabolism
R00889	rn01110	Biosynthesis of secondary metabolites
R00890	rn00051	Fructose and mannose metabolism
R00891	rn00260	Glycine, serine and threonine metabolism
R00892	rn00270	Cysteine and methionine metabolism
R00893	rn00270	Cysteine and methionine metabolism
R00893	rn00430	Taurine and hypotaurine metabolism
R00894	rn00480	Glutathione metabolism
R00895	rn00270	Cysteine and methionine metabolism
R00896	rn00270	Cysteine and methionine metabolism
R00897	rn00270	Cysteine and methionine metabolism
R00897	rn00920	Sulfur metabolism
R00897	rn01200	Carbon metabolism
R00897	rn01230	Biosynthesis of amino acids
R00899	rn00480	Glutathione metabolism
R00900	rn00270	Cysteine and methionine metabolism
R00901	rn00270	Cysteine and methionine metabolism
R00901	rn00430	Taurine and hypotaurine metabolism
R00903	rn00270	Cysteine and methionine metabolism
R00904	rn00410	beta-Alanine metabolism
R00905	rn00240	Pyrimidine metabolism
R00905	rn00410	beta-Alanine metabolism
R00905	rn00770	Pantothenate and CoA biosynthesis
R00907	rn00410	beta-Alanine metabolism
R00907	rn00640	Propanoate metabolism
R00908	rn00410	beta-Alanine metabolism
R00908	rn00640	Propanoate metabolism
R00909	rn00410	beta-Alanine metabolism
R00910	rn00410	beta-Alanine metabolism
R00911	rn00410	beta-Alanine metabolism
R00912	rn00410	beta-Alanine metabolism
R00914	rn00640	Propanoate metabolism
R00918	rn00522	Biosynthesis of 12-, 14- and 16-membered macrolides
R00918	rn01110	Biosynthesis of secondary metabolites
R00919	rn00720	Carbon fixation pathways in prokaryotes
R00919	rn01200	Carbon metabolism
R00920	rn00640	Propanoate metabolism
R00921	rn00640	Propanoate metabolism
R00923	rn00640	Propanoate metabolism
R00924	rn00410	beta-Alanine metabolism
R00926	rn00640	Propanoate metabolism
R00927	rn00280	Valine, leucine and isoleucine degradation
R00927	rn01110	Biosynthesis of secondary metabolites
R00928	rn00620	Pyruvate metabolism
R00928	rn00640	Propanoate metabolism
R00930	rn00640	Propanoate metabolism
R00931	rn00640	Propanoate metabolism
R00932	rn00660	C5-Branched dibasic acid metabolism
R00934	rn00630	Glyoxylate and dicarboxylate metabolism
R00934	rn00660	C5-Branched dibasic acid metabolism
R00934	rn00720	Carbon fixation pathways in prokaryotes
R00934	rn01200	Carbon metabolism
R00935	rn00280	Valine, leucine and isoleucine degradation
R00935	rn00640	Propanoate metabolism
R00936	rn00670	One carbon pool by folate
R00936	rn00790	Folate biosynthesis
R00937	rn00670	One carbon pool by folate
R00937	rn00790	Folate biosynthesis
R00939	rn00670	One carbon pool by folate
R00939	rn00790	Folate biosynthesis
R00940	rn00670	One carbon pool by folate
R00940	rn00790	Folate biosynthesis
R00941	rn00670	One carbon pool by folate
R00942	rn00790	Folate biosynthesis
R00943	rn00670	One carbon pool by folate
R00943	rn00720	Carbon fixation pathways in prokaryotes
R00943	rn01200	Carbon metabolism
R00944	rn00630	Glyoxylate and dicarboxylate metabolism
R00944	rn00670	One carbon pool by folate
R00945	rn00260	Glycine, serine and threonine metabolism
R00945	rn00460	Cyanoamino acid metabolism
R00945	rn00630	Glyoxylate and dicarboxylate metabolism
R00945	rn00670	One carbon pool by folate
R00945	rn00680	Methane metabolism
R00945	rn01110	Biosynthesis of secondary metabolites
R00945	rn01200	Carbon metabolism
R00945	rn01230	Biosynthesis of amino acids
R00946	rn00270	Cysteine and methionine metabolism
R00946	rn00670	One carbon pool by folate
R00946	rn01110	Biosynthesis of secondary metabolites
R00946	rn01230	Biosynthesis of amino acids
R00947	rn00010	Glycolysis / Gluconeogenesis
R00948	rn00500	Starch and sucrose metabolism
R00948	rn00520	Amino sugar and nucleotide sugar metabolism
R00948	rn01110	Biosynthesis of secondary metabolites
R00949	rn00500	Starch and sucrose metabolism
R00951	rn00500	Starch and sucrose metabolism
R00952	rn00500	Starch and sucrose metabolism
R00954	rn00500	Starch and sucrose metabolism
R00954	rn00520	Amino sugar and nucleotide sugar metabolism
R00955	rn00052	Galactose metabolism
R00955	rn00520	Amino sugar and nucleotide sugar metabolism
R00955	rn01110	Biosynthesis of secondary metabolites
R00956	rn00500	Starch and sucrose metabolism
R00956	rn00520	Amino sugar and nucleotide sugar metabolism
R00956	rn01110	Biosynthesis of secondary metabolites
R00959	rn00010	Glycolysis / Gluconeogenesis
R00959	rn00052	Galactose metabolism
R00959	rn00500	Starch and sucrose metabolism
R00959	rn00520	Amino sugar and nucleotide sugar metabolism
R00959	rn01110	Biosynthesis of secondary metabolites
