reaction_id	name	grade	projected_grade	mechanism_grade	limiting_compound	reason	n_compounds	n_graded	distinct_grades	in_priority_scope	dg_prime_kcal_per_mol	uncertainty_kcal_per_mol
rxn25556	monocyclic monoterpene ketone monooxygenase	BRONZE	BRONZE	SILVER	cpd21779	MolGpKa, sites chemically distinct	7	7	3	0	-90.593	1.276
rxn25557	RXN-9415.c	BRONZE	BRONZE	SILVER	cpd08734	MolGpKa, sites chemically distinct	7	7	3	0	-90.593	1.276
rxn25558	RXN-9417.c	BRONZE	BRONZE	SILVER	cpd08259	MolGpKa, sites chemically distinct	3	3	2	0	-13.114	0.832
rxn25560	RXN-942.c	BRONZE	BRONZE	SILVER	cpd22030	MolGpKa, sites chemically distinct	3	3	3	0	-10.659	0.543
rxn25561	RXN-9422.c	BRONZE	BRONZE	SILVER	cpd08273	MolGpKa, sites chemically distinct	5	5	3	0	4.476	0.259
rxn25562	RXN-9423.c	BRONZE	BRONZE	SILVER	cpd08273	MolGpKa, sites chemically distinct	6	6	2	0	0.639	0.373
rxn25563	RXN-943.c	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd22031	MolGpKa with symmetry collapse	4	4	3	0	-0.357	0.424
rxn25564	RXN-9432.c	BRONZE	BRONZE	SILVER	cpd22542	MolGpKa, sites chemically distinct	4	4	2	0	-5.930	0.995
rxn25565	RXN-9436.c	BRONZE	BRONZE	SILVER	cpd22541	MolGpKa, sites chemically distinct	4	4	2	0	-5.930	0.995
rxn25566	RXN-9437.c	BRONZE	BRONZE	BRONZE	cpd07088	MolGpKa, sites chemically distinct	5	5	3	0	-7.946	2.117
rxn25568	RXN-9438.c	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd22545	MolGpKa with symmetry collapse	5	5	3	0	5.019	0.595
rxn25569	RXN-9439.c	BRONZE	BRONZE	BRONZE	cpd00190	MolGpKa, sites chemically distinct	5	5	2	0	1.542	2.101
rxn25571	monocyclic monoterpene ketone monooxygenase	SILVER	SILVER	GOLD	cpd00005	ChemAxon ladder from pinned cache	7	7	2	0	-90.593	1.276
rxn25572	RXN-9442.c	SILVER	SILVER	GOLD	cpd00005	ChemAxon ladder from pinned cache	7	7	2	0	-90.593	1.276
rxn25573	RXN-9443.c	BRONZE	BRONZE	SILVER	cpd22183	MolGpKa, sites chemically distinct	4	4	2	0	-5.930	0.995
rxn25575	RXN-9446.c	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd04324	MolGpKa with symmetry collapse	5	5	2	0	-11.632	1.017
rxn25576	RXN-9447.c	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd04324	MolGpKa with symmetry collapse	4	4	3	0	-4.587	0.346
rxn25577	RXN-9448.c	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd22544	MolGpKa with symmetry collapse	4	4	3	0	-9.490	1.106
rxn25578	RXN-9449.c	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd22544	MolGpKa with symmetry collapse	5	5	3	0	-5.229	0.483
rxn25580	RXN-9450.c	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd22546	MolGpKa with symmetry collapse	5	5	4	0	10.336	23901.844
rxn25581	RXN-9451.c	BRONZE	BRONZE	SILVER	cpd04329	MolGpKa, sites chemically distinct	5	5	3	0	11.972	23902.291
rxn25582	RXN-9453.e	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd04330	MolGpKa with symmetry collapse	4	4	3	0	-1.257	0.487
rxn25584	RXN-9460.c	BRONZE	BRONZE	SILVER	cpd22562	MolGpKa, sites chemically distinct	4	4	2	0	-274.132	2.643
rxn25591	(-)-limonene 6-hydroxylase	BRONZE	BRONZE	SILVER	cpd08249	MolGpKa, sites chemically distinct	7	7	3	0	-95.422	0.828
rxn25594	RXN-9470.c	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd22571	MolGpKa with symmetry collapse	4	4	2	0	-4.343	0.610
rxn25595	RXN-9471.c	SILVER	SILVER	GOLD	cpd00838	ChemAxon ladder from pinned cache	3	3	2	0	-7.072	0.462
rxn25596	RXN-9471.p	SILVER	SILVER	GOLD	cpd00838	ChemAxon ladder from pinned cache	3	3	2	0	-7.072	0.462
rxn25599	germacradienol lyase	BRONZE	BRONZE	SILVER	cpd14864	MolGpKa, sites chemically distinct	3	3	2	0	-9.969	23902.384
rxn25600	geosmin synthase	BRONZE	BRONZE	SILVER	cpd15002	MolGpKa, sites chemically distinct	3	3	2	0	9.077	1.559
rxn25605	RXN-9481.c	BRONZE	BRONZE	BRONZE	cpd22583	MolGpKa, sites chemically distinct	7	7	3	0	-93.771	0.788
rxn25606	RXN-9481.v	BRONZE	BRONZE	BRONZE	cpd22583	MolGpKa, sites chemically distinct	7	7	3	0	-93.771	0.788
rxn25607	RXN-9482.c	BRONZE	BRONZE	BRONZE	cpd22583	MolGpKa, sites chemically distinct	7	7	3	0	-93.771	0.788
rxn25608	RXN-9482.v	BRONZE	BRONZE	BRONZE	cpd22583	MolGpKa, sites chemically distinct	7	7	3	0	-93.771	0.788
rxn25609	RXN-9483.c	BRONZE	BRONZE	BRONZE	cpd22584	MolGpKa, sites chemically distinct	5	5	3	0	4.462	0.259
rxn25610	RXN-9484.c	BRONZE	BRONZE	BRONZE	cpd22585	MolGpKa, sites chemically distinct	5	5	3	0	4.462	0.259
rxn25611	RXN-9485.c	BRONZE	BRONZE	BRONZE	cpd22586	MolGpKa, sites chemically distinct	3	3	2	0	-36.867	23903.836
rxn25612	RXN-9486.c	BRONZE	BRONZE	BRONZE	cpd22587	MolGpKa, sites chemically distinct	7	7	3	0	-75.118	23903.664
rxn25613	RXN-9486.v	BRONZE	BRONZE	BRONZE	cpd22587	MolGpKa, sites chemically distinct	7	7	3	0	-75.118	23903.664
rxn25614	RXN-9487.c	BRONZE	BRONZE	BRONZE	cpd22588	MolGpKa, sites chemically distinct	7	7	3	0	-100.634	0.905
rxn25615	RXN-9488.c	BRONZE	BRONZE	BRONZE	cpd22590	MolGpKa, sites chemically distinct	5	5	3	0	-6.206	0.558
rxn25616	RXN-9489.c	BRONZE	BRONZE	BRONZE	cpd22588	MolGpKa, sites chemically distinct	4	4	2	0	-5.786	2.202
rxn25617	RXN-9490.c	BRONZE	BRONZE	BRONZE	cpd22590	MolGpKa, sites chemically distinct	4	4	2	0	-5.773	2.202
rxn25618	RXN-9491.c	BRONZE	BRONZE	BRONZE	cpd22591	MolGpKa, sites chemically distinct	5	5	3	0	5.443	1.018
rxn25619	RXN-9492.c	BRONZE	BRONZE	BRONZE	cpd22589	MolGpKa, sites chemically distinct	7	7	3	0	-100.621	0.905
rxn25620	RXN-9493.c	BRONZE	BRONZE	BRONZE	cpd22592	MolGpKa, sites chemically distinct	4	4	3	0	5.010	2.154
rxn25621	RXN-9494.c	BRONZE	BRONZE	BRONZE	cpd22591	MolGpKa, sites chemically distinct	3	3	2	0	-8.389	3.286
rxn25622	RXN-9495.c	BRONZE	BRONZE	BRONZE	cpd22594	MolGpKa, sites chemically distinct	5	5	3	0	-31.979	2.410
rxn25623	RXN-9495.v	BRONZE	BRONZE	BRONZE	cpd22594	MolGpKa, sites chemically distinct	5	5	3	0	-31.979	2.410
rxn25625	RXN-9497.c	SILVER	SILVER	GOLD	cpd00005	ChemAxon ladder from pinned cache	9	9	2	0	-148.084	33802.813
rxn25626	RXN-9497.v	SILVER	SILVER	GOLD	cpd00005	ChemAxon ladder from pinned cache	9	9	2	0	-148.084	33802.813
rxn25629	RXN-95.c	BRONZE	BRONZE	SILVER	cpd07334	MolGpKa, sites chemically distinct	4	4	2	0	-20.391	0.353
rxn25630	RXN-95.c.metaexp.CPD-12575	BRONZE	BRONZE	SILVER	cpd07334	MolGpKa, sites chemically distinct	4	4	2	1	-19.669	0.490
rxn25632	RXN-9501.c	BRONZE	BRONZE	BRONZE	cpd24510	MolGpKa, sites chemically distinct	5	5	3	0	-0.295	23901.620
rxn25633	RXN-9502.c	SILVER	SILVER	GOLD	cpd00005	ChemAxon ladder from pinned cache	9	9	2	0	-148.084	33802.813
rxn25634	RXN-9502.v	SILVER	SILVER	GOLD	cpd00005	ChemAxon ladder from pinned cache	9	9	2	0	-148.084	33802.813
rxn25636	oxalate aminohydrolase	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd01027	MolGpKa with symmetry collapse	4	4	3	0	1.171	0.949
rxn25650	3-oxo-stearoyl-CoA-reductase	SILVER	SILVER	GOLD	cpd00005	ChemAxon ladder from pinned cache	5	5	2	0	4.470	0.264
rxn25651	3-hydroxystearoyl-dehydratase	SILVER	SILVER	GOLD	cpd14937	ChemAxon ladder from pinned cache	3	3	2	0	0.149	0.376
rxn25652	trans-2,3-stearoyl-CoA-reductase (NADPH, B-specific)	SILVER	SILVER	GOLD	cpd00005	ChemAxon ladder from pinned cache	5	5	2	0	13.938	0.356
rxn25664	RXN-9559.c	BRONZE	BRONZE	SILVER	cpd15486	MolGpKa, sites chemically distinct	4	4	2	0	-26.874	1.144
rxn25665	RXN-9560.c	BRONZE	BRONZE	SILVER	cpd15486	MolGpKa, sites chemically distinct	4	4	2	0	-22.238	1.118
rxn25666	RXN-9561.c	BRONZE	BRONZE	SILVER	cpd15486	MolGpKa, sites chemically distinct	4	4	2	0	-22.319	1.048
rxn25667	RXN-9562.c	BRONZE	BRONZE	SILVER	cpd15486	MolGpKa, sites chemically distinct	4	4	2	0	-21.116	1.250
rxn25668	RXN-9563.c	BRONZE	BRONZE	SILVER	cpd37293	MolGpKa, sites chemically distinct	5	5	3	0	2.560	1.111
rxn25669	RXN-9564.c	BRONZE	BRONZE	SILVER	cpd22600	MolGpKa, sites chemically distinct	5	5	3	0	3.239	1.073
rxn25670	RXN-9565.c	BRONZE	BRONZE	SILVER	cpd22602	MolGpKa, sites chemically distinct	5	5	3	0	3.239	1.073
rxn25672	RXN-9567.c	BRONZE	BRONZE	SILVER	cpd22601	MolGpKa, sites chemically distinct	5	5	3	0	3.239	1.073
rxn25673	RXN-9571.c	GOLD	GOLD	GOLD	cpd22598	no ionizable groups	2	2	1	0	0.000	0.000
rxn25674	RXN-9574.c	SILVER	SILVER	GOLD	cpd00017	ChemAxon ladder from pinned cache	5	5	2	0	5.421	23902.147
rxn25675	RXN-9575.c	GOLD	GOLD	GOLD	cpd22607	no ionizable groups	2	2	1	0	0.000	0.000
rxn25677	RXN-9578.c	BRONZE	BRONZE	SILVER	cpd08989	MolGpKa, sites chemically distinct	5	5	3	0	0.256	0.398
rxn25678	RXN-9579.c	BRONZE	BRONZE	BRONZE	cpd08989	MolGpKa, sites chemically distinct	5	5	3	0	7.422	0.755
rxn25679	RXN-9580.c	BRONZE	BRONZE	BRONZE	cpd08990	MolGpKa, sites chemically distinct	4	4	3	0	-7.035	0.398
rxn25680	RXN-9588.c	BRONZE	BRONZE	SILVER	cpd00190	MolGpKa, sites chemically distinct	4	4	2	0	-1.974	0.429
rxn25697	trehalose synthetase	SILVER	SILVER	GOLD	cpd00008	ChemAxon ladder from pinned cache	4	4	2	0	-4.041	0.593
rxn25701	RXN-961.d	SILVER	SILVER	GOLD	cpd00169	ChemAxon ladder from pinned cache	5	5	2	0	-121.849	0.911
rxn25702	RXN-9613.c	BRONZE	BRONZE	SILVER	cpd28293	MolGpKa, sites chemically distinct	4	4	3	0	-6.251	0.643
rxn25703	RXN-9616.c	SILVER	SILVER	GOLD	cpd22615	ChemAxon ladder from pinned cache	3	3	2	0	1.830	0.514
rxn25704	RXN-9617.c	SILVER	SILVER	GOLD	cpd22615	ChemAxon ladder from pinned cache	3	3	2	0	2.510	0.575
rxn25705	RXN-9618.c	SILVER	SILVER	GOLD	cpd00010	ChemAxon ladder from pinned cache	6	6	2	0	-40.034	3.557
rxn25706	RXN-9619.c	SILVER	SILVER	GOLD	cpd00017	ChemAxon ladder from pinned cache	5	5	2	0	-0.408	23901.620
rxn25709	Stearoyl-CoA hydrolase	BRONZE	BRONZE	SILVER	cpd01080	MolGpKa, sites chemically distinct	5	5	3	0	-6.730	0.379
rxn25710	myristoyl-CoA hydrolase	SILVER	SILVER	GOLD	cpd00010	ChemAxon ladder from pinned cache	5	5	2	0	-6.787	0.379
rxn25711	lauroyl-CoA hydrolase	SILVER	SILVER	GOLD	cpd00010	ChemAxon ladder from pinned cache	5	5	2	0	-6.731	0.379
rxn25712	decanoyl-CoA hydrolase	BRONZE	BRONZE	SILVER	cpd01107	MolGpKa, sites chemically distinct	5	5	3	0	-6.730	0.379
rxn25713	arachidoyl-CoA hydrolase	BRONZE	BRONZE	SILVER	cpd03848	MolGpKa, sites chemically distinct	5	5	3	0	-6.730	0.379
rxn25721	CYP79D3	BRONZE	BRONZE	SILVER	cpd22624	MolGpKa, sites chemically distinct	6	6	3	0	-42.769	23901.911
rxn25722	CYP79D3	BRONZE	BRONZE	SILVER	cpd22624	MolGpKa, sites chemically distinct	6	6	3	0	-42.769	23901.911
rxn25725	CYP79D3	BRONZE	BRONZE	SILVER	cpd22624	MolGpKa, sites chemically distinct	7	7	3	0	-43.340	23902.137
rxn25726	CYP79D3	BRONZE	BRONZE	SILVER	cpd22624	MolGpKa, sites chemically distinct	7	7	3	0	-43.340	23902.137
rxn25727	L-isoleucine,NADPH:oxygen oxidoreductase (N-hydroxylating)	BRONZE	BRONZE	SILVER	cpd22626	MolGpKa, sites chemically distinct	5	5	3	0	-155.952	27912.488
rxn25728	L-isoleucine,NADPH:oxygen oxidoreductase (N-hydroxylating)	BRONZE	BRONZE	SILVER	cpd22626	MolGpKa, sites chemically distinct	5	5	3	0	-155.952	27912.488
rxn25729	2-methylbutanal oxime cis-trans isomerase	BRONZE	BRONZE	SILVER	cpd22626	MolGpKa, sites chemically distinct	2	2	1	0	0.000	0.000
rxn25730	2-methylbutanal oxime cis-trans isomerase	BRONZE	BRONZE	SILVER	cpd22626	MolGpKa, sites chemically distinct	2	2	1	0	0.000	0.000
rxn25731	RXN-9641.c	BRONZE	BRONZE	SILVER	cpd22627	MolGpKa, sites chemically distinct	3	3	2	0	10.938	36746.380
rxn25732	RXN-9642.c	BRONZE	BRONZE	SILVER	cpd21875	MolGpKa, sites chemically distinct	7	7	3	0	-95.578	0.804
rxn25733	RXN-9643.c	BRONZE	BRONZE	SILVER	cpd05249	MolGpKa, sites chemically distinct	4	4	2	0	-2.844	1.077
rxn25734	RXN-9644.d	BRONZE	BRONZE	SILVER	cpd00536	MolGpKa, sites chemically distinct	7	7	3	0	-1.408	0.381
rxn25735	3-oxo-myristoyl-[acyl-carrier protein] synthase	SILVER	SILVER	GOLD	cpd00010	ChemAxon ladder from pinned cache	6	6	2	0	2.425	0.909
rxn25736	3-oxo-palmitoyl-[acyl-carrier protein] synthase	SILVER	SILVER	GOLD	cpd00010	ChemAxon ladder from pinned cache	6	6	2	0	2.425	0.909
rxn25753	RXN-9666.m	BRONZE	BRONZE	SILVER	cpd00536	MolGpKa, sites chemically distinct	5	5	3	0	-6.730	0.379
rxn25754	RXN-9666.x	BRONZE	BRONZE	SILVER	cpd00536	MolGpKa, sites chemically distinct	5	5	3	0	-6.730	0.379
rxn25762	RXN-9673.c	SILVER	SILVER	GOLD	cpd00002	ChemAxon ladder from pinned cache	7	7	2	1	-2.665	0.533
rxn25763	RXN-9674.c	BRONZE	BRONZE	SILVER	cpd00190	MolGpKa, sites chemically distinct	4	4	2	0	-3.560	1.068
rxn25768	angelicin synthase	BRONZE	BRONZE	SILVER	cpd06105	MolGpKa, sites chemically distinct	8	8	3	0	-61.202	23902.071
rxn25769	RXN-969.d	BRONZE	BRONZE	SILVER	cpd00025	MolGpKa, sites chemically distinct	4	4	3	0	-20.758	1.088
rxn25779	RXN-9710.c	SILVER	SILVER	GOLD	cpd00033	ChemAxon ladder from pinned cache	5	5	2	0	-3.777	1.269
rxn25780	RXN-9710.e	SILVER	SILVER	GOLD	cpd00033	ChemAxon ladder from pinned cache	5	5	2	0	-3.777	1.269
rxn25781	2.4.2.-	BRONZE	BRONZE	BRONZE	cpd01180	MolGpKa, sites chemically distinct	5	5	3	0	-32.264	2.174
rxn25782	RXN-9715.c	BRONZE	BRONZE	BRONZE	cpd01180	MolGpKa, sites chemically distinct	5	5	3	0	-31.899	2.164
rxn25784	RXN-9716.c	BRONZE	BRONZE	BRONZE	cpd01481	MolGpKa, sites chemically distinct	4	4	2	0	-3.901	0.398
rxn25785	RXN-9717.c	BRONZE	BRONZE	BRONZE	cpd01180	MolGpKa, sites chemically distinct	5	5	3	0	-28.449	4.253
rxn25787	RXN-9719.c	BRONZE	BRONZE	SILVER	cpd19471	MolGpKa, sites chemically distinct	5	5	3	0	3.325	0.579
rxn25794	RXN-9734.c	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd22680	MolGpKa with symmetry collapse	8	8	4	0	-32.760	16901.535
rxn25795	dimethylsulfoniopropionate demthylase	BRONZE	BRONZE	SILVER	cpd05191	MolGpKa, sites chemically distinct	5	5	3	0	-18.894	23902.573
rxn25796	RXN-9738.c	BRONZE	BRONZE	SILVER	cpd05191	MolGpKa, sites chemically distinct	4	4	3	0	11.352	1.839
rxn25797	RXN-9739.c	SILVER	SILVER	GOLD	cpd00003	ChemAxon ladder from pinned cache	6	6	2	0	-59.200	0.777
rxn25798	RXN-9739.e	SILVER	SILVER	GOLD	cpd00003	ChemAxon ladder from pinned cache	6	6	2	0	-59.200	0.777
rxn25799	RXN-974.c	SILVER	SILVER	GOLD	cpd00023	ChemAxon ladder from pinned cache	4	4	1	0	1.014	0.199
rxn25802	RXN-9743.c	BRONZE	BRONZE	SILVER	cpd15099	MolGpKa, sites chemically distinct	4	4	2	0	-47.839	23901.058
rxn25803	RXN-9744.c	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd15101	MolGpKa with symmetry collapse	4	4	3	0	-50.421	23901.369
rxn25804	RXN-9745.c	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd15101	MolGpKa with symmetry collapse	4	4	3	0	-9.660	0.748
rxn25807	RXN-9748.c	BRONZE	BRONZE	SILVER	cpd15098	MolGpKa, sites chemically distinct	4	4	2	0	-47.841	23901.058
rxn25808	RXN-9749.c	BRONZE	BRONZE	SILVER	cpd15098	MolGpKa, sites chemically distinct	4	4	2	0	-17.251	0.475
rxn25809	RXN-9750.c	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd15100	MolGpKa with symmetry collapse	4	4	3	0	-50.424	23901.369
rxn25810	RXN-9751.c	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd15100	MolGpKa with symmetry collapse	4	4	3	0	-9.660	0.748
rxn25812	RXN-9752.c	BRONZE	BRONZE	BRONZE	cpd15099	MolGpKa, sites chemically distinct	4	4	2	0	-17.473	0.475
rxn25816	RXN-9755.c	BRONZE	BRONZE	SILVER	cpd22695	MolGpKa, sites chemically distinct	5	5	2	0	-32.918	1.071
rxn25817	RXN-9756.c	BRONZE	BRONZE	BRONZE	cpd02027	MolGpKa, sites chemically distinct	4	4	2	0	-5.478	0.809
rxn25818	RXN-9757.c	BRONZE	BRONZE	SILVER	cpd00025	MolGpKa, sites chemically distinct	6	6	3	0	-22.390	1.159
rxn25819	RXN-9758.c	SILVER	SILVER	GOLD	cpd00003	ChemAxon ladder from pinned cache	6	6	2	0	-9.012	0.314
rxn25820	RXN-9758.d	SILVER	SILVER	GOLD	cpd00003	ChemAxon ladder from pinned cache	6	6	2	0	-9.012	0.314
rxn25822	Dimethylsulfoniopropioyl-CoA synthase	SILVER	SILVER	GOLD	cpd00010	ChemAxon ladder from pinned cache	5	5	2	0	7.886	0.379
rxn25823	RXN-9761.c	SILVER	SILVER	GOLD	cpd00010	ChemAxon ladder from pinned cache	6	6	2	0	3.968	23902.183
rxn25824	dimethylsulfone reductase	SILVER	SILVER	GOLD	cpd00003	ChemAxon ladder from pinned cache	6	6	2	0	37.080	23901.937
rxn25826	dimethylsulfide hydroxylase	SILVER	SILVER	GOLD	cpd00005	ChemAxon ladder from pinned cache	7	7	2	0	-48.355	1.079
rxn25827	dimethylsulfoxide hydroxylase	SILVER	SILVER	GOLD	cpd00005	ChemAxon ladder from pinned cache	7	7	2	0	-70.475	23902.129
rxn25828	RXN-9769.c	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd00050	MolGpKa with symmetry collapse	7	7	2	0	-235.915	29274.846
rxn25829	RXN-9771.c	BRONZE	BRONZE	SILVER	cpd03470	MolGpKa, sites chemically distinct	4	4	3	1	-7.023	0.594
rxn25844	RXN-9799.c	SILVER	SILVER	GOLD	cpd00003	ChemAxon ladder from pinned cache	5	5	2	0	4.476	0.259
rxn25845	RXN-9799.x	SILVER	SILVER	GOLD	cpd00003	ChemAxon ladder from pinned cache	5	5	2	0	4.476	0.259
rxn25846	RXN-9800.x	BRONZE	BRONZE	SILVER	cpd03047	MolGpKa, sites chemically distinct	5	5	3	0	-7.420	0.509
rxn25847	RXN-9802.c	BRONZE	BRONZE	SILVER	cpd19486	MolGpKa, sites chemically distinct	5	5	3	1	5.037	0.276
rxn25848	RXN-9803.c	BRONZE	BRONZE	SILVER	cpd20867	MolGpKa, sites chemically distinct	6	6	3	1	-9.793	0.318
rxn25851	RXN-9805.v	BRONZE	BRONZE	SILVER	cpd20674	MolGpKa, sites chemically distinct	7	7	3	0	-93.180	0.796
rxn25852	RXN-9806.v	BRONZE-COLLAPSED	BRONZE	BRONZE	cpd05229	MolGpKa with symmetry collapse	3	3	3	0	3.333	0.729
rxn25853	RXN-9807.v	BRONZE-COLLAPSED	SILVER	BRONZE	cpd05229	MolGpKa with symmetry collapse	7	7	3	0	-93.181	0.796
rxn25856	RXN-9818.c	BRONZE	BRONZE	SILVER	cpd03369	MolGpKa, sites chemically distinct	3	3	2	0	-11.812	0.529
rxn25857	RXN-9819.c	BRONZE	BRONZE	SILVER	cpd22701	MolGpKa, sites chemically distinct	5	5	3	0	-98.741	1.904
rxn25859	RXN-9820.c	BRONZE	BRONZE	SILVER	cpd03369	MolGpKa, sites chemically distinct	4	4	3	0	-115.531	1.314
rxn25860	RXN-9821.c	BRONZE	BRONZE	SILVER	cpd22705	MolGpKa, sites chemically distinct	4	4	2	0	-3.906	0.398
rxn25862	RXN-9822.c	BRONZE	BRONZE	SILVER	cpd22706	MolGpKa, sites chemically distinct	4	4	2	0	-3.912	0.398
rxn25863	RXN-9823.c	BRONZE	BRONZE	SILVER	cpd22707	MolGpKa, sites chemically distinct	4	4	2	0	-3.906	0.398
rxn25865	RXN-9824.c	BRONZE	BRONZE	SILVER	cpd22706	MolGpKa, sites chemically distinct	4	4	2	0	-3.912	0.398
rxn25866	RXN-9825.c	BRONZE	BRONZE	SILVER	cpd22713	MolGpKa, sites chemically distinct	4	4	2	0	19.752	23901.776
rxn25867	RXN-9826.c	BRONZE	BRONZE	SILVER	cpd22706	MolGpKa, sites chemically distinct	4	4	2	0	-0.351	0.475
rxn25871	RXN-9832.c	BRONZE	BRONZE	SILVER	cpd22731	MolGpKa, sites chemically distinct	5	5	3	0	4.375	0.259
rxn25872	RXN-9833.c	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd22732	MolGpKa with symmetry collapse	8	8	3	0	-7.650	0.834
rxn25873	RXN-9834.c	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd22732	MolGpKa with symmetry collapse	7	7	3	0	-1.876	0.381
rxn25874	RXN-9835.c	SILVER	SILVER	GOLD	cpd00010	ChemAxon ladder from pinned cache	4	4	1	0	-5.989	0.361
rxn25875	4-ethylguaiacol dehydrogenase	BRONZE	BRONZE	SILVER	cpd19334	MolGpKa, sites chemically distinct	5	5	3	0	14.623	0.437
rxn25876	4-ethylphenol dehydrogenase	BRONZE	BRONZE	SILVER	cpd03342	MolGpKa, sites chemically distinct	5	5	3	0	14.624	0.437
rxn25880	RXN-9842.c	BRONZE	BRONZE	SILVER	cpd03235	MolGpKa, sites chemically distinct	7	7	3	0	-93.180	0.796
rxn25881	RXN-9843.c	BRONZE	BRONZE	SILVER	cpd22725	MolGpKa, sites chemically distinct	5	5	3	0	5.043	0.271
rxn25882	RXN-9844.c	BRONZE	BRONZE	SILVER	cpd02773	MolGpKa, sites chemically distinct	6	6	3	0	-9.401	0.314
rxn25885	RXN-9847.c	SILVER	SILVER	GOLD	cpd22727	ChemAxon ladder from pinned cache	3	3	2	0	0.700	0.469
rxn25886	RXN-9847.x	SILVER	SILVER	GOLD	cpd22727	ChemAxon ladder from pinned cache	3	3	2	0	0.700	0.469
rxn25887	RXN-9848.c	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd22729	MolGpKa with symmetry collapse	5	5	3	0	4.478	0.259
rxn25888	RXN-9848.x	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd22729	MolGpKa with symmetry collapse	5	5	3	0	4.478	0.259
rxn25889	RXN-9850.c	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd22729	MolGpKa with symmetry collapse	4	4	2	0	-6.712	0.803
rxn25890	RXN-9850.x	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd22729	MolGpKa with symmetry collapse	4	4	2	0	-6.712	0.803
rxn25891	RXN-9851.x	BRONZE	BRONZE	SILVER	cpd03243	MolGpKa, sites chemically distinct	5	5	3	0	-5.774	0.646
rxn25892	RXN-9852.x	BRONZE	BRONZE	SILVER	cpd03246	MolGpKa, sites chemically distinct	5	5	3	0	-7.420	0.509
rxn25893	RXN-9853.c	BRONZE	BRONZE	SILVER	cpd22735	MolGpKa, sites chemically distinct	6	6	3	0	-76.304	47803.057
rxn25894	RXN-9854.c	BRONZE	BRONZE	BRONZE	cpd01878	MolGpKa, sites chemically distinct	5	5	3	0	-18.987	47802.491
rxn25895	RXN-9861.c	BRONZE	BRONZE	SILVER	cpd02243	MolGpKa, sites chemically distinct	3	3	2	0	-7.736	0.842
rxn25896	RXN-9864.c	SILVER	SILVER	GOLD	cpd00024	ChemAxon ladder from pinned cache	7	7	2	0	-100.144	1.180
rxn25897	4-chloro-2-methylphenol hydroxylase	BRONZE	BRONZE	SILVER	cpd02260	MolGpKa, sites chemically distinct	7	7	3	0	-101.565	0.913
rxn25898	RXN-9867.c	BRONZE	BRONZE	SILVER	cpd02243	MolGpKa, sites chemically distinct	3	3	2	0	-7.767	23901.472
rxn25900	3-chlorobenzoate hydroxylase	BRONZE	BRONZE	SILVER	cpd22737	MolGpKa, sites chemically distinct	6	6	3	0	-75.345	23902.577
rxn25901	3-chlorobenzoate hydroxylase	BRONZE	BRONZE	SILVER	cpd22738	MolGpKa, sites chemically distinct	6	6	3	0	-75.346	23902.577
rxn25902	3-Chloro-3,5-cyclohexadiene-l,2-diol-1-carboxylate dehydroge	BRONZE	BRONZE	SILVER	cpd03336	MolGpKa, sites chemically distinct	5	5	3	0	-20.698	23902.346
rxn25903	5-Chloro-3,5-cyclohexadiene-l,2-diol-1-carboxylate dehydroge	BRONZE	BRONZE	SILVER	cpd22738	MolGpKa, sites chemically distinct	5	5	3	0	-20.674	23902.346
rxn25904	RXN-9875.c	BRONZE	BRONZE	BRONZE	cpd22741	MolGpKa, sites chemically distinct	6	6	3	0	-71.158	95604.553
rxn25906	RXN-9878.c	SILVER	SILVER	GOLD	cpd00003	ChemAxon ladder from pinned cache	6	6	2	0	-76.901	47803.057
rxn25907	RXN-9879.c	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd22743	MolGpKa with symmetry collapse	5	5	3	0	-18.801	47802.491
