ID	DATABASE	MNX
R01920	KEGG	MNXR95860
SPERMIDINESYN-RXN	MetaCyc	MNXR95860
RXN0-5208	MetaCyc	MNXR95858
rxn08137	SEED	MNXR95859
R09880	KEGG	MNXR95859
RXN-10966	MetaCyc	MNXR95859
rxn00095	SEED	MNXR95856
R00125	KEGG	MNXR95856
3.6.1.41-RXN	MetaCyc	MNXR95856
rxn00133	SEED	MNXR95857
R00184	KEGG	MNXR95857
RXN-12820	MetaCyc	MNXR95857
rxn02297	SEED	MNXR95854
R03210	KEGG	MNXR95854
7KAPSYN-RXN	MetaCyc	MNXR95854
R10124	KEGG	MNXR95855
RXN-11484	MetaCyc	MNXR95855
rxn02320	SEED	MNXR95852
R03243	KEGG	MNXR95852
HISTAMINOTRANS-RXN	MetaCyc	MNXR95852
rxn02916	SEED	MNXR95853
R04175	KEGG	MNXR95853
RXN-8172	MetaCyc	MNXR95853
rxn01550	SEED	MNXR95850
R02150	KEGG	MNXR95850
RXN-9600	MetaCyc	MNXR95850
rxn02666	SEED	MNXR95851
R03758	KEGG	MNXR95851
THREOSPON-RXN	MetaCyc	MNXR95851
rxn04979	SEED	MNXR95849
rxn12383	SEED	MNXR95845
rxn00727	SEED	MNXR95843
R00986	KEGG	MNXR95843
ANTHRANSYN-RXN	MetaCyc	MNXR95843
rxn00726	SEED	MNXR95844
rxn11283	SEED	MNXR95844
R00985	KEGG	MNXR95844
rxn00105	SEED	MNXR95841
R00137	KEGG	MNXR95841
2.7.7.1-RXN	MetaCyc	MNXR95841
rxn00791	SEED	MNXR95842
R01073	KEGG	MNXR95842
PRTRANS-RXN	MetaCyc	MNXR95842
rxn08136	SEED	MNXR95840
rxn08135	SEED	MNXR95839
R11205	KEGG	MNXR114503
R11204	KEGG	MNXR114502
R11203	KEGG	MNXR114501
R11202	KEGG	MNXR114500
rxn09089	SEED	MNXR102520
rxn09090	SEED	MNXR102521
rxn00157	SEED	MNXR102514
R00212	KEGG	MNXR102514
PYRUVFORMLY-RXN	MetaCyc	MNXR102514
R10866	KEGG	MNXR102515
PYFLAVOXRE-RXN	MetaCyc	MNXR102515
rxn09088	SEED	MNXR102519
rxn01343	SEED	MNXR102510
R01843	KEGG	MNXR102510
RXN0-6541	MetaCyc	MNXR102510
rxn09873	SEED	MNXR102505
rxn09725	SEED	MNXR102505
rxn09704	SEED	MNXR102505
R02732	KEGG	MNXR102508
6-PHOSPHOFRUCTO-2-KINASE-RXN	MetaCyc	MNXR102508
rxn02314	SEED	MNXR102509
R03236	KEGG	MNXR102509
TAGAKIN-RXN	MetaCyc	MNXR102509
rxn02783	SEED	MNXR126508
RXN-7282	MetaCyc	MNXR126514
rxn03431	SEED	MNXR126513
rxn14277	SEED	MNXR126510
RXN-10815	MetaCyc	MNXR126511
rxn03034	SEED	MNXR138505
R04371	KEGG	MNXR138505
R11249	KEGG	MNXR114547
R11248	KEGG	MNXR114546
R11247	KEGG	MNXR114545
R11246	KEGG	MNXR114544
R11245	KEGG	MNXR114543
R11244	KEGG	MNXR114542
R11243	KEGG	MNXR114541
R11242	KEGG	MNXR114540
RXN-17095	MetaCyc	MNXR114540
rxn09104	SEED	MNXR102563
rxn10676	SEED	MNXR102564
rxn09105	SEED	MNXR102565
rxn09106	SEED	MNXR102566
rxn10193	SEED	MNXR102559
rxn01150	SEED	MNXR95908
R01575	KEGG	MNXR95908
rxn01152	SEED	MNXR95909
R01577	KEGG	MNXR95909
DARABISOM-RXN	MetaCyc	MNXR95909
rxn01960	SEED	MNXR95906
rxn01149	SEED	MNXR95907
R01574	KEGG	MNXR95907
rxn01631	SEED	MNXR95904
R02274	KEGG	MNXR95904
VAGL-RXN	MetaCyc	MNXR95904
rxn02826	SEED	MNXR95900
R04025	KEGG	MNXR95900
RXN-1	MetaCyc	MNXR95900
rxn05256	SEED	MNXR95901
rxn11051	SEED	MNXR95901
R07176	KEGG	MNXR95901
RXN-12019	MetaCyc	MNXR95901
R11241	KEGG	MNXR114539
RXN-9148	MetaCyc	MNXR114539
R11240	KEGG	MNXR114538
RXN-17380	MetaCyc	MNXR114538
R11239	KEGG	MNXR114537
R11238	KEGG	MNXR114536
R11237	KEGG	MNXR114535
R11233	KEGG	MNXR114531
RXN-9142	MetaCyc	MNXR114531
R11232	KEGG	MNXR114530
rxn09097	SEED	MNXR102553
rxn09098	SEED	MNXR102554
rxn09099	SEED	MNXR102555
R01518	KEGG	MNXR102547
RXN-15513	MetaCyc	MNXR102547
3PGAREARR-RXN	MetaCyc	MNXR102547
rxn00704	SEED	MNXR102548
R08639	KEGG	MNXR102548
rxn01967	SEED	MNXR102549
R02728	KEGG	MNXR102549
BETA-PHOSPHOGLUCOMUTASE-RXN	MetaCyc	MNXR102549
R11231	KEGG	MNXR114529
RXN-8162	MetaCyc	MNXR114529
R11230	KEGG	MNXR114528
RXN-16361	MetaCyc	MNXR114528
R11229	KEGG	MNXR114527
R11227	KEGG	MNXR114525
RXN-17252	MetaCyc	MNXR114525
R11226	KEGG	MNXR114524
RXN-17426	MetaCyc	MNXR114524
R11225	KEGG	MNXR114523
RXN-16937	MetaCyc	MNXR114523
R11224	KEGG	MNXR114522
RXN-16570	MetaCyc	MNXR114522
RXN-16903	MetaCyc	MNXR114522
R11223	KEGG	MNXR114521
R11222	KEGG	MNXR114520
RXN-16360	MetaCyc	MNXR114520
rxn01475	SEED	MNXR102540
R02034	KEGG	MNXR102540
rxn10703	SEED	MNXR102541
rxn00980	SEED	MNXR102543
R01334	KEGG	MNXR102543
GPH-RXN	MetaCyc	MNXR102543
R02740	KEGG	MNXR102536
R01512	KEGG	MNXR102538
PHOSGLYPHOS-RXN	MetaCyc	MNXR102538
rxn01476	SEED	MNXR102539
R02035	KEGG	MNXR102539
6PGLUCONOLACT-RXN	MetaCyc	MNXR102539
R11221	KEGG	MNXR114519
R11220	KEGG	MNXR114518
R11219	KEGG	MNXR114517
R11218	KEGG	MNXR114516
R11217	KEGG	MNXR114515
R11216	KEGG	MNXR114514
R11215	KEGG	MNXR114513
R11214	KEGG	MNXR114512
RXN-17097	MetaCyc	MNXR114512
R11213	KEGG	MNXR114511
RXN-17098	MetaCyc	MNXR114511
R11212	KEGG	MNXR114510
RXN-17350	MetaCyc	MNXR114510
PGLUCISOM-RXN	MetaCyc	MNXR102535
rxn00153	SEED	MNXR102525
R00208	KEGG	MNXR102525
PHOSPHOENOLPYRUVATE-PHOSPHATASE-RXN	MetaCyc	MNXR102525
rxn01485	SEED	MNXR102526
R02060	KEGG	MNXR102526
5.4.2.10-RXN	MetaCyc	MNXR102526
R01513	KEGG	MNXR102527
PGLYCDEHYDROG-RXN	MetaCyc	MNXR102527
R00959	KEGG	MNXR102528
R11211	KEGG	MNXR114509
RXN-17347	MetaCyc	MNXR114509
R11210	KEGG	MNXR114508
RXN-16344	MetaCyc	MNXR114508
R11209	KEGG	MNXR114507
R11208	KEGG	MNXR114506
R11207	KEGG	MNXR114505
R11206	KEGG	MNXR114504
RXN-16745	MetaCyc	MNXR114504
R11291	KEGG	MNXR114589
R11290	KEGG	MNXR114588
R11289	KEGG	MNXR114587
RXN-13232	MetaCyc	MNXR114587
R11288	KEGG	MNXR114586
R11287	KEGG	MNXR114585
rxn10920	SEED	MNXR138556
R11286	KEGG	MNXR114584
R11285	KEGG	MNXR114583
R11284	KEGG	MNXR114582
RXN-13211	MetaCyc	MNXR114582
R11283	KEGG	MNXR114581
RXN-13210	MetaCyc	MNXR114581
R11282	KEGG	MNXR114580
RXN-13209	MetaCyc	MNXR114580
rxn08873	SEED	MNXR138569
R11281	KEGG	MNXR114579
RXN-13208	MetaCyc	MNXR114579
rxn08871	SEED	MNXR138568
rxn10172	SEED	MNXR138568
R11280	KEGG	MNXR114578
RXN-13207	MetaCyc	MNXR114578
R11279	KEGG	MNXR114577
RXN-15287	MetaCyc	MNXR114577
R11278	KEGG	MNXR114576
R11277	KEGG	MNXR114575
rxn09111	SEED	MNXR102592
R11276	KEGG	MNXR114574
rxn08870	SEED	MNXR138567
rxn10694	SEED	MNXR102593
R11275	KEGG	MNXR114573
rxn10174	SEED	MNXR138566
rxn08869	SEED	MNXR138566
rxn09112	SEED	MNXR102594
R11274	KEGG	MNXR114572
rxn01394	SEED	MNXR138561
R01906	KEGG	MNXR138561
rxn09113	SEED	MNXR102595
R11273	KEGG	MNXR114571
R11272	KEGG	MNXR114570
RXN-13149	MetaCyc	MNXR114570
rxn13142	SEED	MNXR138563
rxn00546	SEED	MNXR138563
rxn13933	SEED	MNXR138563
rxn13943	SEED	MNXR138563
R00758	KEGG	MNXR138563
rxn13333	SEED	MNXR138562
rxn12432	SEED	MNXR126589
R11271	KEGG	MNXR114569
RXN-13148	MetaCyc	MNXR114569
R11270	KEGG	MNXR114568
R09645	KEGG	MNXR138579
R11269	KEGG	MNXR114567
R11268	KEGG	MNXR114566
R11267	KEGG	MNXR114565
rxn05676	SEED	MNXR138576
R11266	KEGG	MNXR114564
rxn00559	SEED	MNXR138575
R00772	KEGG	MNXR138575
R11265	KEGG	MNXR114563
rxn08880	SEED	MNXR138578
rxn13644	SEED	MNXR138578
rxn10989	SEED	MNXR102582
R11264	KEGG	MNXR114562
RXN-8977	MetaCyc	MNXR114562
rxn10187	SEED	MNXR138577
rxn08879	SEED	MNXR138577
rxn10874	SEED	MNXR102583
RXN-8979	MetaCyc	MNXR114561
rxn00641	SEED	MNXR138572
R00885	KEGG	MNXR138572
R11262	KEGG	MNXR114560
rxn05609	SEED	MNXR138574
rxn00640	SEED	MNXR138573
R00883	KEGG	MNXR138573
TRANS-RXN0-503	MetaCyc	MNXR138570
R11261	KEGG	MNXR114559
R11260	KEGG	MNXR114558
R11259	KEGG	MNXR114557
R11258	KEGG	MNXR114556
R11257	KEGG	MNXR114555
RXN-10447	MetaCyc	MNXR114555
R11256	KEGG	MNXR114554
TRANS-RXN-94	MetaCyc	MNXR138587
R11255	KEGG	MNXR114553
rxn09402	SEED	MNXR138583
rxn00289	SEED	MNXR138582
rxn02230	SEED	MNXR138585
R03106	KEGG	MNXR138585
MERCAPYSTRANS-RXN	MetaCyc	MNXR138585
rxn10714	SEED	MNXR102575
rxn00679	SEED	MNXR138584
R00931	KEGG	MNXR138584
rxn03060	SEED	MNXR138581
R04424	KEGG	MNXR138581
rxn10778	SEED	MNXR102579
rxn08885	SEED	MNXR138580
rxn05610	SEED	MNXR138580
R11251	KEGG	MNXR114549
R11250	KEGG	MNXR114548
rxn00547	SEED	MNXR138514
R00760	KEGG	MNXR138514
R05064	KEGG	MNXR138516
3-HYDROXYISOBUTYRYL-COA-HYDROLASE-RXN	MetaCyc	MNXR138516
rxn08709	SEED	MNXR138512
rxn08708	SEED	MNXR138511
R11063	KEGG	MNXR138507
MMUM-RXN	MetaCyc	MNXR138507
R00650	KEGG	MNXR138506
HOMOCYSTEINE-S-METHYLTRANSFERASE-RXN	MetaCyc	MNXR138506
rxn01692	SEED	MNXR138525
rxn01693	SEED	MNXR138524
rxn00888	SEED	MNXR138527
rxn04096	SEED	MNXR138520
R05865	KEGG	MNXR138520
R03378	KEGG	MNXR138522
rxn07104	SEED	MNXR126548
rxn02788	SEED	MNXR126540
R03966	KEGG	MNXR126540
RXN-12354	MetaCyc	MNXR126540
rxn03324	SEED	MNXR138517
R04862	KEGG	MNXR138517
rxn00627	SEED	MNXR138536
R00866	KEGG	MNXR138536
rxn10562	SEED	MNXR138531
R01130	KEGG	MNXR138530
R11301	KEGG	MNXR114599
R11300	KEGG	MNXR114598
RXN-13241	MetaCyc	MNXR114598
R11299	KEGG	MNXR114597
R11298	KEGG	MNXR114596
R07770	KEGG	MNXR138545
R11297	KEGG	MNXR114595
R11296	KEGG	MNXR114594
R11295	KEGG	MNXR114593
R11294	KEGG	MNXR114592
R11293	KEGG	MNXR114591
R11292	KEGG	MNXR114590
rxn02744	SEED	MNXR95796
R03889	KEGG	MNXR95796
rxn08124	SEED	MNXR95793
rxn08125	SEED	MNXR95794
rxn08123	SEED	MNXR95792
R06025	KEGG	MNXR138396
rxn08122	SEED	MNXR95790
R06075	KEGG	MNXR138398
rxn01832	SEED	MNXR95788
R02528	KEGG	MNXR95788
RXN0-4281	MetaCyc	MNXR95788
rxn00002	SEED	MNXR95786
R00005	KEGG	MNXR95786
ALLOPHANATE-HYDROLASE-RXN	MetaCyc	MNXR95786
rxn00150	SEED	MNXR95787
R00205	KEGG	MNXR95787
RXN-8639	MetaCyc	MNXR95787
rxn08119	SEED	MNXR95782
rxn09697	SEED	MNXR95773
R09031	KEGG	MNXR95774
RXN0-304	MetaCyc	MNXR95774
rxn09698	SEED	MNXR95771
rxn08117	SEED	MNXR95771
TRANS-RXN0-557	MetaCyc	MNXR95771
rxn08116	SEED	MNXR95770
rxn05682	SEED	MNXR95770
rxn01748	SEED	MNXR95769
R09030	KEGG	MNXR95766
R02422	KEGG	MNXR95767
ALLANTOICASE-RXN	MetaCyc	MNXR95767
rxn00743	SEED	MNXR95764
R01010	KEGG	MNXR95764
RXN0-7249	MetaCyc	MNXR95764
R03869	KEGG	MNXR95762
rxn09975	SEED	MNXR95760
rxn12234	SEED	MNXR95760
R222-RXN	MetaCyc	MNXR95760
rxn09977	SEED	MNXR95761
R11099	KEGG	MNXR114399
RXN-15127	MetaCyc	MNXR114399
R11098	KEGG	MNXR114398
RXN-15123	MetaCyc	MNXR114398
R11095	KEGG	MNXR114396
RXN8J2-139	MetaCyc	MNXR114396
R11094	KEGG	MNXR114395
RXN-15568	MetaCyc	MNXR114395
R11093	KEGG	MNXR114394
R11092	KEGG	MNXR114393
R11091	KEGG	MNXR114392
R11090	KEGG	MNXR114391
RXN8J2-140	MetaCyc	MNXR114391
R11089	KEGG	MNXR114390
RXN-15699	MetaCyc	MNXR114390
rxn09974	SEED	MNXR95759
rxn09972	SEED	MNXR95757
rxn09973	SEED	MNXR95758
rxn05560	SEED	MNXR138359
rxn08536	SEED	MNXR138359
rxn10727	SEED	MNXR138357
rxn02262	SEED	MNXR138352
R03161	KEGG	MNXR138352
rxn02201	SEED	MNXR138353
R03921	KEGG	MNXR138350
rxn13726	SEED	MNXR126371
rxn10188	SEED	MNXR138366
rxn02450	SEED	MNXR141993
rxn09681	SEED	MNXR138362
rxn02460	SEED	MNXR141994
rxn02461	SEED	MNXR141995
rxn02475	SEED	MNXR141996
rxn02480	SEED	MNXR141997
rxn02491	SEED	MNXR141998
rxn08537	SEED	MNXR138361
rxn12996	SEED	MNXR138361
rxn02503	SEED	MNXR141999
rxn08535	SEED	MNXR138360
rxn10175	SEED	MNXR138360
R06024	KEGG	MNXR138372
rxn09222	SEED	MNXR126394
R06155	KEGG	MNXR138382
rxn09954	SEED	MNXR95710
R10563	KEGG	MNXR95710
RXN-11382	MetaCyc	MNXR95710
rxn00430	SEED	MNXR95708
R00605	KEGG	MNXR95708
METHANOL-DEHYDROGENASE-RXN	MetaCyc	MNXR95708
rxn00763	SEED	MNXR95709
R01036	KEGG	MNXR95709
rxn08104	SEED	MNXR95706
rxn10921	SEED	MNXR95706
rxn13221	SEED	MNXR95706
rxn05496	SEED	MNXR95704
rxn08101	SEED	MNXR95704
RXN0-5202	MetaCyc	MNXR95704
rxn08302	SEED	MNXR95702
rxn10991	SEED	MNXR95702
rxn08097	SEED	MNXR95703
rxn10170	SEED	MNXR95703
rxn11112	SEED	MNXR95701
rxn02122	SEED	MNXR95753
R02957	KEGG	MNXR95753
RXN-14225	MetaCyc	MNXR95753
rxn05735	SEED	MNXR95752
rxn00507	SEED	MNXR95750
R00711	KEGG	MNXR95750
RXN0-3962	MetaCyc	MNXR95750
rxn00653	SEED	MNXR95748
R00904	KEGG	MNXR95748
RXN-12332	MetaCyc	MNXR95748
rxn00506	SEED	MNXR95749
R00710	KEGG	MNXR95749
RXN66-3	MetaCyc	MNXR95749
R02678	KEGG	MNXR95744
rxn02853	SEED	MNXR95745
R04065	KEGG	MNXR95745
RXN-10089	MetaCyc	MNXR95745
R02537	KEGG	MNXR95742
R02536	KEGG	MNXR95743
PHENDEHYD-RXN	MetaCyc	MNXR95743
rxn09964	SEED	MNXR95741
rxn01247	SEED	MNXR95739
R01704	KEGG	MNXR95739
RXN-16655	MetaCyc	MNXR95739
rxn09959	SEED	MNXR95736
rxn09957	SEED	MNXR95734
rxn03517	SEED	MNXR95731
rxn00429	SEED	MNXR95732
R00604	KEGG	MNXR95732
FORMALDEHYDE-DEHYDROGENASE-RXN	MetaCyc	MNXR95732
rxn02527	SEED	MNXR95728
R03544	KEGG	MNXR95728
RXN-161	MetaCyc	MNXR95728
rxn02528	SEED	MNXR95729
R03545	KEGG	MNXR95729
ENZRXN-201-RXN	MetaCyc	MNXR95729
rxn00536	SEED	MNXR95726
R00746	KEGG	MNXR95726
RXN-12484	MetaCyc	MNXR95726
rxn01710	SEED	MNXR95727
R02377	KEGG	MNXR95727
RXN-13198	MetaCyc	MNXR95727
R02679	KEGG	MNXR95724
rxn00543	SEED	MNXR95725
R00754	KEGG	MNXR95725
ALCOHOL-DEHYDROG-RXN	MetaCyc	MNXR95725
rxn01902	SEED	MNXR95722
R02611	KEGG	MNXR95722
RXN-7700	MetaCyc	MNXR95722
rxn13226	SEED	MNXR95723
RXN-13536	MetaCyc	MNXR95723
rxn13225	SEED	MNXR95719
RXN0-7119	MetaCyc	MNXR95719
rxn13223	SEED	MNXR95717
rxn13224	SEED	MNXR95718
RXN-7657	MetaCyc	MNXR95718
R10715	KEGG	MNXR95715
rxn13222	SEED	MNXR95716
RXN-7694	MetaCyc	MNXR95716
rxn02209	SEED	MNXR95713
R03080	KEGG	MNXR95713
RXN-8641	MetaCyc	MNXR95713
R02258	KEGG	MNXR95714
LACTALDREDUCT-RXN	MetaCyc	MNXR95714
rxn00765	SEED	MNXR95711
R01041	KEGG	MNXR95711
GLYCEROL-DEHYDROGENASE-NADP+-RXN	MetaCyc	MNXR95711
rxn01130	SEED	MNXR95712
R01550	KEGG	MNXR95712
ISOPROPANOL-DEHYDROGENASE-NADP+-RXN	MetaCyc	MNXR95712
R11126	KEGG	MNXR114426
R11125	KEGG	MNXR114425
RXN-15689	MetaCyc	MNXR114425
R11124	KEGG	MNXR114424
RXN-15688	MetaCyc	MNXR114424
R11123	KEGG	MNXR114423
R11122	KEGG	MNXR114422
RXN-10931	MetaCyc	MNXR114422
rxn01398	SEED	MNXR102440
R01911	KEGG	MNXR102440
RXN-14181	MetaCyc	MNXR102440
rxn09076	SEED	MNXR102444
rxn09071	SEED	MNXR102437
rxn00209	SEED	MNXR102438
R00278	KEGG	MNXR102438
PNPOXI-RXN	MetaCyc	MNXR102438
rxn09072	SEED	MNXR102439
R11118	KEGG	MNXR114419
R11117	KEGG	MNXR114418
R11116	KEGG	MNXR114417
R11115	KEGG	MNXR114416
R11114	KEGG	MNXR114415
R11113	KEGG	MNXR114414
RXN-13529	MetaCyc	MNXR114414
R11112	KEGG	MNXR114413
R11111	KEGG	MNXR114412
RXN-17112	MetaCyc	MNXR114412
R11110	KEGG	MNXR114411
RXN-16132	MetaCyc	MNXR114411
R11109	KEGG	MNXR114410
RXN-8388	MetaCyc	MNXR114410
rxn01871	SEED	MNXR102430
DIHYDLIPACETRANS-RXN	MetaCyc	MNXR102430
rxn10756	SEED	MNXR102431
rxn10837	SEED	MNXR102432
rxn10951	SEED	MNXR102426
rxn01242	SEED	MNXR102427
rxn00011	SEED	MNXR102428
R00014	KEGG	MNXR102428
RXN-12583	MetaCyc	MNXR102428
rxn02342	SEED	MNXR102429
R11108	KEGG	MNXR114409
R11107	KEGG	MNXR114408
R11106	KEGG	MNXR114407
R11105	KEGG	MNXR114406
R11104	KEGG	MNXR114405
RXN0-4401	MetaCyc	MNXR114405
R11103	KEGG	MNXR114404
2	KEGG	MNXR114404
R11103	KEGG	MNXR114403
1	KEGG	MNXR114403
R11102	KEGG	MNXR114402
RXN-8124	MetaCyc	MNXR114402
R11101	KEGG	MNXR114401
RXN-15121	MetaCyc	MNXR114401
R11100	KEGG	MNXR114400
RXN-15124	MetaCyc	MNXR114400
rxn00544	SEED	MNXR102421
R00755	KEGG	MNXR102421
rxn00154	SEED	MNXR102425
R00209	KEGG	MNXR102425
PYRUVDEH-RXN	MetaCyc	MNXR102425
rxn00668	SEED	MNXR102415
RXN-9087	MetaCyc	MNXR102415
rxn00670	SEED	MNXR102416
R00921	KEGG	MNXR102416
PTAALT-RXN	MetaCyc	MNXR102416
rxn03003	SEED	MNXR102410
R04323	KEGG	MNXR102410
R03376	KEGG	MNXR102412
R11171	KEGG	MNXR114469
R11170	KEGG	MNXR114468
R11169	KEGG	MNXR114467
R04103	KEGG	MNXR102481
RXN-17099	MetaCyc	MNXR102481
R11166	KEGG	MNXR114465
R11165	KEGG	MNXR114464
RXN-15775	MetaCyc	MNXR114464
rxn13376	SEED	MNXR102483
R11164	KEGG	MNXR114463
RXN-623	MetaCyc	MNXR114463
R11163	KEGG	MNXR114462
RXN-17496	MetaCyc	MNXR114462
rxn12809	SEED	MNXR102485
R11162	KEGG	MNXR114461
RXN-622	MetaCyc	MNXR114461
rxn05792	SEED	MNXR102486
R11161	KEGG	MNXR114460
RXN-621	MetaCyc	MNXR114460
rxn00305	SEED	MNXR102487
R00431	KEGG	MNXR102487
4.1.1.32-RXN	MetaCyc	MNXR102487
rxn09664	SEED	MNXR102488
R11160	KEGG	MNXR114459
RXN-15865	MetaCyc	MNXR114459
R11159	KEGG	MNXR114458
RXN-15864	MetaCyc	MNXR114458
R11158	KEGG	MNXR114457
R11157	KEGG	MNXR114456
R11156	KEGG	MNXR114455
R11155	KEGG	MNXR114454
RXN-17359	MetaCyc	MNXR114454
R11154	KEGG	MNXR114453
RXN-15866	MetaCyc	MNXR114453
R11153	KEGG	MNXR114452
RXN-15454	MetaCyc	MNXR114452
R11152	KEGG	MNXR114451
R11151	KEGG	MNXR114450
rxn14265	SEED	MNXR126468
R11150	KEGG	MNXR114449
R11149	KEGG	MNXR114448
RXN-17420	MetaCyc	MNXR114448
rxn00552	SEED	MNXR138459
R00765	KEGG	MNXR138459
R11148	KEGG	MNXR114447
RXN-17336	MetaCyc	MNXR114447
R11147	KEGG	MNXR114446
R11146	KEGG	MNXR114445
RXN-17395	MetaCyc	MNXR114445
R11145	KEGG	MNXR114444
RXN-12689	MetaCyc	MNXR114444
rxn03638	SEED	MNXR138455
R11144	KEGG	MNXR114443
RXN-17409	MetaCyc	MNXR114443
R11143	KEGG	MNXR114442
rxn01903	SEED	MNXR102461
R02613	KEGG	MNXR102461
RXN-10817	MetaCyc	MNXR102461
AMINEPHEN-RXN	MetaCyc	MNXR102461
rxn11405	SEED	MNXR102462
rxn09080	SEED	MNXR102462
R11141	KEGG	MNXR114440
RXN-15769	MetaCyc	MNXR114440
R11173	KEGG	MNXR126474
RXN-8770	MetaCyc	MNXR126474
R11140	KEGG	MNXR114439
R11139	KEGG	MNXR114438
R11138	KEGG	MNXR114437
R11136	KEGG	MNXR114436
RXN-13343	MetaCyc	MNXR114436
R11135	KEGG	MNXR114435
R11134	KEGG	MNXR114434
R11133	KEGG	MNXR114433
RXN-13345	MetaCyc	MNXR114433
R11132	KEGG	MNXR114432
rxn09078	SEED	MNXR102450
R11130	KEGG	MNXR114430
RXN-12572	MetaCyc	MNXR114430
rxn12706	SEED	MNXR138462
rxn02380	SEED	MNXR138461
rxn11620	SEED	MNXR126487
R11128	KEGG	MNXR114428
R11127	KEGG	MNXR114427
RXN-15619	MetaCyc	MNXR114427
R11201	KEGG	MNXR114499
R06095	KEGG	MNXR138400
R11200	KEGG	MNXR114498
RXN-16473	MetaCyc	MNXR114498
R11199	KEGG	MNXR114497
RXN-16472	MetaCyc	MNXR114497
R11198	KEGG	MNXR114496
RXN-16974	MetaCyc	MNXR114496
R11197	KEGG	MNXR114495
R11196	KEGG	MNXR114494
R11195	KEGG	MNXR114493
