modelseed_rxn,name,ec,enzyme_name,equation_definition,equation_ids,tecrdb_reaction,n_measurements,match_tier,dGpredictor_modelseed_dG_kJ,tecrdb_dG_kJ,diff_kJ,abs_diff_kJ,dGpredictor_modelseed_dG_kcal,tecrdb_dG_kcal,diff_kcal,abs_diff_kcal,dGpredictor_modelseed_err_kJ,tecrdb_dG_sd_kJ,combined_err_kJ,significant,other_GroupContribution_dG_kJ,other_dGPredictor_original_dG_kJ,other_eQuilibrator_dG_kJ,tecrdb_dG_min_kJ,tecrdb_dG_max_kJ,pH_min,pH_max,T_min,T_max,ms_orientation_vs_canonical,reactants_smiles,products_smiles,reaction_smiles,reaction_smiles_complete
rxn37599,Inosinase,3.2.2.2,inosine nucleosidase,(1) H2O[0] + (1) Inosine[0] <=> (1) HYXN[0] + (1) beta-D-Ribofuranose[0],(1) cpd00001[0] + (1) cpd00246[0] <=> (1) cpd00226[0] + (1) cpd16443[0],kegg:C00294 + kegg:C00001 = kegg:C00262 + kegg:C00121,1,skeleton,17.339,-12.026,29.364,29.364,4.144,-2.874,7.018,7.018,60.354,0.0,60.354,False,-3.054,17.322,-14.87,-12.026,-12.026,7.5,7.5,310.15,310.15,reversed,1 O; 1 O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,1 O=c1[nH]cnc2[nH]cnc12; 1 OC[C@H]1O[C@@H](O)[C@H](O)[C@@H]1O,O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O>>O=c1[nH]cnc2[nH]cnc12.OC[C@H]1O[C@@H](O)[C@H](O)[C@@H]1O,True
rxn37600,Inosinase,3.2.2.2,inosine nucleosidase,(1) H2O[0] + (1) Inosine[0] <=> (1) HYXN[0] + (1) beta-D-Ribofuranose[0],(1) cpd00001[0] + (1) cpd00246[0] <=> (1) cpd00226[0] + (1) cpd16443[0],kegg:C00294 + kegg:C00001 = kegg:C00262 + kegg:C00121,1,skeleton,17.339,-12.026,29.364,29.364,4.144,-2.874,7.018,7.018,60.354,0.0,60.354,False,-3.054,17.322,-14.87,-12.026,-12.026,7.5,7.5,310.15,310.15,reversed,1 O; 1 O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,1 O=c1[nH]cnc2[nH]cnc12; 1 OC[C@H]1O[C@@H](O)[C@H](O)[C@@H]1O,O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O>>O=c1[nH]cnc2[nH]cnc12.OC[C@H]1O[C@@H](O)[C@H](O)[C@@H]1O,True
rxn00907,"5,10-methylenetetrahydrofolate:NADP+ oxidoreductase",1.5.1.5,methylenetetrahydrofolate dehydrogenase (NADP+),(1) NADP[0] + (1) 5-10-Methylenetetrahydrofolate[0] <=> (1) NADPH[0] + (1) 5-10-Methenyltetrahydrofolate[0],(1) cpd00006[0] + (1) cpd00125[0] <=> (1) cpd00005[0] + (1) cpd00347[0],kegg:C00143 + kegg:C00006 = kegg:C00445 + kegg:C00005,1,skeleton,34.029,4.874,29.155,29.155,8.133,1.165,6.968,6.968,6.599,0.0,6.599,True,8.159,34.016,8.611,4.874,4.874,6.9,6.9,298.15,298.15,reversed,1 NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1; 1 Nc1nc(=O)c2c([nH]1)NC[C@@H]1CN(c3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)CN21,1 NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1; 1 Nc1nc(=O)c2c([nH]1)NC[C@@H]1C[N+](c3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)=CN21,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1.Nc1nc(=O)c2c([nH]1)NC[C@@H]1CN(c3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)CN21>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.Nc1nc(=O)c2c([nH]1)NC[C@@H]1C[N+](c3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)=CN21,True
rxn30158,Methylenetetrahydrofolate dehydrogenase,1.5.1.5,methylenetetrahydrofolate dehydrogenase (NADP+),(1) NADP[0] + (1) 5-10-Methylenetetrahydrofolate[0] <=> (1) NADPH[0] + (1) 5-10-Methenyltetrahydrofolate[0],(1) cpd00006[0] + (1) cpd00125[0] <=> (1) cpd00005[0] + (1) cpd00347[0],kegg:C00143 + kegg:C00006 = kegg:C00445 + kegg:C00005,1,skeleton,34.029,4.874,29.155,29.155,8.133,1.165,6.968,6.968,6.599,0.0,6.599,True,8.159,34.016,8.611,4.874,4.874,6.9,6.9,298.15,298.15,reversed,1 NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1; 1 Nc1nc(=O)c2c([nH]1)NC[C@@H]1CN(c3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)CN21,1 NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1; 1 Nc1nc(=O)c2c([nH]1)NC[C@@H]1C[N+](c3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)=CN21,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1.Nc1nc(=O)c2c([nH]1)NC[C@@H]1CN(c3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)CN21>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.Nc1nc(=O)c2c([nH]1)NC[C@@H]1C[N+](c3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)=CN21,True
rxn32777,Methylenetetrahydrofolate dehydrogenase (NADP+),1.5.1.5,methylenetetrahydrofolate dehydrogenase (NADP+),(1) NADPH[0] + (1) 5-10-Methenyltetrahydrofolate[0] <=> (1) NADP[0] + (1) 5-10-Methylenetetrahydrofolate[0],(1) cpd00005[0] + (1) cpd00347[0] <=> (1) cpd00006[0] + (1) cpd00125[0],kegg:C00143 + kegg:C00006 = kegg:C00445 + kegg:C00005,1,skeleton,-34.029,-4.874,-29.155,29.155,-8.133,-1.165,-6.968,6.968,6.599,0.0,6.599,True,-8.159,-34.016,-8.611,-4.874,-4.874,6.9,6.9,298.15,298.15,same,1 NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1; 1 Nc1nc(=O)c2c([nH]1)NC[C@@H]1C[N+](c3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)=CN21,1 NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1; 1 Nc1nc(=O)c2c([nH]1)NC[C@@H]1CN(c3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)CN21,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.Nc1nc(=O)c2c([nH]1)NC[C@@H]1C[N+](c3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)=CN21>>NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1.Nc1nc(=O)c2c([nH]1)NC[C@@H]1CN(c3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)CN21,True
rxn15046,isocitrate glyoxylate-lyase (succinate-forming),4.1.3.1,isocitrate lyase,(1) D-erythro-Isocitric acid[0] <=> (1) Succinate[0] + (1) Glyoxalate[0],(1) cpd02812[0] <=> (1) cpd00036[0] + (1) cpd00040[0],kegg:C00311 = kegg:C00042 + kegg:C00048,4,skeleton,41.075,12.074,29.001,29.001,9.817,2.886,6.931,6.931,42.988,4.275,43.2,False,21.004,41.087,11.092,8.836,16.98,7.0,7.7,295.65,303.15,reversed,1 O=C([O-])C[C@H](C(=O)[O-])[C@H](O)C(=O)[O-],1 O=C([O-])CCC(=O)[O-]; 1 O=CC(=O)[O-],O=C([O-])C[C@H](C(=O)[O-])[C@H](O)C(=O)[O-]>>O=C([O-])CCC(=O)[O-].O=CC(=O)[O-],True
rxn20166,maltose:phosphate 1-beta-D-glucosyltransferase,2.4.1.20;2.4.1.8,cellobiose phosphorylase;maltose phosphorylase,(1) Phosphate[0] + (1) Maltose[0] <= (1) beta-D-Glucose[0] + (1) beta-D-Glucose 1-phosphate[0],(1) cpd00009[0] + (1) cpd00179[0] <= (1) cpd00190[0] + (1) cpd00501[0],kegg:C00185 + kegg:C00009 = kegg:C00031 + kegg:C00103 | kegg:C00208 + kegg:C00009 = kegg:C00031 + kegg:C00103,5,skeleton,32.483,3.79,28.693,28.693,7.764,0.906,6.858,6.858,65.102,0.381,65.103,False,-43.221,32.468,9.477,2.938,3.79,7.0,7.0,310.15,310.15,same,1 O=P([O-])([O-])O; 1 OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,1 OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O; 1 O=P([O-])([O-])O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,O=P([O-])([O-])O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O>>OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O.O=P([O-])([O-])O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,True
rxn15338,L-Rhamnose ketol-isomerase,5.3.1.14;5.3.1.3,L-rhamnose isomerase;arabinose isomerase,(1) alpha-L-Rhamnose[0] <=> (1) L-Rhamnulose[0],(1) cpd01627[0] <=> (1) cpd00642[0],kegg:C00507 = kegg:C00861 | kegg:C01019 = kegg:C01721,5,skeleton,-27.515,0.742,-28.256,28.256,-6.576,0.177,-6.753,6.753,67.278,2.66,67.33,False,3.598,-27.531,3.372,-1.046,5.468,7.6,8.5,298.15,310.15,reversed,1 C[C@@H]1O[C@@H](O)[C@H](O)[C@H](O)[C@H]1O,1 C[C@H](O)[C@H](O)[C@@H](O)C(=O)CO,C[C@@H]1O[C@@H](O)[C@H](O)[C@H](O)[C@H]1O>>C[C@H](O)[C@H](O)[C@@H](O)C(=O)CO,True
rxn15551,trehalose 6-phosphate:phosphate beta-D-glucosyltransferase,2.4.1.216,trehalose-6-phosphate phosphorylase,(1) Phosphate[0] + (1) Trehalose 6-phosphate[0] <= (1) beta-D-Glucose 1-phosphate[0] + (1) beta-D-Glucose 6-phosphate[0],(1) cpd00009[0] + (1) cpd00523[0] <= (1) cpd00501[0] + (1) cpd00863[0],kegg:C00689 + kegg:C00009 = kegg:C00103 + kegg:C00092,2,skeleton,37.142,9.085,28.057,28.057,8.877,2.171,6.706,6.706,65.039,0.376,65.04,False,-43.221,37.154,20.179,8.819,9.351,6.3,7.0,308.15,308.15,reversed,1 O=P([O-])([O-])O; 1 O=P([O-])([O-])OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,1 O=P([O-])([O-])O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O; 1 O=P([O-])([O-])OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,O=P([O-])([O-])O.O=P([O-])([O-])OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O>>O=P([O-])([O-])O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O.O=P([O-])([O-])OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,True
rxn02073,D-Iditol:NAD+ 2-oxidoreductase,1.1.1.14;1.1.1.9,D-xylulose reductase;L-iditol 2-dehydrogenase;L-iditol dehydrogenase,(1) NAD[0] + (1) D-Iditol[0] <=> (1) NADH[0] + (1) H+[0] + (1) D-Sorbose[0],(1) cpd00003[0] + (1) cpd01057[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd00568[0],kegg:C01507 + kegg:C00003 = kegg:C00247 + kegg:C00004 | kegg:C01697 + kegg:C00003 = kegg:C00795 + kegg:C00004,4,skeleton,37.341,9.303,28.037,28.037,8.925,2.224,6.701,6.701,51.6,4.019,51.756,False,15.062,37.321,5.933,4.17,13.549,7.0,8.0,298.15,298.15,same,1 NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1; 1 OC[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)CO,1 NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1; 1 [H+]; 1 OCC1(O)OC[C@@H](O)[C@H](O)[C@H]1O,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.OC[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)CO>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].OCC1(O)OC[C@@H](O)[C@H](O)[C@H]1O,True
rxn16783,3-O-alpha-D-glucopyranosyl-D-glucopyranose:phosphate beta-D-glucosyltransferase,2.4.1.31,laminaribiose phosphorylase,(1) Phosphate[0] + (1) Nigerose[0] <= (1) beta-D-Glucose 1-phosphate[0] + (1) alpha-D-Glucose[0],(1) cpd00009[0] + (1) cpd01074[0] <= (1) cpd00501[0] + (1) cpd19001[0],kegg:C02048 + kegg:C00009 = kegg:C00031 + kegg:C00103,1,skeleton,30.981,3.105,27.876,27.876,7.405,0.742,6.663,6.663,65.519,0.0,65.519,False,-43.221,30.962,11.004,3.105,3.105,6.5,6.5,310.15,310.15,reversed,1 O=P([O-])([O-])O; 1 OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](CO)OC(O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,1 O=P([O-])([O-])O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O; 1 OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,O=P([O-])([O-])O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](CO)OC(O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O>>O=P([O-])([O-])O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O.OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,True
rxn16622,D-arabino-hex-3-ulose-6-phosphate isomerase,5.3.1.-;5.3.1.27,3-Hexulose-6-Phosphate Isomerase;phospho-3-hexuloisomerase,(1) D-arabino-6-Phospho-hex-3-ulose[0] <=> (1) beta-D-Fructose 6-phosphate[0],(1) cpd03583[0] <=> (1) cpd19035[0],kegg:C06019 = kegg:C00085,2,skeleton,14.666,-13.199,27.865,27.865,3.505,-3.155,6.66,6.66,54.313,0.0,54.313,False,-7.322,14.686,-8.991,-13.199,-13.199,7.0,7.0,303.15,303.15,reversed,1 O=C([C@H](O)CO)[C@H](O)[C@H](O)COP(=O)([O-])[O-],1 O=P([O-])([O-])OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O,O=C([C@H](O)CO)[C@H](O)[C@H](O)COP(=O)([O-])[O-]>>O=P([O-])([O-])OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O,True
rxn23754,L-galactose 1-dehydrogenase,1.1.1.48,galactose dehydrogenase,"(1) NAD[0] + (1) beta-L-galactose[0] <=> (1) NADH[0] + (1) H+[0] + (1) L-Galactono-1,4-lactone[0]",(1) cpd00003[0] + (1) cpd27360[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd00820[0],kegg:C00124 + kegg:C00003 = kegg:C03383 + kegg:C00004,4,skeleton,12.105,-15.548,27.654,27.654,2.893,-3.716,6.609,6.609,75.558,5.14,75.733,False,-7.238,12.092,-7.556,-25.524,-14.79,6.7,8.6,298.15,303.15,same,1 NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1; 1 OC[C@@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@@H]1O,1 NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1; 1 [H+]; 1 O=C1O[C@H]([C@@H](O)CO)[C@@H](O)[C@@H]1O,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.OC[C@@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@@H]1O>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].O=C1O[C@H]([C@@H](O)CO)[C@@H](O)[C@@H]1O,True
rxn11729,D-threonine acetaldehyde-lyase (glycine-forming),2.1.2.1,glycine hydroxymethyltransferase,(1) D-Threonine[0] <=> (1) Glycine[0] + (1) Acetaldehyde[0],(1) cpd00611[0] <=> (1) cpd00033[0] + (1) cpd00071[0],kegg:C00037 + kegg:C00084 = kegg:C00188,1,skeleton,-17.251,10.38,-27.631,27.631,-4.123,2.481,-6.604,6.604,29.877,0.0,29.877,False,13.431,-17.238,-1.49,10.38,10.38,7.6,7.6,310.15,310.15,same,1 C[C@H](O)[C@@H]([NH3+])C(=O)[O-],1 [NH3+]CC(=O)[O-]; 1 CC=O,C[C@H](O)[C@@H]([NH3+])C(=O)[O-]>>[NH3+]CC(=O)[O-].CC=O,True
rxn20066,LYXISOM-RXN.c,5.3.1.15;5.3.1.3;5.3.1.4;5.3.1.5;5.3.1.7,D-lyxose ketol-isomerase;L-arabinose isomerase;arabinose isomerase;mannose isomerase;xylose isomerase,(1) beta-L-lyxopyranose[0] <=> (1) L-Lyxulose[0],(1) cpd27365[0] <=> (1) cpd00261[0],kegg:C00181 = kegg:C00310 | kegg:C00216 = kegg:C00309 | kegg:C00259 = kegg:C00508 | kegg:C00476 = kegg:C00310,40,skeleton,-23.293,4.163,-27.456,27.456,-5.567,0.995,-6.562,6.562,66.003,1.234,66.015,False,-3.724,-23.305,14.129,2.373,8.107,6.0,8.7,298.15,348.15,reversed,1 O[C@@H]1[C@H](O)[C@@H](O)CO[C@@H]1O,1 OCC1(O)OC[C@H](O)[C@H]1O,O[C@@H]1[C@H](O)[C@@H](O)CO[C@@H]1O>>OCC1(O)OC[C@H](O)[C@H]1O,True
rxn03066,"dTDP-4-amino-4,6-dideoxy-D-galactose:2-oxoglutarate aminotransferase",2.6.1.33,"dTDP-4-amino-4,6-dideoxy-D-glucose transaminase","(1) 2-Oxoglutarate[0] + (1) dTDP-4-amino-4,6-dideoxy-D-galactose[0] <=> (1) L-Glutamate[0] + (1) dTDP-4-oxo-6-deoxy-D-glucose[0]",(1) cpd00024[0] + (1) cpd02661[0] <=> (1) cpd00023[0] + (1) cpd00521[0],kegg:C04268 + kegg:C00026 = kegg:C11907 + kegg:C00025,1,skeleton,25.406,-1.787,27.193,27.193,6.072,-0.427,6.499,6.499,63.263,0.0,63.263,False,-16.401,25.397,-16.644,-1.787,-1.787,7.0,7.0,310.15,310.15,same,1 O=C([O-])CCC(=O)C(=O)[O-]; 1 Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](C)[C@H]([NH3+])[C@H](O)[C@H]3O)O2)c(=O)[nH]c1=O,1 [NH3+][C@@H](CCC(=O)[O-])C(=O)[O-]; 1 Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](C)C(=O)[C@H](O)[C@H]3O)O2)c(=O)[nH]c1=O,O=C([O-])CCC(=O)C(=O)[O-].Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](C)[C@H]([NH3+])[C@H](O)[C@H]3O)O2)c(=O)[nH]c1=O>>[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-].Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](C)C(=O)[C@H](O)[C@H]3O)O2)c(=O)[nH]c1=O,True
rxn11730,R08196,2.1.2.1,glycine hydroxymethyltransferase,(1) D-Allothreonine[0] <=> (1) Glycine[0] + (1) Acetaldehyde[0],(1) cpd09088[0] <=> (1) cpd00033[0] + (1) cpd00071[0],kegg:C00037 + kegg:C00084 = kegg:C00188,1,skeleton,-16.678,10.38,-27.058,27.058,-3.986,2.481,-6.467,6.467,28.765,0.0,28.765,False,13.431,-16.694,-1.49,10.38,10.38,7.6,7.6,310.15,310.15,same,1 C[C@@H](O)[C@@H]([NH3+])C(=O)[O-],1 [NH3+]CC(=O)[O-]; 1 CC=O,C[C@@H](O)[C@@H]([NH3+])C(=O)[O-]>>[NH3+]CC(=O)[O-].CC=O,True
rxn15124,D-Galactose:NAD+ 1-oxidoreductase,1.1.1.48,galactose dehydrogenase,"(1) NAD[0] + (1) beta D-Galactose[0] <=> (1) NADH[0] + (1) H+[0] + (1) D-Galactono-1,4-lactone[0]",(1) cpd00003[0] + (1) cpd00709[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd02143[0],kegg:C00124 + kegg:C00003 = kegg:C03383 + kegg:C00004,4,skeleton,-42.606,-15.548,-27.058,27.058,-10.183,-3.716,-6.467,6.467,49.858,5.14,50.123,False,-7.238,-42.593,-10.205,-25.524,-14.79,6.7,8.6,298.15,303.15,same,1 NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1; 1 OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,1 NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1; 1 [H+]; 1 O=C1O[C@@H]([C@H](O)CO)[C@H](O)[C@H]1O,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].O=C1O[C@@H]([C@H](O)CO)[C@H](O)[C@H]1O,True
