rxn	name	ec	status	is_transport	n_src	birge	struct_zero	dg_GC	grade_GC	dg_EQ	grade_EQ	dg_DGPMS	grade_DGPMS	dg_TECRDB	grade_TECRDB	best_grade	best_source
rxn00141	S-Adenosyl-L-homocysteine hydrolase	3.3.1.1	OK	0	3	0.4712	False	5.6800	SILVER	8.3030	GOLD	8.3200	GOLD	8.3076	GOLD	GOLD	TECRDB
rxn00142	S-Adenosyl-L-homocysteine aminohydrolase	3.5.4.28	OK	0	3	1.2416	False	-8.5100	SILVER	-5.7990	SILVER	-4.0400	GOLD			GOLD	DGPMS
rxn00143	S-Adenosyl-L-homocysteine homocysteinylribohydrolase	3.2.2.9	OK	0	3	1.4143	False	-0.7300	SILVER	-1.6160	SILVER	-4.1800	SILVER			SILVER	GC
rxn00144	2,3-diaminopropanoate ammonia-lyase (adding water; pyruvate-forming)	4.3.1.15	OK	0	3	1.6651	False	-3.8300	SILVER	1.4590	BRONZE	6.1800	BRONZE			SILVER	GC
rxn00145	(S)-Lactate:ferricytochrome-c 2-oxidoreductase	1.1.2.3	OK	0	0		False										
rxn00146	(R)-Lactate:ferricytochrome-c 2-oxidoreductase	1.1.2.4	OK	0	0		False										
rxn00147	ATP:pyruvate,water phosphotransferase	2.7.9.2	OK	0	3	3.9351	False	-21.1700	BRONZE	0.6410	BRONZE	-1.0100	SILVER	-2.5373	GOLD	GOLD	TECRDB
rxn00148	ATP:pyruvate 2-O-phosphotransferase	2.7.1.40	OK	0	3	2.1008	False	-4.8900	BRONZE	6.6720	SILVER	5.6600	GOLD	4.7029	GOLD	GOLD	TECRDB
rxn00149	pyruvaldehyde:NAD+ oxidoreductase	1.2.1.22;1.2.1.23;1.2.1.3	OK	0	3	0.3310	False	-9.7400	SILVER	-7.9010	SILVER	-8.5800	SILVER			SILVER	GC
rxn00150	2-Oxopropanal:NADP+ oxidoreductase	1.2.1.49	OK	0	3	0.3298	False	-9.7400	SILVER	-7.9070	SILVER	-8.5800	SILVER			SILVER	GC
rxn00151	ATP:pyruvate,phosphate phosphotransferase	2.7.9.1	OK	0	3	5.3752	False	-25.3500	BRONZE	4.6250	GOLD	2.7700	SILVER	3.8726	GOLD	GOLD	TECRDB
rxn00152	Pyruvate:oxygen 2-oxidoreductase (phosphorylating)	1.2.3.3	OK	0	3	1.9343	False	-45.7200	BRONZE	-38.0410	BRONZE	-39.0300	BRONZE			BRONZE	GC
rxn00153	Phosphoenolpyruvate phosphohydrolase	3.1.3.60	OK	0	3	3.8146	False	-1.8900	BRONZE	-12.7640	GOLD	-12.7300	GOLD			GOLD	EQ
rxn00154	pyruvate:NAD+ 2-oxidoreductase (CoA-acetylating)	1.2.1.-;1.2.1.M10;1.2.4.1;1.8.1.4;2.3.1.12	OK	0	3	0.3732	False	-8.1400	SILVER	-9.0410	SILVER	-10.4900	SILVER			SILVER	GC
rxn00155	pyruvate:NADP+ 2-oxidoreductase (CoA-acetylating)	1.2.1.51	OK	0	3	0.3726	False	-8.1400	SILVER	-9.0480	SILVER	-10.4900	SILVER			SILVER	GC
rxn00156	pyruvate:oxygen 2-oxidoreductase (CoA-acetylating)	1.2.3.6	OK	0	3	0.2209	False	-39.8800	SILVER	-40.3230	SILVER	-41.2500	SILVER			SILVER	GC
rxn00157	Acetyl-CoA:formate C-acetyltransferase	2.3.1.54	OK	0	3	0.9583	False	5.0500	SILVER	4.3490	GOLD	2.6200	SILVER	3.9895	GOLD	GOLD	TECRDB
rxn00158	O-carbamoyl-L-serine ammonia-lyase (decarboxylating; pyruvate-forming)	4.3.1.13	OK	0	2	5.6496	False	-6.4900	BRONZE			-41.8900	BRONZE			BRONZE	GC
rxn00159	(S)-malate:NAD+ oxidoreductase (decarboxylating)	1.1.1.38;1.1.1.39	OK	0	3	0.4390	False	1.3200	SILVER	0.9230	SILVER	-1.0600	SILVER			SILVER	GC
rxn00160	(R)-Malate:NAD+ oxidoreductase (decarboxylating)	1.1.1.83	OK	0	3	0.6976	False	1.3200	SILVER	2.8930	SILVER	-0.8300	SILVER			SILVER	GC
rxn00161	(S)-Malate:NADP+ oxidoreductase(oxaloacetate-decarboxylating)	1.1.1.40	OK	0	3	0.4382	False	1.3200	SILVER	0.9170	SILVER	-1.0600	SILVER			SILVER	GC
rxn00162	oxaloacetate carboxy-lyase (pyruvate-forming)	1.1.1.38;1.1.1.40;4.1.1.112;4.1.1.3	OK	0	3	0.7388	False	-4.9300	GOLD	-3.1780	SILVER	-6.9900	SILVER			GOLD	GC
rxn00163	acetylenedicarboxylate carboxy-lyase (pyruvate-forming)	4.1.1.78	OK	0	2	12.9841	False	-55.7600	BRONZE			7.0600	BRONZE			BRONZE	GC
rxn00164	2-Hydroxyethylenedicarboxylate carboxy-lyase (pyruvate-forming)	4.1.1.-	OK	0	3	0.7388	False	4.9300	GOLD	3.1780	SILVER	6.9900	SILVER			GOLD	GC
rxn00165	L-serine ammonia-lyase	4.2.1.13;4.3.1.17;4.3.1.19	OK	0	3	1.0561	False	-7.5100	GOLD	-6.6830	GOLD	-5.8200	SILVER			GOLD	GC
rxn00166	D-serine ammonia-lyase	4.3.1.18	OK	0	3	1.0034	False	-7.5100	GOLD	-5.8790	SILVER	-9.3100	SILVER			GOLD	GC
rxn00168	pyruvate carboxy-lyase (acetaldehyde-forming)	4.1.1.1	OK	0	3	0.3697	False	-3.4700	SILVER	-5.0850	SILVER	-3.9200	SILVER			SILVER	GC
rxn00170	Acetyl-CoA hydrolase	3.1.2.1	OK	0	3	0.8051	False	-7.2600	SILVER	-6.9320	GOLD	-8.1900	GOLD			GOLD	EQ
rxn00171	acetaldehyde:NAD+ oxidoreductase (CoA-acetylating)	1.2.1.10	OK	0	3	1.4641	False	-4.6700	GOLD	-3.9570	GOLD	-6.5700	SILVER	-4.8829	GOLD	GOLD	TECRDB
rxn00172	Acetate:CoA ligase (ADP-forming)	6.2.1.13	OK	0	3	0.2315	False	0.4800	GOLD	0.8400	GOLD	1.1200	GOLD	0.7132	GOLD	GOLD	TECRDB
rxn00173	acetyl-CoA:phosphate acetyltransferase	2.3.1.8	OK	0	3	1.4560	False	-5.8400	BRONZE	2.2810	GOLD	2.2200	GOLD	2.9185	GOLD	GOLD	TECRDB
rxn00174	malonyl-CoA carboxy-lyase (acetyl-CoA-forming)	4.1.1.9	OK	0	3	0.9013	False	-4.9300	SILVER	-4.2940	SILVER	-9.6600	BRONZE			SILVER	GC
rxn00175	Acetate:CoA ligase (AMP-forming)	6.2.1.1	OK	0	3	3.2585	False	-19.9800	BRONZE	-1.2070	GOLD	-1.7700	GOLD	-1.4049	GOLD	GOLD	TECRDB
rxn00176	acetyl adenylate:CoA acetyltransferase	6.2.1.1	OK	0	2	1.7599	False	-34.0900	BRONZE			-16.1500	BRONZE			BRONZE	GC
rxn00177	(3S)-citramalyl-CoA pyruvate-lyase (acetyl-CoA-forming)	4.1.3.24;4.1.3.25	OK	0	3	0.7523	False	3.1700	SILVER	3.4550	SILVER	-2.2300	BRONZE			SILVER	GC
rxn00178	Acetyl-CoA:acetyl-CoA C-acetyltransferase	2.3.1.9	OK	0	3	0.2614	False	7.0600	SILVER	5.8580	GOLD	6.1700	GOLD	5.7431	GOLD	GOLD	TECRDB
rxn00179	ATP:L-glutamate 5-phosphotransferase	2.7.2.11	OK	0	3	2.6302	False	-6.9000	BRONZE	7.3790	SILVER	1.4800	BRONZE			SILVER	EQ
rxn00180	Glutamate 5-kinase		OK	0	3	2.4125	False	-6.9000	BRONZE	6.6830	SILVER	5.8000	BRONZE			SILVER	EQ
rxn00181	ATP:L-glutamate 1-phosphotransferase	2.7.2.13	OK	0	3	2.4245	False	-6.9000	BRONZE	6.6830	SILVER	4.2500	BRONZE			SILVER	EQ
rxn00182	L-glutamate:NAD+ oxidoreductase (deaminating)	1.4.1.2;1.4.1.3;1.4.1.4	OK	0	3	0.4559	False	8.7200	GOLD	8.7450	GOLD	8.4500	GOLD	8.2488	GOLD	GOLD	TECRDB
rxn00183	L-Glutamate 5-semialdehyde:NAD+ oxidoreductase	1.2.1.88;1.5.1.12	OK	0	3	0.4737	False	-9.7400	SILVER	-11.5150	SILVER	-12.9300	SILVER			SILVER	GC
rxn00184	L-Glutamate:NADP+ oxidoreductase (deaminating)	1.4.1.3;1.4.1.4	OK	0	3	0.4451	False	8.7200	GOLD	8.7380	GOLD	8.4500	GOLD	8.4178	GOLD	GOLD	TECRDB
rxn00185	L-Glutamate:oxygen oxidoreductase (deaminating)	1.4.3.11	OK	0	3	0.1858	False	-23.0200	SILVER	-22.5370	SILVER	-22.3100	SILVER			SILVER	GC
rxn00186	5-oxo-L-proline amidohydrolase (ATP-hydrolysing)	3.5.2.9	OK	0	3	0.8450	False	-4.1100	SILVER	-5.0490	SILVER	4.2400	BRONZE			SILVER	GC
rxn00187	L-Glutamate:ammonia ligase (ADP-forming)	6.3.1.2	OK	0	3	0.5958	False	-2.0600	SILVER	-2.9960	SILVER	-3.9300	GOLD	-4.0760	GOLD	GOLD	TECRDB
rxn00188	N-carbamyl-L-glutamate amidohydrolase	3.5.1.87	OK	0	3	3.1840	False	-2.6700	BRONZE	11.1130	BRONZE	7.4900	BRONZE			BRONZE	GC
rxn00189	L-Glutamine amidohydrolase	3.5.1.2;3.5.1.38;6.3.5.4;6.3.5.5	OK	0	3	0.5630	False	-4.7200	GOLD	-3.0950	GOLD	-3.1400	GOLD	-4.0120	GOLD	GOLD	TECRDB
rxn00190	Deamido-NAD+:L-glutamine amido-ligase (AMP-forming)	6.3.5.1	OK	0	3	3.0738	False	-27.2400	BRONZE	-6.6960	BRONZE	-21.1600	BRONZE			BRONZE	GC
rxn00191	L-Alanine:2-oxoglutarate aminotransferase	2.6.1.2	OK	0	3	0.5781	False	0.0000	GOLD	0.0330	GOLD	-0.8500	SILVER	0.2292	GOLD	GOLD	TECRDB
rxn00192	acetyl-CoA:L-glutamate N-acetyltransferase	2.3.1.1	OK	0	3	0.6481	False	-5.2600	SILVER	-5.3590	SILVER	-7.4500	SILVER			SILVER	GC
rxn00193	glutamate racemase	5.1.1.3	OK	0	3	0.2711	False	0.0000	GOLD	0.1390	GOLD	0.5600	GOLD	-0.0000	GOLD	GOLD	TECRDB
rxn00194	L-glutamate 1-carboxy-lyase (4-aminobutanoate-forming)	4.1.1.15	OK	0	3	0.8476	False	-3.1200	SILVER	-6.3940	BRONZE	-3.2600	SILVER			SILVER	GC
rxn00195	L-threo-3-Methylaspartate carboxy-aminomethylmutase	5.4.99.1	OK	0	3	1.4407	False	1.8100	BRONZE	-2.4120	GOLD	-1.9900	GOLD	-1.4278	GOLD	GOLD	TECRDB
rxn00196	2,5-dioxopentanoate:NADP+ 5-oxidoreductase	1.2.1.26;1.2.1.3	OK	0	3	0.8517	False	-9.7400	SILVER	-9.3300	SILVER	-12.9300	BRONZE			SILVER	GC
rxn00197	2-oxoglutarate:NADP+ 2-oxidoreductase (CoA-succinylating)	1.2.1.52	OK	0	3	0.0170	False	-8.1400	SILVER	-8.0640	SILVER	-8.0200	SILVER			SILVER	GC
rxn00198	Isocitrate:NADP+ oxidoreductase (decarboxylating)	1.1.1.42	OK	0	3	0.8509	False	3.1300	SILVER	0.2370	SILVER	-2.4400	SILVER			SILVER	GC
rxn00199	oxalosuccinate carboxy-lyase (2-oxoglutarate-forming)	1.1.1.42;4.1.1.-	OK	0	3	0.6293	False	-3.1200	SILVER	-4.1020	SILVER	-8.0600	SILVER			SILVER	GC
rxn00200	2-oxoglutaramate amidohydrolase	3.5.1.-;3.5.1.111;3.5.1.3	OK	0	3	1.4903	False	-4.7200	BRONZE	-0.3690	SILVER	-1.5900	SILVER			SILVER	EQ
rxn00201	R00270		OK	0	3	1.4626	False	4.7200	BRONZE	10.3130	BRONZE	10.0800	SILVER			SILVER	DGPMS
rxn00202	acetyl-CoA:2-oxoglutarate C-acetyltransferase (thioester-hydrolysing, carboxymethyl forming)	2.3.3.14;4.1.3.21	OK	0	3	0.3228	False	8.8900	SILVER	8.6470	SILVER	6.2400	SILVER			SILVER	GC
rxn00203	2-Oxoglutarate carboxy-lyase	4.1.1.71	OK	0	3	0.6045	False	-4.1200	GOLD	-4.8250	SILVER	-1.7900	SILVER			GOLD	GC
rxn00204	oxalate:oxygen oxidoreductase	1.2.3.4	OK	0	3	0.6148	False	-40.4900	SILVER	-41.7220	SILVER	-38.4500	SILVER			SILVER	GC
rxn00205	glutathione:hydrogen-peroxide oxidoreductase	1.11.1.9	CI:-2	0	3	2.6133	False	-82.0300	BRONZE	-75.2860	BRONZE	-65.3800	BRONZE			BRONZE	GC
rxn00206	superoxide:superoxide oxidoreductase	1.15.1.1	CI:2	0	2	9.6918	False	-41.9300	BRONZE			-8.3600	BRONZE			BRONZE	GC
rxn00207	Carbon-monoxide:oxygen oxidoreductase	1.2.2.4	OK	0	1		False					46.5000	BRONZE			BRONZE	DGPMS
rxn00208	Pyridoxamine-5'-phosphate:oxygen oxidoreductase (deaminating)	1.4.3.5	OK	0	3	0.7736	False	-25.5700	SILVER	-23.5860	SILVER	-5.9600	SILVER			SILVER	GC
rxn00209	Pyridoxine 5-phosphate:oxygen oxidoreductase	1.4.3.5	OK	0	3	0.2791	False	-28.0400	SILVER	-26.2310	SILVER	-27.0100	SILVER			SILVER	GC
rxn00210	D-Glutamate:oxygen oxidoreductase (deaminating)	1.4.3.15;1.4.3.7	OK	0	3	0.0900	False	-23.0200	SILVER	-22.6750	SILVER	-22.8700	SILVER			SILVER	GC
rxn00211	UDP-glucose:NAD+ 6-oxidoreductase	1.1.1.22	OK	0	3	0.9358	False	-4.4900	SILVER	-5.0300	SILVER	2.0300	BRONZE			SILVER	GC
rxn00212	UDP-glucose glucophosphohydrolase	3.6.1.45;3.6.1.8;3.6.1.9	OK	0	3	3.3217	False	-28.3100	BRONZE	-7.9980	BRONZE	-10.1000	SILVER			SILVER	DGPMS
rxn00213	UTP:alpha-D-glucose-1-phosphate uridylyltransferase	2.7.7.9	OK	0	3	0.6248	False	1.0700	GOLD	-0.3460	SILVER	0.5900	GOLD	0.7022	GOLD	GOLD	TECRDB
rxn00214	UDP-glucose 4-epimerase	5.1.3.2	OK	0	3	0.3812	False	0.0000	SILVER	1.2630	GOLD	0.7000	GOLD	-0.7094	SILVER	GOLD	EQ
rxn00215	UDP-glucose 4,6-hydro-lyase (UDP-4-dehydro-6-deoxy-D-glucose-forming)	4.2.1.76	OK	0	3	0.2691	False	-13.9000	SILVER	-13.3310	SILVER	-10.0200	SILVER			SILVER	GC
rxn00216	ATP:D-glucose 6-phosphotransferase	2.7.1.1;2.7.1.2	OK	0	3	1.8174	False	-14.0000	BRONZE	-4.0520	GOLD	-3.7900	GOLD	-3.3141	GOLD	GOLD	TECRDB
rxn00217	D-Glucose:NAD+ 1-oxidoreductase	1.1.1.118;1.1.1.121	OK	0	3	0.1710	False	-1.9700	GOLD	-1.1730	GOLD	-1.0400	GOLD	-1.1463	GOLD	GOLD	TECRDB
rxn00218	D-Glucose:NADP+ 1-oxidoreductase	1.1.1.119	OK	0	3	0.5504	False	-1.7300	SILVER	-1.6440	SILVER	2.5100	SILVER			SILVER	GC
rxn00219	D-glucose:oxygen 2-oxidoreductase	1.1.3.10	OK	0	3	1.3795	False	-29.4100	SILVER	-30.7960	SILVER	-11.8100	BRONZE			SILVER	GC
rxn00220	D-Glucose-6-phosphate phosphohydrolase	3.1.3.58;3.1.3.9	OK	0	3	1.9303	False	7.2200	BRONZE	-2.0390	GOLD	-3.2700	GOLD	-2.7216	GOLD	GOLD	TECRDB
rxn00221	D-Glucose-1-phosphate phosphohydrolase	3.1.3.10	OK	0	3	2.1315	False	7.2200	BRONZE	-3.8430	GOLD	-4.7100	GOLD			GOLD	EQ
rxn00222	cellobiose glucohydrolase	3.2.1.21;3.2.1.74	OK	0	3	0.2343	False	-3.1100	SILVER	-2.8520	SILVER	-3.2700	GOLD	-2.4135	SILVER	GOLD	DGPMS
rxn00223	D-glucose aldose-ketose-isomerase	5.3.1.5	OK	0	3	0.4053	False	-0.8900	GOLD	-0.0420	GOLD	0.1900	GOLD	-0.0509	GOLD	GOLD	TECRDB
rxn00224	protoheme ferro-lyase (protoporphyrin-forming)	4.99.1.1	OK	0	1		False					-38.6500	BRONZE			BRONZE	DGPMS
rxn00225	ATP:acetate phosphotransferase	2.7.2.1;2.7.2.15	OK	0	3	1.5488	False	-5.3600	BRONZE	3.1220	GOLD	3.3400	GOLD	3.2278	GOLD	GOLD	TECRDB
rxn00226	ATP:acetate adenylyltransferase	6.2.1.1	OK	0	2	0.0265	False	14.1100	SILVER			14.3800	SILVER			SILVER	GC
rxn00227	Acetyl phosphate phosphohydrolase	3.6.1.7	OK	0	3	3.0216	False	-1.4200	BRONZE	-9.2130	GOLD	-10.4100	GOLD			GOLD	EQ
rxn00228	Phosphonoacetate phosphonohydrolase	3.11.1.2	OK	0	3	1.4701	False	-16.5900	SILVER	-18.6390	SILVER	-29.5100	BRONZE			SILVER	GC
rxn00229	(S)-lactate:oxygen 2-oxidoreductase (decarboxylating)	1.13.12.4	OK	0	3	1.1513	False	-117.9900	SILVER	-117.1110	SILVER	-112.8700	BRONZE			SILVER	GC
rxn00230	diphosphate:acetate phosphotransferase	2.7.2.12	OK	0	3	0.8931	False	5.6000	SILVER	5.2290	GOLD	6.6200	GOLD			GOLD	EQ
rxn00231	Acetamide amidohydrolase	3.5.1.4	OK	0	3	0.7542	False	-6.2600	SILVER	-4.8420	SILVER	-10.3700	SILVER			SILVER	GC
rxn00232	5'-acetylphosphoadenosine acetylhydrolase	3.6.1.20	OK	0	2	1.6687	False	-41.3500	BRONZE			-24.3400	BRONZE			BRONZE	GC
rxn00233	2,4-dioxopentanoate acetylhydrolase	3.7.1.6	OK	0	3	3.7252	False	-26.5500	BRONZE	-15.9450	SILVER	-7.5900	BRONZE			SILVER	EQ
rxn00234	(2S)-2-hydroxy-2-methylbutanedioate pyruvate-lyase (acetate-forming)	4.1.3.22	OK	0	3	0.3289	False	1.6300	GOLD	0.6860	GOLD	0.6900	GOLD	0.9276	GOLD	GOLD	TECRDB
rxn00235	6-Acetyl-D-glucose acetylhydrolase	3.1.1.33	OK	0	3	1.0696	False	-3.6500	SILVER	-6.3790	SILVER	-14.3700	BRONZE			SILVER	GC
rxn00236	GDP phosphohydrolase	3.6.1.42;3.6.1.5;3.6.1.6	OK	0	3	1.8395	False	-16.2800	BRONZE	-6.0010	GOLD	-6.5900	GOLD			GOLD	EQ
rxn00237	ATP:GDP phosphotransferase	2.7.4.6	OK	0	3	0.0747	True	0.0000	GOLD	-0.4090	GOLD	-0.3700	GOLD	-0.0241	GOLD	GOLD	TECRDB
rxn00238	ATP:nucleoside-diphosphate phosphotransferase	2.7.4.6	OK	0	0		False										
rxn00239	ATP:GMP phosphotransferase	2.7.4.8	OK	0	3	1.7730	False	9.5000	BRONZE	-0.0900	GOLD	-0.4800	GOLD	-0.5550	GOLD	GOLD	TECRDB
rxn00240	nucleoside-triphosphate:AMP phosphotransferase	2.7.4.10	OK	0	0		False										
rxn00241	GTP phosphohydrolase	3.6.1.15;3.6.1.5;3.6.5.1;3.6.5.2;3.6.5.3;3.6.5.4;3.6.5.5;3.6.5.6	OK	0	3	0.6610	False	-6.7800	SILVER	-5.6820	GOLD	-6.7000	GOLD			GOLD	EQ
rxn00242	guanosine-3',5'-bis(diphosphate) 3'-diphosphohydrolase	3.1.7.2	OK	0	3	0.6065	False	-3.7400	SILVER	-6.7930	SILVER	-10.3400	SILVER			SILVER	GC
rxn00243	GDP-glucose glucohydrolase	3.2.1.42	OK	0	3	0.9232	False	-4.8100	SILVER	-5.4360	SILVER	-8.2200	SILVER			SILVER	GC
rxn00244	Oxaloacetate acetylhydrolase	3.7.1.1	OK	0	3	1.8293	False	-11.5800	BRONZE	-8.7110	BRONZE	-17.9800	BRONZE			BRONZE	GC
rxn00245	(R,R)-tartrate hydro-lyase (oxaloacetate-forming)	4.2.1.32	OK	0	3	0.9218	False	-8.1700	SILVER	-9.4310	SILVER	-15.3900	BRONZE			SILVER	GC
rxn00247	ATP:oxaloacetate carboxy-lyase (transphosphorylating;phosphoenolpyruvate-forming)	4.1.1.49	OK	0	3	2.0584	False	-9.8200	BRONZE	3.4940	BRONZE	-1.3300	BRONZE			BRONZE	GC
rxn00248	(S)-malate:NAD+ oxidoreductase	1.1.1.299;1.1.1.37	OK	0	3	1.4820	False	6.2500	GOLD	4.1010	SILVER	5.9300	GOLD	5.6164	GOLD	GOLD	TECRDB
rxn00249	(S)-malate:NADP+ oxidoreductase	1.1.1.299;1.1.1.82	OK	0	3	1.1975	False	6.2500	SILVER	4.0950	GOLD	5.9300	GOLD			GOLD	EQ
rxn00250	Pyruvate:carbon-dioxide ligase (ADP-forming)	6.4.1.1	OK	0	3	0.3868	False	-1.0400	GOLD	-2.9960	SILVER	-2.6700	SILVER	-0.7622	GOLD	GOLD	TECRDB
rxn00251	phosphate:oxaloacetate carboxy-lyase (adding phosphate;phosphoenolpyruvate-forming)	4.1.1.31	OK	0	3	2.9963	False	-3.0400	BRONZE	9.5860	BRONZE	5.7400	BRONZE			BRONZE	GC
rxn00252	diphosphate:oxaloacetate carboxy-lyase (transphosphorylating;phosphoenolpyruvate-forming)	4.1.1.38	OK	0	3	1.0309	False	1.1400	SILVER	5.6010	BRONZE	1.9600	SILVER			SILVER	GC
rxn00253	erythro-3-hydroxy-Ls-aspartate ammonia-lyase (oxaloacetate-forming)	4.3.1.20	OK	0	3	2.3998	False	-5.7000	SILVER	-7.6290	SILVER	-23.8400	BRONZE			SILVER	GC
rxn00254	2-oxosuccinamate amidohydrolase	3.5.1.-;3.5.1.3	OK	0	3	0.7819	False	-4.7200	SILVER	-3.5870	SILVER	-8.9200	SILVER			SILVER	GC
rxn00255	4-carboxy-4-hydroxy-2-oxoadipate oxaloacetate-lyase (pyruvate-forming)	4.1.3.17	OK	0	3	1.5129	False	3.1700	BRONZE	3.9590	SILVER	-3.7700	BRONZE			SILVER	EQ
rxn00256	acetyl-CoA:oxaloacetate C-acetyltransferase (thioester-hydrolysing)	2.3.3.1;2.3.3.16;2.3.3.3;4.1.3.7	OK	0	3	0.9432	False	8.8900	GOLD	7.8190	GOLD	9.2900	GOLD	8.6470	GOLD	GOLD	TECRDB
rxn00257	acetyl-CoA:oxaloacetate C-acetyltransferase [(pro-S)-carboxymethyl-forming, ADP-phosphorylating]	2.3.3.8	OK	0	3	0.3220	False	2.1100	SILVER	1.7280	SILVER	2.2300	SILVER	-0.1080	GOLD	GOLD	TECRDB
rxn00258	Malonyl-CoA:pyruvate carboxytransferase	2.1.3.1	OK	0	3	0.3704	False	-0.0000	SILVER	-1.1160	SILVER	-2.6700	SILVER			SILVER	GC
rxn00259	(3S)-citryl-CoA oxaloacetate-lyase (acetyl-CoA-forming)	4.1.3.34	OK	0	3	0.8543	False	3.1700	SILVER	3.6510	SILVER	-5.8600	BRONZE			SILVER	GC
rxn00260	L-Aspartate:2-oxoglutarate aminotransferase	2.6.1.1	OK	0	3	1.8082	False	-0.0000	SILVER	-2.4990	BRONZE	0.2400	GOLD	1.1336	GOLD	GOLD	TECRDB
rxn00261	rxn00261	1.13.11.-	CI:5	0	2	3.1483	False	174.9300	BRONZE			141.9600	BRONZE			BRONZE	GC
rxn00262	L-Aspartic acid:oxygen oxidoreductase (deaminating)	1.4.3.16;1.4.3.2	OK	0	3	0.6197	False	-23.0200	GOLD	-25.0350	SILVER	-22.0700	SILVER			GOLD	GC
rxn00263	D-Aspartate:oxygen oxidoreductase (deaminating)	1.4.3.1;1.4.3.15	OK	0	3	0.7479	False	-23.0200	GOLD	-25.2330	SILVER	-24.9600	SILVER			GOLD	GC
rxn00264	(S)-Malate:oxygen oxidoreductase	1.1.3.3	OK	0	3	0.5068	False	-25.4900	GOLD	-27.1800	SILVER	-24.8300	SILVER			GOLD	GC
rxn00265	citrate oxaloacetate-lyase (forming acetate from the pro-S carboxymethyl group of citrate)	4.1.3.6	OK	0	3	0.2675	False	1.6300	GOLD	0.8870	GOLD	1.1100	GOLD	1.6286	GOLD	GOLD	TECRDB
rxn00266	Oxaloacetate keto-enol-isomerase	5.3.2.2	OK	0	2	0.0000	True	0.0000	SILVER	0.0000	SILVER			-1.3642	GOLD	GOLD	TECRDB
rxn00267	Glycine:ferricytochrome-c oxidoreductase (deaminating)	1.4.2.1	OK	0	0		False										
rxn00268	glycine:NAD+ oxidoreductase (deaminating)	1.4.1.1;1.4.1.10	OK	0	3	1.7035	False	10.1800	BRONZE	10.6180	SILVER	13.7500	SILVER			SILVER	EQ
rxn00269	glycine:oxygen oxidoreductase (deaminating)	1.4.3.19;1.4.3.2;1.4.3.3	OK	0	3	1.1080	False	-21.5600	GOLD	-20.6630	SILVER	-17.0100	BRONZE			GOLD	GC
rxn00270	S-Adenosyl-L-methionine:glycine N-methyltransferase	2.1.1.156;2.1.1.162;2.1.1.20	OK	0	2	2.4211	False	-10.4300	BRONZE			14.2500	BRONZE			BRONZE	GC
rxn00271	N-(carboxymethyl)-D-alanine:NAD+ oxidoreductase (glycine-forming)	1.5.1.22	OK	0	3	0.5576	False	9.2400	SILVER	7.2110	SILVER	11.9100	SILVER			SILVER	GC
rxn00272	L-Alanine:glyoxylate aminotransferase	2.6.1.44	OK	0	3	2.5317	False	-1.4600	SILVER	-1.8410	SILVER	-6.1600	SILVER			SILVER	GC
rxn00273	Acetyl-CoA:glycine C-acetyltransferase	2.3.1.29	OK	0	3	2.3678	False	5.2500	BRONZE	8.4630	SILVER	25.6900	BRONZE			SILVER	EQ
rxn00274	Acetyl-CoA:glycine C-acetyltransferase	2.3.1.29	OK	0	3	1.4358	False	5.2500	SILVER	8.4630	SILVER	18.2800	BRONZE			SILVER	GC
rxn00275	Glycine:2-oxoglutarate aminotransferase	2.6.1.4;2.6.1.44	OK	0	3	1.9422	False	1.4600	BRONZE	1.8740	SILVER	5.3100	SILVER			SILVER	EQ
rxn00276	Glycine:oxaloacetate aminotransferase	2.6.1.35	OK	0	3	1.1798	False	1.4600	GOLD	4.3720	SILVER	5.0700	SILVER	2.4500	GOLD	GOLD	TECRDB
rxn00277	rxn00277		MI:C:-1/H:-4/O:-2	0	2	6.8983	False	116.3300	BRONZE			83.6200	BRONZE			BRONZE	GC
rxn00278	L-Alanine:NAD+ oxidoreductase (deaminating)	1.4.1.1	OK	0	3	0.7568	False	8.7200	SILVER	8.7770	SILVER	7.6000	SILVER	5.8310	GOLD	GOLD	TECRDB
rxn00279	L-aspartate 4-carboxy-lyase (L-alanine-forming)	4.1.1.12	OK	0	3	0.3189	False	-4.9300	GOLD	-5.7090	SILVER	-5.9000	SILVER			GOLD	GC
rxn00280	2,2'-iminodipropanoate:NAD+ oxidoreductase (L-alanine-forming)	1.5.1.17	OK	0	3	0.1924	False	9.2400	SILVER	8.1570	GOLD	8.2100	GOLD	8.1855	GOLD	GOLD	TECRDB
rxn00281	rxn00281	2.3.1.-	OK	0	3	1.5474	False	7.0600	BRONZE	8.1990	BRONZE	-4.4600	BRONZE			BRONZE	GC
rxn00282	L-alanine:oxaloacetate aminotransferase	2.6.1.12	OK	0	3	2.3380	False	0.0000	BRONZE	2.5310	GOLD	-1.0900	GOLD			GOLD	EQ
rxn00283	alanine racemase	5.1.1.1	OK	0	3	0.0374	True	0.0000	GOLD	-0.0100	GOLD	-0.0600	GOLD	-0.0000	GOLD	GOLD	TECRDB
rxn00284	succinate:NAD+ oxidoreductase	1.3.1.6	OK	0	3	2.9221	False	15.0300	BRONZE	15.2710	SILVER	9.8500	BRONZE			SILVER	EQ
