rxn	name	ec	status	is_transport	n_src	birge	struct_zero	dg_GC	grade_GC	dg_EQ	grade_EQ	dg_DGPMS	grade_DGPMS	dg_TECRDB	grade_TECRDB	best_grade	best_source
rxn24874	RXN-8380.c		CPDFORMERROR	0	0		False										
rxn24875	RXN-8382.c	2.5.1.-	OK	0	3	1.4727	False	-26.4100	BRONZE	-18.8880	BRONZE	-33.4600	BRONZE			BRONZE	GC
rxn24876	RXN-8382.r	2.5.1.-	OK	0	3	1.4727	False	-26.4100	BRONZE	-18.8880	BRONZE	-33.4600	BRONZE			BRONZE	GC
rxn24877	RXN-8383.c		OK	0	3	1.4977	False	-108.3200	SILVER	-111.7140	SILVER	-68.9400	BRONZE			SILVER	GC
rxn24878	RXN-8383.r		OK	0	3	1.4977	False	-108.3200	SILVER	-111.7140	SILVER	-68.9400	BRONZE			SILVER	GC
rxn24879	(+)-marmesin,NADPH:oxygen oxidoreductase	1.14.13.102	OK	0	2	1.7200	False	-102.9500	BRONZE			-71.2500	BRONZE			BRONZE	GC
rxn24880	RXN-8387.c		OK	0	3	3.7054	False	-96.6600	BRONZE	-113.4360	BRONZE	-77.4800	BRONZE			BRONZE	GC
rxn24881	RXN-8387.r		OK	0	3	3.7054	False	-96.6600	BRONZE	-113.4360	BRONZE	-77.4800	BRONZE			BRONZE	GC
rxn24882	RXN-8388.c	1.14.99.-	CI:5	0	0		False										
rxn24883	RXN-8389.c	1.14.99.-	CPDFORMERROR	0	0		False										
rxn24884	RXN-8389.d	1.14.99.-	CPDFORMERROR	0	0		False										
rxn24885	RXN-8390.c	1.14.99.-	CPDFORMERROR	0	0		False										
rxn24886	RXN-8390.d	1.14.99.-	CPDFORMERROR	0	0		False										
rxn24887	RXN-8391.c		CI:-2	0	0		False										
rxn24888	RXN-8391.d		CI:-2	0	0		False										
rxn24889	RXN-8392.c		CI:2	0	3	1.6619	False	3.3600	BRONZE	1.8310	SILVER	-35.9600	BRONZE			SILVER	EQ
rxn24890	RXN-8393.c		MI:O:1	0	2	0.7139	False	-42.8600	SILVER			-35.6500	SILVER			SILVER	GC
rxn24891	RXN-8394.c		CI:1	0	1		False					4.8000	BRONZE			BRONZE	DGPMS
rxn24892	RXN-8395.c		CI:-1	0	1		False					-30.8400	BRONZE			BRONZE	DGPMS
rxn24893	RXN-8396.c		CI:1	0	1		False					19.7700	BRONZE			BRONZE	DGPMS
rxn24894	RXN-8397.c		CI:-1	0	1		False					-2.6700	BRONZE			BRONZE	DGPMS
rxn24895	RXN-8398.c		OK	0	1		False					-16.6900	BRONZE			BRONZE	DGPMS
rxn24896	RXN-8399.c		OK	0	1		False					20.7500	BRONZE			BRONZE	DGPMS
rxn24897	RXN-8401.c		CPDFORMERROR	0	0		False										
rxn24898	RXN-8402.c		CPDFORMERROR	0	0		False										
rxn24899	RXN-8404.c		OK	0	3	1.3030	False	-12.9800	BRONZE	-6.0220	SILVER	-16.6200	SILVER			SILVER	EQ
rxn24900	RXN-8405.c		CI:1	0	1		False					-6.2700	BRONZE			BRONZE	DGPMS
rxn24901	RXN-8406.c		CPDFORMERROR	0	0		False										
rxn24902	RXN-8407.c		OK	0	0		False										
rxn24903	RXN-8408.c		OK	0	0		False										
rxn24904	RXN-8409.c	3.1.1.-	OK	0	0		False										
rxn24905	RXN-8410.c		CI:-2	0	1		False					13.7600	BRONZE			BRONZE	DGPMS
rxn24906	RXN-8411.c		CI:2	0	3	1.9937	False	-6.2800	BRONZE	0.5740	SILVER	-29.3600	BRONZE			SILVER	EQ
rxn24907	RXN-8412.c		CI:2	0	3	1.5597	False	-6.2800	BRONZE	0.5740	SILVER	-28.5600	BRONZE			SILVER	EQ
rxn24908	RXN-8413.c		CI:2	0	3	1.9937	False	-6.2800	BRONZE	0.5740	SILVER	-29.3600	BRONZE			SILVER	EQ
rxn24909	RXN-8413.r		CI:2	0	3	1.9937	False	-6.2800	BRONZE	0.5740	SILVER	-29.3600	BRONZE			SILVER	EQ
rxn24910	alpha-copaene synthase	4.2.3.-;4.2.3.133	OK	0	1		False					-16.9900	BRONZE			BRONZE	DGPMS
rxn24911	thujopsene synthase	4.2.3.79	OK	0	1		False					-25.6300	BRONZE			BRONZE	DGPMS
rxn24912	RXN-8419.c	4.2.3.-	OK	0	3	2.3698	False	-47.7900	BRONZE	-61.8780	BRONZE	-29.3300	BRONZE			BRONZE	GC
rxn24913	RXN-8421.c	4.2.3.-	OK	0	1		False					-16.5200	BRONZE			BRONZE	DGPMS
rxn24914	RXN-8423.c	4.2.3.-	OK	0	2	1.2554	False	-50.2800	SILVER			-23.6000	BRONZE			SILVER	GC
rxn24915	beta-chamigrene synthase	4.2.3.78	OK	0	2	0.9905	False	-33.2100	SILVER			-12.1600	SILVER			SILVER	GC
rxn24916	RXN-8427.c		CI:2	0	3	4.0252	False	-27.2400	BRONZE	-3.5000	BRONZE	40.1800	BRONZE			BRONZE	GC
rxn24917	RXN-8428.c	4.2.3.-	OK	0	2	1.2554	False	-58.8500	SILVER			-32.1700	BRONZE			SILVER	GC
rxn24918	RXN-8431.c	4.2.3.-	OK	0	3	3.4046	False	-28.5500	BRONZE	-49.0570	BRONZE	-8.0900	BRONZE			BRONZE	GC
rxn24919	RXN-8432.c	4.2.3.-	OK	0	3	1.0140	False	-23.5000	BRONZE	-17.2210	SILVER	-9.7800	SILVER			SILVER	EQ
rxn24920	RXN-8433.c	2.4.2.-	OK	0	3	1.1237	False	0.0000	SILVER	-4.0650	SILVER	4.5800	BRONZE			SILVER	GC
rxn24921	RXN-8435.c	2.4.1.-	OK	0	3	0.4884	False	-1.7000	SILVER	-4.4460	SILVER	-3.7000	SILVER			SILVER	GC
rxn24922	RXN-8436.c		MI:H:-1/O:-1/R:-1	0	0		False										
rxn24923	RXN-8437.c		MI:H:-1/O:-1/R:-1	0	0		False										
rxn24924	RXN-8438.c	2.4.1.-	OK	0	3	0.5309	False	-1.7000	SILVER	-4.4460	SILVER	-1.5200	SILVER			SILVER	GC
rxn24925	RXN-8439.c		MI:H:-1/O:-1/R:-1	0	0		False										
rxn24926	RXN-8440.c		MI:H:-1/O:-1/R:-1	0	0		False										
rxn24927	nicotinamide-beta-riboside hydrolase	3.2.2.-	OK	0	3	1.5372	False	-1.5600	BRONZE	-9.1510	BRONZE	-12.0800	BRONZE			BRONZE	GC
rxn24928	RXN-8442.c	2.4.2.-	OK	0	3	1.3214	False	10.2400	BRONZE	1.8280	BRONZE	5.5200	SILVER			SILVER	DGPMS
rxn24929	RXN-8444.c	3.2.2.-	OK	0	3	0.8156	False	-3.6400	SILVER	-6.4950	SILVER	-9.0000	SILVER			SILVER	GC
rxn24930	RXN-8448.c	2.1.1.69	OK	0	0		False										
rxn24931	RXN-8449.c	2.4.1.159	CI:1	0	0		False										
rxn24932	RXN-8453.c	2.4.1.-	OK	0	3	3.3870	False	-1.7000	BRONZE	-20.3410	SILVER	-9.9600	BRONZE			SILVER	EQ
rxn24934	RXN-8454.c	1.21.3.6	CI:1	0	3	8.0565	False	-77.9500	BRONZE	-122.6170	BRONZE	-61.5700	BRONZE			BRONZE	GC
rxn24935	RXN-8454.v	1.21.3.6	CI:1	0	3	8.0565	False	-77.9500	BRONZE	-122.6170	BRONZE	-61.5700	BRONZE			BRONZE	GC
rxn24936	RXN-8455.c	2.4.1.-	OK	0	3	3.3870	False	-1.7000	BRONZE	-20.3410	SILVER	-9.9600	BRONZE			SILVER	EQ
rxn24938	RXN-8456.c	1.21.3.6	CI:1	0	3	8.4405	False	-77.9500	BRONZE	-122.3080	BRONZE	-62.6400	BRONZE			BRONZE	GC
rxn24939	RXN-8456.v	1.21.3.6	CI:1	0	3	8.4405	False	-77.9500	BRONZE	-122.3080	BRONZE	-62.6400	BRONZE			BRONZE	GC
rxn24940	CFI	6.4.1.7	OK	0	3	0.5022	False	3.6600	SILVER	1.9890	SILVER	-1.0000	SILVER			SILVER	GC
rxn24941	RXN-8458.c	2.3.1.-;2.3.1.212	OK	0	3	1.1520	False	-8.5200	SILVER	-9.1670	SILVER	-25.7000	BRONZE			SILVER	GC
rxn24942	RXN-8459.c	1.3.1.-	OK	0	3	0.9026	False	-11.7600	SILVER	-13.9380	SILVER	-6.4400	BRONZE			SILVER	GC
rxn24943	CsZCD	1.13.11.84;1.14.99.42	OK	0	3	2.2971	False	-167.5600	BRONZE	-172.9960	BRONZE	-107.7000	BRONZE			BRONZE	GC
rxn24944	RXN-8470.c	1.2.99.3	CPDFORMERROR	0	0		False										
rxn24945	UDP-glucose:crocetin 8-O-D-glucosyltransferase	2.4.1.271	OK	0	3	1.0215	False	-2.7000	SILVER	0.1550	SILVER	10.0800	BRONZE			SILVER	GC
rxn24946	RXN-8472.c	2.4.1.-	OK	0	3	0.9979	False	-1.7000	SILVER	-5.4360	SILVER	-11.1100	BRONZE			SILVER	GC
rxn24948	UDP-glucose:crocetin 8-O-D-glucosyltransferase	2.4.1.271	OK	0	3	1.0223	False	-2.7000	SILVER	-0.2310	SILVER	10.0800	BRONZE			SILVER	GC
rxn24949	RXN-8474.c	2.4.1.-	OK	0	3	0.9979	False	-1.7000	SILVER	-5.4360	SILVER	-11.1100	BRONZE			SILVER	GC
rxn24951	UDP-glucose:crocetin 8-O-D-glucosyltransferase	2.4.1.271	OK	0	3	1.0223	False	-2.7000	SILVER	-0.2310	SILVER	10.0800	BRONZE			SILVER	GC
rxn24952	RXN-8476.c	2.4.1.-	OK	0	3	0.9979	False	-1.7000	SILVER	-5.4360	SILVER	-11.1100	BRONZE			SILVER	GC
rxn24954	RXN-8477.c	2.4.1.-	OK	0	3	0.3942	False	-1.7000	SILVER	-3.9060	SILVER	-3.4800	SILVER			SILVER	GC
rxn24956	RXN-8479.c	2.4.1.-	OK	0	3	3.3266	False	-1.7000	BRONZE	-20.4030	SILVER	-23.8200	BRONZE			SILVER	EQ
rxn24957	RXN-8480.c	2.4.1.-	OK	0	3	3.3296	False	-1.7000	BRONZE	-20.4200	SILVER	-23.8200	BRONZE			SILVER	EQ
rxn24958	RXN-8481.c	2.4.1.-	OK	0	3	3.4164	False	-1.7000	BRONZE	-20.4290	SILVER	-11.0300	BRONZE			SILVER	EQ
rxn24959	RXN-8488.c	1.14.18.-	CI:1	0	3	2.4711	False	-88.6100	BRONZE	-101.0490	BRONZE	-57.4800	BRONZE			BRONZE	GC
rxn24960	RXN-8492.c	2.3.1.-	OK	0	3	0.7442	False	0.0000	SILVER	-0.2920	GOLD	-19.1600	BRONZE			GOLD	EQ
rxn24961	RXN-8499.c		OK	0	2	3.4198	False	4.8700	BRONZE			-29.9900	BRONZE			BRONZE	GC
rxn24962	RXN-8501.c		OK	0	3	5.5237	False	-29.2300	BRONZE	6.0060	BRONZE	10.7600	BRONZE			BRONZE	GC
rxn24963	RXN-8502.c		OK	0	2	1.2593	False	-20.3400	SILVER			-7.9400	BRONZE			SILVER	GC
rxn24964	RXN-8504.c	4.2.1.M18	OK	0	2	4.1300	False	3.7100	BRONZE			-38.3900	BRONZE			BRONZE	GC
rxn24965	RXN-8504.v	4.2.1.M18	OK	0	2	4.1300	False	3.7100	BRONZE			-38.3900	BRONZE			BRONZE	GC
rxn24966	4 HPA 3-hydroxylase	1.14.14.9	OK	0	3	3.0011	False	-91.0200	BRONZE	-106.4340	BRONZE	-75.8800	BRONZE			BRONZE	GC
rxn24967	abietadienol,NADPH:oxygen oxidoreductase (18-hydroxylating)		OK	0	2	1.4843	False	-94.4200	SILVER			-65.2400	BRONZE			SILVER	GC
rxn24968	abietadiene-diol hydrolase		OK	0	2	0.8411	False	-9.1700	SILVER			-23.3000	SILVER			SILVER	GC
rxn24969	RXN-8510.c	1.14.13.-	OK	0	3	1.8566	False	-118.5800	BRONZE	-117.0270	BRONZE	-108.1700	BRONZE			BRONZE	GC
rxn24971	copalyl diphosphate-lyase (isopimara-7,15-diene-forming)	4.2.3.44	OK	0	3	2.8069	False	-40.9600	BRONZE	-22.7180	BRONZE	-24.3700	BRONZE			BRONZE	GC
rxn24972	RXN-8515.c	1.14.13.-	OK	0	3	0.8918	False	-96.2900	SILVER	-93.1800	SILVER	-76.2300	BRONZE			SILVER	GC
rxn24973	RXN-8516.c		OK	0	2	0.5801	False	-9.1700	SILVER			-17.1800	SILVER			SILVER	GC
rxn24974	RXN-8517.c	1.14.13.-	OK	0	2	3.0492	False	-94.4200	BRONZE			-71.3600	BRONZE			BRONZE	GC
rxn24975	RXN-8518.c	1.14.13.-	OK	0	2	2.0860	False	-118.5800	BRONZE			-108.1700	BRONZE			BRONZE	GC
rxn24976	RXN-8519.c	1.14.13.-	OK	0	3	0.8918	False	-96.2900	SILVER	-93.1800	SILVER	-76.2300	BRONZE			SILVER	GC
rxn24977	RXN-8520.c	1.14.13.-	OK	0	2	3.0492	False	-94.4200	BRONZE			-71.3600	BRONZE			BRONZE	GC
rxn24978	RXN-8521.c		OK	0	2	0.5801	False	-9.1700	SILVER			-17.1800	SILVER			SILVER	GC
rxn24979	RXN-8522.c	1.14.13.-	OK	0	3	1.8475	False	-118.5800	BRONZE	-116.9550	BRONZE	-108.1700	BRONZE			BRONZE	GC
rxn24980	RXN-8523.c	1.14.13.-	OK	0	3	0.5667	False	-96.2900	SILVER	-93.1800	SILVER	-87.7800	SILVER			SILVER	GC
rxn24981	RXN-8524.c	1.14.13.-	OK	0	2	3.0492	False	-94.4200	BRONZE			-71.3600	BRONZE			BRONZE	GC
rxn24982	RXN-8525.c		OK	0	2	0.5801	False	-9.1700	SILVER			-17.1800	SILVER			SILVER	GC
rxn24983	RXN-8526.c	1.14.13.-	OK	0	3	1.8475	False	-118.5800	BRONZE	-116.9550	BRONZE	-108.1700	BRONZE			BRONZE	GC
rxn24985	4-oxalocrotonate tautomerase	5.3.2.-	OK	0	2	0.0000	True	0.0000	BRONZE	0.0000	GOLD					GOLD	EQ
rxn24986	RXN-8530.c		CPDFORMERROR	0	0		False										
rxn24987	RXN-8531.c	1.14.13.-	OK	0	2	1.7104	False	-96.2900	BRONZE			-78.7300	BRONZE			BRONZE	GC
rxn24988	RXN-8532.c	1.14.13.-	OK	0	2	3.0492	False	-94.4200	BRONZE			-71.3600	BRONZE			BRONZE	GC
rxn24989	RXN-8533.c		OK	0	2	0.5801	False	-9.1700	SILVER			-17.1800	SILVER			SILVER	GC
rxn24990	RXN-8534.c	1.14.13.-	OK	0	2	0.9345	False	-118.5800	SILVER			-111.8300	SILVER			SILVER	GC
rxn24991	RXN-8535.c	1.14.13.-	OK	0	3	0.9216	False	-96.2900	SILVER	-93.1800	SILVER	-82.4000	BRONZE			SILVER	GC
rxn24992	RXN-8536.c	1.14.13.-	OK	0	2	1.4751	False	-94.4200	SILVER			-63.0200	BRONZE			SILVER	GC
rxn24993	RXN-8537.c		OK	0	2	0.8891	False	-9.1700	SILVER			-25.5200	SILVER			SILVER	GC
rxn24994	RXN-8538.c	1.14.13.-	OK	0	3	1.8475	False	-118.5800	BRONZE	-116.9550	BRONZE	-108.1700	BRONZE			BRONZE	GC
rxn24995	RXN-8542.c	4.2.3.-	OK	0	2	2.1419	False	-35.8800	BRONZE			9.6400	BRONZE			BRONZE	GC
rxn24996	RXN-8543.c	4.2.3.-	OK	0	3	6.0724	False	-27.3000	BRONZE	-65.6300	BRONZE	-11.2300	BRONZE			BRONZE	GC
rxn24997	RXN-8544.c	4.2.3.-	OK	0	3	4.6309	False	-44.1200	BRONZE	-72.2500	BRONZE	-15.1000	BRONZE			BRONZE	GC
rxn24998	RXN-8545.c	4.2.3.-	OK	0	3	2.9714	False	-52.9400	BRONZE	-70.6240	BRONZE	-30.0100	BRONZE			BRONZE	GC
rxn24999	RXN-8548.c	4.2.3.-	OK	0	1		False					-17.2500	BRONZE			BRONZE	DGPMS
rxn25000	beta-copaene synthase	4.2.3.-;4.2.3.127	OK	0	1		False					-19.2200	BRONZE			BRONZE	DGPMS
rxn25001	RXN-8554.c	4.2.3.-	OK	0	2	2.9927	False			-65.8540	BRONZE	-25.5400	BRONZE			BRONZE	EQ
rxn25002	RXN-8555.c	4.2.3.-	OK	0	2	0.2461	False	-35.7800	SILVER			-30.5500	SILVER			SILVER	GC
rxn25003	RXN-8557.c	4.2.3.-	OK	0	3	3.4909	False	-53.3700	BRONZE	-70.4160	BRONZE	2.8900	BRONZE			BRONZE	GC
rxn25004	RXN-8558.c	4.2.3.-	OK	0	1		False					-19.8300	BRONZE			BRONZE	DGPMS
rxn25005	RXN-8559.c	4.2.3.-	OK	0	1		False					-12.3400	BRONZE			BRONZE	DGPMS
rxn25006	RXN-8560.c	4.2.3.-	OK	0	3	6.2396	False	-26.2000	BRONZE	-66.7270	BRONZE	-45.1700	BRONZE			BRONZE	GC
rxn25007	RXN-8568.c	1.3.8.-;1.3.99.3	CI:-1	0	0		False										
rxn25008	RXN-8571.c	4.2.3.-	OK	0	1		False					-0.6000	BRONZE			BRONZE	DGPMS
rxn25009	(2E,6E)-farnesyl-diphosphate diphosphate-lyase (alpha-longipinene-forming)	4.2.3.80	OK	0	1		False					-18.6600	BRONZE			BRONZE	DGPMS
rxn25010	RXN-8573.c	4.2.3.-	OK	0	1		False					-9.8700	BRONZE			BRONZE	DGPMS
rxn25011	RXN-8577.c	4.2.3.-	OK	0	3	2.9581	False	-33.3200	BRONZE	-52.4810	BRONZE	-40.7400	BRONZE			BRONZE	GC
rxn25012	beta-phellandrene synthase (neryl-diphosphate-cyclizing)	4.2.3.51	OK	0	3	3.6579	False	-15.6100	BRONZE	-38.3550	BRONZE	-0.0200	BRONZE			BRONZE	GC
rxn25013	(-)-alpha-cedrene synthase	4.2.3.-	OK	0	1		False					-39.8200	BRONZE			BRONZE	DGPMS
rxn25014	RXN-8586.c	4.2.3.-	OK	0	1		False					-31.2800	BRONZE			BRONZE	DGPMS
rxn25015	RXN-8587.c	4.2.3.-	OK	0	2	1.4750	False	-52.5200	SILVER			-23.5800	BRONZE			SILVER	GC
rxn25016	RXN-8589.c	4.2.3.-	OK	0	3	3.0240	False	-53.3700	BRONZE	-70.4160	BRONZE	-20.7800	BRONZE			BRONZE	GC
rxn25017	RXN-8590.c	4.2.3.-	OK	0	3	2.9889	False	-53.3700	BRONZE	-70.4160	BRONZE	-22.9100	BRONZE			BRONZE	GC
rxn25018	RXN-8591.c	4.2.3.-	OK	0	3	5.9684	False	-27.7300	BRONZE	-65.4220	BRONZE	-12.2800	BRONZE			BRONZE	GC
rxn25019	gamma-muurolene synthase	4.2.3.-;4.2.3.126	OK	0	3	5.9283	False	-27.7300	BRONZE	-65.4220	BRONZE	-17.5700	BRONZE			BRONZE	GC
rxn25020	RXN-8593.c	4.2.3.-	OK	0	3	5.9283	False	-27.7300	BRONZE	-65.4220	BRONZE	-17.5700	BRONZE			BRONZE	GC
rxn25021	RXN-8594.c	4.2.3.-	OK	0	3	4.5737	False	-44.5500	BRONZE	-72.0420	BRONZE	-12.3500	BRONZE			BRONZE	GC
rxn25022	RXN-8595.c	4.2.3.-	OK	0	3	2.9889	False	-53.3700	BRONZE	-70.4160	BRONZE	-22.9100	BRONZE			BRONZE	GC
rxn25023	RXN-8596.c		OK	0	3	2.9908	False	-53.3700	BRONZE	-70.4160	BRONZE	-22.7900	BRONZE			BRONZE	GC
rxn25024	RXN-8597.c	4.2.3.-	OK	0	3	2.9908	False	-53.3700	BRONZE	-70.4160	BRONZE	-22.7900	BRONZE			BRONZE	GC
rxn25025	RXN-8598.c	4.2.3.-;4.2.3.162	OK	0	3	3.0240	False	-53.3700	BRONZE	-70.4160	BRONZE	-20.7800	BRONZE			BRONZE	GC
rxn25026	alpha-muurolene synthase	4.2.3.-;4.2.3.125	OK	0	3	2.9393	False	-53.3700	BRONZE	-70.4160	BRONZE	-26.0600	BRONZE			BRONZE	GC
rxn25027	RXN-8600.c	4.2.3.-	OK	0	3	2.9393	False	-53.3700	BRONZE	-70.4160	BRONZE	-26.0600	BRONZE			BRONZE	GC
rxn25028	(+)-sativene synthase	4.2.3.-;4.2.3.129	OK	0	1		False					-3.5200	BRONZE			BRONZE	DGPMS
rxn25029	RXN-8602.c	4.2.3.-	OK	0	1		False					-18.0100	BRONZE			BRONZE	DGPMS
rxn25030	RXN-8603.c	4.2.3.-	OK	0	1		False					-19.3700	BRONZE			BRONZE	DGPMS
rxn25031	beta-cubebene synthase	4.2.3.-;4.2.3.128	OK	0	1		False					-15.8300	BRONZE			BRONZE	DGPMS
rxn25032	RXN-8605.c	4.2.3.-	CI:2	0	2	0.9307	False	-58.5400	SILVER			-38.7600	SILVER			SILVER	GC
rxn25033	RXN-8606.c	4.2.3.-	OK	0	1		False					-34.1100	BRONZE			BRONZE	DGPMS
rxn25034	RXN-8607.c	4.2.3.-	OK	0	1		False					-20.0600	BRONZE			BRONZE	DGPMS
rxn25035	RXN-8610.c	4.2.3.-	CI:4	0	3	3.6278	False	-92.6300	BRONZE	-73.3420	BRONZE	-16.7500	BRONZE			BRONZE	GC
rxn25036	RXN-8611.c	4.2.3.-	CI:6	0	3	5.6823	False	-124.8200	BRONZE	-93.8100	BRONZE	-10.7900	BRONZE			BRONZE	GC
rxn25037	RXN-8619.c	1.14.13.-	OK	0	3	0.4740	False	-93.3400	SILVER	-90.8910	SILVER	-98.7500	SILVER			SILVER	GC
rxn25038	RXN-8620.c		OK	0	3	0.5611	False	-93.3400	SILVER	-90.8910	SILVER	-102.4700	SILVER			SILVER	GC
rxn25039	trans-alpha-bergamotene synthase	4.2.3.81	OK	0	1		False					-39.7300	BRONZE			BRONZE	DGPMS
rxn25040	sesquisabinene synthase	4.2.3.-	OK	0	2	0.2143	False	-16.2600	SILVER			-12.3200	SILVER			SILVER	GC
rxn25041	RXN-8623.c	1.10.3.-	CI:-2	0	3	1.3213	False	-79.5100	BRONZE	-84.4240	SILVER	-110.4200	BRONZE			SILVER	EQ
rxn25042	RXN-8629.c	1.8.1.4	OK	0	0		False										
rxn25043	RXN-8629.m	1.8.1.4	OK	0	0		False										
rxn25044	RXN-8630.c	1.14.14.1	CI:-1	0	0		False										
rxn25045	RXN-8630.r	1.14.14.1	CI:-1	0	0		False										
rxn25046	RXN-8631.d	4.1.2.13	OK	0	3	1.4597	False	4.3100	BRONZE	6.9070	GOLD	4.7300	SILVER	7.3303	GOLD	GOLD	TECRDB
rxn25047	RXN-8632.c		OK	0	3	0.4907	False	3.7900	SILVER	4.4760	GOLD	0.8700	SILVER			GOLD	EQ
rxn25048	acetol monooxygenase	1.14.13.M34	OK	0	3	3.6341	False	-113.4400	BRONZE	-110.9280	BRONZE	-83.5600	BRONZE			BRONZE	GC
rxn25049	RXN-8635.c	1.11.1.7	OK	0	3	2.8859	False	-35.8000	BRONZE	-53.3540	BRONZE	-78.7400	BRONZE			BRONZE	GC
rxn25050	IDP1	1.1.1.42;4.1.1.-	OK	0	3	0.6293	False	-3.1200	SILVER	-4.1020	SILVER	-8.0600	SILVER			SILVER	GC
rxn25051	IDP1	1.1.1.42;4.1.1.-	OK	0	3	0.6293	False	-3.1200	SILVER	-4.1020	SILVER	-8.0600	SILVER			SILVER	GC
rxn25052	RXN-8645.c	1.1.99.2	OK	0	3	0.7321	False	6.2500	SILVER	4.9380	SILVER	10.2400	SILVER	6.5280	SILVER	SILVER	TECRDB
rxn25053	uracil/thymine dehydrogenase	1.17.99.4	CPDFORMERROR	0	0		False										
rxn25054	(6E,8Z,11Z,14Z)-(5S)-5-hydroperoxyicosa-6,8,11,14-tetraenoate dehydratase		OK	0	2	1.5547	False	-16.0300	BRONZE			-49.0700	BRONZE			BRONZE	GC
rxn25055	(R)-benzylsuccinyl-CoA dehydrogenase	1.3.8.3	OK	0	0		False										
rxn25056	lipoate protein ligase	2.7.7.63	CPDFORMERROR	0	0		False										
rxn25057	histone demethylase		MI:C:-1/N:-1/O:-1|CI:1	0	0		False										
rxn25058	indoleamine 2,3-dioxygenase	1.13.11.52	OK	0	3	1.6850	False	-92.1000	BRONZE	-81.9610	BRONZE	-79.1300	BRONZE			BRONZE	GC
rxn25059	indoleamine 2,3-dioxygenase	1.13.11.11;1.13.11.52	OK	0	3	1.1957	False	-92.1000	BRONZE	-84.6880	SILVER	-86.2600	SILVER			SILVER	EQ
rxn25060	peptide methionine sulfoxide reductase	1.8.4.11	CI:1	0	0		False										
rxn25061	3' hydroxy flavanone 5'-hydroxylase		MI:R:-1|CI:-1	0	0		False										
rxn25062	RXN-8677.c	1.10.3.-	CI:-2	0	3	1.1944	False	-112.0500	SILVER	-110.5500	SILVER	-76.1800	BRONZE			SILVER	GC
rxn25063	(+)-pinoresinol reductase	1.23.1.-;1.23.1.1	OK	0	3	1.2985	False	0.9700	SILVER	3.1170	SILVER	19.7300	BRONZE			SILVER	GC
rxn25064	(+)-lariciresinol lyase	1.23.1.2;4.2.99.-	OK	0	3	1.0182	False	-4.9700	SILVER	-7.6140	SILVER	-19.7300	BRONZE			SILVER	GC
rxn25065	RXN-8680.c	1.1.1.-	OK	0	3	1.3975	False	4.9700	SILVER	6.0910	SILVER	16.5100	BRONZE			SILVER	GC
rxn25066	RXN-8681.c	1.1.1.-	OK	0	3	0.3188	False	-1.9700	SILVER	-3.8180	SILVER	-2.9900	SILVER			SILVER	GC
rxn25067	RXN-8682.c		OK	0	3	0.0960	False	0.0000	SILVER	0.0000	GOLD	-1.2800	SILVER			GOLD	EQ
rxn25068	RXN-8683.c	1.23.1.3;1.3.1.-	OK	0	3	1.2609	False	-0.9700	SILVER	-3.1170	SILVER	-19.2000	BRONZE			SILVER	GC
rxn25069	RXN-8684.c	1.23.1.4;1.3.1.-	OK	0	3	0.9828	False	-4.9700	SILVER	-7.6140	SILVER	-19.2000	BRONZE			SILVER	GC
rxn25070	RXN-8685.c		MI:C:-2/H:-1/O:-2|CI:1	0	2	2.8253	False	78.0200	BRONZE			49.2200	BRONZE			BRONZE	GC
rxn25071	RXN-8686.c	2.1.1.-	OK	0	2	2.3799	False	-10.4300	BRONZE			13.8300	BRONZE			BRONZE	GC
rxn25072	RXN-8687.c	2.1.1.-	OK	0	2	1.0289	False	-13.0800	SILVER			-32.0000	BRONZE			SILVER	GC
rxn25073	RXN-8688.c		OK	0	1		False					-79.8600	BRONZE			BRONZE	DGPMS
rxn25074	RXN-8688.d		OK	0	1		False					-79.8600	BRONZE			BRONZE	DGPMS
rxn25075	RXN-8692.c		OK	0	2	0.9250	False			0.0180	GOLD	-5.8800	SILVER			GOLD	EQ
rxn25076	13-hydroxylupanine O-tigloyltransferase	2.3.1.93	OK	0	2	1.4549	False			-0.5740	SILVER	8.1800	BRONZE			SILVER	EQ
rxn25077	RXN-8695.c	1.14.13.-	OK	0	3	3.8642	False	-115.0900	BRONZE	-107.5940	BRONZE	-59.0700	BRONZE			BRONZE	GC
rxn25078	RXN-8696.c	1.14.13.-	OK	0	3	3.8642	False	-115.0900	BRONZE	-107.5930	BRONZE	-59.0700	BRONZE			BRONZE	GC
rxn25079	cyclohexane hydroxylase		OK	0	3	0.7341	False	-99.9000	SILVER	-96.2310	SILVER	-103.6800	SILVER			SILVER	GC
rxn25080	RXN-8698.v	1.3.3.8	OK	0	2	0.7642	False	-48.3600	SILVER			-32.1200	SILVER			SILVER	GC
rxn25081	RXN-8699.v	1.3.3.8	OK	0	2	0.7642	False	-48.3600	SILVER			-32.1200	SILVER			SILVER	GC
rxn25082	RXN-8702.v	1.14.21.3	OK	0	3	2.7816	False	-92.7400	BRONZE	-110.7170	BRONZE	-87.8600	BRONZE			BRONZE	GC
rxn25083	RXN-8703.c	1.-.-.-	CI:-2	0	3	4.7436	False	-64.8100	BRONZE	-92.6210	BRONZE	-56.7100	BRONZE			BRONZE	GC
rxn25084	RXN-8704.c	1.-.-.-	CI:-2	0	2	5.4574	False	-100.3200	BRONZE			-44.2900	BRONZE			BRONZE	GC
