rxn	name	ec	source	dg	sigma	operator	ehat	p_ok	z	birge	n_src	struct_zero	grade	reason	n_anchor	n_proxy
rxn33014	RXN-3184		dGPredictor-ModelSEED	-20.0700	32.4300	=	21.3210	0.0621	0.0568	0.2433	3	False	SILVER	corroborated	789	11600
rxn33015	isopropylmalate isomerase	4.2.1.33	dGPredictor-ModelSEED	13.5200	14.1300	=	6.6461	0.1882	2.1130	1.5278	3	False	BRONZE	uncorroborated	789	11600
rxn33016	retinol: NADP+ oxidoreductase	1.1.1.-;1.1.1.300	dGPredictor-ModelSEED	0.6900	1.7100	=	1.0059	0.8343	1.1907	1.0874	3	False	SILVER	self-confident	789	11600
rxn33019	3'-Phosphoadenylylsulfate:quercetin 3-sulfotransferase	2.8.2.25	dGPredictor-ModelSEED	56.7500	60.6200	=	21.3210	0.0000	3.2949	3.3438	2	False	BRONZE	outvoted	789	11600
rxn33023	RXN-8071	4.4.1.-	dGPredictor-ModelSEED	-0.1100	19.6100	=	9.2453	0.1605	0.2352	0.2532	2	False	SILVER	corroborated	789	11600
rxn33024	GDP phosphotransferase	2.7.4.6	dGPredictor-ModelSEED	-0.3700	1.5200	=	0.6838	0.9525	0.1985	0.2401	3	False	GOLD	self-certain	789	11600
rxn33025	-	1.14.-.-	dGPredictor-ModelSEED	12.1600	16.4900	=	9.2453	0.1734	1.3825	0.9819	3	False	BRONZE	uncorroborated	789	11600
rxn33027	-	1.14.-.-	dGPredictor-ModelSEED	12.1600	16.4900	=	9.2453	0.1734	1.3825	0.9819	3	False	BRONZE	uncorroborated	789	11600
rxn33028	-	1.14.-.-	dGPredictor-ModelSEED	12.1600	16.4900	=	9.2453	0.1734	1.3825	0.9819	3	False	BRONZE	uncorroborated	789	11600
rxn33029	ATP:propanoate adenyltransferase	6.2.1.1;6.2.1.17	dGPredictor-ModelSEED	-29.2800	18.9800	>	9.2453	0.1709	1.5596	1.6789	2	False	BRONZE	uncorroborated	789	11600
rxn33032	succinyl-CoA:L-arginine N2-succinyltransferase	2.3.1.109	dGPredictor-ModelSEED	2.5400	20.4400	=	9.2453	0.1605	0.9485	0.7029	3	False	SILVER	corroborated	789	11600
rxn33035	Triosephosphate isomerase	5.3.1.1	dGPredictor-ModelSEED	-0.9100	1.5000	=	0.6838	0.9525	0.5577	0.4638	3	False	GOLD	self-certain	789	11600
rxn33036	RXN-8071	4.4.1.-	dGPredictor-ModelSEED	-0.1100	19.6100	=	9.2453	0.1605	0.2352	0.2532	2	False	SILVER	corroborated	789	11600
rxn33038	all-trans-hexaprenyl-diphosphate synthase	2.5.1.-;2.5.1.33	dGPredictor-ModelSEED	-26.9200	19.7900	=	9.2453	0.1605	0.8808	0.9706	3	False	SILVER	corroborated	789	11600
rxn33039	RXN66-319	1.1.1.270	dGPredictor-ModelSEED	-11.7900	24.2800	=	13.5004	0.1001	0.8197	0.6638	3	False	SILVER	corroborated	789	11600
rxn33040	OPPSYN-RXN.d.chlamyexp.ALL-TRANS-HEXAPRENYL-DIPHOSPHATE_ALL-TRANS-PENTAPRENYL-DIPHOSPHATE	2.5.1.-;2.5.1.33	dGPredictor-ModelSEED	-26.9200	19.7900	=	9.2453	0.1605	0.8808	0.9706	3	False	SILVER	corroborated	789	11600
rxn33041	L-Threonine:NAD+ oxidoreductase	1.1.1.103	dGPredictor-ModelSEED	11.6800	9.8500	=	5.3141	0.3373	0.9484	0.8655	3	False	SILVER	corroborated	789	11600
rxn33042	1-aminocyclopropane-1-carboxylate deaminase	3.5.99.7;4.1.99.4-	dGPredictor-ModelSEED	13.5700	8.2200	=	5.3141	0.3373	0.0592	6.3614	3	False	BRONZE	uncorroborated	789	11600
rxn33043	L-Threonine:NAD+ oxidoreductase	1.1.1.103	dGPredictor-ModelSEED	11.6800	9.8500	=	5.3141	0.3373	0.9484	0.8655	3	False	SILVER	corroborated	789	11600
rxn33045	RXN-2003		dGPredictor-ModelSEED	8.6200	15.9100	=	8.1314	0.1734	0.5199	0.5538	3	False	SILVER	corroborated	789	11600
rxn33046	RXN-2003		dGPredictor-ModelSEED	8.6200	15.9100	=	8.1314	0.1734	0.5199	0.5538	3	False	SILVER	corroborated	789	11600
rxn33047	ditrans,tetracis-heptaprenyl-diphosphate:isopentenyl-diphosphate	2.5.1.-;2.5.1.31	dGPredictor-ModelSEED	-24.7000	19.9500	=	9.2453	0.1605	0.6424	0.8713	3	False	SILVER	corroborated	789	11600
rxn33049	RXN-776		dGPredictor-ModelSEED	-1.0100	21.6700	=	9.6984	0.1605	1.5736	1.1773	3	False	BRONZE	uncorroborated	789	11600
rxn33054	RXN-776		dGPredictor-ModelSEED	-1.0100	21.6700	=	9.6984	0.1605	1.5736	1.1773	3	False	BRONZE	uncorroborated	789	11600
rxn33059	Malonyl-CoA:3-hydroxybenzoyl-CoA malonyltransferase	2.3.1.151;2.3.1.220	dGPredictor-ModelSEED	15.5700	48.1500	=	21.3210	0.0621	2.4623	7.4778	3	False	BRONZE	uncorroborated	789	11600
rxn33060	Malonyl-CoA:3-hydroxybenzoyl-CoA malonyltransferase	2.3.1.151;2.3.1.220	dGPredictor-ModelSEED	15.5700	48.1500	=	21.3210	0.0621	2.4623	7.4778	3	False	BRONZE	uncorroborated	789	11600
rxn33061	Ribose-5-phosphate adenylyltransferase	2.7.7.35	dGPredictor-ModelSEED	6.0600	9.5600	=	5.3141	0.3373	1.2030	2.6007	3	False	BRONZE	uncorroborated	789	11600
rxn33062	Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase	3.1.7.2	dGPredictor-ModelSEED	-10.3400	16.2400	=	8.1314	0.1734	0.3946	0.7171	3	False	SILVER	corroborated	789	11600
rxn33064	Malonyl-CoA:3-hydroxybenzoyl-CoA malonyltransferase	2.3.1.151;2.3.1.220	dGPredictor-ModelSEED	15.5700	48.1500	=	21.3210	0.0621	2.4623	7.4778	3	False	BRONZE	uncorroborated	789	11600
rxn33065	Malonyl-CoA:3-hydroxybenzoyl-CoA malonyltransferase	2.3.1.151;2.3.1.220	dGPredictor-ModelSEED	15.5700	48.1500	=	21.3210	0.0621	2.4623	7.4778	3	False	BRONZE	uncorroborated	789	11600
rxn33066	L-xylulose reductase	1.1.1.10	dGPredictor-ModelSEED	3.6800	1.6200	=	1.0059	0.8343	0.5313	0.4779	3	False	SILVER	self-confident	789	11600
rxn33067	Dephospho-CoA kinase	2.7.1.24	dGPredictor-ModelSEED	-0.3500	2.0900	=	1.0059	0.8343	0.5843	2.9125	3	False	SILVER	self-confident	789	11600
rxn33068	hexadecanoyl-CoA:NADP+ trans-2-oxidoreductase;	1.3.1.38;1.3.1.8	dGPredictor-ModelSEED	2.9700	9.0600	=	5.3141	0.3373	3.3142	2.3883	3	False	BRONZE	outvoted	789	11600
rxn33070	RXN-6268		dGPredictor-ModelSEED	-20.2900	14.7500	>	6.6461	0.1882	1.2797	1.4633	2	False	BRONZE	uncorroborated	789	11600
rxn33073	RXN-7248		dGPredictor-ModelSEED	-7.7200	8.4000	=	5.3141	0.3373	1.3164	1.7962	3	False	BRONZE	uncorroborated	789	11600
rxn33074	6-Deoxoteasterone:brassinosteroid C3-oxidoreductase	1.14.-.-	dGPredictor-ModelSEED	-3.8900	22.7000	=	9.8825	0.1605	1.0519	0.8347	3	False	BRONZE	uncorroborated	789	11600
rxn33075	6-Deoxoteasterone:brassinosteroid C3-oxidoreductase	1.14.-.-	dGPredictor-ModelSEED	-3.8900	22.7000	=	9.8825	0.1605	1.0519	0.8347	3	False	BRONZE	uncorroborated	789	11600
rxn33076	p-coumarate 3-hydroxylase		dGPredictor-ModelSEED	-71.5600	19.7100	>	9.2453	0.1605	3.6261	3.1740	3	False	BRONZE	outvoted	789	11600
rxn33077	6-Deoxoteasterone:brassinosteroid C3-oxidoreductase	1.14.-.-	dGPredictor-ModelSEED	-3.8900	22.7000	=	9.8825	0.1605	1.0519	0.8347	3	False	BRONZE	uncorroborated	789	11600
rxn33078	Prephenate dehydrogenase	1.3.1.12	dGPredictor-ModelSEED	33.7400	34.7800	=	21.3210	0.0621	1.4537	3.8362	3	False	BRONZE	uncorroborated	789	11600
rxn33079	Glyoxalase II	3.1.2.6	dGPredictor-ModelSEED	-7.9700	16.0600	=	8.1314	0.1734	0.0409	1.1498	3	False	SILVER	corroborated	789	11600
rxn33080	-	1.14.13.-	dGPredictor-ModelSEED	-91.4000	15.0800	>	6.6461	0.1882	2.0750	2.3827	3	False	BRONZE	uncorroborated	789	11600
rxn33082	hexadecanoyl-CoA:NADP+ trans-2-oxidoreductase;	1.3.1.38;1.3.1.8	dGPredictor-ModelSEED	2.9700	9.0600	=	5.3141	0.3373	3.3142	2.3883	3	False	BRONZE	outvoted	789	11600
rxn33083	NAD(+) synthase (glutamine-hydrolysing)	6.3.5.1	dGPredictor-ModelSEED	-21.1600	27.5600	=	20.1669	0.1001	0.6165	3.6556	3	False	BRONZE	uncorroborated	789	11600
rxn33085	RXN-5482.c.metaexp.CPD-12575		dGPredictor-ModelSEED	-18.3800	14.4500	=	6.6461	0.1882	0.4878	0.4125	3	False	SILVER	corroborated	789	11600
rxn33086	-	1.1.-.-	dGPredictor-ModelSEED	-9.8400	17.5900	=	9.2453	0.1709	0.0899	0.3667	3	False	SILVER	corroborated	789	11600
rxn33087	ATP:D-tagatose-6-phosphate 1-phosphotransferase	2.7.1.11;2.7.1.144;2.7.1.56	dGPredictor-ModelSEED	-5.1900	1.5100	=	0.6838	0.9525	0.2788	1.8237	3	False	GOLD	self-certain	789	11600
rxn33090	RXN-5761	2.1.1.-	dGPredictor-ModelSEED	8.3000	22.3200	=	9.6984	0.1605	1.6876	1.8053	2	False	BRONZE	uncorroborated	789	11600
rxn33091	ATP-citrate (pro-S-)-lyase	2.3.3.8	dGPredictor-ModelSEED	2.2300	1.5000	=	0.6838	0.9525	0.1559	0.1431	3	False	GOLD	self-certain	789	11600
rxn33092	ATP-citrate (pro-S-)-lyase	2.3.3.8	dGPredictor-ModelSEED	2.2300	1.5000	=	0.6838	0.9525	0.1559	0.1431	3	False	GOLD	self-certain	789	11600
rxn33093	RXN-5761	2.1.1.-	dGPredictor-ModelSEED	8.3000	22.3200	=	9.6984	0.1605	1.6876	1.8053	2	False	BRONZE	uncorroborated	789	11600
rxn33094	RXN-5761	2.1.1.-	dGPredictor-ModelSEED	8.3000	22.3200	=	9.6984	0.1605	1.6876	1.8053	2	False	BRONZE	uncorroborated	789	11600
rxn33095	RXN-2009	3.1.2.-	dGPredictor-ModelSEED	26.7400	26.8600	=	16.8772	0.1001	1.9728	1.4078	3	False	BRONZE	uncorroborated	789	11600
rxn33096	RXN-2009	3.1.2.-	dGPredictor-ModelSEED	26.7400	26.8600	=	16.8772	0.1001	1.9728	1.4078	3	False	BRONZE	uncorroborated	789	11600
rxn33097	AIRCARBOXY-RXN.d	4.1.1.21	dGPredictor-ModelSEED	-2.2600	2.6000	=	2.9140	0.4111	1.0190	0.8693	3	False	BRONZE	uncorroborated	789	11600
rxn33098	RXNQT-4191.d	3.1.3.-;3.1.3.100;3.1.3.2	dGPredictor-ModelSEED	-2.5200	4.5600	=	2.9140	0.4111	3.8006	5.0742	3	False	BRONZE	outvoted	789	11600
rxn33104	sucrose glucohydrolase	3.2.1.10;3.2.1.20;3.2.1.48	dGPredictor-ModelSEED	-6.6300	1.5700	>	1.0051	0.8737	0.5324	0.7038	3	False	SILVER	self-confident	789	11600
rxn33109	RXN-2009	3.1.2.-	dGPredictor-ModelSEED	26.7400	26.8600	=	16.8772	0.1001	1.9728	1.4078	3	False	BRONZE	uncorroborated	789	11600
rxn33110	RXN-2009	3.1.2.-	dGPredictor-ModelSEED	26.7400	26.8600	=	16.8772	0.1001	1.9728	1.4078	3	False	BRONZE	uncorroborated	789	11600
rxn33114	3-hydroxybenzaldehyde:NADP+ oxidoreductase	1.2.1.7	dGPredictor-ModelSEED	41.1700	31.0200	<	21.3210	0.0621	2.3139	1.6639	3	False	BRONZE	uncorroborated	789	11600
rxn33116	3-hydroxybenzaldehyde:NADP+ oxidoreductase	1.2.1.7	dGPredictor-ModelSEED	41.1700	31.0200	<	21.3210	0.0621	2.3139	1.6639	3	False	BRONZE	uncorroborated	789	11600
rxn33120	Acetyl-CoA C-acyltransferase	2.3.1.16;2.3.1.9	dGPredictor-ModelSEED	-6.4000	10.8300	=	5.3141	0.3373	0.2632	0.5390	3	False	SILVER	corroborated	789	11600
rxn33128	-		dGPredictor-ModelSEED	0.6300	14.3100	=	6.6461	0.1882	1.7921	2.2851	3	False	BRONZE	uncorroborated	789	11600
rxn33129	FADSYN-RXN.d	2.7.7.2	dGPredictor-ModelSEED	0.4300	1.6200	=	1.0059	0.8343	7.9749	7.6160	3	False	BRONZE	outvoted	789	11600
rxn33130	p-Cumic alcohol:NADP+ oxidoreductase	1.2.1.8	dGPredictor-ModelSEED	-8.8200	4.6800	=	2.9140	0.4111	0.1361	0.1390	3	False	SILVER	corroborated	789	11600
rxn33131	4-Aminobutyraldehyde:NAD+ oxidoreductase	1.2.1.3	dGPredictor-ModelSEED	-1.4000	7.9800	=	4.7853	0.3373	2.1174	1.5702	3	False	BRONZE	uncorroborated	789	11600
rxn33132	4-Aminobutyraldehyde:NAD+ oxidoreductase	1.2.1.3	dGPredictor-ModelSEED	-1.4000	7.9800	=	4.7853	0.3373	2.1174	1.5702	3	False	BRONZE	uncorroborated	789	11600
rxn33133	RXN-4310		dGPredictor-ModelSEED	-7.0700	1.4900	>	0.5553	0.9948	0.5529	0.6734	3	False	GOLD	self-certain	789	11600
rxn33134	Serine--glyoxylate aminotransferase	2.6.1.45	dGPredictor-ModelSEED	-3.9400	1.7000	=	1.0059	0.8343	1.8410	1.6238	3	False	SILVER	self-confident	789	11600
rxn33135	RXN0-5240	2.6.1.54	dGPredictor-ModelSEED	17.1400	29.3900	=	21.3210	0.0621	0.8243	0.7133	3	False	SILVER	corroborated	789	11600
rxn33137	RXN0-5182	2.4.1.1	dGPredictor-ModelSEED	0.2200	1.6600	=	1.0059	0.8343	0.2459	2.1553	3	False	SILVER	self-confident	789	11600
rxn33143	5-amino-6-(5-phosphoribitylamino)uracil:NADP+ 1'-oxidoreductase	1.1.1.193	dGPredictor-ModelSEED	18.7500	22.1300	=	9.6984	0.1605	1.3388	1.0701	3	False	BRONZE	uncorroborated	789	11600
rxn33145	p-Cumic alcohol:NADP+ oxidoreductase	1.2.1.8	dGPredictor-ModelSEED	-8.8200	4.6800	=	2.9140	0.4111	0.1361	0.1390	3	False	SILVER	corroborated	789	11600
rxn33146	-	1.13.11.-;1.13.11.56	dGPredictor-ModelSEED	-102.6100	41.8000	>	21.3210	0.0621	0.6113	1.4480	3	False	SILVER	corroborated	789	11600
rxn33147	-	1.13.11.-;1.13.11.56	dGPredictor-ModelSEED	-102.6100	41.8000	>	21.3210	0.0621	0.6113	1.4480	3	False	SILVER	corroborated	789	11600
rxn33148	Myo-inositol oxygenase	1.13.99.1	dGPredictor-ModelSEED	-83.6600	23.6300	>	13.3157	0.1238	0.6789	3.7455	3	False	BRONZE	uncorroborated	789	11600
rxn33149	-		dGPredictor-ModelSEED	0.6300	14.3100	=	6.6461	0.1882	1.7921	2.2851	3	False	BRONZE	uncorroborated	789	11600
rxn33150	GTP:GTP guanylyltransferase	2.7.7.45	dGPredictor-ModelSEED	1.2800	1.6000	=	1.0059	0.8343	1.4119	2.6667	3	False	SILVER	self-confident	789	11600
rxn33151	Hexadecanol:NAD+ oxidoreductase	1.1.1.164;1.1.1.192	dGPredictor-ModelSEED	1.5000	1.6100	=	1.0059	0.8343	2.5307	2.1067	3	False	SILVER	self-confident	789	11600
rxn33152	GTP:GTP guanylyltransferase	2.7.7.45	dGPredictor-ModelSEED	1.2800	1.6000	=	1.0059	0.8343	1.4119	2.6667	3	False	SILVER	self-confident	789	11600
rxn33154	-	1.14.13.-	dGPredictor-ModelSEED	-91.4000	15.0800	>	6.6461	0.1882	2.0750	2.3827	3	False	BRONZE	uncorroborated	789	11600
rxn33155	Myo-inositol oxygenase	1.13.99.1	dGPredictor-ModelSEED	-83.6600	23.6300	>	13.3157	0.1238	0.6789	3.7455	3	False	BRONZE	uncorroborated	789	11600
rxn33157	Cystathionine beta-lyase	4.4.1.8	dGPredictor-ModelSEED	1.2700	15.9400	=	8.1314	0.1734	0.1685	0.4864	3	False	SILVER	corroborated	789	11600
rxn33160	3-Butyn-1-al:NAD+ oxidoreductase	1.2.1.3	dGPredictor-ModelSEED	-10.6600	6.2000	=	2.9140	0.3507	0.1211	0.1955	2	False	SILVER	corroborated	789	11600
rxn33164	Acetolactate synthase	2.2.1.6	dGPredictor-ModelSEED	-2.3300	14.3400	=	6.6461	0.1882	0.7378	1.2902	3	False	SILVER	corroborated	789	11600
rxn33165	Glucosamine-phosphate N-acetyltransferase	2.3.1.4	dGPredictor-ModelSEED	-17.0200	18.7300	=	9.2453	0.1709	1.1450	0.8407	3	False	BRONZE	uncorroborated	789	11600
rxn33166	3-phosphoshikimate 1-carboxyvinyltransferase	2.5.1.19	dGPredictor-ModelSEED	-9.1500	20.8100	=	9.2453	0.1605	0.6818	3.3531	3	False	BRONZE	uncorroborated	789	11600
rxn33171	RXN-7248		dGPredictor-ModelSEED	-7.7200	8.4000	=	5.3141	0.3373	1.3164	1.7962	3	False	BRONZE	uncorroborated	789	11600
rxn33174	N2-succinyl-L-ornithine:2-oxoglutarate 5-aminotransferase	2.6.1.13;2.6.1.81	dGPredictor-ModelSEED	-1.6000	3.2400	=	2.9140	0.4111	0.4049	0.3472	3	False	SILVER	corroborated	789	11600
rxn33180	dTDP-glucose 4,6-dehydratase	4.2.1.46	dGPredictor-ModelSEED	-10.0200	17.9200	=	9.2453	0.1709	0.1131	0.5608	3	False	SILVER	corroborated	789	11600
rxn33181	URIDINEKIN-RXN.d	2.7.1.48	dGPredictor-ModelSEED	3.8000	22.1700	=	9.6984	0.1605	0.8344	1.9859	3	False	BRONZE	uncorroborated	789	11600
rxn33182	dTDP-glucose 4,6-dehydratase	4.2.1.46	dGPredictor-ModelSEED	-10.0200	17.9200	=	9.2453	0.1709	0.1131	0.5608	3	False	SILVER	corroborated	789	11600
rxn33193	GTP diphosphokinase	2.7.6.5	dGPredictor-ModelSEED	0.7500	16.2400	=	8.1314	0.1734	0.3575	4.1928	3	False	BRONZE	uncorroborated	789	11600
rxn33194	Inositol 1-alpha-galactosyltransferase	2.4.1.123	dGPredictor-ModelSEED	-4.3500	2.0600	=	1.0059	0.8343	0.0445	0.5359	3	False	SILVER	self-confident	789	11600
rxn33195	Inositol 1-alpha-galactosyltransferase	2.4.1.123	dGPredictor-ModelSEED	-4.3500	2.0600	=	1.0059	0.8343	0.0445	0.5359	3	False	SILVER	self-confident	789	11600
rxn33199	Inositol 1-alpha-galactosyltransferase	2.4.1.123	dGPredictor-ModelSEED	-4.3500	2.0600	=	1.0059	0.8343	0.0445	0.5359	3	False	SILVER	self-confident	789	11600
rxn33201	GTP:uridine 5'-phosphotransferase	2.7.1.48	dGPredictor-ModelSEED	4.1600	22.1800	=	9.6984	0.1605	0.8057	2.1006	3	False	BRONZE	uncorroborated	789	11600
rxn33205	Glucosamine-phosphate N-acetyltransferase	2.3.1.4	dGPredictor-ModelSEED	-17.0200	18.7300	=	9.2453	0.1709	1.1450	0.8407	3	False	BRONZE	uncorroborated	789	11600
rxn33206	3-Butyn-1-al:NAD+ oxidoreductase	1.2.1.3	dGPredictor-ModelSEED	-10.6600	6.2000	=	2.9140	0.3507	0.1211	0.1955	2	False	SILVER	corroborated	789	11600
rxn33207	D-lactaldehyde dehydrogenase	1.1.1.21;1.1.1.78;1.1.1.79	dGPredictor-ModelSEED	5.8500	20.4900	=	9.2453	0.1605	0.1806	0.4284	3	False	SILVER	corroborated	789	11600
rxn33208	-	1.3.1.72	dGPredictor-ModelSEED	-12.9400	26.8400	=	16.8772	0.1001	0.0726	0.5377	3	False	SILVER	corroborated	789	11600
rxn33211	-	1.14.13.-	dGPredictor-ModelSEED	-77.9800	21.9000	>	9.6984	0.1605	2.9265	2.9517	3	False	BRONZE	uncorroborated	789	11600
rxn33212	fatty acid elongase-(NAD)	2.3.1.119	dGPredictor-ModelSEED	-12.3700	7.3300	=	3.6705	0.3373	0.6607	0.5302	3	False	SILVER	corroborated	789	11600
rxn33213	Testosterone 17-beta-dehydrogenase (NADP+)	1.1.1.51;1.1.1.64	dGPredictor-ModelSEED	-0.5300	1.5200	=	0.6838	0.9525	0.8553	0.8895	3	False	GOLD	self-certain	789	11600
rxn33216	RXN-7202		dGPredictor-ModelSEED	0.6500	8.4000	=	5.3141	0.3373	0.6720	2.2128	3	False	BRONZE	uncorroborated	789	11600
rxn33222	3'-Phospho-5'-adenylyl sulfate 3'-phosphohydrolase	3.1.3.7	dGPredictor-ModelSEED	-6.7200	2.0900	>	1.0059	0.8343	2.7447	3.0869	3	False	SILVER	self-confident	789	11600
rxn33224	RXN-4318		dGPredictor-ModelSEED	-7.9200	15.7400	=	8.1314	0.1734	1.2020	1.0023	3	False	BRONZE	uncorroborated	789	11600
rxn33225	-		dGPredictor-ModelSEED	3.0500	2.4200	=	2.9140	0.4111	1.7730	1.3630	3	False	BRONZE	uncorroborated	789	11600
rxn33227	Aconitate hydratase	4.2.1.3;4.2.1.4	dGPredictor-ModelSEED	2.1600	1.5800	=	1.0051	0.8737	0.1357	0.2100	3	False	SILVER	self-confident	789	11600
rxn33228	Fumarylacetoacetase	3.7.1.2	dGPredictor-ModelSEED	-1.0700	12.1800	=	5.3141	0.3373	2.9906	2.6724	3	False	BRONZE	uncorroborated	789	11600
rxn33231	Aconitate hydratase	4.2.1.3;4.2.1.4	dGPredictor-ModelSEED	2.1600	1.5800	=	1.0051	0.8737	0.1357	0.2100	3	False	SILVER	self-confident	789	11600
rxn33232	Tyrosine N-monooxygenase	1.14.13.41	dGPredictor-ModelSEED	-81.4300	18.0100	>	9.2453	0.1709	0.8587	0.9244	2	False	SILVER	corroborated	789	11600
rxn33237	D-4-Hydroxy-2-oxoglutarate glyoxylate-lyase	4.1.1.3;4.1.2.14;4.1.3.16	dGPredictor-ModelSEED	-0.2400	8.2800	=	5.3141	0.3373	0.7374	0.6682	3	False	SILVER	corroborated	789	11600
rxn33239	Fumarylacetoacetase	3.7.1.2	dGPredictor-ModelSEED	-1.0700	12.1800	=	5.3141	0.3373	2.9906	2.6724	3	False	BRONZE	uncorroborated	789	11600
rxn33242	CTP synthase	6.3.4.2	dGPredictor-ModelSEED	-17.6600	26.2000	=	16.0807	0.1001	0.8202	0.6892	3	False	SILVER	corroborated	789	11600
rxn33243	Guanine deaminase	3.5.4.3	dGPredictor-ModelSEED	52.8500	30.8600	<	21.3210	0.0621	1.6841	1.7091	2	False	BRONZE	uncorroborated	789	11600
rxn33244	UDP-glucuronate 4-epimerase	5.1.3.6	dGPredictor-ModelSEED	-0.2600	1.7100	=	1.0059	0.8343	0.0013	0.0506	3	True	SILVER	self-confident	789	11600
rxn33245	Guanine deaminase	3.5.4.3	dGPredictor-ModelSEED	52.8500	30.8600	<	21.3210	0.0621	1.6841	1.7091	2	False	BRONZE	uncorroborated	789	11600
rxn33247	RXN-34	3.5.3.1	dGPredictor-ModelSEED	-26.8500	19.1800	>	9.2453	0.1709	2.1404	2.2435	2	False	BRONZE	uncorroborated	789	11600
rxn33248	RXN-34	3.5.3.1	dGPredictor-ModelSEED	-26.8500	19.1800	>	9.2453	0.1709	2.1404	2.2435	2	False	BRONZE	uncorroborated	789	11600
rxn33250	Guanine deaminase	3.5.4.3	dGPredictor-ModelSEED	52.8500	30.8600	<	21.3210	0.0621	1.6841	1.7091	2	False	BRONZE	uncorroborated	789	11600
rxn33251	Guanine deaminase	3.5.4.3	dGPredictor-ModelSEED	52.8500	30.8600	<	21.3210	0.0621	1.6841	1.7091	2	False	BRONZE	uncorroborated	789	11600
rxn33252	RXN-8332	1.10.3.1	dGPredictor-ModelSEED	-161.6000	82.3300	>	21.3210	0.0000	3.4370	2.9484	3	False	BRONZE	outvoted	789	11600
rxn33253	UDP-glucuronate 4-epimerase	5.1.3.6	dGPredictor-ModelSEED	-0.2600	1.7100	=	1.0059	0.8343	0.0013	0.0506	3	True	SILVER	self-confident	789	11600
rxn33255	UDP-glucuronate 4-epimerase	5.1.3.6	dGPredictor-ModelSEED	-0.2600	1.7100	=	1.0059	0.8343	0.0013	0.0506	3	True	SILVER	self-confident	789	11600
rxn33256	Guanine deaminase	3.5.4.3	dGPredictor-ModelSEED	52.8500	30.8600	<	21.3210	0.0621	1.6841	1.7091	2	False	BRONZE	uncorroborated	789	11600
rxn33258	D-4-Hydroxy-2-oxoglutarate glyoxylate-lyase	4.1.1.3;4.1.2.14;4.1.3.16	dGPredictor-ModelSEED	-0.2400	8.2800	=	5.3141	0.3373	0.7374	0.6682	3	False	SILVER	corroborated	789	11600
rxn33259	D-4-Hydroxy-2-oxoglutarate glyoxylate-lyase	4.1.1.3;4.1.2.14;4.1.3.16	dGPredictor-ModelSEED	-0.2400	8.2800	=	5.3141	0.3373	0.7374	0.6682	3	False	SILVER	corroborated	789	11600
rxn33262	RXN0A-10708	3.1.2.20	dGPredictor-ModelSEED	-10.1000	7.6900	>	4.2039	0.3373	0.7941	0.5994	3	False	SILVER	corroborated	789	11600
rxn33264	ATP:sphingosine 1-phosphotransferase;	2.7.1.91	dGPredictor-ModelSEED	-2.3200	14.8600	=	6.6461	0.1882	0.0497	2.2194	3	False	BRONZE	uncorroborated	789	11600
rxn33266	PEPSYNTH-RXN.d	2.7.9.2	dGPredictor-ModelSEED	-1.0100	1.5000	=	0.6838	0.9525	0.5287	4.0604	3	False	GOLD	self-certain	789	11600
rxn33267	ATP:alpha-D-glucose 6-phosphotransferase	2.7.1.1;2.7.1.2	dGPredictor-ModelSEED	-3.7900	1.4900	=	0.5553	0.9948	0.3167	2.1427	3	False	GOLD	self-certain	789	11600
rxn33269	Formaldehyde dehydrogenase	1.2.1.46	dGPredictor-ModelSEED	-26.8000	1.7600	>	1.0059	0.8343	9.8348	8.8102	3	False	BRONZE	outvoted	789	11600
rxn33270	Formaldehyde dehydrogenase	1.2.1.46	dGPredictor-ModelSEED	-26.8000	1.7600	>	1.0059	0.8343	9.8348	8.8102	3	False	BRONZE	outvoted	789	11600
rxn33272	Formaldehyde dehydrogenase	1.2.1.46	dGPredictor-ModelSEED	-26.8000	1.7600	>	1.0059	0.8343	9.8348	8.8102	3	False	BRONZE	outvoted	789	11600
rxn33276	RXN0A-10708	3.1.2.20	dGPredictor-ModelSEED	-10.1000	7.6900	>	4.2039	0.3373	0.7941	0.5994	3	False	SILVER	corroborated	789	11600
rxn33279	RXN-3185		dGPredictor-ModelSEED	-1.7600	14.6600	=	6.6461	0.1882	0.2964	0.2515	3	False	SILVER	corroborated	789	11600
rxn33281	(1S,2R)-1-C-(indol-3-yl)glycerol 3-phosphate D-glyceraldehyde-3-phosphate-lyase	4.1.2.8;4.2.1.20	dGPredictor-ModelSEED	4.5700	2.0900	=	1.0059	0.8343	0.0381	0.3411	3	False	SILVER	self-confident	789	11600
rxn33283	RXN-8299	1.14.99.-	dGPredictor-ModelSEED	-29.4800	22.7100	>	13.3157	0.1605	2.1601	1.7175	3	False	BRONZE	uncorroborated	789	11600
rxn33284	HISTAMINOTRANS-RXN.d	2.6.1.9	dGPredictor-ModelSEED	1.9400	2.0900	=	1.0059	0.8343	0.0463	0.1200	3	False	SILVER	self-confident	789	11600
rxn33286	RXN-8037		dGPredictor-ModelSEED	59.6600	31.3500	<	21.3210	0.0621	2.8424	2.8817	2	False	BRONZE	uncorroborated	789	11600
rxn33288	RXN-8037		dGPredictor-ModelSEED	59.6600	31.3500	<	21.3210	0.0621	2.8424	2.8817	2	False	BRONZE	uncorroborated	789	11600
