rxn	name	ec	status	is_transport	n_src	birge	struct_zero	dg_GC	dg_EQ	dg_DGP	dg_openTECR	best_grade	best_source
rxn48001	20,21-diprenylterpendole J oxidase		CI:-3	0	0		False						
rxn48002			OK	0	2	1.0902245796547219	False	-1.67		17.96		SILVER	DGP
rxn48003			MI:H:-3/O:3|CI:-1	0	2	1.2036525281953645	False	-105.87		-81.07		SILVER	DGP
rxn48004			OK	0	3	6.040301104759766	False	-95.55	-96.96	-63.81		BRONZE	EQ
rxn48005		2.4.1.dx	OK	0	3	0.8692127654403855	False	-1.7	-3.32	-7.05		SILVER	EQ
rxn48006			MI:H:-2/R:-2|CI:-2	0	0		False						
rxn48007		5.3.3.22	OK	0	3	1.091964699339386	False	-3.24	-8.05	5.39		SILVER	EQ
rxn48008			OK	0	2	3.2900367422097205	False	-13.08	-4.9	32.25		BRONZE	DGP
rxn48009			OK	0	3	3.037455171832207	False	-53.37	-72.61	-25.97		BRONZE	EQ
rxn48010			OK	0	3	1.4293825119618924	False	-2.0	-0.83	9.76		SILVER	EQ
rxn48011			CI:-1	0	0		False						
rxn48012			OK	0	3	0.38856590912477046	False	-8.5	-10.35	-13.32		SILVER	EQ
rxn48013			OK	0	3	1.6815725765655176	False	-83.78	-86.51	-53.85		SILVER	EQ
rxn48014			CPDFORMERROR	0	0		False						
rxn48015			OK	0	2	3.9325925539156734	False	-7.77	49.43	58.95		BRONZE	DGP
rxn48016			OK	0	0		False						
rxn48017			CI:1	0	1		False			-39.53		BRONZE	DGP
rxn48018		1.1.1.363	OK	0	0		False						
rxn48019			OK	0	2	2.308326352649851	False	-69.98		-46.87		BRONZE	DGP
rxn48020	cis,cis-delta15,27-3-oxo-C46:2-[acyl-carrier protein] synthase		OK	0	0		False						
rxn48021			OK	0	3	0.6130200164061683	False	-2.11	-5.6	-5.5		SILVER	EQ
rxn48022			OK	0	3	1.0989504006390671	False	-3.12	-5.23	-13.17		SILVER	EQ
rxn48023			CPDFORMERROR	0	0		False						
rxn48024	3-oxo-hexadecanoyl-ACP hydrolase		OK	0	0		False						
rxn48025	2-hydroxy-3-methyl-branched fatty acyl-CoA lyase		MI:C:1/H:2	0	0		False						
rxn48026	(-)-9beta-pimara-7,15-dien-19-al monooxygenase		CI:-1	0	0		False						
rxn48027		4.3.1.4	MI:O:-1/R:1|CI:1	0	0		False						
rxn48028			MI:C:-6/H:-9/O:-7|CI:1	0	2	22.632571524311945	False	264.43		172.35		BRONZE	DGP
rxn48029			MI:C:-87/H:-120/N:-28/O:-71/P:-12/S:-4|CI:18	0	2	41.45369600229605	False	3272.22		2418.11		BRONZE	DGP
rxn48030			OK	0	3	0.04037440044658628	True	0.0	0.0	-0.34		GOLD	EQ
rxn48031			OK	0	3	3.672151750405304	False	-91.02	-115.4	-81.23		BRONZE	EQ
rxn48032		1.14.14.150	CI:-1	0	0		False						
rxn48033			CI:1	0	0		False						
rxn48034			OK	0	0		False						
rxn48035			OK	0	3	0.6348061820717209	False	2.33	0.39	10.53		SILVER	EQ
rxn48036			CPDFORMERROR	0	0		False						
rxn48037			OK	0	3	2.6840989808062488	False	-70.77	-63.88	-137.35		BRONZE	EQ
rxn48038			OK	0	3	0.6961553096891184	False	-26.92	-31.21	-20.93		SILVER	EQ
rxn48039			OK	0	3	0.8777709948809441	False	0.0	-0.5	-8.26		SILVER	EQ
rxn48040			CI:-1	0	0		False						
rxn48041			CI:-1	0	0		False						
rxn48042		1.3.99.33	CPDFORMERROR	0	0		False						
rxn48043			OK	0	3	2.363253156266911	False	-95.86	-101.51	-74.12		BRONZE	EQ
rxn48044		4.1.1.90	OK	0	0		False						
rxn48045			CI:-1	0	0		False						
rxn48046			OK	0	2	1.2119033721386387	False	-8.82	-76.48	16.15		SILVER	DGP
rxn48047			CI:-1	0	0		False						
rxn48048		1.14.14.119	CI:-2	0	0		False						
rxn48049			OK	0	1		False			-84.71		BRONZE	DGP
rxn48050			OK	0	0		False						
rxn48051		1.14.14.105	CI:-1	0	0		False						
rxn48052			OK	0	3	1.7087670691199837	False	-73.39	-84.63	-98.49		SILVER	EQ
rxn48053			OK	0	2	2.977583975999419	False	-4.24		-65.59		BRONZE	DGP
rxn48054			CI:-1	0	0		False						
rxn48055			CI:-1	0	0		False						
rxn48056			OK	0	0		False						
rxn48057			OK	0	0		False						
rxn48059			OK	0	0		False						
rxn48060		1.3.7.1	OK	0	0		False						
rxn48061			CPDFORMERROR	0	0		False						
rxn48062		2.4.1.22	OK	0	3	0.7196712219693522	False	-1.7	-1.56	-5.33		SILVER	EQ
rxn48063		2.1.1.306	OK	0	2	0.8430235576098979	False	-4.33	15.99	4.11		SILVER	DGP
rxn48064			OK	0	0		False						
rxn48065			CI:-1	0	0		False						
rxn48066			OK	0	0		False						
rxn48067			OK	0	3	1.2609041867385429	False	-3.92	-7.03	25.69		SILVER	EQ
rxn48068			CI:-1	0	3	1.8195305144824123	False	-22.23	-23.24	-5.76		SILVER	EQ
rxn48069			CPDFORMERROR	0	0		False						
rxn48070			OK	0	3	2.1432682731583617	False	-0.47	2.25	-25.27		SILVER	EQ
rxn48071			OK	0	3	0.7437864962940133	False	-74.4	-71.7	-57.68		SILVER	EQ
rxn48072		5.4.1.M2	OK	0	0		False						
rxn48074			OK	0	2	7.375443464400442	False	17.12	-19.1	45.77		BRONZE	DGP
rxn48075	10-formyltetrahydrofolate amidohydrolase	3.5.1.10	OK	0	0		False						
rxn48076			OK	0	0		False						
rxn48077			CI:-1	0	0		False						
rxn48078		1.14.13.216	OK	0	0		False						
rxn48079			CI:1	0	0		False						
rxn48080	phytol dehydrogenase		OK	0	3	0.3626259945480806	False	3.7	5.09	2.78		SILVER	EQ
rxn48081			OK	0	2	2.8187351653733783	False	-11.13	274.92	17.09		BRONZE	DGP
rxn48082			MI:C:50/H:70/N:14/O:38/P:6/S:2|CI:-10	0	0		False						
rxn48083	phospholipase A2		OK	0	3	0.4920417890321808	False	-2.11	-4.85	-6.3		SILVER	EQ
rxn48084			OK	0	2	0.44985899993996226	False	1.8	10.1	4.0		SILVER	DGP
rxn48085		6.3.4.22	OK	0	0		False						
rxn48086		2.4.1.144	OK	0	0		False						
rxn48087		3.13.1.6	CI:1	0	0		False						
rxn48088	(N-acetylgalactosaminyl)5-N,N'-diacetylbacillosaminyl-diphospho-undecaprenol synthase	2.4.1.292	OK	0	3	0.8378149990678821	False	-5.1	-10.68	-16.71		SILVER	EQ
rxn48089			OK	0	1		False			10.19		BRONZE	DGP
rxn48090		3.1.1.50	OK	0	0		False						
rxn48092			CI:1	0	2	2.127261706080758	False	24.41	59.45	-19.42		BRONZE	DGP
rxn48093			CI:-1	0	2	1.312240553698472	False	-3.53	12.5	14.55		SILVER	DGP
rxn48094			CI:-1	0	0		False						
rxn48095			CPDFORMERROR	0	0		False						
rxn48096			OK	0	0		False						
rxn48098		1.14.11.36	OK	0	1		False			-196.57		BRONZE	DGP
rxn48099			OK	0	3	2.283130711572537	False	-0.12	6.49	26.88		BRONZE	EQ
rxn48100			CPDFORMERROR	0	0		False						
rxn48101			OK	0	3	1.4737695606989072	False	-18.14	-7.8	-13.49		SILVER	EQ
rxn48102			MI:C:1/H:1/N:1/O:1|CI:-1	0	0		False						
rxn48103			OK	0	3	0.12729199204234665	False	0.0	0.0	-1.66		GOLD	EQ
rxn48104			OK	0	1		False			5.91		BRONZE	DGP
rxn48105			CI:-1	0	1		False			-89.27		BRONZE	DGP
rxn48106		1.14.14.84	CI:-2	0	0		False						
rxn48107			OK	0	2	5.25622018245815	False	-11.13	275.64	61.29		BRONZE	DGP
rxn48108		3.2.1.109	CPDFORMERROR	0	0		False						
rxn48109			OK	0	3	0.468164513333494	False	-9.74	-11.5	-12.93		SILVER	EQ
rxn48110			OK	0	1		False			15.19		BRONZE	DGP
rxn48111		2.3.1.58	MI:C:-5/H:-6/N:-2/O:-5|CI:2	0	2	7.088405221606811	False	181.94		135.11		BRONZE	DGP
rxn48112		1.14.99.51	CI:-1	0	1		False			-89.86		BRONZE	DGP
rxn48113			OK	0	3	0.7383994247738217	False	-6.23	-3.82	1.49		SILVER	EQ
rxn48114			CI:-4	0	0		False						
rxn48116			CI:-1	0	0		False						
rxn48117		3.4.21.72	CPDFORMERROR	0	0		False						
rxn48118	3-hydroxyisovaleryl-CoA hydratase		OK	0	3	0.6897840845895019	False	3.02	1.05	-12.85		SILVER	EQ
rxn48119		1.14.11.38	CPDFORMERROR	0	0		False						
rxn48120			MI:C:-3/H:-7/O:-3/S:-2|CI:1	0	2	6.450131902563511	False	106.47		39.75		BRONZE	DGP
rxn48121		1.14.13.M66	CI:1	0	2	1.9031665793045673	False	-90.63	-43.4	-76.54		SILVER	DGP
rxn48122			OK	0	3	0.9254970631247693	False	10.33	3.79	4.59		SILVER	EQ
rxn48123			CI:5	0	0		False						
rxn48124			OK	0	0		False						
rxn48125		1.14.14.38	CI:-2	0	0		False						
rxn48126			CPDFORMERROR	0	0		False						
rxn48127			CPDFORMERROR	0	0		False						
rxn48128	cichoriin transglucosylase (6-O-glucosyltransferase activity)		OK	0	3	3.085973378182878	False	-3.11	13.78	3.6		SILVER	EQ
rxn48129			OK	0	3	3.5647628018831137	False	-103.28	-100.76	-72.36		BRONZE	EQ
rxn48130			OK	0	3	0.7402961261392188	False	-3.61	0.57	-0.39		SILVER	EQ
rxn48132		2.7.1.195	OK	1	0		True						
rxn48133			CI:-1	0	0		False						
rxn48134			CI:-2	0	0		False						
rxn48135			CPDFORMERROR	0	0		False						
rxn48136		6.3.5.12	OK	0	1		False			14.51		BRONZE	DGP
rxn48137			MI:C:2/H:1/R:-1	0	0		False						
rxn48138			OK	0	3	3.2487382128475852	False	-76.95	-65.03	-143.67		BRONZE	EQ
rxn48139			OK	0	2	0.9698766284824774	False	-1.92	40.69	-11.63		SILVER	DGP
rxn48140			OK	0	0		False						
rxn48141			OK	0	0		False						
rxn48142			OK	0	3	0.8586322859606558	False	-1.7	-3.39	-4.95		SILVER	EQ
rxn48143		3.4.21.113	CPDFORMERROR	0	0		False						
rxn48144	7-deoxyloganetic acid methyltransferase		OK	0	2	3.0714424640408007	False	-5.33	19.84	25.42		BRONZE	DGP
rxn48145			OK	1	0		True						
rxn48146			OK	1	2	0.9680096916732777	True		-6.3	-7.07		GOLD	EQ
rxn48147			OK	0	3	1.0103636711700972	False	0.0	-1.27	0.54		GOLD	DGP
rxn48148			CPDFORMERROR	0	0		False						
rxn48149		5.5.1.25	OK	0	3	1.6325034119308823	False	1.28	-2.08	10.71		SILVER	EQ
rxn48150			OK	0	3	1.3964408872512128	False	16.33	14.85	-24.36		SILVER	EQ
rxn48151		1.13.12.24	CPDFORMERROR	0	0		False						
rxn48152			OK	0	3	0.8695419139136782	False	-1.7	-4.84	-13.47		SILVER	EQ
rxn48153	lanosterol O-acyltransferase		OK	0	3	0.9363516743556918	False	-3.61	1.06	4.25		SILVER	EQ
rxn48154	2-trans,4-trans-tetradecadienoyl-CoA reductase		OK	0	3	0.5939298632232588	False	-11.76	-13.94	-7.27		SILVER	EQ
rxn48155		3.1.3.16	OK	0	0		False						
rxn48156			OK	0	3	1.2250438867775848	False	7.06	6.73	-1.82		SILVER	EQ
rxn48157		1.1.5.10	OK	0	0		False						
rxn48158			OK	0	3	2.4622580668294134	False	-4.63	9.52	7.07		BRONZE	EQ
rxn48159			CI:-1	0	0		False						
rxn48160		1.14.15.32	OK	0	0		False						
rxn48161			OK	0	0		False						
rxn48162			CPDFORMERROR	0	0		False						
rxn48163			OK	0	0		False						
rxn48164			OK	0	3	0.41910404997661443	False	-17.98	-16.81	-21.66		SILVER	EQ
rxn48165			OK	0	0		False						
rxn48166	homocystine:proton symport		OK	1	1		True	0.0				BRONZE	GC
rxn48167			OK	0	2	5.3147515750456655	False	17.12	-19.11	38.79		BRONZE	DGP
rxn48168			OK	0	0		False						
rxn48169		1.5.8.-	MI:C:-20/H:-22/N:-7/O:-5/R:-1	0	0		False						
rxn48170		1.11.1.9	MI:C:-20/H:-28/N:-6/O:-12/S:-2|CI:2	0	2	8.363929039673673	False	333.7		161.37		BRONZE	DGP
rxn48171			OK	0	3	1.4309898433563262	False	4.02	9.3	23.71		SILVER	EQ
rxn48172			OK	0	3	2.7299932407160723	False	7.22	-3.65	2.19		SILVER	EQ
rxn48173			OK	0	0		False						
rxn48174		2.7.11.1;2.7.11.12;2.7.11.13;2.7.11.17;2.7.11.21;2.7.11.22	OK	0	0		False						
rxn48175			CI:-1	0	0		False						
rxn48177			CPDFORMERROR	0	0		False						
rxn48178		2.1.1.55	OK	0	0		False						
rxn48179			OK	0	0		False						
rxn48180			OK	0	0		False						
rxn48181		5.3.1.25	OK	0	3	1.4168525934401908	False	0.86	1.47	-11.25	0.17734225621414912	SILVER	EQ
rxn48182	delphinidin3-rutinoside 7-glucoside acyltransferase		OK	0	3	0.36023943967900235	False	0.0	-1.7	-3.32		SILVER	EQ
rxn48183			CPDFORMERROR	0	0		False						
rxn48184			OK	0	3	1.5111195894980718	False	16.02	13.11	-7.24		SILVER	EQ
rxn48186			OK	0	1		False			-95.94		BRONZE	DGP
rxn48187			OK	0	2	0.37377541625452265	False	-21.89		-15.16		SILVER	DGP
rxn48188		2.3.1.M8	OK	0	3	2.566013879781359	False	-5.78	-9.94	-32.14		BRONZE	EQ
rxn48189	2-amino-4-hydroxy-5-phosphonopentanoate dehydratase		OK	0	3	1.5008022101440146	False	3.71	0.06	-12.47		SILVER	EQ
rxn48190			OK	1	0		True						
rxn48191			OK	0	0		False						
rxn48192	2',4,4',6'-tetrahydroxychalcone:oxygen oxidoreductase		OK	0	3	7.974035152274826	False	-77.95	-123.05	-62.24		BRONZE	EQ
rxn48193			OK	0	0		False						
rxn48194			CI:2	0	0		False						
rxn48196			OK	0	3	0.34285607261204887	False	-0.05	0.77	-1.74		SILVER	EQ
rxn48197		1.14.14.20	OK	0	3	2.5891284448755725	False	-91.02	-106.71	-82.53		BRONZE	EQ
rxn48198			OK	0	0		False						
rxn48199			CI:2	0	2	3.573586114960671	False	11.01	46.81	-62.62		BRONZE	DGP
rxn48200			CPDFORMERROR	0	0		False						
rxn48201			CI:-1	0	2	3.326546140423801	False	-9.8		-78.34		BRONZE	DGP
rxn48202			CPDFORMERROR	0	0		False						
rxn48203			CI:-1	0	0		False						
rxn48204			OK	0	3	2.1725182821466644	False	-41.32	-51.23	0.52		BRONZE	EQ
rxn48205		1.14.19.60	OK	0	1		False			-103.95		BRONZE	DGP
rxn48206			OK	0	2	1.5382183397147426	False	-12.51		-27.91		SILVER	DGP
rxn48207			MI:C:-2/H:-8	0	2	3.342562484548981	False	1.61		-67.26		BRONZE	DGP
rxn48208		2.7.99.1	CPDFORMERROR	0	0		False						
rxn48209			OK	0	2	0.5533590650662126	False	-4.33	-0.32	1.21		SILVER	DGP
rxn48210			OK	0	0		False						
rxn48211			OK	0	2	2.189464026399166	False	-10.43		11.49		BRONZE	DGP
rxn48212			OK	0	3	0.35870618387212566	False	-3.11	-2.67	-1.17		SILVER	EQ
rxn48213			OK	0	1		False			-16.76		BRONZE	DGP
rxn48214	L-fucose:proton symport		OK	1	1		True	0.0				BRONZE	GC
rxn48215			CPDFORMERROR	0	0		False						
rxn48216	quercetagetin 7-glucoside 6-O-methyltransferase		OK	0	2	0.5533590650662126	False	-4.33	-0.39	1.21		SILVER	DGP
rxn48217			CPDFORMERROR	0	0		False						
rxn48218			OK	0	0		False						
rxn48219		4.1.2.60	CI:1	0	3	0.2374718999164408	False	-0.61	0.07	5.91		SILVER	EQ
rxn48220			OK	0	0		False						
rxn48221			OK	0	0		False						
rxn48222			OK	0	3	3.2130887460731663	False	-252.98	-234.43	-188.04		BRONZE	EQ
rxn48223			OK	1	0		True						
rxn48224			MI:C:-9/H:-7/O:-3|CI:1	0	2	19.690964399193962	False	75.82		6.39		BRONZE	DGP
rxn48225			CI:-1	0	2	1.0712068113371926	False	-3.53	12.36	8.13		SILVER	DGP
rxn48226			OK	0	2	2.5669831538811616	False	-4.33	-0.49	-57.22		BRONZE	DGP
rxn48227			OK	0	0		False						
rxn48228			OK	0	3	1.5468246474288163	False	-3.92	-7.08	6.07		SILVER	EQ
rxn48229	UDPG:o-dihydroxycoumarin 7-O-glucosyltransferase		OK	0	3	3.2223140176360223	False	-1.7	-19.69	-11.82		SILVER	EQ
rxn48230			CI:-1	0	1		False			10.19		BRONZE	DGP
rxn48231			OK	0	3	0.05846668993703108	False	-4.04	-3.75	-3.72		SILVER	EQ
rxn48232	cis,cis-delta17,35-3-oxo-C54:2-[acyl-carrier protein] synthase		OK	0	0		False						
rxn48233			CI:-1	0	0		False						
rxn48235		6.1.1.5	MI:C:-34/H:-47/N:-12/O:-22/P:-3/R:-1|CI:1	0	0		False						
rxn48236	salinosporamide A synthase		CPDFORMERROR	0	0		False						
rxn48237			CPDFORMERROR	0	0		False						
rxn48238			OK	0	3	0.5750584980147085	False	-3.61	-0.34	0.15		SILVER	EQ
rxn48239		2.7.1.32	MI:C:-5/H:-13/N:-1/O:-4/P:-1|CI:1	0	2	0.4332018197303537	False	186.31		178.51		SILVER	DGP
rxn48240	L-glucose 1-dehydrogenase (NAD+)		OK	0	3	0.4809901468104316	False	-1.97	-3.83	-8.35	-1.1462715105162524	SILVER	EQ
rxn48241			OK	0	2	0.6722011094962014	False	-69.98		-56.13		SILVER	DGP
rxn48242			OK	0	0		False						
rxn48243		3.1.1.52	CI:-1	0	0		False						
rxn48244			OK	0	0		False						
rxn48245		1.14.19.19	OK	0	0		False						
rxn48246			OK	0	3	1.6097517084494386	False	-35.41	-45.88	-26.77		SILVER	EQ
rxn48247			OK	0	1		False		-92.06	-62.75		BRONZE	DGP
rxn48248			MI:C:-3/H:-4/N:-1/O:-1/R:-1|CI:-2	0	0		False						
rxn48249			OK	0	1		False			7.7		BRONZE	DGP
rxn48250			OK	0	3	2.28144195357348	False	16.58	13.96	-2.97		SILVER	EQ
rxn48251		1.1.1.47	OK	0	0		False						
rxn48252			OK	0	0		False						
rxn48253			OK	0	3	0.24292081266425078	False	-5.26	-4.33	-6.42		SILVER	EQ
rxn48254		1.1.98.4	CI:1	0	0		False						
rxn48255			OK	0	0		False						
rxn48256			CPDFORMERROR	0	0		False						
rxn48257			OK	0	3	0.847056011637239	False	-6.23	-1.03	7.54		SILVER	EQ
rxn48258		3.1.1.2	OK	0	0		False						
rxn48259			CI:-2	0	0		False						
rxn48260			OK	0	3	0.4723631402907985	False	0.0	0.0	6.16		GOLD	EQ
rxn48261			OK	0	3	1.886916510521682	False	2.33	0.6	17.43		SILVER	EQ
rxn48262			OK	0	2	2.8816622792708	False	-12.62	-110.01	-41.47		BRONZE	DGP
rxn48263			OK	0	0		False						
rxn48264			OK	0	3	0.3154309899699904	False	-1.7	-2.69	-3.9		SILVER	EQ
rxn48265			OK	0	3	3.2575598391862695	False	-21.52	-3.28	-3.26		GOLD	DGP
rxn48266			OK	0	3	12.351516353314288	False	-134.36	-46.89	-80.57		BRONZE	EQ
rxn48267			OK	1	1		True		-6.3			SILVER	EQ
rxn48268			OK	0	3	3.2575598391862695	False	-21.52	-3.28	-3.26		GOLD	DGP
rxn48269		2.1.1.347	OK	0	2	0.26169688636705357	False	-4.33	17.04	-1.71		SILVER	DGP
rxn48270			OK	0	3	0.4048449953738521	False	2.16	0.16	1.81		SILVER	EQ
rxn48271		1.14.14.103	MI:C:-21/H:-25/N:-2/O:-3|CI:-2	0	0		False						
rxn48272			OK	0	3	0.31544397014236797	False	-1.7	-3.32	-4.27		SILVER	EQ
rxn48273			OK	0	2	0.8794428956008061	False	-27.82	21.88	-45.94		SILVER	DGP
rxn48274	Acyl-homoserine-lactone acylase		OK	0	3	0.9868436259622615	False	-0.46	0.51	-13.43		SILVER	EQ
rxn48275			CPDFORMERROR	0	0		False						
rxn48277	fusicocca-2,10(14)-diene-8beta-ol 16-hydroxylase		CI:-1	0	0		False						
rxn48278			CPDFORMERROR	0	0		False						
rxn48279	(10E,12Z)-10,12-hexadecadienoate reductase		OK	0	3	1.5991389179515487	False	4.49	4.47	11.43		SILVER	EQ
rxn48280			OK	0	2	3.4937519123104956	False	-11.13	278.79	18.81		BRONZE	DGP
rxn48281			CI:-2	0	0		False						
rxn48282		3.5.1.81	CI:-1	0	0		False						
rxn48283		3.1.26.10	CPDFORMERROR	0	0		False						
rxn48284			MI:C:-20/H:-30/N:-6/O:-12/S:-2|CI:2	0	2	11.89674627867934	False	434.73		189.61		BRONZE	DGP
rxn48285			MI:C:3/H:3/N:1/O:1/R:1|CI:1	0	0		False						
rxn48287	quercetin-3-gentiobioside 1,6-glucosyltransferase		OK	0	3	1.0101652211787142	False	-1.7	-4.84	-15.75		SILVER	EQ
rxn48288			CPDFORMERROR	0	0		False						
rxn48289			CI:-1	0	0		False						
rxn48290		3.4.16.5	OK	0	0		False						
rxn48291		1.5.1.40	CI:-1	0	0		False						
rxn48292			CI:-1	0	0		False						
rxn48293			OK	0	3	0.9505706761321457	False	-3.61	1.06	4.47		SILVER	EQ
rxn48294			CI:-1	0	0		False						
rxn48295			CI:2	0	0		False						
rxn48296			OK	0	3	1.4487601183650585	False	-1.23	-1.59	4.73		SILVER	EQ
rxn48297	4,4-dimethyl-14alpha-formyl-5alpha-cholesta-8-en-3beta-ol deformylase		CI:-1	0	0		False						
rxn48298			MI:C:3/H:3/N:1/O:1/R:1|CI:1	0	0		False						
rxn48299		2.3.2.t	OK	0	0		False						
rxn48300			CPDFORMERROR	0	0		False						
rxn48301			OK	0	0		False						
rxn48302			OK	0	1		False			-97.67		BRONZE	DGP
rxn48303		1.14.19.56	OK	0	0		False						
rxn48304	3-benzyl-3,6 -bis(glutathione)- 6-(hydroxymethyl)-diketopiperazine gamma-glutamyltransferase		OK	0	3	0.20988092661433433	False	-6.28	-4.86	-7.2		SILVER	EQ
rxn48305		3.4.23.43	MI:H:-1/R:1	0	0		False						
rxn48306			MI:H:2/O:2/R:-2	0	0		False						
rxn48307			OK	0	3	1.2500279997074093	False	-26.41	-19.35	-32.27		SILVER	EQ
rxn48308		4.2.3.fr	OK	0	2	0.8580877701005659	False	-31.38	-32.8	-13.7		SILVER	DGP
rxn48309			OK	0	0		False						
rxn48310		1.14.14.125	CI:-1	0	0		False						
rxn48311			OK	0	3	0.7366165395173632	False	0.0	-0.75	-7.22		SILVER	EQ
rxn48312			CPDFORMERROR	0	0		False						
rxn48313			OK	0	3	2.084328762337743	False	-113.15	-124.47	-86.49		BRONZE	EQ
rxn48314			OK	0	0		False						
rxn48315			CI:-2	0	0		False						
rxn48316			OK	0	3	1.2293196296940065	False	-1.01	-3.97	-16.28		SILVER	EQ
rxn48317			OK	0	3	0.42972164773796817	False	-3.11	-2.06	3.48		SILVER	EQ
rxn48318		2.7.8.20	OK	0	0		False						
rxn48319		4.2.3.195	OK	0	2	2.157838363047012	False	-76.95	-83.74	-32.49		BRONZE	DGP
rxn48320			OK	0	2	0.7281567111829488	False	12.57	276.87	18.81		SILVER	DGP
rxn48321		6.3.2.af	OK	0	3	2.6807360051226308	False	-26.78	-11.72	-6.86		SILVER	EQ
rxn48322			OK	0	3	0.42426586456155907	False	-3.11	-2.56	-8.55		SILVER	EQ
rxn48323			OK	1	0		True						
rxn48324			CI:-2	0	1		False			-8.18		BRONZE	DGP
rxn48325			OK	0	0		False						
rxn48326			OK	0	0		False						
rxn48327			MI:C:9/H:17/N:2/O:7/P:1|CI:-2	0	0		False						
rxn48328			OK	0	0		False						
rxn48329			OK	0	3	1.257786542626293	False	-0.93	-1.83	34.58		SILVER	EQ
rxn48330			OK	0	0		False						
rxn48331			MI:C:11/H:22	0	0		False						
rxn48332			OK	0	3	1.0515298184090953	False	-2.85	-3.05	-11.07		SILVER	EQ
rxn48333			MI:C:-3/H:-5/N:-1/O:-1/R:-1|CI:-3	0	0		False						
rxn48334	calonectin 7,8-hydroxylase		CI:-2	0	0		False						
rxn48335			OK	0	0		False						
rxn48336		1.14.13.228	OK	0	3	0.6845847342676112	False	-92.61	-93.29	-87.41		SILVER	EQ
rxn48337			OK	0	3	0.378167561841273	False	-3.11	-2.03	-5.03		SILVER	EQ
rxn48338			OK	0	0		False						
rxn48339		3.4.21.88	CPDFORMERROR	0	0		False						
rxn48340			MI:C:-17/H:-31/N:-3/O:-11/P:-2/R:-1/S:-1|CI:3	0	0		False						
rxn48341	eugenyl beta-primeverosidase		OK	0	3	3.02813335109861	False	-3.11	14.04	9.02		SILVER	EQ
rxn48342			CPDFORMERROR	0	0		False						
rxn48343			CI:-1	0	2	4.332504027569722	False		-118.04	-91.29		BRONZE	EQ
rxn48344			MI:C:-6/H:-8/N:-2/O:-2/R:-2|CI:-4	0	0		False						
rxn48345			OK	0	0		False						
rxn48346	2'-hydroxy 3,6,7,4'-methylquercetagetin 3'-methyltransferase		OK	0	2	0.5533590650662126	False	-4.33	-0.48	1.21		SILVER	DGP
rxn48347			OK	0	2	1.5315809198706467	False	-8.52		-22.94		SILVER	DGP
rxn48348			OK	0	2	0.485021061377315	False		-26.16	-28.24		SILVER	EQ
rxn48349		1.13.12.M3	CI:-1	0	2	0.07426658600020553	False	-98.93		-100.19		SILVER	DGP
rxn48350			CPDFORMERROR	0	0		False						
rxn48351			OK	0	1		False			43.48		BRONZE	DGP
rxn48352		4.2.99.23	OK	0	3	4.630972927206943	False	22.02	-10.26	-4.45		BRONZE	EQ
rxn48353	4alpha-methyl-cholesta-8-enol 4- monooxygenase		OK	0	0		False						
rxn48354			CI:1	0	2	2.958064146984349	False	-9.84	27.67	-60.22		BRONZE	DGP
rxn48355	4-nitroso-2,6-dinitrotoluene nitrosoreductase		CPDFORMERROR	0	0		False						
rxn48356			MI:C:-45/H:-68/N:-7/O:-19/P:-3/S:-1|CI:4	0	2	18.842500847632508	False	821.0		432.77		BRONZE	DGP
rxn48357			OK	0	0		False						
rxn48358			OK	0	2	0.8605144889074113	False	-16.03		-33.76		SILVER	DGP
rxn48359			MI:C:3/H:3/N:1/O:1/R:1|CI:1	0	0		False						
rxn48360	ElmP		OK	0	2	0.3147488644770638	False	-5.33	19.85	0.01		SILVER	DGP
rxn48361			CPDFORMERROR	0	0		False						
rxn48362			CPDFORMERROR	0	0		False						
rxn48363			OK	0	3	1.155619103174752	False	2.33	0.4	13.03		SILVER	EQ
rxn48364		2.3.1.M49	OK	0	3	0.5615206320264262	False	-3.61	-0.46	0.18		SILVER	EQ
rxn48365			OK	0	3	0.6435039444544558	False	-10.61	-7.0	-10.09		SILVER	EQ
rxn48366			OK	0	3	1.13675177811664	False	-83.78	-86.51	-54.63		SILVER	EQ
rxn48367			CI:-1	0	0		False						
rxn48368			OK	0	3	1.7939032033049027	False	-17.45	-19.22	-27.8		GOLD	GC
rxn48369			OK	0	0		False						
rxn48370			OK	0	0		False						
rxn48371			OK	0	0		False						
rxn48372			OK	0	0		False						
rxn48373			MI:C:-3/H:-4/N:-1/O:-1/R:-1|CI:-2	0	0		False						
rxn48374		1.14.14.142	CI:-1	0	0		False						
rxn48375			MI:C:-3/H:-7/O:-3/S:-2|CI:1	0	0		False						
rxn48376			MI:C:3/H:4/N:1/O:1/R:1|CI:2	0	0		False						
rxn48377			OK	0	3	3.316403142119273	False	-3.75	-22.42	-3.55		BRONZE	EQ
rxn48378			OK	0	3	0.5485188110127723	False	2.33	0.39	10.55		SILVER	EQ
rxn48379			OK	0	1		False			-24.55		BRONZE	DGP
rxn48380		1.14.14.fj	CI:-1	0	0		False						
rxn48381			MI:C:-19/H:-27/O:-1/R:-1	0	0		False						
rxn48382	C86-cis-keto-mycolate O-mycolyltransferase		CI:1	0	0		False						
rxn48383			OK	0	3	3.275027052306442	False	-26.78	-8.43	-1.07		SILVER	EQ
