CHEBI_100	NSRJSISNDPOJOP-BBRMVZONSA-N
CHEBI_15929	GEWDNTWNSAZUDX-GHMZBOCLSA-N
CHEBI_15930	MXWJVTOOROXGIU-UHFFFAOYSA-N
CHEBI_15934	XKQZIXVJVUPORE-RPDRRWSUSA-N
CHEBI_15938	DBMUNIJZUYVPCQ-XFNFOBRPSA-N
CHEBI_15942	ZMCHBSMFKQYNKA-UHFFFAOYSA-N
CHEBI_15945	PHOQVHQSTUBQQK-MGCNEYSASA-N
CHEBI_15947	MCGXOCXFFNKASF-FMDGEEDCSA-N
CHEBI_15948	OAIJSZIZWZSQBC-GYZMGTAESA-N
CHEBI_15951	VSDWHZGJGWMIRN-UHFFFAOYSA-N
CHEBI_15963	HEBKCHPVOIAQTA-ZXFHETKHSA-N
CHEBI_15975	DSCFFEYYQKSRSV-GWJPIIGYSA-N
CHEBI_15976	IBLZDDPFMAFWKP-UHFFFAOYSA-N
CHEBI_15977	FWFSEYBSWVRWGL-UHFFFAOYSA-N
CHEBI_15980	OTOIIPJYVQJATP-BYPYZUCNSA-N
CHEBI_15984	NAHCSUODSKWCMK-WDDOUCNZSA-N
CHEBI_15987	KRURGYOKPVLRHQ-UHFFFAOYSA-N
CHEBI_15992	SJJCQDRGABAVBB-UHFFFAOYSA-N
CHEBI_15994	RAJWOBJTTGJROA-WZNAKSSCSA-N
CHEBI_16004	JVTAAEKCZFNVCJ-UWTATZPHSA-N
CHEBI_16007	LSDPWZHWYPCBBB-UHFFFAOYSA-N
CHEBI_16008	SMQUZDBALVYZAC-UHFFFAOYSA-N
CHEBI_16011	YIWUKEYIRIRTPP-UHFFFAOYSA-N
CHEBI_16013	RGIIXLVKXLFDLP-UHFFFAOYSA-N
CHEBI_16016	RXKJFZQQPQGTFL-UHFFFAOYSA-N
CHEBI_16017	ABNDFSOIUFLJAH-UHFFFAOYSA-N
CHEBI_16019	ASUAYTHWZCLXAN-UHFFFAOYSA-N
CHEBI_16020	GFYLSDSUCHVORB-IOSLPCCCSA-N
CHEBI_16023	UQPHVQVXLPRNCX-UHFFFAOYSA-N
CHEBI_16031	ZOAMBXDOGPRZLP-UHFFFAOYSA-N
CHEBI_16032	QGXBDMJGAMFCBF-HLUDHZFRSA-N
CHEBI_16035	WBOWBLGZAXVREM-UHFFFAOYSA-N
CHEBI_16036	LYRIITRHDCNUHV-ZETCQYMHSA-N
CHEBI_16040	OPTASPLRGRRNAP-UHFFFAOYSA-N
CHEBI_16050	LPGDEHBASRKTDG-UHFFFAOYSA-N
CHEBI_16052	QQONPFPTGQHPMA-UHFFFAOYSA-N
CHEBI_16053	LMXFTMYMHGYJEI-IWSPIJDZSA-N
CHEBI_16055	IWASYLACXSGJPG-YUPRTTJUSA-N
CHEBI_16058	BWMILSPWZNVYJG-NYFFZEGPSA-N
CHEBI_16060	VXTDUGOBAOLMED-HDFJDURCSA-N
CHEBI_16065	SGTCGCCQZOUMJJ-YMILTQATSA-N
CHEBI_16066	NCYCYZXNIZJOKI-UHFFFAOYSA-N
CHEBI_16069	RAXXELZNTBOGNW-UHFFFAOYSA-N
CHEBI_16070	MPCAJMNYNOGXPB-SLPGGIOYSA-N
CHEBI_16072	PEEHTFAAVSWFBL-UHFFFAOYSA-N
CHEBI_16074	PESKGJQREUXSRR-JDIFZLMISA-N
CHEBI_16076	BFZHCUBIASXHPK-QJSKAATBSA-N
CHEBI_16079	OKNHVWOSKITDKX-UHFFFAOYSA-N
CHEBI_16086	HTORTCKABYVUPU-PMKKCNPYSA-N
CHEBI_16089	HQZOLNNEQAKEHT-IBBGRPSASA-N
CHEBI_16092	AWJUIBRHMBBTKR-UHFFFAOYSA-N
CHEBI_16095	LHQIJBMDNUYRAM-UHFFFAOYSA-N
CHEBI_16096	QUCQEUCGKKTEBI-UHFFFAOYSA-N
CHEBI_16101	YNQLUTRBYVCPMQ-UHFFFAOYSA-N
CHEBI_16109	YPFDHNVEDLHUCE-UHFFFAOYSA-N
CHEBI_16111	FCLPVKKIDAKMNL-UHFFFAOYSA-N
CHEBI_16113	HVYWMOMLDIMFJA-DPAQBDIFSA-N
CHEBI_16114	NSRJSISNDPOJOP-UHFFFAOYSA-N
CHEBI_16118	YBHILYKTIRIUTE-UHFFFAOYSA-N
CHEBI_16120	VBKPPDYGFUZOAJ-UHFFFAOYSA-N
CHEBI_16123	CCBAAZXPXFYPBE-OIBJUYFYSA-N
CHEBI_16125	BXWNKGSJHAJOGX-UHFFFAOYSA-N
CHEBI_16130	YVGGHNCTFXOJCH-UHFFFAOYSA-N
CHEBI_16133	XCIXKGXIYUWCLL-UHFFFAOYSA-N
CHEBI_16144	JRPHGDYSKGJTKZ-UHFFFAOYSA-N
CHEBI_16146	FSQQTNAZHBEJLS-UHFFFAOYSA-N
CHEBI_16148	NDJKXXJCMXVBJW-UHFFFAOYSA-N
CHEBI_16150	WPYMKLBDIGXBTP-UHFFFAOYSA-N
CHEBI_16151	VMUXSMXIQBNMGZ-UHFFFAOYSA-N
CHEBI_16153	KFEUJDWYNGMDBV-LODBTCKLSA-N
CHEBI_16157	QXKAIJAYHKCRRA-JJYYJPOSSA-N
CHEBI_16162	AMKYESDOVDKZKV-UHFFFAOYSA-N
CHEBI_16164	WQGWDDDVZFFDIG-UHFFFAOYSA-N
CHEBI_16169	IGMNYECMUMZDDF-UHFFFAOYSA-N
CHEBI_1617	UTIBHEBNILDQKX-UHFFFAOYSA-N
CHEBI_16170	QSHDDOUJBYECFT-UHFFFAOYSA-N
CHEBI_16175	NYOXRYYXRWJDKP-GYKMGIIDSA-N
CHEBI_16177	QYNRIDLOTGRNML-ULAALWPKSA-N
CHEBI_16182	BYGQBDHUGHBGMD-UHFFFAOYSA-N
CHEBI_16183	VNWKTOKETHGBQD-UHFFFAOYSA-N
CHEBI_16188	KBPLFHHGFOOTCA-UHFFFAOYSA-N
CHEBI_16189	QAOWNCQODCNURD-UHFFFAOYSA-N
CHEBI_16190	YDRSQRPHLBEPTP-OLQVQODUSA-N
CHEBI_16193	IJFXRHURBJZNAO-UHFFFAOYSA-N
CHEBI_16199	XSQUKJJJFZCRTK-UHFFFAOYSA-N
CHEBI_16204	QCDYQQDYXPDABM-UHFFFAOYSA-N
CHEBI_16205	YKOQAAJBYBTSBS-UHFFFAOYSA-N
CHEBI_16207	IAVREABSGIHHMO-UHFFFAOYSA-N
CHEBI_16215	ABLZXFCXXLZCGV-UHFFFAOYSA-N
CHEBI_16217	PHOQVHQSTUBQQK-SQOUGZDYSA-N
CHEBI_16220	SFLMUHDGSQZDOW-FAOXUISGSA-N
CHEBI_16222	YONWITWSQYSAHS-GSVOUGTGSA-N
CHEBI_16223	OGGXGZAMXPVRFZ-UHFFFAOYSA-N
CHEBI_162247	VWFJDQUYCIWHTN-UHFFFAOYSA-N
CHEBI_16226	KBDSLGBFQAGHBE-MSGMIQHVSA-N
CHEBI_16227	JUJWROOIHBZHMG-UHFFFAOYSA-N
CHEBI_16229	AURFZBICLPNKBZ-GRWISUQFSA-N
CHEBI_16230	PHOJOSOUIAQEDH-UHFFFAOYSA-N
CHEBI_16233	FVXCQULKSPVRPK-HNNXBMFYSA-N
CHEBI_16235	UYTPUPDQBNUYGX-UHFFFAOYSA-N
CHEBI_16236	LFQSCWFLJHTTHZ-UHFFFAOYSA-N
CHEBI_16237	CDPKJZJVTHSESZ-UHFFFAOYSA-N
CHEBI_16239	VDARBCCMTDKLBW-ZJUUUORDSA-N
CHEBI_16240	MHAJPDPJQMAIIY-UHFFFAOYSA-N
CHEBI_16244	JHPNVNIEXXLNTR-UHFFFAOYSA-O
CHEBI_16252	AIFNAMVERSBWPS-UHFFFAOYSA-N
CHEBI_16254	VYGQUTWHTHXGQB-SXFSSFKVSA-N
CHEBI_16267	NVLTYOJHPBMILU-GMDXDWKASA-N
CHEBI_16268	MCSAJNNLRCFZED-UHFFFAOYSA-N
CHEBI_16269	JLTDJTHDQAWBAV-UHFFFAOYSA-N
CHEBI_16271	YVCUGZBVCHODNB-OYNCUSHFSA-N
CHEBI_16279	CJGRGYBLAHPYOM-HOLMNUNMSA-N
CHEBI_16286	HCOOTBJPHHNRCV-AQTSNUJDSA-N
CHEBI_16290	PKEPPDGGTSZLBL-SKCNUYALSA-N
CHEBI_16292	CUOKHACJLGPRHD-JJYYJPOSSA-N
CHEBI_16301	IOVCWXUNBOPUCH-UHFFFAOYSA-N
CHEBI_16302	FPIPGXGPPPQFEQ-IOUUIBBYSA-N
CHEBI_16304	ASARMUCNOOHMLO-DSRCUDDDSA-M
CHEBI_16310	UHEPJGULSIKKTP-UHFFFAOYSA-N
CHEBI_16324	RAFHKEAPVIWLJC-KDKXTHNWSA-N
CHEBI_16330	NVKAWKQGWWIWPM-ABEVXSGRSA-N
CHEBI_16331	NMHMNPHRMNGLLB-UHFFFAOYSA-N
CHEBI_16335	OIRDTQYFTABQOQ-KQYNXXCUSA-N
CHEBI_16346	WAPNOHKVXSQRPX-ZETCQYMHSA-N
CHEBI_16347	PHIQHXFUZVPYII-ZCFIWIBFSA-O
CHEBI_16353	HUJXHFRXWWGYQH-UHFFFAOYSA-O
CHEBI_16354	WCVGQOGBFWDYSI-UHFFFAOYSA-N
CHEBI_16355	DVQWNQBEUKXONL-UHFFFAOYSA-N
CHEBI_16358	YYYCJNDALLBNEG-HTSYZHAISA-N
CHEBI_16363	XJHDMGJURBVLLE-BOCCBSBMSA-N
CHEBI_16364	CHGPEDOMXOLANF-UHFFFAOYSA-N
CHEBI_16365	LISFMEBWQUVKPJ-UHFFFAOYSA-N
CHEBI_16368	DHLPMLVSBRRUGA-RXMQYKEDSA-N
CHEBI_16377	KXSDPILWMGFJMM-UHFFFAOYSA-N
CHEBI_16379	VPKSATWUTVJDMY-CXCINMATSA-M
CHEBI_16382	XMBWDFGMSWQBCA-UHFFFAOYSA-M
CHEBI_16383	GTZCVFVGUGFEME-UHFFFAOYSA-N
CHEBI_16392	CUOKHACJLGPRHD-FLRLBIABSA-N
CHEBI_16395	NRUZSSFWZUVQMS-UHFFFAOYSA-N
CHEBI_16397	ZHNUHDYFZUAESO-UHFFFAOYSA-N
CHEBI_16405	QYNRIDLOTGRNML-IGQSMMPPSA-N
CHEBI_16408	BERYBAUEDCRDKM-CCIIIMEGSA-N
CHEBI_16413	DLDJFQGPPSQZKI-UHFFFAOYSA-N
CHEBI_16415	GPTFURBXHJWNHR-UHFFFAOYSA-N
CHEBI_16418	MASCESDECGBIBB-HNXXTFFGSA-N
CHEBI_16422	SQGZFRITSMYKRH-QAGGRKNESA-N
CHEBI_16424	DTUQWGWMVIHBKE-UHFFFAOYSA-N
CHEBI_16425	MHASSCPGKAMILD-IKICRFKJSA-N
CHEBI_16431	CCEFMUBVSUDRLG-UHFFFAOYSA-N
CHEBI_16434	UNHSJQXRZCIATF-UHFFFAOYSA-N
CHEBI_16441	QLTCHMYAEJEXBT-ZEBDFXRSSA-N
CHEBI_16450	MXHRCPNRJAMMIM-SHYZEUOFSA-N
CHEBI_16452	UWYVPFMHMJIBHE-UHFFFAOYSA-N
CHEBI_16455	UVNXFLZMQCAWCP-RCTKLBHESA-N
CHEBI_16457	DFPOZTRSOAQFIK-UHFFFAOYSA-O
CHEBI_16458	NSYSSMYQPLSPOD-UHFFFAOYSA-N
CHEBI_16459	IPWFJLQDVFKJDU-UHFFFAOYSA-N
CHEBI_16464	CQRYARSYNCAZFO-UHFFFAOYSA-N
CHEBI_16468	SOXXPQLIZIPMIZ-UHFFFAOYSA-N
CHEBI_16469	VOXZDWNPVJITMN-ZBRFXRBCSA-N
CHEBI_16470	YIFYYPKWOQSCRI-AZUAARDMSA-N
CHEBI_16471	PSBDWGZCVUAZQS-UHFFFAOYSA-O
CHEBI_16472	XNLICIUVMPYHGG-UHFFFAOYSA-N
CHEBI_16480	MWUXSHHQAYIFBG-UHFFFAOYSA-N
CHEBI_16481	VGGLHLAESQEWCR-UHFFFAOYSA-N
CHEBI_16482	UFWIBTONFRDIAS-UHFFFAOYSA-N
CHEBI_16485	HFSXHZZDNDGLQN-ZVIOFETBSA-N
CHEBI_16486	BGTOWKSIORTVQH-UHFFFAOYSA-N
CHEBI_16489	UYEUUXMDVNYCAM-UHFFFAOYSA-N
CHEBI_16490	FIYQMWCNNVDVLH-CJPDYEHRSA-O
CHEBI_16495	OWKGVPXWOHLTSL-LIUJFMQASA-N
CHEBI_16496	RIVQQZVHIVNQFH-XJZYBRFWSA-N
CHEBI_165	LHXDLQBQYFFVNW-XCBNKYQSSA-N
CHEBI_16501	QXKAIJAYHKCRRA-YVZJFKFKSA-N
CHEBI_16509	AZQWKYJCGOJGHM-UHFFFAOYSA-N
CHEBI_16510	ALRHLSYJTWAHJZ-UHFFFAOYSA-N
CHEBI_16512	IPABSWBNWMXCHM-LBOXEOMUSA-N
CHEBI_16521	CAHGCLMLTWQZNJ-BQNIITSRSA-N
CHEBI_16522	UZKQTCBAMSWPJD-UHFFFAOYSA-N
CHEBI_16524	XKXZAQVGNFHXOT-PXQJOHHUSA-N
CHEBI_16526	CURLTUGMZLYLDI-UHFFFAOYSA-N
CHEBI_16531	KAEGGIFPLJZUOZ-UHFFFAOYSA-N
CHEBI_16535	BXRNXXXXHLBUKK-UHFFFAOYSA-N
CHEBI_16536	OIPPWFOQEKKFEE-UHFFFAOYSA-N
CHEBI_16537	LZBDWJUHHVGMIT-VKHMYHEASA-N
CHEBI_16540	UBQKCCHYAOITMY-UHFFFAOYSA-N
CHEBI_16545	OZJPLYNZGCXSJM-UHFFFAOYSA-N
CHEBI_16546	XRKBRPFTFKKHEF-DGDBGZAXSA-N
CHEBI_16547	DKZBBWMURDFHNE-UHFFFAOYSA-N
CHEBI_16548	LHHGDZSESBACKH-UHFFFAOYSA-N
CHEBI_16551	HDTRYLNUVZCQOY-LIZSDCNHSA-N
CHEBI_16562	LSBDFXRDZJMBSC-UHFFFAOYSA-N
CHEBI_16563	AEQDJSLRWYMAQI-KRWDZBQOSA-N
CHEBI_16567	RWZYAGGXGHYGMB-UHFFFAOYSA-N
CHEBI_16569	BHTNYVRPYQQOMJ-UHFFFAOYSA-N
CHEBI_16572	UUCQGNWZASKXNN-UHFFFAOYSA-N
CHEBI_16573	JJWKPURADFRFRB-UHFFFAOYSA-N
CHEBI_16579	RDOXTESZEPMUJZ-UHFFFAOYSA-N
CHEBI_16581	ORNBQBCIOKFOEO-QGVNFLHTSA-N
CHEBI_16583	ODAGVHZCFDRKSB-UHFFFAOYSA-N
CHEBI_165832	BYUOBSUZYQAFJM-UHFFFAOYSA-N
CHEBI_16587	NKDFYOWSKOHCCO-KHQAIKDHSA-N
CHEBI_16591	TXKJNHBRVLCYFX-RDQGWRCRSA-N
CHEBI_16592	VZTUIEROBZXUFA-INIZCTEOSA-N
CHEBI_16598	UCNVFOCBFJOQAL-UHFFFAOYSA-N
CHEBI_166	AZOCECCLWFDTAP-DTWKUNHWSA-N
CHEBI_16602	XSTXAVWGXDQKEL-UHFFFAOYSA-N
CHEBI_16605	XXROGKLTLUQVRX-UHFFFAOYSA-N
CHEBI_16607	QRZMXADUXZADTF-UHFFFAOYSA-N
CHEBI_16608	QETLKNDKQOXZRP-XTGBIJOFSA-N
CHEBI_16609	PHOQVHQSTUBQQK-ZRMNMSDTSA-N
CHEBI_16615	XFLVBMBRLSCJAI-ZKWXMUAHSA-N
CHEBI_16616	BWDHKWDASNPZLC-UHFFFAOYSA-N
CHEBI_16619	CRDAMVZIKSXKFV-YFVJMOTDSA-N
CHEBI_16630	JYQMUWHUEDMGPT-UHFFFAOYSA-N
CHEBI_16632	WKOLLVMJNQIZCI-UHFFFAOYSA-N
CHEBI_16634	MUPFEKGTMRGPLJ-ZQSKZDJDSA-N
CHEBI_16638	YGHRJJRRZDOVPD-UHFFFAOYSA-N
CHEBI_16639	ZEYHEAKUIGZSGI-UHFFFAOYSA-N
CHEBI_16641	LYRIITRHDCNUHV-SSDOTTSWSA-N
CHEBI_16651	JVTAAEKCZFNVCJ-REOHCLBHSA-N
CHEBI_16653	HUNLTIZKNQDZEI-PGFZVWMDSA-N
CHEBI_166541	XVHHCGDXCDKKLH-UHFFFAOYSA-N
CHEBI_16659	RBNPOMFGQQGHHO-UWTATZPHSA-N
CHEBI_16660	HOOOPXDSCKBLFG-MRVPVSSYSA-N
CHEBI_16664	HXHWSAZORRCQMX-UHFFFAOYSA-N
CHEBI_16667	AYKYOOPFBCOXSL-UHFFFAOYSA-N
CHEBI_166670	ITYNGVSTWVVPIC-LRUBOHGLSA-N
CHEBI_16669	FCUHYAIEVVUJOV-UHFFFAOYSA-N
CHEBI_166821	DGUQXKKDZHTKIE-HTRCEHHLSA-N
CHEBI_16683	YXJHZIOEJRCYHK-UHFFFAOYSA-N
CHEBI_166835	YUGCAAVRZWBXEQ-FMCTZRJNSA-N
CHEBI_166836	UCTLRSWJYQTBFZ-XMVWLVNMSA-N
CHEBI_166874	JTEJPPKMYBDEMY-UHFFFAOYSA-N
CHEBI_166875	WEFKVTFPZQEBGF-UHFFFAOYSA-N
CHEBI_16688	UPEZCKBFRMILAV-JMZLNJERSA-N
CHEBI_16689	KNWXMEXZFWGIPP-UHFFFAOYSA-N
CHEBI_166900	UCELBUIXQQYTKJ-UHFFFAOYSA-N
CHEBI_166901	OOAYUBIIDJANMN-UHFFFAOYSA-N
CHEBI_166902	SFLSHLFXELFNJZ-UHFFFAOYSA-N
CHEBI_166912	GLVWZDCWCRWVFM-BJLOMENOSA-N
CHEBI_16694	DBBQCQPRNBRNOM-BYPYZUCNSA-N
CHEBI_166969	POHOGCSKCVODEW-XKGQWQQESA-N
CHEBI_166973	NQNMAMRMBCYUJB-XOGJWDHUSA-N
CHEBI_166974	ULAHBGLKYQKMTI-XOGJWDHUSA-N
CHEBI_166976	JCDSEEFGQRURNN-LRZHQNEJSA-N
CHEBI_166977	VTPJEYVOLSJKNB-LRZHQNEJSA-N
CHEBI_166978	HBIUUUAGZIBYQB-JOQFVOQGSA-N
CHEBI_166979	GWQFBUOTIWHOCA-JOQFVOQGSA-N
CHEBI_16698	XZMCDFZZKTWFGF-UHFFFAOYSA-N
CHEBI_166980	PWHBHJPLLWGXPL-SVHODSNWSA-N
CHEBI_166981	YRHZEQFAUQVVIS-FAVIALCLSA-N
CHEBI_166982	FSZCUKZJWUKCBV-MNMXCXDCSA-N
CHEBI_166983	PLRIDSQINZKIPR-NVBWPLLWSA-N
CHEBI_166984	VGNCAEIQHDZOLI-JTCUFRKPSA-N
CHEBI_166985	ACFJGALADOEHQX-BGIGGGFGSA-N
CHEBI_16699	DQEWUYBUHMCRBK-UHFFFAOYSA-N
CHEBI_166995	ZNEIIZNXGCIAAL-WILLDVSMSA-N
CHEBI_166996	JVKYZPBMZPJNAJ-OQFNDJACSA-N
CHEBI_166997	IDGKMGZVTKHZDA-OSCYGWHCSA-N
CHEBI_166998	JDRMNHOIHYWSFN-UGSFAPCESA-N
CHEBI_166999	XYNPYHXGMWJBLV-VXPJTDKGSA-N
CHEBI_16700	XVARCVCWNFACQC-RKQHYHRCSA-N
CHEBI_16704	DRTQHJPVMGBUCF-XVFCMESISA-N
CHEBI_167051	UJXBXUSHOWRLIG-FZUJBOGNSA-N
CHEBI_167052	DKHMHRQWWQWLAI-JDXLUNHGSA-N
CHEBI_167058	LWDSDRAPSKPQDI-NEIWHQIASA-N
CHEBI_167059	MHYJAWUBQZNCMM-ODLRQIBISA-N
CHEBI_16706	KQDJTBPASNJQFQ-UHFFFAOYSA-N
CHEBI_16708	GFFGJBXGBJISGV-UHFFFAOYSA-N
CHEBI_16709	LXNHXLLTXMVWPM-UHFFFAOYSA-N
CHEBI_167096	AHXWXHCFFOBYFE-ADSWQPCDSA-N
CHEBI_167100	DSMYBMHDKFUSQW-MOQSZCTQSA-N
CHEBI_167101	YGPXJBGPTHBWOJ-FMCILZLBSA-N
CHEBI_167102	AXSVBUFHIJJGAA-UKABSPJOSA-N
CHEBI_167103	OAGAGDFENNYUCN-VGNFRWPCSA-N
CHEBI_16711	JGEMYUOFGVHXKV-UHFFFAOYSA-N
CHEBI_167124	WVKSTABIRLGGSH-PVTHSSJPSA-N
CHEBI_167125	WVKSTABIRLGGSH-WDIKVJQRSA-N
CHEBI_167126	VZNYYJUVKNBHLF-NTHWTESCSA-N
CHEBI_16713	GLKCOBIIZKYKFN-UHFFFAOYSA-N
CHEBI_167130	VZNYYJUVKNBHLF-TYYWNJPKSA-N
CHEBI_167131	PDRNQNQJDMLWPU-YBWUIBAASA-N
CHEBI_167132	OKQLTVHTONLCTA-DHXNQODGSA-N
CHEBI_167133	JGTHNRAJDIUMIQ-UIJKDBGXSA-N
CHEBI_167134	NZUXOCGZXRCSGC-DRLBPWGQSA-N
CHEBI_167135	HLXPBKFHRUAJIQ-WMNZDZEASA-N
CHEBI_167136	MQUFAARYGOUYEV-UAWZMHPWSA-N
CHEBI_167137	ZVZVUYATPFOSIP-GTECIAEHSA-N
CHEBI_167138	YHTCXUSSQJMLQD-GIXZANJISA-N
CHEBI_167139	YHTCXUSSQJMLQD-FBKZNXDGSA-N
CHEBI_167140	WZXSCLOEBAZOTJ-QUYITRGPSA-N
CHEBI_167141	ORYXFVQODWYDMG-CQEUPPSPSA-N
CHEBI_167142	ORYXFVQODWYDMG-HVBRPOMBSA-N
CHEBI_16715	VWKFMAHZLVYIFW-YZNZAMEGSA-N
CHEBI_16716	UHOVQNZJYSORNB-UHFFFAOYSA-N
CHEBI_167166	PESKGJQREUXSRR-ZTPZMMAUSA-N
CHEBI_167167	AFBVMKBXEPWMLL-HGUAUECJSA-N
CHEBI_167170	HXEZIDSFDHEIIQ-UHFFFAOYSA-N
CHEBI_167171	DOJJVTGTRZSDLJ-UHFFFAOYSA-N
CHEBI_167172	YQUQWHNMBPIWGK-UHFFFAOYSA-N
CHEBI_167173	ATVYHUAANHMUAO-UHFFFAOYSA-N
CHEBI_167177	QUPQWMJLAYCBOI-VHJBELJQSA-N
CHEBI_16719	SERHXTVXHNVDKA-BYPYZUCNSA-N
CHEBI_167191	DINXBEHXUSFFRK-UHFFFAOYSA-N
CHEBI_167197	ZWEBKXFMFBISCQ-OOMRTMTCSA-N
CHEBI_16723	YMYVHDCVRZYOQH-UHFFFAOYSA-N
CHEBI_16724	SJZRECIVHVDYJC-UHFFFAOYSA-N
CHEBI_16727	BDELIVZMHJIBBD-UHFFFAOYSA-N
CHEBI_16730	VVOIFRARHIZCJD-GHMZBOCLSA-N
CHEBI_16731	KJPRLNWUNMBNBZ-UHFFFAOYSA-N
CHEBI_167323	CPLGPDHGFNXBOA-JVSQWTDWSA-N
CHEBI_167324	XDVDHFJMCJWDPI-VNHYZAJKSA-N
CHEBI_16737	BTXYOFGSUFEOLA-UHFFFAOYSA-N
CHEBI_167379	DJBXKQSFHIRXRM-JRYBIPSHSA-N
CHEBI_16738	HFZWRUODUSTPEG-UHFFFAOYSA-N
CHEBI_167380	LOWGZUQIXFZBPD-KYEXWDHISA-N
CHEBI_167381	FCQGZOYPTSMOOM-NDPMZMCLSA-N
CHEBI_167385	FNQLRCIVBGMHTI-UHFFFAOYSA-N
CHEBI_167386	HKULYCOWDDIJCV-JTCWOHKRSA-N
CHEBI_167389	LFMVGCLSSWANEO-UHFFFAOYSA-N
CHEBI_16739	SMNDYUVBFMFKNZ-UHFFFAOYSA-N
CHEBI_167390	NEGCNVRPGPHOAR-UHFFFAOYSA-N
CHEBI_16744	LCXMRSLFWMMCAS-WRJHFWDFSA-N
CHEBI_167446	ZISNXSVFWCUBME-AMPMJUBFSA-N
CHEBI_167447	RZGVYPYOUBIPOV-GCQTVXBJSA-N
CHEBI_167448	NUDRHGDMWNFXMD-OAOCPRPWSA-N
CHEBI_167452	OFAIMODNBSGXLZ-LJQANCHMSA-N
CHEBI_167453	SHJUILIXISHHRJ-OAQYLSRUSA-N
CHEBI_167454	FSKFLBQJBSQQKA-SYJGVCCFSA-N
CHEBI_167456	IIRJJZHHNGABMQ-WPRPVWTQSA-N
CHEBI_16746	RDJUHLUBPADHNP-UHFFFAOYSA-N
CHEBI_167463	HYNQTSZBTIOFKH-UHFFFAOYSA-N
CHEBI_167464	QGUMNWHANDITDB-UHFFFAOYSA-N
CHEBI_167465	JXFZHMCSCYADIX-UHFFFAOYSA-N
CHEBI_167466	XNKLTOHYNRQCLJ-ZZZDFHIKSA-N
CHEBI_167467	NIIZNTCKIIHQLM-MRTRXQFUSA-N
CHEBI_167468	WQMUJTCEWOGKHQ-IOJCSPTISA-N
CHEBI_167469	PWFHKWYTYWTQSK-ANLVXADJSA-N
CHEBI_167470	DTRKEQYUUSHJBQ-YGPZHTELSA-N
CHEBI_167471	NIYYKFGGDBVUEX-DQYNOSFRSA-N
CHEBI_167472	ACQGDWIIHAHMOT-BOHYJSIDSA-N
CHEBI_167476	SJKBAJLKHOPUHW-NNRGKNABSA-N
CHEBI_167477	XQLZNTOJYKUHKQ-NNRGKNABSA-N
CHEBI_167478	VCCUOZSDXVZCSK-JRHDEHKPSA-N
CHEBI_167479	ZVMKTYCTECBPLO-UJJXFSCMSA-N
CHEBI_167480	MOTVYDVWODTRDF-JRHDEHKPSA-N
CHEBI_167487	ATHWSPHADLLZSS-PXNSSMCTSA-N
CHEBI_167488	DXZVYKQSBOZWKK-ICSRJNTNSA-N
CHEBI_167490	QZIWDCLHLOADPK-ZETCQYMHSA-N
CHEBI_167491	QZIWDCLHLOADPK-SSDOTTSWSA-N
CHEBI_167492	HFMTZGXVYGDMEC-ZETCQYMHSA-N
CHEBI_167493	HFMTZGXVYGDMEC-SSDOTTSWSA-N
CHEBI_167496	GSLXKQMXLRRHAM-PXNSSMCTSA-N
CHEBI_16750	NYHBQMYGNKIUIF-UUOKFMHZSA-N
CHEBI_16751	WOHYVFWWTVNXTP-QPEGTHMASA-N
CHEBI_167511	LJBOQHBHJKFMQV-OMNLMRHKSA-N
CHEBI_167512	AOQIBYQHRZOVDT-NZSSZQLTSA-N
CHEBI_167513	LBKGRZCEIZCONL-UTQULGARSA-N
CHEBI_167514	UNGMOBIFGNACFP-XBKUOUJSSA-N
CHEBI_167518	KZVSASHATZZHHJ-SBISLLLRSA-N
CHEBI_167519	XXBPHKHKRDOYCF-JSCOTLTNSA-N
CHEBI_167525	GZIVPMFXRVKOKZ-AZNKRKKUSA-N
CHEBI_16753	ZNXZGRMVNNHPCA-VIFPVBQESA-N
CHEBI_167541	PPHSOXADSWJILD-UHFFFAOYSA-N
CHEBI_167542	GBMPJGRZJKHERD-UHFFFAOYSA-N
CHEBI_167543	XKNUGGWMUJBFJT-UHFFFAOYSA-N
CHEBI_167544	KRUIJHPTWXBHHE-UHFFFAOYSA-N
CHEBI_167545	WWQJYRLZAYKMGV-UHFFFAOYSA-N
CHEBI_167546	CNFJMOLKOFPBNF-UHFFFAOYSA-N
CHEBI_167547	DMCZWEUMVOFXBT-UHFFFAOYSA-N
CHEBI_167548	NMGDGNHVSZSOCM-ZEAVULINSA-N
CHEBI_167549	IBTUEOUYYLIJLK-LOFTVMHWSA-N
CHEBI_167551	KNXPXXWZSYPYFN-UHFFFAOYSA-N
CHEBI_167552	RVLYJPHIHYUDKU-UHFFFAOYSA-N
CHEBI_167554	HRHJHXJQMNWQTF-UHFFFAOYSA-N
CHEBI_167558	FPUNLEAKMBDJNH-HXUWFJFHSA-N
CHEBI_167577	IDUUXROOZBOOPH-UHFFFAOYSA-N
CHEBI_167582	VMZHJYXTZIBKAT-BPTRUJBZSA-N
CHEBI_16760	RLZZZVKAURTHCP-UHFFFAOYSA-N
CHEBI_167601	DIOSJYAHXQXREE-QVXRLHRISA-N
CHEBI_167610	IGIDLTISMCAULB-UHFFFAOYSA-N
CHEBI_167611	OVBFMEVBMNZIBR-UHFFFAOYSA-N
