external_id	kind	value	tool	tool_version
cpd00026	pKa	1:9:11.13;1:10:8.39;1:14:10.78;1:31:9.38;1:34:10.71;1:35:11.15	MolGpKa	opam2
cpd00027	pKa	1:6:11.84;1:8:12.03;1:10:12.12;1:11:12.23;1:12:12.07	MolGpKa	opam2
cpd00029	pKa	1:3:4.47	MolGpKa	opam2
cpd00031	pKa	1:14:10.27;1:15:7.52;1:19:10.45;1:26:1.10;1:27:1.10	MolGpKa	opam2
cpd00031	pKb	1:6:2.23;1:9:2.53	MolGpKa	opam2
cpd00032	pKa	1:1:2.39;1:3:6.28;1:6:2.45	MolGpKa	opam2
cpd00033	pKa	1:3:2.09	MolGpKa	opam2
cpd00033	pKb	1:5:9.64	MolGpKa	opam2
cpd00035	pKa	1:1:2.37	MolGpKa	opam2
cpd00035	pKb	1:6:9.83	MolGpKa	opam2
cpd00036	pKa	1:1:3.44;1:6:3.44	MolGpKa	opam2
cpd00037	pKa	1:9:11.16;1:10:8.44;1:14:10.80;1:30:10.71;1:33:10.48;1:36:11.16	MolGpKa	opam2
cpd00038	pKa	1:14:9.64;1:15:7.92;1:19:9.86;1:30:0.97;1:31:0.97	MolGpKa	opam2
cpd00038	pKb	1:6:2.23	MolGpKa	opam2
cpd00039	pKa	1:6:2.55	MolGpKa	opam2
cpd00039	pKb	1:4:9.42;1:10:10.80	MolGpKa	opam2
cpd00040	pKa	1:3:4.61	MolGpKa	opam2
cpd00041	pKa	1:1:2.11;1:6:2.22	MolGpKa	opam2
cpd00041	pKb	1:8:8.80	MolGpKa	opam2
cpd00042	pKa	1:1:2.34;1:7:7.62;1:10:11.07;1:13:2.15;1:18:5.86	MolGpKa	opam2
cpd00042	pKb	1:15:9.09	MolGpKa	opam2
cpd00043	pKa	1:9:11.13;1:10:8.39;1:14:10.78;1:31:9.38;1:34:10.71;1:35:11.15	MolGpKa	opam2
cpd00044	pKa	1:11:9.74;1:21:1.74;1:22:1.74	MolGpKa	opam2
cpd00044	pKb	1:8:3.58;1:9:3.35;1:17:3.98	MolGpKa	opam2
cpd00045	pKa	1:11:9.97;1:21:1.84;1:22:1.84;1:25:1.79;1:26:1.79	MolGpKa	opam2
cpd00045	pKb	1:8:3.65;1:9:3.42;1:17:4.02	MolGpKa	opam2
cpd00046	pKa	1:14:12.08;1:15:11.85;1:16:11.10;1:19:1.88;1:21:1.88	MolGpKa	opam2
cpd00046	pKb	1:10:4.15	MolGpKa	opam2
cpd00047	pKa	1:2:4.14	MolGpKa	opam2
cpd00049	pKa	1:4:2.53	MolGpKa	opam2
cpd00050	pKa	1:1:8.51;1:25:11.84;1:26:10.24;1:27:10.97;1:29:1.87;1:31:1.87	MolGpKa	opam2
cpd00050	pKb	1:3:2.44;1:7:2.43	MolGpKa	opam2
cpd00051	pKa	1:8:2.53	MolGpKa	opam2
cpd00051	pKb	1:6:9.24;1:12:10.50	MolGpKa	opam2
cpd00052	pKa	1:7:10.28;1:18:0.98;1:19:0.98;1:29:10.31	MolGpKa	opam2
cpd00052	pKb	1:24:4.13	MolGpKa	opam2
cpd00053	pKa	1:6:2.41;1:9:6.90	MolGpKa	opam2
cpd00053	pKb	1:4:9.12	MolGpKa	opam2
cpd00054	pKa	1:5:2.33;1:7:12.18	MolGpKa	opam2
cpd00054	pKb	1:4:8.51	MolGpKa	opam2
cpd00056	pKa	1:24:1.30;1:26:1.30	MolGpKa	opam2
cpd00056	pKb	1:13:4.19;1:14:4.82;1:15:5.10	MolGpKa	opam2
cpd00059	pKa	1:6:10.36;1:11:11.15;1:12:11.78	MolGpKa	opam2
cpd00060	pKa	1:5:2.28	MolGpKa	opam2
cpd00060	pKb	1:4:9.00	MolGpKa	opam2
cpd00061	pKa	1:4:4.36;1:8:1.36;1:10:1.36	MolGpKa	opam2
cpd00062	pKa	1:9:10.31;1:10:7.47;1:14:10.27;1:27:1.00;1:28:1.00	MolGpKa	opam2
cpd00064	pKa	1:5:2.51	MolGpKa	opam2
cpd00064	pKb	1:4:9.30;1:9:10.70	MolGpKa	opam2
cpd00065	pKa	1:7:5.37;1:14:2.31	MolGpKa	opam2
cpd00065	pKb	1:12:8.72	MolGpKa	opam2
cpd00066	pKa	1:10:2.25	MolGpKa	opam2
cpd00066	pKb	1:12:8.77	MolGpKa	opam2
cpd00068	pKa	1:14:9.94;1:15:7.50;1:18:10.08;1:29:0.98;1:30:0.98	MolGpKa	opam2
cpd00068	pKb	1:9:2.33	MolGpKa	opam2
cpd00069	pKa	1:8:6.45;1:11:2.28	MolGpKa	opam2
cpd00069	pKb	1:13:8.76	MolGpKa	opam2
cpd00070	pKa	1:34:1.79;1:35:1.79;1:53:3.30	MolGpKa	opam2
cpd00070	pKb	1:41:3.55;1:43:4.18;1:45:3.73	MolGpKa	opam2
cpd00072	pKa	1:7:10.74;1:10:11.01;1:11:11.32;1:13:11.42;1:14:1.88;1:15:1.88	MolGpKa	opam2
cpd00073	pKa	1:2:13.89	MolGpKa	opam2
cpd00076	pKa	1:9:12.01;1:10:11.96;1:14:12.57;1:17:12.06;1:18:12.01;1:21:12.44;1:22:12.38;1:23:12.37	MolGpKa	opam2
cpd00077	pKa	1:4:9.90;1:6:9.90	MolGpKa	opam2
cpd00078	pKa	1:34:1.79;1:35:1.79;1:54:4.25	MolGpKa	opam2
cpd00078	pKb	1:41:3.55;1:43:4.18;1:45:3.73	MolGpKa	opam2
cpd00079	pKa	1:3:1.91;1:4:1.91;1:11:10.54;1:14:11.52;1:15:11.62;1:16:11.64	MolGpKa	opam2
cpd00080	pKa	1:1:11.36;1:6:10.57;1:8:1.88;1:10:1.88	MolGpKa	opam2
cpd00081	pKa	1:2:0.19;1:3:0.19	MolGpKa	opam2
cpd00082	pKa	1:5:11.36;1:7:11.73;1:9:11.79;1:10:12.15;1:12:11.77	MolGpKa	opam2
cpd00083	pKa	1:14:10.26;1:15:8.51;1:19:10.38;1:34:9.36;1:37:10.82;1:38:11.24	MolGpKa	opam2
cpd00084	pKa	1:5:2.15;1:7:8.52	MolGpKa	opam2
cpd00084	pKb	1:4:8.27	MolGpKa	opam2
cpd00085	pKa	1:4:3.74	MolGpKa	opam2
cpd00086	pKa	1:31:9.66;1:34:1.79;1:35:1.79	MolGpKa	opam2
cpd00086	pKb	1:41:3.56;1:43:4.18;1:45:3.73	MolGpKa	opam2
cpd00087	pKa	1:12:11.71;1:22:12.87;1:28:4.17;1:32:3.31	MolGpKa	opam2
cpd00087	pKb	1:12:7.04;1:14:5.41	MolGpKa	opam2
cpd00088	pKa	1:17:10.08	MolGpKa	opam2
cpd00088	pKb	1:2:1.32	MolGpKa	opam2
cpd00089	pKa	1:7:10.21;1:11:10.86;1:12:1.78;1:13:1.78;1:15:11.65;1:16:11.55	MolGpKa	opam2
cpd00090	pKa	1:14:10.71;1:15:7.24;1:18:10.72;1:25:1.10;1:26:1.10	MolGpKa	opam2
cpd00090	pKb	1:6:1.70;1:9:2.34	MolGpKa	opam2
cpd00091	pKa	1:9:11.91;1:10:9.03;1:14:11.04;1:19:1.88;1:20:1.88	MolGpKa	opam2
cpd00092	pKa	1:1:9.43	MolGpKa	opam2
cpd00093	pKa	1:6:13.51;1:8:3.95	MolGpKa	opam2
cpd00093	pKb	1:6:4.93	MolGpKa	opam2
cpd00094	pKa	1:5:3.24	MolGpKa	opam2
cpd00095	pKa	1:1:10.37;1:7:1.78;1:8:1.78	MolGpKa	opam2
cpd00096	pKa	1:6:11.18;1:8:10.93;1:15:1.10;1:16:1.10;1:25:11.56	MolGpKa	opam2
cpd00096	pKb	1:21:4.13	MolGpKa	opam2
cpd00097	pKa	1:13:4.84;1:15:1.23;1:19:1.61;1:23:2.42	MolGpKa	opam2
cpd00097	pKb	1:6:2.81	MolGpKa	opam2
cpd00098	pKa	1:5:11.68	MolGpKa	opam2
cpd00100	pKa	1:4:13.57;1:5:13.68;1:6:13.68	MolGpKa	opam2
cpd00101	pKa	1:3:1.88;1:4:1.88;1:11:10.86;1:13:11.71;1:14:11.74	MolGpKa	opam2
cpd00102	pKa	1:6:10.06;1:8:1.87;1:10:1.87	MolGpKa	opam2
cpd00103	pKa	1:7:9.25;1:10:10.30;1:17:1.13;1:18:1.13;1:20:1.69;1:21:1.69	MolGpKa	opam2
cpd00104	pKa	1:4:13.67;1:15:4.78	MolGpKa	opam2
cpd00105	pKa	1:6:12.40;1:8:12.36;1:9:12.20;1:10:12.33	MolGpKa	opam2
cpd00106	pKa	1:3:3.02;1:7:3.02	MolGpKa	opam2
cpd00107	pKa	1:6:2.49	MolGpKa	opam2
cpd00107	pKb	1:4:9.60	MolGpKa	opam2
cpd00108	pKa	1:6:11.84;1:8:12.03;1:10:12.12;1:11:12.23;1:12:12.07	MolGpKa	opam2
cpd00109	pKa	1:39:4.16;1:49:10.81;1:57:10.68	MolGpKa	opam2
cpd00109	pKb	1:9:3.49;1:19:3.93	MolGpKa	opam2
cpd00110	pKa	1:35:4.39;1:39:4.19;1:49:10.74;1:57:10.71	MolGpKa	opam2
cpd00110	pKb	1:9:4.08;1:19:4.16	MolGpKa	opam2
cpd00111	pKa	1:1:2.09;1:10:9.46;1:13:2.22;1:26:9.46;1:30:2.22;1:39:2.09	MolGpKa	opam2
cpd00111	pKb	1:16:9.21;1:38:9.21	MolGpKa	opam2
cpd00112	pKa	1:9:1.31;1:14:1.34;1:22:11.16;1:24:11.33;1:36:12.61;1:37:12.05;1:38:11.73	MolGpKa	opam2
cpd00112	pKb	1:27:4.13	MolGpKa	opam2
cpd00113	pKa	1:8:1.10;1:9:1.10	MolGpKa	opam2
cpd00114	pKa	1:14:11.40;1:15:8.06;1:18:10.87;1:21:1.85;1:22:1.85	MolGpKa	opam2
cpd00114	pKb	1:6:1.72;1:9:2.37	MolGpKa	opam2
cpd00115	pKa	1:17:10.36;1:28:0.98;1:29:0.98	MolGpKa	opam2
cpd00115	pKb	1:6:3.73;1:9:3.54;1:14:4.10	MolGpKa	opam2
cpd00116	pKa	1:2:13.86	MolGpKa	opam2
cpd00117	pKa	1:1:2.37	MolGpKa	opam2
cpd00117	pKb	1:6:9.83	MolGpKa	opam2
cpd00119	pKa	1:5:2.89;1:9:2.00	MolGpKa	opam2
cpd00119	pKb	1:2:6.66;1:11:8.24	MolGpKa	opam2
cpd00120	pKa	1:31:9.65;1:34:1.79;1:35:1.79	MolGpKa	opam2
cpd00120	pKb	1:41:3.56;1:43:4.18;1:45:3.73	MolGpKa	opam2
cpd00121	pKa	1:4:13.27;1:6:13.27;1:8:13.27;1:10:13.27;1:11:13.27;1:12:13.27	MolGpKa	opam2
cpd00122	pKa	1:5:12.17;1:7:12.10;1:9:11.93;1:11:12.27;1:12:12.86	MolGpKa	opam2
cpd00123	pKa	1:7:3.33	MolGpKa	opam2
cpd00125	pKa	1:15:11.78;1:23:12.87;1:30:3.31;1:32:4.19	MolGpKa	opam2
cpd00125	pKb	1:15:7.09	MolGpKa	opam2
cpd00126	pKa	1:12:8.76;1:17:10.94;1:19:10.70;1:22:1.86;1:23:1.86	MolGpKa	opam2
cpd00126	pKb	1:4:2.25;1:7:2.55;1:14:5.91	MolGpKa	opam2
cpd00127	pKa	1:4:10.12	MolGpKa	opam2
cpd00128	pKb	1:10:4.86	MolGpKa	opam2
cpd00129	pKa	1:7:2.18	MolGpKa	opam2
cpd00130	pKa	1:4:10.91;1:6:3.23;1:8:3.55	MolGpKa	opam2
cpd00132	pKa	1:4:7.50;1:7:2.19	MolGpKa	opam2
cpd00132	pKb	1:9:8.28	MolGpKa	opam2
cpd00133	pKa	1:7:13.29	MolGpKa	opam2
cpd00133	pKb	1:8:3.64	MolGpKa	opam2
cpd00134	pKa	1:31:9.65;1:34:1.79;1:35:1.79	MolGpKa	opam2
cpd00134	pKb	1:41:3.57;1:43:4.19;1:45:3.74	MolGpKa	opam2
cpd00135	pKa	1:1:2.27;1:6:6.32	MolGpKa	opam2
cpd00135	pKb	1:8:8.88	MolGpKa	opam2
cpd00136	pKa	1:5:4.60;1:10:8.11	MolGpKa	opam2
cpd00137	pKa	1:1:3.50;1:7:3.50;1:11:2.97;1:13:9.68	MolGpKa	opam2
cpd00138	pKa	1:6:11.84;1:8:12.03;1:10:12.12;1:11:12.23;1:12:12.07	MolGpKa	opam2
cpd00139	pKa	1:3:4.02;1:5:11.16	MolGpKa	opam2
cpd00141	pKa	1:3:4.67	MolGpKa	opam2
cpd00142	pKa	1:2:8.79;1:7:3.27	MolGpKa	opam2
cpd00143	pKa	1:10:2.95	MolGpKa	opam2
cpd00144	pKa	1:9:10.81;1:10:7.88;1:31:9.30;1:35:10.74;1:36:1.92	MolGpKa	opam2
cpd00145	pKa	1:5:3.08;1:7:11.39	MolGpKa	opam2
cpd00146	pKa	1:3:2.17;1:4:2.17;1:7:8.92	MolGpKa	opam2
cpd00147	pKa	1:6:12.72;1:7:12.93;1:17:12.99	MolGpKa	opam2
cpd00147	pKb	1:11:3.49;1:13:3.72;1:15:4.08;1:17:5.49	MolGpKa	opam2
cpd00148	pKa	1:3:1.88;1:4:1.88;1:11:11.13;1:13:11.96	MolGpKa	opam2
cpd00151	pKa	1:3:9.17	MolGpKa	opam2
cpd00152	pKb	1:7:10.60;1:9:10.66	MolGpKa	opam2
cpd00153	pKa	1:7:4.11	MolGpKa	opam2
cpd00154	pKa	1:4:12.35;1:6:12.18;1:8:11.98;1:10:12.34	MolGpKa	opam2
cpd00155	pKa	1:9:11.62;1:14:11.48;1:19:11.93;1:25:12.11;1:30:11.97;1:36:11.49;1:42:11.66;1:45:11.83	MolGpKa	opam2
cpd00156	pKa	1:7:2.54	MolGpKa	opam2
cpd00157	pKa	1:5:12.54;1:6:12.54	MolGpKa	opam2
cpd00158	pKa	1:9:11.77;1:11:11.67;1:14:11.93;1:15:12.03;1:18:11.96;1:21:12.25;1:22:12.35;1:23:12.31	MolGpKa	opam2
cpd00160	pKa	1:25:13.91	MolGpKa	opam2
cpd00161	pKa	1:1:2.23;1:8:12.22	MolGpKa	opam2
cpd00161	pKb	1:7:8.62	MolGpKa	opam2
cpd00162	pKa	1:4:13.02	MolGpKa	opam2
cpd00162	pKb	1:3:9.16	MolGpKa	opam2
cpd00163	pKa	1:9:11.14;1:10:8.42;1:14:10.79;1:30:9.44;1:33:10.79;1:34:11.19	MolGpKa	opam2
cpd00164	pKa	1:6:11.59;1:8:2.79;1:11:12.02;1:12:11.85;1:13:11.75	MolGpKa	opam2
cpd00165	pKa	1:2:12.17	MolGpKa	opam2
cpd00165	pKb	1:1:5.25	MolGpKa	opam2
cpd00167	pKa	1:3:12.17;1:6:10.86;1:8:11.45	MolGpKa	opam2
cpd00168	pKa	1:6:9.03;1:7:2.97;1:11:8.82	MolGpKa	opam2
cpd00169	pKa	1:3:1.83;1:4:1.83;1:9:9.81;1:10:1.90	MolGpKa	opam2
cpd00170	pKa	1:6:11.71;1:9:11.82;1:11:12.02;1:12:11.96	MolGpKa	opam2
cpd00171	pKa	1:4:10.77;1:6:10.45;1:10:11.25;1:12:1.88;1:13:1.88	MolGpKa	opam2
cpd00172	pKb	1:5:3.83	MolGpKa	opam2
cpd00173	pKa	1:6:10.34;1:9:10.53;1:19:0.98;1:20:0.98	MolGpKa	opam2
cpd00175	pKa	1:9:11.16;1:10:8.44;1:14:10.80;1:32:10.48;1:34:11.16;1:36:10.71	MolGpKa	opam2
cpd00176	pKa	1:7:2.81;1:10:13.18;1:11:13.17;1:12:13.20	MolGpKa	opam2
cpd00177	pKa	1:15:11.52;1:17:11.08;1:24:1.10;1:25:1.10	MolGpKa	opam2
cpd00177	pKb	1:6:3.74;1:9:3.55;1:14:4.11;1:15:5.50	MolGpKa	opam2
cpd00179	pKa	1:9:11.77;1:11:11.67;1:14:11.93;1:15:12.03;1:18:11.96;1:21:12.25;1:22:12.35;1:23:12.31	MolGpKa	opam2
cpd00180	pKa	1:3:1.48;1:5:1.48	MolGpKa	opam2
cpd00181	pKa	1:61:10.06;1:65:12.22;1:69:13.54;1:75:3.32	MolGpKa	opam2
cpd00181	pKb	1:2:7.14;1:4:6.52;1:5:6.50	MolGpKa	opam2
cpd00182	pKa	1:14:12.79;1:16:12.96;1:18:12.98;1:19:12.98	MolGpKa	opam2
cpd00182	pKb	1:6:3.72;1:9:3.49;1:15:4.08;1:16:5.49	MolGpKa	opam2
cpd00183	pKa	1:5:2.35	MolGpKa	opam2
cpd00183	pKb	1:3:10.18	MolGpKa	opam2
cpd00184	pKa	1:7:13.47;1:8:13.20;1:12:9.53	MolGpKa	opam2
cpd00185	pKa	1:4:12.35;1:6:12.18;1:8:11.98;1:10:12.34	MolGpKa	opam2
cpd00186	pKa	1:6:2.32;1:9:2.20	MolGpKa	opam2
cpd00186	pKb	1:4:9.34	MolGpKa	opam2
cpd00188	pKa	1:17:4.76	MolGpKa	opam2
cpd00189	pKb	1:5:4.54;1:12:5.07;1:18:5.07	MolGpKa	opam2
cpd00190	pKa	1:6:11.84;1:8:12.03;1:10:12.12;1:11:12.23;1:12:12.07	MolGpKa	opam2
cpd00191	pKa	1:1:8.76;1:4:4.07	MolGpKa	opam2
cpd00192	pKa	1:34:1.79;1:35:1.79;1:59:9.51	MolGpKa	opam2
cpd00192	pKb	1:41:3.56;1:43:4.18;1:45:3.74	MolGpKa	opam2
cpd00193	pKa	1:14:11.31;1:16:11.81;1:18:11.30	MolGpKa	opam2
cpd00193	pKb	1:6:3.62;1:9:3.39;1:15:4.03;1:16:5.48	MolGpKa	opam2
cpd00196	pKa	1:3:1.04;1:4:1.04	MolGpKa	opam2
cpd00197	pKa	1:7:4.27;1:10:8.66;1:11:8.42	MolGpKa	opam2
cpd00198	pKa	1:4:10.77;1:6:10.45;1:10:11.25;1:12:1.88;1:13:1.88	MolGpKa	opam2
cpd00199	pKa	1:4:4.52	MolGpKa	opam2
cpd00200	pKa	1:6:3.26	MolGpKa	opam2
cpd00201	pKa	1:12:11.68;1:22:12.50;1:28:4.17;1:32:3.30	MolGpKa	opam2
cpd00201	pKb	1:12:6.96	MolGpKa	opam2
cpd00202	pKa	1:8:1.10;1:9:1.10	MolGpKa	opam2
cpd00203	pKa	1:3:0.97;1:4:0.97;1:10:8.70;1:13:1.69;1:14:1.69	MolGpKa	opam2
cpd00206	pKa	1:14:11.09;1:15:12.19;1:18:1.88;1:19:1.88	MolGpKa	opam2
cpd00206	pKb	1:7:4.20	MolGpKa	opam2
cpd00207	pKa	1:4:11.01;1:9:9.39	MolGpKa	opam2
cpd00207	pKb	1:3:2.64;1:6:3.04;1:11:6.10	MolGpKa	opam2
cpd00208	pKa	1:9:11.77;1:11:11.67;1:14:11.93;1:15:12.03;1:18:11.96;1:21:12.25;1:22:12.35;1:23:12.31	MolGpKa	opam2
cpd00210	pKa	1:4:1.28	MolGpKa	opam2
cpd00210	pKb	1:5:8.71	MolGpKa	opam2
cpd00211	pKa	1:4:4.74	MolGpKa	opam2
cpd00212	pKa	1:5:11.52;1:7:11.47;1:9:11.30;1:11:11.61;1:12:11.66	MolGpKa	opam2
cpd00213	pKa	1:11:13.90	MolGpKa	opam2
cpd00214	pKa	1:13:4.79	MolGpKa	opam2
cpd00215	pKa	1:8:7.77;1:11:13.05	MolGpKa	opam2
cpd00215	pKb	1:10:3.36	MolGpKa	opam2
cpd00216	pKa	1:7:8.11;1:13:3.16;1:16:2.53	MolGpKa	opam2
cpd00217	pKa	1:8:12.09;1:12:12.30;1:13:12.39;1:14:12.36;1:18:11.60;1:21:11.89;1:22:12.12;1:23:12.01	MolGpKa	opam2
cpd00218	pKa	1:7:2.75	MolGpKa	opam2
cpd00219	pKa	1:9:2.94;1:14:2.39;1:16:10.06	MolGpKa	opam2
cpd00220	pKa	1:12:9.63;1:18:12.82;1:19:12.56;1:21:12.42;1:23:12.46	MolGpKa	opam2
cpd00220	pKb	1:10:2.44;1:14:2.44	MolGpKa	opam2
cpd00221	pKa	1:4:12.14;1:6:3.90	MolGpKa	opam2
cpd00222	pKa	1:1:12.72;1:8:3.34;1:9:12.98;1:10:12.59;1:11:11.00;1:12:12.44	MolGpKa	opam2
cpd00223	pKa	1:4:11.15;1:5:3.69;1:7:12.45	MolGpKa	opam2
cpd00224	pKa	1:4:12.35;1:6:12.18;1:8:11.98;1:10:12.34	MolGpKa	opam2
cpd00226	pKa	1:5:9.00;1:10:9.63	MolGpKa	opam2
cpd00226	pKb	1:4:2.07;1:8:2.90	MolGpKa	opam2
cpd00227	pKa	1:6:2.29;1:8:10.13	MolGpKa	opam2
cpd00227	pKb	1:4:8.91	MolGpKa	opam2
cpd00228	pKa	1:4:12.55;1:6:12.55;1:7:9.01;1:8:9.01	MolGpKa	opam2
cpd00229	pKa	1:3:12.42	MolGpKa	opam2
cpd00231	pKa	1:15:13.39;1:17:13.42	MolGpKa	opam2
cpd00231	pKb	1:5:3.56;1:10:6.58	MolGpKa	opam2
cpd00232	pKa	1:6:11.64;1:9:11.23;1:11:11.08;1:14:9.78;1:16:11.31;1:19:2.75;1:21:11.28	MolGpKa	opam2
cpd00233	pKa	1:3:12.87;1:12:12.51;1:15:13.94;1:17:13.67	MolGpKa	opam2
cpd00233	pKb	1:5:4.54;1:12:6.85	MolGpKa	opam2
cpd00234	pKa	1:7:12.06;1:9:12.11;1:10:12.11;1:12:12.06	MolGpKa	opam2
cpd00235	pKa	1:3:1.91;1:4:1.91;1:11:10.54;1:14:11.52;1:15:11.62;1:16:11.64	MolGpKa	opam2
cpd00236	pKa	1:6:10.78;1:8:10.45;1:10:1.88;1:12:1.88	MolGpKa	opam2
cpd00238	pKa	1:9:11.05;1:10:11.13;1:11:10.50;1:12:11.89;1:13:11.45;1:16:1.89;1:18:1.89	MolGpKa	opam2
cpd00240	pKa	1:9:1.59;1:11:1.59;1:17:1.59;1:19:1.59	MolGpKa	opam2
cpd00240	pKb	1:1:8.60;1:8:8.60	MolGpKa	opam2
cpd00241	pKa	1:12:7.91;1:18:10.01;1:29:0.97;1:30:0.97	MolGpKa	opam2
cpd00241	pKb	1:4:2.26;1:7:2.58	MolGpKa	opam2
cpd00242	pKa	1:2:1.91;1:3:1.91	MolGpKa	opam2
cpd00246	pKa	1:14:12.42;1:15:9.14;1:18:12.59;1:19:11.98	MolGpKa	opam2
cpd00246	pKb	1:6:1.74;1:9:2.40	MolGpKa	opam2
cpd00247	pKa	1:7:-1.69;1:9:7.82	MolGpKa	opam2
cpd00248	pKa	1:5:11.58;1:6:3.79;1:11:13.00;1:12:13.00;1:13:12.90	MolGpKa	opam2
cpd00249	pKa	1:9:13.16;1:10:9.41;1:14:13.18;1:16:13.01	MolGpKa	opam2
cpd00250	pKa	1:6:3.18	MolGpKa	opam2
cpd00250	pKb	1:8:11.30	MolGpKa	opam2
cpd00251	pKa	1:14:10.90;1:35:11.13;1:36:11.17	MolGpKa	opam2
cpd00251	pKb	1:6:3.66;1:9:3.43;1:15:4.05	MolGpKa	opam2
cpd00253	pKa	1:7:2.41;1:9:6.90	MolGpKa	opam2
cpd00253	pKb	1:4:9.12	MolGpKa	opam2
cpd00255	pKa	1:30:12.39;1:56:12.79;1:59:3.35	MolGpKa	opam2
cpd00255	pKb	1:1:8.51;1:10:10.11;1:69:11.24	MolGpKa	opam2
cpd00256	pKa	1:9:3.15;1:10:2.63;1:17:12.54	MolGpKa	opam2
cpd00256	pKb	1:14:4.42	MolGpKa	opam2
cpd00257	pKa	1:9:2.28	MolGpKa	opam2
cpd00257	pKb	1:11:8.58;1:12:9.16	MolGpKa	opam2
cpd00258	pKa	1:5:11.45;1:7:11.79;1:9:11.90;1:10:12.19	MolGpKa	opam2
cpd00259	pKa	1:5:11.45;1:7:11.79;1:9:11.90;1:10:12.19	MolGpKa	opam2
cpd00260	pKa	1:6:10.55;1:8:3.26;1:10:3.12;1:12:3.59	MolGpKa	opam2
cpd00261	pKa	1:5:11.45;1:7:11.79;1:9:11.90;1:10:12.19	MolGpKa	opam2
cpd00262	pKa	1:34:1.79;1:35:1.79;1:52:2.72	MolGpKa	opam2
cpd00262	pKb	1:41:3.55;1:43:4.17;1:45:3.73	MolGpKa	opam2
cpd00263	pKa	1:8:9.66;1:9:12.23;1:11:13.46	MolGpKa	opam2
cpd00263	pKb	1:10:4.55	MolGpKa	opam2
cpd00265	pKa	1:11:11.40;1:16:11.21;1:22:11.60;1:27:11.67;1:37:11.77;1:42:11.54;1:45:11.77;1:51:11.54	MolGpKa	opam2
cpd00266	pKa	1:7:11.39	MolGpKa	opam2
cpd00267	pKa	1:6:11.70;1:11:12.12	MolGpKa	opam2
cpd00267	pKb	1:9:7.41	MolGpKa	opam2
cpd00268	pKa	1:2:-4.27	MolGpKa	opam2
cpd00269	pKa	1:7:2.70;1:10:4.15	MolGpKa	opam2
