ID	AraCyc	EcoCyc	KEGG	MetaCyc	PlantCyc
rxn20544	null	null	null	ANAEROFRUCAT-PWY|ANAGLYCOLYSIS-PWY|Autotrophic-CO2-Fixation|Biosynthesis|C1-COMPOUNDS|CALVIN-PWY|CARBO-BIOSYNTHESIS|CARBOXYLATES-DEG|CO2-Fixation|Carbohydrates-Biosynthesis|Carbohydrates-Degradation|Degradation|Energy-Metabolism|Fermentation|Formaldehyde-Assimilation|GLUCONEO-PWY|GLYCOLYSIS|GLYCOLYSIS-E-D|GLYCOLYSIS-TCA-GLYOX-BYPASS|GLYCOLYSIS-VARIANTS|Gluconeogenesis|P122-PWY|P124-PWY|P185-PWY|P441-PWY|P461-PWY|PHOTOALL-PWY|PWY-1042|PWY-3801|PWY-5464|PWY-5484|PWY-6886|PWY-6901|PWY-7003|Photosynthesis|SECONDARY-METABOLITE-DEGRADATION|SUCROSE-DEG|SUCSYN-PWY|SUGAR-ALCOHOLS-DEG|Sugar-Derivatives|Sugars-And-Polysaccharides|TCA-VARIANTS|Xylose-Degradation	null
rxn20546	null	Biosynthesis|Cell-Structure-Biosynthesis|Cell-Wall-Biosynthesis|PEPTIDOGLYCANSYN-PWY|Peptidoglycan-Biosynthesis	null	Biosynthesis|Cell-Structure-Biosynthesis|Cell-Wall-Biosynthesis|PEPTIDOGLYCANSYN-PWY|Peptidoglycan-Biosynthesis	null
rxn20547	null	null	null	Biosynthesis|Cardiolipin-Biosynthesis|Lipid-Biosynthesis|PHOSLIPSYN-PWY|PHOSLIPSYN2-PWY|PWY-5269|PWY-5668|PWY4FS-7|PWY4FS-8|PhosphatidylglycerolBiosynthesis|Phospholipid-Biosynthesis	Biosynthesis|Cardiolipin-Biosynthesis|Lipid-Biosynthesis|PHOSLIPSYN2-PWY|PWY-5269|PWY4FS-7|PWY4FS-8|PhosphatidylglycerolBiosynthesis|Phospholipid-Biosynthesis
rxn20551	Biosynthesis|Cardiolipin-Biosynthesis|Lipid-Biosynthesis|PHOSLIPSYN2-PWY|PWY-5269|PWY4FS-7|PWY4FS-8|PhosphatidylglycerolBiosynthesis|Phospholipid-Biosynthesis	null	null	Biosynthesis|Cardiolipin-Biosynthesis|Lipid-Biosynthesis|PHOSLIPSYN-PWY|PHOSLIPSYN2-PWY|PWY-5269|PWY-5668|PWY4FS-7|PWY4FS-8|PhosphatidylglycerolBiosynthesis|Phospholipid-Biosynthesis	Biosynthesis|Cardiolipin-Biosynthesis|Lipid-Biosynthesis|PHOSLIPSYN2-PWY|PWY-5269|PWY4FS-7|PWY4FS-8|PhosphatidylglycerolBiosynthesis|Phospholipid-Biosynthesis
rxn20553	Biosynthesis|Cardiolipin-Biosynthesis|Lipid-Biosynthesis|PHOSLIPSYN2-PWY|PWY-5269|PWY4FS-7|PWY4FS-8|PhosphatidylglycerolBiosynthesis|Phospholipid-Biosynthesis	null	null	Biosynthesis|Cardiolipin-Biosynthesis|Lipid-Biosynthesis|PHOSLIPSYN-PWY|PHOSLIPSYN2-PWY|PWY-5269|PWY-5668|PWY4FS-7|PWY4FS-8|PhosphatidylglycerolBiosynthesis|Phospholipid-Biosynthesis	null
rxn20555	Biosynthesis|Cardiolipin-Biosynthesis|Lipid-Biosynthesis|PHOSLIPSYN2-PWY|PWY-5269|PWY4FS-7|PWY4FS-8|PhosphatidylglycerolBiosynthesis|Phospholipid-Biosynthesis	null	null	Biosynthesis|Cardiolipin-Biosynthesis|Lipid-Biosynthesis|PHOSLIPSYN-PWY|PHOSLIPSYN2-PWY|PWY-5269|PWY-5668|PWY4FS-7|PWY4FS-8|PhosphatidylglycerolBiosynthesis|Phospholipid-Biosynthesis	null
rxn20557	Biosynthesis|Cardiolipin-Biosynthesis|Lipid-Biosynthesis|PHOSLIPSYN2-PWY|PWY-5269|PWY4FS-7|PWY4FS-8|PhosphatidylglycerolBiosynthesis|Phospholipid-Biosynthesis	null	null	Biosynthesis|Cardiolipin-Biosynthesis|Lipid-Biosynthesis|PHOSLIPSYN-PWY|PHOSLIPSYN2-PWY|PWY-5269|PWY-5668|PWY4FS-7|PWY4FS-8|PhosphatidylglycerolBiosynthesis|Phospholipid-Biosynthesis	null
rxn20559	null	Biosynthesis|Cardiolipin-Biosynthesis|Lipid-Biosynthesis|PHOSLIPSYN-PWY|PWY-5668|Phospholipid-Biosynthesis	null	Biosynthesis|Cardiolipin-Biosynthesis|Lipid-Biosynthesis|PHOSLIPSYN-PWY|PHOSLIPSYN2-PWY|PWY-5269|PWY-5668|PWY4FS-7|PWY4FS-8|PhosphatidylglycerolBiosynthesis|Phospholipid-Biosynthesis	null
rxn20563	Biosynthesis|Cardiolipin-Biosynthesis|Lipid-Biosynthesis|PHOSLIPSYN2-PWY|PWY-5269|PWY4FS-7|PWY4FS-8|PhosphatidylglycerolBiosynthesis|Phospholipid-Biosynthesis	null	null	Biosynthesis|Cardiolipin-Biosynthesis|Lipid-Biosynthesis|PHOSLIPSYN-PWY|PHOSLIPSYN2-PWY|PWY-5269|PWY-5668|PWY4FS-7|PWY4FS-8|PhosphatidylglycerolBiosynthesis|Phospholipid-Biosynthesis	null
rxn20565	null	null	null	Biosynthesis|Cardiolipin-Biosynthesis|Lipid-Biosynthesis|PHOSLIPSYN-PWY|PHOSLIPSYN2-PWY|PWY-5269|PWY-5668|PWY4FS-7|PWY4FS-8|PhosphatidylglycerolBiosynthesis|Phospholipid-Biosynthesis	null
rxn20567	Biosynthesis|Lipid-Biosynthesis|PHOSLIPSYN2-PWY|PWY-5669|PhosphatidylethanolamineBiosynthesis|Phospholipid-Biosynthesis	Biosynthesis|Lipid-Biosynthesis|PHOSLIPSYN-PWY|PWY-5669|PhosphatidylethanolamineBiosynthesis|Phospholipid-Biosynthesis	null	Biosynthesis|Lipid-Biosynthesis|PHOSLIPSYN-PWY|PHOSLIPSYN2-PWY|PWY-5669|PhosphatidylethanolamineBiosynthesis|Phospholipid-Biosynthesis	Biosynthesis|Lipid-Biosynthesis|PHOSLIPSYN2-PWY|PWY-5669|PhosphatidylethanolamineBiosynthesis|Phospholipid-Biosynthesis
rxn20568	null	null	null	Biosynthesis|Lipid-Biosynthesis|PHOSLIPSYN-PWY|PHOSLIPSYN2-PWY|PWY-5669|PhosphatidylethanolamineBiosynthesis|Phospholipid-Biosynthesis	null
rxn20569	Biosynthesis|Lipid-Biosynthesis|PHOSLIPSYN2-PWY|PWY-5669|PhosphatidylethanolamineBiosynthesis|Phospholipid-Biosynthesis	Biosynthesis|Lipid-Biosynthesis|PHOSLIPSYN-PWY|PWY-5669|PhosphatidylethanolamineBiosynthesis|Phospholipid-Biosynthesis	null	Biosynthesis|Lipid-Biosynthesis|PHOSLIPSYN-PWY|PHOSLIPSYN2-PWY|PWY-5669|PhosphatidylethanolamineBiosynthesis|Phospholipid-Biosynthesis	Biosynthesis|Lipid-Biosynthesis|PHOSLIPSYN2-PWY|PWY-5669|PhosphatidylethanolamineBiosynthesis|Phospholipid-Biosynthesis
rxn20570	null	null	null	Biosynthesis|Lipid-Biosynthesis|PHOSLIPSYN-PWY|PHOSLIPSYN2-PWY|PWY-5669|PhosphatidylethanolamineBiosynthesis|Phospholipid-Biosynthesis	null
rxn20571	null	null	null	Biosynthesis|Lipid-Biosynthesis|TRIGLSYN-PWY	Biosynthesis|Lipid-Biosynthesis|TRIGLSYN-PWY
rxn20572	null	null	null	Biosynthesis|Lipid-Biosynthesis|TRIGLSYN-PWY	Biosynthesis|Lipid-Biosynthesis|TRIGLSYN-PWY
rxn20573	null	null	null	Biosynthesis|Lipid-Biosynthesis|TRIGLSYN-PWY	null
rxn20574	null	null	null	Biosynthesis|Lipid-Biosynthesis|TRIGLSYN-PWY	null
rxn20575	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|Oleate-Biosynthesis|PWY-6429	null	null	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|Oleate-Biosynthesis|PWY-6429	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|Oleate-Biosynthesis|PWY-6429
rxn20577	null	null	null	Biosynthesis|Degradation|Fatty-Acid-and-Lipid-Degradation|Lipid-Biosynthesis|PWY-6368|PWY-6580|PhosphatidylglycerolBiosynthesis|Phospholipid-Biosynthesis	null
rxn20578	null	null	null	Biosynthesis|Degradation|Fatty-Acid-and-Lipid-Degradation|Lipid-Biosynthesis|PWY-6368|PWY-6580|PhosphatidylglycerolBiosynthesis|Phospholipid-Biosynthesis	null
rxn20579	null	null	null	Biosynthesis|Degradation|Fatty-Acid-and-Lipid-Degradation|Lipid-Biosynthesis|PWY-6368|PWY-6580|PhosphatidylglycerolBiosynthesis|Phospholipid-Biosynthesis	null
rxn20580	null	null	null	Degradation|Fatty-Acid-and-Lipid-Degradation|PWY-6368	null
rxn20581	null	null	null	Degradation|Fatty-Acid-and-Lipid-Degradation|PWY-6368	null
rxn20583	null	null	null	Antibiotic-Biosynthesis|Biosynthesis|CARBO-BIOSYNTHESIS|Carbohydrates-Biosynthesis|Carbohydrates-Degradation|Degradation|GLUCOSE1PMETAB-PWY|GLYCOCAT-PWY|GLYCOGEN-BIOSYN|Glycogen-Degradation|POLYSACCHARIDES-DEG|PWY-3801|PWY-5384|PWY-5661|PWY-5767|PWY-5940|PWY-5941|PWY-621|PWY-622|PWY-6731|PWY-6737|PWY-6981|PWY-842|Polymer-Degradation|Polysaccharides-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|SUCROSE-DEG|SUCSYN-PWY|SUGAR-NUCLEOTIDES|Starch-Degradation|Sugars-And-Polysaccharides	Biosynthesis|CARBO-BIOSYNTHESIS|Carbohydrates-Biosynthesis|Carbohydrates-Degradation|Degradation|GLYCOGEN-BIOSYN|Generation-Precursors-Energy|POLYSACCHARIDES-DEG|PWY-3801|PWY-5454|PWY-5455|PWY-5661|PWY-621|PWY-622|PWY-6723|PWY-842|PWYQT-4437|PWYQT-4466|PWYQT-4467|Polymer-Degradation|Polysaccharides-Biosynthesis|SUCROSE-DEG|SUCSYN-PWY|SUGAR-NUCLEOTIDES|Starch-Degradation|Sugars-And-Polysaccharides|UDP-Sugars
rxn20584	null	null	null	Biosynthesis|Degradation|Fatty-Acid-and-Lipid-Degradation|LIPASYN-PWY|Lipid-Biosynthesis|Metabolic-Clusters|PWY-6803	Biosynthesis|Degradation|Fatty-Acid-and-Lipid-Degradation|LIPASYN-PWY|Lipid-Biosynthesis|Metabolic-Clusters|PWY-6803
rxn20586	Biosynthesis|Degradation|Fatty-Acid-and-Lipid-Degradation|LIPASYN-PWY|Lipid-Biosynthesis|Metabolic-Clusters|PWY-6803	null	null	Biosynthesis|Degradation|Fatty-Acid-and-Lipid-Degradation|LIPASYN-PWY|Lipid-Biosynthesis|Metabolic-Clusters|PWY-6803	Biosynthesis|Degradation|Fatty-Acid-and-Lipid-Degradation|LIPASYN-PWY|Lipid-Biosynthesis|Metabolic-Clusters|PWY-6803
rxn20587	null	null	null	Biosynthesis|Degradation|Fatty-Acid-and-Lipid-Degradation|LIPASYN-PWY|Lipid-Biosynthesis|Metabolic-Clusters|PWY-6803	null
rxn20588	Biosynthesis|Degradation|Fatty-Acid-and-Lipid-Degradation|LIPASYN-PWY|Lipid-Biosynthesis|Metabolic-Clusters|PWY-6803	null	null	Biosynthesis|Degradation|Fatty-Acid-and-Lipid-Degradation|LIPASYN-PWY|Lipid-Biosynthesis|Metabolic-Clusters|PWY-6803	Biosynthesis|Degradation|Fatty-Acid-and-Lipid-Degradation|LIPASYN-PWY|Lipid-Biosynthesis|Metabolic-Clusters|PWY-6803
rxn20589	null	null	null	Biosynthesis|Degradation|Fatty-Acid-and-Lipid-Degradation|LIPASYN-PWY|Lipid-Biosynthesis|Metabolic-Clusters|PWY-6803	null
rxn20590	Degradation|Fatty-Acid-and-Lipid-Degradation|LIPASYN-PWY|Metabolic-Clusters	null	null	Degradation|Fatty-Acid-and-Lipid-Degradation|LIPASYN-PWY|Metabolic-Clusters	Degradation|Fatty-Acid-and-Lipid-Degradation|LIPASYN-PWY|Metabolic-Clusters
rxn20591	null	null	null	Degradation|Fatty-Acid-and-Lipid-Degradation|LIPASYN-PWY|Metabolic-Clusters	null
rxn20592	null	null	null	Biosynthesis|Cofactor-Biosynthesis|DITERPENOID-SYN|ERGOSTEROL-SYN-PWY|GGPP-Biosynthesis|ISOPRENOIDS|Lipid-Biosynthesis|PWY-5910|PWY-6146|PWY-922|PWY66-5|Polyprenyl-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|Sterol-Biosynthesis|Terpenoid-Biosynthesis	null
rxn20595	Energy-Metabolism|PHOTOALL-PWY|PWY-101|Photosynthesis	null	null	Energy-Metabolism|Hydrogen-Production|PHOTOALL-PWY|PWY-101|PWY-6785|PWY-6886|Photosynthesis	Energy-Metabolism|Hydrogen-Production|PHOTOALL-PWY|PWY-101|PWY-6785|Photosynthesis
rxn20596	null	null	null	Energy-Metabolism|Hydrogen-Production|PHOTOALL-PWY|PWY-101|PWY-6785|PWY-6886|Photosynthesis	null
rxn20606	null	null	null	ARGORNPROST-PWY|Activation-Inactivation-Interconversion|Amino-Acid-Degradation|Degradation|Interconversion|PWY-6344	null
rxn20608	null	null	null	Amino-Acid-Biosynthesis|Biosynthesis|HISTIDINE-SYN|HISTSYN-PWY|IND-AMINO-ACID-SYN|PRPP-PWY	null
rxn20612	Biosynthesis|Cofactor-Biosynthesis|GLUT-REDOX-PWY|Reductants	Biosynthesis|Cofactor-Biosynthesis|GLUT-REDOX-PWY|Reductants	null	Biosynthesis|Cofactor-Biosynthesis|GLUT-REDOX-PWY|Reductants	Biosynthesis|Cofactor-Biosynthesis|GLUT-REDOX-PWY|Reductants
rxn20616	Aminoacyl-tRNAs-Charging|Biosynthesis|Metabolic-Clusters|TRNA-CHARGING-PWY	Aminoacyl-tRNAs-Charging|Biosynthesis|Metabolic-Clusters|TRNA-CHARGING-PWY	null	Aminoacyl-tRNAs-Charging|Biosynthesis|Metabolic-Clusters|TRNA-CHARGING-PWY	Aminoacyl-tRNAs-Charging|Biosynthesis|Metabolic-Clusters|TRNA-CHARGING-PWY
rxn20617	Amino-Acid-Biosynthesis|Biosynthesis|IND-AMINO-ACID-SYN|Other-Amino-Acid-Biosynthesis|PROLINE-SYN|PWY-3341|PWY-6922	null	null	ARGININE-SYN|ARGININE-SYN4-PWY|Amino-Acid-Biosynthesis|Biosynthesis|IND-AMINO-ACID-SYN|Other-Amino-Acid-Biosynthesis|PROLINE-SYN|PWY-3341|PWY-6922	Amino-Acid-Biosynthesis|Biosynthesis|IND-AMINO-ACID-SYN|Other-Amino-Acid-Biosynthesis|PROLINE-SYN|PWY-3341|PWY-6922
rxn20618	Amino-Acid-Biosynthesis|Beta-Alanine-Biosynthesis|Biosynthesis|IND-AMINO-ACID-SYN|PWY-3941	null	null	Amino-Acid-Biosynthesis|Beta-Alanine-Biosynthesis|Biosynthesis|CoA-Biosynthesis|Cofactor-Biosynthesis|IND-AMINO-ACID-SYN|PWY-3941|PWY-4221	Amino-Acid-Biosynthesis|Beta-Alanine-Biosynthesis|Biosynthesis|CoA-Biosynthesis|Cofactor-Biosynthesis|IND-AMINO-ACID-SYN|PWY-3941|PWY-4221
rxn20619	null	null	null	2-Oxobutanoate-Degradation|Amino-Acid-Degradation|Autotrophic-CO2-Fixation|C1-COMPOUNDS|CARBOXYLATES-DEG|CO2-Fixation|Degradation|Energy-Metabolism|METHIONINE-DEG|PROPIONMET-PWY|PWY-5130|PWY-5328|PWY-5743|PWY-5789|PWY-6728|PWY-7024|Propionate-Degradation	null
rxn20621	null	null	null	Amino-Acid-Biosynthesis|Biosynthesis|Citrulline-Biosynthesis|IND-AMINO-ACID-SYN|Other-Amino-Acid-Biosynthesis|PWY-4921	null
rxn20626	null	null	null	Biosynthesis|Cofactor-Biosynthesis|HEME-BIOSYNTHESIS-II|HEME-SYN|HEMESYN2-PWY|PWY-5918|PWY-5920|PWY0-1415|Porphyrin-Compounds-Biosynthesis	null
rxn20627	null	null	null	Biosynthesis|CHLOROPHYLL-SYN|Chlorophyll-Biosynthesis|Chlorophyll-a-Biosynthesis|Chlorophyllide-a-Biosynthesis|Cofactor-Biosynthesis|HEME-BIOSYNTHESIS-II|HEME-SYN|PWY-5529|PWY-5531|PWY-5918|PWY-5920|PWY0-1415|Porphyrin-Compounds-Biosynthesis	null
rxn20628	null	null	null	CYANOGENIC-GLUCOSIDE-DEG|Degradation|N-CONTAINING-GLUCOSIDE-DEG|N-CONTAINING-SECONDARY-CMPD-DEG|PWY-6011|SECONDARY-METABOLITE-DEGRADATION	CYANOGENIC-GLUCOSIDE-DEG|Degradation|N-CONTAINING-GLUCOSIDE-DEG|N-CONTAINING-SECONDARY-CMPD-DEG|PWY-6011|SECONDARY-METABOLITE-DEGRADATION
rxn20630	null	null	null	Amino-Acid-Biosynthesis|Biosynthesis|IND-AMINO-ACID-SYN|SER-GLYSYN-PWY|SERINE-BIOSYNTHESIS|SERSYN-PWY|SULFATE-CYS-PWY	null
rxn20631	null	Biosynthesis|Cofactor-Biosynthesis|PWY0-845|PYRIDOXSYN-PWY|Vitamin-B6-Biosynthesis|Vitamin-Biosynthesis	null	Biosynthesis|Cofactor-Biosynthesis|PWY0-845|PYRIDOXSYN-PWY|Vitamin-B6-Biosynthesis|Vitamin-Biosynthesis	null
rxn20632	null	null	null	Energy-Metabolism|Hydrogen-Production|PHOTOALL-PWY|PWY-101|PWY-6785|PWY-6886|Photosynthesis	Energy-Metabolism|Hydrogen-Production|PHOTOALL-PWY|PWY-101|PWY-6785|Photosynthesis
rxn20633	Energy-Metabolism|PHOTOALL-PWY|PWY-101|Photosynthesis	null	null	Energy-Metabolism|Hydrogen-Production|PHOTOALL-PWY|PWY-101|PWY-6785|PWY-6886|Photosynthesis	Energy-Metabolism|Hydrogen-Production|PHOTOALL-PWY|PWY-101|PWY-6785|Photosynthesis
rxn20637	null	null	null	AMINE-DEG|Degradation|PWY-2|Putrescine-Degradation	null
rxn20638	null	null	null	AMINE-DEG|Degradation|PWY-2|Putrescine-Degradation	null
rxn20643	null	Biosynthesis|Cofactor-Biosynthesis|PWY-6890|THISYN-PWY|Thiamine-Biosynthesis|Vitamin-Biosynthesis	null	Biosynthesis|Cofactor-Biosynthesis|PWY-6890|PWY-6895|THISYN-PWY|THISYNARA-PWY|Thiamine-Biosynthesis|Vitamin-Biosynthesis	Biosynthesis|Cofactor-Biosynthesis|PWY-6890|THISYNARA-PWY|Thiamine-Biosynthesis|Vitamin-Biosynthesis
rxn20644	Biosynthesis|Cofactor-Biosynthesis|PWY-6890|THISYNARA-PWY|Thiamine-Biosynthesis|Vitamin-Biosynthesis	null	null	Biosynthesis|Cofactor-Biosynthesis|PWY-6890|PWY-6895|THISYN-PWY|THISYNARA-PWY|Thiamine-Biosynthesis|Vitamin-Biosynthesis	Biosynthesis|Cofactor-Biosynthesis|PWY-6890|THISYNARA-PWY|Thiamine-Biosynthesis|Vitamin-Biosynthesis
rxn20646	null	null	null	Amino-Acid-Biosynthesis|Biosynthesis|IND-AMINO-ACID-SYN|PROLINE-SYN|PWY-4281	null
rxn20649	ARGASEDEG-PWY|ARGININE-DEG|Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Biosynthesis|Degradation|GLUTAMATE-SYN|IND-AMINO-ACID-SYN|PROLINE-DEG|PROUT-PWY	null	null	ARGASEDEG-PWY|ARGININE-DEG|Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Biosynthesis|Degradation|Ethylene-Biosynthesis|GLUTAMATE-SYN|HORMONE-SYN|IND-AMINO-ACID-SYN|PROLINE-DEG|PROUT-PWY|PWY-6853|Plant-Hormone-Biosynthesis	ARGASEDEG-PWY|ARGININE-DEG|Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Biosynthesis|Degradation|GLUTAMATE-SYN|IND-AMINO-ACID-SYN|PROLINE-DEG|PROUT-PWY
rxn20650	ARG-PRO-PWY|ARGININE-DEG|Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Biosynthesis|Degradation|IND-AMINO-ACID-SYN|PROLINE-SYN|PROSYN-PWY|PWY-3341	Amino-Acid-Biosynthesis|Biosynthesis|IND-AMINO-ACID-SYN|PROLINE-SYN|PROSYN-PWY	null	ARG-PRO-PWY|ARGININE-DEG|ARGORNPROST-PWY|Activation-Inactivation-Interconversion|Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Biosynthesis|Degradation|IND-AMINO-ACID-SYN|Interconversion|PROLINE-SYN|PROSYN-PWY|PWY-3341|PWY-4981|PWY-6344	ARG-PRO-PWY|ARGININE-DEG|Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Biosynthesis|Degradation|IND-AMINO-ACID-SYN|PROLINE-SYN|PROSYN-PWY|PWY-3341|PWY4LZ-7318
rxn20651	null	null	null	Amino-Acid-Degradation|Autotrophic-CO2-Fixation|Biosynthesis|C1-COMPOUNDS|CARBO-BIOSYNTHESIS|CENTFERM-PWY|CO2-Fixation|Carbohydrates-Biosynthesis|Carbohydrates-Degradation|Degradation|Energy-Metabolism|Fermentation|GLUDEG-II-PWY|GLUTAMATE-DEG|Gluconeogenesis|NPGLUCAT-PWY|NUCLEO-DEG|P142-PWY|P23-PWY|P42-PWY|PROPFERM-PWY|PWY-5096|PWY-5100|PWY-5392|PWY-5483|PWY-5493|PWY-5497|PWY-5538|PWY-5600|PWY-6142|PWY-6146|PWY-6583|PWY-6587|PWY-6588|PWY-6590|PWY-6594|PWY-6604|PWY-6863|PWY-6876|PWY-7003|Purine-Degradation|Pyruvate-Degradation|Reductive-TCA-Cycles|Sugars-And-Polysaccharides	Autotrophic-CO2-Fixation|C1-COMPOUNDS|CO2-Fixation|Degradation|Energy-Metabolism|Fermentation|P23-PWY|PWY4LZ-257|Pyruvate-Degradation|Reductive-TCA-Cycles
rxn20655	null	null	null	Amino-Acid-Biosynthesis|Biosynthesis|Energy-Metabolism|GLUTAMINE-SYN|IND-AMINO-ACID-SYN|PWY-241|PWY-6549|Photosynthesis	null
rxn20656	null	null	null	ANAEROBIC-RESPIRATION|ANARESP1-PWY|Energy-Metabolism|Fermentation|GLYCOLYSIS-TCA-GLYOX-BYPASS|GLYCOLYSIS-VARIANTS|P41-PWY|PWY-5482|PWY-5537|PWY-6886|Pyruvate-Degradation|Respiration|TCA-VARIANTS	null
rxn20658	null	null	null	Degradation|FLAVONOID-DEG|PWY-6848|SECONDARY-METABOLITE-DEGRADATION	null
rxn20661	null	null	null	ALKALOIDS-SYN|Biosynthesis|Cofactor-Biosynthesis|N-CONTAINING-SECONDARY-CMPD-SYN|NAD-Metabolism|NAD-SYN|PWY-5316|PWY0-781|PYRIDNUCSYN-PWY|PYRROLIDINE-ALKALOIDS|SECONDARY-METABOLITE-BIOSYNTHESIS	null
rxn20663	null	null	null	ALKALOIDS-SYN|Biosynthesis|Cofactor-Biosynthesis|N-CONTAINING-SECONDARY-CMPD-SYN|NAD-Metabolism|NAD-SYN|NADSYN-PWY|PWY-3502|PWY-5316|PWY-5653|PWY0-781|PYRIDNUCSYN-PWY|PYRROLIDINE-ALKALOIDS|SECONDARY-METABOLITE-BIOSYNTHESIS	null
rxn20665	null	null	null	Amino-Acid-Degradation|Degradation|Energy-Metabolism|Fermentation|LYSINE-DEG|P163-PWY|PWY-5327	null
rxn20668	Amino-Acid-Biosynthesis|Biosynthesis|Degradation|IND-AMINO-ACID-SYN|METHIONINE-SYN|MTR-1P-Degradation|NUCLEO-DEG|Other-Amino-Acid-Biosynthesis|PWY-1186|PWY-4361|PWY-6755	null	null	Amino-Acid-Biosynthesis|Biosynthesis|Degradation|Dimethylsulfoniopropionate-Biosynthesis|Ethylene-Biosynthesis|HORMONE-SYN|IND-AMINO-ACID-SYN|METHIONINE-SYN|NUCLEO-DEG|Organic-solutes-Biosynthesis|Other-Amino-Acid-Biosynthesis|Other-biosynthesis|PWY-1186|PWY-4361|PWY-6053|PWY-6755|PWY-6854|Plant-Hormone-Biosynthesis	Amino-Acid-Biosynthesis|Biosynthesis|Degradation|IND-AMINO-ACID-SYN|METHIONINE-SYN|NUCLEO-DEG|Other-Amino-Acid-Biosynthesis|PWY-1186|PWY-4361-ARA|PWY-6755
rxn20669	null	null	null	Degradation|Nicotine-Degradation|Other-Degradation|P181-PWY	null
rxn20670	null	null	null	Degradation|Nicotine-Degradation|Other-Degradation|P181-PWY	null
rxn20671	null	null	null	CHEMOAUTOTROPHIC-ENERGY-METABOLISM|Degradation|Energy-Metabolism|Noncarbon-Nutrients|OTHER-ENERGY|P203-PWY|PWY-5308|Sulfite-Oxidation|Sulfur-Assimilation|Sulfur-Disproportionation|Thiosulfate-Disproportionation	null
rxn20672	null	AMINE-DEG|Allantoin-degradation|Degradation|PWY0-41	null	AMINE-DEG|Allantoin-degradation|Degradation|PWY0-41	null
rxn20673	null	null	null	CHEMOAUTOTROPHIC-ENERGY-METABOLISM|Degradation|Energy-Metabolism|Noncarbon-Nutrients|P222-PWY|PWY-5294|PWY-6676|Sulfide-Oxidation|Sulfur-Assimilation	null
rxn20674	null	null	null	CHEMOAUTOTROPHIC-ENERGY-METABOLISM|Degradation|Energy-Metabolism|Noncarbon-Nutrients|P222-PWY|PWY-5294|PWY-6676|Sulfide-Oxidation|Sulfur-Assimilation	null
rxn20677	null	null	null	ANAEROBIC-RESPIRATION|Degradation|Energy-Metabolism|Noncarbon-Nutrients|P224-PWY|Respiration|Sulfate-Reduction|Sulfur-Assimilation	null
rxn20678	null	null	null	Degradation|Other-Degradation|P201-PWY	null
rxn20679	null	null	null	Degradation|Other-Degradation|P201-PWY	null
rxn20680	null	null	null	Degradation|Other-Degradation|P201-PWY	null
rxn20681	null	null	null	Degradation|Other-Degradation|P201-PWY	null
rxn20682	null	null	null	Degradation|Other-Degradation|P221-PWY	null
rxn20683	null	null	null	Degradation|Other-Degradation|P221-PWY	null
rxn20684	null	null	null	Biosynthesis|Cofactor-Biosynthesis|P241-PWY	null
rxn20685	null	null	null	Autotrophic-CO2-Fixation|C1-COMPOUNDS|CO2-Fixation|Degradation|PWY-5392|Reductive-TCA-Cycles	null
rxn20686	null	null	null	Biosynthesis|Coenzyme-M-Biosynthesis|Cofactor-Biosynthesis|P261-PWY|PWY-6643	null
rxn20687	null	null	null	Biosynthesis|Coenzyme-M-Biosynthesis|Cofactor-Biosynthesis|P261-PWY|PWY-6643	null
rxn20688	null	null	null	AROMATIC-COMPOUNDS-DEGRADATION|Degradation|P281-PWY|Phenolic-Compounds-Degradation	null
rxn20689	null	null	null	AROMATIC-COMPOUNDS-DEGRADATION|Degradation|P281-PWY|Phenolic-Compounds-Degradation	null
rxn20690	null	null	null	AROMATIC-COMPOUNDS-DEGRADATION|Degradation|P281-PWY|Phenolic-Compounds-Degradation	null
rxn20691	AROMATIC-COMPOUNDS-BIOSYN|BENZENOID-SYN|Benzoate-Biosynthesis|Biosynthesis|PHENYLPROPANOID-SYN|PWY-6443|PWY-6446|PWY-6458|SECONDARY-METABOLITE-BIOSYNTHESIS	null	null	AROMATIC-COMPOUNDS-BIOSYN|BENZENOID-SYN|Benzoate-Biosynthesis|Biosynthesis|PHENYLPROPANOID-SYN|PWY-6443|PWY-6446|PWY-6458|SECONDARY-METABOLITE-BIOSYNTHESIS	AROMATIC-COMPOUNDS-BIOSYN|BENZENOID-SYN|Benzoate-Biosynthesis|Biosynthesis|PHENYLPROPANOID-SYN|PWY-6443|PWY-6446|PWY-6458|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn20692	null	null	null	AROMATIC-COMPOUNDS-DEGRADATION|Degradation|P281-PWY|Phenolic-Compounds-Degradation	null
