id	names	formula	mass	charge	inchikey	smiles
MOCS3-S-sulfanylcysteine	a [MOCS3]-<i>S</i>-sulfanylcysteine	null	10000000	10000000		*[NH2+][C@@H](CS[S-])C(*)=O
TtuD-S-sulfanyl-L-cysteine	a [TtuD protein]-<i>S</i>-sulfanyl-L-cysteine	null	10000000	10000000		*[NH2+][C@@H](CS[S-])C(*)=O
NAcMur-5Peptide-NAcGlc-Undecaprenols	an Und-PP-[beta-D-GlcNAc-(1->4)]-N-acetylmuramoyl-(pentapeptide)|a GlcNAc-(1->4)-MurNAc-pentapeptide-diphosphoundecaprenol|a beta-D-GlcNAc-(1->4)-N-acetylmuramoyl-(pentapeptide)-PP-Und	null	10000000	10000000		*C([NH3+])CCC[C@H](NC(=O)CC[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](C)O[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(C)=O)[C@@H](CO)O[C@H](OP(=O)([O-])OP(=O)([O-])OC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)[C@@H]1NC(C)=O)C(=O)[O-])C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)[O-]
MnmA-Sulfanyl-Cysteine	a [tRNA-uridine 2-sulfurtransferase]-<i>S</i>-sulfanyl-L-cysteine|an MnmA persulfide	null	10000000	10000000		*[NH2+][C@@H](CS[S-])C(*)=O
TUM1-S-sulfanylcysteine	a [3-mercaptopyruvate sulfurtransferase]-<i>S</i>-sulfanyl-L-cysteine|a [TUM1] persulfide|a sulfurylated [TUM1] protein|a [TUM1]-<i>S</i>-sulfanyl-L-cysteine	null	10000000	10000000		*[NH2+][C@@H](CS[S-])C(*)=O
Peptidoglycan-Monomer	a peptidoglycan monomer|a GlcNAc-(1->4)-MurNAc-peptide monomer|a <i>N</i>-acetylglucosamine--<i>N</i>-acetylmuramoyl-(peptide) momer	null	10000000	10000000		*C([NH3+])CCC[C@H](NC(=O)CC[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](C)O[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(C)=O)[C@@H](CO)OC(O)[C@@H]1NC(C)=O)C(=O)[O-])C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)[O-]
Histone-H3-K79m1	a [histone H3] <i>N</i><sup>6</sup>-methyl-L-lysine-79|H3K79me1	null	10000000	10000000		*[NH2+][C@@H](CCCC[NH2+]C)C(*)=O
Histone-H3-K27m1	a [histone H3] <i>N</i><sup>6</sup>-methyl-L-lysine-27|H3K27me1	null	10000000	10000000		*[NH2+][C@@H](CCCC[NH2+]C)C(*)=O
Peptidoglycan-Dimer	a peptidoglycan dimer|a GlcNAc-(1->4)-MurNAc-peptide dimer|a <i>N</i>-acetylglucosamine--<i>N</i>-acetylmuramoyl-(peptide) dimer	null	10000000	10000000		*C([NH3+])CCC[C@H](NC(=O)CC[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](C)O[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4NC(C)=O)[C@H](O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCCC(*)[NH3+])C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)[O-])C(=O)[O-])[C@H]3NC(C)=O)[C@H](O)[C@H]2NC(C)=O)[C@@H](CO)OC(O)[C@@H]1NC(C)=O)C(=O)[O-])C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)[O-]
Histone-H3-K9m1	a [histone H3] <i>N</i><sup>6</sup>-methyl-L-lysine-9|H3K9me1	null	10000000	10000000		*[NH2+][C@@H](CCCC[NH2+]C)C(*)=O
Histone-H3-K36m1	a [histone H3] <i>N</i><sup>6</sup>-methyl-L-lysine-36|H3K36me1	null	10000000	10000000		*[NH2+][C@@H](CCCC[NH2+]C)C(*)=O
PEPTIDOGLYCANS-L-PLANTARUM	a peptidoglycan (<i>L. plantarum</i>)	null	10000000	10000000		*O[C@@H]1[C@@H](CO)O[C@@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](CO)O[C@@H](O[C@@H]4[C@@H](CO)O[C@@H](O*)[C@H](NC(C)=O)[C@H]4O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCC[C@@H]([NH3+])C(=O)[O-])C(=O)N[C@H](C)C(=O)O[C@H](C)C(=O)[O-])C(=O)[O-])[C@H](NC(C)=O)[C@H]3O)[C@H](NC(C)=O)[C@H]2O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCC[C@@H]([NH3+])C(=O)[O-])C(=O)N[C@H](C)C(=O)O[C@H](C)C(=O)[O-])C(=O)[O-])[C@H](NC(C)=O)[C@H]1O
Histone-H4-K20m1	a [histone H4] <i>N</i><sup>6</sup>-methyl-L-lysine-20|H4K20me1	null	10000000	10000000		*[NH2+][C@@H](CCCC[NH2+]C)C(*)=O
Histone-H3-K4m1	a [histone H3]-<i>N</i><sup>6</sup>-methyl-L-lysine-4|H3K4me1	null	10000000	10000000		*[NH2+][C@@H](CCCC[NH2+]C)C(*)=O
CPD-7010	(1,4-alpha-D-glucosyl)n-glucosyl glucogenin	null	10000000	10000000		*[NH2+][C@@H](Cc1ccc(O[C@H]2O[C@H](CO)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)cc1)C(*)=O
Mature-Peptidoglycan	a mature peptidoglycan	null	10000000	10000000		
F-actin-L-methionine-S-Oxide-44	an [F-actin]-L-methionine<sup>44</sup>-(<i>R</i>)-<i>S</i>-oxide	null	10000000	10000000		*[NH2+][C@@H](CC[S@@](C)=O)C(*)=O
Pyruvate-dehydrogenase-acetylDHlipoyl	a [pyruvate dehydrogenase E2 protein] <i>N<sup>6</sup></i>-<i>S</i>-acetyldihydrolipoyl-L-lysine	null	10000000	10000000		*CC(=O)[C@H](CCCCNC(=O)CCCCC(S)CCSC(C)=O)[NH2+]*
Peptidoglycan-with-crosslinks	a peptidoglycan with cross-links	null	10000000	10000000		
BCAA-dehydrogenase-2MP-DH-lipoyl	an [<i>apo</i> BCAA dehydrogenase E2 protein] <i>N<sup>6</sup></i>-<i>S</i>-[2-methylpropanoyl]dihydrolipoyl-L-lysine	null	10000000	10000000		*CC(=O)[C@H](CCCCNC(=O)CCCCC(S)CCSC(=O)C(C)C)[NH2+]*
AMINOMETHYLDIHYDROLIPOYL-GCVH	a [glycine-cleavage complex H protein] <i>N<sup>6</sup></i>-aminomethyldihydrolipoyl-L-lysine	null	10000000	10000000		*[NH2+][C@@H](CCCCNC(=O)CCCCC(S)CCSC[NH3+])C(*)=O
Peptidoglycan-GlcNAC	a peptidoglycan with N-acetyl-beta-D-glucosamine at the non-reducing end	null	10000000	10000000		*O[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(C)=O)[C@H](O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCCC(*)[NH3+])C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)[O-])C(=O)[O-])[C@H]1NC(C)=O
BCAA-dehydrogenase-3MB-DH-lipoyl	a [<i>apo</i> BCAA dehydrogenase E2 protein] <i>N<sup>6</sup></i>-<i>S</i>-[3-methylbutanoyl]dihydrolipoyl-L-lysine	null	10000000	10000000		*CC(=O)[C@H](CCCCNC(=O)CCCC[C@@H](S)CCSC(=O)CC(C)C)[NH2+]*
Acetoin-Dehydrogenase-E2-acetyl-DH-lipoyl	an [acetoin dehydrogenase E2 protein] <i>N<sup>6</sup></i>-<i>S</i>-acetyldihydrolipoyl-L-lysine	null	10000000	10000000		*CC(=O)[C@H](CCCCNC(=O)CCCCC(S)CCSC(C)=O)[NH2+]*
Peptide-Peptidoglycan-NAcMur	a peptidoglycan with <i>N</i>-acetylmuramoyl-pentapeptide at the reducing end	null	10000000	10000000		*O[C@@H]1[C@@H](CO)O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](NC(C)=O)[C@H]2O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCCC(*)[NH3+])C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)[O-])C(=O)[O-])[C@H](NC(C)=O)[C@H]1O
Oxo-glutarate-dehydro-suc-DH-lipoyl	a [2-oxoglutarate dehydrogenase E2 protein] <i>N<sup>6</sup></i>-<i>S</i>-succinyldihydrolipoyl-L-lysine	null	10000000	10000000		*CC(=O)[C@H](CCCCNC(=O)CCCCC(S)CCSC(=O)CCC(=O)[O-])[NH2+]*
BCAA-dehydrogenase-2MB-DH-lipoyl	an [<i>apo</i> BCAA dehydrogenase E2 protein] <i>N<sup>6</sup></i>-<i>S</i>-[2-methylbutanoyl]dihydrolipoyl-L-lysine	null	10000000	10000000		*CC(=O)[C@H](CCCCNC(=O)CCCCC(S)CCSC(=O)C(C)CC)[NH2+]*
NAcMur-Peptide-NAcGlc-Undecaprenols	a lipid II|a peptidoglycan monomer|an undecaprenyldiphospho-<i>N</i>-acetyl-(<i>N</i>-acetylglucosaminyl)muramoyl peptide|an undecaprenyldiphospho-4-O-(N-acetyl-beta-D-glucosaminyl)-3-O-peptidyl-alpha-N-acetylmuramate|Und-PP-[beta-D-GlcNAc-(1->4)]-MurNAc-(peptide)	null	10000000	10000000		*C([NH3+])CCC[C@H](NC(=O)CC[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](C)O[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(C)=O)[C@@H](CO)O[C@H](OP(=O)([O-])OP(=O)([O-])OC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)[C@@H]1NC(C)=O)C(=O)[O-])C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)[O-]
N-pentasaccharide-protein-H-volcanii	an [<i>H. volcanii</i> protein]-L-asparagine-[pentasaccharide]|beta-D-Man-(1->2)-[methyl-O-4]-beta-D-GlcA-(1->4)-alpha-D-GalA-(1->4)-beta-D-GlcA-(1->4)-beta-D-Glc-Asn-[protein]	null	10000000	10000000		*[NH2+][C@@H](CC(=O)N[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](C(=O)[O-])[C@@H](O[C@H]3O[C@H](C(=O)[O-])[C@H](O[C@@H]4O[C@H](C(=O)[O-])[C@@H](OC)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)C(*)=O
N-tetrasaccharide-protein-H-volcanii	an [<i>H. volcanii</i> protein]-L-asparagine-[tetrasaccharide]|methyl-O-4-beta-D-GlcA-(1->4)-alpha-D-GalA-(1->4)-beta-D-GlcA-(1->4)-beta-D-Glc-Asn-[protein]	null	10000000	10000000		*[NH2+][C@@H](CC(=O)N[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](C(=O)[O-])[C@@H](O[C@H]3O[C@H](C(=O)[O-])[C@H](O[C@@H]4O[C@H](C(=O)[O-])[C@@H](OC)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)C(*)=O
CPD0-1174	a GlcNAc-MurNAc-pentapeptide	null	10000000	10000000		*C([NH3+])CCC[C@H](NC(=O)CC[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](C)O[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(C)=O)[C@@H](CO)O[C@H](OP(=O)([O-])[O-])[C@@H]1NC(C)=O)C(=O)[O-])C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)[O-]
N-Glycoprotein-M-voltae	a [<i>M. voltae</i> protein]-L-asparagine-[trisaccharide]	null	10000000	10000000		*[NH2+]C(CC(=O)N[C@H]1O[C@H](CO)[C@@H](O)[C@H](O[C@@H]2O[C@H](C(=O)[O-])[C@@H](O[C@@H]3O[C@H](C(=O)N[C@H](C(=O)[O-])[C@@H](C)O)[C@@H](O)[C@H](O)[C@H]3NC(C)=O)[C@H](NC(C)=O)[C@H]2NC(C)=O)[C@H]1NC(C)=O)C(*)=O
Teichoic-Peptidoglycan-Complex	a peptidoglycan-wall teichoic acid complex|R-(2R)-glycerylphospho)-N-acetyl-beta-D-mannosaminyl-(1->4)-N-acetyl-alpha-D-glucosaminyl-phospho-lipid II	null	10000000	10000000		*OC[C@@H](O)COP(=O)([O-])O[C@@H]1[C@@H](CO)O[C@@H](O[C@@H]2[C@@H](CO)O[C@H](OP(=O)([O-])OC[C@H]3O[C@H](O)[C@H](NC(C)=O)[C@@H](O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCC[C@H](*)[NH3+])C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)[O-])C(=O)[O-])[C@@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3NC(C)=O)[C@H](NC(C)=O)[C@H]2O)[C@@H](NC(C)=O)[C@H]1O
Man7GlcNAc2-protein-A12B12	Man<sub>7</sub>(GlcNAc)<sub>2</sub>-[protein] (isomer 7A<sub>1,2</sub>B<sub>1,2</sub>)|an alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc-1-L-asparaginyl-[protein]|a [(mannosyl)<sub>7</sub>(<i>N</i>-acetylglucosaminyl)<sub>2</sub>]-L-asparaginyl-[protein] (isomer 7A<sub>1,2</sub>B<sub>1,2</sub>)	null	10000000	10000000		*[NH2+][C@@H](CC(=O)N[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O[C@@H]3O[C@H](CO[C@H]4O[C@H](CO[C@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]5O[C@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]5O)[C@@H](O)[C@H](O[C@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]5O[C@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]5O)[C@@H]4O)[C@@H](O)[C@H](O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)[C@@H]3O)[C@H](O)[C@H]2NC(C)=O)[C@H](O)[C@H]1NC(C)=O)C(*)=O
Peptidoglycan-Internal-Segments	a peptidoglycan internal segment	null	10000000	10000000		
Glc2Man9GlcNAc2-proteins	Glc<sub>2</sub>Man<sub>9</sub>(GlcNAc)<sub>2</sub>-[protein]|an [alpha-D-Glc-(1->3)-alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-{alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)}-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc]-N-Asn-[protein]|a -[(glucosyl)<sub>2</sub>(mannosyl)<sub>9</sub>(<i>N</i>-acetylglucosaminyl)<sub>2</sub>]-L-asparaginyl-[protein]	null	10000000	10000000		*[NH2+][C@@H](CC(=O)N[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O[C@@H]3O[C@H](CO[C@H]4O[C@H](CO[C@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]5O[C@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]5O)[C@@H](O)[C@H](O[C@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]5O[C@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]5O)[C@@H]4O)[C@@H](O)[C@H](O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O[C@H]5O[C@H](CO)[C@@H](O)[C@H](O[C@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@H]5O)[C@@H]4O)[C@@H]3O)[C@H](O)[C@H]2NC(C)=O)[C@H](O)[C@H]1NC(C)=O)C(*)=O
Man7GlcNAc2-protein-A123B1	Man<sub>7</sub>(GlcNAc)<sub>2</sub>-protein (isomer 7A<sub>1,2,3</sub>B<sub>1</sub>)|an alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc-1-L-asparaginyl-[protein]|a [(mannosyl)<sub>7</sub>(<i>N</i>-acetylglucosaminyl)<sub>2</sub>]-L-asparaginyl-[protein] (isomer 7A<sub>1,2,3</sub>B<sub>1</sub>)	null	10000000	10000000		*[NH2+][C@@H](CC(=O)N[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O[C@@H]3O[C@H](CO[C@H]4O[C@H](CO[C@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]5O[C@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]5O)[C@@H](O)[C@H](O[C@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]5O)[C@@H]4O)[C@@H](O)[C@H](O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)[C@@H]3O)[C@H](O)[C@H]2NC(C)=O)[C@H](O)[C@H]1NC(C)=O)C(*)=O
Peptidoglycan-Cleavage-Products	a peptidoglycan cleavage product	null	10000000	10000000		
CPD-18077	Glc<sub>3</sub>Man<sub>9</sub>(GlcNAc)<sub>2</sub>-[protein]|an [alpha-D-Glc-(1->2)-alpha-D-Glc-(1->3)-alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-{alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)}-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc]-N-Asn-[protein]|[(glucosyl)<sub>3</sub>(mannosyl)<sub>9</sub>(<i>N</i>-acetylglucosaminyl)<sub>2</sub>]-L-asparaginyl-[protein]	null	10000000	10000000		*[NH2+][C@@H](CC(=O)N[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O[C@@H]3O[C@H](CO[C@H]4O[C@H](CO[C@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]5O[C@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]5O)[C@@H](O)[C@H](O[C@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]5O[C@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]5O)[C@@H]4O)[C@@H](O)[C@H](O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O[C@H]5O[C@H](CO)[C@@H](O)[C@H](O[C@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O[C@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@H]5O)[C@@H]4O)[C@@H]3O)[C@H](O)[C@H]2NC(C)=O)[C@H](O)[C@H]1NC(C)=O)C(*)=O
Man6-GlcNAc2-protein-A12B2	Man<sub>6</sub>(GlcNAc)<sub>2</sub>-[protein] (isomer 6A<sub>1,2</sub>B<sub>2</sub>)|an alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc-1-L-asparaginyl-[protein]|a [(mannosyl)<sub>6</sub>(<i>N</i>-acetylglucosaminyl)<sub>2</sub>]-L-asparaginyl-[protein] (isomer 6A<sub>1,2</sub>B<sub>2</sub>)	null	10000000	10000000		*[NH2+][C@@H](CC(=O)N[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O[C@@H]3O[C@H](CO[C@H]4O[C@H](CO[C@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]5O)[C@@H](O)[C@H](O[C@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]5O[C@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]5O)[C@@H]4O)[C@@H](O)[C@H](O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)[C@@H]3O)[C@H](O)[C@H]2NC(C)=O)[C@H](O)[C@H]1NC(C)=O)C(*)=O
Nacsent-Peptidoglycan	a nascent peptidoglycan molecule	null	10000000	10000000		
2-2-N-linked-Glycan	Man<sub>3</sub>(GlcNAc)<sub>4</sub>-[protein]|GnGn-GP|GnGn-glycopeptide|{N-acetyl-beta-D-glucosaminyl-(1,2)-alpha-D-mannosyl-(1,3)-[N-acetyl-beta-D-glucosaminyl-(1,2)-alpha-D-mannosyl-(1,6)]-beta-D-mannosyl-(1,4)-N-acetyl-beta-D-glucosaminyl-(1,4)-N-acetyl-beta-D-glucosaminyl}-N-Asn-[protein]|a {beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc}-N-Asn-[protein]|2,2 <i>N</i>-linked glycan	null	10000000	10000000		*[NH2+][C@@H](CC(=O)N[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O[C@@H]3O[C@H](CO[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4NC(C)=O)[C@@H](O)[C@H](O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4NC(C)=O)[C@@H]3O)[C@H](O)[C@H]2NC(C)=O)[C@H](O)[C@H]1NC(C)=O)C(*)=O
Mannosyl5-N-acetyl-glucosamine2-R	Man<sub>5</sub>(GlcNAc)<sub>3</sub>-[protein]|a [beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-{alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)}-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc]-N-Asn-[protein]|2M<sub>5</sub>hy <i>N</i>-glycan	null	10000000	10000000		*[NH2+][C@@H](CC(=O)N[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O[C@@H]3O[C@H](CO[C@H]4O[C@H](CO[C@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]5O)[C@@H](O)[C@H](O[C@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]5O)[C@@H]4O)[C@@H](O)[C@H](O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4NC(C)=O)[C@@H]3O)[C@H](O)[C@H]2NC(C)=O)[C@H](O)[C@H]1NC(C)=O)C(*)=O
GlcNAC-Peptidoglycan	a peptidoglycan with N-acetyl-beta-D-glucosamine at the reducing end	null	10000000	10000000		*O[C@@H]1[C@@H](CO)O[C@@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](CO)OC(O)[C@H](NC(C)=O)[C@H]3O)[C@H](NC(C)=O)[C@H]2O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCCC(*)[NH3+])C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)[O-])C(=O)[O-])[C@H](NC(C)=O)[C@H]1O
Man-13-Man-12-Man-16-Man8GlcNAc2-proteins	Man<sub>11</sub>GlcNAc<sub>2</sub>-[protein]  (isomer 11A<sub>1,2,3,4</sub>B<sub>1,3,4</sub>C<sub>3</sub>)|a [protein]-L-asparagine-[(mannosyl)<sub>11</sub>(<i>N</i>-acetylglucosaminyl)<sub>2</sub>]|an alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-[alpha-D-Man-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-[protein]-L-asparagine	null	10000000	10000000		*[NH2+][C@@H](CC(=O)NC1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O[C@@H]3O[C@H](CO[C@H]4O[C@H](CO[C@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]5O[C@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]5O)[C@@H](O)[C@H](O[C@H]5O[C@H](CO)[C@@H](O)[C@H](O[C@H]6O[C@H](CO)[C@@H](O)[C@H](O[C@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]7O)[C@@H]6O)[C@@H]5O)[C@@H]4O)[C@@H](O)[C@H](O[C@H]4O[C@H](CO[C@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]5O)[C@@H](O)[C@H](O)[C@@H]4O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)[C@@H]3O)[C@H](O)[C@H]2NC(C)=O)[C@H](O)[C@H]1NC(C)=O)C(*)=O
