id	compartment	reversibility	gfdir	type	base_cost	forward_cost	reverse_cost	complexes
rxn19674	c0|e0	?	=	gapfilling	0	0	0	null
rxn19675	c0|e0	?	=	gapfilling	0	0	0	null
rxn19679	c0|e0	?	=	gapfilling	0	0	0	null
rxn19680	c0|e0	?	=	gapfilling	0	0	0	null
rxn19681	c0|e0	?	=	gapfilling	0	0	0	null
rxn19682	c0|e0	?	=	gapfilling	0	0	0	null
rxn19686	c0|e0	?	=	gapfilling	0	0	0	null
rxn19687	c0|e0	?	=	gapfilling	0	0	0	null
rxn19688	c0|e0	?	=	gapfilling	0	0	0	null
rxn19692	c0|e0	?	=	gapfilling	0	0	0	null
rxn19693	c0|e0	?	=	gapfilling	0	0	0	null
rxn19694	c0|e0	?	=	gapfilling	0	0	0	null
rxn19695	c0|e0	?	=	gapfilling	0	0	0	null
rxn19696	c0|e0	=	=	gapfilling	0	0	0	null
rxn19697	c0|e0	?	=	gapfilling	0	0	0	null
rxn19698	c0|e0	?	=	gapfilling	0	0	0	null
rxn19699	c0|e0	?	=	gapfilling	0	0	0	null
rxn19700	c0|e0	?	=	gapfilling	0	0	0	null
rxn19701	c0|e0	<	=	gapfilling	0	0	0	null
rxn19702	c0|e0	>	=	gapfilling	0	0	0	null
rxn19704	c0|e0	<	=	gapfilling	0	0	0	null
rxn19706	c0|e0	=	=	gapfilling	0	0	0	null
rxn19707	c0|e0	?	=	gapfilling	0	0	0	null
rxn19708	c0|e0	?	=	gapfilling	0	0	0	null
rxn19709	c0|e0	?	=	gapfilling	0	0	0	null
rxn19710	c0|e0	?	=	gapfilling	0	0	0	null
rxn19711	c0|e0	?	=	gapfilling	0	0	0	null
rxn19715	c0|e0	=	=	gapfilling	0	0	0	null
rxn19716	c0|e0	?	=	gapfilling	0	0	0	null
rxn19717	c0|e0	?	=	gapfilling	0	0	0	null
rxn19728	c0|e0	=	=	gapfilling	0	0	0	null
rxn19729	c0|e0	?	=	gapfilling	0	0	0	null
rxn19732	c0|e0	=	=	gapfilling	0	0	0	null
rxn19733	c0|e0	?	=	gapfilling	0	0	0	null
rxn19734	c0|e0	?	=	gapfilling	0	0	0	null
rxn19735	c0|e0	>	=	gapfilling	0	0	0	null
rxn19738	c0|e0	=	=	gapfilling	0	0	0	null
rxn19739	c0|e0	>	=	gapfilling	0	0	0	null
rxn19741	c0|e0	?	=	gapfilling	0	0	0	null
rxn19743	c0|e0	?	=	gapfilling	0	0	0	null
rxn19744	c0|e0	?	=	gapfilling	0	0	0	null
rxn19745	c0|e0	?	=	gapfilling	0	0	0	null
rxn19746	c0|e0	=	=	gapfilling	0	0	0	null
rxn19748	c0|e0	?	=	gapfilling	0	0	0	null
rxn19749	c0|e0	?	=	gapfilling	0	0	0	null
rxn19750	c0|e0	?	=	gapfilling	0	0	0	null
rxn19751	c0|e0	?	=	gapfilling	0	0	0	null
rxn19753	c0|e0	=	=	gapfilling	0	0	0	null
rxn19757	c0|e0	?	=	gapfilling	0	0	0	null
rxn19758	c0|e0	?	=	gapfilling	0	0	0	null
rxn19760	c0|e0	?	=	gapfilling	0	0	0	null
rxn19761	c0|e0	?	=	gapfilling	0	0	0	null
rxn19764	c0|e0	?	=	gapfilling	0	0	0	null
rxn19766	c0|e0	?	=	gapfilling	0	0	0	null
rxn19768	c0|e0	?	=	gapfilling	0	0	0	null
rxn19770	c0|e0	>	=	gapfilling	0	0	0	null
rxn19771	c0|e0	<	=	gapfilling	0	0	0	null
rxn19772	c0|e0	=	=	gapfilling	0	0	0	null
rxn19774	c0|e0	=	=	gapfilling	0	0	0	null
rxn19777	c0|e0	=	=	gapfilling	0	0	0	null
rxn19778	c0|e0	?	=	gapfilling	0	0	0	null
rxn19794	c0|e0	=	=	gapfilling	0	0	0	null
rxn19795	c0|e0	?	=	gapfilling	0	0	0	null
rxn19797	c0|e0	?	=	gapfilling	0	0	0	null
rxn19800	c0|e0	>	=	gapfilling	0	0	0	null
rxn19801	c0|e0	?	=	gapfilling	0	0	0	null
rxn19810	c0|e0	?	=	gapfilling	0	0	0	null
rxn19811	c0|e0	=	=	gapfilling	0	0	0	null
rxn19813	c0|e0	=	=	gapfilling	0	0	0	null
rxn19815	c0|e0	?	=	gapfilling	0	0	0	null
rxn19816	c0|e0	?	=	gapfilling	0	0	0	null
rxn19817	c0|e0	?	=	gapfilling	0	0	0	null
rxn19820	c0|e0	=	=	gapfilling	0	0	0	null
rxn19821	c0|e0	=	=	gapfilling	0	0	0	null
rxn19822	c0|e0	>	=	gapfilling	0	0	0	null
rxn19824	c0|e0	<	=	gapfilling	0	0	0	null
rxn19826	c0|e0	?	=	gapfilling	0	0	0	null
rxn19828	c0|e0	=	=	gapfilling	0	0	0	null
rxn19832	c0|e0	?	=	gapfilling	0	0	0	null
rxn19833	c0|e0	?	=	gapfilling	0	0	0	null
rxn19837	c0|e0	?	=	gapfilling	0	0	0	null
rxn19838	c0|e0	?	=	gapfilling	0	0	0	null
rxn19839	c0|e0	?	=	gapfilling	0	0	0	null
rxn19840	c0|e0	?	=	gapfilling	0	0	0	null
rxn19844	c0|e0	?	=	gapfilling	0	0	0	null
rxn19846	c0|e0	<	=	gapfilling	0	0	0	null
rxn19847	c0|e0	?	=	gapfilling	0	0	0	null
rxn19848	c0|e0	?	=	gapfilling	0	0	0	null
rxn19850	c0|e0	=	=	gapfilling	0	0	0	null
rxn19851	c0|e0	?	=	gapfilling	0	0	0	null
rxn19852	c0|e0	>	=	gapfilling	0	0	0	null
rxn19854	c0|e0	?	=	gapfilling	0	0	0	null
rxn19856	c0|e0	>	=	gapfilling	0	0	0	null
rxn19857	c0|e0	?	=	gapfilling	0	0	0	null
rxn19859	c0|e0	?	=	gapfilling	0	0	0	null
rxn19860	c0|e0	?	=	gapfilling	0	0	0	null
rxn19861	c0|e0	?	=	gapfilling	0	0	0	null
rxn19863	c0|e0	?	=	gapfilling	0	0	0	null
rxn19864	c0|e0	?	=	gapfilling	0	0	0	null
rxn19865	c0|e0	?	=	gapfilling	0	0	0	null
rxn19866	c0|e0	?	=	gapfilling	0	0	0	null
rxn19867	c0|e0	?	=	gapfilling	0	0	0	null
rxn19868	c0|e0	?	=	gapfilling	0	0	0	null
rxn19869	c0|e0	>	=	gapfilling	0	0	0	null
rxn19873	c0|e0	?	=	gapfilling	0	0	0	null
rxn19874	c0|e0	?	=	gapfilling	0	0	0	null
rxn19875	c0|e0	?	=	gapfilling	0	0	0	null
rxn19876	c0|e0	?	=	gapfilling	0	0	0	null
rxn19877	c0|e0	?	=	gapfilling	0	0	0	null
rxn19879	c0|e0	?	=	gapfilling	0	0	0	null
rxn19881	c0|e0	?	=	gapfilling	0	0	0	null
rxn19882	c0|e0	?	=	gapfilling	0	0	0	null
rxn19883	c0|e0	>	=	gapfilling	0	0	0	null
rxn19885	c0|e0	?	=	gapfilling	0	0	0	null
rxn19888	c0|e0	?	=	gapfilling	0	0	0	null
rxn19890	c0|e0	>	=	gapfilling	0	0	0	null
rxn19894	c0|e0	?	=	gapfilling	0	0	0	null
rxn19895	c0|e0	>	=	gapfilling	0	0	0	null
rxn19897	c0|e0	?	=	gapfilling	0	0	0	null
rxn19899	c0|e0	?	=	gapfilling	0	0	0	null
rxn19900	c0|e0	=	=	gapfilling	0	0	0	null
rxn19903	c0|e0	>	=	gapfilling	0	0	0	null
rxn19904	c0|e0	?	=	gapfilling	0	0	0	null
rxn19906	c0|e0	?	=	gapfilling	0	0	0	null
rxn19907	c0|e0	>	=	gapfilling	0	0	0	null
rxn19908	c0|e0	>	=	gapfilling	0	0	0	null
rxn19910	c0|e0	?	=	gapfilling	0	0	0	null
rxn19911	c0|e0	>	=	gapfilling	0	0	0	null
rxn19913	c0|e0	=	=	gapfilling	0	0	0	null
rxn19914	c0|e0	=	=	gapfilling	0	0	0	null
rxn19915	c0|e0	?	=	gapfilling	0	0	0	null
rxn19916	c0|e0	>	=	gapfilling	0	0	0	null
rxn19917	c0|e0	?	=	gapfilling	0	0	0	null
rxn19918	c0|e0	>	=	gapfilling	0	0	0	null
rxn19919	c0|e0	?	=	gapfilling	0	0	0	null
rxn19920	c0|e0	>	=	gapfilling	0	0	0	null
rxn19921	c0|e0	?	=	gapfilling	0	0	0	null
rxn19922	c0|e0	>	=	gapfilling	0	0	0	null
rxn19923	c0|e0	?	=	gapfilling	0	0	0	null
rxn19925	c0|e0	?	=	gapfilling	0	0	0	null
rxn19931	c0|e0	?	=	gapfilling	0	0	0	null
rxn19932	c0|e0	=	=	gapfilling	0	0	0	null
rxn19937	c0|e0	>	=	gapfilling	0	0	0	null
rxn19938	c0|e0	?	=	gapfilling	0	0	0	null
rxn19939	c0|e0	?	=	gapfilling	0	0	0	null
rxn19946	c0|e0	=	=	gapfilling	0	0	0	null
rxn19947	c0|e0	?	=	gapfilling	0	0	0	null
rxn19948	c0|e0	?	=	gapfilling	0	0	0	null
rxn19952	c0|e0	>	=	gapfilling	0	0	0	null
rxn19954	c0|e0	?	=	gapfilling	0	0	0	null
rxn19960	c0|e0	?	=	gapfilling	0	0	0	null
rxn19961	c0|e0	?	=	gapfilling	0	0	0	null
rxn19990	c0|e0	=	=	gapfilling	0	0	0	null
rxn19991	c0|e0	>	=	gapfilling	0	0	0	null
rxn19992	c0|e0	<	=	gapfilling	0	0	0	null
rxn19993	c0|e0	>	=	gapfilling	0	0	0	null
rxn19994	c0|e0	>	=	gapfilling	0	0	0	null
rxn19996	c0|e0	?	=	gapfilling	0	0	0	null
rxn19997	c0|e0	?	=	gapfilling	0	0	0	null
rxn19998	c0|e0	?	=	gapfilling	0	0	0	null
rxn19999	c0|e0	?	=	gapfilling	0	0	0	null
rxn20000	c0|e0	>	=	gapfilling	0	0	0	null
rxn20001	c0|e0	>	=	gapfilling	0	0	0	null
rxn20002	c0|e0	=	=	gapfilling	0	0	0	null
rxn20004	c0|e0	>	=	gapfilling	0	0	0	null
rxn20007	c0|e0	?	=	gapfilling	0	0	0	null
rxn20008	c0|e0	>	=	gapfilling	0	0	0	null
rxn20010	c0|e0	=	=	gapfilling	0	0	0	null
rxn20011	c0|e0	?	=	gapfilling	0	0	0	null
rxn20013	c0|e0	>	=	gapfilling	0	0	0	null
rxn20014	c0|e0	?	=	gapfilling	0	0	0	null
rxn20017	c0|e0	=	=	gapfilling	0	0	0	null
rxn20018	c0|e0	=	=	gapfilling	0	0	0	null
rxn20019	c0|e0	?	=	gapfilling	0	0	0	null
rxn20020	c0|e0	=	=	gapfilling	0	0	0	null
rxn20021	c0|e0	?	=	gapfilling	0	0	0	null
rxn20022	c0|e0	?	=	gapfilling	0	0	0	null
rxn20023	c0|e0	=	=	gapfilling	0	0	0	null
rxn20027	c0|e0	>	=	gapfilling	0	0	0	null
rxn20028	c0|e0	?	=	gapfilling	0	0	0	null
rxn20029	c0|e0	?	=	gapfilling	0	0	0	null
rxn20030	c0|e0	?	=	gapfilling	0	0	0	null
rxn20032	c0|e0	=	=	gapfilling	0	0	0	null
rxn20042	c0|e0	>	=	gapfilling	0	0	0	null
rxn20043	c0|e0	?	=	gapfilling	0	0	0	null
rxn20044	c0|e0	>	=	gapfilling	0	0	0	null
rxn20045	c0|e0	<	=	gapfilling	0	0	0	null
rxn20047	c0|e0	?	=	gapfilling	0	0	0	null
rxn20048	c0|e0	=	=	gapfilling	0	0	0	null
rxn20049	c0|e0	=	=	gapfilling	0	0	0	null
rxn20050	c0|e0	?	=	gapfilling	0	0	0	null
rxn20051	c0|e0	?	=	gapfilling	0	0	0	null
rxn20052	c0|e0	?	=	gapfilling	0	0	0	null
rxn20053	c0|e0	?	=	gapfilling	0	0	0	null
rxn20054	c0|e0	?	=	gapfilling	0	0	0	null
rxn20056	c0|e0	>	=	gapfilling	0	0	0	null
rxn20058	c0|e0	?	=	gapfilling	0	0	0	null
rxn20059	c0|e0	>	=	gapfilling	0	0	0	null
rxn20060	c0|e0	=	=	gapfilling	0	0	0	null
rxn20061	c0|e0	?	=	gapfilling	0	0	0	null
rxn20062	c0|e0	?	=	gapfilling	0	0	0	null
rxn20063	c0|e0	?	=	gapfilling	0	0	0	null
rxn20065	c0|e0	?	=	gapfilling	0	0	0	null
rxn20066	c0|e0	=	=	gapfilling	0	0	0	null
rxn20069	c0|e0	?	=	gapfilling	0	0	0	null
rxn20159	c0|e0	?	=	gapfilling	0	0	0	null
rxn20160	c0|e0	?	=	gapfilling	0	0	0	null
rxn20163	c0|e0	>	=	gapfilling	0	0	0	null
rxn20164	c0|e0	>	=	gapfilling	0	0	0	null
rxn20166	c0|e0	>	=	gapfilling	0	0	0	null
rxn20170	c0|e0	?	=	gapfilling	0	0	0	null
rxn20171	c0|e0	?	=	gapfilling	0	0	0	null
rxn20172	c0|e0	=	=	gapfilling	0	0	0	null
rxn20173	c0|e0	=	=	gapfilling	0	0	0	null
rxn20174	c0|e0	=	=	gapfilling	0	0	0	null
rxn20175	c0|e0	>	=	gapfilling	0	0	0	null
rxn20176	c0|e0	>	=	gapfilling	0	0	0	null
rxn20178	c0|e0	=	=	gapfilling	0	0	0	null
rxn20179	c0|e0	=	=	gapfilling	0	0	0	null
rxn20180	c0|e0	=	=	gapfilling	0	0	0	null
rxn20181	c0|e0	=	=	gapfilling	0	0	0	null
rxn20182	c0|e0	?	=	gapfilling	0	0	0	null
rxn20183	c0|e0	>	=	gapfilling	0	0	0	null
rxn20184	c0|e0	=	=	gapfilling	0	0	0	null
rxn20185	c0|e0	?	=	gapfilling	0	0	0	null
rxn20186	c0|e0	?	=	gapfilling	0	0	0	null
rxn20187	c0|e0	?	=	gapfilling	0	0	0	null
rxn20189	c0|e0	?	=	gapfilling	0	0	0	null
rxn20191	c0|e0	?	=	gapfilling	0	0	0	null
rxn20192	c0|e0	?	=	gapfilling	0	0	0	null
rxn20194	c0|e0	?	=	gapfilling	0	0	0	null
rxn20195	c0|e0	?	=	gapfilling	0	0	0	null
rxn20196	c0|e0	=	=	gapfilling	0	0	0	null
rxn20198	c0|e0	=	=	gapfilling	0	0	0	null
rxn20200	c0|e0	?	=	gapfilling	0	0	0	null
rxn20203	c0|e0	<	=	gapfilling	0	0	0	null
rxn20205	c0|e0	?	=	gapfilling	0	0	0	null
rxn20210	c0|e0	?	=	gapfilling	0	0	0	null
rxn20211	c0|e0	?	=	gapfilling	0	0	0	null
rxn20212	c0|e0	?	=	gapfilling	0	0	0	null
rxn20213	c0|e0	?	=	gapfilling	0	0	0	null
rxn20214	c0|e0	?	=	gapfilling	0	0	0	null
rxn20216	c0|e0	=	=	gapfilling	0	0	0	null
rxn20219	c0|e0	=	=	gapfilling	0	0	0	null
rxn20220	c0|e0	=	=	gapfilling	0	0	0	null
rxn20221	c0|e0	>	=	gapfilling	0	0	0	null
rxn20222	c0|e0	>	=	gapfilling	0	0	0	null
rxn20223	c0|e0	?	=	gapfilling	0	0	0	null
rxn20225	c0|e0	?	=	gapfilling	0	0	0	null
rxn20227	c0|e0	?	=	gapfilling	0	0	0	null
rxn20228	c0|e0	=	=	gapfilling	0	0	0	null
rxn20229	c0|e0	?	=	gapfilling	0	0	0	null
rxn20230	c0|e0	>	=	gapfilling	0	0	0	null
rxn20231	c0|e0	?	=	gapfilling	0	0	0	null
rxn20232	c0|e0	?	=	gapfilling	0	0	0	null
rxn20233	c0|e0	?	=	gapfilling	0	0	0	null
rxn20234	c0|e0	?	=	gapfilling	0	0	0	null
rxn20235	c0|e0	=	=	gapfilling	0	0	0	null
rxn20236	c0|e0	?	=	gapfilling	0	0	0	null
rxn20237	c0|e0	>	=	gapfilling	0	0	0	null
rxn20238	c0|e0	=	=	gapfilling	0	0	0	null
rxn20240	c0|e0	?	=	gapfilling	0	0	0	null
rxn20262	c0|e0	>	=	gapfilling	0	0	0	null
rxn20264	c0|e0	?	=	gapfilling	0	0	0	null
rxn20265	c0|e0	?	=	gapfilling	0	0	0	null
rxn20266	c0|e0	?	=	gapfilling	0	0	0	null
rxn20268	c0|e0	?	=	gapfilling	0	0	0	null
rxn20272	c0|e0	>	=	gapfilling	0	0	0	null
rxn20273	c0|e0	?	=	gapfilling	0	0	0	null
rxn20275	c0|e0	=	=	gapfilling	0	0	0	null
rxn20276	c0|e0	?	=	gapfilling	0	0	0	null
rxn20277	c0|e0	?	=	gapfilling	0	0	0	null
rxn20279	c0|e0	?	=	gapfilling	0	0	0	null
rxn20280	c0|e0	?	=	gapfilling	0	0	0	null
rxn20282	c0|e0	?	=	gapfilling	0	0	0	null
rxn20284	c0|e0	?	=	gapfilling	0	0	0	null
rxn20285	c0|e0	=	=	gapfilling	0	0	0	null
rxn20286	c0|e0	<	=	gapfilling	0	0	0	null
rxn20287	c0|e0	?	=	gapfilling	0	0	0	null
rxn20288	c0|e0	>	=	gapfilling	0	0	0	null
rxn20289	c0|e0	>	=	gapfilling	0	0	0	null
rxn20290	c0|e0	=	=	gapfilling	0	0	0	null
rxn20291	c0|e0	?	=	gapfilling	0	0	0	null
rxn20458	c0|e0	?	=	gapfilling	0	0	0	null
rxn20462	c0|e0	?	=	gapfilling	0	0	0	null
rxn20463	c0|e0	?	=	gapfilling	0	0	0	null
rxn20464	c0|e0	?	=	gapfilling	0	0	0	null
rxn20465	c0|e0	?	=	gapfilling	0	0	0	null
rxn20466	c0|e0	?	=	gapfilling	0	0	0	null
rxn20467	c0|e0	?	=	gapfilling	0	0	0	null
rxn20468	c0|e0	?	=	gapfilling	0	0	0	null
rxn20469	c0|e0	?	=	gapfilling	0	0	0	null
rxn20472	c0|e0	?	=	gapfilling	0	0	0	null
rxn20482	c0|e0	=	=	gapfilling	0	0	0	null
rxn20483	c0|e0	?	=	gapfilling	0	0	0	null
rxn20491	c0|e0	>	=	gapfilling	0	0	0	null
rxn20492	c0|e0	?	=	gapfilling	0	0	0	null
rxn20494	c0|e0	?	=	gapfilling	0	0	0	null
rxn20495	c0|e0	=	=	gapfilling	0	0	0	null
rxn20497	c0|e0	=	=	gapfilling	0	0	0	null
rxn20500	c0|e0	?	=	gapfilling	0	0	0	null
rxn20504	c0|e0	>	=	gapfilling	0	0	0	null
rxn20508	c0|e0	=	=	gapfilling	0	0	0	null
rxn20510	c0|e0	?	=	gapfilling	0	0	0	null
rxn20511	c0|e0	?	=	gapfilling	0	0	0	null
rxn20512	c0|e0	?	=	gapfilling	0	0	0	null
rxn20513	c0|e0	?	=	gapfilling	0	0	0	null
rxn20514	c0|e0	?	=	gapfilling	0	0	0	null
rxn20515	c0|e0	?	=	gapfilling	0	0	0	null
rxn20516	c0|e0	?	=	gapfilling	0	0	0	null
rxn20518	c0|e0	?	=	gapfilling	0	0	0	null
rxn20519	c0|e0	=	=	gapfilling	0	0	0	null
rxn20520	c0|e0	?	=	gapfilling	0	0	0	null
rxn20522	c0|e0	=	=	gapfilling	0	0	0	null
rxn20524	c0|e0	?	=	gapfilling	0	0	0	null
rxn20526	c0|e0	?	=	gapfilling	0	0	0	null
rxn20527	c0|e0	=	=	gapfilling	0	0	0	null
rxn20531	c0|e0	?	=	gapfilling	0	0	0	null
rxn20533	c0|e0	=	=	gapfilling	0	0	0	null
rxn20534	c0|e0	?	=	gapfilling	0	0	0	null
rxn20535	c0|e0	?	=	gapfilling	0	0	0	null
rxn20536	c0|e0	=	=	gapfilling	0	0	0	null
rxn20537	c0|e0	?	=	gapfilling	0	0	0	null
rxn20538	c0|e0	>	=	gapfilling	0	0	0	null
rxn20540	c0|e0	=	=	gapfilling	0	0	0	null
rxn20542	c0|e0	?	=	gapfilling	0	0	0	null
rxn20545	c0|e0	?	=	gapfilling	0	0	0	null
rxn20546	c0|e0	=	=	gapfilling	0	0	0	null
rxn20547	c0|e0	?	=	gapfilling	0	0	0	null
rxn20553	c0|e0	>	=	gapfilling	0	0	0	null
rxn20567	c0|e0	?	=	gapfilling	0	0	0	null
rxn20569	c0|e0	?	=	gapfilling	0	0	0	null
rxn20571	c0|e0	?	=	gapfilling	0	0	0	null
rxn20572	c0|e0	=	=	gapfilling	0	0	0	null
rxn20575	c0|e0	?	=	gapfilling	0	0	0	null
rxn20576	c0|e0	?	=	gapfilling	0	0	0	null
rxn20577	c0|e0	?	=	gapfilling	0	0	0	null
rxn20580	c0|e0	?	=	gapfilling	0	0	0	null
rxn20582	c0|e0	?	=	gapfilling	0	0	0	null
rxn20583	c0|e0	=	=	gapfilling	0	0	0	null
rxn20584	c0|e0	?	=	gapfilling	0	0	0	null
rxn20585	c0|e0	=	=	gapfilling	0	0	0	null
rxn20588	c0|e0	?	=	gapfilling	0	0	0	null
rxn20590	c0|e0	?	=	gapfilling	0	0	0	null
rxn20593	c0|e0	?	=	gapfilling	0	0	0	null
rxn20594	c0|e0	?	=	gapfilling	0	0	0	null
rxn20597	c0|e0	?	=	gapfilling	0	0	0	null
rxn20601	c0|e0	?	=	gapfilling	0	0	0	null
rxn20602	c0|e0	?	=	gapfilling	0	0	0	null
rxn20603	c0|e0	?	=	gapfilling	0	0	0	null
rxn20604	c0|e0	?	=	gapfilling	0	0	0	null
rxn20605	c0|e0	?	=	gapfilling	0	0	0	null
rxn20606	c0|e0	>	=	gapfilling	0	0	0	null
rxn20609	c0|e0	?	=	gapfilling	0	0	0	null
rxn20610	c0|e0	?	=	gapfilling	0	0	0	null
rxn20611	c0|e0	?	=	gapfilling	0	0	0	null
rxn20612	c0|e0	?	=	gapfilling	0	0	0	null
rxn20613	c0|e0	?	=	gapfilling	0	0	0	null
rxn20614	c0|e0	?	=	gapfilling	0	0	0	null
rxn20615	c0|e0	?	=	gapfilling	0	0	0	null
rxn20616	c0|e0	?	=	gapfilling	0	0	0	null
rxn20617	c0|e0	=	=	gapfilling	0	0	0	null
rxn20618	c0|e0	?	=	gapfilling	0	0	0	null
rxn20620	c0|e0	?	=	gapfilling	0	0	0	null
rxn20621	c0|e0	?	=	gapfilling	0	0	0	null
rxn20622	c0|e0	?	=	gapfilling	0	0	0	null
rxn20623	c0|e0	?	=	gapfilling	0	0	0	null
rxn20624	c0|e0	?	=	gapfilling	0	0	0	null
rxn20627	c0|e0	?	=	gapfilling	0	0	0	null
rxn20628	c0|e0	>	=	gapfilling	0	0	0	null
rxn20629	c0|e0	<	=	gapfilling	0	0	0	null
rxn20631	c0|e0	=	=	gapfilling	0	0	0	null
rxn20635	c0|e0	?	=	gapfilling	0	0	0	null
rxn20636	c0|e0	?	=	gapfilling	0	0	0	null
rxn20639	c0|e0	>	=	gapfilling	0	0	0	null
rxn20640	c0|e0	>	=	gapfilling	0	0	0	null
rxn20641	c0|e0	?	=	gapfilling	0	0	0	null
rxn20642	c0|e0	?	=	gapfilling	0	0	0	null
rxn20643	c0|e0	?	=	gapfilling	0	0	0	null
rxn20645	c0|e0	>	=	gapfilling	0	0	0	null
rxn20646	c0|e0	?	=	gapfilling	0	0	0	null
rxn20650	c0|e0	?	=	gapfilling	0	0	0	null
rxn20651	c0|e0	>	=	gapfilling	0	0	0	null
rxn20652	c0|e0	?	=	gapfilling	0	0	0	null
rxn20654	c0|e0	?	=	gapfilling	0	0	0	null
rxn20657	c0|e0	?	=	gapfilling	0	0	0	null
rxn20660	c0|e0	?	=	gapfilling	0	0	0	null
rxn20662	c0|e0	>	=	gapfilling	0	0	0	null
rxn20664	c0|e0	=	=	gapfilling	0	0	0	null
rxn20665	c0|e0	=	=	gapfilling	0	0	0	null
rxn20666	c0|e0	?	=	gapfilling	0	0	0	null
rxn20667	c0|e0	<	=	gapfilling	0	0	0	null
rxn20668	c0|e0	?	=	gapfilling	0	0	0	null
rxn20669	c0|e0	?	=	gapfilling	0	0	0	null
rxn20670	c0|e0	?	=	gapfilling	0	0	0	null
rxn20671	c0|e0	?	=	gapfilling	0	0	0	null
rxn20672	c0|e0	?	=	gapfilling	0	0	0	null
rxn20673	c0|e0	?	=	gapfilling	0	0	0	null
rxn20675	c0|e0	>	=	gapfilling	0	0	0	null
rxn20677	c0|e0	?	=	gapfilling	0	0	0	null
rxn20678	c0|e0	?	=	gapfilling	0	0	0	null
rxn20679	c0|e0	?	=	gapfilling	0	0	0	null
rxn20680	c0|e0	?	=	gapfilling	0	0	0	null
rxn20681	c0|e0	?	=	gapfilling	0	0	0	null
rxn20682	c0|e0	?	=	gapfilling	0	0	0	null
rxn20684	c0|e0	<	=	gapfilling	0	0	0	null
rxn20685	c0|e0	=	=	gapfilling	0	0	0	null
rxn20686	c0|e0	?	=	gapfilling	0	0	0	null
rxn20688	c0|e0	>	=	gapfilling	0	0	0	null
rxn20693	c0|e0	>	=	gapfilling	0	0	0	null
rxn20694	c0|e0	<	=	gapfilling	0	0	0	null
rxn20697	c0|e0	?	=	gapfilling	0	0	0	null
rxn20698	c0|e0	?	=	gapfilling	0	0	0	null
rxn20701	c0|e0	?	=	gapfilling	0	0	0	null
rxn20702	c0|e0	>	=	gapfilling	0	0	0	null
rxn20703	c0|e0	?	=	gapfilling	0	0	0	null
rxn20704	c0|e0	?	=	gapfilling	0	0	0	null
rxn20705	c0|e0	>	=	gapfilling	0	0	0	null
rxn20706	c0|e0	>	=	gapfilling	0	0	0	null
rxn20707	c0|e0	>	=	gapfilling	0	0	0	null
rxn20708	c0|e0	>	=	gapfilling	0	0	0	null
rxn20709	c0|e0	>	=	gapfilling	0	0	0	null
rxn20710	c0|e0	=	=	gapfilling	0	0	0	null
rxn20711	c0|e0	>	=	gapfilling	0	0	0	null
rxn20712	c0|e0	?	=	gapfilling	0	0	0	null
rxn20713	c0|e0	=	=	gapfilling	0	0	0	null
rxn20714	c0|e0	?	=	gapfilling	0	0	0	null
rxn20718	c0|e0	=	=	gapfilling	0	0	0	null
rxn20719	c0|e0	?	=	gapfilling	0	0	0	null
rxn20720	c0|e0	?	=	gapfilling	0	0	0	null
rxn20721	c0|e0	?	=	gapfilling	0	0	0	null
rxn20722	c0|e0	?	=	gapfilling	0	0	0	null
rxn20723	c0|e0	?	=	gapfilling	0	0	0	null
rxn20724	c0|e0	?	=	gapfilling	0	0	0	null
rxn20725	c0|e0	>	=	gapfilling	0	0	0	null
rxn20726	c0|e0	>	=	gapfilling	0	0	0	null
rxn20727	c0|e0	?	=	gapfilling	0	0	0	null
rxn20728	c0|e0	<	=	gapfilling	0	0	0	null
rxn20731	c0|e0	?	=	gapfilling	0	0	0	null
rxn20733	c0|e0	=	=	gapfilling	0	0	0	null
rxn20734	c0|e0	?	=	gapfilling	0	0	0	null
rxn20735	c0|e0	?	=	gapfilling	0	0	0	null
rxn20736	c0|e0	?	=	gapfilling	0	0	0	null
rxn20740	c0|e0	=	=	gapfilling	0	0	0	null
rxn20741	c0|e0	>	=	gapfilling	0	0	0	null
rxn20742	c0|e0	>	=	gapfilling	0	0	0	null
rxn20743	c0|e0	=	=	gapfilling	0	0	0	null
rxn20744	c0|e0	?	=	gapfilling	0	0	0	null
rxn20745	c0|e0	?	=	gapfilling	0	0	0	null
rxn20765	c0|e0	>	=	gapfilling	0	0	0	null
rxn20766	c0|e0	=	=	gapfilling	0	0	0	null
rxn20768	c0|e0	>	=	gapfilling	0	0	0	null
rxn20769	c0|e0	?	=	gapfilling	0	0	0	null
rxn20770	c0|e0	?	=	gapfilling	0	0	0	null
rxn20771	c0|e0	?	=	gapfilling	0	0	0	null
rxn20773	c0|e0	?	=	gapfilling	0	0	0	null
rxn20775	c0|e0	?	=	gapfilling	0	0	0	null
rxn20776	c0|e0	?	=	gapfilling	0	0	0	null
rxn20777	c0|e0	=	=	gapfilling	0	0	0	null
rxn20778	c0|e0	?	=	gapfilling	0	0	0	null
rxn20780	c0|e0	>	=	gapfilling	0	0	0	null
rxn20781	c0|e0	?	=	gapfilling	0	0	0	null
rxn20782	c0|e0	<	=	gapfilling	0	0	0	null
rxn20783	c0|e0	?	=	gapfilling	0	0	0	null
rxn20784	c0|e0	=	=	gapfilling	0	0	0	null
