id	name	source	reference	confidence	roles
cpx00153	mscpx.153	ModelSEED	null	1.0	ftr03465;triggering;0;1|ftr02551;triggering;0;1
cpx00154	mscpx.154	ModelSEED	null	1.0	ftr08504;triggering;0;1
cpx00155	mscpx.155	ModelSEED	null	1.0	ftr11179;triggering;0;1
cpx00156	mscpx.156	ModelSEED	null	1.0	ftr03466;triggering;0;1
cpx00157	mscpx.157	ModelSEED	null	1.0	ftr02482;triggering;0;1
cpx00158	mscpx.158	ModelSEED	null	1.0	null
cpx00159	mscpx.159	ModelSEED	null	1.0	ftr02565;triggering;0;1
cpx00160	mscpx.160	ModelSEED	null	1.0	ftr00197;triggering;0;1
cpx00161	mscpx.161	ModelSEED	null	1.0	ftr10014;triggering;0;1
cpx00162	mscpx.162	ModelSEED	null	1.0	ftr09443;triggering;0;1
cpx00163	mscpx.163	ModelSEED	null	1.0	ftr01567;triggering;0;1
cpx00164	mscpx.164	ModelSEED	null	1.0	ftr01561;triggering;0;1
cpx00165	mscpx.165	ModelSEED	null	1.0	ftr01560;triggering;0;1
cpx00166	mscpx.166	ModelSEED	null	1.0	ftr09333;triggering;0;1
cpx00167	mscpx.167	ModelSEED	null	1.0	ftr09515;triggering;0;1|ftr09514;triggering;0;1
cpx00168	mscpx.168	ModelSEED	null	1.0	ftr08306;triggering;0;1
cpx00169	mscpx.169	ModelSEED	null	1.0	ftr02769;triggering;0;1
cpx00170	mscpx.170	ModelSEED	null	1.0	ftr09455;triggering;0;1
cpx00171	mscpx.171	ModelSEED	null	1.0	ftr09927;triggering;0;1
cpx00172	mscpx.172	ModelSEED	null	1.0	ftr09928;triggering;0;1
cpx00173	mscpx.173	ModelSEED	null	1.0	ftr06897;triggering;0;1
cpx00174	mscpx.174	ModelSEED	null	1.0	ftr06307;triggering;0;1
cpx00175	mscpx.175	ModelSEED	null	1.0	ftr09094;triggering;0;1
cpx00176	mscpx.176	ModelSEED	null	1.0	ftr08641;triggering;0;1
cpx00177	mscpx.177	ModelSEED	null	1.0	ftr08640;triggering;0;1
cpx00178	mscpx.178	ModelSEED	null	1.0	ftr08642;triggering;0;1
cpx00179	mscpx.179	ModelSEED	null	1.0	ftr04195;triggering;0;1
cpx00180	mscpx.180	ModelSEED	null	1.0	ftr01637;triggering;0;1
cpx00181	mscpx.181	ModelSEED	null	1.0	ftr09924;triggering;0;1
cpx00182	mscpx.182	ModelSEED	null	1.0	ftr03814;triggering;0;1
cpx00183	mscpx.183	ModelSEED	null	1.0	ftr05010;triggering;0;1
cpx00184	mscpx.184	ModelSEED	null	1.0	ftr08584;triggering;0;1
cpx00185	mscpx.185	ModelSEED	null	1.0	ftr04436;triggering;0;1
cpx00186	mscpx.186	ModelSEED	null	1.0	ftr09353;triggering;0;1
cpx00187	mscpx.187	ModelSEED	null	1.0	ftr03198;triggering;0;1
cpx00188	mscpx.188	ModelSEED	null	1.0	ftr07071;triggering;0;1
cpx00189	mscpx.189	ModelSEED	null	1.0	ftr02540;triggering;0;1|ftr02542;triggering;0;1|ftr02126;triggering;0;1
cpx00190	mscpx.190	ModelSEED	null	1.0	ftr05672;triggering;0;1
cpx00191	mscpx.191	ModelSEED	null	1.0	ftr02508;triggering;0;1
cpx00192	mscpx.192	ModelSEED	null	1.0	ftr09926;triggering;0;1
cpx00193	mscpx.193	ModelSEED	null	1.0	ftr01884;triggering;0;1
cpx00194	mscpx.194	ModelSEED	null	1.0	ftr07657;triggering;0;1
cpx00195	mscpx.195	ModelSEED	null	1.0	ftr07504;triggering;0;1
cpx00196	mscpx.196	ModelSEED	null	1.0	ftr09216;triggering;0;1
cpx00197	mscpx.197	ModelSEED	null	1.0	ftr06638;triggering;0;1
cpx00198	mscpx.198	ModelSEED	null	1.0	ftr04440;triggering;0;1
cpx00199	mscpx.199	ModelSEED	null	1.0	ftr04439;triggering;0;1
cpx00200	mscpx.200	ModelSEED	null	1.0	ftr04441;triggering;0;1
cpx00201	mscpx.201	ModelSEED	null	1.0	null
cpx00202	mscpx.202	ModelSEED	null	1.0	ftr04986;triggering;0;1
cpx00203	mscpx.203	ModelSEED	null	1.0	null
cpx00204	mscpx.204	ModelSEED	null	1.0	null
cpx00205	mscpx.205	ModelSEED	null	1.0	ftr03036;triggering;0;1
cpx00206	mscpx.206	ModelSEED	null	1.0	ftr03142;triggering;0;1
cpx00207	mscpx.207	ModelSEED	null	1.0	ftr05671;triggering;0;1
cpx00208	mscpx.208	ModelSEED	null	1.0	ftr03316;triggering;0;1
cpx00209	mscpx.209	ModelSEED	null	1.0	ftr08485;triggering;0;1
cpx00210	mscpx.210	ModelSEED	null	1.0	ftr01922;triggering;0;1
cpx00211	mscpx.211	ModelSEED	null	1.0	ftr01751;triggering;0;1
cpx00212	mscpx.212	ModelSEED	null	1.0	ftr01749;triggering;0;1
cpx00213	mscpx.213	ModelSEED	null	1.0	ftr01750;triggering;0;1
cpx00214	mscpx.214	ModelSEED	null	1.0	ftr00543;triggering;0;1
cpx00215	mscpx.215	ModelSEED	null	1.0	ftr00226;triggering;0;1
cpx00216	mscpx.216	ModelSEED	null	1.0	ftr07069;triggering;0;1
cpx00217	mscpx.217	ModelSEED	null	1.0	ftr06505;triggering;0;1
cpx00218	mscpx.218	ModelSEED	null	1.0	ftr02297;triggering;0;1
cpx00219	mscpx.219	ModelSEED	null	1.0	ftr02313;triggering;0;1
cpx00220	mscpx.220	ModelSEED	null	1.0	ftr09445;triggering;0;1
cpx00221	mscpx.221	ModelSEED	null	1.0	null
cpx00222	mscpx.222	ModelSEED	null	1.0	ftr02970;triggering;0;1
cpx00223	mscpx.223	ModelSEED	null	1.0	ftr07261;triggering;0;1|ftr03628;triggering;0;1
cpx00224	mscpx.224	ModelSEED	null	1.0	ftr01745;triggering;0;1
cpx00225	mscpx.225	ModelSEED	null	1.0	ftr08443;triggering;0;1
cpx00226	mscpx.226	ModelSEED	null	1.0	ftr08442;triggering;0;1
cpx00227	mscpx.227	ModelSEED	null	1.0	ftr10960;triggering;0;1
cpx00228	mscpx.228	ModelSEED	null	1.0	ftr00675;triggering;0;1
cpx00229	mscpx.229	ModelSEED	null	1.0	null
cpx00230	mscpx.230	ModelSEED	null	1.0	null
cpx00231	mscpx.231	ModelSEED	null	1.0	ftr02972;triggering;0;1
cpx00232	mscpx.232	ModelSEED	null	1.0	ftr01154;triggering;0;1|ftr02193;triggering;0;1|ftr02195;triggering;0;1
cpx00233	mscpx.233	ModelSEED	null	1.0	ftr02461;triggering;0;1
cpx00234	mscpx.234	ModelSEED	null	1.0	ftr01240;triggering;0;1
cpx00235	mscpx.235	ModelSEED	null	1.0	ftr02443;triggering;0;1|ftr02414;triggering;0;1
cpx00236	mscpx.236	ModelSEED	null	1.0	ftr02469;triggering;0;1
cpx00237	mscpx.237	ModelSEED	null	1.0	ftr02356;triggering;0;1|ftr02354;triggering;0;1|ftr02355;triggering;0;1|ftr02357;triggering;0;1
cpx00238	mscpx.238	ModelSEED	null	1.0	ftr04431;triggering;0;1
cpx00239	mscpx.239	ModelSEED	null	1.0	ftr02983;triggering;0;1
cpx00240	mscpx.240	ModelSEED	null	1.0	ftr06308;triggering;0;1
cpx00241	mscpx.241	ModelSEED	null	1.0	ftr01618;triggering;0;1
cpx00242	mscpx.242	ModelSEED	null	1.0	ftr09649;triggering;0;1
cpx00243	mscpx.243	ModelSEED	null	1.0	null
cpx00244	mscpx.244	ModelSEED	null	1.0	ftr01421;triggering;0;1|ftr04743;triggering;0;1
cpx00245	mscpx.245	ModelSEED	null	1.0	ftr04860;triggering;0;1
cpx00246	mscpx.246	ModelSEED	null	1.0	ftr03043;triggering;0;1
cpx00247	mscpx.247	ModelSEED	null	1.0	ftr07565;triggering;0;1|ftr07564;triggering;0;1
cpx00248	mscpx.248	ModelSEED	null	1.0	ftr00010;triggering;0;1
cpx00249	mscpx.249	ModelSEED	null	1.0	ftr02124;triggering;0;1
cpx00250	mscpx.250	ModelSEED	null	1.0	null
cpx00251	mscpx.251	ModelSEED	null	1.0	ftr06119;triggering;0;1
cpx00252	mscpx.252	ModelSEED	null	1.0	ftr03026;triggering;0;1
cpx00253	mscpx.253	ModelSEED	null	1.0	ftr01613;triggering;0;1
cpx00254	mscpx.254	ModelSEED	null	1.0	ftr11098;triggering;0;1
cpx00255	mscpx.255	ModelSEED	null	1.0	ftr09676;triggering;0;1
cpx00256	mscpx.256	ModelSEED	null	1.0	ftr01100;triggering;0;1
cpx00257	mscpx.257	ModelSEED	null	1.0	ftr02477;triggering;0;1
cpx00258	mscpx.258	ModelSEED	null	1.0	ftr02468;triggering;0;1
cpx00259	mscpx.259	ModelSEED	null	1.0	ftr05919;triggering;0;1
cpx00260	mscpx.260	ModelSEED	null	1.0	ftr05920;triggering;0;1
cpx00261	mscpx.261	ModelSEED	null	1.0	ftr02567;triggering;0;1
cpx00262	mscpx.262	ModelSEED	null	1.0	ftr02136;triggering;0;1
cpx00263	mscpx.263	ModelSEED	null	1.0	ftr00011;triggering;0;1
cpx00264	mscpx.264	ModelSEED	null	1.0	ftr09958;triggering;0;1
cpx00265	mscpx.265	ModelSEED	null	1.0	ftr09953;triggering;0;1
cpx00266	mscpx.266	ModelSEED	null	1.0	ftr09954;triggering;0;1
cpx00267	mscpx.267	ModelSEED	null	1.0	ftr02165;triggering;0;1
cpx00268	mscpx.268	ModelSEED	null	1.0	ftr02568;triggering;0;1
cpx00269	mscpx.269	ModelSEED	null	1.0	ftr02134;triggering;0;1
cpx00270	mscpx.270	ModelSEED	null	1.0	ftr02166;triggering;0;1
cpx00271	mscpx.271	ModelSEED	null	1.0	ftr09156;triggering;0;1
cpx00272	mscpx.272	ModelSEED	null	1.0	ftr09158;triggering;0;1
cpx00273	mscpx.273	ModelSEED	null	1.0	ftr02412;triggering;0;1
cpx00274	mscpx.274	ModelSEED	null	1.0	ftr09950;triggering;0;1
cpx00275	mscpx.275	ModelSEED	null	1.0	ftr09951;triggering;0;1
cpx00276	mscpx.276	ModelSEED	null	1.0	ftr02133;triggering;0;1
cpx00277	mscpx.277	ModelSEED	null	1.0	ftr09959;triggering;0;1
cpx00278	mscpx.278	ModelSEED	null	1.0	ftr02135;triggering;0;1
cpx00279	mscpx.279	ModelSEED	null	1.0	ftr09159;triggering;0;1
cpx00280	mscpx.280	ModelSEED	null	1.0	ftr09955;triggering;0;1
cpx00281	mscpx.281	ModelSEED	null	1.0	ftr09163;triggering;0;1
cpx00282	mscpx.282	ModelSEED	null	1.0	ftr05177;triggering;0;1
cpx00283	mscpx.283	ModelSEED	null	1.0	ftr02462;triggering;0;1
cpx00284	mscpx.284	ModelSEED	null	1.0	ftr05911;triggering;0;1
cpx00285	mscpx.285	ModelSEED	null	1.0	ftr02302;triggering;0;1|ftr02301;triggering;0;1|ftr02300;triggering;0;1|ftr02303;triggering;0;1
cpx00286	mscpx.286	ModelSEED	null	1.0	ftr01524;triggering;0;1
cpx00287	mscpx.287	ModelSEED	null	1.0	ftr05110;triggering;0;1
cpx00288	mscpx.288	ModelSEED	null	1.0	ftr00519;triggering;0;1
cpx00289	mscpx.289	ModelSEED	null	1.0	ftr03525;triggering;0;1
cpx00290	mscpx.290	ModelSEED	null	1.0	ftr03664;triggering;0;1
cpx00291	mscpx.291	ModelSEED	null	1.0	ftr00172;triggering;0;1
cpx00292	mscpx.292	ModelSEED	null	1.0	ftr07471;triggering;0;1
cpx00293	mscpx.293	ModelSEED	null	1.0	ftr01521;triggering;0;1
cpx00294	mscpx.294	ModelSEED	null	1.0	ftr01529;triggering;0;1
cpx00295	mscpx.295	ModelSEED	null	1.0	ftr01520;triggering;0;1
cpx00296	mscpx.296	ModelSEED	null	1.0	ftr10022;triggering;0;1
cpx00297	mscpx.297	ModelSEED	null	1.0	ftr03042;triggering;0;1
cpx00298	mscpx.298	ModelSEED	null	1.0	ftr01840;triggering;0;1
cpx00299	mscpx.299	ModelSEED	null	1.0	ftr01839;triggering;0;1
cpx00300	mscpx.300	ModelSEED	null	1.0	ftr10838;triggering;0;1
cpx00301	mscpx.301	ModelSEED	null	1.0	ftr09929;triggering;0;1
cpx00302	mscpx.302	ModelSEED	null	1.0	ftr07794;triggering;0;1
cpx00303	mscpx.303	ModelSEED	null	1.0	ftr07795;triggering;0;1
cpx00304	mscpx.304	ModelSEED	null	1.0	ftr04685;triggering;0;1|ftr00226;triggering;0;1
cpx00305	mscpx.305	ModelSEED	null	1.0	ftr09214;triggering;0;1
cpx00306	mscpx.306	ModelSEED	null	1.0	null
cpx00307	mscpx.307	ModelSEED	null	1.0	ftr03948;triggering;0;1|ftr03945;triggering;0;1
cpx00308	mscpx.308	ModelSEED	null	1.0	ftr11184;triggering;0;1
cpx00309	mscpx.309	ModelSEED	null	1.0	ftr03937;triggering;0;1|ftr03934;triggering;0;1|ftr03938;triggering;0;1|ftr03936;triggering;0;1|ftr03935;triggering;0;1|ftr03928;triggering;0;1
cpx00310	mscpx.310	ModelSEED	null	1.0	ftr02288;triggering;0;1|ftr02280;triggering;0;1|ftr02291;triggering;0;1|ftr02285;triggering;0;1|ftr02289;triggering;0;1|ftr01615;triggering;0;1|ftr02290;triggering;0;1|ftr02283;triggering;0;1|ftr02282;triggering;0;1|ftr02279;triggering;0;1|ftr02284;triggering;0;1|ftr02287;triggering;0;1|ftr02281;triggering;0;1|ftr02286;triggering;0;1
cpx00311	mscpx.311	ModelSEED	null	1.0	ftr03609;triggering;0;1|ftr04133;triggering;0;1
cpx00312	mscpx.312	ModelSEED	null	1.0	ftr06581;triggering;0;1
cpx00313	mscpx.313	ModelSEED	null	1.0	ftr06578;triggering;0;1
cpx00314	mscpx.314	ModelSEED	null	1.0	ftr06582;triggering;0;1
cpx00315	mscpx.315	ModelSEED	null	1.0	ftr06580;triggering;0;1
cpx00316	mscpx.316	ModelSEED	null	1.0	ftr01771;triggering;0;1
cpx00317	mscpx.317	ModelSEED	null	1.0	ftr06579;triggering;0;1
cpx00318	mscpx.318	ModelSEED	null	1.0	ftr02509;triggering;0;1
cpx00319	mscpx.319	ModelSEED	null	1.0	ftr04674;triggering;0;1
cpx00320	mscpx.320	ModelSEED	null	1.0	ftr02612;triggering;0;1
cpx00321	mscpx.321	ModelSEED	null	1.0	ftr03366;triggering;0;1
cpx00322	mscpx.322	ModelSEED	null	1.0	ftr03810;triggering;0;1
cpx00323	mscpx.323	ModelSEED	null	1.0	ftr03809;triggering;0;1
cpx00324	mscpx.324	ModelSEED	null	1.0	ftr09429;triggering;0;1
cpx00325	mscpx.325	ModelSEED	null	1.0	ftr01675;triggering;0;1
cpx00326	mscpx.326	ModelSEED	null	1.0	ftr08206;triggering;0;1
cpx00327	mscpx.327	ModelSEED	null	1.0	ftr08207;triggering;0;1
cpx00328	mscpx.328	ModelSEED	null	1.0	ftr01352;triggering;0;1
cpx00329	mscpx.329	ModelSEED	null	1.0	ftr01549;triggering;0;1|ftr01550;triggering;0;1|ftr02439;triggering;0;1
cpx00330	mscpx.330	ModelSEED	null	1.0	ftr01699;triggering;0;1
cpx00331	mscpx.331	ModelSEED	null	1.0	ftr01628;triggering;0;1
cpx00332	mscpx.332	ModelSEED	null	1.0	ftr00083;triggering;0;1
cpx00333	mscpx.333	ModelSEED	null	1.0	ftr02348;triggering;0;1
cpx00334	mscpx.334	ModelSEED	null	1.0	ftr02551;triggering;0;1
cpx00335	mscpx.335	ModelSEED	null	1.0	ftr02467;triggering;0;1
