# eQuilibrator estimates as stored in ModelSEED before the 2026-08 regeneration
# units: kcal/mol   source key: thermodynamics['eQuilibrator']
# provenance: Scripts/Thermodynamics/Retrieve_eQuilibrator_Reactions_Energies.py (MetaNetX InChIKey ladder)
id	name	deltag_kcal_per_mol	deltagerr_kcal_per_mol	reversibility
rxn37110	UDP-glucose:sterol 3-O-beta-D-glucosyltransferase	-3.06	0.52	=
rxn37111	UDP-glucose:sterol 3-O-beta-D-glucosyltransferase	-3.06	0.52	=
rxn37112	UDP-glucose:sterol 3-O-beta-D-glucosyltransferase	-3.06	0.52	=
rxn37113	methane,quinol:oxygen oxidoreductase	-83.8	1.69	>
rxn37114	methane,quinol:oxygen oxidoreductase	-69.46	3.1	>
rxn37115	methane,quinol:oxygen oxidoreductase	-78.44	1.91	>
rxn37116	methane,quinol:oxygen oxidoreductase	-78.44	1.91	>
rxn37117	methane,quinol:oxygen oxidoreductase	-58.0	1.92	>
rxn37118	methane,quinol:oxygen oxidoreductase	-58.0	1.92	>
rxn37119	methane,quinol:oxygen oxidoreductase	-58.0	1.92	>
rxn37120	methane,quinol:oxygen oxidoreductase	-83.8	1.69	>
rxn37121	methane,quinol:oxygen oxidoreductase	-69.46	3.1	>
rxn37122	methane,quinol:oxygen oxidoreductase	-78.44	1.91	>
rxn37123	methane,quinol:oxygen oxidoreductase	-78.44	1.91	>
rxn37124	methane,quinol:oxygen oxidoreductase	-58.0	1.92	>
rxn37125	methane,quinol:oxygen oxidoreductase	-58.0	1.92	>
rxn37126	methane,quinol:oxygen oxidoreductase	-58.0	1.92	>
rxn37127	zeaxanthin glucosyltransferase	-6.13	1.05	=
rxn37128	zeta-carotene desaturase	15.48	2.37	=
rxn37129	zeta-carotene desaturase	4.77	2.86	=
rxn37130	zeta-carotene desaturase	-36.11	3.01	>
rxn37131	zeta-carotene desaturase	-36.11	3.01	>
rxn37132	zeta-carotene desaturase	-36.11	3.01	>
rxn37133	UDP-galactose-dependent digalactosyldiacylglycerol synthase	-5.57	0.42	=
rxn37134	UDP-galactose-dependent digalactosyldiacylglycerol synthase	-5.57	0.42	=
rxn37135	UDP-galactose-dependent digalactosyldiacylglycerol synthase	-5.57	0.42	=
rxn37136	UDP-galactose-dependent digalactosyldiacylglycerol synthase	-5.57	0.42	=
rxn37137	UDP-galactose-dependent digalactosyldiacylglycerol synthase	-5.57	0.42	=
rxn37138	UDP-galactose-dependent digalactosyldiacylglycerol synthase	-5.57	0.42	=
rxn37139	UDP-galactose-dependent digalactosyldiacylglycerol synthase	-5.57	0.42	=
rxn37140	UDP-galactose-dependent digalactosyldiacylglycerol synthase	-5.57	0.42	=
rxn37141	UDP-galactose-dependent digalactosyldiacylglycerol synthase	-5.57	0.42	=
rxn37142	UDP-galactose-dependent digalactosyldiacylglycerol synthase	-5.57	0.42	=
rxn37143	UDP-galactose-dependent digalactosyldiacylglycerol synthase	-5.57	0.42	=
rxn37145	UDP-galactose-dependent digalactosyldiacylglycerol synthase	-5.57	0.42	=
rxn37146	UDP-galactose-dependent digalactosyldiacylglycerol synthase	-5.57	0.42	=
rxn37147	UDP-galactose-dependent digalactosyldiacylglycerol synthase	-5.57	0.42	=
rxn37148	UDP-galactose-dependent digalactosyldiacylglycerol synthase	-5.57	0.42	=
rxn37149	UDP-galactose-dependent digalactosyldiacylglycerol synthase	-5.57	0.42	=
rxn37150	RXN-12250.c.metaexp.GLC	-6.69	0.98	=
rxn37151	crocetin glucosyltransferase	-9.23	2.11	=
rxn37152	3alpha-hydroxysteroid dehydrogenase (A-specific)	-0.29	0.38	=
rxn37153	3alpha-hydroxysteroid dehydrogenase (A-specific)	-0.26	0.38	=
rxn37154	cyanide-insensitive oxidase	-44.73	3.06	>
rxn37155	cyanide-insensitive oxidase	-44.73	3.06	>
rxn37156	cyanide-insensitive oxidase	-44.73	3.06	>
rxn37157	cyanide-insensitive oxidase	-44.73	3.06	>
rxn37158	cyanide-insensitive oxidase	-44.73	3.06	>
rxn37159	cyanide-insensitive oxidase	-44.73	3.06	>
rxn37160	RXN-12354.c	0.0	0.0	=
rxn37161	NAD(P)H-dependent TDP-3,4-diketo-2,6-dideoxy-D-glucose 3-ketoreductase	-0.26	0.38	=
rxn37162	hexanal dehydrogenase	-2.69	0.33	=
rxn37163	hexanal dehydrogenase	-2.66	0.33	=
rxn37168	RXN-12696.c.metaexp.CPD-12575	-12.29	1.05	>
rxn37169	RXN-12698.c.metaexp.CPD-12575	-12.29	1.05	>
rxn37170	dTDP-(2R,6S)-6-hydroxy-2-methyl-3-oxo-3,6-dihydro-2H-pyran-4-olate 3-ketoreductase (dTDP-4-dehydro-2,6-dideoxy-alpha-D-allose-forming)	-0.29	0.38	=
rxn37171	dTDP-(2R,6S)-6-hydroxy-2-methyl-3-oxo-3,6-dihydro-2H-pyran-4-olate 3-ketoreductase (dTDP-4-dehydro-2,6-dideoxy-alpha-D-allose-forming)	-0.26	0.38	=
rxn37172	(-)-endo-fenchol dehydrogenase	-0.29	0.38	=
rxn37173	(-)-endo-fenchol dehydrogenase	-0.26	0.38	=
rxn37174	RXN-13040.c.metaexp.NADP_NADPH	-3.37	0.89	=
rxn37175	RXN-13040.c.metaexp.NAD_NADH	-3.4	0.89	=
rxn37176	nicotine blue oxidoreductase	17.69	1.3	<
rxn37177	nicotine blue oxidoreductase	17.68	1.29	<
rxn37178	RXN-13103.c.metaexp.NADP_NADPH	4.91	0.25	=
rxn37179	CDP-D-xylulose reductase	-4.43	0.24	=
rxn37180	CDP-D-xylulose reductase	-4.46	0.24	=
rxn37181	2-deoxy-scyllo-inosamine dehydrogenase	-0.3	0.38	=
rxn37182	squalene synthase	-40.17	1.13	>
rxn37183	paromamine glucosyltransferase	-3.05	0.52	=
rxn37184	methylsterol monooxygenase	-316.27	2.22	>
rxn37185	methylsterol monooxygenase	-316.36	2.22	>
rxn37186	zeaxanthin epoxidase	-156.16	95607.61	=
rxn37187	zeaxanthin epoxidase	-156.22	95607.61	=
rxn37188	delphinidin 3',5'-O-glucosyltransferase	-26.41	2.13	>
rxn37189	acyl-CoA:sn-glycerol-3-phosphate 1-O-acyltransferase	0.01	0.6	=
rxn37190	acyl-CoA:sn-glycerol-3-phosphate 1-O-acyltransferase	0.01	0.6	=
rxn37191	acyl-CoA:sn-glycerol-3-phosphate 1-O-acyltransferase	-0.65	0.59	=
rxn37192	L-serine-phosphatidylethanolamine phosphatidyltransferase	2.14	0.74	=
rxn37193	L-serine-phosphatidylethanolamine phosphatidyltransferase	2.14	0.74	=
rxn37194	L-serine-phosphatidylethanolamine phosphatidyltransferase	2.14	0.74	=
rxn37195	L-serine-phosphatidylethanolamine phosphatidyltransferase	2.14	0.74	=
rxn37196	L-serine-phosphatidylethanolamine phosphatidyltransferase	2.14	0.74	=
rxn37197	L-serine-phosphatidylethanolamine phosphatidyltransferase	2.14	0.74	=
rxn37200	L-serine-phosphatidylethanolamine phosphatidyltransferase	2.14	0.74	=
rxn37201	L-serine-phosphatidylethanolamine phosphatidyltransferase	2.14	0.74	=
rxn37203	L-serine-phosphatidylethanolamine phosphatidyltransferase	2.14	0.74	=
rxn37204	L-serine-phosphatidylethanolamine phosphatidyltransferase	2.14	0.74	=
rxn37211	L-serine-phosphatidylethanolamine phosphatidyltransferase	2.14	0.74	=
rxn37217	1-acylglycerolphosphate acyltransferase	-0.16	0.51	=
rxn37219	1-acylglycerolphosphate acyltransferase	-0.81	0.53	=
rxn37220	1-acylglycerolphosphate acyltransferase	-0.16	0.51	=
rxn37222	1-acylglycerolphosphate acyltransferase	-0.81	0.53	=
rxn37223	1-acylglycerolphosphate acyltransferase	-0.16	0.51	=
rxn37225	1-acylglycerolphosphate acyltransferase	-0.81	0.53	=
rxn37226	1-acylglycerolphosphate acyltransferase	-0.16	0.51	=
rxn37228	1-acylglycerolphosphate acyltransferase	-0.81	0.53	=
rxn37229	1-acylglycerolphosphate acyltransferase	-0.16	0.51	=
rxn37231	1-acylglycerolphosphate acyltransferase	-0.81	0.53	=
rxn37232	exo-beta-fructosidase	-4.21	1.12	>
rxn37233	exo-beta-fructosidase	-4.21	1.12	>
rxn37236	RXN-2883.c.metaexp.NAD_NADH	-43.86	25052.46	=
rxn37237	RXN-3581.c.metaexp.CPD-12575	-12.48	1.05	>
rxn37240	RXN-4444.v.metaexp.CPD-7867_CPD-7880	-26.71	1.01	>
rxn37241	RXN-4444.v.metaexp.CPD-7869_CPD-7882	-26.71	1.01	>
rxn37242	RXN-4444.v.metaexp.CPD-7875_CPD-7886	-26.71	1.01	>
rxn37243	RXN-4444.x.metaexp.CPD-7867_CPD-7880	-26.71	1.01	>
rxn37244	RXN-4444.x.metaexp.CPD-7869_CPD-7882	-26.71	1.01	>
rxn37245	RXN-4444.x.metaexp.CPD-7875_CPD-7886	-26.71	1.01	>
rxn37246	RXN-4465.c.metaexp.16-HYDROXYPALMITATE_CPD-10512	-26.71	1.01	>
rxn37247	RXN-4465.c.metaexp.18-HYDROXYOLEATE_18-OXOOLEATE	-26.71	1.01	>
rxn37248	RXN-4465.c.metaexp.CPD-13098_CPD-7838	-26.71	1.01	>
rxn37249	RXN-4465.v.metaexp.16-HYDROXYPALMITATE_CPD-10512	-26.71	1.01	>
rxn37250	RXN-4465.v.metaexp.18-HYDROXYOLEATE_18-OXOOLEATE	-26.71	1.01	>
rxn37251	RXN-4465.v.metaexp.CPD-13098_CPD-7838	-26.71	1.01	>
rxn37252	RXN-4465.x.metaexp.16-HYDROXYPALMITATE_CPD-10512	-26.71	1.01	>
rxn37253	RXN-4465.x.metaexp.18-HYDROXYOLEATE_18-OXOOLEATE	-26.71	1.01	>
rxn37254	RXN-4465.x.metaexp.CPD-13098_CPD-7838	-26.71	1.01	>
rxn37255	phosphocholine diacylglyceroltransferase	50.17	16901.26	=
rxn37256	phosphocholine diacylglyceroltransferase	50.17	16901.26	=
rxn37257	RXN-5921.c.metaexp.CARNITINE_NADP_NADPH	-85.07	23902.78	=
rxn37258	RXN-5921.c.metaexp.CARNITINE_NAD_NADH	-85.1	23902.78	=
rxn37259	RXN-5921.c.metaexp.D-CARNITINE_NADP_NADPH	-84.44	23902.83	=
rxn37260	RXN-5921.c.metaexp.D-CARNITINE_NAD_NADH	-84.47	23902.83	=
rxn37261	RXN-6002.c.metaexp.NADP_NADPH	-10.44	0.37	>
rxn37262	RXN-6002.c.metaexp.NAD_NADH	-10.41	0.37	>
rxn37263	sucrose-UDP glucosyltransferase	1.08	0.5	=
rxn37264	sucrose-UDP glucosyltransferase	1.76	0.58	=
rxn37265	sucrose-UDP glucosyltransferase	0.35	0.73	=
rxn37266	sucrose-UDP glucosyltransferase	-0.57	0.41	=
rxn37267	sucrose-UDP glucosyltransferase	0.3	0.87	=
rxn37268	sucrose-UDP glucosyltransferase	1.03	0.79	=
rxn37269	sucrose-UDP glucosyltransferase	0.12	0.52	=
rxn37270	sucrose-UDP glucosyltransferase	0.99	0.93	=
rxn37271	indole-2-monooxygenase	-115.75	1.75	>
rxn37272	indolin-2-one monooxygenase	-97.07	0.79	>
rxn37273	3-hydroxyindolin-2-one monooxygenase (HBOA-forming)	-102.4	1.25	>
rxn37274	2-hydroxy-1,4-benzoxazin-3-one monooxygenase	-45.29	23902.26	=
rxn37275	RXN-7002.c.metaexp.CPD0-1108	10.26	23900.57	=
rxn37276	2,4-dihydrozy-2H-1,4-benzoxazin-3(4H)-one 2-D-glucosyltransferase	-3.06	0.52	=
rxn37277	RXN-7064.c.metaexp.CPD-12575	-6.02	0.56	=
rxn37278	RXN-7065.c.metaexp.CPD-12575	-6.02	0.56	=
rxn37279	RXN-7066.c.metaexp.CPD-12575	-13.21	1.07	>
rxn37280	RXN-7067.c.metaexp.CPD-12575	-6.02	0.56	=
rxn37281	RXN-7381.c.metaexp.CPD-12511	0.88	0.47	=
rxn37282	D-sorbitol 2-dehydrogenase	3.08	0.41	=
rxn37285	AtECH2	-0.1	0.36	=
rxn37286	AtECH2	-0.1	0.36	=
rxn37287	AtECH2	-0.1	0.36	=
rxn37288	AtECH2	-0.1	0.36	=
rxn37289	AtECH2	-0.1	0.36	=
rxn37290	AtECH2	-0.1	0.36	=
rxn37291	AtECH2	-0.1	0.36	=
rxn37292	RXN-7755.c.metaexp.CPD-12575	-12.18	1.05	>
rxn37293	RXN-7763.c.metaexp.ADP_ATP	0.99	0.31	=
rxn37294	RXN-7763.c.metaexp.CDP_CTP	0.93	0.53	=
rxn37295	RXN-7763.c.metaexp.DADP_DATP	0.42	0.18	=
rxn37296	RXN-7763.c.metaexp.DCDP_DCTP	-0.0	0.39	=
rxn37297	RXN-7763.c.metaexp.DGDP_DGTP	0.53	0.39	=
rxn37298	RXN-7763.c.metaexp.DUDP_DUTP	1.34	0.09	=
rxn37299	RXN-7763.c.metaexp.GDP_GTP	1.66	0.44	=
rxn37300	RXN-7763.c.metaexp.IDP_ITP	0.67	0.46	=
rxn37301	RXN-7763.c.metaexp.TDP_TTP	0.97	0.56	=
rxn37302	RXN-7763.c.metaexp.UDP_UTP	0.94	0.43	=
rxn37303	RXN-7763.d.metaexp.ADP_ATP	0.99	0.31	=
rxn37304	RXN-7763.d.metaexp.CDP_CTP	0.93	0.53	=
rxn37305	RXN-7763.d.metaexp.DADP_DATP	0.42	0.18	=
rxn37306	RXN-7763.d.metaexp.DCDP_DCTP	-0.0	0.39	=
rxn37307	RXN-7763.d.metaexp.DGDP_DGTP	0.53	0.39	=
rxn37308	RXN-7763.d.metaexp.DUDP_DUTP	1.34	0.09	=
rxn37309	RXN-7763.d.metaexp.GDP_GTP	1.66	0.44	=
rxn37310	RXN-7763.d.metaexp.IDP_ITP	0.67	0.46	=
rxn37311	RXN-7763.d.metaexp.TDP_TTP	0.97	0.56	=
rxn37312	RXN-7763.d.metaexp.UDP_UTP	0.94	0.43	=
rxn37313	RXN-7763.e.metaexp.ADP_ATP	0.99	0.31	=
rxn37314	RXN-7763.e.metaexp.CDP_CTP	0.93	0.53	=
rxn37315	RXN-7763.e.metaexp.DADP_DATP	0.42	0.18	=
rxn37316	RXN-7763.e.metaexp.DCDP_DCTP	-0.0	0.39	=
rxn37317	RXN-7763.e.metaexp.DGDP_DGTP	0.53	0.39	=
rxn37318	RXN-7763.e.metaexp.DUDP_DUTP	1.34	0.09	=
rxn37319	RXN-7763.e.metaexp.GDP_GTP	1.66	0.44	=
rxn37320	RXN-7763.e.metaexp.IDP_ITP	0.67	0.46	=
rxn37321	RXN-7763.e.metaexp.TDP_TTP	0.97	0.56	=
rxn37322	RXN-7763.e.metaexp.UDP_UTP	0.94	0.43	=
rxn37323	acyl-coenzyme A ligase	-2.51	0.35	>
rxn37324	acyl-coenzyme A ligase	-2.51	0.35	>
rxn37325	acyl-coenzyme A ligase	-2.51	0.35	>
rxn37326	acyl-coenzyme A ligase	-2.51	0.35	>
rxn37327	acyl-coenzyme A ligase	-2.51	0.35	>
rxn37328	acyl-coenzyme A ligase	-2.51	0.35	>
rxn37329	acyl-coenzyme A ligase	-2.51	0.35	>
rxn37330	acyl-coenzyme A ligase	-2.51	0.35	>
rxn37331	acyl-coenzyme A ligase	-2.51	0.35	>
rxn37332	acyl-coenzyme A ligase	-2.56	1.54	>
rxn37333	acyl-coenzyme A ligase	-2.51	0.35	>
rxn37334	acyl-coenzyme A ligase	-2.51	0.35	>
rxn37335	acyl-coenzyme A ligase	-2.51	0.35	>
rxn37336	acyl-coenzyme A ligase	-2.51	0.35	>
rxn37337	acyl-coenzyme A ligase	-2.56	1.54	>
rxn37338	acyl-coenzyme A ligase	-2.51	0.35	>
rxn37339	acyl-coenzyme A ligase	-2.51	0.35	>
rxn37340	acyl-coenzyme A ligase	-2.51	0.35	>
rxn37341	acyl-coenzyme A ligase	-2.51	0.35	>
rxn37342	RXN-8005.c.metaexp.CPD-12575	41.93	36983.13	=
rxn37343	RXN-8006.c.metaexp.CPD-12575	-20.02	2.27	>
rxn37345	RXN-8011.c.metaexp.CPD-12575	-13.24	1.07	>
rxn37347	RXN-8118.c.metaexp.NADP_NADPH	3.35	0.27	=
rxn37348	RXN-8118.c.metaexp.NAD_NADH	3.32	0.26	=
rxn37349	UDP-glucose:delphinidin 3-O-(6''-O-malonyl)-beta-D-glucoside 3'-O-glucosyltransferase	-12.83	1.07	>
rxn37350	RXN-8234.c.metaexp.CPD-12575	-13.08	1.07	>
rxn37351	RXN-8289.c.metaexp.CPD-12575	-3.06	0.52	=
rxn37352	RXN-8290.c.metaexp.CPD-12575	-3.06	0.52	=
rxn37353	RXN-8354.c.metaexp.CPD-12575	-12.28	1.05	>
rxn37354	RXN-8355.c.metaexp.CPD-12575	4.18	2.41	=
rxn37355	RXN-8453.c.metaexp.CPD-12575	-12.26	1.05	>
rxn37356	RXN-8455.c.metaexp.CPD-12575	-13.18	1.07	>
rxn37357	RXN-8472.c.metaexp.CPD-12575	-5.27	0.52	=
rxn37358	RXN-8474.c.metaexp.CPD-12575	-5.27	0.52	=
rxn37359	RXN-8476.c.metaexp.CPD-12575	-5.27	0.52	=
rxn37360	RXN-8477.c.metaexp.CPD-12575	-3.06	0.52	=
rxn37361	RXN-8707.c.metaexp.NADP_NADPH	-105.79	0.9	>
rxn37362	RXN-8707.c.metaexp.NAD_NADH	-105.82	0.9	>
rxn37363	RXN-8707.r.metaexp.NADP_NADPH	-105.79	0.9	>
rxn37364	RXN-8707.r.metaexp.NAD_NADH	-105.82	0.9	>
rxn37365	4-nitrophenol 4-monooxygenase	10.83	23900.57	=
rxn37366	RXN-8774.c.metaexp.ARABINOSE_NADP_NADPH	-3.0	0.53	=
rxn37367	RXN-8774.c.metaexp.ARABINOSE_NAD_NADH	-2.97	0.53	=
rxn37368	RXN-8774.c.metaexp.BETA-L-ARABINOSE_NADP_NADPH	-3.0	0.53	=
rxn37369	RXN-8774.c.metaexp.BETA-L-ARABINOSE_NAD_NADH	-2.97	0.53	=
rxn37370	RXN-8774.c.metaexp.CPD-12045_NADP_NADPH	-3.68	0.46	=
rxn37371	RXN-8774.c.metaexp.CPD-12046_NADP_NADPH	-3.68	0.46	=
rxn37372	RXN-8775.c.metaexp.NAD_NADH	-8.89	0.48	=
rxn37373	RXN-8848.c.metaexp.NADP_NADPH	-54.94	23901.7	=
rxn37374	RXN-8848.c.metaexp.NAD_NADH	-54.97	23901.7	=
rxn37375	RXN-8880.c.metaexp.CPD-12575	-3.88	0.56	=
rxn37376	RXN-8882.c.metaexp.CPD-12575	38.18	25051.08	=
rxn37377	RXN-8887.c.metaexp.CPD-12575	-5.27	0.52	=
rxn37378	RXN-8941.c.metaexp.NADP_NADPH	-93.71	0.74	>
rxn37379	RXN-8941.c.metaexp.NAD_NADH	-93.74	0.74	>
rxn37380	RXN-8943.c.metaexp.NADP_NADPH	4.86	0.25	=
rxn37381	RXN-8943.c.metaexp.NAD_NADH	4.89	0.24	=
rxn37382	RXN-8945.c.metaexp.NADP_NADPH	-9.3	0.5	=
rxn37383	RXN-8945.c.metaexp.NAD_NADH	-9.26	0.5	=
rxn37384	RXN-8955.c.metaexp.NADP_NADPH	0.29	0.38	=
rxn37385	RXN-8955.c.metaexp.NAD_NADH	0.26	0.38	=
rxn37386	octaprenyl pyrophosphate synthetase	-93.18	3.51	>
rxn37387	RXN-9002.c.metaexp.CPD-12575	0.85	0.65	=
rxn37392	RXN-9012.c.metaexp.CPD-12575	0.46	0.65	=
rxn37393	RXN-9013.c.metaexp.CPD-12575	0.85	0.65	=
rxn37394	RXN-9014.c.metaexp.CPD-12575	0.85	0.65	=
rxn37398	RXN-9036.c.metaexp.CPD-12575_CPD-9488	0.46	0.65	=
rxn37404	RXN-9065.c.metaexp.NADP_NADPH	-105.96	0.91	>
rxn37405	RXN-9065.c.metaexp.NAD_NADH	-105.96	0.91	>
rxn37406	RXN-9148.c.metaexp.CPD-12575	-2.92	0.52	=
rxn37407	RXN-9154.c.metaexp.CPD-12575	-5.27	0.52	=
rxn37408	RXN-9159.c.metaexp.NAD_NADH	0.26	0.38	=
rxn37409	RXN-9276.c.metaexp.NADP_NADPH	2.7	1.23	=
rxn37410	RXN-9276.c.metaexp.NAD_NADH	2.67	1.23	=
rxn37411	RXN-9372.c.metaexp.CPD-12575	-3.06	0.52	=
rxn37412	limonene,NAD(P)H:oxygen oxidoreductase	-129.18	25053.06	=
rxn37413	limonene,NAD(P)H:oxygen oxidoreductase	-129.21	25053.06	=
rxn37414	limonene,NAD(P)H:oxygen oxidoreductase	-129.18	25053.06	=
rxn37415	limonene,NAD(P)H:oxygen oxidoreductase	-129.21	25053.06	=
rxn37416	limonene,NAD(P)H:oxygen oxidoreductase	-129.18	25053.06	=
rxn37417	limonene,NAD(P)H:oxygen oxidoreductase	-129.21	25053.06	=
rxn37418	limonene,NAD(P)H:oxygen oxidoreductase	-129.18	25053.06	=
rxn37419	limonene,NAD(P)H:oxygen oxidoreductase	-129.21	25053.06	=
rxn37420	RXN-9437.c.metaexp.CPD-12575	4.3	2.41	=
rxn37421	RXN-9480.c.metaexp.NADP_NADPH	-4.76	0.24	=
rxn37422	RXN-9480.c.metaexp.NAD_NADH	-4.79	0.24	=
rxn37426	RXN-9703.c.metaexp.NAD_NADH	-102.23	1.14	>
rxn37427	RXN-9703.v.metaexp.NADP_NADPH	-102.2	1.14	>
rxn37428	RXN-9703.v.metaexp.NAD_NADH	-102.23	1.14	>
rxn37429	RXN-9715.c.metaexp.CPD-12575	4.12	2.41	=
rxn37430	RXN-9751.c.metaexp.CPD-12575	-9.94	0.81	>
rxn37433	RXN0-3381.c.metaexp.NADP_NADPH	8.86	23900.57	=
rxn37434	RXN0-3381.c.metaexp.NAD_NADH	7.09	23900.57	=
rxn37435	RXN0-5120.c.metaexp.CPD-12575	-3.06	0.52	=
rxn37436	RXN0-5120.p.metaexp.CPD-12575	-3.06	0.52	=
rxn37437	RXN0-5125.c.metaexp.CPD-12575	-3.06	0.52	=
rxn37438	RXN0-5126.c.metaexp.CPD-12575	-3.06	0.52	=
rxn37439	RXN0-5186.c.metaexp.BETA-D-FRUCTOSE	-2.84	0.45	>
rxn37440	sn-glycerol 3-phosphate:ubiquinone oxidoreductase	-26.06	1.49	>
rxn37441	sn-glycerol 3-phosphate:ubiquinone oxidoreductase	-26.06	1.49	>
rxn37442	sn-glycerol 3-phosphate:ubiquinone oxidoreductase	-26.06	1.49	>
rxn37443	sn-glycerol 3-phosphate:ubiquinone oxidoreductase	-26.06	1.49	>
rxn37444	sn-glycerol 3-phosphate:ubiquinone oxidoreductase	-26.06	1.49	>
rxn37445	anaerobic glycerol-3-phosphate dehydrogenase	-0.27	1.18	=
rxn37446	anaerobic glycerol-3-phosphate dehydrogenase	-0.27	1.18	=
rxn37447	anaerobic glycerol-3-phosphate dehydrogenase	-5.62	1.48	=
rxn37448	anaerobic glycerol-3-phosphate dehydrogenase	-26.06	1.49	>
rxn37449	anaerobic glycerol-3-phosphate dehydrogenase	-26.06	1.49	>
rxn37450	anaerobic glycerol-3-phosphate dehydrogenase	-0.27	1.18	=
rxn37451	anaerobic glycerol-3-phosphate dehydrogenase	-5.62	1.48	=
rxn37452	ubiquinol oxidase	-44.73	3.06	>
rxn37453	ubiquinol oxidase	-44.73	3.06	>
rxn37454	RXN0-6369.p.metaexp.CPD-9956_UBIQUINONE-8	-2.12	1.79	=
rxn37455	RXN0-6369.p.metaexp.CPD-9957_UBIQUINONE-9	-2.12	1.79	=
rxn37456	RXN0-6369.p.metaexp.CPD-9958_UBIQUINONE-10	-2.12	1.79	=
rxn37457	cis-abscisic alcohol monooxygenase	-98.19	0.78	>
rxn37458	cis-abscisic alcohol monooxygenase	-98.16	0.78	>
rxn37459	trans-abscisic alcohol monooxygenase	-98.19	0.78	>
rxn37460	trans-abscisic alcohol monooxygenase	-98.16	0.78	>
rxn37461	RXN66-15.c.metaexp.NADP_NADPH	-93.82	0.74	>
rxn37462	RXN66-15.c.metaexp.NAD_NADH	-93.85	0.74	>
rxn37463	RXN66-15.e.metaexp.NADP_NADPH	-93.82	0.74	>
rxn37464	RXN66-15.e.metaexp.NAD_NADH	-93.85	0.74	>
rxn37465	RXN66-15.r.metaexp.NADP_NADPH	-93.82	0.74	>
rxn37466	RXN66-15.r.metaexp.NAD_NADH	-93.85	0.74	>
rxn37467	RXN66-16.c.metaexp.NADP_NADPH	-104.19	0.8	>
rxn37468	RXN66-16.c.metaexp.NAD_NADH	-104.22	0.8	>
rxn37469	RXN66-16.e.metaexp.NADP_NADPH	-104.19	0.8	>
rxn37470	RXN66-16.e.metaexp.NAD_NADH	-104.22	0.8	>
rxn37471	RXN66-16.r.metaexp.NADP_NADPH	-104.19	0.8	>
rxn37472	RXN66-16.r.metaexp.NAD_NADH	-104.22	0.8	>
rxn37473	RXN66-17.c.metaexp.NADP_NADPH	-118.25	0.75	>
rxn37474	RXN66-17.c.metaexp.NAD_NADH	-118.28	0.75	>
rxn37475	RXN66-17.e.metaexp.NADP_NADPH	-118.25	0.75	>
rxn37476	RXN66-17.e.metaexp.NAD_NADH	-118.28	0.75	>
rxn37477	RXN66-17.r.metaexp.NADP_NADPH	-118.25	0.75	>
rxn37478	RXN66-17.r.metaexp.NAD_NADH	-118.28	0.75	>
rxn37479	RXN66-18.c.metaexp.NADP_NADPH	-5.74	0.96	>
rxn37480	RXN66-18.c.metaexp.NAD_NADH	-5.71	0.96	>
rxn37481	RXN66-20.c.metaexp.NADP_NADPH	-93.82	0.74	>
rxn37482	RXN66-20.c.metaexp.NAD_NADH	-93.85	0.74	>
rxn37483	RXN66-20.e.metaexp.NADP_NADPH	-93.82	0.74	>
rxn37484	RXN66-20.e.metaexp.NAD_NADH	-93.85	0.74	>
rxn37485	RXN66-20.r.metaexp.NADP_NADPH	-93.82	0.74	>
rxn37486	RXN66-20.r.metaexp.NAD_NADH	-93.85	0.74	>
rxn37487	RXN66-21.c.metaexp.NADP_NADPH	-104.19	0.8	>
rxn37488	RXN66-21.c.metaexp.NAD_NADH	-104.22	0.8	>
rxn37489	RXN66-21.e.metaexp.NADP_NADPH	-104.19	0.8	>
rxn37490	RXN66-21.e.metaexp.NAD_NADH	-104.22	0.8	>
rxn37491	RXN66-21.r.metaexp.NADP_NADPH	-104.19	0.8	>
rxn37492	RXN66-21.r.metaexp.NAD_NADH	-104.22	0.8	>
rxn37493	RXN66-22.c.metaexp.NADP_NADPH	-118.25	0.75	>
rxn37494	RXN66-22.c.metaexp.NAD_NADH	-118.28	0.75	>
rxn37495	RXN66-22.e.metaexp.NADP_NADPH	-118.25	0.75	>
rxn37496	RXN66-22.e.metaexp.NAD_NADH	-118.28	0.75	>
rxn37497	RXN66-22.r.metaexp.NADP_NADPH	-118.25	0.75	>
rxn37498	RXN66-22.r.metaexp.NAD_NADH	-118.28	0.75	>
rxn37499	RXN66-23.c.metaexp.NADP_NADPH	-3.43	0.87	>
rxn37500	RXN66-23.c.metaexp.NAD_NADH	-3.4	0.86	>
rxn37501	RXN66-26.c.metaexp.NADP_NADPH	-104.99	1.51	>
rxn37502	RXN66-26.c.metaexp.NAD_NADH	-105.02	1.51	>
rxn37503	RXN66-26.r.metaexp.NADP_NADPH	-104.99	1.51	>
rxn37504	RXN66-26.r.metaexp.NAD_NADH	-105.02	1.51	>
rxn37505	RXN66-310.c.metaexp.NAD_NADH	-93.85	0.74	>
rxn37506	RXN66-310.e.metaexp.NADP_NADPH	-93.82	0.74	>
rxn37507	RXN66-310.e.metaexp.NAD_NADH	-93.85	0.74	>
rxn37508	RXN66-310.r.metaexp.NADP_NADPH	-93.82	0.74	>
rxn37509	RXN66-310.r.metaexp.NAD_NADH	-93.85	0.74	>
rxn37510	RXN66-311.c.metaexp.NAD_NADH	-104.22	0.8	>
