# eQuilibrator estimates as stored in ModelSEED before the 2026-08 regeneration
# units: kcal/mol   source key: thermodynamics['eQuilibrator']
# provenance: Scripts/Thermodynamics/Retrieve_eQuilibrator_Reactions_Energies.py (MetaNetX InChIKey ladder)
id	name	deltag_kcal_per_mol	deltagerr_kcal_per_mol	reversibility
cpd19364	Iopodic acid	79.41	14327.12	
cpd19365	UDP-L-arabinofuranose	-520.7	1.28	
cpd19366	Deltorphin B	243.51	3.14	
cpd19367	Deltorphin C	222.32	3.13	
cpd19369	1,2,3,7,8-Pentachlorodibenzodioxin	-27.73	2.16	
cpd19370	1,2,3,4,7,8-Hexachlorodibenzodioxin	-41.98	2.27	
cpd19371	1,2,3,6,7,8-Hexachlorodibenzodioxin	-41.98	2.27	
cpd19372	1,2,3,7,8,9-Hexachlorodibenzodioxin	-41.98	2.27	
cpd19373	1,2,3,4,6,7,8-Heptachlorodibenzodioxin	-56.23	2.39	
cpd19374	2,3,7,8-Tetrachlorodibenzofuran	76.61	23903.44	
cpd19375	1,2,3,7,8-Pentachlorodibenzofuran	62.36	23903.54	
cpd19376	2,3,4,7,8-Pentachlorodibenzofuran	62.36	23903.54	
cpd19377	1,2,3,4,7,8-Hexachlorodibenzofuran	48.11	23903.64	
cpd19378	1,2,3,7,8,9-Hexachlorodibenzofuran	48.11	23903.64	
cpd19379	1,2,3,6,7,8-Hexachlorodibenzofuran	48.11	23903.64	
cpd19380	2,3,4,6,7,8-Hexachlorodibenzofuran	48.11	23903.64	
cpd19381	1,2,3,4,6,7,8-Heptachlorodibenzofuran	33.86	23903.77	
cpd19382	1,2,3,4,7,8,9-Heptachlorodibenzofuran	33.86	23903.77	
cpd19383	1,2,3,4,6,7,8,9-Octachlorodibenzofuran	19.61	23903.9	
cpd19384	3,4,4',5-Tetrachlorobiphenyl	104.16	0.71	
cpd19385	3,4,5,3',4',5'-Hexachlorobiphenyl	75.66	0.84	
cpd19386	2,3,4,3',4'-Pentachlorobiphenyl	89.91	0.74	
cpd19387	2,3,4,4',5-Pentachlorobiphenyl	89.91	0.74	
cpd19388	2,3',4,4',5-Pentachlorobiphenyl	89.91	0.74	
cpd19389	2,3',4,4',5'-Pentachlorobiphenyl	89.91	0.74	
cpd19390	2,3,3',4,4',5-Hexachlorobiphenyl	75.66	0.84	
cpd19391	2,3,3',4,4',5'-Hexachlorobiphenyl	75.66	0.84	
cpd19392	2,3',4,4',5,5'-Hexachlorobiphenyl	75.66	0.84	
cpd19393	2,3,3',4,4',5,5'-Heptachlorobiphenyl	61.41	0.98	
cpd19397	beta-Funaltrexamine	301.66	23900.57	
cpd19398	Naltrindole	262.72	23900.57	
cpd19400	Norbinaltorphimine	437.42	23900.57	
cpd19401	Geranyl-hydroxybenzoate	156.27	1.44	
cpd19402	3''-Hydroxy-geranylhydroquinone	159.4	1.55	
cpd19403	Deoxyshikonin	50.99	2.89	
cpd19404	Dihydroechinofuran	138.52	2.22	
cpd19405	Dihydroshikonofuran	140.19	1.78	
cpd19406	2''-Adenylylgentamicin A	25.3	16902.93	
cpd19407	2,2',4,4',5,5'-Hexabromodiphenyl ether	70.41	6.3	
cpd19408	2,2',4,4',5,6'-Hexabromodiphenyl ether	70.41	6.3	
cpd19409	2,2',3,3',4',5,6'-Heptabromodiphenyl ether	62.89	7.41	
cpd19410	2,2',3,4,4',5',6-Heptabromodiphenyl ether	62.89	7.41	
cpd19411	Pentachlorobenzene	20.65	0.7	
cpd19412	Perfluorooctanesulfonic acid	-200.41	406679.0	
cpd19413	Perfluorooctylsulfonyl fluoride	0.0	23900.57	
cpd19414	Metiram	10000000.0	10000000.0	
cpd19415	trans-Nonachlor	-54.27	120444.64	
cpd19416	Oxychlordane	-125.76	154688.21	
cpd19418	Octachlorostyrene	20.91	23902.07	
cpd19419	Tributyltin oxide	83.61	1.0	
cpd19420	n-Butylbenzene	170.63	0.71	
cpd19426	Bacteriochlorophyllide b	340.08	23900.57	
cpd19427	3-Vinylbacteriochlorophyllide d	321.16	23900.57	
cpd19428	17-Oxosparteine	102.77	40616.32	
cpd19429	Polyplatillen	10000000.0	10000000.0	
cpd19435	Enterolactone	87.95	1.6	
cpd19436	Enterodiol	116.21	1.41	
cpd19437	Secoisolariciresinol	64.05	2.26	
cpd19440	3-Acetamidopropanal	22.13	0.48	
cpd19441	Resolvin E1	204.87	1.83	
cpd19443	Resolvin E2	243.23	1.88	
cpd19444	Carboxynorspermidine	99.81	1.4	
cpd19445	5,6-Epoxy-18R-HEPE	236.14	2.19	
cpd19446	5S-Hydroperoxy-18R-HEPE	282.21	23900.57	
cpd19447	18R-HEPE	281.58	1.94	
cpd19448	Resolvin D1	246.22	2.15	
cpd19449	Resolvin D2	246.22	2.15	
cpd19450	1,2,3,4,6,7,8,9-Octachlorodibenzo-p-dioxin	-70.48	2.54	
cpd19451	Growth hormone	10000000.0	10000000.0	
cpd19452	Thyroid stimulating hormone	10000000.0	10000000.0	
cpd19453	Luteinizing hormone	10000000.0	10000000.0	
cpd19454	Follicle stimulating hormone	10000000.0	10000000.0	
cpd19455	Chorionic gonadotropin	10000000.0	10000000.0	
cpd19456	Gastrin-14	10000000.0	10000000.0	
cpd19457	Gastrin-34	10000000.0	10000000.0	
cpd19458	Leptin	10000000.0	10000000.0	
cpd19459	Adiponectin	10000000.0	10000000.0	
cpd19460	Resistin	10000000.0	10000000.0	
cpd19461	13-Sophorosyloxydocosanoic acid	205.64	1.92	
cpd19462	Vitamin D4	437.85	25054.9	
cpd19463	Vitamin D5	459.04	25054.93	
cpd19464	11-cis-3-Hydroxyretinal	304.34	2.52	
cpd19465	all-trans-3-Hydroxyretinal	304.34	2.52	
cpd19466	Oxyntomodulin	10000000.0	10000000.0	
cpd19467	Proadrenomedullin N-terminal 20 peptide	10000000.0	10000000.0	
cpd19468	Cathelicidin	10000000.0	10000000.0	
cpd19469	Erythropoietin	10000000.0	10000000.0	
cpd19470	Prolactin	10000000.0	10000000.0	
cpd19471	8-Methyl-6-nonenoic acid	112.72	0.71	
cpd19472	2,2',4,4',5-Pentabromodiphenyl ether	77.92	5.21	
cpd19473	2,2',4,5'-Tetrabromodiphenyl ether	85.44	4.13	
cpd19474	2,2',4,4'-Tetrabromodiphenyl ether	85.44	4.13	
cpd19475	cis-11-Methyl-2-dodecenoic acid	176.28	0.95	
cpd19476	Activin AB	10000000.0	10000000.0	
cpd19477	Activin B	10000000.0	10000000.0	
cpd19478	Placental lactogen	10000000.0	10000000.0	
cpd19479	Isopimara-7,15-diene	245.04	32838.21	
cpd19482	Jamaicamide C	366.42	3.04	
cpd19483	Bis(4-hydroxyphenyl)methanol	45.42	1.31	
cpd19484	4-Hydroxyphenyl-4-hydroxybenzoate	-10.79	1.39	
cpd19485	16-Feruloyloxypalmitate	208.22	1.88	
cpd19486	16-Hydroxypalmitate	202.99	1.26	
cpd19487	Palustradienol	190.43	32838.49	
cpd19488	Palustradienal	180.19	32838.51	
cpd19489	Isopimaradienol	207.74	32838.16	
cpd19490	Isopimaradienal	197.49	32838.19	
cpd19491	Stemar-13-ene	311.62	23900.57	
cpd19492	Stemod-13(17)-ene	311.62	23900.57	
cpd19493	9beta-Pimara-7,15-diene	245.04	32838.21	
cpd19494	ent-Cassa-12,15-diene	238.41	32838.2	
cpd19495	ent-Pimara-8(14),15-diene	245.04	32838.21	
cpd19496	Fusicocca-2,10(14)-diene	219.48	32838.49	
cpd19497	Calcitroic acid	180.98	25054.42	
cpd19499	Cytochrome cL	10000000.0	10000000.0	
cpd19500	Reduced cytochrome cL	10000000.0	10000000.0	
cpd19501	S-(Hydroxymethyl)mycothiol	-137.5	2.19	
cpd19502	1,2,3,4-Tetrachlorobenzene	32.82	0.7	
cpd19503	Molybdoenzyme molybdenum cofactor	116.02	23900.57	
cpd19504	cis-Chlorobenzene dihydrodiol	-51.33	95606.2	
cpd19505	Precursor Z	126.4	23900.57	
cpd19506	Tetrachlorocatechol	-84.5	2.77	
cpd19507	Tetrachloro-cis,cis-muconate	-131.15	95606.28	
cpd19508	2,3,5-Trichlorodienelactone	-142.27	71704.27	
cpd19509	2,3,5-Trichloromaleylacetate	-168.35	47803.25	
cpd19510	2,4-Dichloro-3-oxoadipate	-156.47	1.09	
cpd19511	8-epi-Cedrol	253.19	23900.57	
cpd19512	1,1,1-Trichloroethane	12.72	0.7	
cpd19513	1,1-Dichloroethane	22.54	0.7	
cpd19514	Chloroethane	39.89	0.7	
cpd19515	cis-4,5-Dihydroxy-4,5-dihydropyrene	98.78	47804.03	
cpd19516	4,5-Dihydroxypyrene	68.49	47804.17	
cpd19517	Pyrene-4,5-dione	49.04	47804.17	
cpd19518	Phenanthrene-4,5-dicarboxylate	-12.75	2.69	
cpd19519	Phenanthrene-4-carboxylate	77.35	2.62	
cpd19520	Pyrene-4,5-oxide	97.38	23900.57	
cpd19521	trans-4,5-Dihydroxy-4,5-dihydropyrene	98.78	47804.03	
cpd19522	cis-3,4-Phenanthrenedihydrodiol-4-carboxylate	14.09	3.18	
cpd19523	Pyrene-1,6-dione	79.16	47805.36	
cpd19524	Pyrene-1,8-dione	79.16	47805.36	
cpd19525	1-Methoxypyrene	140.98	47803.99	
cpd19526	1,6-Dimethoxypyrene	114.9	47804.44	
cpd19527	1-Hydroxy-6-methoxypyrene	91.7	47804.16	
cpd19528	1-Methoxypyrene-6,7-oxide	116.86	23900.57	
cpd19529	1,6-Dihydroxypyrene	68.5	47804.17	
cpd19530	1,8-Dihydroxypyrene	68.5	47804.17	
cpd19531	1-Hydroxypyrene-6,7-oxide	97.37	23900.57	
cpd19532	1-Hydroxypyrene-7,8-oxide	97.37	23900.57	
cpd19533	Pyrene-1,2-oxide	97.38	23900.57	
cpd19534	2-Hydroxypyrene	117.79	47803.92	
cpd19535	1-Pyrenylsulfate	-71.08	50703.62	
cpd19536	Benzo[a]pyrene-cis-4,5-dihydrodiol	138.57	47805.24	
cpd19537	cis-4-(7-Hydroxtpyren-8-yl)-2-oxobut-3-enoate	41.47	47803.92	
cpd19538	cis-4-(8-Hydroxypyren-7-yl)-2-oxobut-3-enoate	41.45	47803.92	
cpd19539	7,8-Dihydropyrene-8-carboxylate	106.92	23900.57	
cpd19540	7,8-Dihydropyrene-7-carboxylate	106.92	23900.57	
cpd19541	Benzo[a]pyrene-cis-7,8-dihydrodiol	143.79	47805.45	
cpd19542	Benzo[a]pyrene-cis-9,10-dihydrodiol	143.79	47805.45	
cpd19543	4,5-Chrysenedicarboxylate	27.04	3.99	
cpd19544	9,10-Dihydroxybenzo[a]pyrene	108.28	47805.44	
cpd19545	4,5-Dihydroxybenzo[a]pyrene	108.28	47805.44	
cpd19546	11,12-Dihydroxybenzo[a]pyrene	108.27	47805.44	
cpd19547	10-Oxabenzo[def]chrysen-9-one	173.39	53447.28	
cpd19548	5-Chrysenecarboxylate	117.14	3.92	
cpd19549	4-Chrysenecarboxylate	117.14	3.92	
cpd19550	Benzo[a]pyrene-cis-11,12-dihydrodiol	138.57	47805.24	
cpd19551	Benzo[a]pyrene-trans-11,12-dihydrodiol	138.57	47805.24	
cpd19552	Benzo[a]pyrene-11,12-epoxide	116.86	23900.57	
cpd19553	Monocyte locomotion inhibitory factor	10000000.0	10000000.0	
cpd19554	Core protein	10000000.0	10000000.0	
cpd19555	Envelope glycoprotein E2	10000000.0	10000000.0	
cpd19556	Serine protease NS3	10000000.0	10000000.0	
cpd19557	Non-structural protein 4A	10000000.0	10000000.0	
cpd19558	Non-structural protein 5A	10000000.0	10000000.0	
cpd19561	Pretetramid	-69.81	5.3	
cpd19562	5a,11a-Dehydrooxytetracycline	-201.61	22519.49	
cpd19563	Anhydrochlortetracycline	-56.15	7509.79	
cpd19564	5a,11a-Dehydrochlortetracycline	-175.26	22519.47	
cpd19566	2,4-Dichlorotoluene	78.57	0.39	
cpd19567	4,6-Dichloro-3-methyl-cis-1,2-dihydroxycyclohexa-3,5-diene	0.31	47803.6	
cpd19568	4,6-Dichloro-3-methylcatechol	-20.16	1.06	
cpd19569	3,5-Dichloro-2-methylmuconate	-86.25	47803.33	
cpd19570	2-Chloro-5-methyl-cis-dienelactone	-90.62	23901.95	
cpd19571	2-Chloro-5-methylmaleylacetate	-121.56	23901.72	
cpd19572	5-Methylmaleylacetate	-109.59	0.56	
cpd19573	2-Methyl-3-oxoadipate	-108.57	0.44	
cpd19574	3,5-Dichloro-2-methylmuconolactone	-99.28	23902.08	
cpd19576	3-Chloro-2-methylmaleylacetate	-122.34	23901.82	
cpd19577	4-Methyl-3-oxoadipate-enol-lactone	-73.44	1.67	
cpd19578	4-Methyl-3-oxoadipate	-108.57	0.44	
cpd19579	LL-37	10000000.0	10000000.0	
cpd19580	Phthalate 3,4-cis-dihydrodiol	-167.02	1.45	
cpd19581	4-Methyl-5-nitrocatechol	-5.24	23902.25	
cpd19583	2,4,5-Trihydroxytoluene	-40.76	1.51	
cpd19585	2-Methylbutyrate	7.81	0.35	
cpd19586	4-Amino-2-nitrotoluene	106.05	23901.93	
cpd19587	(2Z,6Z,10Z,14Z,18Z,22Z,26Z,30Z,34E)-Decaprenyl diphosphate	600.18	5.84	
cpd19588	Mesaconyl-C4-CoA	-491.38	2.07	
cpd19589	(2S)-Methylsuccinyl-CoA	-489.58	1.92	
cpd19590	Feruloylagmatine	167.57	1.85	
cpd19591	p-Coumaroylputrescine	151.55	1.07	
cpd19603	5-Carboxyvanillic acid	-167.68	1.18	
cpd19608	4-n-Butylresorcinol	72.07	1.09	
cpd19609	Adenosine 5'-phosphate disodium	-132.47	0.59	
cpd19611	4-Methoxy potassium salicylate	-77.58	1.09	
cpd19612	5,5'-Dehydrodivanillate	-169.4	2.33	
cpd19613	2,2',3-Trihydroxy-3'-methoxy-5,5'-dicarboxybiphenyl	-192.71	2.05	
cpd19615	Asulam	119.19	41397.75	
cpd19616	4-Aminocatechol	1.27	1.51	
cpd19617	Oxocamphor	40.86	48388.44	
cpd19619	(S)-Chiral alcohol	-46.29	2.47	
cpd19621	(S)-Hemiketal	-120.07	15012.86	
cpd19623	DHK-OH	-98.87	3.94	
cpd19624	Dihydrogranaticin	204.16	23900.57	
cpd19625	Dihydrokalafungin dihydroquinone form	-49.55	3.56	
cpd19626	Mafoprazine mesylate	213.97	4.5	
cpd19627	Tepoxalin	194.73	23900.57	
cpd19628	Firocoxib	155.74	23902.46	
cpd19629	Carprofen	96.68	2.32	
cpd19632	Malachite green	243.26	23900.57	
cpd19635	Stearyltrimethylammonium chloride	478.83	23903.1	
cpd19636	Chlorhexidine acetate	320.9	41305.11	
cpd19637	Tetramethrin	64.75	15013.14	
cpd19638	Clostebol acetate	34.37	61300.38	
cpd19639	Osaterone acetate	-29.53	61300.06	
cpd19642	Menadione sodium bisulfite	-129.33	16902.9	
cpd19643	Calcium propionate	-35.12	0.21	
cpd19645	Calcium iodide	-0.98	23900.57	
cpd19646	Ethylendiamine dihydroiodide	81.57	0.71	
cpd19647	Sodium chondroitin sulfate	10000000.0	10000000.0	
cpd19649	Sodium selenite	-0.87	23900.57	
cpd19650	Sulfadimethoxine sodium	116.2	33802.62	
cpd19651	Sulfamoyldapsone	126.58	23900.57	
cpd19652	Diminazene	135.22	31589.89	
cpd19653	Nicarbazin	132.38	47803.74	
cpd19654	Emodepside	705.22	16.89	
cpd19655	Dithiazanine iodide	223.78	23900.57	
cpd19656	Bromofenofos	47.03	23900.57	
cpd19657	Disophenol	19.28	23900.57	
cpd19658	Anilofos	185.02	23900.57	
cpd19659	Cadusafos	223.98	23900.57	
cpd19660	Methyridine	118.8	0.86	
cpd19662	Dichlofenthion	126.6	23900.57	
cpd19663	Ethephon	-161.28	1.74	
cpd19664	Disulfoton	185.02	23900.57	
cpd19665	Fosetyl	58.24	23900.57	
cpd19666	Fosthiazate	175.29	23900.57	
cpd19667	Pirimiphos-methyl	194.76	23900.57	
cpd19668	Profenofos	146.07	23900.57	
cpd19669	Prothiofos	146.07	23900.57	
cpd19670	Pyraclofos	175.29	23900.57	
cpd19671	Tolclofos-methyl	107.12	23900.57	
cpd19674	Etofenprox	263.17	2.72	
cpd19676	Silafluofen	282.41	23900.57	
cpd19678	Alanycarb	195.03	27867.89	
cpd19679	Benthiavalicarb isopropyl	222.51	33802.51	
cpd19680	Carbosulfan	339.59	23904.58	
cpd19681	Desmedipham	238.52	47802.84	
cpd19682	Isoprocarb	187.88	23901.55	
cpd19683	Oxamyl	55.64	27866.15	
cpd19684	Phenmedipham	236.92	47802.88	
cpd19685	Propamocarb hydrochloride	219.69	33801.68	
cpd19686	Pyributicarb	214.24	23900.57	
cpd19688	Metam-sodium	38.76	23900.57	
cpd19689	Cumyluron	230.85	1.84	
cpd19691	Daimuron	243.44	1.97	
cpd19692	Diuron	99.33	2.1	
cpd19693	Flucetosulfuron	2.55	44446.98	
cpd19695	Iodosulfuron-methyl-sodium	8.96	37473.36	
cpd19696	Isouron	165.48	23900.57	
cpd19697	Karbutilate	230.53	23903.41	
cpd19699	Siduron	215.75	2.31	
cpd19700	Tebuthiuron	155.81	23900.57	
cpd19702	Azimsulfuron	145.85	23900.57	
cpd19703	Cyclosulfamuron	45.28	37472.46	
cpd19704	Ethoxysulfuron	165.35	23900.57	
cpd19705	Flazasulfuron	-4.44	80904.62	
cpd19706	Halosulfuron-methyl	135.98	23900.57	
cpd19707	Imazosulfuron	16.13	44447.25	
cpd19708	Pyrazosulfuron-ethyl	165.31	23900.57	
cpd19709	Chloropicrin	-13.86	23901.7	
cpd19710	Dienochlor	-19.51	239015.31	
cpd19711	Methyl bromide	20.05	23901.51	
cpd19712	Methyl iodide	20.05	23901.51	
cpd19713	Amobam	57.65	23900.57	
cpd19714	Propineb	77.13	23900.57	
cpd19715	Tetradifon	104.16	23901.28	
cpd19716	Benfuresate	155.81	23900.57	
cpd19717	Bispyribac-sodium	-59.98	5.64	
cpd19718	Chlorantraniliprole	136.02	23900.57	
cpd19720	Cyproconazole	175.29	23900.57	
cpd19721	Dazomet	97.38	23900.57	
cpd19722	Diclomezine	77.87	23900.57	
cpd19723	Difenoconazole	165.55	23900.57	
cpd19724	Echlomezole	48.69	23900.57	
cpd19728	Fluopicolide	97.29	71704.61	
cpd19729	Flurprimidol	142.89	71703.96	
cpd19730	Hexaconazole	165.55	23900.57	
cpd19731	Hexythiazox	206.11	23903.15	
cpd19732	Imibenconazole	126.6	23900.57	
cpd19734	Indanofan	141.46	2.54	
cpd19735	Ipconazole	233.71	23900.57	
cpd19736	L-Capreomycidine	73.7	11524.13	
cpd19737	beta-Hydroxyarginine	41.62	1.4	
cpd19739	Mepiquat chloride	155.62	23900.57	
cpd19740	Metconazole	214.24	23900.57	
cpd19742	Oxyquinoline sulfate	75.63	1.16	
cpd19743	Paclobutrazol	194.76	23900.57	
cpd19744	Pefurazoate	222.27	23902.93	
cpd19745	Penoxsulam	126.3	23900.57	
cpd19746	Penthiopyrad	194.76	23900.57	
cpd19747	Probenazole	137.27	23902.37	
cpd19749	Pyriftalid	68.47	2.66	
cpd19750	Pyriminobac-methyl	-24.06	14327.37	
cpd19751	Pyroquilon	107.12	23900.57	
cpd19752	Spiromesifen	217.69	23903.24	
cpd19753	Tebuconazole	214.24	23900.57	
cpd19754	Tetraconazole	107.12	23900.57	
cpd19755	Tolfenpyrad	214.24	23900.57	
cpd19756	Tricyclazole	68.17	23900.57	
cpd19757	Triflumizole	148.53	73121.34	
cpd19758	Uniconazole P	175.29	23900.57	
cpd19759	Etoxazole	173.76	2.86	
cpd19760	Oxadiazon	175.29	23900.57	
cpd19761	Cafenstrole	214.24	23900.57	
cpd19763	Dimethenamid	128.94	23902.64	
cpd19764	Etobenzanid	95.14	1.33	
cpd19765	Fentrazamide	194.76	23900.57	
cpd19766	Flutolanil	138.07	71704.22	
cpd19767	Furametpyr	194.76	23900.57	
cpd19768	Isoxaben	233.71	23900.57	
cpd19769	Thifluzamide	29.89	145387.63	
cpd19772	Clothianidin	64.1	36711.85	
cpd19773	Dinotefuran	82.55	27865.8	
cpd19775	Nitenpyram	221.64	23903.22	
cpd19777	Thiamethoxam	91.55	39612.89	
cpd19779	Chromafenozide	252.43	3.08	
cpd19780	Cyflufenamid	31.4	73123.03	
cpd19789	Methoxyfenozide	230.34	2.9	
cpd19790	Tebufenozide	277.66	2.74	
cpd19791	Fluazifop	6.29	71703.58	
cpd19792	MCPA	-21.37	0.94	
cpd19793	2-Methyl-4-chlorophenoxybutyric acid	21.01	0.96	
cpd19794	Quizalofop-ethyl	101.0	2.22	
cpd19795	Clomeprop	123.98	1.28	
cpd19796	Ethychlozate	107.12	23900.57	
cpd19797	alpha-Naphthylacetamide	118.62	1.42	
cpd19798	1-Naphthaleneacetic acid sodium salt	58.75	1.36	
cpd19799	Acequinocyl	218.82	2.38	
cpd19800	Benzobicyclon	111.3	36985.85	
cpd19801	Dimethametryn	88.81	36934.54	
cpd19802	Prohydrojasmon	160.01	1.88	
cpd19803	Sethoxydim	159.41	14326.04	
cpd19804	Tepraloxydim	97.09	14326.1	
cpd19806	Prometryn	67.72	36934.54	
cpd19807	Flupoxam	136.33	23900.57	
cpd19808	Simeconazole	194.76	23900.57	
cpd19811	Boscalid	178.43	1.59	
cpd19812	Mepronil	171.88	1.59	
cpd19813	Diflufenican	40.81	71704.7	
cpd19814	Tiadinil	97.38	23900.57	
cpd19815	Fluoroimide	-44.44	47803.54	
cpd19817	Spirodiclofen	153.17	23902.94	
cpd19818	Pyraflufen-ethyl	126.6	23900.57	
cpd19819	Benzofenap	194.76	23900.57	
cpd19820	Pyrazoxyfen	155.81	23900.57	
cpd19821	Milbemectin	79.98	50507.9	
cpd19823	Metominostrobin	61.06	14325.87	
cpd19824	Orysastrobin	-71.62	57300.27	
cpd19825	Pyraclostrobin	175.29	23900.57	
cpd19826	Trifloxystrobin	17.21	77216.29	
cpd19827	Bensultap	213.77	23900.57	
cpd19828	Glyphosate-isopropylammonium	-26.87	23902.01	
cpd19829	Glyphosate-monoammonium	-26.87	23902.01	
cpd19831	Thallium sulfate	-0.77	23900.57	
cpd19832	Iminoctadine acetate	482.68	3.13	
cpd19833	Indoxacarb	111.36	79272.3	
cpd19834	Chloridazon	77.9	23900.57	
cpd19835	Oxaziclomefone	217.83	3.1	
cpd19836	Oxpoconazole fumarate	288.68	2.97	
cpd19839	Quinoxaline	122.56	0.89	
cpd19840	Clofentezine	77.9	23900.57	
cpd19841	Diquat	171.93	47802.7	
cpd19843	Ferimzone	63.55	34570.31	
cpd19845	Amisulbrom	126.6	23900.57	
cpd19846	Butralin	247.18	47803.74	
cpd19847	Dimethomorph	171.68	3.65	
cpd19848	Quinoclamin	16.97	23903.19	
cpd19849	Chlormequat	122.88	23902.54	
cpd19850	Calcium formate	9.54	23900.57	
cpd19851	Methyl isothiocyanate	29.21	23900.57	
cpd19852	Sodium fluoroacetate	-68.05	23901.52	
cpd19853	Bifenazate	234.19	23902.41	
cpd19855	Famoxadone	219.58	23903.03	
cpd19856	Pentoxazone	102.19	23902.59	
cpd19857	Fenhexamid	116.74	2.17	
cpd19858	Bentazone-sodium	116.53	33802.21	
cpd19859	Fluacrypyrim	114.68	71703.88	
cpd19860	Bromadiolone	268.98	23903.92	
cpd19861	Dicamba	-56.8	0.92	
cpd19862	Imazamox	120.94	1.95	
cpd19863	Coumafuryl	104.59	33803.79	
cpd19864	Dalapon	-56.75	1.25	
cpd19865	Sodium oleate	281.65	1.43	
cpd19867	Pyrimidifen	291.93	2.03	
cpd19868	Forchlorfenuron	142.48	1.59	
cpd19869	Pyriproxyfen	159.59	3.15	
cpd19870	Potassium bicarbonate	9.54	23900.57	
cpd19872	Mecoprop-P	0.38	1.0	
cpd19873	Clethodim	144.77	14326.08	
cpd19874	Monoammonium glycyrrhizinate	-92.21	100209.77	
cpd19875	Phthalide	-32.74	1.94	
cpd19876	Nonoxynol-9 iodine	10000000.0	10000000.0	
cpd19878	Pyridaben	243.45	23900.57	
cpd19883	4-Dimethylamino-L-phenylalanine	116.72	1.88	
cpd19884	3-Hydroxypicolinic acid	-53.9	0.57	
cpd19885	3-Hydroxyquinaldic acid	-14.09	1.17	
cpd19886	L-Homotyrosine	27.93	0.68	
cpd19887	L-Phenylglycine	34.81	0.63	
cpd19888	Quinoxaline-2-carboxylic acid	32.84	0.89	
cpd19889	4-Nitrobenzoic acid	38.76	23900.57	
cpd19890	Metalaxyl-M	106.02	2.07	
cpd19891	Thiadiazin	214.23	23900.57	
cpd19893	Nogalaviketone	-96.15	6.18	
cpd19894	Nogalavinone	-80.28	6.16	
cpd19895	1-OH-Nogalamycinone	-129.53	6.48	
cpd19897	Aclacinomycin T	60.45	23906.48	
cpd19898	Aclacinomycin S	76.87	23906.6	
cpd19899	dTDP-L-2-deoxyfucose	-400.55	1.47	
cpd19900	Aclacinomycin N	133.83	23906.82	
cpd19901	Aclacinomycin A	118.38	23906.87	
cpd19902	Aclacinomycin Y	108.97	23906.93	
cpd19903	epsilon-Rhodomycin T	11.23	23906.78	
cpd19904	15-Demethoxy-epsilon-rhodomycin	-24.41	23906.73	
cpd19905	beta-Rhodomycin	23.89	23906.73	
cpd19906	dTDP-L-rhodosamine	-296.41	23902.44	
cpd19907	Azinphos-ethyl	155.81	23900.57	
cpd19909	Butoxycarboxim	94.02	36711.63	
cpd19910	Calcium arsenate	8.93	23900.57	
cpd19911	Lead arsenate	8.93	23900.57	
cpd19912	Ethiofencarb	194.59	23901.93	
cpd19913	Furathiocarb	276.03	47805.13	
cpd19914	Methiocarb	191.37	23902.28	
cpd19916	DNOC	48.5	23900.57	
cpd19917	Chlorfenvinphos	136.33	23900.57	
cpd19918	Demeton-S-methyl	146.07	23900.57	
cpd19919	Dicrotophos	155.81	23900.57	
cpd19920	Triazophos	155.81	23900.57	
cpd19921	Famphur	155.81	23900.57	
cpd19922	Fenamiphos	268.84	23902.43	
cpd19923	Heptenophos	116.86	23900.57	
cpd19924	Mecarbam	194.76	23900.57	
cpd19925	Omethoate	116.86	23900.57	
cpd19926	Monocrotophos	136.11	23900.57	
cpd19927	Oxydemeton-methyl	146.07	23900.57	
cpd19928	Thiometon	146.07	23900.57	
cpd19929	Vamidothion	175.29	23900.57	
cpd19930	Methamidophos	77.9	23900.57	
cpd19931	Formetanate	150.65	28649.45	
cpd19932	Propetamphos	194.76	23900.57	
cpd19934	Dinoterb	106.92	23900.57	
cpd19935	Methylmercury	38.95	23900.57	
cpd19937	Zinc phosphide	10000000.0	10000000.0	
cpd19938	Fluoroacetamide	-8.19	23901.63	
cpd19939	alpha-Chlorohydrin	-18.46	0.42	
cpd19940	Chlorethoxyfos	107.12	23900.57	
cpd19942	2,3-Dehydro-UWM6	10.61	5.22	
cpd19943	Jadomycin A	30.18	7509.75	
cpd19944	C1'-C9-Glycosylated UWM6	272.39	23900.57	
cpd19945	11-Deoxylandomycinone	-35.5	7509.69	
cpd19946	Landomycin H	-28.23	7509.31	
cpd19947	Landomycin D	-61.11	7509.75	
cpd19948	Landomycin E	-4.16	7509.97	
cpd19949	Chlormephos	116.86	23900.57	
cpd19950	Ethoprophos	185.02	23900.57	
cpd19951	Mevinphos	126.6	23900.57	
cpd19952	Phosphamidon	185.02	23900.57	
cpd19953	Phorate	165.55	23900.57	
cpd19955	Tebupirimfos	223.98	23900.57	
cpd19956	Terbufos	204.5	23900.57	
cpd19957	Brodifacoum	307.33	23905.28	
cpd19958	Difethialone	265.03	23905.47	
cpd19959	Flocoumafen	275.97	75586.34	
cpd19960	Bromethalin	138.61	86180.97	
cpd19962	(-)-Jasmonoyl-L-isoleucine	162.16	2.02	
cpd19963	Ametryn	45.93	36934.52	
cpd19964	Azaconazole	107.12	23900.57	
cpd19965	Azamethiphos	97.38	23900.57	
cpd19966	Bensulide	233.71	23900.57	
