# eQuilibrator estimates as stored in ModelSEED before the 2026-08 regeneration
# units: kcal/mol   source key: thermodynamics['eQuilibrator']
# provenance: Scripts/Thermodynamics/Retrieve_eQuilibrator_Reactions_Energies.py (MetaNetX InChIKey ladder)
id	name	deltag_kcal_per_mol	deltagerr_kcal_per_mol	reversibility
cpd10632	m-(beta-Acetyl-alpha-ethyl-p-hydroxyphenethyl)benzoic acid	101.31	1.36	
cpd10634	6beta-(Dimethylamino)-3beta,5-dihydroxy-5alpha-pregnan-20-one	188.67	57995.83	
cpd10635	N-[(4-Chlorophenyl)methyl]-N-ethyl-2-pyridinamine	227.9	2.07	
cpd10636	6alpha-Methyl-11beta,17alpha-dihydroxyprogesterone	36.85	56448.73	
cpd10637	2,3-Dihydro-2-(4-hydroxyphenyl)-5,6,7,8-tetramethoxy-4H-1- benzopyran-4-one	-51.87	3.82	
cpd10638	2-(2,4,5-Trimethoxyphenyl)-5,6,7,8-tetramethoxy-4H-1-benzopyran-4- one	-57.37	23906.74	
cpd10639	2-(2,5-Dimethoxyphenyl)-5,6,7,8-tetramethoxy-4H-1-benzopyran-4-one	-31.29	23905.93	
cpd10640	2-(3,5-Dimethoxyphenyl)-5,6,7,8-tetramethoxy-4H-1-benzopyran-4-one	-31.29	23905.93	
cpd10641	3-Methoxy-16-methyl-estra-2,5(10)-diene-16beta,17beta-diol	10.13	44492.55	
cpd10642	1-Dehydro-15alpha-hydroxytestololactone	-26.03	56448.48	
cpd10643	17-Propylestra-1,3,5(10)-triene-3,17beta-diol diacetate	113.84	32838.69	
cpd10644	2-(4-Ethoxyphenyl)-5,6,7,8-tetramethoxy-4H-1-benzopyran-4-one	15.98	23905.14	
cpd10645	3-[(2,6-Dichlorobenzylidene)amino]-6H-dibenzo[b,d]pyran-6-one	137.6	27867.02	
cpd10646	3-[(2,4-Dichlorobenzylidene)amino]-6H-dibenzo[b,d]pyran-6-one	137.6	27867.02	
cpd10647	3-[(2-Chlorobenzylidene)amino]-6H-dibenzo[b,d]pyran-6-one	151.85	27867.01	
cpd10648	3-Amino-6H-dibenzo[b,d]pyran-6-one	145.94	23903.49	
cpd10649	2-(3,4,5-Trimethoxyphenyl)-5,6,7,8-tetramethoxy-4H-1-benzopyran-4- one	-57.37	23906.74	
cpd10650	17-Methylandrosta-4,6-diene-3beta,17beta-diol 3-acetate	78.49	56448.97	
cpd10651	17beta-(Acetylthio)estra-1,3,5(10)-trien-3-ol acetate	93.28	32838.61	
cpd10652	2alpha-Methylandrosterone	96.93	56449.17	
cpd10653	3beta-(Acetyloxy)-5beta-methyl-6beta-chloroestr-9-en-17-one	36.8	56449.06	
cpd10654	17a-Aza-D-homoandrost-5-en-3beta-ol	140.58	56448.89	
cpd10655	Estra-1,3,5(10),16-tetraen-3-ol benzoate	146.82	32838.42	
cpd10656	1alpha,5alpha-Dimercaptoandrostane-3alpha,17beta-diol	143.76	75157.4	
cpd10657	3beta-Hydroxy-16beta-(hydroxymethyl)-5alpha-androstan-17-one	59.62	56449.13	
cpd10658	17-Hydroxy-5alpha,17alpha-pregn-1-en-3-one	107.91	56449.19	
cpd10659	2-[4-(Acetyloxy)phenyl]-5,6,7,8-tetramethoxy-4H-1-benzopyran-4-one	-32.89	23904.49	
cpd10660	11alpha-Hydroxy-12alpha-methyl-pregn-4-ene-3,20-dione	78.17	56448.65	
cpd10661	N-(6-Oxo-6H-dibenzo[b,d]pyran-3-yl)methanesulfonamide	171.48	33803.37	
cpd10662	17beta-[Bis(2-hydroxyethyl)amino]androst-5-en-3beta-ol	152.09	61300.54	
cpd10663	1-[2-Bromo-1-(4-chlorophenyl)ethenyl]-2-chlorobenzene	162.04	23901.91	
cpd10664	3-(2,4-Cyclopentadien-1-ylidene)pregn-4-en-20-one	202.4	56449.87	
cpd10665	4',6-Dihydroxy-5,7-dimethoxyflavanone	-48.99	2.83	
cpd10666	2alpha-(Hydroxymethyl)-5alpha-androstane-3beta,17beta-diol	75.06	56449.14	
cpd10667	N-(6-Oxo-6H-dibenzo[b,d]pyran-3-yl)-2,2,2-trifluoroacetamide	93.68	75584.71	
cpd10668	Adopron	99.95	32838.33	
cpd10669	S-(17beta-Hydroxy-3-oxoandrost-4-en-7alpha-yl)propanethioate	78.03	56448.77	
cpd10670	3-Methoxy-16-methylestra-1,3,5(10)-triene-16beta,17beta-diol 17-acetate	55.52	32838.62	
cpd10671	D-Homo-17a-oxa-5alpha-androstan-3beta-ol	109.75	56449.42	
cpd10672	3alpha,21-Dihydroxy-D-homo-5beta-pregn-17a(20)-en-11-one	92.35	56449.48	
cpd10673	2alpha-(Hydroxymethyl)-17-methyl-5alpha-androstane-3beta,17beta-diol	94.44	56449.26	
cpd10674	17beta-Hydroxy-2alpha-(methoxymethyl)-5alpha-androstan-3-one	89.84	56449.15	
cpd10675	3beta-Cyclopentyl-5alpha-androstan-17beta-ol	220.76	56450.32	
cpd10676	16beta-Methyl-D-homo-17a-oxa-5alpha-androstane-3,17-dione	55.12	56449.23	
cpd10677	3beta-Fluoro-5beta-pregnan-20-one	152.77	61301.0	
cpd10678	6beta,17-Dimethyl-5alpha-androstane-3beta,17beta-diol	131.75	56449.3	
cpd10679	6beta-Hydroxy-D-homo-17a-oxaandrost-4-ene-3,17-dione	-16.62	56448.5	
cpd10680	17-Hydroxy-3-oxo-19-nor-5beta,17alpha-pregnane-21-carboxylic acid, gamma-lactone	15.04	60774.21	
cpd10681	6-Hydroxy-4',5,7-trimethoxyflavone	-2.33	23903.86	
cpd10682	4'-Hydroxy-5,6,7-trimethoxyflavone	-2.35	23903.86	
cpd10683	2,3-Dihydroxycyclopentaneundecanoic acid	142.36	1.88	
cpd10685	Cyclic-3,20-bis(1,2-ethanediyl acetal)-11alpha-(acetyloxy)-5alpha,6alpha-epoxypregnane-3,20-dione	389.52	23900.57	
cpd10686	3beta,21-Dihydroxy-4,4,14-trimethyl-5alpha-pregn-8-en-20-one	183.02	75157.58	
cpd10687	3-(Acetyloxy)-9-mercaptoandrosta-3,5-diene-11,17-dione	30.1	75157.08	
cpd10688	3-Methoxy-16-octylestra-1,3,5(10)-triene-16beta,17beta-diol	216.46	32838.65	
cpd10689	3-Methoxy-16-ethylestra-1,3,5(10)-triene-16beta,17beta-diol	89.34	32838.56	
cpd10690	12-(2,3-Dihydroxycyclopentyl)-2-dodecanone	223.76	1.94	
cpd10691	6-Hydroxy-4',5,7-trimethoxyflavanone	-25.79	3.11	
cpd10692	17beta-(1H-Imidazol-4-yl)androst-5-en-3beta-ol	183.8	56448.5	
cpd10693	10-Hydroxyestra-1,4-dien-3-one acetate	23.49	56448.81	
cpd10694	17beta-(Benzoyloxy)-B-norandrost-4-en-3-one	84.45	56448.5	
cpd10695	3beta-(Acetyloxy)-5alpha-androst-16-ene-16-carboxaldehyde	77.35	56449.35	
cpd10696	11alpha,15alpha-Dihydroxypregn-4-ene-3,20-dione	17.47	56448.56	
cpd10697	17-Hydroxy-19-nor-17alpha-pregn-5(10)-en-3-one	39.33	44492.6	
cpd10698	16beta-Chlorotestosterone	51.07	56448.59	
cpd10699	4-Aminoestra-1,3,5(10)-triene-3,17beta-diol	78.45	32838.92	
cpd10700	2-Aminoestradiol	78.44	32838.92	
cpd10702	1,2,3,4,4a,9,10,10a-Octahydro-6-hydroxy-7-isopropyl-1,4a-dimethyl-1- phenanthrenemethanol	292.14	23900.57	
cpd10703	17beta-Hydroxyandrost-4-ene-3,11-dione propionate	18.29	56448.69	
cpd10704	16beta-Chloroandrost-4-ene-3,17-dione	35.63	56448.61	
cpd10705	11beta,17beta-Dihydroxy-6alpha,17-dimethylandrost-4-en-3-one	64.74	56448.72	
cpd10706	17beta-Hydroxy-2,17-dimethyl-5alpha-androst-1-en-3-one	100.95	56449.29	
cpd10707	3beta-(1-Pyrrolidinyl)-5alpha-pregnane-11,20-dione	193.51	56449.95	
cpd10708	3-(2-Propenyloxy)estra-1,3,5(10)-triene-16,17-dione 16-oxime	40.3	42504.16	
cpd10709	2beta,21-Dihydroxypregn-4-ene-3,20-dione	20.69	56448.6	
cpd10710	19-Norpregna-4,17(20)-dien-3-one	71.12	44492.39	
cpd10711	17beta-Hydroxy-5alpha-androst-2-ene-2-carboxaldehyde	89.99	56449.26	
cpd10713	4'-Hydroxy-5,6,7-trimethoxyflavanone	-25.79	3.11	
cpd10714	17beta-Methylestra-1,3,5(10)-trien-3-ol	126.81	32838.66	
cpd10715	4,4'-(Diphenylethenylidene)bis[N,N-dimethylbenzenamine]	473.99	4.45	
cpd10716	11alpha,17beta-Dihydroxy-2alpha,17-dimethylandrost-4-en-3-one	64.74	56448.72	
cpd10717	19-Chloro-3beta-hydroxyandrost-5-en-17-one acetate	36.11	56448.73	
cpd10718	19-Chloro-17beta-hydroxyandrost-4-en-3-one	48.75	56448.63	
cpd10719	D-Carnitine	34.16	23902.59	
cpd10720	L-365260	304.78	2.52	
cpd10721	2,2-Dimethyl-3,4-bis(4-methoxyphenyl)-2H-1-benzopyran-7-ol acetate	166.21	2.74	
cpd10722	alpha-Ethyl-alpha,beta-diphenyl-2-pyridineethanol	280.59	1.92	
cpd10723	3,6-Dimethoxy-19-norpregna-1,3,5,7,9-pentaen-20-one	155.18	25055.22	
cpd10724	3,6-Dimethoxyestra-1,3,5(10),6,8-pentaene-17beta-carboxylic acid methyl ester	109.73	25055.24	
cpd10725	Nortangeretin	-137.69	23905.48	
cpd10726	4'-Methoxy-3-morpholino-propiophenone	153.83	2.82	
cpd10727	Hydroxystenozole	292.14	23900.57	
cpd10728	16alpha-Hydroxycorticosterone	-19.84	56448.52	
cpd10729	17beta-Hydroxy-2alpha-(hydroxymethyl)-5alpha-androstan-3-one	59.62	56449.13	
cpd10730	2alpha-Methyl-5alpha-androstane-3,17-dione	81.49	56449.19	
cpd10731	Oplophorus luciferin	218.18	23902.79	
cpd10732	Oxidized Oplophorus luciferin	222.04	2.26	
cpd10734	GYKI 52466	170.41	1.99	
cpd10735	17-Methylandrost-5-ene-3beta,11beta,17beta-triol	60.01	56448.73	
cpd10736	4-(2-Pyrazinylethenyl)phenol	148.49	1.3	
cpd10737	2-[2-(4-Pyridinyl)-1-butenyl]phenol	193.01	1.29	
cpd10738	2,3-Dimethoxy-[2-(4-Pyridinyl)-1-butenyl]phenol	190.13	2.22	
cpd10739	4-Chloro-[2-(4-Pyridinyl)-1-butenyl]phenol	228.04	1.3	
cpd10740	Pregna-5,16,20-triene-3beta,20-diol diacetate	82.25	56449.04	
cpd10741	11,17-Dimethyl-5alpha-androstane-11beta,17beta-diol	130.95	56449.47	
cpd10742	7-(Acetyloxy)-3-(3-pyridinyl)-2H-1-benzopyran-2-one	111.36	23902.05	
cpd10743	2-Butyl-3-(4-hydroxybenzoyl)benzofuran	173.29	23902.54	
cpd10744	4-Ethyl-3-(p-hydroxyphenyl)-2,2-dimethyl-2H-1-benzopyran-7-ol diacetate	131.71	2.34	
cpd10745	7-Hydroxy-3-(4-methoxyphenyl)-4-propylcoumarin	153.63	23902.61	
cpd10746	7-Hydroxy-3-(4-methoxyphenyl)-4-methylcoumarin	111.26	23902.6	
cpd10747	2,2-Dimethyl-3-(4-methoxyphenyl)-4-propyl-2H-1-benzopyran-7-ol acetate	180.58	2.19	
cpd10748	2,2-Dimethyl-3-(4-methoxyphenyl)-4-ethyl-2H-1-benzopyran-7-ol	163.87	2.3	
cpd10749	2,2-Dimethyl-3-(4-methoxyphenyl)-4-ethyl-2H-1-benzopyran-7-ol acetate	159.4	2.17	
cpd10750	2,2,4-Trimethyl-3-(4-fluorophenyl)-2H-1-benzopyran-7-ol acetate	111.26	2.19	
cpd10751	3-Ethoxyandrosta-3,5-dien-17beta-ol propanoate	127.96	56448.92	
cpd10752	2alpha-Methyl-5alpha-androstane-3beta,17beta-diol	112.37	56449.18	
cpd10753	2,2,4-Trimethyl-3-(4-methoxyphenyl)-2H-1-benzopyran-7-ol acetate	138.21	2.16	
cpd10754	7-Methoxy-2,2,4-trimethyl-3-(4-methoxyphenyl)-2H-1-benzopyran	165.89	2.42	
cpd10755	2,2-Dibutyl-3-(4-methoxyphenyl)-4-methyl-2H-1-benzopyran-7-ol acetate	265.33	2.29	
cpd10757	3-Methoxy-D-homoestra-1,3,5(10),8,14-pentaen-17abeta-ol	135.75	28226.95	
cpd10758	17beta-(Hydroxymethyl)androst-4-en-3-one acetate	74.26	56448.77	
cpd10759	9-Fluoro-11beta-hydroxy-A-norpregn-3(5)-ene-2,20-dione	67.68	78865.21	
cpd10761	4-Chloro-alpha-[4-[2-(diethylamino)ethoxy]phenyl]-alpha- phenylbenzeneethanol	326.91	23903.1	
cpd10762	17beta-Hydroxy-4-oxa-5alpha-androst-1-en-3-one acetate	5.62	56448.9	
cpd10763	4,4'-(Butane-1,1-diyl)diphenol	147.9	1.39	
cpd10764	17beta-Hydroxy-1,17-dimethylestr-5(10)-en-3-one	38.32	44492.57	
cpd10765	6beta-Fluoro-5alpha-hydroxypregnane-3,20-dione	97.82	57995.78	
cpd10766	6beta,19-Epoxy-17beta-hydroxyandrost-4-en-3-one	253.19	23900.57	
cpd10768	16alpha-Fluoro-17alpha-hydroxyandrost-4-en-3-one	52.96	61300.25	
cpd10769	3-Fluoro-1-(4-hydroxyphenyl)-1-propanone	39.17	23901.89	
cpd10770	5,6,7,4'-Tetramethoxyisoflavone	20.87	23904.37	
cpd10771	3-(Phenylsulfonyl)acrylophenone	174.61	23901.96	
cpd10772	3-Methoxyestra-1,3,5(10)-trien-16-oximino-17-one	-1.66	42504.15	
cpd10773	9-Fluoro-11beta-hydroxypregna-4,16-diene-3,20-dione	75.03	78865.52	
cpd10774	4-Benzyloxy-2'-hydroxy-3',4',5',6'-tetramethoxychalcone	70.14	4.56	
cpd10775	trans-1,3,4,6,7,11b-Hexahydro-9-methoxy-2H-benzo[a]quinolizine-3- carboxylic acid ethyl ester	116.48	25054.01	
cpd10776	4-(1-Ethyl-2-phenylbutyl)phenol	240.11	1.33	
cpd10777	1-Chloro-2-[1-(4-chlorophenyl)ethenyl]benzene	174.39	1.0	
cpd10779	17-Methyl-18-norandrosta-4,13(17)-dien-3-one	44.11	44492.48	
cpd10781	3-Hydroxyestra-1,3,5(10),7-tetraene-16,17-dione 16-oxime	-35.9	42503.96	
cpd10782	4-Fluorotestosterone propionate	55.55	61300.4	
cpd10783	1,6-Dihydro-1-(3-methoxyphenethyl)-6-oxonicotinic acid	48.8	1.44	
cpd10784	17-Hydroxy-3-oxo-17alpha-pregna-1,4-diene-21-carboxylic acid, gamma-lactone	59.92	77735.78	
cpd10785	9-Fluoro-17beta-hydroxy-6alpha,17-dimethylandrost-4-ene-3,11-dione	81.69	78865.55	
cpd10786	9-Fluoro-11beta,17beta-dihydroxy-16alpha-methylandrosta-1,4-dien-3- one	68.34	78865.51	
cpd10787	3beta-Fluoroandrost-5-en-17beta-ol	108.93	61300.36	
cpd10788	GYKI 52895	182.15	1.98	
cpd10789	Coumestrol diacetate	32.41	33804.92	
cpd10790	GV 150013X	321.16	23900.57	
cpd10791	Androst-5-ene-3beta,17beta,19-triol	43.85	56448.63	
cpd10792	21-Fluoro-11beta-hydroxyprogesterone	46.25	61300.28	
cpd10793	2alpha,17alpha-Dimethyldihydrotestosterone	116.31	56449.29	
cpd10794	4',6-Dihydroxy-5,7-dimethoxyflavone	-25.55	23903.57	
cpd10795	17-Methyl-5-alpha-androst-2-en-17-beta-ol	142.69	56449.29	
cpd10796	1,2,3,4-Tetrahydro-4-oxo-1-naphthoic acid	6.93	2.13	
cpd10797	11alpha,17beta-Dihydroxy-1,4-androstadien-3-one	15.78	56448.66	
cpd10798	LY-202769	308.72	2.31	
cpd10799	9-Fluoro-16alpha-hydroxyandrost-4-ene-3,11,17-trione	-13.83	78865.35	
cpd10800	3-Oxopregn-4-ene-20beta-carboxaldehyde dioxime	85.43	78508.95	
cpd10801	3-Methoxyestra-1,3,5(10),16-tetraene	120.43	32838.53	
cpd10802	6alpha,17alpha-Dimethyltestosterone	105.27	56448.8	
cpd10803	Gardenin B	-28.44	23904.56	
cpd10804	6-Hydroxy-2-(4-hydroxyphenyl)-3-benzofuranyl methyl ketone	60.59	23902.83	
cpd10805	2-(4-Hydroxyphenyl)-3-benzofuranyl methyl ketone	109.88	23902.52	
cpd10806	4,4-Difluoro-17beta-hydroxyandrost-5-en-3-one propionate	51.05	73970.23	
cpd10807	9-Fluoro-11beta,17beta-dihydroxy-2,17-dimethylandrost-4-en-3-one	97.13	78865.53	
cpd10808	3-Methoxy-5,10-seco-5,19-cycloandrosta-1(10),2,4-trien-17-one	25.9	50506.21	
cpd10809	11beta-Hydroxy-6alpha,11-dimethylprogesterone	97.55	56448.83	
cpd10810	2alpha-Methylprogesterone	118.7	56448.75	
cpd10811	3-Methyl-19-nor-17alpha-pregna-1,3,5(10)-trien-17-ol	175.53	32838.52	
cpd10812	4',5,6,7-Tetramethoxyflavanone	-2.59	3.63	
cpd10813	B-Norcholest-4-en-3-one	253.13	56448.77	
cpd10814	alpha-(p-Methoxyphenyl)-4-pyridineacrylic acid	85.73	1.61	
cpd10816	alpha-(p-Methoxyphenyl)-6-methyl-2-pyridineacrylic acid	105.31	1.67	
cpd10817	1,1-Dichloro-2,2-diphenylethane	176.8	1.4	
cpd10818	3-Methoxy-D-homoestra-1,3,5(10),8-tetraen-17a-one	131.34	28226.22	
cpd10819	N-Methyl-N-phenylcyclohexanemethylamine	259.91	2.7	
cpd10821	6alpha-Fluoroprogesterone	79.82	61300.39	
cpd10822	1'H-5alpha-Androst-2-eno[3,2-b]indol-17beta-ol	191.79	56450.35	
cpd10823	2-Hydroxy-3-deoxyestradiol	66.11	32838.6	
cpd10824	6beta,19-Epoxypregn-4-ene-3,20-dione	272.67	23900.57	
cpd10825	2,5-Dimethoxystilbene	150.34	2.09	
cpd10826	11alpha,12alpha-Epoxy-5beta-pregnane-3,20-dione	-23.61	65673.78	
cpd10827	4-Methyl-4-aza-5-pregnene-3,20-dione	121.7	56448.05	
cpd10828	3-(1,2,3,4-Tetrahydro-6-hydroxy-2-naphthyl)cyclopentanone	134.8	3.79	
cpd10829	3beta-Hydroxy-17-oxoandrost-5-en-19-al acetate	5.53	56448.74	
cpd10830	Isoandrololactone	50.39	56449.3	
cpd10831	17beta-Hydroxy-2alpha-(hydroxymethyl)-17-methyl-5alpha-androstan-3- one	79.0	56449.25	
cpd10832	17beta-Methoxyandrost-5-ene-3beta,16beta-diol	73.06	56448.64	
cpd10833	D-Homo-17a-oxa-5alpha-androstan-3beta-ol acetate	97.11	56449.52	
cpd10834	3,3-Difluoro-17-methyl-5alpha-androstan-17beta-ol	128.89	73970.76	
cpd10835	N-(Phenylmethyl)-N-methyl-2-pyridinamine	220.96	2.16	
cpd10836	3-Methoxy-D-homoestra-1,3,5(10),8-tetraen-17abeta-ol	146.79	28226.22	
cpd10837	(2-Butylbenzofuran-3-yl)(4-hydroxy-3,5-diiodophenyl)ketone	170.22	23904.29	
cpd10838	16beta,17beta-Dihydroxy-16-methylestr-4-en-3-one	-20.76	44492.35	
cpd10839	4,4-Bis[4-(acetyloxy)phenyl]3-hexanone	132.93	2.05	
cpd10840	Pregna-4,16-diene-3,11,20-trione	27.2	56448.72	
cpd10841	9-Fluoro-11beta-hydroxy-16alpha-methylandrosta-1,4-diene-3,17-dione	52.9	78865.53	
cpd10842	9-Fluoro-16alpha-methylpregn-4-ene-3,11,20-trione	95.12	78865.48	
cpd10843	17beta-Acetamidoandrost-4-en-3-one	100.69	56448.78	
cpd10844	14-Hydroxyandrosta-1,4-diene-3,17-dione	41.88	52841.27	
cpd10845	17beta-Hydroxy-4-oxa-5alpha-estr-1-en-3-one acetate	-59.7	44492.34	
cpd10846	4,4-Difluoropregn-5-ene-3,20-dione	75.32	73970.22	
cpd10848	4beta,5beta-Epoxypregnane-3,20-dione	292.14	23900.57	
cpd10849	9-Bromo-11beta-hydroxy-16alpha-methylpregn-4-ene-3,20-dione	110.56	78865.44	
cpd10850	3-Acetyl-5alpha-androst-2-en-17beta-ol	109.65	56449.29	
cpd10851	3-Acetyl-5alpha-androstane-3beta,17beta-diol 3-acetate	74.15	56449.46	
cpd10853	3beta,13-Dihydroxy-16-(hydroxymethylene)-13,17-seco-5alpha- androstan-17-oic acid, delta-lactone	9.77	56449.12	
cpd10854	2,2-Dimethyl-3-(4-methoxyphenyl)-4-ethyl-6-(1-pyrrolidinylmethyl)- 2H-1-benzopyran-7-ol	268.32	3.06	
cpd10855	2,2-Dimethyl-3-(4-methoxyphenyl)-4-ethyl-7-hydroxy-2H-1-benzopyran- 8-methanol diacetate	126.82	2.46	
cpd10856	2,2-Dimethyl-3-(4-methoxyphenyl)-4-ethyl-8-(1-pyrrolidinylmethyl)- 2H-1-benzopyran-7-ol	268.32	3.06	
cpd10857	17-[(Benzylamino)methyl]estra-1,3,5(10)-triene-3,17beta-diol	202.47	32838.74	
cpd10858	12alpha-Fluoro-11beta,17beta-dihydroxyandrost-4-en-3-one	12.43	61300.18	
cpd10859	12alpha-Fluoro-11beta,17beta-dihydroxyandrosta-1,4-dien-3-one	3.02	61300.33	
cpd10860	5alpha-Androstane-2alpha-fluoro-17beta-ol-3-one acetate	51.35	61300.86	
cpd10861	3-Methoxy-19-norpregna-1,3,5(10)-trien-20-one	122.12	32838.6	
cpd10862	4,4'-(2-Ethyl-1-butenylidene)diphenol	188.25	1.66	
cpd10863	16alpha-Fluoroandrost-4-ene-3,17-dione	37.51	61300.27	
cpd10864	17-Methyl-18,19-dinor-17alpha-pregna-4,13-dien-3-one	26.78	45033.13	
cpd10865	Nandrolone benzoate	41.84	44492.34	
cpd10866	6alpha-Fluoro-11beta,17-dihydroxyprogesterone	-2.03	61300.31	
cpd10867	3beta-Hydroxy-16-phosphonopregn-5-en-20-one monoethyl ester	-39.86	56449.37	
cpd10868	3-O-(Carboxymethyl)estrone	-14.24	32838.49	
cpd10869	17beta-Hydroxy-4,17-dimethyl-4-azaandrost-5-en-3-one	108.26	56448.12	
cpd10870	17-Methyl-5alpha-androst-2-ene-1alpha,17beta-diol	102.16	56449.19	
cpd10871	17-Methylandrosta-2,4-dieno[2,3-d]isoxazol-17beta-ol	282.41	23900.57	
cpd10872	5-Nitro-2-furancarboxaldehyde (2-hydroxyethyl)hydrazone	21.27	36711.93	
cpd10873	1,1-Diphenyl-2-(4-methoxyphenyl)propene	272.44	2.21	
cpd10874	17beta-Hydroxy-4-mercaptoandrost-4-en-3-one 4-acetate 17-propionate	59.44	56449.02	
cpd10875	Wortmannin	233.71	23900.57	
cpd10876	CCI 779	406.71	7512.49	
cpd10877	AP 23573	818.0	23900.57	
cpd10878	6alpha-Methyltestosterone	85.89	56448.63	
cpd10879	11-Deoxyprednisone acetate	-4.36	56448.93	
cpd10881	11beta,12beta-Epoxyprogesterone	-34.65	65672.85	
cpd10882	19-Nor-5alpha-pregnane-3,20-dione	44.24	44493.07	
cpd10883	3-(p-Chlorophenyl)coumarin	153.23	23902.16	
cpd10884	12alpha-Methylpregna-4,9(11)-diene-3,20-dione	107.66	56449.18	
cpd10885	2-Isopropyl-3-(4-hydroxybenzoyl)benzofuran	152.66	23902.56	
cpd10886	9beta,11beta-Epoxy-17beta-hydroxy-17-methylandrost-4-en-3-one	272.67	23900.57	
cpd10887	2-[3-Ethyl-5-(4-methoxyphenyl)-1H-pyrazol-4-yl]phenol	175.28	23900.57	
cpd10888	9(11)-Dehydroandrostenedione	39.24	56449.09	
cpd10889	LY 294002	203.22	23903.16	
cpd10890	3,4-Dihydro-8,9-dihydroxy-1(2H)-anthracenone	37.14	3.78	
cpd10891	17beta-Pyrazol-3-ylandrost-5-en-3beta-ol	311.62	23900.57	
cpd10892	3-Ethyl-5alpha-androstane-3alpha,17beta-diol	132.76	56449.35	
cpd10894	9beta,11beta-Epoxyandrost-4-ene-3,17-dione	233.71	23900.57	
cpd10895	5beta-Estrane-3alpha,17beta-diol	26.87	44493.01	
cpd10897	6-Hydroxy-2'-methoxyflavone	49.83	23902.79	
cpd10898	3'-Hydroxyflavanone	52.45	1.89	
cpd10899	DIBP	108.2	1.28	
cpd10900	3,3-Bis(4-hydroxyphenyl)pentane	169.79	1.7	
cpd10901	Estradiol 3-glucuronide 17beta-sulfate	-256.54	36932.73	
cpd10902	Bisphenol A propoxylate	181.84	2.38	
cpd10903	Bisphenol A ethoxylate diacrylate	153.41	2.7	
cpd10904	1,1-Bis(4-hydroxyphenyl)propane	126.71	1.36	
cpd10905	4,4-Bis(4-hydroxyphenyl)heptane	212.16	1.76	
cpd10907	2,2',3',4,4',5,5'-Heptachloro-3-biphenylol	-4.26	2.5	
cpd10909	3-Hydroxyestra-1,3,5(10)-trien-16-one	50.67	32838.59	
cpd10910	3-Methoxyestriol	48.78	32838.44	
cpd10911	3-(p-Phenyl)-4-(p-tolyl)hexane	259.69	1.41	
cpd10913	2,6-Dimethylhexestrol	229.99	1.73	
cpd10914	2-Chloro-p-cresol	43.49	0.59	
cpd10915	Diisononyl phthalate	320.06	1.76	
cpd10916	3,6,4'-Trihydroxyflavone	-22.69	23903.4	
cpd10918	Tributyltin chloride	83.61	1.0	
cpd10919	Thallium chloride	-0.19	23900.57	
cpd10920	Potassium dichromate	0.0	23900.57	
cpd10921	17beta-Acetylestradiol	53.47	32838.67	
cpd10922	Ziram	58.24	23900.57	
cpd10923	IBP	204.5	23900.57	
cpd10924	Cadmium chloride	-0.98	23900.57	
cpd10925	Lead nitrate	-0.19	23900.57	
cpd10926	Trichlorostibine	-0.19	23900.57	
cpd10927	8-Hydroxy-2,3,4-trichlorodibenzofuran	41.58	23903.63	
cpd10928	8-Chloro-2-dibenzofuranol	70.08	23903.52	
cpd10929	4,6,7-Trichloro-2-dibenzofuranol	41.52	23903.63	
cpd10930	6,7-Dichloro-2-dibenzofuranol	55.83	23903.57	
cpd10931	6,7-Dichloro-4-dibenzofuranol	55.72	23903.57	
cpd10932	7-Chloro-2-dibenzofuranol	70.08	23903.52	
cpd10935	2,4,7,8,9-Pentachloro-3-dibenzofuranol	-3.31	23904.73	
cpd10936	6,7-Dichloro-3-dibenzofuranol	55.82	23903.57	
cpd10937	6,7-Dichloro-1-dibenzofuranol	55.81	23903.57	
cpd10938	4,8-Dichloro-1-dibenzofuranol	55.66	23903.57	
cpd10939	2',3,5,5'-Tetrachloro-4-biphenylol	38.45	2.35	
cpd10940	2-(3,5-Dichlorophenylcarbamoyl)-1,2-dimethylcyclopropane-1- carboxylic acid	31.34	1.98	
cpd10941	Hydroxylinuron	76.13	23902.97	
cpd10942	3-Aza-A-homocholest-4a-en-4-one	286.62	56448.77	
cpd10943	4,5alpha-Dihydro-4alpha-methyltestosterone	96.93	56449.17	
cpd10944	16beta-Fluorotestosterone propionate	61.5	61300.37	
cpd10945	3-Allyloxyestriol	90.74	32838.45	
cpd10946	1-Methylestra-1,3,5(10),6-tetraene-3,17beta-diol	78.95	32838.53	
cpd10947	6alpha-Fluoro-17-hydroxycorticosterone 21-acetate	-54.19	61300.33	
cpd10948	Prenortestosterone	-1.23	44492.49	
cpd10949	2alpha-Methyl-19-nortestosterone	20.57	44492.31	
cpd10950	2alpha,17-Dimethyl-19-nortestosterone	39.95	44492.42	
cpd10951	5beta-Pregn-11-ene-3,20-dione	100.15	56449.13	
cpd10952	16beta-Estradiol	66.11	32838.6	
cpd10954	A-Norprogesterone	75.82	56448.53	
cpd10955	17beta-Acetoxy-5alpha-androstane	120.08	56449.45	
cpd10956	16beta-Methylprogesterone	118.7	56448.75	
cpd10957	D-Homotestosterone propionate	96.97	56449.0	
cpd10958	(17Z)-3,11-Dioxopregna-4,17(20)-dien-21-oic acid methyl ester	7.13	56448.77	
cpd10959	trans-4-Nitrostilbene oxide	144.72	23902.36	
