seed_id	inchi_key	formula	reason	smiles
cpd46437	OWKGVPXWOHLTSL-LVGZUCAQSA-N	C28H46O	no pKas to build it	CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4[C@@H](C)C(=O)CC[C@]4(C)[C@H]3CC[C@]12C
cpd46438	XHRPJMCAEXVFFM-PHLKIBQGSA-N	C29H46O	no pKas to build it	C/C=C(\CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C
cpd46442	QXNIKYCOLYCUFM-BYPYZUCNSA-M	C5H5N2O4	creation failed	[NH3+][C@H](C(=O)[O-])c1cc(=O)[n-]o1
cpd46443	DNRVHCHSZDHKIM-CAVDHDOHSA-N	C29H46O	no pKas to build it	CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4[C@@H](C)C(=O)CCC45CC35CC[C@]12C
cpd46445	LBGZDLHXVDSBCS-VUCSARQQSA-M	C49H75CoN11O8	creation failed	CC1=C2[N]3[C@H]([C@H](CC(N)=O)[C@@]2(C)CCC(=O)NC[C@@H](C)O)[C@]2(C)[N+]4=C(C(C)=C5[N+]6=C(C=C7[N+](=C1[C@@H](CCC(N)=O)C7(C)C)[Co-2]364[CH3])[C@@H](CCC(N)=O)[C@]5(C)CC(N)=O)[C@@H](CCC(N)=O)[C@]2(C)CC(N)=O
cpd46446	WXWBXBVTUOIRFC-IHXNUVRHSA-L	C49H71CoN12O8	creation failed	CC1=C2[N]3C(=C(CCC(N)=O)[C@]2(C)CC(N)=O)C=C2[N+]4=C(C(C)=C5[N]6[C@H]([C@H](CC(N)=O)[C@@]5(C)CCC(=O)NC[C@@H](C)O)[C@]5(C)[N+](=C1[C@@H](CCC(N)=O)[C@]5(C)CC(N)=O)[Co-3]364[C]#N)[C@@H](CCC(N)=O)C2(C)C
cpd46448	JNPKVRREKZANHH-VJPYSHGASA-M	C48H71CoN11O9	creation failed	CC1=C2[N]3C(=C(CCC(N)=O)[C@]2(C)CC(N)=O)C=C2[N]4C(=C(CCC(N)=O)C2(C)C)C(C)=C2[NH+]5[C@H]([C@H](CC(N)=O)[C@@]2(C)CCC(=O)NC[C@@H](C)O)[C@]2(C)[N](C1=C(CCC(N)=O)[C@]2(C)CC(N)=O)[Co-3]435[OH]
cpd46450	INOYTHNHHUPUOK-QUQOTYQTSA-M	C49H71CoN12O9	creation failed	CC1=C2[N]3C(=C(CCC(N)=O)[C@]2(C)CC(N)=O)C=C2[N]4C(=C(CCC(N)=O)C2(C)C)C(C)=C2[NH+]5[C@H]([C@H](CC(N)=O)[C@@]2(C)CCC(=O)NC[C@@H](C)O)[C@]2(C)[N](C1=C(CCC(N)=O)[C@]2(C)CC(N)=O)[Co-3]435([OH])[C]#N
cpd46454	IREWNFOKBIGVHW-UHFFFAOYSA-F	C68H66Fe2N8O9	creation failed	C=Cc1c(C)c2[n]3c1C=c1c(C)c(C=C)c4[n]1[Fe-2]31([O][Fe-2]356[n]7c8c(C)c(C=C)c7C=c7c(C)c(C=C)c([n]73)=Cc3c(C)c(CCC(=O)[O-])c([n]35)[CH+]C3=[N+]6C(=C8)C(C)=C3CCC(=O)[O-])[n]3c(c(C)c(CCC(=O)[O-])c3[CH+]C3=[N+]1C(=C2)C(C)=C3CCC(=O)[O-])C=4
cpd46455	MQITXILYUMHLQH-UNDUHLPPSA-L	C34H34FeN4O6	creation failed	C=Cc1c(C)c2[n]3c1C=c1c(C)c(C=C)c4[n]1[Fe]31[n]3c(c(C)c(CCC(=O)[O-])c3C=C3[N+]1=C([CH+]2)[C@@](C)(O)[C@@]3(O)CCC(=O)[O-])C=4
cpd46456	CLSDOHYLBDEDGS-NYYDUOLTSA-J	C54H65FeN4O4	creation failed	C=Cc1c(C)c2[n]3c1=Cc1c(C)c(CCC(=O)[O-])c4[n]1[Fe-2]31[n]3c(c(C=CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)c(C)c3[CH+]C3=[N+]1C(=C4)C(CCC(=O)[O-])=C3C)C=2
cpd46457	BDWAIFDCVIIDAK-ZFTTVWMPSA-J	C49H57FeN4O4	creation failed	C=Cc1c(C)c2[n]3c1=Cc1c(C)c(CCC(=O)[O-])c4[n]1[Fe-2]31[n]3c(c(C=CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)c(C)c3[CH+]C3=[N+]1C(=C4)C(CCC(=O)[O-])=C3C)C=2
cpd46458	GVFBWOCHIPFCSG-UEYJRFGKSA-J	C54H67FeN4O5	creation failed	C=Cc1c(C)c2[n]3c1=Cc1c(C)c(CCC(=O)[O-])c4[n]1[Fe-2]31[n]3c(c([C@@H](O)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)c(C)c3[CH+]C3=[N+]1C(=C4)C(CCC(=O)[O-])=C3C)C=2
cpd46459	XKAHPAFMCHHXPB-UJJXFSCMSA-K	C35H33N4O6	creation failed	C=Cc1c(C)c2cc3nc(cc4nc(cc5[nH]c(cc1[nH]2)c(C)c5CCC(=O)[O-])C(C)=C4CCC(=O)[O-])C(CCC(=O)[O-])=C3C
cpd46462	UIVTVLVVAXJPKM-ZVJUSMSMSA-N	C39H57FeN6O15	creation failed	CC(=O)N[C@H]1CCCN2[O][Fe-3]3456[O][C+](C=C(C)CCOC1=O)N(CCC[C@H](NC(C)=O)C(=O)OCCC(C)=CC(=[O+]3)N(CCC[C@H](NC(C)=O)C(=O)OCCC(C)=CC2=[O+]4)[O]5)[O]6
cpd46463	JYCOJHKSMAEIKE-MPNMYCQBSA-O	C55H73N4O5	creation failed	C=Cc1c2[nH]c(c1C)/C=C1\[NH+]=C(C3=C(C(=O)OC)C(=O)c4c3[nH]c(c4C)/C=c3\[nH]/c(c(C)c3C=C)=C\2)[C@@H](CCC(=O)OC/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)[C@@H]1C
cpd46470	OVJAAHWATWTMSG-UHFFFAOYSA-N	C8H16O3	no pKas to build it	CCCC(C(=O)OC)C(C)O
cpd46472	FFJMPYODEQVBEX-UHFFFAOYSA-N	C6H12O3	no pKas to build it	COC(=O)C(C)C(C)O
cpd46473	HQRWWHIETAKIMO-UHFFFAOYSA-N	C10H14O	no pKas to build it	CCCC(O)c1ccccc1
cpd46476	IOWGHQGLUMEZKG-UHFFFAOYSA-N	C7H7BrO	no pKas to build it	OCc1ccccc1Br
cpd46478	HSBRYFFPJOHEPX-UHFFFAOYSA-N	C10H20O3	no pKas to build it	CCCOC(=O)C(CCC)C(C)O
cpd46480	DDTBNFKSLVBMIH-UHFFFAOYSA-N	C8H16O3	no pKas to build it	CCCOC(=O)C(C)C(C)O
cpd46481	LBSIDDOMEWFXBT-UHFFFAOYSA-N	C13H28O	no pKas to build it	CCCCCCCCCCC(O)CC
cpd46487	ZOXSNMQWSRADLU-UHFFFAOYSA-N	C8H16O3	no pKas to build it	CCCC(O)C(C)C(=O)OC
cpd46488	BZXNYWHUGJDAFS-UHFFFAOYSA-N	C7H13ClO3	no pKas to build it	CC(C)OC(=O)CC(O)CCl
cpd46490	AYLKXZOMVGEAAC-UHFFFAOYSA-N	C9H18O3	no pKas to build it	CC(C)COC(=O)C(C)C(C)O
cpd46491	WVZVEGVDRAOXNT-UHFFFAOYSA-N	C15H32O	no pKas to build it	CCCCCCCCCCCCC(O)CC
cpd46492	ZXZUCILLTLHIBZ-UHFFFAOYSA-N	C6H12O2	no pKas to build it	CC(=O)C(C)C(C)O
cpd46494	VTHCJGBBTSWGBW-XTICDWGMSA-N	C28H38O7	no pKas to build it	CC1=C(CO)C(=O)O[C@@H]([C@@H](C)[C@@]2(O)CC[C@H]3[C@@H]4C[C@H]5O[C@]56C(=O)CCC(=O)[C@]6(C)[C@H]4CC[C@@]32C)C1
cpd46496	WYZXMXZQXNWRME-IOBBVUIDSA-M	C55H71MgN4O6	creation failed	C=CC1=C(CO)/C2=C/c3c(C=C)c(C)c4[n]3[Mg][n]3c5c(c(C)/c3=C/C1=N2)C(=O)C(C(=O)OC)C=5C1=N/C(=C\4)[C@@H](C)[C@@H]1CCC(=O)OC/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C
cpd46502	FUDNBFMOXDUIIE-UHFFFAOYSA-N	C10H18	no pKas to build it	C=CC(C)CCC=C(C)C
cpd46515	WQPMYSHJKXVTME-UHFFFAOYSA-M	C3H7O4S	no pKas to build it	O=S(=O)([O-])CCCO
cpd46521	RSQKILYTRHKUIJ-HZGXJFKTSA-N	C19H28O3	no pKas to build it	C[C@]12CCC(=O)C[C@@H]1CC[C@H]1[C@@H]3CC[C@H](O)[C@@]3(C)CC(=O)[C@@H]12
cpd46523	QZSGXTWOHIPKTE-HRVWJWOWSA-M	C13H27AsO12P	creation failed	C[As](C)(=O)C[C@H]1O[C@@H](OCC(O)COP(=O)([O-])OCC(O)CO)[C@H](O)[C@@H]1O
cpd46524	XYMACCGOWRMDES-WOUKDFQISA-N	C12H18AsN5O4	creation failed	C[As](C)(=O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
cpd46525	BBSLTVOTACJCSV-BHRXDNSCSA-M	C10H20AsO10S	creation failed	C[As](C)(=O)C[C@H]1O[C@@H](OCC(O)COS(=O)(=O)[O-])[C@H](O)[C@@H]1O
cpd46526	GPGHDFGTUWSQOQ-BHRXDNSCSA-N	C10H21AsO7	creation failed	C[As](C)(=O)C[C@H]1O[C@@H](OCC(O)CO)[C@H](O)[C@@H]1O
cpd46527	VJCGUFARRWFBDG-DBRKOABJSA-N	C7H15AsO5	creation failed	C[As](C)(=O)C[C@H]1O[C@@H](O)[C@H](O)[C@@H]1O
cpd46528	KSWXPPREIUKIQL-BHRXDNSCSA-M	C10H20AsO9S	creation failed	C[As](C)(=O)C[C@H]1O[C@@H](OCC(O)CS(=O)(=O)[O-])[C@H](O)[C@@H]1O
cpd46529	UETQTDFFVOJVKY-UHFFFAOYSA-N	C4H11As	no pKas to build it	CC[AsH]CC
cpd46530	IDDBICIFODFKQO-UHFFFAOYSA-N	CH5As	no pKas to build it	C[AsH2]
cpd46531	HBNBMOGARBJBHS-UHFFFAOYSA-N	C2H7As	no pKas to build it	C[AsH]C
cpd46534	KNBCPBZYVCUDOM-UHFFFAOYSA-M	CH4AsO2S	creation failed	C[As]([O-])(O)=S
cpd46537	YGVWCQXARHQYHJ-VGWMRTNUSA-K	C26H33AsN7O15S2	creation failed	[NH3+][C@@H](CCC(=O)N[C@@H](CS[As](SC[C@H](NC(=O)CC[C@H]([NH3+])C(=O)[O-])C(=O)NCC(=O)[O-])c1ccc([O-])c([N+](=O)[O-])c1)C(=O)NCC(=O)[O-])C(=O)[O-]
cpd46539	ZPYHYKPZOQUTDS-UHFFFAOYSA-M	CH4AsOS2	creation failed	C[As](O)(=S)[S-]
cpd46540	GTPDMFHFMCXVEK-JTQLQIEISA-N	C13H18AsN3O6S	creation failed	[NH3+][C@@H](CSCC(=O)Nc1ccc([As](O)O)cc1)C(=O)NCC(=O)[O-]
cpd46541	DSRGTQHCJQNHLA-OTRWWLKZSA-L	C26H36AsN7O13S2	creation failed	Nc1cc([As](SC[C@H](NC(=O)CC[C@H]([NH3+])C(=O)[O-])C(=O)NCC(=O)[O-])SC[C@H](NC(=O)CC[C@H]([NH3+])C(=O)[O-])C(=O)NCC(=O)[O-])ccc1O
cpd46542	YBGVNEGTAKTTKS-UHFFFAOYSA-M	C2H6AsOS	creation failed	C[As](C)([O-])=S
cpd46543	FZZXKAZJOUGEMT-VIFPVBQESA-N	C11H15AsN2O5S	creation failed	[NH3+][C@@H](CSCC(=O)Nc1ccc([As](O)O)cc1)C(=O)[O-]
cpd46545	NDLHOAHWHCLKBN-JDTVAEFNSA-O	C27H49AsN9O11S2	creation failed	[NH3+][C@@H](CCC(=O)N[C@H]1CS[As](O)SC[C@H](NC(=O)CC[C@H]([NH3+])C(=O)[O-])C(=O)NCC(=O)NCCC[NH2+]CCCCNC(=O)CNC1=O)C(=O)[O-]
cpd46546	QRLDKGZYUGGRIG-UHFFFAOYSA-M	C2H6AsS2	creation failed	C[As](C)(=S)[S-]
cpd46547	PFYKVCFNANBHRF-CYDGBPFRSA-L	C21H33AsN6O12S2	creation failed	C[As](SC[C@H](NC(=O)CC[C@H]([NH3+])C(=O)[O-])C(=O)NCC(=O)[O-])SC[C@H](NC(=O)CC[C@H]([NH3+])C(=O)[O-])C(=O)NCC(=O)[O-]
cpd46548	QFMOVHFZWAKKLG-UHFFFAOYSA-M	C7H9AsNO3	creation failed	C[As](=O)([O-])c1ccc(O)c(N)c1
cpd46550	APQAMYFNLGCTLQ-UHFFFAOYSA-N	C6H8AsNO3	creation failed	Nc1cc([As](O)O)ccc1O
cpd46551	UAKCHCFOPKOOLI-UHFFFAOYSA-M	C6H7AsNO4	creation failed	Nc1cc([As](=O)([O-])O)ccc1O
cpd46553	CMGBPEJYCAHMDU-UHFFFAOYSA-M	C7H7AsNO4	creation failed	C[As](O)c1ccc([O-])c([N+](=O)[O-])c1
cpd46554	CZZRZWNVAIOMHK-UHFFFAOYSA-N	C25H22As4O3	creation failed	c1ccc([As]2C[As](c3ccccc3)O[As](c3ccccc3)O[As](c3ccccc3)O2)cc1
cpd46559	RGNJKLKNEQRNTP-UHFFFAOYSA-N	C7H10AsNO2	creation failed	C[As](O)c1ccc(O)c(N)c1
cpd46561	DOEZAEMGAUYTIG-UHFFFAOYSA-M	C7H7AsNO5	creation failed	C[As](=O)([O-])c1ccc(O)c([N+](=O)[O-])c1
cpd46562	DYZPMOXUNFTAHR-UHFFFAOYSA-N	C6H6AsNO4	creation failed	O=[N+]([O-])c1ccc([As](O)O)cc1
cpd46564	LSOPUTSWPYOCBA-UHFFFAOYSA-M	C2H4AsO4	creation failed	O=C([O-])C[As](O)O
cpd46566	BQTPTIKYRVCNSF-UHFFFAOYSA-M	C9H11AsNO4	creation failed	CC(=O)Nc1cc([As](C)(=O)[O-])ccc1O
cpd46567	YAODANCEJHIXBW-UHFFFAOYSA-M	C6H5AsNO5	creation failed	O=[N+]([O-])c1cc([As](O)O)ccc1[O-]
cpd46578	SVCRDVHXRDRHCP-UHFFFAOYSA-N	C12H18O	no pKas to build it	CCCCCC(O)c1ccccc1
cpd46584	NDOPHXWIAZIXPR-UHFFFAOYSA-N	C7H5BrO	no pKas to build it	O=Cc1ccccc1Br
cpd46587	WGXGAUQEMYSVJM-UHFFFAOYSA-N	C16H31N	no pKas to build it	CCCCCCCCCCCCCCCC#N
cpd46589	CWPMDJFBWQJRGT-UHFFFAOYSA-N	C5H9NO	no pKas to build it	CC(C)(O)CC#N
cpd46591	ASRMXDBLGXVLGD-YFKPBYRVSA-N	C5H9NO	no pKas to build it	C[C@H](CO)CC#N
cpd46593	QHDRKFYEGYYIIK-UHFFFAOYSA-N	C5H9N	no pKas to build it	CC(C)CC#N
cpd46597	RRNKCSIEGPOIKI-UHFFFAOYSA-N	C16H23NO4	no pKas to build it	CCCCCCCCCC(=O)Oc1ccc([N+](=O)[O-])cc1
cpd46599	JAJLEWVZSUHHNQ-SCSAIBSYSA-N	C5H7NO2	creation failed	C#[N+][C@H](C)CC(=O)[O-]
cpd46604	RXQIPIRPZGXNIA-UHFFFAOYSA-L	C4H2NO6	creation failed	O=C([O-])C[C-](C(=O)[O-])[N+](=O)[O-]
cpd46606	GGIDEJQGAZSTES-UHFFFAOYSA-N	C14H19NO4	no pKas to build it	CCCCCCCC(=O)Oc1ccc([N+](=O)[O-])cc1
cpd46609	BAFQDKPJKOLXFZ-UHFFFAOYSA-N	C8H10NO6P	no pKas to build it	COP(=O)(OC)Oc1ccc([N+](=O)[O-])cc1
cpd46630	FBGHCYZBCMDEOX-UHFFFAOYSA-N	C8H3F5O	no pKas to build it	CC(=O)c1c(F)c(F)c(F)c(F)c1F
cpd46636	FGSMWRIKDCAOHH-UHFFFAOYSA-N	C9H6BrNOS	no pKas to build it	CSC1=Nc2cc(Br)ccc2C1=O
cpd46641	JMWFRADNOZWWRR-PCXUGDDNSA-K	C26H35AsN7O14S3	creation failed	[NH3+][C@@H](CCC(=O)N[C@H]1CS[As]2SC[C@H](NC(=O)CC[C@@H](C(=O)[O-])NC1=O)C(=O)N[C@@H](C(=O)[O-])CCC(=O)N[C@@H](C(=O)NCC(=O)[O-])CS2)C(=O)[O-]
cpd46646	ZPEQGULUANUJNH-RJEFGVBDSA-N	C52H50N4O20	creation failed	CC[C@]12O[C@]3(O)c4c5c(O)c6c(c([O-])c5c([N+]#N)[c-]4[C@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@]4(CC)O[C@](O)(c5c7c(O)c8c(=O)ccc(=O)c=8c(=O)c-7c(N=N)c5[C@@H]1O[C@H]1C[C@H](OC)[C@@H](O)[C@H](C)O1)[C@H]2[C@@H]43)C(=O)C=CC6=O
cpd46669	QPKOBORKPHRBPS-UHFFFAOYSA-N	C12H14O6	no pKas to build it	O=C(OCCO)c1ccc(C(=O)OCCO)cc1
cpd46687	GOAWOFRXKDBTDF-PSMQTCRGSA-N	C21H23Cl2N3O2	creation failed	CC1(C)[C@@H]2C[C@]34CCCN3C[C@@]2(C[C@@]12C(=O)Nc1cc(Cl)c(Cl)cc12)NC4=O
cpd46688	RNWRZMCJFWSZOX-XRNKBYASSA-N	C26H29N3O4	creation failed	CC1(C)C=Cc2c(ccc3c2NC(=O)[C@]32C[C@@]34NC(=O)[C@]5(CCCN5C3=O)C[C@@H]4C2(C)C)O1
cpd46762	KCKZIWSINLBROE-UHFFFAOYSA-N	C10H10O	no pKas to build it	O=C1CCc2ccccc2C1
cpd46765	JWQYZECMEPOAPF-UHFFFAOYSA-N	C10H12O	no pKas to build it	OC1CCc2ccccc2C1
cpd46766	BYOONNMUFDGRQH-FKBBIVLOSA-N	C28H30Br2O3	no pKas to build it	COc1cc(/C(Br)=C/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C(=O)OCC(C)C)ccc1Br
cpd46771	VIFGWTCNTQQMHH-HUWKDVIGSA-N	C29H46O2	no pKas to build it	CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(C=O)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)[C@@H](C)[C@@H]1CC3
cpd46772	FCBZHKUEDRJCAS-HUWKDVIGSA-N	C29H48O2	no pKas to build it	CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(CO)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)[C@@H](C)[C@@H]1CC3
cpd46774	CIUZTBJZAMUYJU-DXNRTYHRSA-N	C21H34O3	no pKas to build it	CC(=O)[C@H]1CC[C@]2(O)[C@@H]3CC[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
cpd46782	ZIILDNSDEUWVGX-BTOCWHEVSA-N	C34H48O11	creation failed	CC1=C(CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C(=O)O[C@@H]([C@@H](C)[C@H]2CC[C@H]3[C@@H]4C[C@H]5O[C@]56C(=O)CCC(=O)[C@]6(C)[C@H]4CC[C@]23C)C1
cpd46784	VSLWKDUXVZIHQZ-JDFMVMGYSA-N	C34H48O12	creation failed	CC1=C(CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C(=O)O[C@@H]([C@@H](C)[C@@]2(O)CC[C@H]3[C@@H]4C[C@H]5O[C@]56C(=O)CCC(=O)[C@]6(C)[C@H]4CC[C@@]32C)C1
cpd46789	HPCOTHKWIJPKNI-BPYUMQNDSA-N	C30H48O2	no pKas to build it	CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4[C@](C)(C=O)[C@@H](O)CC[C@@]45C[C@@]35CC[C@]12C
cpd46792	JBASSMQXCFRUTA-PMIIOQGLSA-N	C29H50O2	no pKas to build it	CC(C)CCC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)[C@@H](CO)[C@@H]1CC3
cpd46793	DIUSMPZLXXRDMS-UHFFFAOYSA-N	C10H10O3	no pKas to build it	CC1(C)CC2=C(O1)C(=O)C=CC2=O
cpd46795	ZKSALBYCUMOUDO-TWOGUOSYSA-M	C30H49O3	creation failed	CC(C)CCC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4[C@](C)(C(=O)[O-])[C@@H](O)CC[C@@]45C[C@@]35CC[C@]12C
cpd46797	NUAGPLGAOGOSCQ-NRDKRAFPSA-N	C30H50O2	no pKas to build it	C/C=C(\CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4[C@H](CO)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C
cpd46798	GHMALMMXVUBOFV-TWOGUOSYSA-M	C30H47O3	creation failed	CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4[C@](C)(C(=O)[O-])[C@@H](O)CC[C@@]45C[C@@]35CC[C@]12C
cpd46799	LJWYQSYNCSBLAT-PMIIOQGLSA-N	C29H48O2	no pKas to build it	CC(C)CCC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)[C@@H](C=O)[C@@H]1CC3
cpd46800	HWVWXEOIUCFPQJ-BPYUMQNDSA-N	C30H52O2	no pKas to build it	CC(C)CCC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4[C@](C)(CO)[C@@H](O)CC[C@@]45C[C@@]35CC[C@]12C
cpd46802	MCWVPSBQQXUCTB-YMXWHZCSSA-N	C29H48O	no pKas to build it	C/C=C(\CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C
cpd46804	UTTLWQMTEWKFNX-BPYUMQNDSA-N	C30H50O2	no pKas to build it	CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4[C@](C)(CO)[C@@H](O)CC[C@@]45C[C@@]35CC[C@]12C
cpd46806	XEGWDDJDOFYUBF-BPYUMQNDSA-N	C30H50O2	no pKas to build it	CC(C)CCC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4[C@](C)(C=O)[C@@H](O)CC[C@@]45C[C@@]35CC[C@]12C
cpd46808	RXPPOAQPYLFCAS-WXPWFURYSA-N	C29H50O	no pKas to build it	CC(C)CCC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4[C@H](C)[C@@H](O)CC[C@@]45C[C@@]35CC[C@]12C
cpd46809	IKCFPZHOOZZOBA-ARJYQBEPSA-N	C19H16N4	no pKas to build it	c1ccc(N=NC(/N=N/c2ccccc2)c2ccccc2)cc1
cpd46811	BZAQMGZYZWMMRU-UHFFFAOYSA-N	C18H15N2O	no pKas to build it	C[N+](C)=c1ccc2nc3c(ccc4ccccc43)oc-2c1
cpd46812	LPZCCMIISIBREI-WJGZXGSFSA-N	C30H50O	no pKas to build it	C/C=C(\CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4[C@H](C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C
cpd46813	YYVOVYILDWFTHT-MCIONIFRSA-P	C16H28N4O3	creation failed	C#[N+][C@H](C)CC(=O)NCCCC[C@@H](CO)NC(=O)C[C@@H](C)[N+]#C
cpd46826	WPPUBSWJDJKYDK-QDLCSJEJSA-N	C24H34O6	no pKas to build it	C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C3=CC(=O)OC3)[C@@H](OC=O)C[C@]12O
cpd46828	IWCNCUVTGOMGKG-YOVVEKLRSA-N	C25H36O6	no pKas to build it	CC(=O)O[C@H]1C[C@]2(O)[C@@H]3CC[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]2(C)[C@H]1C1=CC(=O)OC1
cpd46833	JIUWTCXNUNHEGP-GJHPUSIBSA-N	C23H34O2	no pKas to build it	C[C@]12CC[C@H]3[C@@H](CCC4CCCC[C@@]43C)[C@H]1CC[C@@H]2C1=CC(=O)OC1
cpd46838	WTLKTXIHIHFSGU-UHFFFAOYSA-O	CH5N4O	creation failed	NC(N)=[NH+]N=O
cpd46839	ZNGYCDPXNDJEDF-CIFANODLSA-N	C28H38O6	no pKas to build it	CC1=C(C)C(=O)O[C@@H]([C@@H](C)[C@@]2(O)CC[C@H]3[C@@H]4C[C@H]5O[C@]56C(=O)CCC(=O)[C@]6(C)[C@H]4CC[C@@]32C)C1
cpd46840	JETBVCIUWRCOJK-SVYVOUITSA-N	C24H36O2	no pKas to build it	C[C@H](CCC=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
cpd46843	XVPJEGGIGJLDQK-HOFZUOGSSA-N	C22H32O2	no pKas to build it	C[C@H](C=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
cpd46845	SGIZPBSMKAKPSO-QKHVDVHYSA-N	C27H33N3O4	creation failed	CC1(C)C=COc2c(ccc3c2NC(=O)[C@@]32C[C@@]34CN5CCCC[C@]5(C[C@H]3C2(C)C)C(=O)N4)O1
cpd46847	MEDWEEBWLKOHES-DWJNZRAMSA-N	C27H33N3O3	creation failed	CC1(C)C=Cc2c(ccc3c2NC(=O)[C@@]32C[C@@]34CN5CCCC[C@]5(C[C@H]3C2(C)C)C(=O)N4)O1
cpd46849	KYKUTNUWXQVSSU-JRSJUERASA-N	C28H35N3O4	creation failed	CN1C(=O)[C@@]23CCCCN2C[C@@]12C[C@@]1(C(=O)Nc4c1ccc1c4OC=CC(C)(C)O1)C(C)(C)C2C3
cpd46860	NUBWWXSSATXWGC-UHFFFAOYSA-K	AsS4	creation failed	S=[As]([S-])([S-])[S-]
cpd46862	XVWFTOJHOHJIMQ-BYPYZUCNSA-N	C5H8N4O2	creation failed	[NH3+][C@@H](Cn1cncn1)C(=O)[O-]
cpd46863	WBIUNSQUXDDCMH-UHFFFAOYSA-M	H2AsO3S	creation failed	O=[As]([O-])(O)S
cpd46868	XHTRYVMKFMUJLU-UHFFFAOYSA-M	AsO2	creation failed	O=[As][O-]
cpd46870	WBPJDOUFWQVMRN-UHFFFAOYSA-N	F6P	no pKas to build it	F[PH](F)(F)(F)(F)F
cpd46871	MDGVOXPIIICZEK-JWNGCDDMSA-M	C5H14N4O6PS	creation failed	NP(=O)(NCCC[C@H]([NH3+])C(=O)[O-])NS(=O)(=O)[O-]
cpd46874	YDWCWSGPZRFQSO-UHFFFAOYSA-L	HAsO2S2	creation failed	[O-][As](O)(=S)[S-]
cpd46877	CZCCPIFBHQBNFG-UHFFFAOYSA-N	HO3Si	creation failed	O=[Si]([O-])O
cpd46884	HHRBLMVGQRQPML-UHFFFAOYSA-L	HAsOS3	creation failed	O[As](=S)([S-])[S-]
cpd46885	JCPLSHWCQUYGTN-UHFFFAOYSA-L	H2O4Sb	creation failed	[O]=[Sb]([O-])([OH])[OH]
cpd46898	BGYICJVBGZQOCY-UHFFFAOYSA-N	C10H20O2	no pKas to build it	CCCCCCCOC(=O)CC
cpd46906	OCUBKDJIPNISSD-KTQDUKAHSA-N	C39H49NO14	creation failed	CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(cc(OC(=O)CO)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C
