ID	GF	EQ
rxn46079	nan	nan
rxn46080	nan	nan
rxn46081	-35.34|5.51	nan
rxn46082	nan	nan
rxn46083	nan	nan
rxn46084	-5.7|0.75	-6.42|0.52
rxn46085	nan	nan
rxn46086	nan	nan
rxn46087	-1.17|13.34	-1.95|0.42
rxn46088	-96.19|10.54	-97.04|0.80
rxn46089	nan	nan
rxn46090	-109.04|5.01	nan
rxn46091	7.64|2.82	6.91|1.72
rxn46092	-89.64|3.31	-80.57|0.75
rxn46093	nan	nan
rxn46094	-14.31|4.49	-1.00|0.52
rxn46095	nan	nan
rxn46096	nan	nan
rxn46097	20.58|2.37	nan
rxn46098	nan	nan
rxn46099	6.22|6.14	4.30|0.24
rxn46100	nan	nan
rxn46101	nan	nan
rxn46102	-2.67|4.83	nan
rxn46103	nan	nan
rxn46104	-35.49|3.23	-32.58|1.18
rxn46105	nan	nan
rxn46106	-7.77|1.16	-0.56|1.50
rxn46107	nan	nan
rxn46108	nan	nan
rxn46109	-6.35|6.43	-8.99|0.66
rxn46110	-1.7|6.62	0.89|2.14
rxn46111	nan	nan
rxn46112	nan	nan
rxn46113	-4.72|0.96	-4.24|1.48
rxn46114	-7.09|1.56	nan
rxn46115	nan	nan
rxn46116	5.21|1.6	-10.96|2.20
rxn46117	18.1|1.78	13.53|0.48
rxn46118	-7.25|2.2	-10.96|1.95
rxn46119	-3.11|14.36	-2.96|0.42
rxn46120	0.24|2.09	0.77|0.25
rxn46121	7.22|2.27	-5.45|0.33
rxn46122	nan	nan
rxn46123	nan	nan
rxn46124	nan	nan
rxn46125	-0.05|1.67	1.24|0.45
rxn46126	-4.72|0.9	-6.41|0.82
rxn46127	81.6|1.53	4.97|1.48
rxn46128	nan	nan
rxn46129	nan	nan
rxn46130	-0.19|2.37	-1.21|1.17
rxn46131	nan	nan
rxn46132	nan	nan
rxn46133	nan	nan
rxn46134	nan	nan
rxn46135	-1.7|28.12	nan
rxn46136	nan	nan
rxn46137	-4.36|7.28	-1.88|23900.57
rxn46138	nan	nan
rxn46139	nan	nan
rxn46140	nan	nan
rxn46141	-3.11|7.95	nan
rxn46142	nan	nan
rxn46143	nan	nan
rxn46144	-22.58|4.47	-5.47|0.56
rxn46145	-3.11|3.76	-3.84|0.48
rxn46146	nan	nan
rxn46147	-27.02|3.12	nan
rxn46148	4.63|5.07	-0.22|0.68
rxn46149	-11.36|5.43	-4.82|1.64
rxn46150	2.3|7.39	nan
rxn46151	-3.59|4.48	-33.44|11865.83
rxn46152	nan	nan
rxn46153	nan	nan
rxn46154	6.22|6.3	4.37|0.23
rxn46155	nan	nan
rxn46156	4.95|4.36	nan
rxn46157	nan	nan
rxn46158	2.16|1.11	nan
rxn46159	nan	nan
rxn46160	nan	nan
rxn46161	nan	nan
rxn46162	49.77|1.63	-27.03|0.57
rxn46163	-4.36|5.42	-1.90|23900.57
rxn46164	nan	-119.95|50102.16
rxn46165	nan	nan
rxn46166	nan	nan
rxn46167	-3.63|4.95	6.18|0.82
rxn46168	nan	nan
rxn46169	nan	nan
rxn46170	nan	nan
rxn46171	nan	nan
rxn46172	nan	nan
rxn46173	nan	nan
rxn46174	nan	nan
rxn46175	nan	nan
rxn46176	nan	nan
rxn46177	nan	nan
rxn46178	nan	nan
rxn46179	-12.74|1.91	nan
rxn46180	-1.7|6.24	-14.69|0.63
rxn46181	5.47|9.01	-10.33|2.16
rxn46182	-4.36|5.91	-1.87|23900.57
rxn46183	-3.11|13.87	nan
rxn46184	nan	nan
rxn46185	nan	nan
rxn46186	nan	nan
rxn46187	nan	nan
rxn46188	0.22|17.89	-23.79|2.85
rxn46189	nan	nan
rxn46190	-12.02|14.74	-4.93|1.91
rxn46191	-12.54|4.69	-5.63|0.66
rxn46192	nan	nan
rxn46193	nan	nan
rxn46194	nan	nan
rxn46195	nan	nan
rxn46196	-13.62|4.26	-13.70|1.41
rxn46197	-4.72|1.43	-2.96|0.54
rxn46198	nan	nan
rxn46199	-94.45|6.51	-98.87|1.13
rxn46200	nan	nan
rxn46201	2.3|11.79	-0.32|0.37
rxn46202	nan	nan
rxn46203	-11.13|4.7	278.62|23900.57
rxn46204	-3.11|4.24	-0.41|0.41
rxn46205	nan	nan
rxn46206	nan	nan
rxn46207	-5.14|2.2	-5.96|0.65
rxn46208	8.0|1.06	-0.25|0.35
rxn46209	nan	nan
rxn46210	nan	nan
rxn46211	nan	nan
rxn46212	nan	nan
rxn46213	62.28|4.19	nan
rxn46214	0.0|1.27	nan
rxn46215	nan	nan
rxn46216	nan	nan
rxn46217	nan	nan
rxn46218	-223.51|6.02	-111.73|0.91
rxn46219	6.33|6.27	-0.33|0.37
rxn46220	-106.47|1.06	-104.99|1.30
rxn46221	nan	nan
rxn46222	nan	nan
rxn46223	3.76|6.21	4.37|0.23
rxn46224	nan	nan
rxn46225	nan	nan
rxn46226	nan	nan
rxn46227	nan	nan
rxn46228	nan	nan
rxn46229	-6.12|5.08	nan
rxn46230	0.0|13.85	nan
rxn46231	nan	39.45|33800.52
rxn46232	0.0|5.32	-0.44|0.31
rxn46233	nan	nan
rxn46234	nan	nan
rxn46235	-3.11|3.4	8.44|0.55
rxn46236	nan	nan
rxn46237	-20.13|1.7	-31.59|2.42
rxn46238	nan	nan
rxn46239	nan	nan
rxn46240	nan	nan
rxn46241	3.13|6.15	-0.02|1.31
rxn46242	nan	nan
rxn46243	-1.92|1.52	-5.93|0.76
rxn46244	-19.6|14.19	-17.71|0.52
rxn46245	nan	nan
rxn46246	nan	-129.32|23900.57
rxn46247	nan	nan
rxn46248	nan	nan
rxn46249	nan	nan
rxn46250	nan	nan
rxn46251	-1.7|10.23	nan
rxn46252	2.99|1.3	-7.71|1.23
rxn46253	nan	nan
rxn46254	nan	nan
rxn46255	nan	nan
rxn46256	nan	nan
rxn46257	-21.55|6.92	-2.63|0.35
rxn46258	6.22|6.23	4.37|0.23
rxn46259	27.79|5.85	-27.26|23043.64
rxn46260	-26.44|4.15	-18.52|0.78
rxn46261	nan	nan
rxn46262	nan	nan
rxn46263	nan	nan
rxn46264	-1.7|14.05	nan
rxn46265	nan	nan
rxn46266	-1.7|14.69	-3.24|0.53
rxn46267	nan	nan
rxn46268	-7.06|5.44	-25.18|1.43
rxn46269	nan	nan
rxn46270	-3.61|6.88	0.93|0.89
rxn46271	-6.74|5.21	nan
rxn46272	-122.97|1.24	nan
rxn46273	-26.89|6.16	-31.12|1.08
rxn46274	5.22|6.14	4.82|0.24
rxn46275	44.56|2.14	105.06|23900.57
rxn46276	1.58|2.1	1.12|0.46
rxn46277	5.71|1.37	-8.88|2.10
rxn46278	nan	nan
rxn46279	nan	nan
rxn46280	6.22|6.22	4.36|0.24
rxn46281	nan	nan
rxn46282	nan	nan
rxn46283	-26.21|5.63	nan
rxn46284	nan	nan
rxn46285	0.0|2.21	5.29|1.16
rxn46286	nan	nan
rxn46287	0.0|8.29	nan
rxn46288	-3.61|7.33	-0.13|0.55
rxn46289	nan	nan
rxn46290	nan	nan
rxn46291	nan	nan
rxn46292	nan	nan
rxn46293	nan	nan
rxn46294	nan	nan
rxn46295	nan	nan
rxn46296	nan	nan
rxn46297	24.2|107.18	nan
rxn46298	-14.03|6.65	nan
rxn46299	nan	nan
rxn46300	nan	nan
rxn46301	nan	nan
rxn46302	-26.44|4.34	nan
rxn46303	-4.82|6.04	0.31|0.53
rxn46304	nan	nan
rxn46305	nan	nan
rxn46306	nan	nan
rxn46307	-3.67|3.33	0.25|1.05
rxn46308	nan	nan
rxn46309	3.71|3.12	56.74|16170.40
rxn46310	nan	nan
rxn46311	nan	nan
rxn46312	-72.01|2.19	-62.62|1.30
rxn46313	-8.92|5.11	-5.95|0.32
rxn46314	nan	nan
rxn46315	-3.11|4.34	-3.35|0.74
rxn46316	-93.88|6.48	-100.72|1.19
rxn46317	nan	nan
rxn46318	-1.83|2.92	nan
rxn46319	nan	nan
rxn46320	-8.12|2.13	nan
rxn46321	-4.36|6.48	37.66|44033.95
rxn46322	nan	nan
rxn46323	-35.66|71.71	nan
rxn46324	0.0|1.33	-2.10|0.45
rxn46325	-1.76|2.2	nan
rxn46326	-51.7|4.72	nan
rxn46327	nan	nan
rxn46328	0.0|1.0	nan
rxn46329	nan	nan
rxn46330	nan	nan
rxn46331	nan	nan
rxn46332	nan	-9.69|2.25
rxn46333	nan	nan
rxn46334	nan	nan
rxn46335	nan	-16.60|1.31
rxn46336	-141.08|9.73	nan
rxn46337	nan	nan
rxn46338	nan	nan
rxn46339	3.76|6.2	4.36|0.24
rxn46340	nan	nan
rxn46341	nan	nan
rxn46342	nan	nan
rxn46343	nan	nan
rxn46344	nan	nan
rxn46345	-1.7|19.13	nan
rxn46346	nan	nan
rxn46347	nan	nan
rxn46348	nan	nan
rxn46349	nan	nan
rxn46350	nan	nan
rxn46351	nan	nan
rxn46352	nan	nan
rxn46353	-2.14|2.05	-13.54|0.74
rxn46354	-3.11|5.79	-0.41|0.41
rxn46355	-0.48|4.68	-14.87|0.63
rxn46356	nan	nan
rxn46357	4.81|1.21	6.42|0.54
rxn46358	nan	nan
rxn46359	-1.7|4.95	-15.32|0.60
rxn46360	nan	nan
rxn46361	nan	nan
rxn46362	-3.9|5.05	-3.76|0.36
rxn46363	nan	nan
rxn46364	nan	nan
rxn46365	-6.35|10.41	-5.65|0.57
rxn46366	0.0|1.0	nan
rxn46367	nan	nan
rxn46368	-4.36|11.91	nan
rxn46369	-29.77|3.26	-17.09|1.31
rxn46370	nan	nan
rxn46371	nan	nan
rxn46372	nan	nan
rxn46373	nan	nan
rxn46374	215.42|2.1	76.42|23900.57
rxn46375	nan	nan
rxn46376	nan	nan
rxn46377	nan	nan
rxn46378	nan	nan
rxn46379	nan	nan
rxn46380	nan	nan
rxn46381	34.24|4.62	-138.96|1.17
rxn46382	nan	nan
rxn46383	nan	nan
rxn46384	nan	nan
rxn46385	nan	nan
rxn46386	-0.51|2.11	3.26|1.28
rxn46387	nan	-232.61|29272.10
rxn46388	nan	nan
rxn46389	nan	nan
rxn46390	nan	nan
rxn46391	nan	nan
rxn46392	-13.17|5.91	-6.83|0.68
rxn46393	nan	nan
rxn46394	nan	nan
rxn46395	nan	nan
rxn46396	5.25|4.97	6.50|0.47
rxn46397	nan	nan
rxn46398	-19.13|9.19	-33.00|2.38
rxn46399	-76.12|8.9	-90.46|1.72
rxn46400	nan	nan
rxn46401	nan	nan
rxn46402	-45.42|10.4	-33.82|33800.52
rxn46403	-1.7|4.84	-4.61|0.61
rxn46404	nan	nan
rxn46405	nan	nan
rxn46406	nan	nan
rxn46407	nan	nan
rxn46408	-3.11|15.0	-2.96|0.42
rxn46409	-10.19|0.84	-11.37|0.62
rxn46410	-81.93|6.95	nan
rxn46411	nan	nan
rxn46412	-117.9|5.61	-118.94|1.28
rxn46413	-6.35|6.14	-5.31|0.80
rxn46414	nan	nan
rxn46415	nan	nan
rxn46416	2.3|12.91	-0.32|0.37
rxn46417	nan	nan
rxn46418	nan	nan
rxn46419	nan	nan
rxn46420	nan	nan
rxn46421	-3.56|6.34	-2.92|0.53
rxn46422	-14.2|5.66	nan
rxn46423	-24.02|1.24	-22.46|1.11
rxn46424	nan	nan
rxn46425	nan	-10.56|0.79
rxn46426	nan	nan
rxn46427	nan	nan
rxn46428	nan	nan
rxn46429	nan	nan
rxn46430	nan	nan
rxn46431	1.07|5.07	-3.53|0.91
rxn46432	-8.66|8.04	nan
rxn46433	1.47|1.45	0.30|0.45
rxn46434	nan	nan
rxn46435	nan	-1.52|0.34
rxn46436	2.16|5.38	-0.25|0.35
rxn46437	nan	nan
rxn46438	nan	nan
rxn46439	nan	nan
rxn46440	nan	nan
rxn46441	nan	nan
rxn46442	nan	nan
rxn46443	nan	nan
rxn46444	6.73|3.09	5.23|0.81
rxn46445	-34.78|7.44	nan
rxn46446	-21.52|3.79	nan
rxn46447	-14.03|5.12	nan
rxn46448	nan	nan
rxn46449	nan	nan
rxn46450	nan	nan
rxn46451	nan	nan
rxn46452	-17.98|4.97	-16.50|0.59
rxn46453	-0.46|3.3	nan
rxn46454	-0.46|1.75	0.25|0.41
rxn46455	-4.09|6.33	nan
rxn46456	nan	nan
rxn46457	nan	nan
rxn46458	nan	nan
rxn46459	0.73|9.41	3.14|0.47
rxn46460	nan	nan
rxn46461	nan	nan
rxn46462	2.21|8.03	3.41|0.23
rxn46463	-0.46|1.65	1.89|0.52
rxn46464	-112.12|4.87	-103.06|23900.57
rxn46465	0.0|2.19	nan
rxn46466	-4.64|3.32	nan
rxn46467	nan	-4.65|23900.57
rxn46468	204.51|0.81	131.63|0.85
rxn46469	7.34|2.4	6.91|0.75
rxn46470	nan	nan
rxn46471	7.22|2.02	-3.32|0.30
rxn46472	-0.94|1.51	4.98|0.51
rxn46473	nan	nan
rxn46474	-4.36|5.81	8.91|23900.57
rxn46475	nan	nan
rxn46476	-1.17|13.26	-1.95|0.42
rxn46477	nan	nan
rxn46478	nan	nan
rxn46479	-1.06|6.6	-4.23|0.46
rxn46480	0.33|4.93	2.11|1.40
rxn46481	-25.46|11.49	nan
rxn46482	-4.36|5.81	8.91|23900.57
rxn46483	-9.08|3.18	-7.92|0.75
rxn46484	nan	nan
rxn46485	-8.92|5.13	-19.43|1.18
rxn46486	nan	nan
rxn46487	-37.97|3.02	-68.97|1.23
rxn46488	0.0|16.22	nan
rxn46489	-1.46|3.97	-7.76|0.56
rxn46490	61.19|5.15	-124.21|1.75
rxn46491	-6.74|6.73	9.63|23900.57
rxn46492	nan	nan
rxn46493	-4.36|6.75	-1.90|23900.57
rxn46494	nan	nan
rxn46495	nan	nan
rxn46496	nan	nan
rxn46497	9.59|5.94	nan
rxn46498	nan	nan
rxn46499	0.0|1.63	nan
rxn46500	-95.83|6.26	-105.22|0.86
rxn46501	nan	nan
rxn46502	-20.13|8.84	-33.81|1.82
rxn46503	nan	nan
rxn46504	nan	nan
rxn46505	nan	nan
rxn46506	nan	nan
rxn46507	7.5|1.48	-5.16|0.52
rxn46508	-160.47|9.01	nan
rxn46509	nan	nan
rxn46510	9.53|8.84	54.21|16900.26
rxn46511	nan	nan
rxn46512	-4.59|1.28	-10.02|23900.57
rxn46513	-107.24|10.19	-103.94|23900.57
rxn46514	nan	nan
rxn46515	nan	nan
rxn46516	-76.89|30.26	-69.51|4.47
rxn46517	nan	nan
rxn46518	nan	nan
rxn46519	nan	nan
rxn46520	nan	nan
rxn46521	0.19|1.51	-1.99|0.50
rxn46522	nan	nan
rxn46523	3.76|8.83	4.36|0.24
rxn46524	-28.04|2.13	-26.91|1.03
rxn46525	nan	nan
rxn46526	nan	nan
rxn46527	572.9|4.14	579.16|16170.40
rxn46528	-32.44|2.86	-15.22|0.76
rxn46529	nan	nan
rxn46530	nan	nan
rxn46531	nan	nan
rxn46532	nan	nan
rxn46533	nan	nan
rxn46534	nan	nan
rxn46535	nan	nan
rxn46536	nan	nan
rxn46537	-23.57|10.0	12.69|47801.15
rxn46538	-4.36|6.1	-1.87|23900.57
rxn46539	nan	nan
rxn46540	nan	nan
rxn46541	nan	nan
rxn46542	-3.61|8.15	-0.13|0.55
rxn46543	-7.8|5.07	-9.05|0.95
rxn46544	nan	nan
rxn46545	nan	nan
rxn46546	nan	nan
rxn46547	nan	nan
rxn46548	nan	nan
rxn46549	nan	nan
rxn46550	566.32|5.31	461.14|0.57
rxn46551	-0.46|1.81	nan
rxn46552	3.76|7.93	nan
rxn46553	-6.22|15.82	-5.92|0.85
rxn46554	-6.58|3.95	nan
rxn46555	-11.65|7.95	nan
rxn46556	-26.68|4.82	-98.16|25051.08
rxn46557	nan	nan
rxn46558	nan	nan
rxn46559	nan	nan
rxn46560	-0.1|1.49	-2.64|0.81
rxn46561	nan	nan
rxn46562	nan	nan
rxn46563	nan	nan
rxn46564	-2.04|14.95	-27.96|2.72
rxn46565	nan	nan
rxn46566	nan	nan
rxn46567	nan	nan
rxn46568	nan	-6.00|0.42
rxn46569	nan	nan
rxn46570	0.0|2.14	0.00|0.00
rxn46571	0.01|5.56	1.84|11521.82
rxn46572	nan	nan
rxn46573	-41.42|5.53	-17.03|1.39
rxn46574	nan	nan
rxn46575	13.57|12.89	4.93|1.91
rxn46576	3.76|6.15	4.37|0.23
rxn46577	nan	nan
rxn46578	-1.7|8.59	-3.91|0.53
rxn46579	nan	nan
rxn46580	nan	nan
rxn46581	nan	nan
rxn46582	-21.55|6.86	-2.63|0.35
rxn46583	nan	-42.69|23900.57
rxn46584	nan	nan
rxn46585	0.0|1.65	0.00|0.00
rxn46586	nan	nan
rxn46587	nan	nan
rxn46588	-1.7|11.94	nan
rxn46589	nan	nan
rxn46590	nan	nan
rxn46591	5.22|6.12	4.63|0.45
rxn46592	nan	nan
rxn46593	nan	nan
rxn46594	nan	nan
rxn46595	nan	nan
rxn46596	nan	nan
rxn46597	nan	nan
rxn46598	nan	nan
rxn46599	nan	nan
rxn46600	nan	nan
rxn46601	nan	nan
rxn46602	7.22|4.35	-4.02|0.71
rxn46603	639.38|7.22	nan
rxn46604	nan	nan
rxn46605	nan	nan
rxn46606	nan	nan
rxn46607	nan	nan
rxn46608	-6.81|4.05	nan
rxn46609	3.76|6.97	4.36|0.24
rxn46610	nan	345.01|60036.89
rxn46611	nan	nan
rxn46612	-110.08|1.53	-116.65|2.21
rxn46613	nan	nan
rxn46614	-100.75|7.98	-84.01|23900.57
rxn46615	-15.4|3.68	-125.69|27863.96
rxn46616	nan	nan
rxn46617	nan	nan
rxn46618	-41.28|2.23	-41.51|1.59
rxn46619	nan	nan
rxn46620	-1.7|10.73	nan
rxn46621	nan	nan
rxn46622	-99.51|8.1	nan
rxn46623	nan	nan
rxn46624	nan	nan
rxn46625	0.0|1.36	nan
rxn46626	-9.14|3.53	nan
rxn46627	nan	nan
rxn46628	nan	nan
rxn46629	nan	nan
rxn46630	-0.52|1.54	-2.69|0.53
rxn46631	nan	nan
rxn46632	-16.55|8.49	-14.22|0.33
rxn46633	nan	nan
rxn46634	nan	nan
rxn46635	nan	nan
rxn46636	nan	nan
rxn46637	nan	nan
rxn46638	-1.7|11.82	nan
rxn46639	-1.83|1.45	nan
rxn46640	-100.63|7.88	-104.74|1.45
rxn46641	-6.93|5.81	33.62|7504.61
rxn46642	nan	nan
rxn46643	419.84|5.15	272.21|0.62
rxn46644	-229.54|5.61	-202.14|1.79
rxn46645	nan	nan
rxn46646	nan	nan
rxn46647	nan	nan
rxn46648	nan	nan
rxn46649	nan	nan
rxn46650	nan	nan
rxn46651	nan	nan
rxn46652	nan	nan
rxn46653	nan	nan
rxn46654	-9.37|3.55	-15.38|0.76
rxn46655	nan	-112.86|23900.57
rxn46656	nan	nan
rxn46657	nan	nan
rxn46658	nan	nan
rxn46659	-0.46|4.4	nan
rxn46660	nan	nan
rxn46661	1.39|5.27	nan
rxn46662	nan	nan
rxn46663	nan	-46.10|2.32
rxn46664	nan	nan
rxn46665	nan	nan
rxn46666	nan	nan
rxn46667	-74.41|6.32	-72.53|0.88
rxn46668	-8.88|2.64	69.17|16170.40
rxn46669	-79.75|5.81	-77.69|0.38
rxn46670	nan	nan
rxn46671	nan	nan
rxn46672	nan	nan
rxn46673	nan	nan
rxn46674	-33.71|2.12	-35.74|1.15
rxn46675	-2.16|5.1	0.25|0.35
rxn46676	nan	nan
rxn46677	0.0|2.18	nan
rxn46678	nan	nan
rxn46679	nan	nan
rxn46680	46.45|1.64	17.70|0.24
rxn46681	-28.69|0.89	-28.04|0.83
rxn46682	4.81|1.41	nan
rxn46683	nan	nan
rxn46684	nan	nan
rxn46685	nan	nan
rxn46686	nan	nan
rxn46687	nan	nan
rxn46688	nan	nan
rxn46689	nan	nan
rxn46690	17.46|4.43	nan
rxn46691	-3.11|13.94	-0.85|0.42
rxn46692	-21.55|6.84	-2.63|0.35
rxn46693	nan	nan
rxn46694	nan	-44.95|33800.52
rxn46695	-3.11|3.59	-2.13|0.42
rxn46696	-14.03|6.87	-96.41|29272.10
rxn46697	-1.7|6.65	-6.00|0.42
rxn46698	-1.7|4.89	-3.98|0.95
rxn46699	nan	nan
rxn46700	nan	nan
rxn46701	nan	nan
rxn46702	nan	nan
rxn46703	nan	nan
rxn46704	nan	nan
rxn46705	-115.07|8.25	-112.54|0.88
rxn46706	-2.67|11.28	nan
rxn46707	nan	nan
rxn46708	nan	nan
rxn46709	nan	nan
rxn46710	nan	nan
rxn46711	3.76|8.0	4.37|0.23
rxn46712	nan	nan
rxn46713	-2.94|3.57	-5.54|0.94
rxn46714	-370.68|18.6	nan
rxn46715	nan	nan
rxn46716	nan	nan
rxn46717	-11.46|0.81	27.86|0.42
rxn46718	nan	nan
rxn46719	nan	nan
rxn46720	nan	nan
rxn46721	4.81|1.35	nan
rxn46722	-273.69|44.3	17.79|111455.83
rxn46723	3.76|8.13	4.37|0.23
rxn46724	nan	nan
rxn46725	nan	nan
rxn46726	0.0|11.17	nan
rxn46727	nan	nan
rxn46728	nan	nan
rxn46729	-26.44|4.72	-18.81|0.66
rxn46730	nan	nan
rxn46731	-95.83|8.12	-122.51|2.40
rxn46732	-9.65|4.67	-7.93|1.66
rxn46733	0.0|3.92	0.00|0.00
rxn46734	nan	nan
rxn46735	nan	-50.35|42071.74
rxn46736	nan	nan
rxn46737	nan	nan
rxn46738	-26.84|5.35	-7.22|0.86
rxn46739	nan	nan
rxn46740	nan	nan
rxn46741	0.75|8.21	nan
rxn46742	-96.69|2.44	-101.48|0.94
rxn46743	nan	nan
rxn46744	-10.46|5.47	3.05|23900.57
rxn46745	nan	nan
rxn46746	nan	nan
rxn46747	11.92|1.11	71.81|16900.26
rxn46748	nan	nan
rxn46749	-1.66|2.0	nan
rxn46750	-118.58|6.29	-118.18|0.76
rxn46751	nan	nan
rxn46752	7.22|2.86	nan
rxn46753	-6.83|3.39	nan
rxn46754	-4.36|6.38	-1.88|23900.57
rxn46755	-21.55|7.22	-2.64|0.35
rxn46756	nan	nan
rxn46757	nan	nan
rxn46758	nan	nan
rxn46759	nan	nan
rxn46760	nan	nan
rxn46761	nan	nan
rxn46762	nan	nan
rxn46763	-0.67|4.09	nan
rxn46764	nan	nan
rxn46765	-4.36|5.27	9.58|23900.57
rxn46766	nan	nan
rxn46767	nan	nan
rxn46768	nan	nan
rxn46769	nan	nan
rxn46770	nan	nan
rxn46771	nan	nan
rxn46772	nan	nan
rxn46773	nan	nan
rxn46774	nan	nan
rxn46775	nan	nan
rxn46776	nan	nan
rxn46777	nan	nan
rxn46778	-21.55|6.67	-2.63|0.35
rxn46779	nan	nan
rxn46780	-4.81|4.14	-6.44|0.38
rxn46781	nan	nan
rxn46782	-12.71|3.5	nan
rxn46783	-14.03|4.54	-2.86|0.30
rxn46784	-1.7|8.17	nan
rxn46785	nan	nan
rxn46786	nan	nan
rxn46787	nan	nan
rxn46788	nan	nan
rxn46789	-96.19|11.37	nan
rxn46790	nan	nan
rxn46791	nan	nan
rxn46792	3.76|6.14	4.37|0.23
rxn46793	nan	nan
rxn46794	nan	nan
rxn46795	nan	-18.25|23900.57
rxn46796	nan	nan
rxn46797	nan	nan
rxn46798	nan	nan
rxn46799	nan	nan
rxn46800	-4.36|6.03	-1.78|23900.57
rxn46801	-0.5|1.64	-7.42|1.30
rxn46802	-1.7|5.56	nan
rxn46803	-27.02|3.12	nan
rxn46804	nan	nan
rxn46805	nan	nan
rxn46806	nan	nan
rxn46807	nan	nan
rxn46808	-6.35|5.62	nan
rxn46809	5.22|6.17	59.42|23900.57
rxn46810	nan	nan
rxn46811	nan	nan
rxn46812	nan	nan
rxn46813	nan	nan
rxn46814	-4.36|5.47	-1.78|23900.57
rxn46815	nan	nan
rxn46816	-5.48|1.64	-3.92|0.54
rxn46817	-1.7|4.01	-3.99|0.65
rxn46818	nan	-20.44|2.19
rxn46819	nan	-14.72|0.63
rxn46820	-24.02|3.11	-22.46|1.11
rxn46821	nan	nan
rxn46822	-10.47|4.37	-14.27|1.54
rxn46823	nan	nan
rxn46824	23.87|5.6	6.19|29272.11
rxn46825	nan	nan
rxn46826	nan	-2.89|0.35
rxn46827	nan	nan
rxn46828	nan	nan
rxn46829	-1.81|0.78	-0.14|0.67
rxn46830	nan	nan
rxn46831	-5.75|5.0	-3.58|0.59
rxn46832	nan	nan
rxn46833	nan	nan
rxn46834	nan	nan
rxn46835	99.67|5.32	-27.65|16900.26
rxn46836	nan	nan
rxn46837	-14.03|4.87	-0.69|0.33
rxn46838	nan	nan
rxn46839	nan	nan
rxn46840	nan	nan
rxn46841	nan	nan
rxn46842	-32.8|7.42	nan
rxn46843	-21.03|2.14	nan
rxn46844	nan	nan
rxn46845	nan	nan
rxn46846	-6.74|5.83	-5.58|23900.57
rxn46847	-3.61|5.87	-0.84|0.53
rxn46848	nan	nan
rxn46849	nan	nan
rxn46850	111.65|3.35	67.66|1.25
rxn46851	nan	nan
rxn46852	nan	nan
rxn46853	nan	nan
rxn46854	nan	nan
rxn46855	nan	nan
rxn46856	nan	nan
rxn46857	5.28|1.21	66.21|16900.26
rxn46858	nan	nan
rxn46859	nan	nan
rxn46860	nan	nan
rxn46861	nan	nan
rxn46862	nan	nan
rxn46863	-17.39|5.76	nan
rxn46864	-4.55|2.75	nan
rxn46865	-14.03|4.33	-3.58|0.30
rxn46866	2.3|6.64	nan
rxn46867	nan	nan
rxn46868	nan	nan
rxn46869	nan	nan
rxn46870	-3.11|4.25	-3.26|1.03
rxn46871	nan	nan
rxn46872	nan	nan
rxn46873	nan	nan
rxn46874	nan	nan
rxn46875	nan	nan
rxn46876	nan	nan
rxn46877	-9.22|2.13	-26.36|1.36
rxn46878	-1.7|4.3	-5.35|0.53
rxn46879	nan	nan
rxn46880	5.48|1.64	3.92|0.54
rxn46881	-19.86|6.14	nan
rxn46882	5.51|8.18	nan
rxn46883	-6.69|6.01	-150.09|2.46
rxn46884	-14.03|4.87	-0.30|0.52
rxn46885	nan	nan
rxn46886	-109.26|3.46	-129.60|11521.82
rxn46887	nan	nan
rxn46888	nan	nan
rxn46889	-314.72|19.35	-316.96|2.27
rxn46890	-10.33|3.81	2.53|0.56
rxn46891	nan	nan
rxn46892	nan	nan
rxn46893	nan	nan
rxn46894	-3.61|6.84	-0.35|0.52
rxn46895	2.16|8.08	3.20|0.82
rxn46896	-0.46|5.13	nan
rxn46897	nan	nan
rxn46898	nan	nan
rxn46899	nan	nan
rxn46900	nan	nan
rxn46901	nan	nan
rxn46902	-4.36|6.36	-1.86|23900.57
rxn46903	0.0|4.55	nan
rxn46904	nan	nan
rxn46905	-3.11|5.62	-1.79|0.42
rxn46906	-6.02|3.87	136.49|22868.40
rxn46907	-87.22|4.63	-38.84|3.22
rxn46908	nan	nan
rxn46909	nan	nan
rxn46910	nan	nan
rxn46911	nan	nan
rxn46912	nan	nan
rxn46913	-14.03|6.86	3.61|0.46
rxn46914	nan	nan
rxn46915	nan	nan
rxn46916	15.02|5.62	nan
rxn46917	nan	nan
rxn46918	nan	nan
rxn46919	3.76|8.3	4.36|0.24
rxn46920	-1.7|6.75	-3.24|0.53
rxn46921	nan	nan
rxn46922	nan	nan
rxn46923	nan	nan
rxn46924	0.75|7.05	56.92|15009.22
rxn46925	nan	nan
rxn46926	nan	nan
rxn46927	-8.48|5.26	-7.56|0.97
rxn46928	7.69|6.18	8.26|0.54
rxn46929	nan	-103.54|33800.52
rxn46930	nan	nan
rxn46931	nan	nan
rxn46932	nan	nan
rxn46933	nan	nan
rxn46934	1.81|5.08	nan
rxn46935	0.0|4.7	nan
rxn46936	nan	nan
rxn46937	9.54|1.89	-4.51|0.37
rxn46938	nan	nan
rxn46939	nan	nan
rxn46940	nan	nan
rxn46941	-13.89|1.22	nan
rxn46942	-0.87|1.25	-0.13|1.19
rxn46943	-118.86|3.8	nan
rxn46944	nan	nan
