ID	GC	EQ
cpd06414	-39.91|4.08	33.30|32834.59
cpd06415	10000000.0|10000000.0	-0.31|15009.22
cpd06416	10000000.0|10000000.0	-36.32|28222.58
cpd06417	10000000.0|10000000.0	-6.50|15009.22
cpd06418	-88.49|6.74	-12.29|28222.58
cpd06419	-25.54|2.19	nan
cpd06420	-285.28|4.93	-120.95|32834.59
cpd06421	10000000.0|10000000.0	nan
cpd06422	10000000.0|10000000.0	0.03|32834.59
cpd06423	10000000.0|10000000.0	nan
cpd06424	10000000.0|10000000.0	nan
cpd06425	-74.95|3.98	-90.16|30018.44
cpd06426	-116.57|4.04	-42.98|32834.59
cpd06427	-261.27|3.71	-109.90|30018.44
cpd06428	10000000.0|10000000.0	-23.37|15009.22
cpd06429	-26.29|3.6	-51.30|30018.44
cpd06430	-102.91|2.86	147.18|2.04
cpd06431	10000000.0|10000000.0	-39.49|32834.59
cpd06432	10000000.0|10000000.0	nan
cpd06433	10000000.0|10000000.0	nan
cpd06434	-172.84|4.16	-56.44|32834.59
cpd06435	10000000.0|10000000.0	10.03|15009.22
cpd06436	10000000.0|10000000.0	nan
cpd06437	10000000.0|10000000.0	8.44|15009.22
cpd06438	10000000.0|10000000.0	nan
cpd06439	-43.93|4.57	-3.70|32834.59
cpd06440	-57.32|3.77	-19.38|32834.59
cpd06441	10000000.0|10000000.0	nan
cpd06442	-64.86|7.36	nan
cpd06443	10000000.0|10000000.0	12.83|15009.22
cpd06444	10000000.0|10000000.0	nan
cpd06445	10000000.0|10000000.0	nan
cpd06446	-237.93|5.59	-123.86|38371.14
cpd06447	-100.83|6.87	-45.72|52837.70
cpd06448	-5.65|3.54	nan
cpd06449	10000000.0|10000000.0	-4.95|28222.58
cpd06450	-17.84|2.61	137.18|3.84
cpd06451	10000000.0|10000000.0	45.85|15009.22
cpd06452	10000000.0|10000000.0	nan
cpd06453	-3.19|2.84	160.49|4.48
cpd06454	-171.18|6.77	-55.53|28222.58
cpd06455	-177.74|6.78	-37.85|28222.58
cpd06456	-382.74|4.33	-19.33|22513.83
cpd06457	-29.48|2.9	47.90|15009.22
cpd06458	-315.36|4.13	-71.31|22513.83
cpd06459	10000000.0|10000000.0	33.05|15009.22
cpd06460	10000000.0|10000000.0	166.18|4.22
cpd06461	10000000.0|10000000.0	33.05|15009.22
cpd06462	10000000.0|10000000.0	39.69|23900.57
cpd06463	10000000.0|10000000.0	-112.04|56445.16
cpd06464	-54.96|2.38	69.76|2.13
cpd06465	10000000.0|10000000.0	-199.20|60769.48
cpd06466	-2.0|1.74	178.01|2.65
cpd06467	10000000.0|10000000.0	nan
cpd06468	-31.91|3.24	67.95|2.93
cpd06469	-90.41|4.79	-30.32|32834.59
cpd06470	-55.56|6.42	-14.29|4.92
cpd06471	-126.54|6.18	-92.05|32834.59
cpd06472	-187.91|4.38	-7.03|25051.08
cpd06473	13.49|7.33	-5.55|30018.44
cpd06474	-130.84|7.48	-116.31|30018.44
cpd06475	10000000.0|10000000.0	nan
cpd06476	10000000.0|10000000.0	nan
cpd06477	-73.88|6.08	-83.29|32834.59
cpd06478	10000000.0|10000000.0	nan
cpd06479	-73.88|6.08	-83.29|32834.59
cpd06480	10000000.0|10000000.0	nan
cpd06481	10000000.0|10000000.0	-49.93|32834.59
cpd06482	-115.33|5.8	-134.17|44488.39
cpd06483	10000000.0|10000000.0	nan
cpd06484	10000000.0|10000000.0	nan
cpd06485	10000000.0|10000000.0	nan
cpd06486	-175.13|3.64	-3.60|23900.57
cpd06487	-112.37|4.59	6.79|4.92
cpd06488	-127.02|4.49	-16.47|4.60
cpd06489	10000000.0|10000000.0	nan
cpd06490	-23.31|4.75	89.15|4.83
cpd06491	10000000.0|10000000.0	nan
cpd06492	-5.88|5.73	nan
cpd06493	10000000.0|10000000.0	nan
cpd06494	-71.68|5.31	nan
cpd06495	-115.9|4.04	-43.83|32834.59
cpd06496	-13.49|2.99	46.91|15009.22
cpd06497	-104.97|2.94	-3.92|15009.22
cpd06498	-104.97|2.94	-3.92|15009.22
cpd06499	-29.88|1.98	88.05|3.16
cpd06500	-21.95|3.56	-65.99|30018.44
cpd06501	27.64|7.29	-54.76|30018.44
cpd06502	10000000.0|10000000.0	-37.72|28222.58
cpd06503	62.69|5.2	313.80|6.69
cpd06504	34.64|5.66	512.44|8.77
cpd06505	-54.92|3.78	72.59|4.08
cpd06506	10000000.0|10000000.0	nan
cpd06507	6.48|3.83	245.07|25051.08
cpd06508	10000000.0|10000000.0	nan
cpd06509	-113.81|2.23	-46.58|2.69
cpd06510	10000000.0|10000000.0	nan
cpd06511	-430.77|4.35	-188.17|2.58
cpd06512	-278.56|3.25	-133.82|2.83
cpd06513	-81.95|1.92	27.42|1.69
cpd06514	-94.76|6.95	-25.67|15009.22
cpd06515	17.3|1.16	255.53|1.86
cpd06516	-161.92|3.43	nan
cpd06517	10000000.0|10000000.0	74.63|15009.22
cpd06518	10000000.0|10000000.0	nan
cpd06519	54.06|2.2	176.81|15009.22
cpd06520	-31.76|3.96	87.31|25051.08
cpd06521	-21.21|3.43	159.34|25051.08
cpd06522	-17.9|6.22	238.00|23900.57
cpd06523	10000000.0|10000000.0	183.93|15009.22
cpd06524	10000000.0|10000000.0	nan
cpd06525	10000000.0|10000000.0	nan
cpd06526	-40.34|2.15	112.71|15009.22
cpd06527	76.23|3.7	207.24|1.71
cpd06528	-91.28|3.61	-26.34|2.90
cpd06529	48.58|3.56	266.54|23900.57
cpd06530	-247.64|3.4	-63.88|3.12
cpd06531	74.22|4.16	271.20|23900.57
cpd06532	-146.16|3.44	47.04|25051.08
cpd06533	10000000.0|10000000.0	nan
cpd06534	-17.32|1.66	93.20|2.48
cpd06535	-39.5|2.12	58.85|2.25
cpd06536	-31.97|1.61	69.88|2.69
cpd06537	10000000.0|10000000.0	nan
cpd06538	-67.3|1.95	50.86|1.63
cpd06539	-58.01|4.01	102.41|25051.08
cpd06540	-65.96|2.41	52.58|2.48
cpd06541	10000000.0|10000000.0	nan
cpd06542	10000000.0|10000000.0	nan
cpd06543	59.52|1.39	273.92|1.23
cpd06544	-41.13|2.22	78.51|2.30
cpd06545	10000000.0|10000000.0	nan
cpd06546	10000000.0|10000000.0	nan
cpd06547	-38.36|3.47	164.38|25051.08
cpd06548	10000000.0|10000000.0	nan
cpd06549	10000000.0|10000000.0	nan
cpd06550	10000000.0|10000000.0	nan
cpd06551	-51.66|1.3	172.77|1.90
cpd06552	14.36|1.98	203.30|23900.57
cpd06553	10000000.0|10000000.0	nan
cpd06554	-30.48|2.27	193.45|23900.57
cpd06555	10000000.0|10000000.0	nan
cpd06556	10000000.0|10000000.0	nan
cpd06557	-9.37|3.45	nan
cpd06558	16.27|4.11	nan
cpd06559	94.29|1.9	323.48|1.70
cpd06560	93.63|1.86	324.08|1.57
cpd06561	10000000.0|10000000.0	nan
cpd06562	-93.46|5.56	217.74|23900.57
cpd06563	10000000.0|10000000.0	nan
cpd06564	10000000.0|10000000.0	nan
cpd06565	-5.08|3.66	144.12|5.23
cpd06566	10000000.0|10000000.0	nan
cpd06567	-6.06|1.71	78.45|15009.22
cpd06568	-94.01|4.93	117.60|23900.57
cpd06569	76.04|3.71	228.93|1.78
cpd06570	14.84|2.33	155.04|15009.22
cpd06571	10000000.0|10000000.0	88.47|28222.58
cpd06572	10000000.0|10000000.0	98.84|28222.58
cpd06573	-648.98|6.81	-90.88|25051.08
cpd06574	-110.81|2.72	33.37|2.53
cpd06575	-17.53|1.09	199.51|1.80
cpd06576	-0.5|2.25	153.20|15009.22
cpd06577	10000000.0|10000000.0	nan
cpd06578	10000000.0|10000000.0	280.09|2.85
cpd06579	-100.34|6.54	194.52|33800.52
cpd06580	-6.47|1.74	92.54|15009.22
cpd06581	-44.46|4.07	21.66|28222.58
cpd06582	-80.69|4.07	-15.75|28222.58
cpd06583	-50.73|2.22	195.44|23900.57
cpd06584	17.59|1.12	nan
cpd06585	10000000.0|10000000.0	183.93|15009.22
cpd06586	-24.61|6.54	76.86|50102.16
cpd06587	-71.91|1.18	174.75|1.80
cpd06588	-41.81|2.23	207.67|1.73
cpd06589	-49.71|1.78	125.22|2.49
cpd06590	60.38|3.94	179.76|1.73
cpd06591	-201.65|3.74	131.22|25051.08
cpd06592	0.6|3.75	58.52|30018.44
cpd06593	10000000.0|10000000.0	nan
cpd06594	-25.26|3.43	204.92|23900.57
cpd06595	10000000.0|10000000.0	nan
cpd06596	-108.71|3.41	59.85|25051.08
cpd06597	34.17|1.29	285.56|1.43
cpd06598	10000000.0|10000000.0	nan
cpd06599	-30.35|3.55	182.22|25051.08
cpd06600	-156.65|9.23	nan
cpd06601	-83.94|6.51	18.60|50102.16
cpd06602	10000000.0|10000000.0	nan
cpd06603	-24.67|6.47	191.39|53443.31
cpd06604	-61.39|1.94	56.04|15009.22
cpd06605	-29.7|3.39	141.66|25051.08
cpd06606	-118.86|2.81	165.37|2.61
cpd06607	-2.25|2.29	92.36|15009.22
cpd06608	10000000.0|10000000.0	nan
cpd06609	10000000.0|10000000.0	nan
cpd06610	10000000.0|10000000.0	189.45|28222.58
cpd06611	10000000.0|10000000.0	nan
cpd06612	10000000.0|10000000.0	152.04|28222.58
cpd06613	-30.62|2.02	67.56|15009.22
cpd06614	-45.09|3.38	166.79|25051.08
cpd06615	80.55|4.24	240.46|25051.08
cpd06616	-64.13|2.76	158.97|3.21
cpd06617	10000000.0|10000000.0	107.62|25051.08
cpd06618	10000000.0|10000000.0	231.41|53443.31
cpd06619	-158.3|2.43	-80.13|3.12
cpd06620	-158.3|2.43	-80.13|3.12
cpd06621	62.31|1.69	275.70|1.69
cpd06622	61.65|1.66	276.30|1.58
cpd06623	-319.97|3.78	-236.11|5.10
cpd06624	-434.02|4.42	-192.84|2.95
cpd06625	-2.03|2.44	113.16|15009.22
cpd06626	-117.07|2.56	-7.13|2.84
cpd06627	-118.82|2.25	-30.88|2.66
cpd06628	-158.66|2.32	-71.37|2.67
cpd06629	18.64|3.33	221.91|23900.57
cpd06630	10000000.0|10000000.0	nan
cpd06631	-24.48|6.54	204.96|33800.52
cpd06632	10000000.0|10000000.0	nan
cpd06633	10000000.0|10000000.0	nan
cpd06634	10000000.0|10000000.0	nan
cpd06635	-13.7|1.76	77.69|15009.22
cpd06636	40.38|4.02	173.49|25051.08
cpd06637	35.38|3.94	211.11|23900.57
cpd06638	10000000.0|10000000.0	nan
cpd06639	10000000.0|10000000.0	nan
cpd06640	-68.87|3.46	100.33|25051.08
cpd06641	10000000.0|10000000.0	nan
cpd06642	66.18|1.55	nan
cpd06643	-114.17|2.15	-37.85|2.27
cpd06644	-49.49|2.27	105.47|2.46
cpd06645	-89.33|2.31	64.94|2.45
cpd06646	-243.68|2.67	-55.29|2.01
cpd06647	-419.37|4.49	-169.52|2.93
cpd06648	-138.64|2.41	-72.48|2.83
cpd06649	-0.02|2.07	108.10|1.88
cpd06650	-224.3|4.5	-105.88|5.44
cpd06651	-62.84|3.09	79.34|3.44
cpd06652	-29.3|2.77	215.26|3.20
cpd06653	-288.61|4.82	-173.02|5.52
cpd06654	-74.33|2.11	2.67|2.26
cpd06655	-334.04|5.08	nan
cpd06656	-215.93|2.47	-125.68|2.90
cpd06657	-309.23|3.25	nan
cpd06658	10000000.0|10000000.0	nan
cpd06659	-334.23|3.67	-151.79|15009.22
cpd06660	-321.41|7.23	-182.93|28222.58
cpd06661	10000000.0|10000000.0	nan
cpd06662	-217.96|2.65	-162.13|3.28
cpd06663	-266.0|3.1	-148.60|15009.22
cpd06664	-51.89|2.02	-3.67|15009.22
cpd06665	-309.65|5.27	nan
cpd06666	-76.04|2.28	59.15|2.76
cpd06667	-352.88|5.36	-229.32|32834.59
cpd06668	-250.42|4.47	-13.46|28222.58
cpd06669	-22.55|1.05	106.97|1.78
cpd06670	-39.82|3.83	115.80|23900.57
cpd06671	-344.17|3.08	-202.73|15009.22
cpd06672	-144.94|2.13	-105.99|15009.22
cpd06673	-303.42|3.02	-167.54|15009.22
cpd06674	-231.1|3.25	nan
cpd06675	-312.04|4.23	-50.76|7504.61
cpd06676	-366.49|4.05	-155.40|7504.61
cpd06677	-42.14|0.92	nan
cpd06678	-53.88|1.96	16.55|15009.22
cpd06679	10000000.0|10000000.0	nan
cpd06680	-348.32|3.05	-238.47|15009.22
cpd06681	-394.54|4.32	-141.46|2.57
cpd06682	-56.14|2.07	35.43|15009.22
cpd06683	-41.74|1.9	1.30|15009.22
cpd06684	-41.74|1.9	1.30|15009.22
cpd06685	-394.54|4.32	-143.60|2.54
cpd06686	-363.79|3.62	-97.37|2.30
cpd06687	10000000.0|10000000.0	nan
cpd06688	10000000.0|10000000.0	nan
cpd06689	-366.31|4.48	-193.46|28222.58
cpd06690	-343.26|3.14	-208.02|15009.22
cpd06691	-212.26|4.75	-91.54|32834.59
cpd06692	-293.65|4.15	nan
cpd06693	-235.86|4.39	-24.20|28222.58
cpd06694	-312.61|3.01	-170.90|15009.22
cpd06695	-315.38|3.33	-160.46|3.22
cpd06697	-434.02|4.42	-190.70|2.97
cpd06698	-419.37|4.49	nan
cpd06699	-90.69|2.08	35.82|2.05
cpd06700	-287.29|3.37	-54.98|2.64
cpd06701	-740.32|3.96	-370.36|3.10
cpd06702	-740.29|3.86	-376.50|2.64
cpd06703	-750.85|3.78	-367.39|2.48
cpd06704	-801.28|3.8	-392.62|2.55
cpd06705	-794.72|3.73	-417.05|2.75
cpd06706	41.1|4.98	nan
cpd06707	-10.61|0.96	56.92|0.73
cpd06708	-126.28|0.84	nan
cpd06709	-825.36|3.65	-413.97|2.06
cpd06710	-809.93|3.69	nan
cpd06711	-863.4|3.66	-452.32|2.03
cpd06712	-856.93|3.67	-463.14|2.12
cpd06713	-785.68|3.76	-423.41|2.43
cpd06714	-62.36|1.26	34.04|1.73
cpd06715	-761.44|3.79	-352.13|2.66
cpd06716	-841.12|3.84	-433.10|2.48
cpd06717	-834.56|3.75	-457.50|2.68
cpd06718	-114.17|2.15	-37.82|2.27
cpd06719	-74.33|2.11	2.70|2.26
cpd06720	-355.06|4.24	-92.21|2.22
cpd06721	-179.1|3.16	67.35|2.81
cpd06722	-379.89|4.39	-118.14|2.64
cpd06723	-113.8|2.65	30.35|3.02
cpd06724	-88.97|2.43	56.21|2.86
cpd06725	-99.16|2.25	-23.12|2.40
cpd06726	-262.97|7.79	nan
cpd06727	-262.97|7.79	nan
cpd06728	10000000.0|10000000.0	115.08|67601.03
cpd06729	-80.7|6.19	91.31|48386.66
cpd06730	46.02|2.52	83.64|15009.22
cpd06731	-11.73|1.1	120.34|0.90
cpd06732	-27.12|3.7	61.15|25051.08
cpd06733	-37.95|1.79	nan
cpd06734	10000000.0|10000000.0	27.62|15009.22
cpd06735	10000000.0|10000000.0	nan
cpd06736	-10.46|2.25	nan
cpd06737	-87.31|2.4	nan
cpd06738	17.34|1.04	171.76|1.14
cpd06739	-2.91|0.66	173.75|0.89
cpd06740	-12.39|0.7	184.12|0.85
cpd06741	10000000.0|10000000.0	nan
cpd06742	10000000.0|10000000.0	nan
cpd06743	10000000.0|10000000.0	nan
cpd06744	-113.48|1.67	-82.14|15009.22
cpd06745	-44.42|1.05	94.31|1.80
cpd06746	10000000.0|10000000.0	nan
cpd06747	10000000.0|10000000.0	nan
cpd06748	-12.74|2.19	102.05|23900.57
cpd06749	10000000.0|10000000.0	84.82|34623.60
cpd06750	10000000.0|10000000.0	nan
cpd06751	-28.04|1.14	167.19|1.26
cpd06752	10000000.0|10000000.0	nan
cpd06753	-31.37|0.99	169.52|1.47
cpd06754	10000000.0|10000000.0	nan
cpd06755	10000000.0|10000000.0	nan
cpd06756	10000000.0|10000000.0	nan
cpd06757	10000000.0|10000000.0	nan
cpd06758	22.09|2.23	nan
cpd06759	10000000.0|10000000.0	nan
cpd06760	-60.76|1.17	153.08|1.87
cpd06761	9.41|1.02	nan
cpd06762	10000000.0|10000000.0	nan
cpd06763	66.2|1.51	219.14|1.14
cpd06764	10000000.0|10000000.0	nan
cpd06765	38.09|1.44	182.00|1.80
cpd06766	10000000.0|10000000.0	nan
cpd06767	63.73|2.51	nan
cpd06768	10000000.0|10000000.0	nan
cpd06769	10000000.0|10000000.0	nan
cpd06771	10000000.0|10000000.0	nan
cpd06773	10000000.0|10000000.0	nan
cpd06774	10000000.0|10000000.0	32.85|28222.58
cpd06775	-6.16|0.88	135.09|1.51
cpd06776	10000000.0|10000000.0	nan
cpd06777	6.33|2.44	104.29|1.69
cpd06778	10000000.0|10000000.0	nan
cpd06779	10000000.0|10000000.0	nan
cpd06780	10000000.0|10000000.0	nan
cpd06781	10000000.0|10000000.0	nan
cpd06782	58.67|2.99	248.14|15009.22
cpd06783	19.58|2.36	138.15|1.59
cpd06784	-68.81|2.51	nan
cpd06785	10000000.0|10000000.0	nan
cpd06786	-11.93|4.27	50.35|25051.08
cpd06787	10000000.0|10000000.0	nan
cpd06788	39.67|1.47	175.86|1.63
cpd06789	10000000.0|10000000.0	nan
cpd06790	44.49|1.41	175.86|1.63
cpd06791	10000000.0|10000000.0	nan
cpd06792	-10.79|1.01	nan
cpd06793	10000000.0|10000000.0	nan
cpd06794	-29.32|1.73	58.43|1.05
cpd06795	-29.32|1.73	58.43|1.05
cpd06796	-11.66|3.57	nan
cpd06797	3.54|2.21	76.65|1.60
cpd06798	-11.73|1.1	120.34|0.90
cpd06799	-49.18|1.21	115.73|1.16
cpd06800	68.14|2.1	166.32|1.97
cpd06801	-1.07|3.57	70.29|25051.08
cpd06802	17.92|3.14	178.64|3.23
cpd06803	10000000.0|10000000.0	24.43|28222.58
cpd06804	-212.88|2.9	-80.61|15009.22
cpd06805	39.84|2.12	118.73|1.94
cpd06806	-150.63|4.5	149.86|6.32
cpd06807	10000000.0|10000000.0	nan
cpd06808	-25.94|2.04	59.87|2.03
cpd06809	-282.84|2.7	-240.91|15009.22
cpd06810	-124.95|4.29	nan
cpd06811	-39.1|2.7	56.38|1.92
cpd06812	-184.45|3.63	-23.13|23900.57
cpd06813	-67.05|2.48	30.25|2.26
cpd06814	-184.45|3.63	-23.14|23900.57
cpd06815	-16.34|2.03	142.93|23900.57
cpd06816	-102.72|2.53	16.09|1.67
cpd06817	-111.44|3.98	95.55|25051.08
cpd06818	-57.14|1.62	69.09|2.24
cpd06819	10000000.0|10000000.0	426.42|53443.31
cpd06820	-87.25|2.25	-45.03|15009.22
cpd06821	-164.43|4.36	nan
cpd06822	10000000.0|10000000.0	-68.38|23900.57
cpd06823	-48.55|2.15	52.52|1.99
cpd06824	10000000.0|10000000.0	nan
cpd06825	10000000.0|10000000.0	nan
cpd06826	-38.85|2.19	68.76|7504.61
cpd06827	10000000.0|10000000.0	nan
cpd06828	2.32|1.61	205.35|2.66
cpd06829	-75.96|2.22	22.43|2.31
cpd06830	10000000.0|10000000.0	360.45|23043.64
cpd06831	-12.46|2.79	373.16|23900.57
cpd06832	-77.11|2.81	84.98|3.71
cpd06833	10000000.0|10000000.0	nan
cpd06834	-132.75|5.18	135.93|6.69
cpd06835	36.65|2.38	226.76|34623.61
cpd06836	-59.23|2.49	33.54|1.55
cpd06837	-18.84|1.48	110.40|1.41
cpd06838	39.85|2.96	431.46|23900.57
cpd06839	31.3|2.19	212.28|2.14
cpd06840	-6.39|2.7	133.30|2.63
cpd06841	-157.0|2.59	-130.65|3.82
cpd06842	-85.18|2.6	15.11|1.77
cpd06843	-152.22|2.69	-79.54|15009.22
cpd06844	-72.78|2.35	39.88|1.98
cpd06845	-156.29|2.32	6.37|1.95
cpd06846	10000000.0|10000000.0	nan
cpd06847	-5.19|2.3	44.27|1.47
cpd06848	-141.36|1.79	18.76|23900.57
cpd06849	10000000.0|10000000.0	nan
cpd06850	-50.9|2.43	-17.21|1.45
cpd06851	-25.32|2.29	67.51|1.54
cpd06852	-42.03|2.24	-36.91|15009.22
cpd06853	-92.32|1.9	57.80|23900.57
cpd06854	-123.74|2.3	-112.41|3.02
cpd06855	-203.19|1.83	20.75|0.85
cpd06856	10000000.0|10000000.0	38.59|36983.13
cpd06857	-230.58|2.45	-149.12|3.21
cpd06858	-221.55|4.84	-60.43|7.85
cpd06859	-117.58|4.11	nan
cpd06860	-25.2|2.43	167.83|2.42
cpd06861	-141.52|5.01	65.82|4.24
cpd06862	-635.9|8.04	-486.17|10.27
cpd06863	-284.94|2.56	-40.65|2.39
cpd06864	-108.01|1.51	-34.62|2.43
cpd06865	-103.18|2.35	-17.82|3.07
cpd06866	-72.19|4.36	nan
cpd06867	-69.43|2.82	177.14|4.00
cpd06868	-71.54|2.96	79.20|3.44
cpd06869	10000000.0|10000000.0	427.02|53443.31
cpd06870	-41.17|2.19	117.00|23900.57
cpd06871	10000000.0|10000000.0	87.07|2.95
cpd06872	-173.83|3.24	-117.63|23900.57
cpd06873	-100.77|2.05	34.45|2.60
cpd06874	72.83|2.31	245.65|2.41
cpd06875	-50.11|2.23	48.73|1.53
cpd06876	-48.55|2.15	52.52|1.99
cpd06877	38.75|2.02	138.91|15009.22
cpd06878	23.3|1.6	72.13|15009.22
cpd06879	2.52|2.01	101.50|15009.22
cpd06880	70.22|7.84	425.60|87472.07
cpd06881	46.56|2.15	159.58|2.01
cpd06882	10000000.0|10000000.0	nan
cpd06883	10000000.0|10000000.0	nan
cpd06884	10000000.0|10000000.0	nan
cpd06885	10000000.0|10000000.0	nan
cpd06886	10000000.0|10000000.0	nan
cpd06887	10000000.0|10000000.0	nan
cpd06888	10000000.0|10000000.0	nan
cpd06889	10000000.0|10000000.0	nan
cpd06890	10000000.0|10000000.0	nan
cpd06891	10000000.0|10000000.0	nan
cpd06892	10000000.0|10000000.0	nan
cpd06893	10000000.0|10000000.0	nan
cpd06894	10000000.0|10000000.0	nan
cpd06895	10000000.0|10000000.0	nan
cpd06896	10000000.0|10000000.0	nan
cpd06897	10000000.0|10000000.0	nan
cpd06898	-72.17|3.76	399.25|3.79
cpd06899	10000000.0|10000000.0	nan
cpd06900	10000000.0|10000000.0	nan
cpd06901	10000000.0|10000000.0	nan
cpd06902	10000000.0|10000000.0	nan
cpd06903	10000000.0|10000000.0	nan
cpd06904	10000000.0|10000000.0	nan
cpd06905	10000000.0|10000000.0	nan
cpd06906	10000000.0|10000000.0	nan
cpd06907	-194.64|5.25	-77.51|47801.15
cpd06908	-194.64|5.25	-94.38|47801.15
cpd06909	-78.74|2.45	23.51|23900.57
cpd06910	-381.8|3.11	-197.35|23900.57
cpd06911	-187.26|2.98	-141.11|23900.57
cpd06912	-162.43|2.73	-115.02|23900.57
cpd06913	-99.34|2.49	-23.07|23900.57
cpd06914	-64.09|2.63	47.18|23900.57
cpd06915	-309.74|3.08	-165.92|23900.57
cpd06916	-450.12|4.56	-221.26|23900.57
cpd06917	-138.49|3.13	-82.88|23900.57
cpd06918	-59.86|2.4	26.23|23900.57
cpd06919	-39.26|2.36	73.11|23900.57
cpd06920	-166.66|3.17	-77.43|23900.57
cpd06921	-181.31|2.98	-100.91|23900.57
cpd06922	-143.05|2.92	-51.44|23900.57
cpd06923	-157.7|2.78	-74.77|23900.57
cpd06924	-203.34|5.01	-77.27|47801.15
cpd06925	-39.11|2.93	100.55|23900.57
cpd06926	-137.6|2.57	-127.96|28222.58
cpd06927	-98.12|2.47	-39.83|23900.57
cpd06928	-124.17|2.66	-48.94|23900.57
cpd06929	-413.6|4.44	-146.25|23900.57
cpd06930	-143.05|2.92	-69.13|23900.57
cpd06931	-137.6|2.57	-89.08|23900.57
cpd06932	-312.36|3.39	-163.58|23900.57
cpd06933	10.4|2.17	124.96|23900.57
cpd06934	-98.12|2.47	-78.53|28222.58
cpd06935	-62.87|2.6	47.18|23900.57
cpd06936	-93.39|2.35	0.16|23900.57
cpd06937	-84.69|2.52	-16.50|23900.57
cpd06938	-174.04|5.05	-30.57|47801.15
cpd06939	-73.28|2.61	18.72|28222.58
cpd06940	-338.81|3.55	-221.20|23900.57
cpd06941	-375.04|3.58	-258.61|23900.57
cpd06942	-146.55|3.04	-82.88|23900.57
cpd06943	-146.55|3.04	-82.67|23900.57
cpd06944	-57.4|2.96	95.20|23900.57
cpd06945	-63.71|4.27	73.92|23900.57
cpd06946	-161.2|3.03	-106.23|23900.57
cpd06947	-178.36|5.11	-72.97|47801.15
cpd06948	-132.87|2.5	-66.59|23900.57
cpd06949	-103.19|4.28	24.52|23900.57
cpd06950	-131.9|3.11	-59.40|23900.57
cpd06951	-82.24|2.86	-7.44|23900.57
cpd06952	10000000.0|10000000.0	nan
cpd06953	-111.52|3.46	99.18|23900.57
cpd06954	-131.9|3.11	-59.30|23900.57
cpd06955	-121.72|2.92	-56.90|23900.57
cpd06956	-107.07|2.94	-33.38|23900.57
cpd06957	-312.61|3.86	-175.19|23900.57
cpd06958	-177.08|2.72	-177.42|28222.58
cpd06959	-146.55|3.04	-82.82|23900.57
cpd06960	-107.07|2.94	-33.58|23900.57
cpd06961	-108.92|4.43	107.86|23900.57
cpd06962	-178.3|2.82	-138.46|23900.57
cpd06963	-335.56|3.42	-209.39|23900.57
cpd06964	-142.67|4.33	-24.85|23900.57
cpd06965	-296.48|3.65	-131.71|23900.57
cpd06966	-121.16|4.44	80.30|23900.57
cpd06967	-327.26|3.86	-197.87|23900.57
cpd06968	-178.3|2.82	-138.43|23900.57
cpd06969	-178.3|2.82	-138.48|23900.57
cpd06970	-96.87|3.48	105.19|23900.57
cpd06971	-107.07|2.94	-33.51|23900.57
cpd06972	-121.72|2.92	-56.94|23900.57
cpd06973	-131.9|3.11	-59.32|23900.57
cpd06974	-162.43|2.73	-153.73|28222.58
cpd06975	10000000.0|10000000.0	nan
cpd06976	-161.2|3.03	-106.46|23900.57
cpd06977	-123.35|3.01	-54.89|23900.57
cpd06978	-161.2|3.03	-106.21|23900.57
cpd06979	-319.68|3.67	-177.12|23900.57
cpd06980	-107.99|4.97	8.25|23900.57
cpd06981	-131.9|3.11	-59.32|23900.57
cpd06982	-146.55|3.04	-82.65|23900.57
cpd06983	-305.03|3.71	-153.56|23900.57
cpd06984	-121.72|2.92	-57.07|23900.57
cpd06985	-319.68|3.67	-177.02|23900.57
cpd06986	-138.82|2.64	-89.19|23900.57
cpd06987	-122.95|2.59	-104.47|28222.58
cpd06988	-201.2|4.79	51.14|23900.57
cpd06989	-176.36|5.09	153.85|23900.57
cpd06990	-177.36|4.06	nan
cpd06991	-488.34|4.69	-238.45|23900.57
cpd06992	-421.28|3.24	-246.59|23900.57
cpd06993	-294.6|3.43	-131.57|23900.57
cpd06994	-177.08|2.72	-177.25|28222.58
cpd06995	-102.93|3.7	111.82|23900.57
cpd06996	-216.56|2.9	-226.44|28222.58
cpd06997	-338.81|3.55	-221.33|23900.57
cpd06998	-450.12|4.56	-221.26|23900.57
cpd06999	-410.64|4.4	-172.02|23900.57
cpd07000	-134.35|3.06	-68.38|23900.57
cpd07001	-138.58|3.79	-30.61|23900.57
cpd07002	-99.34|2.49	-39.91|23900.57
cpd07003	-313.58|3.48	-163.73|23900.57
cpd07004	-181.31|2.98	-101.12|23900.57
cpd07005	-181.31|2.98	-100.90|23900.57
cpd07006	-141.83|2.82	-51.83|23900.57
cpd07007	-201.91|2.91	-191.05|28222.58
cpd07008	-172.35|2.7	-98.20|23900.57
cpd07009	-178.71|2.88	-162.98|28222.58
cpd07010	-68.56|2.22	26.36|23900.57
cpd07011	-216.56|2.9	-226.67|28222.58
cpd07012	83.67|2.27	301.22|2.75
cpd07013	-123.66|1.75	-38.34|25051.08
cpd07014	29.19|2.02	206.00|2.47
cpd07015	82.06|2.06	182.22|2.57
cpd07016	-20.96|2.5	99.25|23900.57
cpd07017	-36.5|1.11	36.50|2.12
cpd07018	-32.35|1.2	71.83|2.16
cpd07019	79.1|2.8	296.84|2.83
cpd07020	71.53|2.44	316.48|2.97
