ID	GF	EQ
cpd06543	59.52|1.39	273.24|1.22
cpd06544	-41.13|2.22	81.54|1.97
cpd06545	10000000.0|10000000.0	nan
cpd06546	10000000.0|10000000.0	nan
cpd06547	-38.36|3.47	165.28|25051.08
cpd06548	10000000.0|10000000.0	nan
cpd06549	10000000.0|10000000.0	nan
cpd06550	10000000.0|10000000.0	nan
cpd06551	-51.66|1.3	174.15|1.75
cpd06552	14.36|1.98	206.30|23900.57
cpd06553	10000000.0|10000000.0	nan
cpd06554	-30.48|2.27	193.92|23900.57
cpd06555	10000000.0|10000000.0	nan
cpd06556	10000000.0|10000000.0	nan
cpd06557	-9.37|3.45	nan
cpd06558	16.27|4.11	nan
cpd06559	94.29|1.9	322.85|1.69
cpd06560	93.63|1.86	323.44|1.57
cpd06561	10000000.0|10000000.0	nan
cpd06562	-93.46|5.56	216.52|23900.57
cpd06563	10000000.0|10000000.0	nan
cpd06564	10000000.0|10000000.0	nan
cpd06565	-5.08|3.66	142.70|5.22
cpd06566	10000000.0|10000000.0	nan
cpd06567	-6.06|1.71	82.32|15009.22
cpd06568	-94.01|4.93	116.80|23900.57
cpd06569	76.04|3.71	228.95|1.79
cpd06570	14.84|2.33	158.77|15009.22
cpd06571	10000000.0|10000000.0	86.17|28222.58
cpd06572	10000000.0|10000000.0	96.61|28222.58
cpd06573	-648.98|6.81	-90.93|25051.08
cpd06574	-110.81|2.72	35.59|2.38
cpd06575	-17.53|1.09	201.11|1.63
cpd06576	-0.5|2.25	155.18|15009.22
cpd06577	10000000.0|10000000.0	nan
cpd06578	10000000.0|10000000.0	279.77|2.85
cpd06579	-100.34|6.54	198.33|33800.52
cpd06580	-6.47|1.74	95.20|15009.22
cpd06581	-44.46|4.07	24.64|28222.58
cpd06582	-80.69|4.07	-12.73|28222.58
cpd06583	-50.73|2.22	195.93|23900.57
cpd06584	17.59|1.12	nan
cpd06585	10000000.0|10000000.0	184.88|15009.22
cpd06586	-24.61|6.54	75.39|50102.16
cpd06587	-71.91|1.18	176.16|1.65
cpd06588	-41.81|2.23	207.39|1.71
cpd06589	-49.71|1.78	127.38|2.38
cpd06590	60.38|3.94	179.71|1.73
cpd06591	-201.65|3.74	131.43|25051.08
cpd06592	0.6|3.75	63.28|30018.44
cpd06593	10000000.0|10000000.0	nan
cpd06594	-25.26|3.43	206.68|23900.57
cpd06595	10000000.0|10000000.0	nan
cpd06596	-108.71|3.41	59.43|25051.08
cpd06597	34.17|1.29	285.00|1.43
cpd06598	10000000.0|10000000.0	nan
cpd06599	-30.35|3.55	181.99|25051.08
cpd06600	-156.65|9.23	nan
cpd06601	-83.94|6.51	15.23|50102.16
cpd06602	10000000.0|10000000.0	nan
cpd06603	-24.67|6.47	191.75|53443.31
cpd06604	-61.39|1.94	58.56|15009.22
cpd06605	-29.7|3.39	141.14|25051.08
cpd06606	-118.86|2.81	164.57|2.60
cpd06607	-2.25|2.29	96.28|15009.22
cpd06608	10000000.0|10000000.0	nan
cpd06609	10000000.0|10000000.0	nan
cpd06610	10000000.0|10000000.0	192.51|28222.58
cpd06611	10000000.0|10000000.0	nan
cpd06612	10000000.0|10000000.0	155.14|28222.58
cpd06613	-30.62|2.02	69.09|15009.22
cpd06614	-45.09|3.38	167.64|25051.08
cpd06615	80.55|4.24	239.73|25051.08
cpd06616	-64.13|2.76	162.47|2.84
cpd06617	10000000.0|10000000.0	103.77|25051.08
cpd06618	10000000.0|10000000.0	234.71|53443.31
cpd06619	-158.3|2.43	-75.43|2.55
cpd06620	-158.3|2.43	-75.43|2.55
cpd06621	62.31|1.69	275.04|1.69
cpd06622	61.65|1.66	275.63|1.57
cpd06623	-319.97|3.78	-228.89|4.25
cpd06624	-434.02|4.42	-190.52|2.79
cpd06625	-2.03|2.44	116.23|15009.22
cpd06626	-117.07|2.56	-3.25|2.43
cpd06627	-118.82|2.25	-26.93|2.19
cpd06628	-158.66|2.32	-67.26|2.19
cpd06629	18.64|3.33	222.80|23900.57
cpd06630	10000000.0|10000000.0	nan
cpd06631	-24.48|6.54	208.81|33800.52
cpd06632	10000000.0|10000000.0	nan
cpd06633	10000000.0|10000000.0	nan
cpd06634	10000000.0|10000000.0	nan
cpd06635	-13.7|1.76	80.33|15009.22
cpd06636	40.38|4.02	173.36|25051.08
cpd06637	35.38|3.94	210.96|23900.57
cpd06638	10000000.0|10000000.0	nan
cpd06639	10000000.0|10000000.0	nan
cpd06640	-68.87|3.46	99.75|25051.08
cpd06641	10000000.0|10000000.0	nan
cpd06642	66.18|1.55	nan
cpd06643	-114.17|2.15	-34.52|1.89
cpd06644	-49.49|2.27	108.43|2.13
cpd06645	-89.33|2.31	68.06|2.11
cpd06646	-243.68|2.67	-55.43|2.01
cpd06647	-419.37|4.49	-169.35|2.94
cpd06648	-138.64|2.41	-69.98|2.66
cpd06649	-0.02|2.07	110.39|1.63
cpd06650	-224.3|4.5	-97.95|4.49
cpd06651	-62.84|3.09	79.55|3.43
cpd06652	-29.3|2.77	218.64|2.84
cpd06653	-288.61|4.82	-166.42|4.92
cpd06654	-74.33|2.11	5.83|1.89
cpd06655	-334.04|5.08	nan
cpd06656	-215.93|2.47	-123.12|2.73
cpd06657	-309.23|3.25	nan
cpd06658	10000000.0|10000000.0	nan
cpd06659	-334.23|3.67	-153.18|15009.22
cpd06660	-321.41|7.23	-185.22|28222.58
cpd06661	10000000.0|10000000.0	nan
cpd06662	-217.96|2.65	-158.72|3.03
cpd06663	-266.0|3.1	-148.43|15009.22
cpd06664	-51.89|2.02	-3.34|15009.22
cpd06665	-309.65|5.27	nan
cpd06666	-76.04|2.28	54.12|2.03
cpd06667	-352.88|5.36	-232.48|32834.59
cpd06668	-250.42|4.47	-17.68|28222.58
cpd06669	-22.55|1.05	109.76|1.31
cpd06670	-39.82|3.83	121.31|23900.57
cpd06671	-344.17|3.08	-202.72|15009.22
cpd06672	-144.94|2.13	-107.11|15009.22
cpd06673	-303.42|3.02	-168.74|15009.22
cpd06674	-231.1|3.25	nan
cpd06675	-312.04|4.23	-49.21|7504.61
cpd06676	-366.49|4.05	-154.65|7504.61
cpd06677	-42.14|0.92	nan
cpd06678	-53.88|1.96	16.95|15009.22
cpd06679	10000000.0|10000000.0	nan
cpd06680	-348.32|3.05	-238.48|15009.22
cpd06681	-394.54|4.32	-139.91|2.48
cpd06682	-56.14|2.07	36.00|15009.22
cpd06683	-41.74|1.9	0.83|15009.22
cpd06684	-41.74|1.9	0.83|15009.22
cpd06685	-394.54|4.32	-142.02|2.45
cpd06686	-363.79|3.62	-98.77|2.28
cpd06687	10000000.0|10000000.0	nan
cpd06688	10000000.0|10000000.0	nan
cpd06689	-366.31|4.48	-198.44|28222.58
cpd06690	-343.26|3.14	-209.06|15009.22
cpd06691	-212.26|4.75	-94.90|32834.59
cpd06692	-293.65|4.15	nan
cpd06693	-235.86|4.39	-28.00|28222.58
cpd06694	-312.61|3.01	-171.16|15009.22
cpd06695	-315.38|3.33	-155.77|2.66
cpd06697	-434.02|4.42	-188.41|2.82
cpd06698	-419.37|4.49	nan
cpd06699	-90.69|2.08	32.94|1.77
cpd06700	-287.29|3.37	-53.35|2.55
cpd06701	-740.32|3.96	-367.57|2.82
cpd06702	-740.29|3.86	-374.98|2.49
cpd06703	-750.85|3.78	-366.28|2.34
cpd06704	-801.28|3.8	-390.49|2.27
cpd06705	-794.72|3.73	-414.00|2.28
cpd06706	41.1|4.98	nan
cpd06707	-10.61|0.96	56.68|0.73
cpd06708	-126.28|0.84	nan
cpd06709	-825.36|3.65	-415.08|2.05
cpd06710	-809.93|3.69	nan
cpd06711	-863.4|3.66	-453.41|2.02
cpd06712	-856.93|3.67	-464.30|2.10
cpd06713	-785.68|3.76	-422.18|2.29
cpd06714	-62.36|1.26	36.57|1.35
cpd06715	-761.44|3.79	-350.17|2.40
cpd06716	-841.12|3.84	-430.81|2.18
cpd06717	-834.56|3.75	-454.29|2.19
cpd06718	-114.17|2.15	-34.50|1.89
cpd06719	-74.33|2.11	5.86|1.89
cpd06720	-355.06|4.24	-91.41|2.19
cpd06721	-179.1|3.16	68.78|2.74
cpd06722	-379.89|4.39	-118.74|2.64
cpd06723	-113.8|2.65	32.65|2.87
cpd06724	-88.97|2.43	59.92|2.44
cpd06725	-99.16|2.25	-21.36|2.31
cpd06726	-262.97|7.79	nan
cpd06727	-262.97|7.79	nan
cpd06728	10000000.0|10000000.0	115.00|67601.03
cpd06729	-80.7|6.19	88.68|48386.66
cpd06730	46.02|2.52	86.85|15009.22
cpd06731	-11.73|1.1	120.62|0.89
cpd06732	-27.12|3.7	59.28|25051.08
cpd06733	-37.95|1.79	nan
cpd06734	10000000.0|10000000.0	30.95|15009.22
cpd06735	10000000.0|10000000.0	nan
cpd06736	-10.46|2.25	nan
cpd06737	-87.31|2.4	nan
cpd06738	17.34|1.04	171.37|1.14
cpd06739	-2.91|0.66	173.39|0.88
cpd06740	-12.39|0.7	183.82|0.84
cpd06741	10000000.0|10000000.0	nan
cpd06742	10000000.0|10000000.0	nan
cpd06743	10000000.0|10000000.0	nan
cpd06744	-113.48|1.67	-82.51|15009.22
cpd06745	-44.42|1.05	97.06|1.42
cpd06746	10000000.0|10000000.0	nan
cpd06747	10000000.0|10000000.0	nan
cpd06748	-12.74|2.19	106.94|23900.57
cpd06749	10000000.0|10000000.0	86.44|34623.60
cpd06750	10000000.0|10000000.0	nan
cpd06751	-28.04|1.14	166.80|1.26
cpd06752	10000000.0|10000000.0	nan
cpd06753	-31.37|0.99	168.73|1.45
cpd06754	10000000.0|10000000.0	nan
cpd06755	10000000.0|10000000.0	nan
cpd06756	10000000.0|10000000.0	nan
cpd06757	10000000.0|10000000.0	nan
cpd06758	22.09|2.23	162.84|23900.57
cpd06759	10000000.0|10000000.0	nan
cpd06760	-60.76|1.17	155.65|1.52
cpd06761	9.41|1.02	181.81|1.07
cpd06762	10000000.0|10000000.0	nan
cpd06763	66.2|1.51	218.73|1.14
cpd06764	10000000.0|10000000.0	nan
cpd06765	38.09|1.44	184.05|1.61
cpd06766	10000000.0|10000000.0	nan
cpd06767	63.73|2.51	188.47|1.45
cpd06768	10000000.0|10000000.0	nan
cpd06769	10000000.0|10000000.0	nan
cpd06771	10000000.0|10000000.0	nan
cpd06773	10000000.0|10000000.0	nan
cpd06774	10000000.0|10000000.0	32.04|28222.58
cpd06775	-6.16|0.88	136.85|1.31
cpd06776	10000000.0|10000000.0	nan
cpd06777	6.33|2.44	106.41|1.48
cpd06778	10000000.0|10000000.0	nan
cpd06779	10000000.0|10000000.0	nan
cpd06780	10000000.0|10000000.0	nan
cpd06781	10000000.0|10000000.0	nan
cpd06782	58.67|2.99	251.72|15009.22
cpd06783	19.58|2.36	139.71|1.42
cpd06784	-68.81|2.51	nan
cpd06785	10000000.0|10000000.0	nan
cpd06786	-11.93|4.27	47.44|25051.08
cpd06787	10000000.0|10000000.0	nan
cpd06788	39.67|1.47	176.64|1.58
cpd06789	10000000.0|10000000.0	nan
cpd06790	44.49|1.41	176.64|1.58
cpd06791	10000000.0|10000000.0	nan
cpd06792	-10.79|1.01	152.89|1.39
cpd06793	10000000.0|10000000.0	nan
cpd06794	-29.32|1.73	58.69|1.04
cpd06795	-29.32|1.73	58.69|1.04
cpd06796	-11.66|3.57	87.22|25051.08
cpd06797	3.54|2.21	75.34|1.47
cpd06798	-11.73|1.1	120.62|0.89
cpd06799	-49.18|1.21	115.25|1.15
cpd06800	68.14|2.1	169.34|1.62
cpd06801	-1.07|3.57	71.10|25051.08
cpd06802	17.92|3.14	180.49|3.14
cpd06803	10000000.0|10000000.0	28.06|28222.58
cpd06804	-212.88|2.9	-82.81|15009.22
cpd06805	39.84|2.12	121.72|1.58
cpd06806	-150.63|4.5	151.89|6.23
cpd06807	10000000.0|10000000.0	nan
cpd06808	-25.94|2.04	57.10|1.74
cpd06809	-282.84|2.7	-242.97|15009.22
cpd06810	-124.95|4.29	nan
cpd06811	-39.1|2.7	57.46|1.85
cpd06812	-184.45|3.63	-22.80|23900.57
cpd06813	-67.05|2.48	28.21|2.12
cpd06814	-184.45|3.63	-22.80|23900.57
cpd06815	-16.34|2.03	142.26|23900.57
cpd06816	-102.72|2.53	15.49|1.67
cpd06817	-111.44|3.98	97.62|25051.08
cpd06818	-57.14|1.62	71.18|2.13
cpd06819	10000000.0|10000000.0	423.91|53443.31
cpd06820	-87.25|2.25	-47.71|15009.22
cpd06821	-164.43|4.36	nan
cpd06822	10000000.0|10000000.0	-67.17|23900.57
cpd06823	-48.55|2.15	55.70|1.63
cpd06824	10000000.0|10000000.0	nan
cpd06825	10000000.0|10000000.0	nan
cpd06826	-38.85|2.19	68.73|7504.61
cpd06827	10000000.0|10000000.0	nan
cpd06828	2.32|1.61	209.27|2.20
cpd06829	-75.96|2.22	25.58|1.97
cpd06830	10000000.0|10000000.0	355.25|23043.64
cpd06831	-12.46|2.79	378.04|23900.57
cpd06832	-77.11|2.81	83.49|3.67
cpd06833	10000000.0|10000000.0	nan
cpd06834	-132.75|5.18	138.92|6.62
cpd06835	36.65|2.38	230.67|34623.61
cpd06836	-59.23|2.49	32.98|1.44
cpd06837	-18.84|1.48	108.57|1.30
cpd06838	39.85|2.96	433.20|23900.57
cpd06839	31.3|2.19	215.00|1.89
cpd06840	-6.39|2.7	134.60|2.60
cpd06841	-157.0|2.59	-127.10|3.54
cpd06842	-85.18|2.6	14.45|1.76
cpd06843	-152.22|2.69	-83.87|15009.22
cpd06844	-72.78|2.35	41.44|1.89
cpd06845	-156.29|2.32	6.88|1.93
cpd06846	10000000.0|10000000.0	nan
cpd06847	-5.19|2.3	43.71|1.47
cpd06848	-141.36|1.79	21.93|23900.57
cpd06849	10000000.0|10000000.0	nan
cpd06850	-50.9|2.43	-17.43|1.34
cpd06851	-25.32|2.29	66.96|1.54
cpd06852	-42.03|2.24	-39.95|15009.22
cpd06853	-92.32|1.9	58.83|23900.57
cpd06854	-123.74|2.3	-109.30|2.78
cpd06855	-203.19|1.83	21.00|0.83
cpd06856	10000000.0|10000000.0	42.99|36983.13
cpd06857	-230.58|2.45	-144.40|2.65
cpd06858	-221.55|4.84	-57.46|7.75
cpd06859	-117.58|4.11	nan
cpd06860	-25.2|2.43	166.54|2.38
cpd06861	-141.52|5.01	68.88|4.09
cpd06862	-635.9|8.04	-471.80|8.60
cpd06863	-284.94|2.56	-39.98|2.37
cpd06864	-108.01|1.51	-30.27|1.85
cpd06865	-103.18|2.35	-15.85|2.94
cpd06866	-72.19|4.36	nan
cpd06867	-69.43|2.82	180.61|3.76
cpd06868	-71.54|2.96	79.40|3.43
cpd06869	10000000.0|10000000.0	424.50|53443.31
cpd06870	-41.17|2.19	114.93|23900.57
cpd06871	10000000.0|10000000.0	86.69|2.96
cpd06872	-173.83|3.24	-117.68|23900.57
cpd06873	-100.77|2.05	31.84|2.43
cpd06874	72.83|2.31	248.82|2.05
cpd06875	-50.11|2.23	48.81|1.52
cpd06876	-48.55|2.15	55.70|1.63
cpd06877	38.75|2.02	138.15|15009.22
cpd06878	23.3|1.6	71.90|15009.22
cpd06879	2.52|2.01	100.78|15009.22
cpd06880	70.22|7.84	428.97|87472.07
cpd06881	46.56|2.15	162.67|1.66
cpd06882	10000000.0|10000000.0	nan
cpd06883	10000000.0|10000000.0	nan
cpd06884	10000000.0|10000000.0	nan
cpd06885	10000000.0|10000000.0	nan
cpd06886	10000000.0|10000000.0	nan
cpd06887	10000000.0|10000000.0	nan
cpd06888	10000000.0|10000000.0	nan
cpd06889	10000000.0|10000000.0	nan
cpd06890	10000000.0|10000000.0	nan
cpd06891	10000000.0|10000000.0	nan
cpd06892	10000000.0|10000000.0	nan
cpd06893	10000000.0|10000000.0	nan
cpd06894	10000000.0|10000000.0	nan
cpd06895	10000000.0|10000000.0	nan
cpd06896	10000000.0|10000000.0	nan
cpd06897	10000000.0|10000000.0	nan
cpd06898	-72.17|3.76	399.33|3.52
cpd06899	10000000.0|10000000.0	nan
cpd06900	10000000.0|10000000.0	nan
cpd06901	10000000.0|10000000.0	nan
cpd06902	10000000.0|10000000.0	nan
cpd06903	10000000.0|10000000.0	nan
cpd06904	10000000.0|10000000.0	nan
cpd06905	10000000.0|10000000.0	nan
cpd06906	10000000.0|10000000.0	nan
cpd06907	-194.64|5.25	-69.86|47801.15
cpd06908	-194.64|5.25	-86.10|47801.15
cpd06909	-78.74|2.45	22.75|23900.57
cpd06910	-381.8|3.11	-196.16|23900.57
cpd06911	-187.26|2.98	-139.01|23900.57
cpd06912	-162.43|2.73	-111.52|23900.57
cpd06913	-99.34|2.49	-19.53|23900.57
cpd06914	-64.09|2.63	44.27|23900.57
cpd06915	-309.74|3.08	-164.67|23900.57
cpd06916	-450.12|4.56	-216.67|23900.57
cpd06917	-138.49|3.13	-83.58|23900.57
cpd06918	-59.86|2.4	29.03|23900.57
cpd06919	-39.26|2.36	71.60|23900.57
cpd06920	-166.66|3.17	-80.25|23900.57
cpd06921	-181.31|2.98	-101.58|23900.57
cpd06922	-143.05|2.92	-52.86|23900.57
cpd06923	-157.7|2.78	-74.04|23900.57
cpd06924	-203.34|5.01	-69.61|47801.15
cpd06925	-39.11|2.93	105.05|23900.57
cpd06926	-137.6|2.57	-124.03|28222.58
cpd06927	-98.12|2.47	-35.67|23900.57
cpd06928	-124.17|2.66	-46.81|23900.57
cpd06929	-413.6|4.44	-146.44|23900.57
cpd06930	-143.05|2.92	-69.93|23900.57
cpd06931	-137.6|2.57	-84.17|23900.57
cpd06932	-312.36|3.39	-158.78|23900.57
cpd06933	10.4|2.17	126.27|23900.57
cpd06934	-98.12|2.47	-75.35|28222.58
cpd06935	-62.87|2.6	44.27|23900.57
cpd06936	-93.39|2.35	1.55|23900.57
cpd06937	-84.69|2.52	-14.49|23900.57
cpd06938	-174.04|5.05	-27.21|47801.15
cpd06939	-73.28|2.61	20.51|28222.58
cpd06940	-338.81|3.55	-217.09|23900.57
cpd06941	-375.04|3.58	-254.46|23900.57
cpd06942	-146.55|3.04	-79.87|23900.57
cpd06943	-146.55|3.04	-79.66|23900.57
cpd06944	-57.4|2.96	98.67|23900.57
cpd06945	-63.71|4.27	79.40|23900.57
cpd06946	-161.2|3.03	-101.07|23900.57
cpd06947	-178.36|5.11	-67.45|47801.15
cpd06948	-132.87|2.5	-63.83|23900.57
cpd06949	-103.19|4.28	30.73|23900.57
cpd06950	-131.9|3.11	-58.54|23900.57
cpd06951	-82.24|2.86	-3.77|23900.57
cpd06952	10000000.0|10000000.0	nan
cpd06953	-111.52|3.46	103.94|23900.57
cpd06954	-131.9|3.11	-58.44|23900.57
cpd06955	-121.72|2.92	-52.49|23900.57
cpd06956	-107.07|2.94	-31.11|23900.57
cpd06957	-312.61|3.86	-171.66|23900.57
cpd06958	-177.08|2.72	-171.55|28222.58
cpd06959	-146.55|3.04	-79.81|23900.57
cpd06960	-107.07|2.94	-31.31|23900.57
cpd06961	-108.92|4.43	112.01|23900.57
cpd06962	-178.3|2.82	-132.81|23900.57
cpd06963	-335.56|3.42	-205.98|23900.57
cpd06964	-142.67|4.33	-17.89|23900.57
cpd06965	-296.48|3.65	-127.39|23900.57
cpd06966	-121.16|4.44	86.65|23900.57
cpd06967	-327.26|3.86	-192.19|23900.57
cpd06968	-178.3|2.82	-132.78|23900.57
cpd06969	-178.3|2.82	-132.83|23900.57
cpd06970	-96.87|3.48	108.43|23900.57
cpd06971	-107.07|2.94	-31.24|23900.57
cpd06972	-121.72|2.92	-52.53|23900.57
cpd06973	-131.9|3.11	-58.45|23900.57
cpd06974	-162.43|2.73	-151.21|28222.58
cpd06975	10000000.0|10000000.0	nan
cpd06976	-161.2|3.03	-101.29|23900.57
cpd06977	-123.35|3.01	-49.87|23900.57
cpd06978	-161.2|3.03	-101.04|23900.57
cpd06979	-319.68|3.67	-174.20|23900.57
cpd06980	-107.99|4.97	12.39|23900.57
cpd06981	-131.9|3.11	-58.45|23900.57
cpd06982	-146.55|3.04	-79.64|23900.57
cpd06983	-305.03|3.71	-152.78|23900.57
cpd06984	-121.72|2.92	-52.65|23900.57
cpd06985	-319.68|3.67	-174.10|23900.57
cpd06986	-138.82|2.64	-84.28|23900.57
cpd06987	-122.95|2.59	-102.69|28222.58
cpd06988	-201.2|4.79	59.88|23900.57
cpd06989	-176.36|5.09	162.38|23900.57
cpd06990	-177.36|4.06	nan
cpd06991	-488.34|4.69	-233.75|23900.57
cpd06992	-421.28|3.24	-244.66|23900.57
cpd06993	-294.6|3.43	-130.96|23900.57
cpd06994	-177.08|2.72	-172.57|28222.58
cpd06995	-102.93|3.7	117.71|23900.57
cpd06996	-216.56|2.9	-221.02|28222.58
cpd06997	-338.81|3.55	-217.21|23900.57
cpd06998	-450.12|4.56	-216.67|23900.57
cpd06999	-410.64|4.4	-168.17|23900.57
cpd07000	-134.35|3.06	-69.18|23900.57
cpd07001	-138.58|3.79	-37.73|23900.57
cpd07002	-99.34|2.49	-35.75|23900.57
cpd07003	-313.58|3.48	-158.93|23900.57
cpd07004	-181.31|2.98	-101.79|23900.57
cpd07005	-181.31|2.98	-101.57|23900.57
cpd07006	-141.83|2.82	-53.25|23900.57
cpd07007	-201.91|2.91	-187.48|28222.58
cpd07008	-172.35|2.7	-95.32|23900.57
cpd07009	-178.71|2.88	-159.52|28222.58
cpd07010	-68.56|2.22	29.16|23900.57
cpd07011	-216.56|2.9	-220.05|28222.58
cpd07012	83.67|2.27	300.51|2.75
cpd07013	-123.66|1.75	-34.60|25051.08
cpd07014	29.19|2.02	205.75|2.47
cpd07015	82.06|2.06	183.20|2.55
cpd07016	-20.96|2.5	98.19|23900.57
cpd07017	-36.5|1.11	33.79|1.95
cpd07018	-32.35|1.2	69.13|1.99
cpd07019	79.1|2.8	298.74|2.63
cpd07020	71.53|2.44	316.63|2.97
cpd07021	-123.66|1.75	-34.60|25051.08
cpd07022	31.16|1.96	120.12|11521.82
cpd07023	-205.87|2.1	-66.01|0.85
cpd07024	-81.1|2.46	nan
cpd07025	-33.94|1.35	304.43|2.34
cpd07026	-66.9|1.76	74.83|2.27
cpd07027	28.38|1.49	173.42|2.12
cpd07028	80.09|2.55	324.79|2.26
cpd07029	-58.17|1.06	24.27|2.09
cpd07030	-135.66|1.16	-17.15|2.09
cpd07031	10000000.0|10000000.0	62.82|44033.95
cpd07032	-137.22|1.15	-16.23|2.10
cpd07033	-95.82|1.05	23.20|2.02
cpd07034	-83.36|4.04	nan
cpd07035	-33.91|1.47	77.64|0.75
cpd07036	-19.91|3.33	147.38|3.82
cpd07037	44.7|5.18	nan
cpd07038	-48.77|1.06	16.23|1.93
cpd07039	-97.94|2.04	29.24|1.99
cpd07040	10000000.0|10000000.0	nan
cpd07041	-5.62|1.03	140.37|1.97
cpd07042	14.67|1.35	242.00|1.81
cpd07043	48.94|3.54	707.74|25051.08
cpd07044	-42.42|1.9	45.17|25051.08
cpd07045	31.27|1.93	294.02|2.41
cpd07046	44.21|1.98	272.18|2.47
cpd07047	10000000.0|10000000.0	-20.61|32834.59
cpd07048	35.6|1.22	nan
cpd07049	67.88|2.09	169.50|1.43
cpd07050	101.34|2.43	181.19|1.28
cpd07051	87.01|2.35	254.84|2.45
cpd07052	-8.93|3.66	170.05|23900.57
cpd07053	-36.89|1.42	-5.39|0.64
cpd07054	43.7|1.14	202.75|2.11
cpd07055	-52.63|2.26	51.42|2.15
cpd07056	-70.17|1.41	267.06|2.31
cpd07057	-16.51|1.04	143.17|2.02
cpd07058	-25.83|1.66	110.78|2.15
cpd07059	148.24|4.49	573.77|5.72
cpd07060	32.81|1.44	216.26|2.18
cpd07061	10000000.0|10000000.0	nan
cpd07062	-82.26|1.83	4.84|25051.08
cpd07063	-2.61|2.96	133.07|1.91
cpd07064	-578.07|5.65	-276.90|23900.57
cpd07065	-171.13|2.59	-95.62|23900.57
cpd07066	-177.08|2.72	-132.75|23900.57
cpd07067	-549.28|5.64	-203.56|23900.57
cpd07068	-194.64|5.25	-69.34|47801.15
cpd07069	-133.13|2.96	-69.31|23900.57
cpd07070	-410.64|4.4	-168.17|23900.57
cpd07071	-159.39|5.13	-5.96|47801.15
cpd07072	-167.88|3.3	-80.15|23900.57
cpd07073	-138.82|2.64	-84.31|23900.57
cpd07074	-162.43|2.73	-111.69|23900.57
cpd07075	-113.75|3.36	-10.40|23900.57
cpd07076	-298.93|3.48	nan
cpd07077	-162.43|2.73	-151.20|28222.58
cpd07078	-141.83|2.82	-52.95|23900.57
cpd07079	-113.75|3.36	-10.40|23900.57
cpd07080	-182.53|3.12	-101.32|23900.57
cpd07081	-178.3|2.82	-132.87|23900.57
cpd07082	-149.0|2.91	-90.48|23900.57
cpd07083	-152.28|3.56	-185.80|30018.44
cpd07084	-448.86|4.53	-185.25|23900.57
cpd07085	-412.63|4.49	-147.88|23900.57
cpd07086	-93.39|2.35	1.36|23900.57
cpd07087	-178.97|7.97	-182.57|7504.61
cpd07088	-70.04|2.62	6.57|23900.57
cpd07089	-51.01|3.7	23.71|23900.57
cpd07090	-120.25|3.95	-43.70|23900.57
cpd07091	-104.91|2.93	-40.83|23900.57
cpd07092	-132.87|2.5	-46.99|23900.57
cpd07093	-123.99|2.5	nan
cpd07094	-90.14|3.44	46.31|33800.52
cpd07095	-85.76|4.58	32.45|7504.61
cpd07096	-134.76|3.49	-7.87|3.32
cpd07097	-59.86|2.4	12.84|23900.57
cpd07098	-233.96|4.67	-67.14|4.43
cpd07099	10000000.0|10000000.0	-1646.02|60036.89
cpd07100	10000000.0|10000000.0	-826.98|61296.77
cpd07101	10000000.0|10000000.0	-823.47|30018.45
cpd07102	10000000.0|10000000.0	nan
cpd07103	10000000.0|10000000.0	nan
cpd07104	10000000.0|10000000.0	nan
cpd07105	-227.04|3.01	-43.86|23900.57
cpd07106	-225.48|3.79	-90.66|3.95
cpd07107	10000000.0|10000000.0	-1481.78|30018.45
cpd07108	10000000.0|10000000.0	-524.45|15009.22
cpd07109	-709.81|5.77	-538.31|5.55
cpd07110	-312.92|5.05	-164.14|5.16
cpd07111	-931.4|15.58	-518.92|15.67
cpd07112	-474.59|6.36	-317.59|6.83
cpd07113	10000000.0|10000000.0	-735.10|15009.22
cpd07114	-388.58|7.27	-155.84|7.05
cpd07115	-265.53|6.45	-236.91|23900.57
cpd07116	-391.88|5.5	-261.15|5.94
cpd07117	-273.44|4.85	-115.64|4.79
cpd07118	10000000.0|10000000.0	-1575.69|45027.67
cpd07119	10000000.0|10000000.0	nan
cpd07120	-233.96|4.67	-67.14|4.43
cpd07121	10000000.0|10000000.0	nan
cpd07122	-380.1|6.32	-179.36|6.46
cpd07123	10000000.0|10000000.0	nan
cpd07124	10000000.0|10000000.0	nan
cpd07125	10000000.0|10000000.0	-718.61|30018.45
cpd07126	10000000.0|10000000.0	nan
cpd07127	-312.92|5.05	-164.14|5.16
cpd07128	-467.54|7.68	-252.85|7.78
cpd07129	10000000.0|10000000.0	-1480.80|30018.45
cpd07130	10000000.0|10000000.0	-629.68|15009.22
cpd07131	10000000.0|10000000.0	-224.14|106886.62
cpd07132	-707.04|5.9	-521.53|5.68
cpd07133	10000000.0|10000000.0	9.27|47801.15
cpd07134	-237.24|2.85	nan
cpd07135	-64.77|4.2	36.97|3.85
cpd07136	-37.35|1.93	78.20|1.59
cpd07137	-81.46|5.4	87.03|6.68
cpd07138	10000000.0|10000000.0	nan
cpd07139	-25.83|2.83	214.20|2.49
cpd07140	10000000.0|10000000.0	-24.52|47801.15
cpd07141	-133.76|5.9	21.44|15009.22
cpd07142	-52.0|1.9	57.03|1.53
cpd07143	-12.52|1.72	105.53|1.28
cpd07144	-52.0|1.9	57.03|1.53
cpd07145	-62.18|2.25	50.87|2.06
cpd07146	-30.91|2.79	57.84|3.41
