Source	Type	External ID	New ModelSEED ID	Old ModelSEED ID
KEGG	reactions	R05052	rxn15507	rxn02339
KEGG	reactions	R05066	rxn15510	rxn01480
KEGG	reactions	R05071	rxn15511	rxn02187
KEGG	reactions	R05209	rxn15536	rxn06217
KEGG	reactions	R05527	rxn03816	rxn14314
KEGG	reactions	R05659	rxn15544	rxn02007
KEGG	reactions	R05661	rxn03023	rxn03932
KEGG	reactions	R05679	rxn15545	rxn00611
KEGG	reactions	R05680	rxn15546	rxn00612
KEGG	reactions	R05704	rxn15549	rxn06951
KEGG	reactions	R05719	rxn03364	rxn03985
KEGG	reactions	R05720	rxn03495	rxn03986
KEGG	reactions	R05806	rxn04044	rxn14218
KEGG	reactions	R05823	rxn04056	rxn14298
KEGG	reactions	R06298	rxn15607	rxn01490
KEGG	reactions	R06424	rxn03806	rxn04286
KEGG	reactions	R06427	rxn03814	rxn14328
KEGG	reactions	R06436	rxn04298	rxn14389
KEGG	reactions	R06452	rxn04313	rxn14324
KEGG	reactions	R06650	rxn04485	rxn07139
KEGG	reactions	R06699	rxn04531	rxn07143
KEGG	reactions	R06989	rxn15641	rxn02782
KEGG	reactions	R06990	rxn15642	rxn02971
KEGG	reactions	R07036	rxn35582	rxn03161
KEGG	reactions	R07133	rxn15656	rxn03886
KEGG	reactions	R07153	rxn07186	rxn14252
KEGG	reactions	R07230	rxn15663	rxn06466
KEGG	reactions	R07283		rxn05847
KEGG	reactions	R07284		rxn05840
KEGG	reactions	R07291	rxn15666	rxn01983
KEGG	reactions	R07293	rxn15667	rxn00983
KEGG	reactions	R07298	rxn14260	rxn00610
KEGG	reactions	R07308	rxn07231	rxn14116
KEGG	reactions	R07309	rxn07232	rxn14168
KEGG	reactions	R07310	rxn07233	rxn14240
KEGG	reactions	R07327	rxn07237	rxn14272
KEGG	reactions	R07341	rxn07242	rxn14234
KEGG	reactions	R07357	rxn15673	rxn04976
KEGG	reactions	R07359	rxn15674	rxn03558
KEGG	reactions	R07480	rxn14003	rxn14312
KEGG	reactions	R07562	rxn15689	rxn07392
KEGG	reactions	R07565	rxn15690	rxn07395
KEGG	reactions	R07567	rxn15691	rxn07397
KEGG	reactions	R07570	rxn15692	rxn07400
KEGG	reactions	R07618	rxn15694	rxn01241
KEGG	reactions	R07626	rxn07443	rxn13950
KEGG	reactions	R07850	rxn15705	rxn07361
KEGG	reactions	R07851	rxn15706	rxn07362
KEGG	reactions	R08163	rxn09456	rxn11700
KEGG	reactions	R08168	rxn12018	rxn14354
KEGG	reactions	R08236	rxn02629	rxn11764
KEGG	reactions	R08428	rxn15734	rxn04563
KEGG	reactions	R08547	rxn15744	rxn00482
KEGG	reactions	R08575	rxn15751	rxn01333
KEGG	reactions	R08639	rxn15773	rxn00704
KEGG	reactions	R08649	rxn14196	rxn14350
KEGG	reactions	R08651	rxn15775	rxn00631
KEGG	reactions	R08793	rxn03529	rxn14304
KEGG	reactions	R08836	rxn01494	rxn14235
KEGG	reactions	R08878	rxn08345	rxn14063
KEGG	reactions	R08880	rxn07970	rxn14148
KEGG	reactions	R08939	rxn13860	rxn14232
KEGG	reactions	R08956	rxn13801	rxn13982
