rxn_id	kegg_rxn_id	dG_mean_kcal_per_mol	dG_uncer_kcal_per_mol	operator
rxn24957		-145.5	1.84	>
rxn24958		-145.5	1.84	>
rxn24959		-145.5	1.84	>
rxn24960		-145.5	1.84	>
rxn24961		-145.5	1.84	>
rxn24962		-145.5	1.84	>
rxn24963		-145.5	1.84	>
rxn24964		-145.5	1.84	>
rxn24965		-145.5	1.84	>
rxn24966		-145.5	1.84	>
rxn24967		-145.5	1.84	>
rxn24968		-145.5	1.84	>
rxn24969		-145.5	1.84	>
rxn24971	R09111	-24.7	0.87	>
rxn24972		-24.7	0.87	>
rxn24973		-24.7	0.87	>
rxn24974		-24.7	0.87	>
rxn24975		-24.7	0.87	>
rxn24976		-24.7	0.87	>
rxn24977		-24.7	0.87	>
rxn24978		-24.7	0.87	>
rxn24979		-24.7	0.87	>
rxn24980		-24.7	0.87	>
rxn24981		-24.7	0.87	>
rxn24982		-24.7	0.87	>
rxn24983		-24.7	0.87	>
rxn24985		-24.7	0.87	>
rxn24986		-24.7	0.87	>
rxn24987		-24.7	0.87	>
rxn24988		-24.7	0.87	>
rxn24989		-24.7	0.87	>
rxn24990		-24.7	0.87	>
rxn24991		-24.7	0.87	>
rxn24992		-24.7	0.87	>
rxn24993		-24.7	0.87	>
rxn24994		-24.7	0.87	>
rxn24995		-24.7	0.87	>
rxn24996		-24.7	0.87	>
rxn24997		-24.7	0.87	>
rxn24998		-24.7	0.87	>
rxn24999		-24.7	0.87	>
rxn25000	R10006	-24.1	1.28	>
rxn25001		-24.1	1.28	>
rxn25002		-24.1	1.28	>
rxn25003		-24.1	1.28	>
rxn25004		-24.1	1.28	>
rxn25005		-24.1	1.28	>
rxn25006		-24.1	1.28	>
rxn25007		-24.1	1.28	>
rxn25008		-24.1	1.28	>
rxn25009		-24.1	1.28	>
rxn25010		-24.1	1.28	>
rxn25011		-24.1	1.28	>
rxn25012		-24.1	1.28	>
rxn25013		-24.1	1.28	>
rxn25014		-24.1	1.28	>
rxn25015		-24.1	1.28	>
rxn25016		-24.1	1.28	>
rxn25017		-24.1	1.28	>
rxn25018		-24.1	1.28	>
rxn25019	R10005	-24.61	1.22	>
rxn25020		-24.61	1.22	>
rxn25021		-24.61	1.22	>
rxn25022		-24.61	1.22	>
rxn25023		-24.61	1.22	>
rxn25024		-24.61	1.22	>
rxn25025		-24.61	1.22	>
rxn25026	R10004	-30.64	1.19	>
rxn25027		-30.64	1.19	>
rxn25028		-30.64	1.19	>
rxn25029		-30.64	1.19	>
rxn25030		-30.64	1.19	>
rxn25031	R10007	-25.74	1.31	>
rxn25032		-25.74	1.31	>
rxn25033		-25.74	1.31	>
rxn25034		-25.74	1.31	>
rxn25035		-25.74	1.31	>
rxn25036		-25.74	1.31	>
rxn25037		-25.74	1.31	>
rxn25038	R10562	-96.79	0.91	>
rxn25039	R10732	-33.72	1.22	>
rxn25040		-33.72	1.22	>
rxn25041		-33.72	1.22	>
rxn25042		-33.72	1.22	>
rxn25043		-33.72	1.22	>
rxn25044		-33.72	1.22	>
rxn25045		-33.72	1.22	>
rxn25046	R02568	4.2	0.02	=
rxn25047		4.2	0.02	=
rxn25048		4.2	0.02	=
rxn25049		4.2	0.02	<
rxn25050	R00268	-3.65	0.19	>
rxn25051	R00268	-3.65	0.19	>
rxn25052		-3.65	0.19	=
rxn25053		-3.65	0.19	=
rxn25054		-3.65	0.19	=
rxn25055		-3.65	0.19	=
rxn25056		-3.65	0.19	=
rxn25057		-3.65	0.19	>
rxn25058		-3.65	0.19	=
rxn25059		-3.65	0.19	=
rxn25060		-3.65	0.19	=
rxn25061		-3.65	0.19	=
rxn25062		-3.65	0.19	=
rxn25063		-3.65	0.19	=
rxn25064		-3.65	0.19	=
rxn25065		-3.65	0.19	=
rxn25066		-3.65	0.19	=
rxn25067		-3.65	0.19	=
rxn25068	R10227	14.84	0.45	<
rxn25069	R10228	14.83	0.35	<
rxn25070		14.83	0.35	<
rxn25071		14.83	0.35	<
rxn25072		14.83	0.35	<
rxn25073		14.83	0.35	=
rxn25074		14.83	0.35	=
rxn25075		14.83	0.35	<
rxn25076		14.83	0.35	<
rxn25077		14.83	0.35	<
rxn25078		14.83	0.35	<
rxn25079		14.83	0.35	<
rxn25080	R03722	-79.72	0.93	>
rxn25081	R08795	-79.71	0.93	>
rxn25082	R05215	109.72	0.58	<
rxn25083		109.72	0.58	<
rxn25084		109.72	0.58	<
rxn25085		109.72	0.58	<
rxn25086		109.72	0.58	<
rxn25087		109.72	0.58	<
rxn25090		109.72	0.58	<
rxn25093		109.72	0.58	<
rxn25094		109.72	0.58	<
rxn25095		109.72	0.58	<
rxn25096		109.72	0.58	<
rxn25097		109.72	0.58	<
rxn25098		109.72	0.58	<
rxn25099		109.72	0.58	<
rxn25100		109.72	0.58	<
rxn25101		109.72	0.58	<
rxn25102		109.72	0.58	<
rxn25103		109.72	0.58	<
rxn25104		109.72	0.58	<
rxn25105		109.72	0.58	<
rxn25106		109.72	0.58	<
rxn25107		109.72	0.58	<
rxn25108		109.72	0.58	<
rxn25109		109.72	0.58	<
rxn25110		109.72	0.58	<
rxn25111		109.72	0.58	<
rxn25112		109.72	0.58	<
rxn25113		109.72	0.58	<
rxn25114		109.72	0.58	<
rxn25115		109.72	0.58	<
rxn25116		109.72	0.58	<
rxn25117		109.72	0.58	<
rxn25119		109.72	0.58	<
rxn25120		109.72	0.58	<
rxn25121	R05548	-116.85	0.66	>
rxn25122		-116.85	0.66	>
rxn25123		-116.85	0.66	>
rxn25124		-116.85	0.66	>
rxn25125		-116.85	0.66	>
rxn25126		-116.85	0.66	>
rxn25127		-116.85	0.66	>
rxn25128		-116.85	0.66	>
rxn25129		-116.85	0.66	>
rxn25130		-116.85	0.66	>
rxn25131		-116.85	0.66	>
rxn25132		-116.85	0.66	>
rxn25133		-116.85	0.66	>
rxn25134		-116.85	0.66	>
rxn25135		-116.85	0.66	>
rxn25136		-116.85	0.66	>
rxn25137		-116.85	0.66	>
rxn25138		-116.85	0.66	>
rxn25140		-116.85	0.66	>
rxn25141		-116.85	0.66	>
rxn25142		-116.85	0.66	>
rxn25143		-116.85	0.66	>
rxn25144		-116.85	0.66	>
rxn25145		-116.85	0.66	>
rxn25146		-116.85	0.66	>
rxn25147		-116.85	0.66	>
rxn25148		-116.85	0.66	>
rxn25149		-116.85	0.66	>
rxn25150		-116.85	0.66	>
rxn25151		-116.85	0.66	>
rxn25152		-116.85	0.66	>
rxn25153		-116.85	0.66	>
rxn25154		-116.85	0.66	>
rxn25155		-116.85	0.66	>
rxn25156		-116.85	0.66	>
rxn25157		-116.85	0.66	>
rxn25158		-116.85	0.66	>
rxn25159		-116.85	0.66	>
rxn25160		-116.85	0.66	>
rxn25161		-116.85	0.66	>
rxn25162		-116.85	0.66	>
rxn25163		-116.85	0.66	>
rxn25164	R10343	0.75	0.02	=
rxn25165	R10343	0.75	0.02	=
rxn25166		0.75	0.02	>
rxn25167		0.75	0.02	=
rxn25168		0.75	0.02	=
rxn25169		0.75	0.02	=
rxn25170		0.75	0.02	=
rxn25171		0.75	0.02	=
rxn25172		0.75	0.02	=
rxn25173		0.75	0.02	=
rxn25174		0.75	0.02	=
rxn25175		0.75	0.02	=
rxn25176		0.75	0.02	=
rxn25177		0.75	0.02	=
rxn25178		0.75	0.02	=
rxn25179		0.75	0.02	=
rxn25180		0.75	0.02	=
rxn25181		0.75	0.02	=
rxn25182		0.75	0.02	=
rxn25183	R10521	-107.29	0.71	>
rxn25184		-107.29	0.71	>
rxn25185		-107.29	0.71	>
rxn25186		-107.29	0.71	>
rxn25187		-107.29	0.71	>
rxn25188		-107.29	0.71	>
rxn25189		-107.29	0.71	>
rxn25190		-107.29	0.71	>
rxn25191		-107.29	0.71	>
rxn25192		-107.29	0.71	>
rxn25193		-107.29	0.71	>
rxn25196		-107.29	0.71	>
rxn25197		-107.29	0.71	>
rxn25198		-107.29	0.71	>
rxn25199		-107.29	0.71	>
rxn25216	R05336	0.12	0.02	=
rxn25217		0.12	0.02	=
rxn25218		0.12	0.02	=
rxn25219		0.12	0.02	=
rxn25220		0.12	0.02	=
rxn25221		0.12	0.02	=
rxn25222		0.12	0.02	=
rxn25223		0.12	0.02	=
rxn25224		0.12	0.02	=
rxn25225		0.12	0.02	>
rxn25226		0.12	0.02	=
rxn25227		0.12	0.02	=
rxn25228		0.12	0.02	=
rxn25229		0.12	0.02	=
rxn25230		0.12	0.02	>
rxn25231		0.12	0.02	=
rxn25232		0.12	0.02	=
rxn25233	R09040	-21.92	0.5	>
rxn25234		-21.92	0.5	>
rxn25235	R09042	-94.82	0.35	>
rxn25236		-94.82	0.35	>
rxn25237		-94.82	0.35	>
rxn25238		-94.82	0.35	>
rxn25258	R10485	-24.48	0.43	>
rxn25259	R10556	-1.79	0.64	>
rxn25260	R10415	-129.88	0.57	>
rxn25261		-129.88	0.57	>
rxn25262		-129.88	0.57	>
rxn25263		-129.88	0.57	>
rxn25264		-129.88	0.57	>
rxn25265		-129.88	0.57	>
rxn25268		-129.88	0.57	>
rxn25269		-129.88	0.57	>
rxn25270		-129.88	0.57	>
rxn25271		-129.88	0.57	>
rxn25272		-129.88	0.57	>
rxn25273		-129.88	0.57	>
rxn25274		-129.88	0.57	>
rxn25275		-129.88	0.57	>
rxn25276		-129.88	0.57	>
rxn25277		-129.88	0.57	>
rxn25278		-129.88	0.57	>
rxn25279		-129.88	0.57	>
rxn25280		-129.88	0.57	>
rxn25281		-129.88	0.57	>
rxn25282		-129.88	0.57	>
rxn25283		-129.88	0.57	>
rxn25284		-129.88	0.57	>
rxn25285		-129.88	0.57	>
rxn25286		-129.88	0.57	>
rxn25287		-129.88	0.57	>
rxn25288		-129.88	0.57	>
rxn25289		-129.88	0.57	>
rxn25292		-129.88	0.57	>
rxn25293		-129.88	0.57	>
rxn25295		-129.88	0.57	>
rxn25297		-129.88	0.57	>
rxn25299		-129.88	0.57	>
rxn25301		-129.88	0.57	>
rxn25302		-129.88	0.57	>
rxn25304		-129.88	0.57	>
rxn25306		-129.88	0.57	>
rxn25308		-129.88	0.57	>
rxn25309		-129.88	0.57	>
rxn25310		-129.88	0.57	>
rxn25311		-129.88	0.57	>
rxn25312		-129.88	0.57	>
rxn25313		-129.88	0.57	>
rxn25314		-129.88	0.57	>
rxn25315		-129.88	0.57	>
rxn25316		-129.88	0.57	>
rxn25317		-129.88	0.57	>
rxn25318		-129.88	0.57	>
rxn25319		-129.88	0.57	>
rxn25320		-129.88	0.57	>
rxn25321		-129.88	0.57	>
rxn25322		-129.88	0.57	>
rxn25323		-129.88	0.57	>
rxn25324		-129.88	0.57	>
rxn25325		-129.88	0.57	>
rxn25326		-129.88	0.57	>
rxn25327		-129.88	0.57	>
rxn25328		-129.88	0.57	>
rxn25329		-129.88	0.57	>
rxn25330		-129.88	0.57	>
rxn25331		-129.88	0.57	>
rxn25332		-129.88	0.57	>
rxn25333		-129.88	0.57	>
rxn25334		-129.88	0.57	>
rxn25335		-129.88	0.57	>
rxn25336		-129.88	0.57	>
rxn25337		-129.88	0.57	>
rxn25338		-129.88	0.57	>
rxn25339		-129.88	0.57	>
rxn25340		-129.88	0.57	>
rxn25341		-129.88	0.57	>
rxn25342		-129.88	0.57	>
rxn25345		-129.88	0.57	>
rxn25346		-129.88	0.57	>
rxn25347		-129.88	0.57	>
rxn25348		-129.88	0.57	>
rxn25349		-129.88	0.57	>
rxn25350		-129.88	0.57	>
rxn25351		-129.88	0.57	>
rxn25352		-129.88	0.57	>
rxn25353		-129.88	0.57	>
rxn25354		-129.88	0.57	>
rxn25355		-129.88	0.57	>
rxn25356		-129.88	0.57	>
rxn25357		-129.88	0.57	>
rxn25358		-129.88	0.57	>
rxn25359		-129.88	0.57	>
rxn25360		-129.88	0.57	>
rxn25361		-129.88	0.57	>
rxn25362		-129.88	0.57	>
rxn25363		-129.88	0.57	>
rxn25364		-129.88	0.57	>
rxn25365		-129.88	0.57	>
rxn25366		-129.88	0.57	>
rxn25367		-129.88	0.57	>
rxn25368		-129.88	0.57	>
rxn25369		-129.88	0.57	>
rxn25370		-129.88	0.57	>
rxn25371		-129.88	0.57	>
rxn25372		-129.88	0.57	>
rxn25373		-129.88	0.57	>
rxn25374		-129.88	0.57	>
rxn25470	R10253	-9.0	0.32	>
rxn25471		-9.0	0.32	=
rxn25474		-9.0	0.32	=
rxn25475		-9.0	0.32	=
rxn25476		-9.0	0.32	=
rxn25477		-9.0	0.32	=
rxn25478		-9.0	0.32	=
rxn25479		-9.0	0.32	>
rxn25480		-9.0	0.32	>
rxn25481		-9.0	0.32	>
rxn25482		-9.0	0.32	=
rxn25483		-9.0	0.32	>
rxn25484		-9.0	0.32	=
rxn25485		-9.0	0.32	=
rxn25486		-9.0	0.32	>
rxn25487		-9.0	0.32	>
rxn25488		-9.0	0.32	=
rxn25489		-9.0	0.32	=
rxn25490		-9.0	0.32	=
rxn25491		-9.0	0.32	=
rxn25492	R08166	-7.51	0.82	>
rxn25493	R07262	-13.55	0.42	>
rxn25494	R07262	-13.55	0.42	>
rxn25495	R10252	-22.47	0.82	>
rxn25496		-22.47	0.82	>
rxn25497	R08790	-133.77	0.54	>
rxn25498		-133.77	0.54	>
rxn25499		-133.77	0.54	>
rxn25501		-133.77	0.54	>
rxn25502		-133.77	0.54	>
rxn25504		-133.77	0.54	>
rxn25505		-133.77	0.54	>
rxn25506		-133.77	0.54	>
rxn25507		-133.77	0.54	>
rxn25511		-133.77	0.54	>
rxn25512		-133.77	0.54	>
rxn25513		-133.77	0.54	>
rxn25514		-133.77	0.54	>
rxn25515		-133.77	0.54	>
rxn25516		-133.77	0.54	>
rxn25517		-133.77	0.54	>
rxn25518		-133.77	0.54	>
rxn25519		-133.77	0.54	>
rxn25520		-133.77	0.54	>
rxn25521		-133.77	0.54	>
rxn25522		-133.77	0.54	>
rxn25523		-133.77	0.54	>
rxn25524		-133.77	0.54	>
rxn25526		-133.77	0.54	>
rxn25527		-133.77	0.54	>
rxn25528		-133.77	0.54	>
rxn25529		-133.77	0.54	>
rxn25530		-133.77	0.54	>
rxn25531		-133.77	0.54	>
rxn25532		-133.77	0.54	>
rxn25533		-133.77	0.54	>
rxn25534		-133.77	0.54	>
rxn25535		-133.77	0.54	>
rxn25536		-133.77	0.54	>
rxn25537		-133.77	0.54	>
rxn25538		-133.77	0.54	>
rxn25539		-133.77	0.54	>
rxn25540		-133.77	0.54	>
rxn25541		-133.77	0.54	>
rxn25542		-133.77	0.54	>
rxn25543		-133.77	0.54	>
rxn25544		-133.77	0.54	>
rxn25545		-133.77	0.54	>
rxn25546		-133.77	0.54	>
rxn25547		-133.77	0.54	>
rxn25548	R06396	-0.14	0.48	=
rxn25549		-0.14	0.48	=
rxn25550		-0.14	0.48	=
rxn25551		-0.14	0.48	=
rxn25552		-0.14	0.48	=
rxn25553		-0.14	0.48	=
rxn25554		-0.14	0.48	=
rxn25555		-0.14	0.48	=
rxn25556		-0.14	0.48	=
rxn25557		-0.14	0.48	=
rxn25558		-0.14	0.48	=
rxn25559		-0.14	0.48	=
rxn25560		-0.14	0.48	=
rxn25561		-0.14	0.48	=
rxn25562		-0.14	0.48	=
rxn25563		-0.14	0.48	=
rxn25564		-0.14	0.48	=
rxn25565		-0.14	0.48	=
rxn25566		-0.14	0.48	=
rxn25568		-0.14	0.48	=
rxn25569		-0.14	0.48	=
rxn25570		-0.14	0.48	=
rxn25571		-0.14	0.48	=
rxn25572		-0.14	0.48	=
rxn25573		-0.14	0.48	=
rxn25574		-0.14	0.48	=
rxn25575		-0.14	0.48	>
rxn25576		-0.14	0.48	>
rxn25577		-0.14	0.48	=
rxn25578		-0.14	0.48	=
rxn25579		-0.14	0.48	=
rxn25580		-0.14	0.48	=
rxn25581		-0.14	0.48	=
rxn25582	R05677	0.92	0.35	=
rxn25583		0.92	0.35	=
rxn25584		0.92	0.35	<
rxn25585		0.92	0.35	=
rxn25586		0.92	0.35	=
rxn25587		0.92	0.35	=
rxn25588		0.92	0.35	=
rxn25589		0.92	0.35	=
rxn25590		0.92	0.35	=
rxn25591		0.92	0.35	=
rxn25592		0.92	0.35	=
rxn25593		0.92	0.35	=
rxn25594		0.92	0.35	=
rxn25595		0.92	0.35	=
rxn25596		0.92	0.35	=
rxn25597		0.92	0.35	=
rxn25598		0.92	0.35	=
rxn25599		0.92	0.35	=
rxn25600		0.92	0.35	=
rxn25601		0.92	0.35	=
rxn25602		0.92	0.35	=
rxn25605	R10317	-98.09	0.22	>
rxn25606	R10317	-98.09	0.22	>
rxn25607		-98.09	0.22	>
rxn25608		-98.09	0.22	>
rxn25609	R10310	1.35	0.22	=
rxn25610		1.35	0.22	=
rxn25611	R10475	3.08	0.58	=
rxn25612		3.08	0.58	=
rxn25613		3.08	0.58	=
rxn25614		3.08	0.58	=
rxn25615		3.08	0.58	=
rxn25616		3.08	0.58	=
rxn25617		3.08	0.58	=
rxn25618		3.08	0.58	=
rxn25619		3.08	0.58	=
rxn25620		3.08	0.58	=
rxn25621		3.08	0.58	=
rxn25622		3.08	0.58	=
rxn25623		3.08	0.58	=
rxn25625	R10319	-181.31	0.96	>
rxn25626	R10319	-181.31	0.96	>
rxn25652	R07761	-9.37	0.19	>
rxn25653		-9.37	0.19	>
rxn25654		-9.37	0.19	>
rxn25655		-9.37	0.19	>
rxn25656		-9.37	0.19	>
rxn25657		-9.37	0.19	>
rxn25658		-9.37	0.19	>
rxn25659		-9.37	0.19	>
rxn25660		-9.37	0.19	>
rxn25661		-9.37	0.19	>
rxn25662		-9.37	0.19	>
rxn25663		-9.37	0.19	>
rxn25664		-9.37	0.19	=
rxn25665		-9.37	0.19	=
rxn25666		-9.37	0.19	=
rxn25667		-9.37	0.19	=
rxn25668	R10593	12.26	0.33	<
rxn25669		12.26	0.33	<
rxn25670		12.26	0.33	<
rxn25671		12.26	0.33	<
rxn25672		12.26	0.33	<
rxn25673		12.26	0.33	<
rxn25674		12.26	0.33	<
rxn25675		12.26	0.33	<
rxn25676		12.26	0.33	<
rxn25677		12.26	0.33	<
rxn25678		12.26	0.33	<
rxn25679		12.26	0.33	<
rxn25680	R10035	5.74	0.39	=
rxn25681		5.74	0.39	=
rxn25682		5.74	0.39	=
rxn25683		5.74	0.39	=
rxn25684		5.74	0.39	=
rxn25685		5.74	0.39	=
rxn25686		5.74	0.39	=
rxn25687		5.74	0.39	>
rxn25688		5.74	0.39	<
rxn25689		5.74	0.39	=
rxn25690		5.74	0.39	=
rxn25691		5.74	0.39	=
rxn25692		5.74	0.39	=
rxn25693		5.74	0.39	=
rxn25694		5.74	0.39	=
rxn25695		5.74	0.39	=
rxn25696		5.74	0.39	>
rxn25697		5.74	0.39	=
rxn25698		5.74	0.39	=
rxn25699		5.74	0.39	<
rxn25700		5.74	0.39	<
rxn25701	R03140	-125.58	0.11	>
rxn25702		-125.58	0.11	>
rxn25703		-125.58	0.11	>
rxn25704		-125.58	0.11	>
rxn25705		-125.58	0.11	>
rxn25706		-125.58	0.11	>
rxn25707		-125.58	0.11	>
rxn25708		-125.58	0.11	>
rxn25709	R08174	-7.35	0.02	>
rxn25710		-7.35	0.02	>
rxn25711		-7.35	0.02	>
rxn25712		-7.35	0.02	>
rxn25713	R08175	-7.35	0.02	>
rxn25714		-7.35	0.02	=
rxn25715		-7.35	0.02	=
rxn25716		-7.35	0.02	>
rxn25717		-7.35	0.02	>
rxn25718		-7.35	0.02	=
rxn25719		-7.35	0.02	>
rxn25721	R10027	-57.8	0.43	>
rxn25722	R10027	-57.8	0.43	>
rxn25723		-57.8	0.43	>
rxn25724		-57.8	0.43	>
rxn25725	R10028	-58.32	0.42	>
rxn25726	R10028	-58.32	0.42	>
rxn25727		-58.32	0.42	>
rxn25728		-58.32	0.42	>
rxn25729		-58.32	0.42	>
rxn25730		-58.32	0.42	>
rxn25731		-58.32	0.42	>
rxn25732		-58.32	0.42	>
rxn25733		-58.32	0.42	>
rxn25734		-58.32	0.42	>
rxn25735		-58.32	0.42	>
rxn25736		-58.32	0.42	>
rxn25737		-58.32	0.42	>
rxn25738		-58.32	0.42	>
rxn25739		-58.32	0.42	>
rxn25740		-58.32	0.42	>
rxn25741		-58.32	0.42	>
rxn25742		-58.32	0.42	>
rxn25743		-58.32	0.42	>
rxn25744		-58.32	0.42	>
rxn25763	R10039	3.78	0.35	=
rxn25764		3.78	0.35	=
rxn25765		3.78	0.35	=
rxn25766		3.78	0.35	=
rxn25767		3.78	0.35	=
rxn25768		3.78	0.35	=
rxn25769	R00475	-21.46	0.04	>
rxn25770		-21.46	0.04	>
rxn25771		-21.46	0.04	>
rxn25772		-21.46	0.04	>
rxn25774		-21.46	0.04	>
rxn25776		-21.46	0.04	>
rxn25779		-21.46	0.04	>
rxn25780		-21.46	0.04	>
rxn25781		-21.46	0.04	>
rxn25782		-21.46	0.04	>
rxn25784		-21.46	0.04	>
rxn25785		-21.46	0.04	>
rxn25787		-21.46	0.04	>
rxn25788		-21.46	0.04	>
rxn25789		-21.46	0.04	>
rxn25790		-21.46	0.04	>
rxn25791		-21.46	0.04	>
rxn25792		-21.46	0.04	>
rxn25793		-21.46	0.04	>
rxn25794		-21.46	0.04	>
rxn25795	R10333	-3.89	0.71	=
rxn25796		-3.89	0.71	=
rxn25797		-3.89	0.71	=
rxn25798		-3.89	0.71	=
rxn25799		-3.89	0.71	=
rxn25800		-3.89	0.71	=
rxn25801		-3.89	0.71	=
rxn25802		-3.89	0.71	=
rxn25803		-3.89	0.71	=
rxn25804		-3.89	0.71	=
rxn25805		-3.89	0.71	=
rxn25806		-3.89	0.71	=
rxn25807		-3.89	0.71	=
rxn25808		-3.89	0.71	=
rxn25809		-3.89	0.71	=
rxn25810		-3.89	0.71	=
rxn25812		-3.89	0.71	=
rxn25813		-3.89	0.71	=
rxn25814		-3.89	0.71	=
rxn25816		-3.89	0.71	>
rxn25817		-3.89	0.71	>
rxn25818		-3.89	0.71	>
rxn25819		-3.89	0.71	=
rxn25820		-3.89	0.71	=
rxn25821		-3.89	0.71	>
rxn25822		-3.89	0.71	=
rxn25823		-3.89	0.71	>
rxn25824	R09498	4.52	0.73	=
rxn25825		4.52	0.73	=
rxn25826		4.52	0.73	=
rxn25827		4.52	0.73	=
rxn25828		4.52	0.73	=
rxn25829		4.52	0.73	=
rxn25830		4.52	0.73	=
rxn25831		4.52	0.73	=
rxn25832		4.52	0.73	=
rxn25833		4.52	0.73	=
rxn25834		4.52	0.73	=
rxn25835		4.52	0.73	=
rxn25836		4.52	0.73	=
rxn25837		4.52	0.73	=
rxn25838		4.52	0.73	=
rxn25839		4.52	0.73	=
rxn25840		4.52	0.73	=
rxn25841		4.52	0.73	=
rxn25842		4.52	0.73	=
rxn25843		4.52	0.73	=
rxn25844		4.52	0.73	=
rxn25845		4.52	0.73	=
rxn25846	R03720	-86.81	1.17	>
rxn25847		-86.81	1.17	>
rxn25848		-86.81	1.17	>
rxn25849		-86.81	1.17	>
rxn25850		-86.81	1.17	>
rxn25851	R09453	-95.79	0.04	>
rxn25852	R09465	6.82	0.4	<
rxn25853	R09461	-95.79	0.04	>
rxn25854		-95.79	0.04	>
rxn25855		-95.79	0.04	>
rxn25856		-95.79	0.04	>
rxn25857		-95.79	0.04	>
rxn25858		-95.79	0.04	>
rxn25859		-95.79	0.04	>
rxn25860		-95.79	0.04	>
rxn25862		-95.79	0.04	>
rxn25863		-95.79	0.04	>
rxn25865		-95.79	0.04	>
rxn25866	R10452	1.48	0.75	=
rxn25867		1.48	0.75	=
rxn25868		1.48	0.75	=
rxn25869		1.48	0.75	=
rxn25870		1.48	0.75	=
rxn25871		1.48	0.75	=
rxn25872		1.48	0.75	=
rxn25873		1.48	0.75	=
rxn25874		1.48	0.75	=
rxn25875		1.48	0.75	=
rxn25876		1.48	0.75	=
rxn25877		1.48	0.75	=
rxn25878		1.48	0.75	=
rxn25879		1.48	0.75	=
rxn25880		1.48	0.75	=
rxn25881		1.48	0.75	=
rxn25882		1.48	0.75	=
rxn25883		1.48	0.75	=
rxn25884		1.48	0.75	=
rxn25885		1.48	0.75	=
rxn25886		1.48	0.75	=
rxn25887		1.48	0.75	=
rxn25888		1.48	0.75	=
rxn25889		1.48	0.75	=
rxn25890		1.48	0.75	=
rxn25891	R08744	-7.19	0.29	>
rxn25892	R08745	-9.09	0.33	>
rxn25893		-9.09	0.33	=
rxn25894		-9.09	0.33	=
rxn25895		-9.09	0.33	>
rxn25896		-9.09	0.33	>
rxn25897		-9.09	0.33	=
rxn25898		-9.09	0.33	>
rxn25899		-9.09	0.33	>
rxn25900		-9.09	0.33	=
rxn25901		-9.09	0.33	=
rxn25902		-9.09	0.33	>
rxn25903		-9.09	0.33	>
rxn25904		-9.09	0.33	=
rxn25905		-9.09	0.33	>
rxn25906		-9.09	0.33	=
rxn25907		-9.09	0.33	=
rxn25908		-9.09	0.33	=
rxn25909		-9.09	0.33	=
rxn25910		-9.09	0.33	=
rxn25911		-9.09	0.33	>
rxn25912		-9.09	0.33	>
rxn25913		-9.09	0.33	>
rxn25914		-9.09	0.33	>
rxn25915		-9.09	0.33	>
rxn25916		-9.09	0.33	=
rxn25917		-9.09	0.33	>
rxn25918		-9.09	0.33	>
rxn25919		-9.09	0.33	=
rxn25920		-9.09	0.33	>
rxn25921		-9.09	0.33	=
rxn25922		-9.09	0.33	>
rxn25923		-9.09	0.33	>
rxn25924		-9.09	0.33	>
rxn25925		-9.09	0.33	=
rxn25926		-9.09	0.33	=
rxn25927		-9.09	0.33	=
rxn25928		-9.09	0.33	=
rxn25929		-9.09	0.33	>
rxn25930		-9.09	0.33	=
rxn25931		-9.09	0.33	>
rxn25932		-9.09	0.33	>
rxn25933		-9.09	0.33	>
rxn25934		-9.09	0.33	>
rxn25935		-9.09	0.33	>
rxn25936		-9.09	0.33	>
rxn25937		-9.09	0.33	>
rxn25938		-9.09	0.33	>
rxn25939		-9.09	0.33	>
rxn25940		-9.09	0.33	=
rxn25941		-9.09	0.33	>
rxn25942		-9.09	0.33	>
rxn25943		-9.09	0.33	=
rxn25944		-9.09	0.33	=
rxn25945		-9.09	0.33	>
rxn25946		-9.09	0.33	=
rxn25947	R01899	5.08	0.18	=
rxn25948	R01899	5.08	0.18	=
rxn25949		5.08	0.18	<
rxn25950		5.08	0.18	=
rxn25951		5.08	0.18	=
rxn25952		5.08	0.18	=
rxn25953		5.08	0.18	=
rxn25954		5.08	0.18	=
rxn25955		5.08	0.18	=
rxn25956		5.08	0.18	<
rxn25957		5.08	0.18	=
rxn25958		5.08	0.18	=
rxn25959		5.08	0.18	<
rxn25960		5.08	0.18	=
rxn25961		5.08	0.18	<
rxn25962		5.08	0.18	=
rxn25963	R01805	-2.59	0.08	>
rxn25964	R01117	11.35	0.39	<
rxn25965	R01117	11.35	0.39	<
rxn25966		11.35	0.39	<
rxn25967		11.35	0.39	=
rxn25968		11.35	0.39	<
rxn25969		11.35	0.39	<
rxn25970	R08966	-0.3	0.03	=
rxn25971	R10255	-1.91	0.27	=
rxn25973	R04237	1.92	0.76	=
rxn25974		1.92	0.76	=
rxn25975	R03371	8.11	1.06	=
rxn25976		8.11	1.06	=
rxn25977		8.11	1.06	=
rxn25978		8.11	1.06	=
rxn25979		8.11	1.06	=
rxn25980		8.11	1.06	=
rxn25981		8.11	1.06	=
rxn25982		8.11	1.06	=
rxn25983		8.11	1.06	=
rxn25984		8.11	1.06	=
rxn25985		8.11	1.06	=
rxn25986		8.11	1.06	<
rxn25987		8.11	1.06	=
rxn25988		8.11	1.06	=
rxn25989	R03220	-104.19	0.95	>
rxn26013	R00674	-12.17	0.03	>
rxn26014		-12.17	0.03	>
rxn26015		-12.17	0.03	>
rxn26016		-12.17	0.03	>
rxn26017		-12.17	0.03	>
