ModelSEED ID	Layer	External IDs
cpd03070	c:11-8-5(12)4-13-14(10(8)19)9(18)6(15)2-1-3-7(16)17	5-AMINO-4-CHLORO-2-2-HYDROXYMUCONOYL-3
cpd03070	c:11-8-5(12)4-13-14(9(8)17)7(16)3-1-2-6(15)10(18)19	C05155
cpd03070	h:1-4,15H,12H2,(H,16,17)	5-AMINO-4-CHLORO-2-2-HYDROXYMUCONOYL-3
cpd03070	h:1-4,15H,12H2,(H,18,19)	C05155
cpd03071	t:10-,12-,13+,14-,15-	C05158
cpd03071	t:10-,12-,13+,14-,15?	CPD-459
cpd03086	c:1-21-5-4-11-7-16-17(26-9-25-16)8-13(11)14(22)6-12-2-3-15-19(27-10-24-15)18(12)20(21)23	6-HYDROXYPROTOPINE
cpd03086	c:1-21-8-14-11(2-3-16-20(14)27-10-24-16)4-15(22)13-7-18-17(25-9-26-18)5-12(13)6-19(21)23	C05190
cpd03086	h:2-3,5,7,19,23H,4,6,8-10H2,1H3	C05190
cpd03086	h:2-3,7-8,20,23H,4-6,9-10H2,1H3	6-HYDROXYPROTOPINE
cpd03113	t:25-,26+,30+,31+,32-,36+	C05258
cpd03113	t:25-,26+,30+,31+,32?,36+	CPD0-2232
cpd03120	t:17-,18+,22+,23+,24-,28+	C05266
cpd03120	t:17-,18+,22+,23+,24?,28+	CPD0-2224
cpd03122	t:15-,16+,20+,21+,22-,26+	C05268
cpd03122	t:15-,16+,20+,21+,22?,26+	OH-HEXANOYL-COA
cpd03125	t:16-,20+,21+,22?,26-	CPD0-2121
cpd03125	t:16-,20-,21-,22+,26-	C05271
cpd03149	t:32-,33-,36+,40+,51-;	CHLOROPHYLL-B
cpd03149	t:32-,33-,36+,40+,51?;	C05307
cpd03158	c:13-7(10(16)17)1-4-14-8(11(18)19)2-5-15-6-3-9(15)12(20)21	C05324
cpd03158	c:13-8(11(18)19)1-3-14-9(12(20)21)2-4-15-5-7(6-15)10(16)17	CPD-463
cpd03158	t:7-,8-,9-	C05324
cpd03158	t:8-,9-	CPD-463
cpd03164	t:24-,25+,26-,27-,28+,29+,30-,31-,34+,36-,37-,38+,42-,44+,45-	C05337
cpd03164	t:24-,25+,26-,27-,28?,29+,30-,31-,34+,36-,37-,38+,42-,44+,45-	CPD-10556
cpd03165	t:18-,22-,23-,24+,28-	C05338
cpd03165	t:18?,22-,23-,24?,28?	4-HYDROXYPHENYLACETYL-COA
cpd03169	t:5-,7-,8-,11+	CPD0-1033
cpd03169	t:5-,7-,8-,11-	C05342
cpd03194	t:3-,4-,5+,6+,7-,8-,9-,10-,11+,12+	LACTOSE-6P
cpd03194	t:3-,4-,5+,6+,7-,8-,9-,10-,11?,12+	C05396
cpd03197	t:4-,5-,6+,7+,8-,9-	C05401
cpd03197	t:4?,5-,6+,7+,8-,9-	3-B-D-GALACTOSYL-SN-GLYCEROL
cpd03198	t:3-,4-,5+,6-,7+,8+,9-,10-,11-,12+	MELIBIOSE
cpd03198	t:3-,4-,5+,6-,7+,8+,9-,10-,11?,12+	C05402
cpd03199	t:3-,4-,5+,7-,8-,9-,10-,11+,12+	3-KETOLACTOSE
cpd03199	t:3-,4-,5+,7-,8-,9-,10-,11?,12+	C05403
cpd03200	t:4-,5-,6-,7+,8-,9+,10+,11+,12+,13-,14-,15-,16-,17+,18+	CPD-8249
cpd03200	t:4-,5-,6-,7+,8-,9+,10+,11+,12+,13-,14-,15-,16?,17+,18+	C05404
cpd03221	t:19-,20+,21+,23-,24+,26+,27-	C05437
cpd03221	t:19-,20?,21+,23?,24?,26+,27-	ZYMOSTEROL
cpd03222	t:19-,20+,21+,23-,24+,25?,26+,27-	C05439
cpd03222	t:19-,20?,21+,23?,24?,25?,26+,27-	5-ALPHA-CHOLESTA-724-DIEN-3-BETA-OL
cpd03223	t:20-,22+,24-,25+,26+,27+,28-	57222428-ERGOSTATETRAENOL
cpd03223	t:20-,22+,24?,25?,26?,27+,28-	C05440
cpd03224	t:20-,22+,25-,26+,27-,28+	C05441
cpd03224	t:20-,22+,25-,26?,27?,28+	VITAMIN_D2
cpd03225	t:20-,21-,23+,24+,25-,26+,27+,28+,29-	C05442
cpd03225	t:20-,21-,23+,24?,25?,26?,27?,28+,29-	CPD-4162
cpd03229	t:16-,17-,18+,19-,20-,21+,22+,23-,24+,25+,26+,27-	5-BETA-CHOLESTANE-3-ALPHA7-TETRAOL
cpd03229	t:16?,17-,18+,19-,20-,21+,22+,23-,24+,25+,26+,27-	C05446
cpd03244	t:16-,17-,18-,19?,20-,21+,22+,23+,25+,26-	C05463
cpd03244	t:16-,17?,18-,19?,20?,21?,22?,23+,25+,26-	CPD-12457
cpd03248	t:24-,25?,26+,27-,28-,29+,30+,32-,33-,34+,36+,38-,39-,40+,44-,47+,48-	C05467
cpd03248	t:24?,25?,26-,27+,28+,29-,30-,32+,33+,34-,36-,38+,39+,40-,44+,47-,48+	CPD-7257
cpd03262	t:12-,13-,14+,15+,17+,18-,19+,20+,21+	C05481
cpd03262	t:12?,13-,14?,15?,17?,18?,19?,20?,21+	CORTOLONE
cpd03263	t:12-,13-,14+,15+,16+,17+,18-,19+,20+,21+	C05482
cpd03263	t:12?,13-,14?,15?,16?,17?,18?,19?,20?,21+	CORTOL
cpd03265	t:13-,14+,15+,16-,17+,18-,19-,20-,21+	C05484
cpd03265	t:13?,14?,15-,16?,17?,18?,19?,20?,21?	PREGNANEDIOL
cpd03276	t:18-,20-,21-,22+,23-,24-,25+,26-,27+	C05502
cpd03276	t:18-,20-,21-,22+,23-,24-,25-,26-,27+	CPD-7189
cpd03295	t:8-,9-,11+	N-5S-5-AMINO-5-CARBOXYPENTANOYL-L-CY
cpd03295	t:8-,9?,11+	C05556
cpd03340	c:22-6-12(27)19-16(29)17(30)21(32-19)33-20-15(28)14-11(26)4-8(23)5-13(14)31-18(20)7-1-2-9(24)10(25)3-7	CPD-11684
cpd03340	c:22-6-13-15(27)17(29)18(30)21(32-13)33-20-16(28)14-11(26)4-8(23)5-12(14)31-19(20)7-1-2-9(24)10(25)3-7	C05623
cpd03340	h:1-5,12,16-17,19,21-27,29-30H,6H2	CPD-11684
cpd03340	h:1-5,13,15,17-18,21-27,29-30H,6H2	C05623
cpd03340	t:12-,16-,17-,19-,21+	CPD-11684
cpd03340	t:13-,15-,17+,18-,21+	C05623
cpd03411	c:18-6-1-2-7-20-8-3-9-21-15(25)10-22-16(26)13(11-29)23-14(24)5-4-12(19)17(27)28	C05730
cpd03411	c:18-6-3-8-20-7-1-2-9-21-15(25)10-22-16(26)13(11-29)23-14(24)5-4-12(19)17(27)28	GLUTATHIONYLSPERMIDINE
cpd03421	q:;+2	C05773
cpd03421	q:;+6	CPD-9049
cpd03422	q:;+1	C05774
cpd03422	q:;+6	COBINAMIDE
cpd03422	t:23-,26-,27-,28-,29+,43-,45-,46+,47+,48+;	COBINAMIDE
cpd03422	t:23-,26-,27-,28-,29+,43?,45-,46+,47+,48+;	C05774
cpd03425	t:18-,19-,20-,21-,22+,23+,25+,27-,40-,41-,42-;	C05777
cpd03425	t:18-,19-,20-,21-,22+,23+,25?,27-,40-,41-,42-;	CPD-7425
cpd03427	b:20-7-,26-13-,27-14-,28-15-	C05786
cpd03427	b:20-7-,26-13-,27-14-,29-15-	3Z-PHYCOCYANOBILIN
cpd03427	h:7,13-15,19,34H,8-12H2,1-6H3,(H,36,43)(H,37,42)(H,38,39)(H,40,41)	3Z-PHYCOCYANOBILIN
cpd03427	h:7,13-15,19,35H,8-12H2,1-6H3,(H,36,43)(H,37,42)(H,38,39)(H,40,41)	C05786
cpd03452	t:5-,6+,8+,9+,12+	SERYL-AMP
cpd03452	t:5-,6-,8-,9-,12-	C05820
cpd03506	t:13-,14-,15+	C05909
cpd03506	t:13?,14?,15-	CPD-7088
cpd03508	b:20-7-,27-14-,28-15-	C05912
cpd03508	b:20-7-,27-14-,29-15-	3Z-PHYCOERYTHROBILIN
cpd03508	h:7-8,14-15,19,26,34H,2,9-13H2,1,3-6H3,(H,36,43)(H,37,42)(H,38,39)(H,40,41)	3Z-PHYCOERYTHROBILIN
cpd03508	h:7-8,14-15,19,26,35H,2,9-13H2,1,3-6H3,(H,36,43)(H,37,42)(H,38,39)(H,40,41)	C05912
cpd03540	b:7-6-,10-9+,12-11+,16-13+	CPD66-21
cpd03540	b:7-6-,10-9-,12-11+,16-13+	C05951
cpd03541	b:7-6-,10-9+,12-11+,16-13+	7E9E11Z14Z-5S6R-6-CYSTEIN-S-YL
cpd03541	b:7-6-,10-9-,12-11+,16-13+	C05952
cpd03587	t:79-,80-,81-,82-,83-,84-,85-,86-,87-,88-,95-,96-,97-,98-,99-,100-,101-,102-,103-,104-,105-,106-,109-,110-	C06026
cpd03587	t:79-,80-,81-,82-,83-,84?,85-,86-,87-,88-,95-,96-,97-,98-,99-,100-,101-,102-,103-,104-,105-,106-,109-,110-	KDO2-LIPID-A
cpd03599	t:10-,11-,12+,13-,14-	C06046
cpd03599	t:10-,11-,12+,13-,14?	CPD-13354
cpd03622	t:8-,12+,13-,14+,15+,16+,17-	C06079
cpd03622	t:8-,12?,13-,14+,15+,16+,17-	CPD-13303
cpd03628	t:13-,14+,15-,16+,17-,18-,19?,20-	CPD-11426
cpd03628	t:13-,14?,15-,16+,17-,18-,19-,20-	C06088
cpd03630	t:15-,16-,17+,19-,20?	C06090
cpd03630	t:15-,16?,17?,19-,20-	CPD1F-128
cpd03633	t:13-,14+,15+,16?,18+,19-,20-	C06093
cpd03633	t:13?,14-,15-,16-,18-,19+,20+	CPD1F-138
cpd03636	t:10-,11-,12-,13-,16+,17+,18+,19-	CPD-236
cpd03636	t:10-,11-,12-,13-,16-,17+,18+,19-	C06096
cpd03648	t:2-,4+,5+,6+,7+,8-,11+,12+	C06118
cpd03648	t:2-,4+,5+,6+,7+,8-,11?,12+	CPD-11241
cpd03674	c:1-3(7)4(8)2-5(9)6(10)11	C06159
cpd03674	c:1-3(7)6(11)4(8)2-5(9)10	2-DEHYDRO-3-DEOXY-D-FUCONATE
cpd03674	h:2-3,6-8,11H,1H3,(H,9,10)	2-DEHYDRO-3-DEOXY-D-FUCONATE
cpd03674	h:3-4,7-8H,2H2,1H3,(H,10,11)	C06159
cpd03674	t:3-,4-	C06159
cpd03674	t:3-,6+	2-DEHYDRO-3-DEOXY-D-FUCONATE
cpd03681	t:11-,12+,17-,18-	C06171
cpd03681	t:11?,12-,17+,18+	CODEINONE
cpd03683	t:13-,18+,19+	C06173
cpd03683	t:13-,18?,19+	CPD-7710
cpd03684	t:11-,12+,13-,17-,18-	C06174
cpd03684	t:11?,12-,13+,17+,18+	CODEINE
cpd03685	t:12-,17+,18+	C06175
cpd03685	t:12-,17?,18+	CPD-7713
cpd03686	t:11-,14-,15-,18-	C06176
cpd03686	t:11?,14-,15?,18-	CPD-8986
cpd03718	t:8-,9-,10-,11-,12-,13-,14-,15-,16+,17-,18-,19-,20-,21-,22-,23-,24-,25-,26-,27-,28-,29-,30-,31-,32-,33-,34-,35-,36-,37+,38+,39+,40+,41+,42+	C06216
cpd03718	t:8-,9-,10-,11-,12-,13-,14-,15-,16+,17-,18-,19-,20-,21-,22-,23-,24-,25-,26-,27-,28-,29-,30-,31-,32-,33-,34-,35-,36?,37-,38-,39-,40-,41-,42-	CPD0-1133
cpd03719	c:37-1-7-13(43)14(44)21(51)32(58-7)64-27-9(3-39)60-34(23(53)16(27)46)66-29-11(5-41)62-36(25(55)18(29)48)67-30-12(6-42)61-35(24(54)19(30)49)65-28-10(4-40)59-33(22(52)17(28)47)63-26-8(2-38)57-31(56)20(50)15(26)45	C06217
cpd03719	c:37-1-8(44)15(46)27(9(45)2-38)63-33-23(54)18(49)29(11(4-40)59-33)65-35-25(56)20(51)31(13(6-42)61-35)67-36-26(57)21(52)30(14(7-43)62-36)66-34-24(55)19(50)28(12(5-41)60-34)64-32-22(53)17(48)16(47)10(3-39)58-32	CPD-13238
cpd03719	h:1,8-36,38-57H,2-7H2	CPD-13238
cpd03719	h:7-56H,1-6H2	C06217
cpd03719	t:7-,8-,9-,10-,11-,12-,13-,14+,15-,16-,17-,18-,19-,20-,21-,22-,23-,24-,25-,26-,27-,28-,29-,30-,31-,32+,33+,34+,35+,36+	C06217
cpd03719	t:8-,9+,10+,11+,12+,13+,14+,15+,16+,17-,18+,19+,20+,21+,22+,23+,24+,25+,26+,27+,28+,29+,30+,31+,32-,33-,34-,35-,36-	CPD-13238
cpd03720	c:31-1-6-11(36)12(37)18(43)27(49-6)54-23-8(3-33)51-29(20(45)14(23)39)56-25-10(5-35)52-30(21(46)16(25)41)55-24-9(4-34)50-28(19(44)15(24)40)53-22-7(2-32)48-26(47)17(42)13(22)38	C06218
cpd03720	c:31-1-7(37)13(39)23(8(38)2-32)53-28-20(46)16(42)25(10(4-34)50-28)55-30-22(48)18(44)26(12(6-36)52-30)56-29-21(47)17(43)24(11(5-35)51-29)54-27-19(45)15(41)14(40)9(3-33)49-27	CPD-13237
cpd03720	h:1,7-30,32-48H,2-6H2	CPD-13237
cpd03720	h:6-47H,1-5H2	C06218
cpd03720	t:6-,7-,8-,9-,10-,11-,12+,13-,14-,15-,16-,17-,18-,19-,20-,21-,22-,23-,24-,25-,26-,27+,28+,29+,30+	C06218
cpd03720	t:7-,8+,9+,10+,11+,12+,13+,14+,15-,16+,17+,18+,19+,20+,21+,22+,23+,24+,25+,26+,27-,28-,29-,30-	CPD-13237
cpd03721	t:4-,5-,6-,7-,8+,9-,10-,11-,12-,13-,14-,15-,16-,17+,18+	CELLOTRIOSE
cpd03721	t:4-,5-,6-,7-,8+,9-,10-,11-,12-,13-,14-,15-,16?,17+,18+	C06219
cpd03733	t:5-,6+,7+,8+,9+,11-	N-ACETYL-NEURAMINATE-9P
cpd03733	t:5-,6+,7+,8+,9+,11?	C06241
cpd03753	t:3-,4+,5+,6-	L-TAGATOSE-6-PHOSPHATE
cpd03753	t:3-,4+,5+,6?	C06312
cpd03760	t:23-,25+,39-,40-,41+,42+,43+,44+	CPD-679
cpd03760	t:23-,25+,39?,40-,41+,42+,43+,44+	C06319
cpd03761	t:23-,40-,41+,42+,43+,44+	C06320
cpd03761	t:23-,40-,41+,42+,43?,44+	CPD-675
cpd03781	t:18-,19-,21+,22+,23-,24+,25+,26+,27-	CPD-7287
cpd03781	t:18?,19-,21+,22+,23-,24+,25+,26+,27-	C15610
cpd03782	t:17-,18-,20+,21-,22+,23+,24-,25+,26+,27-	7-ALPHA27-DIHYDROXYCHOLESTEROL
cpd03782	t:17?,18-,20+,21-,22+,23+,24-,25+,26+,27-	C06341
cpd03805	t:3-,4-,5+,6+	2-DEOXY-D-GLUCOSE-6-PHOSPHATE
cpd03805	t:3-,4-,5?,6+	C06369
cpd03807	t:7-,8-,9-,10-,11-,12+,13-,14+,15+,16-,17-,18-,19-,20-,21-,22+,23+,24+,25+,26+	GAL-GLCNAC-GAL-GLC
cpd03807	t:7-,8-,9-,10-,11-,12+,13-,14+,15+,16-,17-,18-,19-,20-,21-,22+,23?,24+,25+,26+	C06371
cpd03832	t:23-,24-,25-,26+,40-,42-,43+,44+,45+	CPD-687
cpd03832	t:23-,24-,25-,26+,40?,42-,43+,44+,45+	C06399
cpd03834	t:24-,41-,42+,43+,44+	CPD-651
cpd03834	t:24-,41-,42+,43+,44?	C06407
cpd03835	t:21-,25+,26+,27-,40?,41+,42-,43-,44-,45-	C06408
cpd03835	t:21?,25-,26-,27+,40-,41-,42+,43+,44+,45+	CPD-686
cpd03839	t:24-,41-,42+,43+,44+,45?	C06416
cpd03839	t:24-,41-,42+,43+,44?,45+	CPD-662
cpd03841	t:4-,5+	CPD-12149
cpd03841	t:4-,5-	C06418
cpd03851	b:4-3+,7-6+,10-9+,13-12+,16-15+	5Z8Z11Z14Z17Z-EICOSAPENTAENOATE
cpd03851	b:4-3-,7-6-,10-9-,13-12-,16-15-	C06428
cpd03852	b:4-3+,7-6+,10-9+,13-12+,16-15+,19-18+	CPD-10244
cpd03852	b:4-3-,7-6-,10-9-,13-12-,16-15-,19-18-	C06429
cpd03861	c:6-1-3(7)5(9)4(8)2-13-14(10,11)12	CPD0-1115
cpd03861	c:6-3-1-12-5(8,4(3)7)2-13-14(9,10)11	C06441
cpd03861	h:3,5-7,9H,1-2H2,(H2,10,11,12)	CPD0-1115
cpd03861	h:3-4,6-8H,1-2H2,(H2,9,10,11)	C06441
cpd03861	t:3-,4+,5?	C06441
cpd03861	t:3-,5+	CPD0-1115
cpd03880	c:7-1-2-3(8)4(9)5(10)6(11)12-2	C06464
cpd03880	c:7-1-3(9)5(11)6(12)4(10)2-8	ALTROSE
cpd03880	h:1,3-6,8-12H,2H2	ALTROSE
cpd03880	h:2-11H,1H2	C06464
cpd03880	t:2-,3-,4-,5+,6?	C06464
cpd03880	t:3-,4-,5+,6-	ALTROSE
cpd03884	c:7-1-3(9)5(11)6(12)4(10)2-8	PSICOSE
cpd03884	c:7-2-6(11)5(10)4(9)3(8)1-12-6	C06468
cpd03884	h:3,5-9,11-12H,1-2H2	PSICOSE
cpd03884	h:3-5,7-11H,1-2H2	C06468
cpd03884	t:3-,4-,5-,6?	C06468
cpd03884	t:3-,5-,6+	PSICOSE
cpd03885	t:3-,4+,5+,6+,7+,9?	C06469
cpd03885	t:3-,4-,5+,6-,7+,9-	CPD-10760
cpd03887	t:3-,4-,5-,6+	CPD-9394
cpd03887	t:3-,4-,5-,6?	C06471
cpd03893	c:7-1-2(8)3(9)4(10)5(11)6(12)13	CPD-10583
cpd03893	c:7-1-2(8)4(5(10)11)13-6(12)3(1)9	C06477
cpd03893	h:1-4,6-9,12H,(H,10,11)	C06477
cpd03893	h:1-5,8-11H,(H,12,13)	CPD-10583
cpd03893	t:1-,2-,3-,4+,6?	C06477
cpd03893	t:2-,3-,4+,5-	CPD-10583
cpd03913	t:23-,24-,25-,26+,40-,42-,43+,44+,45+	CPD-688
cpd03913	t:23-,24-,25-,26+,40?,42-,43+,44+,45+	C06503
cpd03914	q:;+2	C06504
cpd03914	q:;+5	CPD-689
cpd03915	t:23-,24-,25-,26+,40-,42-,43+,44+,45+;	CPD-694
cpd03915	t:23-,24-,25-,26+,40?,42-,43+,44+,45+;	C06505
cpd03916	t:23-,24-,25-,26+,40-,42-,43+,44+,45+;4-,6-,7-,10-;	CPD-690
cpd03916	t:23-,24-,25-,26+,40?,42-,43+,44+,45+;4-,6-,7-,10-;	C06506
cpd03917	t:23-,24-,25-,26+,40-,42-,43+,44+,45+;4-,6-,7-,10-;	CPD-691
cpd03917	t:23-,24-,25-,26+,40?,42-,43+,44+,45+;4-,6-,7-,10-;	C06507
cpd03918	m:1..	ADENOSYLCOBINAMIDE
cpd03918	m:11.	C06508
cpd03918	q:;;+2	C06508
cpd03918	q:;;+5	ADENOSYLCOBINAMIDE
cpd03918	t:23-,26-,27-,28-,29+,43-,45-,46+,47+,48+;;	ADENOSYLCOBINAMIDE
cpd03918	t:23-,26-,27-,28-,29+,43?,45-,46+,47+,48+;4-,6-,7-,10-;	C06508
cpd03919	t:23-,26-,27-,28-,29+,43-,45-,46+,47+,48+;4-,6-,7-,10-;	ADENOSYLCOBINAMIDE-P
cpd03919	t:23-,26-,27-,28-,29+,43?,45-,46+,47+,48+;4-,6-,7-,10-;	C06509
cpd03920	q:;;+2	C06510
cpd03920	q:;;+5	ADENOSYLCOBINAMIDE-GDP
cpd03920	t:25-,28-,29-,30-,31+,33-,45-,46-,49-,52-,55-,56+,57+,58+;4-,6-,7-,10-;	ADENOSYLCOBINAMIDE-GDP
cpd03920	t:25-,28-,29-,30-,31+,33-,45-,46-,49?,52-,55-,56+,57+,58+;4-,6-,7-,10-;	C06510
cpd03936	t:13-,14+,19?,20+	QUININE
cpd03936	t:13-,14?,19-,20+	C06526
cpd03937	t:13-,14+,19?,20-	CPD-9846
cpd03937	t:13-,14?,19+,20-	C06527
cpd03938	t:13-,14-,18?,19+	CPD-9847
cpd03938	t:13-,14?,18+,19-	C06528
cpd03951	t:10-,11+,14-,15-,16?,17-,18+,19+,20+	CPD-4242
cpd03951	t:10-,11-,14?,15-,16?,17-,18+,19+,20+	C06542
cpd03999	t:1-,2-,3+,4+,5-,6-	GAMMA-HCH
cpd03999	t:1-,2-,3-,4+,5+,6+	C07075
cpd04007	b:2-1+,5-3-	4-HYDROXYMUCONIC-SEMIALDEHYDE
cpd04007	b:2-1-,5-3+	C06603
cpd04038	t:18-,19-,20+,21+,22+,23-,24+,25-,27-,28+,29-,30+,31-,33+,34-,35-,36-,37-	CPD-13807
cpd04038	t:18-,19-,20+,21+,22+,23-,24+,25-,27-,28+,29-,30+,31-,33+,34-,35-,36-,37?	C06634
cpd04062	t:4-,6+,7+	C06659
cpd04062	t:4?,6-,7-	DIHYDROCLAVAMINATE
cpd04065	t:6-,7-	C06662
cpd04065	t:6-,7?	CPD-9261
cpd04072	t:17-,20-,21-,22+,26-	C06671
cpd04072	t:17-,20-,21-,22?,26-	24-DICHLOROBENZOYL-COA
cpd04084	h:5,9,15H,3-4H2,1-2H3,(H2,19,20)(H,21,27)(H,23,29)(H,31,32)	C06683
cpd04084	h:5,9,15H,3-4H2,1-2H3,(H5,19,20,21,23,27,29,31,32)	CPD-12294
cpd04086	t:8-,9-,11-,12+	C06685
cpd04086	t:8-,9-,11-,12?	CPD-7099
cpd04090	t:24-,34+,35-,42+,44-,46+,47+,48-,49+,50-,51+,52+,53+,54-,56+,57+,65-,66-	C06689
cpd04090	t:24-,34+,35-,42+,44-,46+,47?,48?,49?,50?,51+,52+,53+,54-,56+,57+,65-,66-	CPD-12245
cpd04119	b:9-5+	ALPHABETA-DIDEHYDROTRYPTOPHAN
cpd04119	b:9-5-	C06732
cpd04171	t:5-,6+,7+,8-,9+,21+,22+	C06799
cpd04171	t:5?,6-,7-,8+,9-,21-,22-	CPD-13960
cpd04199	t:20-,21-,22+,23-,24-,25+,26+,27-,28+,29-,30+,31-,32+,33-,35+,36-,37-,38-	CPD-13808
cpd04199	t:20-,21-,22?,23-,24-,25+,26+,27-,28+,29-,30+,31-,32+,33-,35+,36-,37-,38-	C06838
cpd04235	b:20-9+	CPD-9232
cpd04235	b:20-9-	C06885
cpd04257	t:9-,10+,11-,12+,13-,14+,15+,16+,18+	C06914
cpd04257	t:9?,10-,11+,12?,13+,14-,15-,16-,18-	CPD-13892
cpd04282	t:13-,14+,17+	CPD-9226
cpd04282	t:13-,14+,17-	C06950
cpd04297	t:16-,17-	C06972
cpd04297	t:16?,17-	CPD-7172
cpd04301	t:14-,16+,17-	CPD0-2065
cpd04301	t:14-,16-,17-	C06977
cpd04322	t:4-,7-,10-	C07024
cpd04322	t:4-,7-,10?	CPD-10076
cpd04324	t:4-,5-,7-,10-	C07026
cpd04324	t:4-,5?,7-,10?	CPD-10079
cpd04329	t:15-,16+,17+,19+,23+	C07031
cpd04329	t:15?,16-,17?,19-,23?	CPD-10088
cpd04330	t:16-,17+,18+,20+,24+	C07032
cpd04330	t:16?,17-,18?,20-,24?	CPD-10091
cpd04349	t:4-,5-,6+,7+,8-,9-,10+,11+,12-	C07064
cpd04349	t:4-,5-,6+,7+,8-,9-,10+,11+,12?	CPD-3561
cpd04351	t:16-,18+,19+	C07069
cpd04351	t:16?,18-,19-	CPD0-1413
cpd04440	t:28-,37+,38-,39-,42+,43-,44-,45+,46+	C07201
cpd04440	t:28?,37-,38+,39+,42?,43-,44+,45?,46-	CPD-7858
cpd04507	t:24?,25?,26-,30-,31-,32+,36-	C07296
cpd04507	t:24?,25?,26-,30-,31-,32?,36-	4812-TRIMETHYLTRIDECANOYL-COA
cpd04508	t:25?,26?,27?,29-,32-,33-,34+,38-	C07297
cpd04508	t:25?,26?,27?,29-,32-,33-,34?,38-	3-OXOPRISTANOYL-COA
cpd04546	t:26-,27-,28+,29-,32?,33-,34-,35+,39-	C07343
cpd04546	t:26?,27?,28?,29-,32?,33-,34-,35+,39-	2-HYDROXYPHYTANOYL-COA
cpd04547	t:13-,18-,19+,20+	C07344
cpd04547	t:13-,18?,19-,20-	3-HYDROXYQUININE
cpd04551	t:13-,18-,19-,20+,24-	C07348
cpd04551	t:13-,18-,19-,20?,24-	5-HYDROXYTHIOPHENE-2-CARBONYL-COA
cpd04552	t:16-,19-,25-,27+	3-DEMETHYLSTAUROSPORINE
cpd04552	t:16-,19?,25-,27+	C07349
cpd04580	t:31-,32-,33+,35-,36+,37+,38-,40-,45+,46-,47+	CPD-8718
cpd04580	t:31-,32-,33+,35-,36+,37+,38?,40-,45+,46-,47+	C07394
cpd04714	t:21-,25-,26+,27+,32-,33+	CPD-12363
cpd04714	t:21-,25?,26+,27?,32-,33+	C07544
cpd04761	q:-3;+3	C07597
cpd04761	q:-3;+6	CPD0-2124
cpd04772	h:13-15,18,26-27,37H,12,16-17,19-21H2,1-11H3	CPD-9635
cpd04772	h:13-15,18,26-27,38H,12,16-17,19-21H2,1-11H3	C07608
cpd04809	h:1-2H,(H3,6,7,8,9,10,11)	CPD-5721
cpd04809	h:1H,(H4,6,7,8,9,10,11)	C07648
cpd04828	c:1-11(2)19-15-7-13(5)21(27(35)23(15)17(9-31)25(33)29(19)37)22-14(6)8-16-20(12(3)4)30(38)26(34)18(10-32)24(16)28(22)36	C07667
cpd04828	c:1-11(2)20-16-7-13(5)22(28(36)25(16)18(10-32)27(35)29(20)37)24-14(6)23-15(8-19(24)33)17(9-31)26(34)30(38)21(23)12(3)4	CPD-9526
cpd04848	t:19-,22+,23-,24+,25-,27-	CPD-13032
cpd04848	t:19?,22-,23?,24?,25+,27+	C07712
cpd04865	b:6-3+,11-7-	CPD-928
cpd04865	b:6-3-,11-7+	C07731
cpd04918	t:2-,3+,4+,5+,6-,7-	C07836
cpd04918	t:2-,3-,4-,5-,6+,7+	CPD-12543
cpd04979	b:10-5+	C07943
cpd04979	b:10-5-	CPD-7662
cpd05168	c:13-1-3-6(16)8(18)10(11(20)21-3)23-12-9(19)7(17)5(15)4(2-14)22-12	C08250
cpd05168	c:13-1-4(16)7(17)8(18)5(2-14)22-12-11(21)10(20)9(19)6(3-15)23-12	CPD-13242
cpd05168	h:2,4-13,15-21H,1,3H2	CPD-13242
cpd05168	h:3-20H,1-2H2	C08250
cpd05168	t:3-,4-,5-,6-,7+,8+,9-,10-,11-,12+	C08250
cpd05168	t:4-,5+,6-,7-,8-,9-,10+,11-,12-	CPD-13242
cpd05229	t:16-,17+	CPD-10515
cpd05229	t:16-,17-	C08314
cpd05249	t:6-,7-,8+,9-,10+,11-	C08334
cpd05249	t:6-,7-,8+,9-,10?,11-	CPD-10277
cpd05312	t:8-,10-,11+,12-,13+,26?	C08400
cpd05312	t:8-,10-,11+,12-,13?,26?	CPDQT-284
cpd05324	c:1-22-4-2-3-7(12-21-24(17,18)19)23-11-10(16)9(15)8(14)6(5-13)20-11	C08412
cpd05324	c:1-22-4-2-3-7(12-21-24(17,18)19)23-11-6(5-13)8(14)9(15)10(16)20-11	3-METHYLTHIOPROPYL-GLUCOSINOLATE
cpd05333	b:18-11+	C08422
cpd05333	b:18-11-	4-HYDROXY-3-INDOLYLMETHYL-GLUCOSINOLATE
cpd05389	t:10-,11-,12+,13-,14-	INDICAN
cpd05389	t:10-,11-,12+,13-,14?	C08481
cpd05447	t:12-,14-,17+,18+,19-,20+,24+	C08540
cpd05447	t:12-,14-,17+,18+,19-,20+,24?	CPD-8654
cpd05449	t:19-,21-,26+,28+,29-,30-,31-,32-,33+,34+,39+,40-	C08542
cpd05449	t:19-,21-,26+,28+,29-,30-,31-,32-,33+,34+,39?,40?	CPD-8676
cpd05451	t:12-,14-,17+,18+,19-,20+,24+	C08544
cpd05451	t:12-,14-,17+,18+,19-,20+,24?	CPD-8655
